Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Gordon Harris,Gerry Labelle,Diane Marleau,Will Morin,J. David Popescu,Glenn Thibeault,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35088,"Sudbury/Sudbury"," 20","Walden",26,78,37,4,0,44,0,189,393
35088,"Sudbury/Sudbury"," 20-1","Walden",18,41,33,1,0,44,0,137,265
35088,"Sudbury/Sudbury"," 21","Sudbury",9,34,41,0,4,51,2,141,338
35088,"Sudbury/Sudbury"," 22","Sudbury",17,33,52,3,1,71,0,177,292
35088,"Sudbury/Sudbury"," 23","Sudbury",16,60,36,0,0,52,2,166,309
35088,"Sudbury/Sudbury"," 24","Sudbury",13,26,27,1,0,87,1,155,311
35088,"Sudbury/Sudbury"," 25","Sudbury",8,42,27,6,0,96,3,182,370
35088,"Sudbury/Sudbury"," 26","Sudbury",7,29,37,3,1,66,2,145,320
35088,"Sudbury/Sudbury"," 27","Sudbury",8,25,49,1,0,40,2,125,238
35088,"Sudbury/Sudbury"," 28","Sudbury",23,37,50,3,1,69,2,185,365
35088,"Sudbury/Sudbury"," 29","Sudbury",9,35,22,1,0,72,2,141,314
35088,"Sudbury/Sudbury"," 30","Sudbury",16,46,50,2,0,73,1,188,320
35088,"Sudbury/Sudbury"," 31","Sudbury",14,22,37,0,2,70,2,147,354
35088,"Sudbury/Sudbury"," 32","Sudbury",13,18,39,2,0,48,1,121,314
35088,"Sudbury/Sudbury"," 33","Sudbury",37,20,34,2,0,49,2,144,342
35088,"Sudbury/Sudbury"," 34","Sudbury",22,21,36,1,0,52,0,132,336
35088,"Sudbury/Sudbury"," 35","Sudbury",6,31,37,1,0,52,2,129,319
35088,"Sudbury/Sudbury"," 36","Sudbury",14,35,50,4,1,75,0,179,364
35088,"Sudbury/Sudbury"," 37","Sudbury",4,24,36,1,1,64,3,133,319
35088,"Sudbury/Sudbury"," 38","Sudbury",19,20,36,2,0,56,1,134,319
35088,"Sudbury/Sudbury"," 39","Sudbury",15,27,36,1,1,53,0,133,312
35088,"Sudbury/Sudbury"," 40","Sudbury",27,36,56,2,1,75,0,197,362
35088,"Sudbury/Sudbury"," 41","Sudbury",8,41,79,3,0,58,0,189,346
35088,"Sudbury/Sudbury"," 42","Sudbury",18,26,21,0,0,33,0,98,256
35088,"Sudbury/Sudbury"," 43","Sudbury",14,23,45,1,0,69,0,152,324
35088,"Sudbury/Sudbury"," 44","Sudbury",12,25,53,1,0,45,0,136,343
35088,"Sudbury/Sudbury"," 45","Sudbury",11,37,64,2,1,72,2,189,355
35088,"Sudbury/Sudbury"," 46A","Sudbury",6,25,47,0,0,82,3,163,380
35088,"Sudbury/Sudbury"," 46B","Sudbury",5,7,15,0,0,10,0,37,61
35088,"Sudbury/Sudbury"," 47","Sudbury",7,12,21,0,1,46,0,87,304
35088,"Sudbury/Sudbury"," 48","Sudbury",13,25,44,5,1,57,0,145,367
35088,"Sudbury/Sudbury"," 49","Sudbury",10,39,54,3,0,111,0,217,486
35088,"Sudbury/Sudbury"," 50","Sudbury",Void/Supprimé,,,,,,,,
35088,"Sudbury/Sudbury"," 51","Sudbury",3,6,12,1,0,80,0,102,336
35088,"Sudbury/Sudbury"," 52","Sudbury",11,14,49,3,0,60,0,137,358
35088,"Sudbury/Sudbury"," 53","Sudbury",14,19,30,1,0,55,1,120,338
35088,"Sudbury/Sudbury"," 54","Sudbury",8,35,35,1,0,55,0,134,331
35088,"Sudbury/Sudbury"," 55","Sudbury",10,20,65,0,1,61,0,157,366
35088,"Sudbury/Sudbury"," 56","Sudbury",12,34,20,1,0,60,2,129,340
35088,"Sudbury/Sudbury"," 57","Sudbury",9,12,30,0,0,66,0,117,350
35088,"Sudbury/Sudbury"," 58","Sudbury",11,32,65,2,1,88,0,199,464
35088,"Sudbury/Sudbury"," 59","Sudbury",Void/Supprimé,,,,,,,,
35088,"Sudbury/Sudbury"," 60","Sudbury",18,15,37,4,0,69,1,144,396
35088,"Sudbury/Sudbury"," 61","Sudbury",9,12,39,2,0,62,1,125,330
35088,"Sudbury/Sudbury"," 62","Sudbury",7,7,33,2,0,49,0,98,309
35088,"Sudbury/Sudbury"," 63","Sudbury",12,29,56,2,1,63,0,163,371
35088,"Sudbury/Sudbury"," 64","Sudbury",20,18,46,3,0,65,1,153,339
35088,"Sudbury/Sudbury"," 65","Sudbury",22,35,70,2,0,72,0,201,351
35088,"Sudbury/Sudbury"," 66","Sudbury",7,33,100,2,0,57,0,199,387
35088,"Sudbury/Sudbury"," 67","Sudbury",15,41,76,2,1,46,0,181,302
35088,"Sudbury/Sudbury"," 68","Sudbury",15,48,75,1,0,70,1,210,414
35088,"Sudbury/Sudbury"," 69","Sudbury",16,51,68,3,0,70,0,208,368
35088,"Sudbury/Sudbury"," 70","Sudbury",19,87,68,4,0,63,0,241,427
35088,"Sudbury/Sudbury"," 71","Sudbury",14,80,92,1,2,88,1,278,472
35088,"Sudbury/Sudbury"," 72","Sudbury",15,73,71,1,0,69,0,229,437
35088,"Sudbury/Sudbury"," 73","Sudbury",18,47,80,2,0,69,0,216,372
35088,"Sudbury/Sudbury"," 74","Sudbury",18,38,61,0,0,71,1,189,341
35088,"Sudbury/Sudbury"," 75","Sudbury",4,33,66,1,2,62,0,168,340
35088,"Sudbury/Sudbury"," 76","Sudbury",1,33,56,3,0,46,1,140,319
35088,"Sudbury/Sudbury"," 77","Sudbury",15,37,52,3,1,71,0,179,426
35088,"Sudbury/Sudbury"," 78","Sudbury",5,32,53,2,1,48,0,141,299
35088,"Sudbury/Sudbury"," 79","Sudbury",12,28,59,3,0,76,2,180,355
35088,"Sudbury/Sudbury"," 80","Sudbury",9,33,38,2,0,77,1,160,408
35088,"Sudbury/Sudbury"," 81","Sudbury",5,17,26,2,0,59,0,109,284
35088,"Sudbury/Sudbury"," 82","Sudbury",8,13,39,4,0,66,0,130,385
35088,"Sudbury/Sudbury"," 83","Sudbury",10,13,41,2,1,62,0,129,438
35088,"Sudbury/Sudbury"," 84","Sudbury",12,14,50,2,0,68,0,146,358
35088,"Sudbury/Sudbury"," 85","Sudbury",9,22,36,2,0,72,0,141,330
35088,"Sudbury/Sudbury"," 86","Sudbury",13,75,55,3,0,73,0,219,397
35088,"Sudbury/Sudbury"," 87","Sudbury",17,50,84,0,0,67,1,219,415
35088,"Sudbury/Sudbury"," 88","Sudbury",11,90,102,0,0,82,0,285,506
35088,"Sudbury/Sudbury"," 89","Sudbury",13,46,57,2,0,93,2,213,422
35088,"Sudbury/Sudbury"," 90","Sudbury",12,20,29,2,0,73,1,137,357
35088,"Sudbury/Sudbury"," 91","Sudbury",10,36,42,2,0,76,3,169,322
35088,"Sudbury/Sudbury"," 92","Sudbury",10,72,71,0,0,50,1,204,411
35088,"Sudbury/Sudbury"," 93","Sudbury",15,45,52,0,0,63,0,175,315
35088,"Sudbury/Sudbury"," 94","Sudbury",6,36,49,5,0,83,1,180,373
35088,"Sudbury/Sudbury"," 95","Sudbury",6,42,51,1,0,34,0,134,265
35088,"Sudbury/Sudbury"," 96","Sudbury",13,47,57,3,0,68,1,189,372
35088,"Sudbury/Sudbury"," 97","Sudbury",14,102,77,4,1,69,1,268,478
35088,"Sudbury/Sudbury"," 98A","Sudbury",8,19,33,0,0,45,0,105,303
35088,"Sudbury/Sudbury"," 98B","Sudbury",16,11,14,1,0,37,1,80,166
35088,"Sudbury/Sudbury"," 99","Sudbury",12,44,65,1,0,63,1,186,323
35088,"Sudbury/Sudbury"," 100","Sudbury",12,51,71,4,0,96,0,234,441
35088,"Sudbury/Sudbury"," 101","Sudbury",10,41,72,3,0,89,1,216,371
35088,"Sudbury/Sudbury"," 102","Sudbury",8,71,59,3,0,56,0,197,349
35088,"Sudbury/Sudbury"," 103","Sudbury",11,45,72,2,0,78,0,208,354
35088,"Sudbury/Sudbury"," 104","Sudbury",21,52,49,0,1,72,0,195,351
35088,"Sudbury/Sudbury"," 105","Sudbury",17,53,56,2,1,73,1,203,352
35088,"Sudbury/Sudbury"," 106","Sudbury",9,59,72,2,0,68,0,210,371
35088,"Sudbury/Sudbury"," 107","Sudbury",22,84,72,1,0,94,2,275,472
35088,"Sudbury/Sudbury"," 108","Sudbury",16,46,55,0,0,57,0,174,336
35088,"Sudbury/Sudbury"," 109","Sudbury",11,26,37,1,0,51,0,126,266
35088,"Sudbury/Sudbury"," 110","Sudbury",14,24,29,0,1,56,0,124,331
35088,"Sudbury/Sudbury"," 111","Sudbury",14,88,59,1,0,66,0,228,354
35088,"Sudbury/Sudbury"," 112","Sudbury",12,81,73,1,0,97,3,267,448
35088,"Sudbury/Sudbury"," 113","Sudbury",12,40,53,1,0,71,1,178,352
35088,"Sudbury/Sudbury"," 114","Sudbury",13,65,62,2,1,86,1,230,398
35088,"Sudbury/Sudbury"," 115","Sudbury",10,31,36,4,0,70,3,154,286
35088,"Sudbury/Sudbury"," 116","Sudbury",8,18,31,0,0,60,0,117,218
35088,"Sudbury/Sudbury"," 117","Sudbury",9,51,77,3,0,73,0,213,394
35088,"Sudbury/Sudbury"," 118","Sudbury",11,34,46,0,0,63,0,154,355
35088,"Sudbury/Sudbury"," 119","Sudbury",5,24,36,2,0,80,0,147,389
35088,"Sudbury/Sudbury"," 120","Sudbury",12,33,61,0,0,93,1,200,389
35088,"Sudbury/Sudbury"," 121","Sudbury",10,71,62,1,0,77,1,222,413
35088,"Sudbury/Sudbury"," 122","Sudbury",6,23,48,0,2,41,3,123,278
35088,"Sudbury/Sudbury"," 123","Sudbury",9,39,30,4,0,50,0,132,312
35088,"Sudbury/Sudbury"," 124","Sudbury",11,33,37,6,0,77,0,164,309
35088,"Sudbury/Sudbury"," 125","Sudbury",10,53,65,3,0,95,2,228,472
35088,"Sudbury/Sudbury"," 126","Sudbury",24,67,50,3,0,60,0,204,410
35088,"Sudbury/Sudbury"," 127","Sudbury",21,32,55,2,0,85,1,196,394
35088,"Sudbury/Sudbury"," 128","Sudbury",16,36,34,2,0,61,0,149,331
35088,"Sudbury/Sudbury"," 129","Sudbury",11,33,43,0,0,68,0,155,354
35088,"Sudbury/Sudbury"," 130","Sudbury",19,71,73,1,1,81,0,246,523
35088,"Sudbury/Sudbury"," 131","Sudbury",29,56,75,1,0,112,0,273,471
35088,"Sudbury/Sudbury"," 132","Sudbury",10,66,75,1,0,93,2,247,457
35088,"Sudbury/Sudbury"," 133","Sudbury",14,30,71,4,1,96,2,218,407
35088,"Sudbury/Sudbury"," 134","Sudbury",9,68,71,1,0,50,1,200,348
35088,"Sudbury/Sudbury"," 135","Sudbury",14,65,52,6,1,99,1,238,405
35088,"Sudbury/Sudbury"," 136","Sudbury",19,46,58,1,1,85,0,210,396
35088,"Sudbury/Sudbury"," 137","Sudbury",11,8,31,0,0,52,1,103,313
35088,"Sudbury/Sudbury"," 138","Sudbury",9,33,50,3,0,63,2,160,378
35088,"Sudbury/Sudbury"," 139","Sudbury",11,27,37,1,1,46,0,123,344
35088,"Sudbury/Sudbury"," 140","Sudbury",6,24,31,2,0,76,0,139,343
35088,"Sudbury/Sudbury"," 141","Sudbury",14,28,38,2,0,77,2,161,408
35088,"Sudbury/Sudbury"," 142","Sudbury",16,43,44,1,1,66,1,172,369
35088,"Sudbury/Sudbury"," 143","Sudbury",17,46,70,4,2,61,1,201,394
35088,"Sudbury/Sudbury"," 144","Sudbury",11,13,49,2,0,68,2,145,369
35088,"Sudbury/Sudbury"," 145","Sudbury",15,34,42,0,0,62,1,154,321
35088,"Sudbury/Sudbury"," 146","Sudbury",19,30,55,6,0,74,2,186,433
35088,"Sudbury/Sudbury"," 147","Sudbury",14,47,56,5,0,54,0,176,361
35088,"Sudbury/Sudbury"," 148","Sudbury",11,43,40,1,0,59,3,157,319
35088,"Sudbury/Sudbury"," 149","Sudbury",31,49,51,2,0,47,0,180,349
35088,"Sudbury/Sudbury"," 150","Sudbury",18,44,60,1,0,79,2,204,370
35088,"Sudbury/Sudbury"," 151","Sudbury",30,37,88,0,0,55,0,210,354
35088,"Sudbury/Sudbury"," 152","Sudbury",29,69,70,4,0,64,0,236,363
35088,"Sudbury/Sudbury"," 153","Sudbury",22,24,20,2,0,65,0,133,328
35088,"Sudbury/Sudbury"," 154","Sudbury",24,30,39,2,0,77,0,172,353
35088,"Sudbury/Sudbury"," 155","Sudbury",21,43,53,0,0,48,1,166,317
35088,"Sudbury/Sudbury"," 156","Sudbury",28,38,56,3,0,61,1,187,337
35088,"Sudbury/Sudbury"," 157","Sudbury",11,35,57,2,0,61,2,168,311
35088,"Sudbury/Sudbury"," 158","Sudbury",20,37,38,3,0,86,0,184,357
35088,"Sudbury/Sudbury"," 159","Sudbury",14,25,38,1,0,43,0,121,259
35088,"Sudbury/Sudbury"," 160","Sudbury",18,61,65,0,0,71,0,215,391
35088,"Sudbury/Sudbury"," 161","Sudbury",20,59,40,2,0,49,0,170,335
35088,"Sudbury/Sudbury"," 162","Sudbury",23,89,81,1,0,29,1,224,369
35088,"Sudbury/Sudbury"," 163","Sudbury",9,47,62,3,2,51,1,175,353
35088,"Sudbury/Sudbury"," 164","Sudbury",11,61,61,1,0,60,1,195,327
35088,"Sudbury/Sudbury"," 165","Sudbury",11,32,54,2,1,69,2,171,369
35088,"Sudbury/Sudbury"," 166","Sudbury",16,37,45,3,2,71,0,174,463
35088,"Sudbury/Sudbury"," 167","Sudbury",14,31,68,2,0,107,3,225,464
35088,"Sudbury/Sudbury"," 168","Sudbury",13,41,66,5,0,82,0,207,377
35088,"Sudbury/Sudbury"," 168-1","Sudbury",21,104,71,1,0,49,2,248,380
35088,"Sudbury/Sudbury"," 169","Sudbury",5,51,51,1,0,42,0,150,255
35088,"Sudbury/Sudbury"," 170","Sudbury",5,32,32,0,0,34,2,105,193
35088,"Sudbury/Sudbury"," 171","Sudbury",9,35,58,1,0,74,0,177,355
35088,"Sudbury/Sudbury"," 172","Sudbury",7,42,60,2,0,46,0,157,265
35088,"Sudbury/Sudbury"," 173","Sudbury",10,44,55,0,0,46,1,156,335
35088,"Sudbury/Sudbury"," 174","Sudbury",15,63,79,0,1,56,3,217,352
35088,"Sudbury/Sudbury"," 175","Sudbury",16,69,65,1,0,57,0,208,333
35088,"Sudbury/Sudbury"," 176","Sudbury",15,126,84,0,0,61,1,287,495
35088,"Sudbury/Sudbury"," 177","Sudbury",8,87,53,0,1,27,0,176,275
35088,"Sudbury/Sudbury"," 178","Sudbury",5,80,51,0,0,33,0,169,295
35088,"Sudbury/Sudbury"," 179","Sudbury",20,71,50,0,0,40,1,182,282
35088,"Sudbury/Sudbury"," 180","Sudbury",11,45,66,0,0,63,0,185,397
35088,"Sudbury/Sudbury"," 181","Sudbury",14,38,73,2,0,87,0,214,374
35088,"Sudbury/Sudbury"," 182","Sudbury",11,46,57,1,1,59,2,177,358
35088,"Sudbury/Sudbury"," 183","Sudbury",21,134,103,1,0,31,0,290,456
35088,"Sudbury/Sudbury"," 184","Sudbury",18,88,80,0,0,27,0,213,386
35088,"Sudbury/Sudbury"," 185","Sudbury",21,80,58,0,0,74,0,233,417
35088,"Sudbury/Sudbury"," 186","Sudbury",6,27,36,0,0,29,0,98,225
35088,"Sudbury/Sudbury"," 187","Sudbury",15,68,79,1,0,42,0,205,425
35088,"Sudbury/Sudbury"," 188","Sudbury",29,106,71,0,1,48,0,255,417
35088,"Sudbury/Sudbury"," 189","Sudbury",18,61,49,2,1,41,1,173,356
35088,"Sudbury/Sudbury"," 190","Sudbury",Void/Supprimé,,,,,,,,
35088,"Sudbury/Sudbury"," 191","Sudbury",20,74,84,0,0,35,0,213,360
35088,"Sudbury/Sudbury"," 192","Sudbury",21,80,74,3,0,62,0,240,399
35088,"Sudbury/Sudbury"," 193","Sudbury",15,65,107,1,0,59,1,248,465
35088,"Sudbury/Sudbury"," 194","Sudbury",8,33,28,2,0,73,1,145,267
35088,"Sudbury/Sudbury"," 195","Sudbury",9,37,40,1,1,48,0,136,251
35088,"Sudbury/Sudbury"," 400","Sudbury",5,17,94,5,1,42,2,166,368
35088,"Sudbury/Sudbury"," 401","Sudbury",7,24,22,3,1,92,0,149,450
35088,"Sudbury/Sudbury"," 402","Sudbury",2,20,51,5,1,22,3,104,196
35088,"Sudbury/Sudbury"," 403","Sudbury",11,22,33,2,0,91,0,159,328
35088,"Sudbury/Sudbury"," 404","Sudbury",7,55,55,2,1,53,2,175,299
35088,"Sudbury/Sudbury"," 405","Walden",12,33,31,4,0,36,0,116,161
35088,"Sudbury/Sudbury"," 406","Sudbury",3,15,23,1,0,25,0,67,265
35088,"Sudbury/Sudbury"," 407","Sudbury",6,8,12,0,0,40,0,66,169
35088,"Sudbury/Sudbury"," 408","Sudbury",2,33,38,0,0,13,0,86,158
35088,"Sudbury/Sudbury"," 409","Sudbury",77,71,130,3,3,139,2,425,520
35088,"Sudbury/Sudbury"," 500","Mobile poll/Bureau itinérant",2,17,47,1,0,16,3,86,120
35088,"Sudbury/Sudbury"," 501","Mobile poll/Bureau itinérant",3,13,19,0,0,7,0,42,80
35088,"Sudbury/Sudbury"," 502","Mobile poll/Bureau itinérant",5,10,52,4,3,25,3,102,208
35088,"Sudbury/Sudbury"," 503","Mobile poll/Bureau itinérant",3,38,60,4,1,34,0,140,187
35088,"Sudbury/Sudbury"," 504","Mobile poll/Bureau itinérant",6,18,55,2,1,30,2,114,157
35088,"Sudbury/Sudbury"," 600","Naughton",22,99,43,3,1,87,3,258,
35088,"Sudbury/Sudbury"," 601","Lively",41,219,109,3,0,140,2,514,
35088,"Sudbury/Sudbury"," 602","Copper Cliff",8,37,46,2,1,39,0,133,
35088,"Sudbury/Sudbury"," 603","Sudbury",18,51,52,3,0,79,5,208,
35088,"Sudbury/Sudbury"," 604","Sudbury",17,26,38,0,0,48,0,129,
35088,"Sudbury/Sudbury"," 605","Sudbury",13,46,92,1,0,118,5,275,
35088,"Sudbury/Sudbury"," 606","Sudbury",23,51,129,1,1,92,1,298,
35088,"Sudbury/Sudbury"," 607","Sudbury",29,112,186,2,0,121,0,450,
35088,"Sudbury/Sudbury"," 608","Sudbury",35,128,173,3,1,91,1,432,
35088,"Sudbury/Sudbury"," 609","Sudbury",21,130,162,0,0,97,0,410,
35088,"Sudbury/Sudbury"," 610","Worthington",18,88,117,2,0,95,0,320,
35088,"Sudbury/Sudbury"," 611","Worthington",39,135,158,5,0,180,3,520,
35088,"Sudbury/Sudbury"," 612","Worthington",22,76,100,3,0,82,0,283,
35088,"Sudbury/Sudbury"," 613","Worthington",26,47,65,1,0,44,2,185,
35088,"Sudbury/Sudbury"," 614","Worthington",20,100,135,1,1,85,0,342,
35088,"Sudbury/Sudbury"," 615","Worthington",36,168,144,1,2,88,2,441,
35088,"Sudbury/Sudbury"," 616","Worthington",17,96,106,2,1,43,1,266,
35088,"Sudbury/Sudbury",,Group 1/Groupe 1,15,49,53,1,0,11,1,130,265
35088,"Sudbury/Sudbury",,Group 2/Groupe 2,29,137,199,1,0,110,9,485,

