Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Russ Christianson,Paul Macklin,Rick Norlock,Ralph Torrie,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 22","Port Hope",42,68,75,26,1,212,383
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 23","Port Hope",35,105,86,20,1,247,426
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 24","Port Hope",9,38,111,5,0,163,269
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 24-1","Port Hope",40,45,107,12,1,205,346
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 25","Port Hope",56,96,85,16,2,255,425
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 26","Port Hope",28,98,105,34,0,265,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 27","Port Hope",43,94,68,25,3,233,372
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 28","Port Hope",43,43,50,16,1,153,357
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 29","Port Hope",29,44,53,18,1,145,336
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 30","Bewdley",40,47,111,29,0,227,369
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 31","Hamilton ",37,20,64,24,0,145,290
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 32","Hamilton ",34,25,62,15,0,136,271
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 33","Hamilton ",26,61,83,16,1,187,316
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 34","Hamilton ",30,82,88,24,0,224,374
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 35","Hamilton ",Merged with No. 35-1B/Fusionné avec le nº 35-1B,,,,,,101
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 35-1A","Hamilton ",30,28,66,16,2,142,294
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 35-1B","Hamilton ",23,59,67,18,0,167,199
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 36","Hamilton ",22,31,72,15,0,140,225
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 36-1","Hamilton ",35,45,83,12,0,175,282
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 37","Hamilton ",24,26,67,2,0,119,234
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 37-1","Hamilton ",20,78,98,22,0,218,331
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 38","Hamilton ",27,55,110,15,0,207,365
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 38-1","Hamilton ",20,40,86,13,0,159,235
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 39","Hamilton ",40,80,149,25,0,294,427
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 40","Hamilton ",24,66,116,20,0,226,411
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 41A","Hamilton ",17,66,78,16,0,177,229
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 41B","Hamilton ",19,65,79,21,0,184,328
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 41-1","Hamilton ",Merged with No. 41A/Fusionné avec le nº 41A,,,,,,100
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 42","Hamilton ",49,87,167,26,2,331,556
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 43","Hamilton ",23,89,157,19,0,288,506
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 43-1","Cobourg",6,21,24,7,0,58,159
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 44","Hamilton ",51,98,165,15,1,330,593
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 45","Hamilton ",11,37,65,5,0,118,234
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 46","Hamilton ",17,48,88,18,0,171,311
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 47","Hamilton ",17,38,58,18,0,131,233
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 48","Hamilton ",27,56,68,10,0,161,355
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 49A","Cobourg",19,27,32,9,0,87,188
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 49B","Cobourg",31,61,112,8,2,214,372
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 50","Cobourg",28,130,149,11,0,318,504
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 51","Cobourg",20,31,78,8,1,138,276
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 51-1","Cobourg",43,73,171,17,1,305,542
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 52","Cobourg",67,36,68,30,3,204,491
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 53","Cobourg",37,46,86,26,0,195,364
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 54","Cobourg",46,98,71,17,0,232,477
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 55","Cobourg",30,66,87,22,4,209,436
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 56","Cobourg",34,107,86,25,1,253,471
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 57","Cobourg",35,51,57,20,3,166,331
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 58","Cobourg",19,46,46,34,1,146,412
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 59","Cobourg",33,91,54,43,1,222,393
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 60","Cobourg",46,55,78,31,0,210,447
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 61A","Cobourg",34,36,71,7,0,148,309
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 61B","Cobourg",29,40,73,8,1,151,312
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 62","Cobourg",30,60,87,15,1,193,372
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 63","Cobourg",20,43,53,10,0,126,246
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 64","Cobourg",37,82,121,8,1,249,402
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 65","Cobourg",36,97,155,29,2,319,530
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 66","Cobourg",36,81,144,16,2,279,426
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 67","Cobourg",20,43,67,12,0,142,240
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 68","Cobourg",31,69,91,9,1,201,357
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 69","Cobourg",49,81,115,23,1,269,478
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 70","Cobourg",30,96,151,20,0,297,513
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 71","Cobourg",26,84,90,18,1,219,371
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 72","Hamilton ",19,51,52,17,0,139,288
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 73","Hamilton ",37,94,115,21,1,268,497
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 74","Hamilton ",13,89,91,8,0,201,362
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 74-1","Hamilton ",36,104,94,15,3,252,365
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 75","Hamilton ",29,75,65,22,2,193,415
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 76A","Hamilton ",17,71,45,21,0,154,281
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 76B","Hamilton ",16,80,56,10,0,162,273
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 77","Hamilton ",21,115,96,24,0,256,402
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 78","Hamilton ",21,92,111,23,0,247,402
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 79","Hamilton ",33,78,154,11,1,277,448
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 80A","Alnwick/Haldimand",19,35,59,17,0,130,253
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 80B","Alnwick/Haldimand",24,28,72,19,0,143,258
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 81","Alnwick/Haldimand",22,49,107,22,0,200,416
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 82","Alnwick/Haldimand",12,21,47,10,0,90,164
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 82-1","Alnwick/Haldimand",43,71,107,16,0,237,394
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 83A","Alnwick/Haldimand",31,47,118,28,1,225,267
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 83B","Alnwick/Haldimand",7,36,57,13,0,113,188
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 83-1","Alnwick/Haldimand",Merged with No. 83B/Fusionné avec le nº 83B,,,,,,101
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 84","Alnwick/Haldimand",26,53,92,21,0,192,404
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 84-1","Alnwick/Haldimand",13,25,27,17,0,82,250
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 85","Alnwick/Haldimand",40,92,143,24,0,299,570
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 86","Alnwick/Haldimand",49,105,154,27,1,336,534
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 87","Alnwick/Haldimand",32,90,96,19,0,237,407
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 88","Alnwick/Haldimand",27,67,81,19,0,194,304
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 89","Cramahe",19,37,104,12,0,172,356
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 90A","Cramahe",31,38,85,26,2,182,231
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 90B","Cramahe",45,41,91,21,0,198,349
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 90-1","Cramahe",Merged with No. 90A/Fusionné avec le nº 90A,,,,,,121
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 91","Cramahe",35,61,142,18,0,256,514
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 91-1","Cramahe",18,32,44,7,0,101,172
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 92","Colborne",44,39,105,31,0,219,418
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 93A","Cramahe",31,37,89,11,0,168,304
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 93B","Cramahe",14,44,110,25,1,194,313
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 94","Colborne",48,75,125,25,2,275,464
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 95","Colborne",34,61,105,15,0,215,390
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 96","Colborne",24,66,99,19,0,208,370
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 97","Cramahe",35,47,85,30,0,197,340
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 98","Alderville 37",46,54,40,11,1,152,333
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 99","Hastings",37,26,69,10,1,143,256
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 100","Hastings",21,29,51,11,1,113,241
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 101","Hastings",41,52,118,19,2,232,460
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 102A","Trent Hills",20,33,68,15,0,136,257
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 102B","Trent Hills",27,29,87,10,0,153,283
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 103","Trent Hills",37,73,143,34,1,288,486
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 104A","Trent Hills",30,51,83,16,0,180,318
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 104B","Trent Hills",25,53,76,6,2,162,328
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 105","Trent Hills",50,63,150,35,0,298,513
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 106","Trent Hills",30,39,75,21,2,167,280
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 107","Trent Hills",16,15,75,15,0,121,231
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 108","Trent Hills",33,39,130,19,1,222,490
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 109","Trent Hills",40,26,66,15,1,148,345
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 110","Trent Hills",40,37,112,12,0,201,419
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 111","Trent Hills",47,59,94,13,0,213,416
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 112A","Trent Hills",14,38,64,10,0,126,286
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 112B","Trent Hills",29,31,60,6,0,126,287
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 113","Campbellford",33,47,112,6,0,198,385
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 114","Campbellford",35,48,82,15,0,180,434
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 115","Campbellford",29,38,77,22,1,167,390
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 116","Campbellford",43,42,86,13,0,184,407
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 117","Campbellford",36,73,108,16,1,234,403
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 118","Campbellford",23,26,37,8,1,95,259
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 119","Campbellford",49,45,98,13,0,205,475
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 120","Trent Hills",38,68,122,11,0,239,466
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 121","Trent Hills",37,37,103,16,1,194,487
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 122","Trent Hills",33,30,112,21,3,199,429
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 123","Brighton",39,34,104,14,0,191,306
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 124A","Brighton",34,41,85,13,0,173,288
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 124B","Brighton",15,55,82,12,0,164,283
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 125A","Brighton",36,53,112,15,0,216,409
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 125B","Brighton",31,51,108,15,0,205,419
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 126A","Brighton",27,50,78,19,1,175,353
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 126B","Brighton",28,53,67,10,0,158,354
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 127A","Brighton",12,35,95,14,0,156,268
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 127B","Brighton",23,51,84,9,0,167,274
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 128","Brighton",38,85,116,29,0,268,506
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 129","Brighton",21,72,66,12,1,172,302
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 130","Brighton",32,71,102,13,0,218,377
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 131","Brighton",21,49,69,29,0,168,338
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 132","Brighton",28,54,57,23,0,162,361
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 133A","Brighton",9,41,73,8,1,132,276
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 133B","Brighton",15,32,64,8,0,119,250
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 134","Brighton",30,74,130,20,2,256,444
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 135","Brighton",30,56,116,24,0,226,419
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 136A","Brighton",12,73,107,18,0,210,278
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 136B","Brighton",15,65,96,17,0,193,357
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 136-1","Brighton",Merged with No. 136A/Fusionné avec le nº 136A,,,,,,95
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 137","Brighton",32,94,125,18,0,269,502
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 138","Brighton",17,28,99,10,0,154,334
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 139A","Quinte West",47,36,91,11,0,185,317
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 139B","Quinte West",38,29,118,22,1,208,316
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 140","Quinte West",29,43,140,24,0,236,383
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 141","Quinte West",26,31,93,26,0,176,273
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 142","Quinte West",20,43,85,21,0,169,268
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 142-1","Quinte West",22,57,91,16,0,186,343
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 143A","Quinte West",23,34,94,14,1,166,305
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 143B","Quinte West",35,35,85,14,0,169,285
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 144A","Quinte West",23,43,108,9,0,183,322
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 144B","Quinte West",23,48,120,11,0,202,356
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 145","Quinte West",43,71,162,23,1,300,578
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 146","Quinte West",23,39,108,19,0,189,402
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 147A","Quinte West",20,42,70,17,1,150,292
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 147B","Quinte West",17,40,76,19,0,152,299
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 148","Quinte West",44,64,146,15,0,269,485
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 149","Quinte West",31,63,123,15,0,232,456
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 150","Quinte West",33,43,97,16,0,189,389
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 151","Quinte West",52,52,85,18,3,210,471
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 152","Quinte West",38,34,65,15,0,152,349
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 153","Quinte West",46,35,95,11,0,187,538
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 154","Quinte West",21,31,93,8,2,155,269
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 155","Quinte West",24,18,61,2,0,105,215
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 156","Quinte West",36,72,130,15,0,253,483
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 157","Quinte West",25,83,117,10,0,235,403
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 158","Quinte West",24,38,77,8,0,147,284
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 159","Quinte West",40,55,85,19,1,200,450
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 160","Quinte West",35,68,71,12,1,187,393
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 161","Quinte West",27,27,78,4,0,136,289
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 162","Quinte West",34,27,51,12,0,124,361
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 163","Quinte West",41,48,79,7,2,177,523
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 164","Quinte West",23,27,48,8,0,106,377
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 165","Quinte West",39,83,150,17,0,289,555
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 166","Quinte West",22,67,155,22,0,266,435
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 166-1","Quinte West",10,63,106,8,1,188,294
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 167","Quinte West",34,60,84,12,2,192,416
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 168","Quinte West",25,52,78,11,1,167,421
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 169","Quinte West",23,31,33,5,3,95,312
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 170","Quinte West",21,20,37,10,0,88,257
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 171","Quinte West",42,46,79,14,0,181,450
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 172","Quinte West",37,30,70,14,1,152,359
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 173","Quinte West",23,33,105,9,0,170,432
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 174","Quinte West",31,36,49,15,0,131,323
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 175","Quinte West",23,37,58,3,2,123,378
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 176","Quinte West",22,25,57,12,0,116,324
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 177","Quinte West",36,58,65,16,1,176,391
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 178","Quinte West",22,53,78,10,2,165,318
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 179","Quinte West",24,42,81,7,0,154,327
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 180","Quinte West",20,73,162,20,1,276,442
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 181","Quinte West",12,83,125,14,0,234,367
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 182","Quinte West",27,32,74,10,0,143,498
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 183","Quinte West",37,67,131,29,0,264,500
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 184","Quinte West",32,54,117,29,0,232,445
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 185","Quinte West",40,52,119,9,0,220,421
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 186A","Quinte West",8,27,63,24,1,123,274
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 186B","Quinte West",14,35,66,16,0,131,258
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 187","Quinte West",53,44,135,16,1,249,497
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 188","Quinte West",26,45,105,10,0,186,326
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 189","Quinte West",30,45,103,18,1,197,379
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 190","Quinte West",34,31,106,15,1,187,362
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 191A","Quinte West",37,34,81,10,0,162,329
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 191B","Quinte West",26,46,92,4,0,168,305
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 192A","Quinte West",28,46,83,10,0,167,269
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 192B","Quinte West",32,43,94,12,1,182,289
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 193","Quinte West",31,36,70,23,0,160,316
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 194","Quinte West",22,21,68,12,0,123,240
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 195","Quinte West",32,54,163,24,0,273,562
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 196A","Quinte West",5,34,63,9,1,112,214
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 196B","Quinte West",7,22,69,4,0,102,201
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 197","Quinte West",29,71,102,17,0,219,436
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 198","Quinte West",12,32,52,13,0,109,209
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 199","Quinte West",25,72,118,21,0,236,471
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 200","Quinte West",23,65,142,16,1,247,452
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 201","Quinte West",32,63,113,15,1,224,407
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 202","Quinte West",32,55,114,19,1,221,489
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 203A","Quinte West",21,33,93,11,2,160,299
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 203B","Quinte West",18,33,80,6,2,139,317
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 204","Quinte West",46,49,124,11,0,230,368
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 205","Quinte West",31,43,107,13,0,194,304
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 206","Quinte West",22,37,96,16,2,173,434
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 206-1","Quinte West",9,22,25,6,0,62,106
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 207","Quinte West",35,33,92,10,0,170,476
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 208","Quinte West",14,16,57,8,0,95,194
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 209","Quinte West",12,13,49,6,0,80,202
35058,"Northumberland--Quinte West/Northumberland--Quinte West"," 500","Mobile poll/Bureau itinérant",5,17,36,3,3,64,96
