Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Braid,Mark Corbiere,Jason Cousineau,Kyle James Huntingdon,Cindy Jacobsen,Cathy MacLellan,Ramon Portillo,Andrew Telegdi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 10","Waterloo",73,0,0,0,19,9,0,105,0,206,413
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 11","Waterloo",108,0,0,0,14,17,0,98,1,238,355
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 12","Waterloo",43,0,2,0,4,10,0,41,0,100,184
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 12-1","Waterloo",94,0,1,1,16,22,0,89,1,224,372
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 13","Waterloo",71,0,0,0,11,22,0,114,0,218,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 14","Waterloo",70,0,0,3,31,15,0,71,2,192,373
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 15","Waterloo",89,1,2,0,10,22,0,78,0,202,354
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 16","Waterloo",90,0,2,0,12,15,3,82,0,204,370
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 17","Waterloo",94,0,1,1,19,20,0,75,1,211,410
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 18","Waterloo",87,1,1,0,18,15,1,95,2,220,357
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 19","Waterloo",62,0,1,0,17,21,0,96,0,197,354
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 19-1","Waterloo",77,0,0,0,16,10,0,67,1,171,369
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 20","Waterloo",112,0,1,0,18,17,0,58,0,206,344
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 20-1","Waterloo",103,0,0,2,26,23,0,55,1,210,396
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 21","Waterloo",111,0,0,1,42,23,1,88,3,269,420
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 21-1","Waterloo",117,2,2,0,22,17,0,73,1,234,387
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 22","Waterloo",115,0,0,0,37,36,0,100,0,288,445
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 23","Waterloo",108,0,0,0,16,16,0,76,0,216,380
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 24","Waterloo",99,1,0,0,14,15,0,80,1,210,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 25","Waterloo",99,0,1,1,25,23,0,91,0,240,399
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 26","Waterloo",70,1,1,1,43,25,0,67,0,208,403
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 27","Waterloo",103,0,1,0,48,29,1,73,1,256,425
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 28","Waterloo",70,1,1,0,39,27,0,71,1,210,374
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 29","Waterloo",102,1,6,0,33,21,0,83,0,246,419
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 30","Waterloo",77,0,0,0,38,17,1,59,0,192,379
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 31","Waterloo",73,1,2,0,40,21,0,51,0,188,394
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 32","Waterloo",68,0,0,0,41,15,1,60,1,186,357
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 33","Waterloo",78,0,0,3,32,26,0,76,0,215,370
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 34","Waterloo",59,0,0,0,62,33,0,65,0,219,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 35","Waterloo",76,0,0,2,63,23,0,67,6,237,394
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 36","Waterloo",46,0,0,0,37,17,0,34,1,135,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 37","Waterloo",73,1,2,0,41,41,0,67,1,226,366
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 38","Waterloo",82,0,0,2,41,42,0,88,0,255,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 39","Waterloo",61,0,0,1,27,30,0,54,1,174,359
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 40","Waterloo",81,0,1,1,34,25,0,64,1,207,333
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 41","Waterloo",89,0,2,0,26,29,1,78,3,228,343
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 42","Waterloo",54,0,1,1,41,19,1,49,4,170,330
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 43","Waterloo",24,0,1,0,28,13,1,39,1,107,290
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 44","Waterloo",111,0,0,0,22,24,0,85,2,244,389
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 44-1","Waterloo",102,0,1,0,21,7,0,72,2,205,401
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 45","Waterloo",35,1,5,0,34,9,1,43,4,132,393
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 46","Waterloo",97,1,1,0,24,19,0,68,1,211,388
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 47","Waterloo",53,0,0,0,50,17,0,54,0,174,364
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 48","Waterloo",134,1,0,1,19,22,0,110,0,287,455
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 49","Waterloo",137,0,1,0,8,15,0,94,0,255,428
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 50","Waterloo",62,1,1,0,25,29,2,77,0,197,357
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 51","Waterloo",30,1,0,1,19,14,0,42,0,107,202
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 52","Waterloo",86,0,1,0,46,22,1,72,1,229,401
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 53","Waterloo",87,0,1,0,35,13,0,101,2,239,409
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 54","Waterloo",128,0,1,0,13,26,0,91,0,259,403
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 55","Waterloo",124,0,1,1,12,11,0,61,1,211,376
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 56","Waterloo",57,0,2,0,44,32,0,50,0,185,372
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 57","Waterloo",82,0,0,0,15,33,0,64,1,195,351
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 58","Waterloo",47,0,1,0,32,23,0,53,3,159,284
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 59","Waterloo",75,0,0,0,40,29,0,96,0,240,383
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 60","Waterloo",128,0,0,0,23,29,0,83,0,263,437
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 60-1","Waterloo",105,0,0,0,45,23,2,81,1,257,449
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 61","Waterloo",111,1,0,0,34,26,0,91,1,264,454
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 61-1","Waterloo",90,0,2,0,47,40,0,81,1,261,436
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 62","Waterloo",133,1,1,1,24,31,0,87,1,279,447
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 63","Waterloo",123,0,0,0,20,14,0,103,2,262,430
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 64","Waterloo",115,0,2,0,21,15,0,91,0,244,406
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 64-1","Waterloo",98,0,3,0,23,20,1,70,1,216,395
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 65","Waterloo",110,2,2,0,34,30,0,87,0,265,427
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 66","Waterloo",16,0,3,0,29,25,2,56,0,131,263
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 67","Waterloo",19,1,0,0,30,29,2,31,0,112,328
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 68","Waterloo",47,0,1,2,35,30,0,60,1,176,375
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 69","Waterloo",47,0,5,0,44,17,0,68,0,181,384
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 70","Waterloo",25,0,0,0,33,23,0,47,0,128,283
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 71","Waterloo",45,0,1,1,33,19,0,86,0,185,420
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 72","Waterloo",57,0,0,1,35,19,0,52,0,164,289
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 73","Waterloo",51,1,2,0,38,33,0,79,1,205,421
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 74","Waterloo",35,0,0,0,37,36,0,75,1,184,390
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 75","Waterloo",46,0,4,1,58,20,0,51,1,181,393
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 76","Waterloo",66,0,7,5,34,54,1,106,2,275,469
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 77","Waterloo",75,1,0,1,54,32,0,88,1,252,485
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 78","Waterloo",80,0,1,1,64,59,1,76,2,284,517
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 79","Waterloo",98,0,2,0,49,25,0,97,2,273,540
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 80","Waterloo",121,0,0,2,19,20,0,117,1,280,442
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 81","Waterloo",30,0,2,0,28,31,0,61,0,152,323
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 81-1","Waterloo",45,0,3,0,26,30,0,43,0,147,276
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 82","Waterloo",86,1,1,0,30,19,1,77,0,215,361
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 83","Waterloo",84,1,1,1,43,18,0,63,2,213,381
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 84","Waterloo",66,0,0,0,25,25,0,98,1,215,334
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 85","Waterloo",113,0,1,0,25,32,0,142,2,315,505
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 86","Waterloo",91,0,1,0,9,33,3,100,1,238,375
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 87","Waterloo",193,1,11,1,143,170,2,275,5,801,1042
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 88","Waterloo",36,0,1,0,18,15,0,48,1,119,256
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 89","Waterloo",51,0,1,0,44,47,0,98,0,241,456
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 90","Waterloo",64,0,2,0,5,15,1,74,0,161,264
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 91","Waterloo",84,0,0,0,12,19,0,113,1,229,391
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 92","Waterloo",78,0,0,0,11,17,0,84,1,191,301
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 93","Waterloo",67,0,0,0,16,29,0,140,0,252,389
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 94","Waterloo",57,0,0,0,6,23,1,120,0,207,326
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 95","Waterloo",42,0,0,0,24,49,1,63,1,180,373
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 96","Waterloo",23,0,1,0,27,20,0,40,2,113,288
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 97","Waterloo",64,0,2,1,42,51,1,102,1,264,470
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 98","Waterloo",124,1,4,0,60,59,1,94,3,346,620
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 99","Waterloo",58,0,2,0,29,25,1,61,0,176,308
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 100","Waterloo",9,0,0,0,12,7,1,28,0,57,189
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 101","Waterloo",101,1,7,0,77,75,1,169,0,431,725
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 102","Waterloo",137,1,9,2,101,108,4,162,3,527,879
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 102-1","Waterloo",84,1,2,1,61,73,3,98,0,323,477
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 103","Waterloo",47,1,0,0,14,6,0,58,0,126,236
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 104","Waterloo",76,0,1,0,32,19,0,92,1,221,423
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 105","Waterloo",125,0,1,1,14,12,0,88,0,241,278
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 106","Waterloo",27,1,0,0,30,23,0,35,0,116,186
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 107","Waterloo",52,0,5,2,46,58,0,82,3,248,407
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 108","Waterloo",43,0,1,1,24,56,0,108,0,233,462
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 109","Waterloo",125,0,0,0,17,11,0,100,0,253,376
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 110","Waterloo",135,0,2,1,27,22,0,110,0,297,495
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 110-1","Waterloo",107,0,2,0,25,33,1,91,1,260,417
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 111","Waterloo",138,0,0,1,22,32,0,111,3,307,506
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 112","Waterloo",87,0,3,1,27,27,1,107,0,253,413
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 112-1","Waterloo",84,0,0,0,52,24,0,85,1,246,461
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 113","Waterloo",86,0,0,1,31,28,0,75,0,221,401
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 114","Waterloo",78,1,1,0,31,28,0,63,1,203,419
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 115","Waterloo",83,0,2,0,45,27,0,76,0,233,477
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 116","Waterloo",82,0,1,0,23,21,2,62,2,193,386
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 117","Waterloo",59,0,0,0,31,26,0,74,0,190,326
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 118","Waterloo",75,0,1,1,50,47,0,98,0,272,430
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 119","Waterloo",93,0,0,2,49,31,1,111,1,288,544
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 120","Waterloo",58,0,2,0,35,19,1,77,2,194,324
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 121","Waterloo",73,0,0,1,25,27,1,77,2,206,427
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 122","Waterloo",69,0,0,0,48,24,0,43,1,185,390
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 123","Waterloo",92,3,2,0,24,21,0,89,0,231,362
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 124","Waterloo",95,0,0,0,16,25,0,92,1,229,381
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 125","Waterloo",65,0,2,0,47,30,0,54,2,200,399
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 126","Waterloo",82,0,0,0,54,19,0,70,0,225,365
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 127","Waterloo",Void/Supprimé,,,,,,,,,,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 128","Waterloo",64,0,1,0,34,34,0,81,1,215,331
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 129","Waterloo",99,0,0,0,36,23,0,90,0,248,425
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 130","Waterloo",33,0,1,2,42,61,2,85,1,227,357
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 131","Waterloo",47,2,1,1,54,59,0,71,2,237,411
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 132","Waterloo",66,1,1,0,34,29,0,73,0,204,367
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 133","Waterloo",39,0,1,1,31,27,0,58,0,157,328
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 134","Waterloo",50,0,0,0,24,33,1,72,0,180,297
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 135","Waterloo",56,1,0,0,40,60,0,98,0,255,386
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 136","Waterloo",70,0,2,0,30,69,0,121,1,293,456
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 137","Waterloo",56,0,1,1,37,47,0,100,1,243,430
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 138","Waterloo",131,0,0,0,8,15,2,120,0,276,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 139","Waterloo",45,0,1,0,28,41,0,71,0,186,306
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 140","Waterloo",66,0,2,0,51,38,2,86,0,245,437
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 141","Waterloo",18,0,0,0,15,8,0,29,0,70,165
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 142","Waterloo",70,0,1,0,52,28,1,71,1,224,405
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 143","Waterloo",69,0,2,0,40,27,0,60,2,200,380
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 144","Waterloo",64,0,1,0,22,71,0,124,0,282,422
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 145","Waterloo",29,0,2,3,29,50,1,107,2,223,367
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 146","Waterloo",63,0,0,0,31,59,0,117,0,270,399
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 147","Waterloo",44,0,2,0,39,45,0,93,0,223,370
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 148","Waterloo",49,0,0,0,44,48,1,64,0,206,426
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 149","Waterloo",70,0,0,0,48,38,0,62,0,218,419
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 150","Waterloo",127,1,1,0,25,22,0,114,0,290,464
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 151","Waterloo",86,0,1,0,23,18,0,110,0,238,401
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 152","Waterloo",100,0,1,1,18,23,0,92,1,236,359
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 153","Waterloo",75,0,1,1,46,24,1,99,1,248,439
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 154","Waterloo",103,0,0,0,12,24,0,104,0,243,433
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 155","Waterloo",64,1,1,0,23,17,0,77,0,183,367
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 156","Waterloo",50,1,0,0,35,14,0,81,1,182,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 157","Waterloo",Void/Supprimé,,,,,,,,,,
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 158","Waterloo",57,0,0,0,16,21,0,66,1,161,258
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 159","Waterloo",55,0,1,0,17,33,0,99,0,205,316
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 160","Waterloo",71,0,1,0,16,32,1,102,0,223,323
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 161","Waterloo",101,0,2,0,49,47,0,83,1,283,482
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 162","Waterloo",60,0,1,0,27,21,0,92,0,201,346
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 163","Waterloo",65,0,0,0,39,12,0,65,0,181,334
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 164","Waterloo",146,2,3,0,41,54,0,110,2,358,657
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 165","Waterloo",92,1,0,0,12,14,0,89,0,208,336
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 166","Waterloo",102,0,0,0,34,24,1,83,1,245,407
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 167","Waterloo",121,1,2,2,72,34,1,122,0,355,593
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 168","Kitchener",122,0,0,0,3,16,0,85,0,226,374
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 169","Kitchener",77,1,0,0,31,9,0,62,0,180,397
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 169-1","Kitchener",78,2,2,0,23,13,0,65,1,184,318
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 170","Kitchener",93,0,3,0,24,11,0,112,0,243,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 171","Kitchener",91,1,3,1,52,38,0,71,2,259,451
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 172","Kitchener",62,0,0,0,30,25,1,49,0,167,391
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 173","Kitchener",76,0,1,1,41,13,0,70,0,202,443
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 174","Kitchener",134,1,1,0,26,6,0,74,0,242,462
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 174-1","Kitchener",81,0,0,0,38,8,0,57,1,185,498
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 175","Kitchener",133,1,4,0,17,9,1,89,3,257,428
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 176","Kitchener",116,2,1,1,30,15,0,140,0,305,411
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 177","Kitchener",58,1,1,0,33,24,0,48,0,165,371
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 177-1","Kitchener",70,0,5,0,21,8,0,53,0,157,337
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 178","Kitchener",94,3,2,1,45,10,2,59,0,216,406
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 178-1","Kitchener",78,0,2,1,55,5,0,63,2,206,363
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 179","Kitchener",61,1,0,0,37,13,2,45,5,164,404
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 180","Kitchener",102,1,0,2,36,11,1,47,1,201,389
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 181","Kitchener",63,0,3,0,54,10,0,61,1,192,430
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 182","Kitchener",48,2,2,1,31,6,0,49,3,142,429
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 182-1","Kitchener",89,1,3,0,46,28,0,65,0,232,481
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 183","Kitchener",66,0,1,0,11,29,0,127,1,235,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 184","Kitchener",31,1,1,0,30,63,0,94,0,220,349
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 185","Kitchener",94,2,1,0,41,20,0,95,0,253,368
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 186","Kitchener",39,1,1,0,36,41,1,55,0,174,274
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 187","Kitchener",42,0,0,0,29,53,0,56,1,181,342
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 188","Kitchener",38,0,1,0,49,52,0,65,0,205,353
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 189","Kitchener",56,0,2,0,39,33,0,65,1,196,420
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 190","Kitchener",43,0,3,0,43,39,1,63,0,192,337
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 191","Kitchener",24,2,1,0,31,35,0,51,1,145,239
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 192","Kitchener",25,0,0,0,45,34,0,73,0,177,360
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 193","Kitchener",35,0,3,1,46,27,0,39,0,151,295
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 194","Kitchener",102,0,2,1,20,25,0,85,0,235,415
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195","Kitchener",137,0,0,1,16,14,0,59,0,227,408
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195-1","Kitchener",95,0,0,0,7,11,0,59,0,172,328
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 195-2","Kitchener",64,0,0,0,34,16,0,30,0,144,292
35039,"Kitchener--Waterloo/Kitchener--Waterloo"," 196","Kitchener",84,0,0,0,62,28,0,44,1,219,474
