Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Daniel Beaudin,Daniel Breton,Christian P. Feuillette,Darryl Gray,Véronik Sansoucy,Thierry St-Cyr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 42","Montréal",23,30,86,2,9,55,4,209,440
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 43","Montréal",28,38,82,3,12,112,3,278,510
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 44","Montréal",20,54,91,0,24,40,3,232,534
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 45","Montréal",7,50,55,2,23,41,0,178,388
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 46","Montréal",11,37,68,1,14,45,1,177,384
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 47","Montréal",19,55,87,5,17,86,1,270,616
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 48","Montréal",14,30,66,5,12,71,8,206,538
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 49","Montréal",12,28,36,2,7,89,2,176,342
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 50","Montréal",18,58,83,2,17,87,3,268,459
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 51","Montréal",7,69,36,4,16,88,4,224,473
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 52","Montréal",9,56,65,4,24,75,2,235,532
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 53","Montréal",11,47,68,6,21,99,7,259,575
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 54","Montréal",8,43,54,3,10,68,0,186,480
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 55","Montréal",19,39,49,1,5,97,6,216,417
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 56","Montréal",8,23,38,2,5,68,4,148,304
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 57","Montréal",13,41,89,5,14,121,4,287,592
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 58","Montréal",7,41,45,4,14,78,3,192,399
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 59","Montréal",30,63,74,3,13,172,3,358,667
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 60","Montréal",22,29,110,4,20,70,1,256,441
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 61","Montréal",12,53,31,1,11,99,8,215,454
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 62","Montréal",16,49,41,6,15,129,5,261,630
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 63","Montréal",8,43,60,3,15,66,2,197,506
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 64","Montréal",16,32,53,3,8,82,2,196,432
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 65","Montréal",7,5,50,0,6,56,8,132,229
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 66","Montréal",15,35,51,7,10,91,7,216,442
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 67","Montréal",15,45,56,2,14,104,9,245,570
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 68","Montréal",25,29,47,4,13,79,4,201,396
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 69","Montréal",5,9,38,2,6,75,0,135,322
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 70","Montréal",22,33,31,0,11,105,3,205,392
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 71","Montréal",19,18,22,0,4,80,0,143,224
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 72","Montréal",22,27,25,0,3,132,2,211,377
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 73","Montréal",13,43,38,2,14,108,5,223,377
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 74","Montréal",29,41,55,2,5,104,0,236,393
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 75","Montréal",23,46,49,0,2,67,2,189,324
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 76","Montréal",16,22,52,0,3,68,6,167,297
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 77","Montréal",12,19,48,4,2,60,2,147,292
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 78","Verdun",22,29,58,1,10,46,2,168,310
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 79","Verdun",20,19,39,3,4,58,1,144,272
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 80","Verdun",27,37,47,2,5,80,2,200,432
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 81","Verdun",16,18,37,3,6,45,3,128,255
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 82","Verdun",23,41,68,0,11,140,4,287,535
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 83","Verdun",43,34,83,0,6,88,0,254,439
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 84","Verdun",11,26,39,2,10,72,3,163,293
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 85","Verdun",17,29,55,2,8,61,0,172,412
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 86","Verdun",19,32,61,3,10,64,2,191,396
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 87","Verdun",15,41,30,1,10,81,1,179,375
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 88","Verdun",12,45,37,2,10,70,3,179,294
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 89","Verdun",25,35,60,0,8,63,3,194,433
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 90","Verdun",2,40,38,0,5,62,2,149,294
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 91","Verdun",8,21,31,0,5,84,2,151,291
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 92","Verdun",14,37,29,3,7,62,2,154,330
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 93","Verdun",18,20,27,1,9,41,0,116,308
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 94","Verdun",39,55,67,1,8,171,3,344,584
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 95","Verdun",24,31,73,2,10,95,0,235,434
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 96","Verdun",11,17,40,0,8,72,2,150,293
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 97","Verdun",11,32,24,2,8,58,4,139,355
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 98","Verdun",5,38,34,1,7,63,3,151,378
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 99","Verdun",19,30,46,1,7,69,2,174,326
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 100","Verdun",32,39,83,0,13,79,4,250,431
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 101","Verdun",25,30,89,3,3,63,0,213,397
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 102","Verdun",9,43,75,2,15,73,2,219,411
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 103","Verdun",14,33,65,0,4,61,3,180,339
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 104","Verdun",15,37,74,3,8,96,4,237,427
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 105","Verdun",16,41,46,3,11,79,4,200,325
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 106","Verdun",19,42,43,1,11,74,4,194,357
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 107","Verdun",13,43,41,0,6,101,1,205,407
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 108","Verdun",12,43,47,1,10,106,3,222,394
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 109","Verdun",11,22,25,2,11,90,4,165,329
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 110","Verdun",21,42,47,1,14,101,2,228,502
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 111","Verdun",15,27,35,1,11,71,0,160,403
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 112","Verdun",20,41,52,0,10,87,0,210,448
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 113","Verdun",8,41,32,0,6,65,1,153,316
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 114","Verdun",12,27,27,2,5,60,1,134,267
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 115","Verdun",16,38,33,1,11,63,5,167,328
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 116","Verdun",9,26,25,0,8,51,1,120,271
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 117","Verdun",10,34,24,2,12,59,3,144,335
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 118","Verdun",16,25,39,2,6,52,6,146,368
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 119","Verdun",7,24,24,1,11,49,2,118,278
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 120","Verdun",8,32,41,4,6,72,8,171,404
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 121","Verdun",10,21,46,1,7,58,0,143,368
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 122","Verdun",18,24,60,2,11,101,6,222,481
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 123","Verdun",5,32,33,1,7,80,1,159,382
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 124","Verdun",53,15,121,1,5,48,0,243,494
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 125","Verdun",36,18,91,0,7,59,1,212,411
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 126","Verdun",43,27,111,1,10,74,0,266,500
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 127","Verdun",41,20,99,0,9,50,0,219,405
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 128","Verdun",59,30,87,0,11,62,0,249,468
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 128-1","Verdun",38,27,124,1,20,54,1,265,460
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 129","Verdun",17,20,59,1,3,29,2,131,327
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 130","Verdun",25,23,72,1,6,30,0,157,375
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 131","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 132","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 133","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 134","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 135","Verdun",56,29,205,2,17,69,1,379,608
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 136","Verdun",55,35,125,0,17,85,1,318,589
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 137","Verdun",22,22,63,0,2,29,0,138,323
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 138","Verdun",22,27,70,0,8,40,0,167,334
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 139","Verdun",45,20,110,0,8,46,2,231,442
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 140","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 141","Verdun",15,26,71,2,12,48,2,176,407
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 142","Verdun",16,28,71,0,11,43,0,169,434
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 143","Verdun",68,58,126,2,17,64,5,340,687
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 144","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 145","Verdun",17,7,80,0,3,26,3,136,258
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 146","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 147","Verdun",62,26,153,2,7,71,1,322,536
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 148","Verdun",7,41,28,2,6,58,4,146,375
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 149","Verdun",9,42,34,2,8,67,2,164,353
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 150","Verdun",7,34,30,1,5,51,0,128,312
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 151","Verdun",18,38,32,2,7,51,8,156,373
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 152","Verdun",6,32,35,0,2,38,2,115,297
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 153","Verdun",11,34,30,0,8,58,0,141,273
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 154","Verdun",13,23,26,1,8,54,3,128,279
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 155","Verdun",11,34,23,0,4,56,2,130,314
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 156","Verdun",11,21,28,0,5,56,6,127,279
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 157","Verdun",11,37,23,2,5,46,2,126,285
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 158","Verdun",6,18,36,0,6,54,1,121,259
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 159","Verdun",15,28,31,0,14,73,1,162,299
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 160","Verdun",9,31,42,0,6,52,2,142,287
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 161","Verdun",22,34,62,1,7,72,3,201,486
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 162","Verdun",16,52,40,1,2,74,1,186,346
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 163","Verdun",16,28,31,2,12,73,3,165,340
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 164","Verdun",19,30,22,2,5,76,4,158,377
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 165","Verdun",24,32,38,1,10,91,1,197,321
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 166","Verdun",17,46,58,3,12,88,3,227,366
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 167","Verdun",Void/Supprimé,,,,,,,,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 168","Verdun",16,38,73,1,13,89,5,235,362
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 169","Verdun",8,22,33,1,7,69,6,146,294
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 170","Verdun",20,37,29,2,7,106,6,207,407
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 171","Verdun",12,22,42,2,6,74,0,158,347
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 172","Verdun",9,22,32,1,13,70,2,149,296
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 173","Verdun",14,25,20,0,8,56,0,123,315
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 174","Verdun",8,31,30,1,3,79,1,153,311
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 175","Verdun",13,35,34,2,6,67,3,160,270
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 176","Verdun",17,32,33,0,10,29,1,122,291
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 177","Verdun",13,16,42,1,10,85,2,169,345
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 178","Verdun",14,27,45,1,14,37,3,141,294
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 179","Verdun",28,32,65,1,7,88,2,223,381
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 180","Verdun",20,24,30,1,4,80,0,159,431
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 181","Verdun",10,19,48,2,8,78,1,166,297
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 182","Verdun",6,18,44,0,12,60,1,141,251
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 183","Verdun",20,29,67,1,7,93,3,220,307
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 184","Verdun",18,27,51,1,8,41,3,149,226
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 185","Verdun",16,28,49,1,5,59,0,158,287
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 186","Verdun",21,47,62,1,7,98,2,238,479
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 187","Verdun",29,20,46,0,3,57,3,158,295
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 188","Verdun",22,36,51,0,8,60,1,178,288
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 189","Verdun",20,37,53,2,7,74,2,195,379
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 190","Verdun",7,41,61,1,8,81,1,200,367
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 191","Verdun",31,46,39,4,14,86,2,222,410
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 192","Verdun",20,46,41,0,10,127,0,244,402
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 193","Verdun",24,18,45,1,6,68,0,162,274
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 194","Verdun",20,44,79,0,9,88,2,242,382
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 195","Verdun",12,25,45,1,11,96,4,194,338
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 196","Verdun",17,20,45,0,13,56,2,153,308
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 197","Verdun",23,17,62,1,3,52,1,159,300
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 198","Verdun",18,40,65,3,7,62,1,196,330
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 199","Verdun",22,15,38,0,9,58,3,145,270
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 200","Verdun",21,24,59,0,6,61,0,171,282
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 201","Verdun",28,29,77,1,5,50,0,190,377
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 202","Verdun",17,21,37,1,5,63,3,147,267
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 203","Verdun",16,32,64,2,3,57,1,175,326
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 204","Verdun",18,20,39,0,9,62,3,151,323
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 205","Verdun",30,50,86,2,19,116,4,307,460
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 206","Verdun",41,28,77,0,16,93,3,258,387
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 207","Verdun",22,32,61,1,10,102,3,231,366
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 208","Verdun",26,29,65,0,7,96,1,224,403
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 400","Montréal",16,5,37,1,2,0,0,61,94
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 401","Montréal",20,8,31,3,2,6,3,73,106
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 402","Montréal",7,6,31,0,5,31,5,85,154
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 403","Montréal",14,7,44,0,2,25,6,98,159
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 404","Montréal",6,5,7,0,0,13,6,37,125
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 405","Montréal",35,11,132,1,3,21,2,205,274
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 406","Montréal",33,13,73,0,5,23,0,147,327
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 407","Montréal",12,2,38,1,0,19,0,72,143
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 408","Montréal",6,3,45,0,2,20,1,77,143
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 409","Montréal",30,3,70,1,4,26,0,134,285
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 410","Montréal",16,5,34,0,2,31,1,89,158
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 411","Montréal",26,4,31,0,0,26,0,87,181
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 412","Montréal",40,6,63,0,0,20,0,129,237
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 413","Montréal",25,7,48,0,7,24,0,111,214
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 414","Montréal",15,11,31,0,4,23,1,85,207
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 415","Montréal",16,9,50,0,4,20,0,99,190
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 416","Montréal",6,12,35,0,4,33,0,90,188
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 417","Montréal",16,14,45,1,6,24,1,107,275
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 418","Montréal",22,11,35,0,4,8,0,80,174
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 419","Montréal",16,7,38,0,2,23,0,86,197
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 420","Montréal",17,19,36,0,4,19,0,95,210
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 421","Montréal",9,7,27,0,3,17,1,64,207
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 422","Montréal",19,10,45,0,0,8,0,82,166
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 423","Montréal",23,7,56,0,4,21,1,112,223
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 424","Montréal",42,22,98,3,7,40,0,212,420
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 425","Montréal",13,9,19,1,1,17,0,60,102
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 500","Mobile poll/Bureau itinérant",9,6,35,5,5,40,8,108,390
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 501","Mobile poll/Bureau itinérant",12,1,15,0,1,9,1,39,142
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 502","Mobile poll/Bureau itinérant",30,13,43,6,6,36,5,139,422
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 600","Montréal",60,72,247,12,23,141,1,556,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 601","Montréal",26,27,67,4,22,92,3,241,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 602","Montréal",27,39,83,2,12,95,3,261,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 603","Montréal",27,56,102,1,24,116,5,331,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 604","Verdun",44,43,101,1,15,161,6,371,
24024,"Jeanne-Le Ber/Jeanne-Le Ber"," 605","Verdun",45,30,81,1,8,137,4,306,
