Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,John Dewar,Sylvia Gerl,Vicki Gunn,Judith Moses,Paul Pisani,Peter Van Loan,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35104,"York--Simcoe/York--Simcoe"," 110","East Gwillimbury",8,3,0,45,3,103,0,162,313
35104,"York--Simcoe/York--Simcoe"," 110-1","East Gwillimbury",13,14,1,47,5,107,1,188,333
35104,"York--Simcoe/York--Simcoe"," 111","East Gwillimbury",20,12,1,29,4,119,0,185,433
35104,"York--Simcoe/York--Simcoe"," 112","East Gwillimbury",17,20,2,45,5,111,0,200,324
35104,"York--Simcoe/York--Simcoe"," 113","East Gwillimbury",11,13,1,33,2,115,1,176,321
35104,"York--Simcoe/York--Simcoe"," 114","East Gwillimbury",19,16,2,30,1,76,0,144,268
35104,"York--Simcoe/York--Simcoe"," 115","East Gwillimbury",11,6,1,25,5,118,1,167,336
35104,"York--Simcoe/York--Simcoe"," 115-1","East Gwillimbury",10,8,1,28,6,70,1,124,267
35104,"York--Simcoe/York--Simcoe"," 116","East Gwillimbury",24,27,3,45,6,103,1,209,416
35104,"York--Simcoe/York--Simcoe"," 117","East Gwillimbury",30,37,0,34,1,121,1,224,437
35104,"York--Simcoe/York--Simcoe"," 118","East Gwillimbury",27,20,0,55,9,158,1,270,498
35104,"York--Simcoe/York--Simcoe"," 119","East Gwillimbury",37,14,2,44,2,100,0,199,316
35104,"York--Simcoe/York--Simcoe"," 120","East Gwillimbury",49,33,1,54,4,88,0,229,396
35104,"York--Simcoe/York--Simcoe"," 121","East Gwillimbury",23,21,1,48,1,111,3,208,313
35104,"York--Simcoe/York--Simcoe"," 121-1","East Gwillimbury",31,38,0,57,9,155,1,291,511
35104,"York--Simcoe/York--Simcoe"," 121-2","East Gwillimbury",7,8,2,31,2,89,0,139,241
35104,"York--Simcoe/York--Simcoe"," 122","East Gwillimbury",23,11,5,52,1,94,0,186,287
35104,"York--Simcoe/York--Simcoe"," 123A","Georgina",13,18,1,18,0,72,1,123,289
35104,"York--Simcoe/York--Simcoe"," 123B","Georgina",8,21,0,29,1,69,2,130,289
35104,"York--Simcoe/York--Simcoe"," 124","Georgina",23,28,0,26,1,89,0,167,365
35104,"York--Simcoe/York--Simcoe"," 125A","Georgina",19,31,0,17,2,65,0,134,284
35104,"York--Simcoe/York--Simcoe"," 125B","Georgina",15,18,0,22,1,71,2,129,282
35104,"York--Simcoe/York--Simcoe"," 126","Georgina",17,20,2,25,2,91,0,157,403
35104,"York--Simcoe/York--Simcoe"," 126-1","Georgina",24,22,3,26,1,69,0,145,365
35104,"York--Simcoe/York--Simcoe"," 127","Georgina",19,27,0,25,2,91,1,165,431
35104,"York--Simcoe/York--Simcoe"," 128","Georgina",9,35,0,12,0,47,1,104,298
35104,"York--Simcoe/York--Simcoe"," 129","Georgina",11,29,0,31,3,78,1,153,358
35104,"York--Simcoe/York--Simcoe"," 130","Georgina",13,21,0,62,0,101,0,197,369
35104,"York--Simcoe/York--Simcoe"," 131","Georgina",16,24,1,57,0,102,1,201,355
35104,"York--Simcoe/York--Simcoe"," 132","Georgina",12,24,1,35,0,93,1,166,338
35104,"York--Simcoe/York--Simcoe"," 133","Georgina",18,40,0,43,0,90,0,191,402
35104,"York--Simcoe/York--Simcoe"," 134","Georgina",10,37,1,28,2,79,0,157,377
35104,"York--Simcoe/York--Simcoe"," 135","Georgina",24,31,0,32,5,95,1,188,379
35104,"York--Simcoe/York--Simcoe"," 136","Georgina",8,17,2,47,1,98,0,173,335
35104,"York--Simcoe/York--Simcoe"," 137","Georgina",15,22,1,33,3,96,4,174,417
35104,"York--Simcoe/York--Simcoe"," 138","Georgina",27,38,0,45,2,105,0,217,438
35104,"York--Simcoe/York--Simcoe"," 139","Georgina",29,29,1,30,1,108,0,198,386
35104,"York--Simcoe/York--Simcoe"," 140","Georgina",12,40,2,47,3,102,0,206,386
35104,"York--Simcoe/York--Simcoe"," 141","Chippewas of Georgina Island First Nation",3,6,0,35,1,32,0,77,148
35104,"York--Simcoe/York--Simcoe"," 142","Georgina",22,27,0,37,7,152,1,246,428
35104,"York--Simcoe/York--Simcoe"," 143","Georgina",35,26,1,29,1,138,3,233,424
35104,"York--Simcoe/York--Simcoe"," 144","Georgina",38,52,4,32,4,135,1,266,522
35104,"York--Simcoe/York--Simcoe"," 145","Georgina",21,26,0,34,0,128,0,209,445
35104,"York--Simcoe/York--Simcoe"," 146","Georgina",16,44,0,47,2,91,2,202,404
35104,"York--Simcoe/York--Simcoe"," 146-1","Georgina",20,15,2,29,0,55,0,121,232
35104,"York--Simcoe/York--Simcoe"," 147","Georgina",23,30,0,29,4,157,4,247,461
35104,"York--Simcoe/York--Simcoe"," 148","Georgina",25,31,0,35,3,143,1,238,488
35104,"York--Simcoe/York--Simcoe"," 149","Georgina",22,23,0,29,1,130,0,205,508
35104,"York--Simcoe/York--Simcoe"," 150","Georgina",15,23,0,23,0,60,0,121,244
35104,"York--Simcoe/York--Simcoe"," 151","Georgina",10,23,0,30,0,86,0,149,317
35104,"York--Simcoe/York--Simcoe"," 152","Georgina",13,26,3,33,1,96,0,172,415
35104,"York--Simcoe/York--Simcoe"," 153","Georgina",32,29,1,36,5,126,1,230,476
35104,"York--Simcoe/York--Simcoe"," 154","Georgina",16,30,0,25,5,68,1,145,311
35104,"York--Simcoe/York--Simcoe"," 155","Georgina",15,33,0,59,6,128,1,242,411
35104,"York--Simcoe/York--Simcoe"," 155-1","Georgina",15,15,4,48,4,102,0,188,347
35104,"York--Simcoe/York--Simcoe"," 156","Georgina",17,21,0,47,2,113,0,200,409
35104,"York--Simcoe/York--Simcoe"," 157","Georgina",9,21,0,13,1,50,0,94,236
35104,"York--Simcoe/York--Simcoe"," 158","Georgina",14,21,0,19,3,76,0,133,328
35104,"York--Simcoe/York--Simcoe"," 159","Georgina",16,27,2,25,2,94,1,167,375
35104,"York--Simcoe/York--Simcoe"," 160","Georgina",19,29,0,20,0,72,0,140,333
35104,"York--Simcoe/York--Simcoe"," 161","Georgina",18,20,0,27,4,92,2,163,419
35104,"York--Simcoe/York--Simcoe"," 162","Georgina",20,25,3,38,4,166,0,256,517
35104,"York--Simcoe/York--Simcoe"," 163","Georgina",7,25,0,35,2,108,1,178,363
35104,"York--Simcoe/York--Simcoe"," 164","Georgina",15,11,1,26,2,102,0,157,357
35104,"York--Simcoe/York--Simcoe"," 165","Georgina",15,22,0,29,4,95,2,167,350
35104,"York--Simcoe/York--Simcoe"," 166","Georgina",24,29,0,21,0,79,0,153,330
35104,"York--Simcoe/York--Simcoe"," 167","Georgina",26,25,0,20,3,96,0,170,456
35104,"York--Simcoe/York--Simcoe"," 168","Georgina",25,27,2,30,3,74,0,161,320
35104,"York--Simcoe/York--Simcoe"," 169","Georgina",22,38,1,49,1,166,1,278,530
35104,"York--Simcoe/York--Simcoe"," 170","Georgina",23,27,1,29,4,105,0,189,376
35104,"York--Simcoe/York--Simcoe"," 170-1","Georgina",26,20,0,30,2,68,0,146,305
35104,"York--Simcoe/York--Simcoe"," 170-2","Georgina",15,28,0,23,5,99,0,170,398
35104,"York--Simcoe/York--Simcoe"," 171","Georgina",30,35,1,42,5,163,1,277,505
35104,"York--Simcoe/York--Simcoe"," 172","Georgina",22,34,3,29,3,100,2,193,405
35104,"York--Simcoe/York--Simcoe"," 173","Georgina",33,29,3,36,5,134,2,242,494
35104,"York--Simcoe/York--Simcoe"," 174","Georgina",23,17,1,33,2,64,0,140,338
35104,"York--Simcoe/York--Simcoe"," 175","Georgina",21,19,0,32,3,105,1,181,421
35104,"York--Simcoe/York--Simcoe"," 176","Georgina",28,31,2,27,0,96,0,184,454
35104,"York--Simcoe/York--Simcoe"," 177A","Georgina",12,16,0,19,0,71,0,118,275
35104,"York--Simcoe/York--Simcoe"," 177B","Georgina",8,22,0,24,4,77,1,136,305
35104,"York--Simcoe/York--Simcoe"," 178","Georgina",46,24,1,63,4,157,2,297,548
35104,"York--Simcoe/York--Simcoe"," 179","Georgina",11,42,3,22,1,45,1,125,341
35104,"York--Simcoe/York--Simcoe"," 180","Georgina",12,25,0,14,0,66,2,119,289
35104,"York--Simcoe/York--Simcoe"," 180-1","Georgina",16,21,0,23,1,72,0,133,316
35104,"York--Simcoe/York--Simcoe"," 181","Georgina",32,55,2,33,7,102,1,232,465
35104,"York--Simcoe/York--Simcoe"," 182","Georgina",18,34,2,24,1,94,1,174,453
35104,"York--Simcoe/York--Simcoe"," 183","Georgina",17,28,3,20,1,81,1,151,306
35104,"York--Simcoe/York--Simcoe"," 183-1","Georgina",16,13,1,11,1,53,0,95,252
35104,"York--Simcoe/York--Simcoe"," 184","Georgina",30,26,0,25,3,111,1,196,437
35104,"York--Simcoe/York--Simcoe"," 185","Georgina",24,27,0,35,4,140,0,230,517
35104,"York--Simcoe/York--Simcoe"," 186","Georgina",20,14,0,38,2,105,2,181,379
35104,"York--Simcoe/York--Simcoe"," 187","Georgina",27,61,6,54,4,134,4,290,495
35104,"York--Simcoe/York--Simcoe"," 187-1","Georgina",23,25,5,28,3,99,1,184,350
35104,"York--Simcoe/York--Simcoe"," 187-2","Georgina",9,23,2,31,2,83,1,151,305
35104,"York--Simcoe/York--Simcoe"," 187-3","Georgina",9,25,0,38,2,81,0,155,253
35104,"York--Simcoe/York--Simcoe"," 500","Mobile poll/Bureau itinérant",8,15,7,24,0,41,5,100,264
35104,"York--Simcoe/York--Simcoe"," 501","Mobile poll/Bureau itinérant",8,31,4,36,3,75,3,160,303
35104,"York--Simcoe/York--Simcoe"," 502","Mobile poll/Bureau itinérant",9,9,5,14,9,29,6,81,194
35104,"York--Simcoe/York--Simcoe"," 503","Mobile poll/Bureau itinérant",5,14,4,22,3,18,4,70,139
35104,"York--Simcoe/York--Simcoe"," 600","Innisfil",27,33,1,54,2,278,0,395,
35104,"York--Simcoe/York--Simcoe"," 601","Innisfil",23,22,0,25,2,167,0,239,
35104,"York--Simcoe/York--Simcoe"," 602","Innisfil",39,43,3,62,5,260,0,412,
35104,"York--Simcoe/York--Simcoe"," 603","Innisfil",25,30,3,59,3,354,1,475,
35104,"York--Simcoe/York--Simcoe"," 604","Bradford West Gwillimbury",31,17,4,89,6,322,1,470,
35104,"York--Simcoe/York--Simcoe"," 605","Bradford West Gwillimbury",21,21,0,58,2,238,3,343,
35104,"York--Simcoe/York--Simcoe"," 606","Bradford West Gwillimbury",11,28,1,38,7,177,4,266,
35104,"York--Simcoe/York--Simcoe"," 607","Bradford West Gwillimbury--King",17,11,6,23,7,154,2,220,
35104,"York--Simcoe/York--Simcoe"," 608","East Gwillimbury",46,32,4,76,1,254,4,417,
35104,"York--Simcoe/York--Simcoe"," 609","East Gwillimbury",12,7,0,17,7,123,0,166,
35104,"York--Simcoe/York--Simcoe"," 610","East Gwillimbury",33,26,2,56,2,245,0,364,
35104,"York--Simcoe/York--Simcoe"," 611","East Gwillimbury",23,13,0,29,3,122,0,190,
35104,"York--Simcoe/York--Simcoe"," 612","Georgina",27,25,1,29,2,207,4,295,
35104,"York--Simcoe/York--Simcoe"," 613","Georgina",25,33,3,27,3,180,0,271,
35104,"York--Simcoe/York--Simcoe"," 614","Georgina--Chippewas of Georgina Island",32,30,3,41,2,254,1,363,
35104,"York--Simcoe/York--Simcoe"," 615","Georgina",29,20,5,53,1,232,1,341,
35104,"York--Simcoe/York--Simcoe"," 616","Georgina",25,16,2,55,0,187,0,285,
35104,"York--Simcoe/York--Simcoe"," 617","Georgina--Chippewas of Georgina Island",17,15,0,48,2,212,0,294,
35104,"York--Simcoe/York--Simcoe",,Group 1/Groupe 1,5,8,3,24,3,38,2,83,159
35104,"York--Simcoe/York--Simcoe",,Group 2/Groupe 2,47,27,0,65,5,198,6,348,

