Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rona Ambrose,Chris Austin,Barb Phillips,Wendy Walker,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 32B","Spruce Grove",174,21,45,22,0,262,530
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 33","Spruce Grove",151,21,32,19,0,223,466
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 33-1","Spruce Grove",173,18,26,10,0,227,477
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 34","Spruce Grove",124,16,29,13,0,182,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 35","Spruce Grove",149,19,23,24,0,215,457
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 36","Spruce Grove",117,9,24,15,0,165,400
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 37","Spruce Grove",92,11,27,8,0,138,341
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 38","Spruce Grove",209,30,28,23,0,290,454
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 39","Spruce Grove",188,16,18,17,0,239,463
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 40","Spruce Grove",187,26,24,17,0,254,475
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41A","Spruce Grove",159,17,14,18,0,208,420
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41B","Spruce Grove",152,15,24,13,0,204,399
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-1","Spruce Grove",132,13,20,7,0,172,379
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 41-2","Spruce Grove",180,10,32,25,0,247,572
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 42","Spruce Grove",120,6,14,18,0,158,329
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 43","Spruce Grove",184,10,26,19,0,239,438
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 44","Spruce Grove",160,4,17,10,0,191,385
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 45","Spruce Grove",102,13,31,9,1,156,345
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 46","Spruce Grove",157,12,22,16,0,207,379
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 47","Spruce Grove",210,22,31,14,0,277,548
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 48","Spruce Grove",149,7,25,22,0,203,386
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 49","Spruce Grove",134,18,40,18,1,211,423
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 50","Spruce Grove",136,20,20,16,1,193,481
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 51","Spruce Grove",95,14,22,14,0,145,505
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 52","Spruce Grove",154,17,22,14,0,207,415
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 53","Spruce Grove",120,14,41,18,2,195,476
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 54","Spruce Grove",151,13,27,12,0,203,489
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 55","Spruce Grove",180,18,25,14,1,238,529
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 56","Spring Lake",187,18,32,21,0,258,498
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 56-1","Spring Lake",57,7,19,13,0,96,154
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 57A","Stony Plain",108,7,11,14,0,140,328
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 57B","Stony Plain",127,8,12,24,0,171,365
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 58","Stony Plain",173,8,30,13,2,226,407
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 59","Golden Spike",54,4,2,5,1,66,124
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 59-1","Parkland County",133,3,5,6,0,147,312
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 60","Holborn",213,23,21,14,0,271,479
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 61","Golden Spike",262,16,24,22,0,324,553
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 61-1","Parkland County",120,2,9,12,0,143,251
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 62","Parkland County",144,4,20,11,1,180,289
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 62-1","Spruce Grove",137,20,19,17,2,195,368
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 63","Spruce Grove",232,16,29,9,0,286,507
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 64","Spruce Grove",235,14,13,15,0,277,512
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 65","Spruce Grove",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 66A","Spruce Grove",89,10,29,16,0,144,427
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 66B","Spruce Grove",69,6,24,7,0,106,369
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 66C","Spruce Grove",87,1,19,3,0,110,352
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 67","Acheson",113,8,13,10,0,144,335
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 68A","Acheson",173,10,9,5,0,197,394
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 68B","Acheson",161,19,7,11,0,198,364
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 69","Spruce Grove",220,11,23,15,0,269,469
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 70","Golden Spike",116,7,14,13,0,150,250
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 71A","Stony Plain 135",14,33,13,9,0,69,322
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 71B","Stony Plain 135",15,60,38,0,0,113,437
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 72","Woodbend",233,23,29,24,0,309,494
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 73","Stony Plain 135",101,6,11,13,0,131,224
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 73-1","Parkland County",151,9,12,18,0,190,292
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 74","Golden Spike",208,21,33,11,0,273,467
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 75","Woodbend",148,22,9,18,0,197,320
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 76","Graminia",113,6,13,9,0,141,246
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 77","Woodbend",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 78","Woodbend",241,19,38,38,2,338,505
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 79","Woodbend",218,14,9,28,1,270,449
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 79-1","Parkland County",147,23,15,25,0,210,340
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 80","Edmonton",68,12,32,18,2,132,482
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 81","Edmonton",82,6,22,9,0,119,377
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 82","Edmonton",82,7,27,12,0,128,393
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 83","Edmonton",75,8,15,10,0,108,360
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 84","Edmonton",73,13,23,7,0,116,330
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 85","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 86","Edmonton",110,15,19,19,0,163,363
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 87","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88","Edmonton",101,24,27,20,0,172,398
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-1","Edmonton",140,19,22,10,1,192,460
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-2A","Edmonton",156,19,25,15,0,215,505
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-2B","Edmonton",132,31,39,15,0,217,495
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-3","Edmonton",67,14,2,8,0,91,266
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-4","Edmonton",155,15,11,8,0,189,374
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 88-5","Edmonton",193,26,31,24,0,274,576
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 89","Edmonton",157,19,10,10,0,196,333
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 90","Edmonton",150,49,21,8,0,228,450
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 91","Edmonton",106,20,23,18,0,167,294
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 92","Edmonton",120,20,24,10,0,174,422
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 93","Edmonton",120,24,27,17,0,188,437
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 94","Edmonton",142,40,32,12,3,229,508
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 95","Edmonton",140,35,26,19,0,220,396
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 96","Edmonton",137,36,23,10,0,206,353
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 97","Edmonton",109,30,48,21,0,208,439
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 98","Edmonton",72,18,44,13,0,147,419
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 99","Edmonton",110,28,25,13,0,176,430
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 100","Edmonton",62,16,37,8,0,123,390
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 101","Edmonton",184,30,21,15,1,251,463
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 102","Edmonton",197,52,30,19,1,299,543
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 103","Edmonton",93,34,28,15,0,170,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 104","Edmonton",39,15,19,7,1,81,193
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 104-1","Edmonton",104,30,20,2,0,156,374
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 105","Edmonton",64,14,20,8,0,106,369
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 106","Edmonton",102,31,17,13,0,163,441
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 107","Edmonton",76,30,27,6,1,140,321
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 108","Edmonton",50,16,22,12,0,100,296
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 109","Edmonton",83,14,11,5,0,113,210
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 110","Edmonton",159,40,34,17,0,250,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 111","Edmonton",123,49,32,12,0,216,444
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 112","Edmonton",146,33,38,16,1,234,525
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 113","Edmonton",66,29,32,7,0,134,400
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 114","Edmonton",114,33,33,11,0,191,439
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 115","Edmonton",125,22,46,22,0,215,429
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 116","Edmonton",122,32,25,11,1,191,394
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 117","Edmonton",131,31,45,11,0,218,412
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 118","Edmonton",48,14,35,15,2,114,474
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 119","Edmonton",85,24,32,15,0,156,378
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 120","Edmonton",110,43,27,13,0,193,406
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 121","Edmonton",81,31,23,11,0,146,305
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 122","Edmonton",143,52,42,26,0,263,598
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 123","Edmonton",60,21,29,14,1,125,416
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 124","Edmonton",75,17,32,17,1,142,434
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 125","Edmonton",19,4,16,3,0,42,204
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 126","Edmonton",110,23,32,20,1,186,405
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 127","Edmonton",141,16,30,11,1,199,398
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 128","Edmonton",94,23,29,20,0,166,385
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 129","Edmonton",147,31,35,14,1,228,439
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130","Edmonton",68,8,15,7,0,98,251
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-1","Edmonton",69,7,13,7,0,96,228
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-2A","Edmonton",74,16,27,7,0,124,348
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-2B","Edmonton",65,16,24,8,0,113,285
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 130-3","Edmonton",109,7,9,10,0,135,367
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 131","Edmonton",124,28,34,13,0,199,412
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 132","Edmonton",96,19,33,10,0,158,345
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 133","Edmonton",125,32,36,17,0,210,481
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 134","Edmonton",159,37,34,19,0,249,507
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 135","Edmonton",117,38,34,9,0,198,364
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 135-1","Edmonton",127,17,40,25,0,209,530
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 136","Edmonton",141,20,22,13,0,196,404
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 137","Edmonton",Void/Supprimé,,,,,,
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 138","Edmonton",169,44,40,27,0,280,504
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 139","Edmonton",131,38,33,10,1,213,361
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 140","Edmonton",111,29,21,10,0,171,339
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141","Edmonton",152,23,26,21,1,223,441
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-1A","Edmonton",169,38,21,22,0,250,454
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-1B","Edmonton",183,24,20,13,1,241,477
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-2A","Edmonton",109,21,13,7,0,150,330
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-2B","Edmonton",110,23,11,4,0,148,372
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-3","Edmonton",175,32,36,26,1,270,538
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-4A","Edmonton",125,29,40,8,0,202,485
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-4B","Edmonton",114,27,34,17,0,192,499
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-5A","Edmonton",200,33,28,10,0,271,578
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 141-5B","Edmonton",186,35,32,12,0,265,593
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 142","Edmonton",173,26,26,13,0,238,449
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 143","Edmonton",128,13,13,9,0,163,264
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 144","Edmonton",82,33,32,25,0,172,380
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 145","Edmonton",46,12,26,19,0,103,305
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 146","Edmonton",69,22,37,13,1,142,369
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 147","Edmonton",172,44,27,12,1,256,461
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 148","Edmonton",184,39,26,14,1,264,498
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 149","Edmonton",139,43,43,28,0,253,482
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 150","Edmonton",122,32,54,20,0,228,436
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 151","Edmonton",141,39,28,27,0,235,438
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 152","Edmonton",204,51,29,19,2,305,509
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 153","Edmonton",137,30,16,8,0,191,318
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 153-1","Edmonton",103,28,18,9,0,158,305
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 154","Edmonton",113,39,22,14,0,188,369
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 154-1","Edmonton",154,33,15,11,2,215,399
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 155A","Edmonton",179,34,29,16,0,258,455
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 155B","Mobile poll/Bureau itinérant",Merged with No. 155C/Fusionné avec le nº 155C,,,,,,39
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 155C","Mobile poll/Bureau itinérant",92,24,14,5,2,137,101
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 155D","Mobile poll/Bureau itinérant",Merged with No. 155C/Fusionné avec le nº 155C,,,,,,30
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 156","Edmonton",154,38,28,21,0,241,455
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 157","Edmonton",135,31,31,5,0,202,349
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 157-1","Edmonton",127,21,27,4,0,179,366
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 158","Edmonton",158,30,17,10,0,215,470
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 159","Edmonton",135,33,24,12,0,204,395
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 160","Edmonton",102,17,14,9,0,142,273
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 161","Edmonton",196,42,25,24,0,287,557
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 162","Edmonton",119,26,29,13,1,188,396
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 163","Edmonton",119,44,32,20,0,215,441
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 164","Edmonton",122,24,36,19,0,201,412
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 165","Edmonton",76,22,34,12,0,144,347
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 166","Edmonton",68,16,34,16,0,134,374
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 167","Edmonton",100,25,25,13,1,164,350
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 168A","Edmonton",90,10,14,12,1,127,342
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 168B","Edmonton",66,14,15,13,0,108,318
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 168-1","Edmonton",29,11,23,8,1,72,222
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 169","Edmonton",64,17,40,16,0,137,389
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 170","Edmonton",55,22,33,17,1,128,450
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 171","Edmonton",99,33,31,7,0,170,635
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 172","Edmonton",51,13,32,8,0,104,423
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 173A","Edmonton",60,13,10,3,0,86,275
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 173B","Edmonton",76,19,23,9,0,127,339
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 174","Edmonton",77,12,40,10,0,139,476
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 175","Edmonton",117,24,37,17,0,195,514
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 176","Edmonton",157,56,36,23,0,272,544
48017,"Edmonton--Spruce Grove/Edmonton--Spruce Grove"," 177","Edmonton",130,43,29,32,0,234,389
