Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Joe Hill,Micheal Janssens,Jim Johnston,Bev Shipley,Jeff Wesley,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 18","Forest",32,4,17,109,53,1,216,419
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 19","Bosanquet",25,1,13,73,46,0,158,323
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 20","Bosanquet",35,5,12,178,64,1,295,502
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 21","Thedford",24,1,14,69,35,0,143,254
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 22","Thedford",35,1,12,101,40,2,191,344
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 23","Arkona",13,1,3,59,12,0,88,146
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 24","Arkona",30,3,8,94,25,1,161,278
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 25","North Middlesex",22,7,11,104,47,3,194,343
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 26","North Middlesex",20,1,8,95,40,1,165,273
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 27","Parkhill",45,0,15,101,46,0,207,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 28","Parkhill",22,0,12,62,41,0,137,250
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 29","Parkhill",31,3,12,80,27,1,154,304
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 30","Parkhill",25,0,5,62,30,1,123,234
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 31","North Middlesex",17,2,11,94,25,1,150,301
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 32","McGillivray",13,1,6,95,27,0,142,264
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 33","McGillivray",13,3,10,102,26,0,154,268
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 34","Mooresville",23,1,18,124,53,0,219,396
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 35","Elginfield",24,0,11,107,52,0,194,372
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 36","Granton",37,0,59,127,61,3,287,524
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 37","Lucan",45,0,23,132,44,1,245,463
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 38","Lucan",23,0,11,77,15,1,127,220
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 39","Lucan",18,3,10,63,21,1,116,235
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 40","Lucan",54,5,38,191,51,0,339,624
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 41","Clandeboye",26,2,19,113,35,0,195,390
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 42","North Middlesex",20,2,17,89,50,1,179,305
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 43","Ailsa Craig",25,3,13,123,36,0,200,334
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 44","Ailsa Craig",43,3,28,147,52,2,275,485
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 45","North Middlesex",36,13,21,104,53,0,227,422
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 46","North Middlesex",8,2,3,61,14,0,88,157
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 47","North Middlesex",20,1,9,84,38,1,153,281
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 48","Denfield",28,2,30,164,52,1,277,443
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 49","Bryanston",24,3,27,162,38,0,254,383
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 50","Bryanston",37,2,24,189,68,2,322,487
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 51","Arva",20,2,24,159,62,0,267,472
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 52","Birr",23,3,21,210,89,0,346,554
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 53","Ilderton",37,2,22,189,82,1,333,534
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 54","Ilderton",26,7,23,170,53,2,281,445
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 55","Ilderton",45,0,54,251,87,3,440,785
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 56","Middlesex Centre",16,0,20,102,72,0,210,393
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 57","Middlesex Centre",8,2,11,89,38,0,148,330
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 58","Middlesex Centre",20,2,14,149,57,0,242,409
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 59","Middlesex Centre",32,4,28,170,91,0,325,519
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 60","Middlesex Centre",24,2,14,99,45,0,184,276
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 61","Middlesex Centre",25,2,29,158,51,3,268,421
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 62","Lobo",12,2,19,87,42,0,162,257
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 63","Lobo",27,3,27,130,66,1,254,422
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 64","Kilworth",27,0,18,114,62,1,222,357
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 65","Kilworth",13,1,22,186,80,0,302,498
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 66","Komoka",54,1,32,244,103,1,435,766
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 67","Komoka",28,0,12,70,43,0,153,237
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 68","Komoka",51,6,24,129,63,3,276,416
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 69","Komoka",34,0,11,72,40,0,157,235
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 70","Middlesex Centre",25,1,22,140,56,0,244,370
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 71","Delaware",45,3,35,151,76,1,311,457
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 72","Delaware",29,0,44,111,87,2,273,401
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 73","Middlesex Centre",13,3,19,96,45,1,177,280
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 74","Middlesex Centre",11,2,14,75,25,2,129,228
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 75","Strathroy",42,4,23,167,54,2,292,496
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 76","Strathroy",31,5,9,91,30,0,166,310
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 77","Strathroy",12,2,14,75,32,1,136,260
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 78","Strathroy",14,6,4,85,34,2,145,258
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 79","Strathroy",31,5,22,163,63,0,284,566
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 80","Strathroy",38,11,11,84,45,0,189,388
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 81","Strathroy",51,5,10,91,60,0,217,389
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 82A","Strathroy",29,22,14,206,40,3,314,433
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 82B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,120
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 83","Strathroy",32,3,14,105,62,2,218,395
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 84","Strathroy",35,8,11,90,31,1,176,379
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 85","Strathroy",37,7,17,80,45,0,186,433
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 86","Strathroy",44,5,16,62,49,2,178,391
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 87","Strathroy",54,10,9,122,67,1,263,500
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 88","Strathroy",19,5,22,85,37,0,168,304
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 89","Strathroy",36,0,16,134,61,3,250,450
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 90","Strathroy",30,4,20,114,55,1,224,410
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 91","Strathroy",43,5,16,95,38,0,197,415
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 92","Strathroy",57,4,16,75,40,0,192,423
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 93","Strathroy",44,3,11,101,54,0,213,394
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 94","Strathroy",52,6,14,77,33,0,182,406
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 95","Strathroy",45,11,19,78,53,1,207,384
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 96","Strathroy",52,3,26,123,58,1,263,461
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 97","Strathroy",25,2,38,101,46,0,212,388
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 98","Strathroy",29,4,25,114,63,0,235,479
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 99","Warwick",14,3,13,54,25,0,109,233
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 100","Warwick",7,4,11,32,19,1,74,130
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 101","Warwick",16,5,22,101,44,2,190,353
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 102","Adelaide Metcalfe",16,7,16,120,54,3,216,357
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 103","Adelaide Metcalfe",21,3,15,139,47,0,225,364
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 104","Adelaide Metcalfe",21,2,14,91,32,0,160,297
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 105","Adelaide Metcalfe",33,9,8,118,38,0,206,334
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 106","Warwick",37,8,25,177,66,2,315,553
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 107","Watford",35,4,13,116,49,1,218,446
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 108","Watford",33,3,8,68,36,1,149,260
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 109","Watford",42,1,18,82,28,2,173,339
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 110","Warwick",35,6,11,142,50,0,244,474
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 111","Caradoc",19,2,14,90,30,0,155,302
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 112","Caradoc",29,2,10,111,38,0,190,382
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 113","Caradoc",36,1,12,139,26,1,215,306
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 114","Caradoc",23,9,12,95,49,0,188,326
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 115","Caradoc",42,2,21,130,46,0,241,461
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 116","Caradoc",40,5,31,145,64,1,286,526
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 117","Mount Brydges",33,2,19,150,55,1,260,505
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 118","Mount Brydges",36,2,13,94,29,2,176,322
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 119","Mount Brydges",41,3,20,100,46,2,212,403
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 120","Mount Brydges",49,2,12,111,44,0,218,379
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 121","Mount Brydges",30,7,11,108,38,1,195,353
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 122","Caradoc",40,0,10,153,72,3,278,450
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 123","Caradoc",66,0,25,110,65,0,266,535
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 124","Chippewas of the Thames First Nation 42",54,0,6,2,20,0,82,288
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 125","Muncee-Delaware Nation 1",6,0,1,0,8,0,15,47
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 126","Oneida 41",41,0,3,9,22,0,75,238
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 127","Brooke",9,3,7,66,31,0,116,203
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 128","Brooke",47,5,14,94,30,0,190,366
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 129","Brooke",16,3,8,75,44,1,147,232
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 130","Alvinston",92,4,31,170,63,0,360,678
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 131","Brooke",7,5,12,122,55,2,203,329
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 132","Metcalfe",23,3,16,110,57,0,209,313
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 133","Metcalfe",12,0,15,97,48,0,172,306
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 134","Southwest Middlesex",39,4,20,134,43,2,242,444
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 135","Glencoe",32,2,14,124,76,1,249,386
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 136","Glencoe",60,1,20,85,58,3,227,430
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 137","Glencoe",55,4,10,89,37,2,197,374
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 138","Glencoe",41,0,15,91,52,0,199,388
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 139","Glencoe",38,3,18,75,47,1,182,392
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 140","Southwest Middlesex",33,1,6,49,32,1,122,247
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 141","Newbury",48,8,21,116,54,1,248,472
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 142","Southwest Middlesex",25,1,9,70,24,1,130,216
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 143","Wardsville",31,11,10,69,35,2,158,284
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 144","Mosa",32,3,17,86,39,0,177,305
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 145","Ekfrid",18,2,13,99,41,1,174,341
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 146","Southwest Middlesex",52,4,21,113,47,1,238,437
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 147","Dawn",20,3,5,95,21,1,145,237
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 148","Dawn",33,3,8,94,35,0,173,321
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 149","Dawn",17,1,8,75,35,1,137,236
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 150","Euphemia",40,2,9,110,38,0,199,302
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 151","Euphemia",32,4,13,94,37,1,181,323
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 152","Chatham-Kent",42,0,14,109,24,0,189,319
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 153","Chatham-Kent",78,2,19,124,32,0,255,432
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 154","Chatham-Kent",52,0,12,94,25,3,186,294
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 155","Chatham-Kent",19,4,14,115,50,2,204,349
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 156","Chatham-Kent",20,1,9,69,25,1,125,250
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 157","Chatham-Kent",32,0,11,78,38,1,160,273
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 158","Chatham-Kent",41,3,3,71,24,0,142,369
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 159","Chatham-Kent",42,4,16,113,45,0,220,417
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 160","Chatham-Kent",118,3,10,111,45,2,289,321
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 161","Chatham-Kent",27,3,13,114,68,1,226,427
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 162","Chatham-Kent",46,0,15,140,84,2,287,548
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 163","Chatham-Kent",32,0,10,67,44,0,153,333
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 164","Chatham-Kent",70,0,13,152,92,1,328,530
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 165","Chatham-Kent",27,1,8,82,40,0,158,306
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 166","Chatham-Kent",32,2,9,51,66,1,161,347
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 167","Chatham-Kent",38,6,11,74,55,2,186,318
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 168","Chatham-Kent",14,3,7,65,23,0,112,183
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 169","Chatham-Kent",30,0,14,82,39,0,165,290
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 170","Chatham-Kent",23,1,9,91,49,1,174,293
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 171","Chatham-Kent",18,0,5,68,53,1,145,293
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 172","Chatham-Kent",24,2,7,84,20,1,138,249
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 173","Chatham-Kent",35,0,13,58,39,0,145,300
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 174","Chatham-Kent",35,6,12,82,40,0,175,345
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 175","Chatham-Kent",74,8,20,110,49,0,261,490
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 176","Chatham-Kent",37,2,10,110,35,0,194,348
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 177","Chatham-Kent",29,0,11,80,32,0,152,318
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 178","Chatham-Kent",17,4,11,101,27,0,160,304
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 179","Chatham-Kent",19,2,5,74,12,0,112,240
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 180","Chatham-Kent",46,5,8,66,71,0,196,402
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 181","Chatham-Kent",38,1,9,75,93,0,216,391
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 182","Chatham-Kent",36,1,5,48,49,0,139,347
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 183","Chatham-Kent",55,0,5,46,49,0,155,364
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 184","Chatham-Kent",28,1,11,91,91,1,223,395
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 185","Chatham-Kent",55,1,7,68,47,0,178,336
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 186","Chatham-Kent",24,2,5,47,54,0,132,309
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 187","Chatham-Kent",28,1,1,55,39,1,125,257
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 188","Chatham-Kent",51,9,12,90,62,2,226,403
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 189","Chatham-Kent",35,3,6,71,103,2,220,364
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 190","Chatham-Kent",25,1,9,82,70,1,188,374
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 191","Chatham-Kent",28,1,3,84,75,0,191,363
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 192","Chatham-Kent",16,3,3,31,19,2,74,235
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 193","Chatham-Kent",93,4,13,109,91,0,310,805
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 194","Chatham-Kent",32,1,7,50,53,0,143,338
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 195","Chatham-Kent",38,1,3,31,50,0,123,302
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 196","Chatham-Kent",49,4,4,53,76,2,188,378
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 197","Chatham-Kent",17,1,5,25,52,2,102,273
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 198","Chatham-Kent",43,5,10,39,46,0,143,380
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 199","Chatham-Kent",26,0,9,59,65,0,159,310
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 200","Chatham-Kent",38,2,8,96,107,0,251,384
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 201","Walpole Island 46",21,1,5,9,40,0,76,349
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 202","Walpole Island 46",21,3,5,7,88,1,125,432
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 203","Chatham-Kent",9,1,7,63,66,0,146,291
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 204","Chatham-Kent",27,0,7,77,71,0,182,293
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 205","Chatham-Kent",16,0,9,81,60,0,166,314
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 206","Chatham-Kent",23,1,12,52,49,0,137,289
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 207","Chatham-Kent",16,2,6,81,54,1,160,269
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 208","Chatham-Kent",19,1,4,97,49,0,170,286
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 209","Chatham-Kent",24,2,15,78,68,2,189,340
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 210","Chatham-Kent",22,2,11,74,67,0,176,331
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 211","Chatham-Kent",20,0,13,84,61,0,178,315
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 500","Mobile poll/Bureau itinérant",7,3,2,47,34,11,104,124
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 501","Mobile poll/Bureau itinérant",6,4,9,35,17,1,72,127
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 502","Mobile poll/Bureau itinérant",6,2,4,15,24,0,51,118
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 503","Mobile poll/Bureau itinérant",7,10,4,67,27,4,119,109
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 504","Mobile poll/Bureau itinérant",7,5,6,46,21,0,85,126
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 600","Lambton Shores",44,3,28,335,136,1,547,
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 601","Forest (Lambton Shores)",61,5,33,307,101,0,507,
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 602","North Middlesex",24,3,23,162,74,0,286,
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 603","Lucan",12,4,15,187,67,1,286,
35046,"Lambton--Kent--Middlesex/Lambton--Kent--Middlesex"," 604","Ilderton",31,3,44,314,80,1,473,
