Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Paul Bichler,Luke Macmichael,Tony Martin,Cory McLeod,Cameron Ross,Mike Taffarel,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35079,"Sault Ste. Marie/Sault Ste. Marie"," 109","Sault Ste. Marie",35,4,79,0,68,1,1,188,325
35079,"Sault Ste. Marie/Sault Ste. Marie"," 110","Sault Ste. Marie",33,10,74,0,81,0,2,200,490
35079,"Sault Ste. Marie/Sault Ste. Marie"," 111","Sault Ste. Marie",49,9,72,3,86,1,2,222,393
35079,"Sault Ste. Marie/Sault Ste. Marie"," 112","Sault Ste. Marie",62,15,60,0,128,1,0,266,413
35079,"Sault Ste. Marie/Sault Ste. Marie"," 113","Sault Ste. Marie",30,12,81,1,83,0,2,209,399
35079,"Sault Ste. Marie/Sault Ste. Marie"," 114","Sault Ste. Marie",18,3,65,0,31,0,0,117,292
35079,"Sault Ste. Marie/Sault Ste. Marie"," 115","Sault Ste. Marie",20,12,51,3,23,0,0,109,346
35079,"Sault Ste. Marie/Sault Ste. Marie"," 116","Sault Ste. Marie",19,6,60,3,16,1,1,106,276
35079,"Sault Ste. Marie/Sault Ste. Marie"," 117","Sault Ste. Marie",24,6,55,1,49,0,0,135,355
35079,"Sault Ste. Marie/Sault Ste. Marie"," 118","Sault Ste. Marie",61,9,106,3,76,0,0,255,522
35079,"Sault Ste. Marie/Sault Ste. Marie"," 119","Sault Ste. Marie",17,4,59,0,25,0,0,105,276
35079,"Sault Ste. Marie/Sault Ste. Marie"," 120","Sault Ste. Marie",19,9,77,2,34,0,1,142,284
35079,"Sault Ste. Marie/Sault Ste. Marie"," 121","Sault Ste. Marie",23,12,110,0,44,1,0,190,362
35079,"Sault Ste. Marie/Sault Ste. Marie"," 122","Sault Ste. Marie",45,11,54,0,70,0,2,182,361
35079,"Sault Ste. Marie/Sault Ste. Marie"," 123","Sault Ste. Marie",40,17,69,0,69,1,0,196,362
35079,"Sault Ste. Marie/Sault Ste. Marie"," 124","Sault Ste. Marie",54,12,61,2,54,0,3,186,336
35079,"Sault Ste. Marie/Sault Ste. Marie"," 125","Sault Ste. Marie",47,26,89,0,79,0,0,241,359
35079,"Sault Ste. Marie/Sault Ste. Marie"," 126","Sault Ste. Marie",75,9,95,0,86,0,0,265,418
35079,"Sault Ste. Marie/Sault Ste. Marie"," 127","Sault Ste. Marie",44,4,39,0,99,0,0,186,363
35079,"Sault Ste. Marie/Sault Ste. Marie"," 128","Sault Ste. Marie",19,13,99,1,68,0,0,200,344
35079,"Sault Ste. Marie/Sault Ste. Marie"," 129","Sault Ste. Marie",9,5,83,2,67,1,0,167,309
35079,"Sault Ste. Marie/Sault Ste. Marie"," 130","Sault Ste. Marie",21,3,74,0,26,0,0,124,241
35079,"Sault Ste. Marie/Sault Ste. Marie"," 131","Sault Ste. Marie",49,12,91,0,85,0,0,237,449
35079,"Sault Ste. Marie/Sault Ste. Marie"," 132","Sault Ste. Marie",14,7,91,0,31,0,0,143,376
35079,"Sault Ste. Marie/Sault Ste. Marie"," 133","Sault Ste. Marie",41,9,61,1,44,0,0,156,321
35079,"Sault Ste. Marie/Sault Ste. Marie"," 134","Sault Ste. Marie",31,7,70,2,110,0,1,221,417
35079,"Sault Ste. Marie/Sault Ste. Marie"," 135","Sault Ste. Marie",36,17,71,0,110,1,0,235,352
35079,"Sault Ste. Marie/Sault Ste. Marie"," 136","Sault Ste. Marie",40,12,62,1,56,0,2,173,315
35079,"Sault Ste. Marie/Sault Ste. Marie"," 137","Sault Ste. Marie",29,5,35,0,56,0,2,127,251
35079,"Sault Ste. Marie/Sault Ste. Marie"," 138","Sault Ste. Marie",28,6,42,0,76,0,0,152,286
35079,"Sault Ste. Marie/Sault Ste. Marie"," 139","Sault Ste. Marie",22,8,82,0,62,1,0,175,370
35079,"Sault Ste. Marie/Sault Ste. Marie"," 140","Sault Ste. Marie",30,14,56,0,118,0,2,220,371
35079,"Sault Ste. Marie/Sault Ste. Marie"," 141","Sault Ste. Marie",34,9,73,2,127,0,0,245,386
35079,"Sault Ste. Marie/Sault Ste. Marie"," 142A","Sault Ste. Marie",19,9,65,0,38,0,0,131,309
35079,"Sault Ste. Marie/Sault Ste. Marie"," 142B","Sault Ste. Marie",21,2,54,0,52,0,2,131,303
35079,"Sault Ste. Marie/Sault Ste. Marie"," 143","Sault Ste. Marie",40,1,62,3,66,0,1,173,361
35079,"Sault Ste. Marie/Sault Ste. Marie"," 144","Sault Ste. Marie",37,9,45,0,94,0,1,186,360
35079,"Sault Ste. Marie/Sault Ste. Marie"," 145","Sault Ste. Marie",56,8,65,4,75,0,1,209,354
35079,"Sault Ste. Marie/Sault Ste. Marie"," 146","Sault Ste. Marie",34,7,51,0,84,0,0,176,337
35079,"Sault Ste. Marie/Sault Ste. Marie"," 147","Sault Ste. Marie",36,9,60,2,69,0,0,176,382
35079,"Sault Ste. Marie/Sault Ste. Marie"," 148","Sault Ste. Marie",48,9,47,0,94,0,0,198,376
35079,"Sault Ste. Marie/Sault Ste. Marie"," 149","Sault Ste. Marie",57,17,57,1,81,0,0,213,410
35079,"Sault Ste. Marie/Sault Ste. Marie"," 150","Sault Ste. Marie",62,12,44,2,98,0,4,222,403
35079,"Sault Ste. Marie/Sault Ste. Marie"," 151","Sault Ste. Marie",45,8,47,0,102,1,0,203,363
35079,"Sault Ste. Marie/Sault Ste. Marie"," 152","Sault Ste. Marie",38,8,74,0,112,1,2,235,439
35079,"Sault Ste. Marie/Sault Ste. Marie"," 153","Sault Ste. Marie",34,14,97,3,111,0,2,261,535
35079,"Sault Ste. Marie/Sault Ste. Marie"," 154","Sault Ste. Marie",16,9,89,0,25,0,0,139,305
35079,"Sault Ste. Marie/Sault Ste. Marie"," 155","Sault Ste. Marie",13,3,63,1,51,0,0,131,256
35079,"Sault Ste. Marie/Sault Ste. Marie"," 156","Sault Ste. Marie",25,12,62,0,33,0,0,132,268
35079,"Sault Ste. Marie/Sault Ste. Marie"," 157","Sault Ste. Marie",19,14,86,2,64,0,0,185,365
35079,"Sault Ste. Marie/Sault Ste. Marie"," 158","Sault Ste. Marie",21,6,72,1,59,0,0,159,284
35079,"Sault Ste. Marie/Sault Ste. Marie"," 159","Sault Ste. Marie",24,8,85,1,75,0,0,193,360
35079,"Sault Ste. Marie/Sault Ste. Marie"," 160","Sault Ste. Marie",34,10,127,0,72,0,0,243,443
35079,"Sault Ste. Marie/Sault Ste. Marie"," 161","Sault Ste. Marie",31,10,96,2,85,0,0,224,384
35079,"Sault Ste. Marie/Sault Ste. Marie"," 162","Sault Ste. Marie",24,7,54,0,55,0,0,140,277
35079,"Sault Ste. Marie/Sault Ste. Marie"," 163","Sault Ste. Marie",26,14,112,0,81,2,0,235,402
35079,"Sault Ste. Marie/Sault Ste. Marie"," 164","Sault Ste. Marie",35,9,57,0,58,0,0,159,346
35079,"Sault Ste. Marie/Sault Ste. Marie"," 165","Sault Ste. Marie",39,9,102,1,108,0,0,259,409
35079,"Sault Ste. Marie/Sault Ste. Marie"," 166A","Sault Ste. Marie",29,6,53,0,75,0,0,163,277
35079,"Sault Ste. Marie/Sault Ste. Marie"," 166B","Sault Ste. Marie",44,9,44,3,89,1,0,190,295
35079,"Sault Ste. Marie/Sault Ste. Marie"," 167","Sault Ste. Marie",28,11,105,5,49,1,0,199,402
35079,"Sault Ste. Marie/Sault Ste. Marie"," 168","Sault Ste. Marie",30,6,66,0,135,0,1,238,386
35079,"Sault Ste. Marie/Sault Ste. Marie"," 169","Sault Ste. Marie",46,7,68,0,97,0,0,218,386
35079,"Sault Ste. Marie/Sault Ste. Marie"," 170","Sault Ste. Marie",45,8,75,2,91,0,0,221,388
35079,"Sault Ste. Marie/Sault Ste. Marie"," 171","Sault Ste. Marie",59,12,47,0,136,0,0,254,435
35079,"Sault Ste. Marie/Sault Ste. Marie"," 172","Rankin Location 15D",9,1,70,10,8,0,0,98,229
35079,"Sault Ste. Marie/Sault Ste. Marie"," 173","Garden River 14",13,2,161,10,4,1,1,192,624
35079,"Sault Ste. Marie/Sault Ste. Marie"," 174A","Echo Bay",15,6,68,1,72,0,0,162,297
35079,"Sault Ste. Marie/Sault Ste. Marie"," 174B","Echo Bay",13,11,84,1,44,0,2,155,297
35079,"Sault Ste. Marie/Sault Ste. Marie"," 175","Sylvan Valley",16,10,48,0,60,0,0,134,238
35079,"Sault Ste. Marie/Sault Ste. Marie"," 176A","Echo Bay",7,3,58,1,75,0,0,144,282
35079,"Sault Ste. Marie/Sault Ste. Marie"," 176B","Echo Bay",6,2,64,1,59,0,0,132,255
35079,"Sault Ste. Marie/Sault Ste. Marie"," 177","Bar River",16,8,72,0,61,1,0,158,275
35079,"Sault Ste. Marie/Sault Ste. Marie"," 178","Laird",19,20,101,0,120,1,0,261,402
35079,"Sault Ste. Marie/Sault Ste. Marie"," 179","MacLennan",17,6,45,0,85,0,0,153,271
35079,"Sault Ste. Marie/Sault Ste. Marie"," 180","Gordon Lake",7,1,23,0,32,0,0,63,156
35079,"Sault Ste. Marie/Sault Ste. Marie"," 181","Desbarats",14,4,69,0,74,1,1,163,318
35079,"Sault Ste. Marie/Sault Ste. Marie"," 182","Bruce Mines",14,7,68,3,66,1,1,160,365
35079,"Sault Ste. Marie/Sault Ste. Marie"," 183","Bruce Mines",14,6,55,1,77,0,0,153,255
35079,"Sault Ste. Marie/Sault Ste. Marie"," 184","Bruce Station",23,14,80,0,97,0,0,214,362
35079,"Sault Ste. Marie/Sault Ste. Marie"," 185","Hilton",31,13,98,2,138,2,0,284,419
35079,"Sault Ste. Marie/Sault Ste. Marie"," 186","Richards Landing",21,15,61,0,123,0,1,221,341
35079,"Sault Ste. Marie/Sault Ste. Marie"," 187","Richards Landing",23,16,94,0,181,0,0,314,465
35079,"Sault Ste. Marie/Sault Ste. Marie"," 188","St. Joseph--Jocelyn",17,11,51,0,105,0,0,184,248
35079,"Sault Ste. Marie/Sault Ste. Marie"," 500A","Mobile poll/Bureau itinérant",33,8,89,2,59,2,3,196,236
35079,"Sault Ste. Marie/Sault Ste. Marie"," 500B","Mobile poll/Bureau itinérant",Merged with No. 503B/Fusionné avec le nº 503B,,,,,,,,58
35079,"Sault Ste. Marie/Sault Ste. Marie"," 501","Mobile poll/Bureau itinérant",35,4,50,1,41,0,2,133,181
35079,"Sault Ste. Marie/Sault Ste. Marie"," 502","Mobile poll/Bureau itinérant",37,5,75,2,30,0,1,150,419
35079,"Sault Ste. Marie/Sault Ste. Marie"," 503A","Mobile poll/Bureau itinérant",32,0,67,1,31,1,5,137,204
35079,"Sault Ste. Marie/Sault Ste. Marie"," 503B","Mobile poll/Bureau itinérant",8,2,29,1,10,0,2,52,87
35079,"Sault Ste. Marie/Sault Ste. Marie"," 504","Mobile poll/Bureau itinérant",25,3,34,0,41,2,0,105,117
35079,"Sault Ste. Marie/Sault Ste. Marie"," 600","Algoma",30,15,147,1,128,0,0,321,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 601","Algoma--Sault Ste. Marie",77,17,177,3,175,0,0,449,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 602","Sault Ste. Marie",70,11,124,0,117,0,0,322,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 603","Sault Ste. Marie",74,10,154,3,142,1,1,385,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 604","Sault Ste. Marie",83,20,136,2,245,1,1,488,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 605","Sault Ste. Marie",114,17,207,3,197,1,1,540,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 606","Sault Ste. Marie",156,35,249,2,392,1,3,838,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 607","Sault Ste. Marie",88,23,157,4,301,1,1,575,
35079,"Sault Ste. Marie/Sault Ste. Marie"," 608","Bruce Mines--Hilton Beach",34,15,124,0,169,1,1,344,
35079,"Sault Ste. Marie/Sault Ste. Marie",,Group 1/Groupe 1,22,2,34,2,57,4,3,124,253
35079,"Sault Ste. Marie/Sault Ste. Marie",,Group 2/Groupe 2,104,24,271,2,261,0,7,669,

