Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Laurie Hawn,Donna Martyn,Peggy Morton,David James Parker,Jim Wachowich,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48012,"Edmonton Centre/Edmonton-Centre"," 21","Edmonton",59,29,0,12,20,0,120,383
48012,"Edmonton Centre/Edmonton-Centre"," 22","Edmonton",72,28,0,19,54,0,173,329
48012,"Edmonton Centre/Edmonton-Centre"," 23","Edmonton",38,22,1,14,28,0,103,311
48012,"Edmonton Centre/Edmonton-Centre"," 24","Edmonton",42,25,1,14,45,0,127,319
48012,"Edmonton Centre/Edmonton-Centre"," 25","Edmonton",85,24,0,23,44,0,176,361
48012,"Edmonton Centre/Edmonton-Centre"," 26","Edmonton",48,28,1,6,22,0,105,396
48012,"Edmonton Centre/Edmonton-Centre"," 27","Edmonton",69,29,1,13,42,0,154,324
48012,"Edmonton Centre/Edmonton-Centre"," 28","Edmonton",83,26,0,8,41,0,158,351
48012,"Edmonton Centre/Edmonton-Centre"," 29","Edmonton",132,26,1,7,81,2,249,350
48012,"Edmonton Centre/Edmonton-Centre"," 30","Edmonton",61,23,1,14,51,0,150,311
48012,"Edmonton Centre/Edmonton-Centre"," 31","Edmonton",53,32,0,13,34,0,132,287
48012,"Edmonton Centre/Edmonton-Centre"," 32","Edmonton",82,24,0,29,41,0,176,309
48012,"Edmonton Centre/Edmonton-Centre"," 33","Edmonton",90,41,0,14,38,0,183,443
48012,"Edmonton Centre/Edmonton-Centre"," 34","Edmonton",79,30,0,16,14,0,139,289
48012,"Edmonton Centre/Edmonton-Centre"," 35","Edmonton",108,32,2,17,39,2,200,410
48012,"Edmonton Centre/Edmonton-Centre"," 36","Edmonton",28,17,0,9,21,0,75,292
48012,"Edmonton Centre/Edmonton-Centre"," 37","Edmonton",38,17,0,4,17,0,76,216
48012,"Edmonton Centre/Edmonton-Centre"," 38","Edmonton",66,35,0,14,28,0,143,439
48012,"Edmonton Centre/Edmonton-Centre"," 39","Edmonton",39,25,2,17,15,0,98,347
48012,"Edmonton Centre/Edmonton-Centre"," 40","Edmonton",62,50,0,21,31,0,164,441
48012,"Edmonton Centre/Edmonton-Centre"," 41","Edmonton",66,49,1,14,49,2,181,464
48012,"Edmonton Centre/Edmonton-Centre"," 42","Edmonton",71,21,2,11,43,1,149,351
48012,"Edmonton Centre/Edmonton-Centre"," 43","Edmonton",73,38,2,18,47,0,178,530
48012,"Edmonton Centre/Edmonton-Centre"," 44A","Edmonton",37,14,2,8,33,1,95,628
48012,"Edmonton Centre/Edmonton-Centre"," 44B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,35
48012,"Edmonton Centre/Edmonton-Centre"," 45","Edmonton",58,41,0,20,46,1,166,381
48012,"Edmonton Centre/Edmonton-Centre"," 46","Edmonton",7,1,0,0,0,0,8,356
48012,"Edmonton Centre/Edmonton-Centre"," 47","Edmonton",79,33,0,19,56,1,188,403
48012,"Edmonton Centre/Edmonton-Centre"," 48","Edmonton",87,30,1,20,80,0,218,405
48012,"Edmonton Centre/Edmonton-Centre"," 49","Edmonton",113,29,1,13,22,0,178,349
48012,"Edmonton Centre/Edmonton-Centre"," 50","Edmonton",98,20,2,16,28,0,164,362
48012,"Edmonton Centre/Edmonton-Centre"," 51","Edmonton",104,11,0,8,26,0,149,331
48012,"Edmonton Centre/Edmonton-Centre"," 52","Edmonton",114,26,1,14,31,0,186,412
48012,"Edmonton Centre/Edmonton-Centre"," 53","Edmonton",99,31,1,11,32,0,174,374
48012,"Edmonton Centre/Edmonton-Centre"," 54","Edmonton",89,23,1,12,20,0,145,398
48012,"Edmonton Centre/Edmonton-Centre"," 55","Edmonton",71,21,0,7,15,0,114,398
48012,"Edmonton Centre/Edmonton-Centre"," 56","Edmonton",79,23,0,12,21,0,135,362
48012,"Edmonton Centre/Edmonton-Centre"," 57","Edmonton",104,49,3,15,52,1,224,435
48012,"Edmonton Centre/Edmonton-Centre"," 58","Edmonton",102,29,0,23,35,0,189,366
48012,"Edmonton Centre/Edmonton-Centre"," 59","Edmonton",143,32,0,14,34,0,223,418
48012,"Edmonton Centre/Edmonton-Centre"," 60","Edmonton",47,31,0,5,18,0,101,375
48012,"Edmonton Centre/Edmonton-Centre"," 61","Edmonton",127,33,0,17,34,0,211,413
48012,"Edmonton Centre/Edmonton-Centre"," 62","Edmonton",61,21,1,4,20,0,107,410
48012,"Edmonton Centre/Edmonton-Centre"," 63","Edmonton",58,18,0,5,11,0,92,406
48012,"Edmonton Centre/Edmonton-Centre"," 64","Edmonton",73,27,0,11,31,2,144,462
48012,"Edmonton Centre/Edmonton-Centre"," 65","Edmonton",42,6,0,4,7,0,59,231
48012,"Edmonton Centre/Edmonton-Centre"," 66","Edmonton",68,22,0,9,25,1,125,353
48012,"Edmonton Centre/Edmonton-Centre"," 67","Edmonton",32,25,0,6,14,0,77,288
48012,"Edmonton Centre/Edmonton-Centre"," 68","Edmonton",86,26,1,18,26,0,157,409
48012,"Edmonton Centre/Edmonton-Centre"," 69","Edmonton",66,33,0,17,22,0,138,349
48012,"Edmonton Centre/Edmonton-Centre"," 70","Edmonton",51,20,0,10,14,0,95,271
48012,"Edmonton Centre/Edmonton-Centre"," 71","Edmonton",125,24,2,19,45,1,216,401
48012,"Edmonton Centre/Edmonton-Centre"," 72","Edmonton",95,11,0,8,23,1,138,256
48012,"Edmonton Centre/Edmonton-Centre"," 73","Edmonton",120,37,1,13,64,0,235,411
48012,"Edmonton Centre/Edmonton-Centre"," 74","Edmonton",114,37,0,25,63,0,239,448
48012,"Edmonton Centre/Edmonton-Centre"," 75","Edmonton",82,34,2,21,57,1,197,371
48012,"Edmonton Centre/Edmonton-Centre"," 76","Edmonton",104,26,0,5,76,1,212,316
48012,"Edmonton Centre/Edmonton-Centre"," 77","Edmonton",161,36,1,14,60,0,272,483
48012,"Edmonton Centre/Edmonton-Centre"," 78","Edmonton",133,21,1,28,62,0,245,390
48012,"Edmonton Centre/Edmonton-Centre"," 79","Edmonton",88,28,1,22,45,0,184,303
48012,"Edmonton Centre/Edmonton-Centre"," 80","Edmonton",96,28,0,18,49,1,192,363
48012,"Edmonton Centre/Edmonton-Centre"," 81","Edmonton",57,21,0,12,32,1,123,280
48012,"Edmonton Centre/Edmonton-Centre"," 82","Edmonton",125,17,0,9,81,1,233,378
48012,"Edmonton Centre/Edmonton-Centre"," 83","Edmonton",71,23,0,16,53,0,163,315
48012,"Edmonton Centre/Edmonton-Centre"," 84","Edmonton",78,18,0,5,46,1,148,364
48012,"Edmonton Centre/Edmonton-Centre"," 85","Edmonton",69,17,0,13,68,0,167,258
48012,"Edmonton Centre/Edmonton-Centre"," 86","Edmonton",99,27,0,14,105,0,245,430
48012,"Edmonton Centre/Edmonton-Centre"," 87","Edmonton",105,14,0,15,82,0,216,323
48012,"Edmonton Centre/Edmonton-Centre"," 88","Edmonton",80,12,0,12,102,0,206,312
48012,"Edmonton Centre/Edmonton-Centre"," 89","Edmonton",84,3,0,5,97,0,189,309
48012,"Edmonton Centre/Edmonton-Centre"," 90","Edmonton",110,7,2,13,94,0,226,413
48012,"Edmonton Centre/Edmonton-Centre"," 91","Edmonton",65,33,0,19,70,0,187,321
48012,"Edmonton Centre/Edmonton-Centre"," 92","Edmonton",78,21,1,16,61,0,177,300
48012,"Edmonton Centre/Edmonton-Centre"," 93","Edmonton",90,39,0,22,76,0,227,411
48012,"Edmonton Centre/Edmonton-Centre"," 94","Edmonton",76,42,1,12,74,0,205,408
48012,"Edmonton Centre/Edmonton-Centre"," 95","Edmonton",82,32,1,28,94,0,237,393
48012,"Edmonton Centre/Edmonton-Centre"," 96","Edmonton",42,20,2,22,63,0,149,330
48012,"Edmonton Centre/Edmonton-Centre"," 97","Edmonton",29,23,1,10,36,0,99,246
48012,"Edmonton Centre/Edmonton-Centre"," 98","Edmonton",56,26,1,20,50,0,153,460
48012,"Edmonton Centre/Edmonton-Centre"," 99","Edmonton",73,31,1,16,28,1,150,329
48012,"Edmonton Centre/Edmonton-Centre"," 100","Edmonton",78,30,1,16,74,0,199,347
48012,"Edmonton Centre/Edmonton-Centre"," 101","Edmonton",74,18,0,14,78,0,184,329
48012,"Edmonton Centre/Edmonton-Centre"," 102","Edmonton",97,38,1,26,121,1,284,548
48012,"Edmonton Centre/Edmonton-Centre"," 103","Edmonton",75,37,0,15,35,1,163,359
48012,"Edmonton Centre/Edmonton-Centre"," 104","Edmonton",69,18,0,11,38,0,136,223
48012,"Edmonton Centre/Edmonton-Centre"," 105","Edmonton",33,23,1,13,42,0,112,353
48012,"Edmonton Centre/Edmonton-Centre"," 106","Edmonton",40,21,0,6,22,0,89,342
48012,"Edmonton Centre/Edmonton-Centre"," 107","Edmonton",19,24,0,10,18,1,72,232
48012,"Edmonton Centre/Edmonton-Centre"," 108","Edmonton",43,24,0,5,36,0,108,320
48012,"Edmonton Centre/Edmonton-Centre"," 109","Edmonton",63,22,1,13,42,0,141,472
48012,"Edmonton Centre/Edmonton-Centre"," 110","Edmonton",47,33,2,26,27,0,135,354
48012,"Edmonton Centre/Edmonton-Centre"," 111","Edmonton",28,24,2,10,22,0,86,513
48012,"Edmonton Centre/Edmonton-Centre"," 112","Edmonton",49,23,0,12,31,0,115,464
48012,"Edmonton Centre/Edmonton-Centre"," 113","Edmonton",31,21,2,11,14,0,79,327
48012,"Edmonton Centre/Edmonton-Centre"," 114","Edmonton",32,24,0,17,14,0,87,439
48012,"Edmonton Centre/Edmonton-Centre"," 115","Edmonton",25,25,1,8,18,0,77,258
48012,"Edmonton Centre/Edmonton-Centre"," 116","Edmonton",31,28,0,3,23,1,86,325
48012,"Edmonton Centre/Edmonton-Centre"," 117","Edmonton",14,6,1,3,11,0,35,144
48012,"Edmonton Centre/Edmonton-Centre"," 118","Edmonton",27,20,3,3,22,0,75,481
48012,"Edmonton Centre/Edmonton-Centre"," 119","Edmonton",82,15,1,23,105,0,226,399
48012,"Edmonton Centre/Edmonton-Centre"," 120","Edmonton",56,15,0,14,77,2,164,385
48012,"Edmonton Centre/Edmonton-Centre"," 121","Edmonton",72,20,2,14,77,0,185,432
48012,"Edmonton Centre/Edmonton-Centre"," 122","Edmonton",79,40,3,35,78,2,237,412
48012,"Edmonton Centre/Edmonton-Centre"," 123","Edmonton",52,27,0,17,47,1,144,388
48012,"Edmonton Centre/Edmonton-Centre"," 124","Edmonton",41,33,2,17,54,0,147,419
48012,"Edmonton Centre/Edmonton-Centre"," 125","Edmonton",33,37,0,16,48,0,134,278
48012,"Edmonton Centre/Edmonton-Centre"," 126","Edmonton",44,28,0,18,44,0,134,305
48012,"Edmonton Centre/Edmonton-Centre"," 127","Edmonton",96,27,0,9,46,1,179,358
48012,"Edmonton Centre/Edmonton-Centre"," 128","Edmonton",72,23,1,12,72,0,180,346
48012,"Edmonton Centre/Edmonton-Centre"," 129","Edmonton",74,10,1,8,49,0,142,381
48012,"Edmonton Centre/Edmonton-Centre"," 130","Edmonton",79,4,1,3,49,0,136,306
48012,"Edmonton Centre/Edmonton-Centre"," 131","Edmonton",46,11,0,9,39,0,105,265
48012,"Edmonton Centre/Edmonton-Centre"," 132","Edmonton",40,32,3,12,32,0,119,296
48012,"Edmonton Centre/Edmonton-Centre"," 133","Edmonton",28,40,1,15,48,1,133,244
48012,"Edmonton Centre/Edmonton-Centre"," 134","Edmonton",44,30,1,22,38,0,135,325
48012,"Edmonton Centre/Edmonton-Centre"," 135","Edmonton",59,40,1,21,41,0,162,373
48012,"Edmonton Centre/Edmonton-Centre"," 136","Edmonton",60,31,1,12,51,0,155,378
48012,"Edmonton Centre/Edmonton-Centre"," 137","Edmonton",51,17,0,12,45,1,126,410
48012,"Edmonton Centre/Edmonton-Centre"," 138","Edmonton",42,26,0,18,46,1,133,309
48012,"Edmonton Centre/Edmonton-Centre"," 139","Edmonton",94,20,1,20,61,0,196,369
48012,"Edmonton Centre/Edmonton-Centre"," 140","Edmonton",70,53,3,28,75,0,229,415
48012,"Edmonton Centre/Edmonton-Centre"," 141","Edmonton",73,24,1,12,63,1,174,449
48012,"Edmonton Centre/Edmonton-Centre"," 142","Edmonton",45,33,1,17,61,1,158,408
48012,"Edmonton Centre/Edmonton-Centre"," 143","Edmonton",88,45,1,28,69,1,232,489
48012,"Edmonton Centre/Edmonton-Centre"," 144","Edmonton",57,29,1,18,40,0,145,359
48012,"Edmonton Centre/Edmonton-Centre"," 145","Edmonton",94,19,0,33,92,0,238,409
48012,"Edmonton Centre/Edmonton-Centre"," 146","Edmonton",52,25,0,24,52,0,153,315
48012,"Edmonton Centre/Edmonton-Centre"," 147","Edmonton",99,28,2,16,95,0,240,494
48012,"Edmonton Centre/Edmonton-Centre"," 148","Edmonton",99,39,1,21,113,1,274,535
48012,"Edmonton Centre/Edmonton-Centre"," 149","Edmonton",55,25,0,11,57,0,148,256
48012,"Edmonton Centre/Edmonton-Centre"," 150","Edmonton",150,57,3,55,151,3,419,735
48012,"Edmonton Centre/Edmonton-Centre"," 151","Edmonton",152,42,0,37,112,1,344,886
48012,"Edmonton Centre/Edmonton-Centre"," 152","Edmonton",49,28,0,19,53,3,152,292
48012,"Edmonton Centre/Edmonton-Centre"," 153","Edmonton",75,36,1,20,68,1,201,395
48012,"Edmonton Centre/Edmonton-Centre"," 154","Edmonton",69,14,2,31,82,0,198,416
48012,"Edmonton Centre/Edmonton-Centre"," 155","Edmonton",7,4,0,1,7,0,19,220
48012,"Edmonton Centre/Edmonton-Centre"," 156","Edmonton",30,23,1,18,44,0,116,257
48012,"Edmonton Centre/Edmonton-Centre"," 157","Edmonton",80,68,1,19,81,0,249,644
48012,"Edmonton Centre/Edmonton-Centre"," 158","Edmonton",72,24,3,11,63,0,173,407
48012,"Edmonton Centre/Edmonton-Centre"," 159","Edmonton",75,43,1,27,62,0,208,392
48012,"Edmonton Centre/Edmonton-Centre"," 160","Edmonton",94,22,1,20,55,1,193,453
48012,"Edmonton Centre/Edmonton-Centre"," 161","Edmonton",29,23,1,14,34,0,101,305
48012,"Edmonton Centre/Edmonton-Centre"," 162","Edmonton",29,15,0,13,26,0,83,228
48012,"Edmonton Centre/Edmonton-Centre"," 163","Edmonton",89,30,2,33,83,1,238,488
48012,"Edmonton Centre/Edmonton-Centre"," 164","Edmonton",107,81,2,42,83,3,318,692
48012,"Edmonton Centre/Edmonton-Centre"," 165","Edmonton",32,22,0,12,31,0,97,225
48012,"Edmonton Centre/Edmonton-Centre"," 166","Edmonton",122,24,2,22,112,0,282,501
48012,"Edmonton Centre/Edmonton-Centre"," 167","Edmonton",106,25,1,7,23,0,162,486
48012,"Edmonton Centre/Edmonton-Centre"," 168","Edmonton",187,39,0,13,61,3,303,529
48012,"Edmonton Centre/Edmonton-Centre"," 169","Edmonton",76,8,0,3,27,1,115,293
48012,"Edmonton Centre/Edmonton-Centre"," 170","Edmonton",23,22,0,5,11,1,62,292
48012,"Edmonton Centre/Edmonton-Centre"," 171","Edmonton",144,21,1,15,18,0,199,383
48012,"Edmonton Centre/Edmonton-Centre"," 172","Edmonton",78,19,0,8,25,1,131,378
48012,"Edmonton Centre/Edmonton-Centre"," 173","Edmonton",71,14,0,18,34,0,137,389
48012,"Edmonton Centre/Edmonton-Centre"," 174","Edmonton",84,26,0,17,25,0,152,434
48012,"Edmonton Centre/Edmonton-Centre"," 175","Edmonton",78,21,0,19,19,0,137,399
48012,"Edmonton Centre/Edmonton-Centre"," 176","Edmonton",91,28,1,14,38,0,172,366
48012,"Edmonton Centre/Edmonton-Centre"," 177","Edmonton",31,15,0,9,13,0,68,326
48012,"Edmonton Centre/Edmonton-Centre"," 178","Edmonton",78,16,0,6,24,0,124,378
48012,"Edmonton Centre/Edmonton-Centre"," 179","Edmonton",67,21,3,6,26,0,123,302
48012,"Edmonton Centre/Edmonton-Centre"," 180","Edmonton",73,25,0,9,25,1,133,307
48012,"Edmonton Centre/Edmonton-Centre"," 181","Edmonton",195,30,0,23,109,0,357,532
48012,"Edmonton Centre/Edmonton-Centre"," 182","Edmonton",125,10,1,30,68,1,235,363
48012,"Edmonton Centre/Edmonton-Centre"," 183","Edmonton",135,26,0,11,71,0,243,417
48012,"Edmonton Centre/Edmonton-Centre"," 184","Edmonton",143,24,0,16,104,1,288,434
48012,"Edmonton Centre/Edmonton-Centre"," 185","Edmonton",77,34,0,12,39,1,163,429
48012,"Edmonton Centre/Edmonton-Centre"," 186","Edmonton",108,34,0,16,33,0,191,436
48012,"Edmonton Centre/Edmonton-Centre"," 187","Edmonton",112,27,3,5,19,0,166,330
48012,"Edmonton Centre/Edmonton-Centre"," 188","Edmonton",115,40,2,4,26,0,187,378
48012,"Edmonton Centre/Edmonton-Centre"," 189","Edmonton",119,25,1,8,33,0,186,413
48012,"Edmonton Centre/Edmonton-Centre"," 190","Edmonton",146,13,0,20,83,1,263,454
48012,"Edmonton Centre/Edmonton-Centre"," 191","Edmonton",130,5,1,4,98,0,238,365
48012,"Edmonton Centre/Edmonton-Centre"," 192","Edmonton",128,8,1,11,80,0,228,372
48012,"Edmonton Centre/Edmonton-Centre"," 193","Edmonton",118,17,0,7,54,0,196,356
48012,"Edmonton Centre/Edmonton-Centre"," 194","Edmonton",137,25,1,17,49,2,231,409
48012,"Edmonton Centre/Edmonton-Centre"," 195","Edmonton",164,26,1,16,46,1,254,472
48012,"Edmonton Centre/Edmonton-Centre"," 196","Edmonton",90,28,3,17,51,0,189,371
48012,"Edmonton Centre/Edmonton-Centre"," 197","Edmonton",147,36,2,16,49,0,250,483
48012,"Edmonton Centre/Edmonton-Centre"," 198","Edmonton",136,18,2,6,26,0,188,336
48012,"Edmonton Centre/Edmonton-Centre"," 199","Edmonton",162,49,0,20,45,0,276,501
48012,"Edmonton Centre/Edmonton-Centre"," 200","Edmonton",81,14,0,10,16,0,121,229
48012,"Edmonton Centre/Edmonton-Centre"," 201","Edmonton",90,34,2,19,41,0,186,482
48012,"Edmonton Centre/Edmonton-Centre"," 202","Edmonton",58,29,0,5,26,0,118,379
48012,"Edmonton Centre/Edmonton-Centre"," 203","Edmonton",46,23,1,8,35,0,113,359
48012,"Edmonton Centre/Edmonton-Centre"," 204","Edmonton",66,38,4,16,25,0,149,422
48012,"Edmonton Centre/Edmonton-Centre"," 205","Edmonton",139,29,2,17,22,2,211,380
48012,"Edmonton Centre/Edmonton-Centre"," 206","Edmonton",115,27,0,15,42,0,199,355
48012,"Edmonton Centre/Edmonton-Centre"," 207","Edmonton",167,45,1,13,48,0,274,483
48012,"Edmonton Centre/Edmonton-Centre"," 208","Edmonton",105,20,2,10,44,0,181,310
48012,"Edmonton Centre/Edmonton-Centre"," 209","Edmonton",123,25,0,10,26,0,184,387
48012,"Edmonton Centre/Edmonton-Centre"," 210","Edmonton",33,14,0,5,17,0,69,303
48012,"Edmonton Centre/Edmonton-Centre"," 211","Edmonton",69,10,0,1,18,0,98,380
48012,"Edmonton Centre/Edmonton-Centre"," 212","Edmonton",127,25,1,13,37,0,203,370
48012,"Edmonton Centre/Edmonton-Centre"," 213","Edmonton",137,27,1,7,49,0,221,419
48012,"Edmonton Centre/Edmonton-Centre"," 214","Edmonton",172,18,0,22,83,0,295,454
48012,"Edmonton Centre/Edmonton-Centre"," 215","Edmonton",104,13,0,18,89,1,225,414
48012,"Edmonton Centre/Edmonton-Centre"," 216","Edmonton",135,15,0,19,89,1,259,416
48012,"Edmonton Centre/Edmonton-Centre"," 217","Edmonton",77,23,0,6,32,0,138,361
48012,"Edmonton Centre/Edmonton-Centre"," 218","Edmonton",139,32,0,17,88,0,276,406
48012,"Edmonton Centre/Edmonton-Centre"," 219","Edmonton",162,25,0,19,100,0,306,445
48012,"Edmonton Centre/Edmonton-Centre"," 220","Edmonton",146,11,1,19,91,0,268,457
48012,"Edmonton Centre/Edmonton-Centre"," 221","Edmonton",130,7,1,14,101,0,253,385
48012,"Edmonton Centre/Edmonton-Centre"," 222","Edmonton",162,15,2,15,108,1,303,442
48012,"Edmonton Centre/Edmonton-Centre"," 223","Edmonton",156,10,0,17,91,0,274,430
48012,"Edmonton Centre/Edmonton-Centre"," 400","Edmonton",192,62,2,10,48,1,315,462
48012,"Edmonton Centre/Edmonton-Centre"," 401","Edmonton",126,26,0,8,43,3,206,284
48012,"Edmonton Centre/Edmonton-Centre"," 402","Edmonton",30,11,2,3,19,1,66,324
48012,"Edmonton Centre/Edmonton-Centre"," 403","Edmonton",Void/Supprimé,,,,,,,
48012,"Edmonton Centre/Edmonton-Centre"," 404","Edmonton",Void/Supprimé,,,,,,,
48012,"Edmonton Centre/Edmonton-Centre"," 405","Edmonton",21,19,0,5,25,0,70,181
48012,"Edmonton Centre/Edmonton-Centre"," 406","Edmonton",11,8,0,3,12,0,34,143
48012,"Edmonton Centre/Edmonton-Centre"," 407","Edmonton",33,31,0,12,29,0,105,264
48012,"Edmonton Centre/Edmonton-Centre"," 408","Edmonton",38,3,0,2,15,0,58,126
48012,"Edmonton Centre/Edmonton-Centre"," 409","Edmonton",7,4,0,6,9,0,26,127
48012,"Edmonton Centre/Edmonton-Centre"," 410","Edmonton",23,10,0,7,33,0,73,168
48012,"Edmonton Centre/Edmonton-Centre"," 411","Edmonton",29,19,0,7,27,0,82,209
48012,"Edmonton Centre/Edmonton-Centre"," 412","Edmonton",16,11,0,4,15,0,46,123
48012,"Edmonton Centre/Edmonton-Centre"," 413","Edmonton",24,16,0,6,22,0,68,159
48012,"Edmonton Centre/Edmonton-Centre"," 414","Edmonton",23,12,0,4,22,0,61,128
48012,"Edmonton Centre/Edmonton-Centre"," 415","Edmonton",7,1,0,1,4,0,13,46
48012,"Edmonton Centre/Edmonton-Centre"," 416","Edmonton",4,3,0,3,1,0,11,17
48012,"Edmonton Centre/Edmonton-Centre"," 500","Mobile poll/Bureau itinérant",84,16,3,6,27,2,138,191
48012,"Edmonton Centre/Edmonton-Centre"," 501","Mobile poll/Bureau itinérant",122,41,2,13,40,5,223,301
48012,"Edmonton Centre/Edmonton-Centre"," 502","Mobile poll/Bureau itinérant",151,8,3,4,41,0,207,281
48012,"Edmonton Centre/Edmonton-Centre"," 503","Mobile poll/Bureau itinérant",78,27,0,10,24,0,139,154
48012,"Edmonton Centre/Edmonton-Centre"," 504","Mobile poll/Bureau itinérant",125,17,1,5,20,2,170,232
48012,"Edmonton Centre/Edmonton-Centre"," 505","Mobile poll/Bureau itinérant",147,28,4,6,88,2,275,324
48012,"Edmonton Centre/Edmonton-Centre"," 506A","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,156
48012,"Edmonton Centre/Edmonton-Centre"," 506B","Mobile poll/Bureau itinérant",Merged with No. 505/Fusionné avec le nº 505,,,,,,,72
48012,"Edmonton Centre/Edmonton-Centre"," 507","Mobile poll/Bureau itinérant",22,6,2,3,8,0,41,220
48012,"Edmonton Centre/Edmonton-Centre"," 600","Edmonton",139,43,1,14,61,3,261,
48012,"Edmonton Centre/Edmonton-Centre"," 601","Edmonton",87,28,1,14,63,2,195,
48012,"Edmonton Centre/Edmonton-Centre"," 602","Edmonton",177,40,2,22,25,2,268,
48012,"Edmonton Centre/Edmonton-Centre"," 603","Edmonton",205,29,1,17,161,0,413,
48012,"Edmonton Centre/Edmonton-Centre"," 604","Edmonton",124,53,3,32,75,1,288,
48012,"Edmonton Centre/Edmonton-Centre"," 605","Edmonton",422,102,5,54,305,4,892,
48012,"Edmonton Centre/Edmonton-Centre"," 606","Edmonton",150,40,3,33,113,0,339,
48012,"Edmonton Centre/Edmonton-Centre"," 607","Edmonton",157,26,1,16,19,0,219,
48012,"Edmonton Centre/Edmonton-Centre"," 608","Edmonton",153,23,0,10,66,0,252,
48012,"Edmonton Centre/Edmonton-Centre"," 609","Edmonton",224,38,2,22,59,1,346,
48012,"Edmonton Centre/Edmonton-Centre"," 610","Edmonton",225,19,0,18,113,0,375,
48012,"Edmonton Centre/Edmonton-Centre",,Group 1/Groupe 1,70,33,1,27,118,26,275,398
48012,"Edmonton Centre/Edmonton-Centre",,Group 2/Groupe 2,729,168,5,100,331,11,1344,

