Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Guy André,André Chauvette,Marie-Claude Godue,Denis Lefebvre,Jean-Luc Matteau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 80","Saint-Thomas-de-Caxton",70,9,28,3,20,1,131,217
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 81","Pointe-du-Lac",56,12,27,8,12,6,121,353
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 82","Pointe-du-Lac",102,29,50,10,37,5,233,483
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 83","Pointe-du-Lac",150,41,77,12,49,3,332,557
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 84","Pointe-du-Lac",143,42,87,7,39,1,319,591
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 85","Pointe-du-Lac",132,43,73,12,47,4,311,504
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 86","Pointe-du-Lac",129,23,51,8,35,5,251,461
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 87","Pointe-du-Lac",89,19,62,6,26,6,208,386
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 88","Pointe-du-Lac",125,26,81,8,57,4,301,567
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 89","Pointe-du-Lac",174,49,91,4,70,9,397,674
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 90","Pointe-du-Lac",109,25,76,13,32,6,261,473
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 91","Pointe-du-Lac",119,29,59,6,27,7,247,424
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 92","Pointe-du-Lac",70,13,28,5,30,1,147,312
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 93","Yamachiche",114,21,65,9,59,3,271,498
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 94","Saint-Barnabé",119,32,70,3,72,0,296,471
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 95","Saint-Sévère",70,14,25,6,46,2,163,249
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 96","Yamachiche",103,22,74,3,60,5,267,480
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 97","Yamachiche",75,2,58,5,50,2,192,387
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 98","Yamachiche",69,14,43,4,34,4,168,341
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 99","Yamachiche",90,21,44,8,47,4,214,474
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 100","Saint-Léon-le-Grand",80,14,91,4,47,2,238,446
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 101","Saint-Léon-le-Grand",85,14,44,12,21,2,178,323
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 102","Louiseville",54,15,38,4,34,1,146,303
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 103","Louiseville",64,20,36,7,20,1,148,365
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 104","Louiseville",65,11,42,2,27,4,151,369
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 105","Louiseville",55,3,43,3,31,4,139,327
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 106","Louiseville",60,10,55,6,20,2,153,325
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 107","Louiseville",52,7,21,2,18,1,101,236
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 108","Louiseville",64,13,31,1,17,1,127,318
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 109","Louiseville",57,9,28,0,23,3,120,222
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 110","Louiseville",84,17,65,4,37,0,207,381
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 111","Louiseville",67,9,64,3,35,5,183,342
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 112","Louiseville",90,17,46,6,42,4,205,487
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 113","Louiseville",43,3,14,2,15,1,78,230
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 114","Louiseville",49,8,49,0,34,3,143,344
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 115","Louiseville",98,17,52,5,35,5,212,397
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 116","Louiseville",74,22,37,4,24,1,162,341
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 117","Louiseville",56,14,32,7,29,3,141,257
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 118","Louiseville",114,23,77,4,55,4,277,502
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 119","Louiseville",60,18,51,4,38,4,175,319
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 120","Maskinongé",95,14,63,3,47,1,223,343
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 121","Maskinongé",67,19,47,9,49,3,194,358
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 122","Maskinongé",113,13,65,6,46,7,250,398
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 123","Saint-Joseph-de-Maskinongé",71,7,31,7,21,4,141,281
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 124","Saint-Joseph-de-Maskinongé",109,22,55,4,42,5,237,450
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 125","Mandeville",103,24,42,19,30,3,221,410
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 126","Mandeville",90,23,40,5,21,10,189,358
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 127","Mandeville",131,18,35,5,26,4,219,415
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 128","Saint-Didace",169,34,32,13,41,6,295,531
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 129","Saint-Édouard-de-Maskinongé",56,10,30,5,18,0,119,220
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 130","Saint-Édouard-de-Maskinongé",92,25,49,4,37,4,211,386
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 131","Sainte-Ursule",105,14,52,15,38,3,227,404
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 132","Sainte-Ursule",78,9,34,4,39,4,168,284
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 133","Sainte-Ursule",108,21,59,8,39,2,237,440
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 134","Saint-Justin",65,9,33,4,25,1,137,231
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 135","Saint-Justin",67,12,39,8,19,3,148,266
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 136","Saint-Justin",86,22,47,9,38,0,202,349
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 137","Saint-Gabriel-de-Brandon",86,28,63,11,43,3,234,463
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 138","Saint-Gabriel-de-Brandon",117,36,51,8,35,0,247,491
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 139","Mandeville",137,22,43,14,22,4,242,443
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 140","Saint-Gabriel",81,17,16,4,28,6,152,291
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 141","Saint-Gabriel-de-Brandon",144,34,42,9,33,6,268,465
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 141-1","Saint-Gabriel-de-Brandon",125,26,33,6,25,6,221,391
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 142","Saint-Gabriel",75,15,40,5,20,6,161,338
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 143","Saint-Gabriel",61,18,26,1,32,1,139,256
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 144","Saint-Gabriel",73,29,7,1,11,6,127,246
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 144-1","Saint-Gabriel",60,24,23,5,36,5,153,348
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 145","Saint-Gabriel",102,13,25,8,25,3,176,394
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 146","Saint-Gabriel",58,17,12,3,7,2,99,210
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 147","Saint-Gabriel-de-Brandon",117,22,42,10,35,3,229,430
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 148","Saint-Cléophas-de-Brandon",71,29,15,8,20,0,143,230
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 149","Saint-Norbert",110,27,29,11,40,4,221,366
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 150","Saint-Norbert",136,30,35,17,42,5,265,450
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 151","Sainte-Élisabeth",112,29,24,11,28,3,207,356
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 152","Sainte-Élisabeth",131,30,51,3,34,6,255,425
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 153","Sainte-Élisabeth",84,43,29,2,43,5,206,339
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 154","Saint-Barthélémy",106,16,39,5,24,3,193,380
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 155","Saint-Barthélémy",117,18,52,1,23,2,213,414
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 156","Saint-Barthélémy",106,19,77,16,56,2,276,434
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 157","Saint-Barthélémy",99,23,38,2,36,9,207,368
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 158","Saint-Cuthbert",106,32,44,14,26,1,223,427
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 159","Saint-Cuthbert",68,21,34,6,32,5,166,334
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 160","Saint-Cuthbert",126,31,23,17,52,2,251,446
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 161","Saint-Cuthbert",86,14,43,5,27,4,179,317
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 162","Sainte-Geneviève-de-Berthier",61,17,21,5,17,3,124,245
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 163","Sainte-Geneviève-de-Berthier",85,23,37,5,37,3,190,319
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 164","Sainte-Geneviève-de-Berthier",112,28,31,5,38,7,221,387
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 165","Berthierville",43,13,19,2,18,3,98,226
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 166","Berthierville",100,36,38,15,32,7,228,457
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 167","Berthierville",76,14,23,6,23,7,149,405
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 168","Berthierville",83,15,16,3,30,9,156,410
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 169","Berthierville",50,18,18,3,33,0,122,355
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 170","Berthierville",151,39,40,7,86,4,327,533
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 171A","Berthierville",85,27,43,8,68,4,235,452
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 171B","Mobile poll/Bureau itinérant",Merged with No. 510/Fusionné avec le nº 510,,,,,,,36
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 172","Berthierville",83,27,34,9,52,2,207,421
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 173","La Visitation-de-l'Île-Dupas",141,31,41,22,74,1,310,480
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 174","La Visitation-de-l'Île-Dupas",Void/Supprimé,,,,,,,
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 175","Saint-Ignace-de-Loyola",97,25,29,2,50,2,205,337
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 176","Saint-Ignace-de-Loyola",89,35,43,9,53,3,232,395
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 177","Saint-Ignace-de-Loyola",159,43,36,5,56,7,306,459
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 178","Saint-Ignace-de-Loyola",154,39,60,4,55,5,317,470
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 179","Sainte-Geneviève-de-Berthier",132,47,43,16,55,7,300,474
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 180","Sainte-Geneviève-de-Berthier",127,24,32,12,30,7,232,437
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 181","Lanoraie",98,18,39,5,28,2,190,278
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 182","Lanoraie",141,36,37,15,38,6,273,460
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 183","Lanoraie",144,21,22,10,38,5,240,435
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 184","Lanoraie",166,42,25,10,55,7,305,560
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 185","Lanoraie",155,36,49,7,37,2,286,458
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 186","Lanoraie",131,17,30,5,21,1,205,354
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 187","Lanoraie",76,20,29,9,43,2,179,351
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 188","Lanoraie",120,22,17,10,31,2,202,361
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 189","Saint-Antoine-de-Lavaltrie",141,27,33,25,48,2,276,541
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 190","Saint-Antoine-de-Lavaltrie",141,39,41,9,35,7,272,672
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 191","Saint-Antoine-de-Lavaltrie",80,22,31,12,23,4,172,350
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 192","Saint-Antoine-de-Lavaltrie",161,42,20,11,38,11,283,491
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 193","Saint-Antoine-de-Lavaltrie",108,28,35,6,33,5,215,351
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 193-1","Lavaltrie",91,17,24,5,19,2,158,274
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 194","Saint-Antoine-de-Lavaltrie",125,35,26,7,20,5,218,520
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 195","Lavaltrie",97,33,15,4,24,8,181,347
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 195-1","Lavaltrie",98,13,11,1,17,1,141,281
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 196","Lavaltrie",173,38,27,12,43,3,296,553
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 197","Lavaltrie",183,38,20,6,44,9,300,555
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 198","Lavaltrie",113,32,35,10,37,7,234,436
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 199","Lavaltrie",129,41,28,13,20,13,244,528
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 200","Lavaltrie",80,19,25,7,25,5,161,383
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 201","Lavaltrie",123,37,38,4,32,6,240,484
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 202","Lavaltrie",184,43,32,10,25,0,294,567
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 203","Lavaltrie",106,20,17,10,30,3,186,401
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 204","Saint-Antoine-de-Lavaltrie",154,37,41,8,42,3,285,610
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 205","Saint-Antoine-de-Lavaltrie",106,35,25,7,22,7,202,498
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 206","Saint-Antoine-de-Lavaltrie",106,29,34,3,33,5,210,424
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 207","Lavaltrie",117,23,33,3,16,2,194,360
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 400","Trois-Rivières",13,3,50,3,49,4,122,130
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 401","Trois-Rivières",45,12,70,3,60,9,199,228
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 500","Mobile poll/Bureau itinérant",12,2,17,2,28,2,63,74
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 501","Mobile poll/Bureau itinérant",18,8,23,1,31,2,83,131
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 502","Mobile poll/Bureau itinérant",17,1,15,1,28,3,65,100
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 503","Mobile poll/Bureau itinérant",19,3,27,1,28,3,81,131
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 504","Mobile poll/Bureau itinérant",9,1,36,0,30,0,76,93
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 505","Mobile poll/Bureau itinérant",26,5,34,2,39,3,109,151
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 506","Mobile poll/Bureau itinérant",5,0,21,1,7,0,34,115
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 507","Mobile poll/Bureau itinérant",16,5,16,2,22,5,66,110
24008,"Berthier--Maskinongé/Berthier--Maskinongé"," 508","Mobile poll/Bureau itinérant",12,2,6,1,7,0,28,63
