Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,George Barron,Greg Kerr,Ronald Mills,Cindy M. Nesbitt,Robert Thibault,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
12011,"West Nova/Nova-Ouest"," 40","Morristown",45,85,14,5,48,0,197,387
12011,"West Nova/Nova-Ouest"," 41","Port George",35,62,10,1,71,1,180,313
12011,"West Nova/Nova-Ouest"," 42","Margaretsville",33,60,21,2,92,0,208,356
12011,"West Nova/Nova-Ouest"," 43","Melvern Square",29,89,14,0,68,0,200,338
12011,"West Nova/Nova-Ouest"," 44","Melvern Square",27,109,8,1,94,0,239,366
12011,"West Nova/Nova-Ouest"," 45","Melvern Square",29,83,9,5,66,0,192,386
12011,"West Nova/Nova-Ouest"," 46","Wilmot",4,49,1,1,52,1,108,253
12011,"West Nova/Nova-Ouest"," 47","Wilmot",38,87,8,1,85,1,220,456
12011,"West Nova/Nova-Ouest"," 48","Brooklyn",39,87,16,4,83,3,232,421
12011,"West Nova/Nova-Ouest"," 49","Nictaux West",26,79,15,8,76,0,204,328
12011,"West Nova/Nova-Ouest"," 50","Nictaux",38,97,5,6,68,1,215,368
12011,"West Nova/Nova-Ouest"," 51","Nictaux Falls",17,59,10,1,55,0,142,288
12011,"West Nova/Nova-Ouest"," 51-1","Annapolis, Subd. C",25,41,16,6,39,3,130,240
12011,"West Nova/Nova-Ouest"," 52","Middleton",32,59,12,1,81,4,189,423
12011,"West Nova/Nova-Ouest"," 53","Middleton",28,65,12,1,104,0,210,410
12011,"West Nova/Nova-Ouest"," 54","Middleton",16,32,4,0,85,1,138,306
12011,"West Nova/Nova-Ouest"," 55","Middleton",23,68,8,1,58,1,159,293
12011,"West Nova/Nova-Ouest"," 56","Port Lorne",19,34,7,2,42,0,104,194
12011,"West Nova/Nova-Ouest"," 57","Clarence East",32,90,11,3,95,0,231,403
12011,"West Nova/Nova-Ouest"," 58","Lawrencetown",55,82,14,5,84,1,241,388
12011,"West Nova/Nova-Ouest"," 59","South Williamston",25,53,3,2,50,1,134,277
12011,"West Nova/Nova-Ouest"," 60","West Lawrencetown",31,63,10,1,72,0,177,255
12011,"West Nova/Nova-Ouest"," 61","Meadowvale",13,76,11,3,55,0,158,252
12011,"West Nova/Nova-Ouest"," 62","Meadowvale",24,38,5,2,59,0,128,274
12011,"West Nova/Nova-Ouest"," 63","Torbrook",33,71,15,2,62,0,183,318
12011,"West Nova/Nova-Ouest"," 64","Albany",11,38,8,4,26,0,87,164
12011,"West Nova/Nova-Ouest"," 65","Springfield",54,66,11,3,47,1,182,344
12011,"West Nova/Nova-Ouest"," 66","Hampton",31,40,17,1,57,0,146,226
12011,"West Nova/Nova-Ouest"," 67","Clarence West",29,60,12,1,93,4,199,307
12011,"West Nova/Nova-Ouest"," 68","Upper Granville",23,57,15,3,64,0,162,291
12011,"West Nova/Nova-Ouest"," 69","Carleton Corner",22,48,5,2,68,0,145,249
12011,"West Nova/Nova-Ouest"," 70","Carleton Corner",20,63,10,3,80,3,179,307
12011,"West Nova/Nova-Ouest"," 71","Bridgetown",32,95,12,1,103,1,244,442
12011,"West Nova/Nova-Ouest"," 72","Bridgetown",17,65,6,1,83,1,173,364
12011,"West Nova/Nova-Ouest"," 73","Round Hill",29,67,16,1,75,1,189,311
12011,"West Nova/Nova-Ouest"," 74","West Dalhousie",19,15,6,0,15,1,56,108
12011,"West Nova/Nova-Ouest"," 75","Belleisle",15,55,7,2,89,1,169,333
12011,"West Nova/Nova-Ouest"," 76","Young Cove",22,76,4,1,56,0,159,265
12011,"West Nova/Nova-Ouest"," 77","Hillsburn",29,79,7,1,64,26,206,346
12011,"West Nova/Nova-Ouest"," 78","Granville Ferry",32,110,14,4,143,0,303,523
12011,"West Nova/Nova-Ouest"," 79","Port Wade",35,61,6,7,104,1,214,355
12011,"West Nova/Nova-Ouest"," 80","Deep Brook",38,107,6,7,51,0,209,375
12011,"West Nova/Nova-Ouest"," 81","Clementsport",27,71,6,2,55,0,161,313
12011,"West Nova/Nova-Ouest"," 81-1","Annapolis, Subd. A",52,72,3,3,44,0,174,289
12011,"West Nova/Nova-Ouest"," 82","Upper Clements",26,99,11,3,69,0,208,438
12011,"West Nova/Nova-Ouest"," 83","Mochelle",23,111,3,1,71,1,210,329
12011,"West Nova/Nova-Ouest"," 84","Lequille",23,38,4,2,32,2,101,182
12011,"West Nova/Nova-Ouest"," 85","Clementsvale",34,92,9,1,48,0,184,338
12011,"West Nova/Nova-Ouest"," 86","Bear River East",27,30,3,1,43,0,104,185
12011,"West Nova/Nova-Ouest"," 87","Bear River East",25,78,10,1,39,3,156,308
12011,"West Nova/Nova-Ouest"," 88","South Milford",11,40,4,0,21,0,76,170
12011,"West Nova/Nova-Ouest"," 89","Maitland Bridge",8,30,4,0,33,1,76,99
12011,"West Nova/Nova-Ouest"," 90","Annapolis Royal",10,43,8,2,59,0,122,239
12011,"West Nova/Nova-Ouest"," 91","Annapolis Royal",9,54,5,1,61,1,131,212
12011,"West Nova/Nova-Ouest"," 92","Westport",49,34,7,15,27,1,133,203
12011,"West Nova/Nova-Ouest"," 93","Freeport",40,46,4,26,34,2,152,260
12011,"West Nova/Nova-Ouest"," 94","Tiverton",21,26,8,37,49,0,141,206
12011,"West Nova/Nova-Ouest"," 95","East Ferry",17,40,3,25,63,3,151,231
12011,"West Nova/Nova-Ouest"," 96","Sandy Cove",9,30,6,33,42,1,121,243
12011,"West Nova/Nova-Ouest"," 97","Rossway",33,36,7,20,47,1,144,264
12011,"West Nova/Nova-Ouest"," 98","Culloden",38,53,9,7,48,0,155,299
12011,"West Nova/Nova-Ouest"," 99","Mount Pleasant",35,74,12,2,47,0,170,371
12011,"West Nova/Nova-Ouest"," 100","Smiths Cove",42,83,14,6,63,0,208,382
12011,"West Nova/Nova-Ouest"," 101","Bear River",63,59,9,5,63,0,199,373
12011,"West Nova/Nova-Ouest"," 102","Acaciaville",22,44,5,4,25,0,100,219
12011,"West Nova/Nova-Ouest"," 103","Conway",21,58,4,1,30,0,114,275
12011,"West Nova/Nova-Ouest"," 104","Marshalltown",20,39,6,3,33,1,102,254
12011,"West Nova/Nova-Ouest"," 105","Brighton",45,62,5,7,40,1,160,251
12011,"West Nova/Nova-Ouest"," 106","Plympton",47,69,1,14,77,0,208,388
12011,"West Nova/Nova-Ouest"," 107","North Range",50,137,9,5,37,1,239,430
12011,"West Nova/Nova-Ouest"," 108","Morganville",59,23,8,2,23,0,115,231
12011,"West Nova/Nova-Ouest"," 109","Digby",45,72,6,7,53,1,184,339
12011,"West Nova/Nova-Ouest"," 110","Digby",21,58,7,6,52,0,144,284
12011,"West Nova/Nova-Ouest"," 111","Digby",20,55,4,2,44,0,125,267
12011,"West Nova/Nova-Ouest"," 112","Digby",35,53,6,4,40,0,138,318
12011,"West Nova/Nova-Ouest"," 113","Digby",22,48,3,3,33,0,109,230
12011,"West Nova/Nova-Ouest"," 114","Digby",35,49,4,7,50,0,145,280
12011,"West Nova/Nova-Ouest"," 115","Danvers",13,75,6,2,39,0,135,261
12011,"West Nova/Nova-Ouest"," 116","Weymouth",23,65,7,4,51,0,150,316
12011,"West Nova/Nova-Ouest"," 117","Weymouth",66,88,9,7,55,4,229,386
12011,"West Nova/Nova-Ouest"," 118","Ashmore",42,52,5,2,38,1,140,276
12011,"West Nova/Nova-Ouest"," 119","Weymouth North",18,43,2,1,21,0,85,168
12011,"West Nova/Nova-Ouest"," 120","New Edinburgh",47,76,8,5,164,6,306,550
12011,"West Nova/Nova-Ouest"," 121","Belliveaus Cove",21,51,7,6,89,4,178,254
12011,"West Nova/Nova-Ouest"," 122","Grosses Coques",40,51,12,5,129,2,239,270
12011,"West Nova/Nova-Ouest"," 123","Church Point",25,38,5,4,132,3,207,324
12011,"West Nova/Nova-Ouest"," 124","Little Brook",27,58,10,1,88,4,188,258
12011,"West Nova/Nova-Ouest"," 125","Havelock",27,92,2,1,43,0,165,286
12011,"West Nova/Nova-Ouest"," 126","Corberrie",12,71,7,1,29,0,120,181
12011,"West Nova/Nova-Ouest"," 127","Concession",39,55,11,4,177,3,289,440
12011,"West Nova/Nova-Ouest"," 128","Comeauville",26,59,9,4,139,5,242,332
12011,"West Nova/Nova-Ouest"," 129","Saulnierville",47,89,12,2,125,0,275,400
12011,"West Nova/Nova-Ouest"," 130","Saulnierville",13,42,5,2,63,2,127,184
12011,"West Nova/Nova-Ouest"," 131","Saulnierville Station",45,88,10,4,139,3,289,404
12011,"West Nova/Nova-Ouest"," 132","Lower Saulnierville",44,110,17,10,120,12,313,454
12011,"West Nova/Nova-Ouest"," 133","Meteghan River",35,51,8,3,79,3,179,235
12011,"West Nova/Nova-Ouest"," 134","Meteghan Centre",26,49,5,5,102,0,187,283
12011,"West Nova/Nova-Ouest"," 135A","Meteghan",43,41,8,2,89,4,187,250
12011,"West Nova/Nova-Ouest"," 135B","Mobile poll/Bureau itinérant",2,15,2,1,33,1,54,77
12011,"West Nova/Nova-Ouest"," 136","Meteghan",35,73,13,3,136,10,270,398
12011,"West Nova/Nova-Ouest"," 137","St. Martin",38,81,12,3,75,4,213,310
12011,"West Nova/Nova-Ouest"," 138","St. Alphonse",35,75,17,4,72,3,206,278
12011,"West Nova/Nova-Ouest"," 139","Cape St. Marys",34,50,9,8,66,2,169,248
12011,"West Nova/Nova-Ouest"," 140","Salmon River",53,50,12,7,109,3,234,348
12011,"West Nova/Nova-Ouest"," 141","Hectanooga",37,78,11,3,82,3,214,324
12011,"West Nova/Nova-Ouest"," 142","Pleasant Valley",30,70,3,5,43,0,151,216
12011,"West Nova/Nova-Ouest"," 143","Brazil Lake",34,120,14,3,36,0,207,373
12011,"West Nova/Nova-Ouest"," 144","Brenton",62,141,12,4,74,0,293,488
12011,"West Nova/Nova-Ouest"," 145","Port Maitland",40,79,19,7,64,0,209,325
12011,"West Nova/Nova-Ouest"," 146","Sandford",30,83,13,2,53,1,182,311
12011,"West Nova/Nova-Ouest"," 147","Pembroke",42,74,6,2,42,0,166,294
12011,"West Nova/Nova-Ouest"," 148","Wellington",44,99,9,2,58,0,212,335
12011,"West Nova/Nova-Ouest"," 149","South Ohio",40,119,11,4,46,1,221,387
12011,"West Nova/Nova-Ouest"," 150","Greenville",38,79,6,6,49,1,179,356
12011,"West Nova/Nova-Ouest"," 151","Brooklyn",31,58,9,7,40,0,145,355
12011,"West Nova/Nova-Ouest"," 152","Dayton",24,85,10,2,78,5,204,382
12011,"West Nova/Nova-Ouest"," 153","Hebron",64,103,21,2,73,1,264,446
12011,"West Nova/Nova-Ouest"," 154","North Chegoggin",33,106,10,2,66,2,219,397
12011,"West Nova/Nova-Ouest"," 155","South Chegoggin",55,105,7,2,67,1,237,409
12011,"West Nova/Nova-Ouest"," 156","Overton",19,100,8,0,52,0,179,286
12011,"West Nova/Nova-Ouest"," 157","Sand Beach",51,96,18,7,93,0,265,444
12011,"West Nova/Nova-Ouest"," 158","Kelleys Cove",40,92,7,3,66,1,209,366
12011,"West Nova/Nova-Ouest"," 159","Pinkneys Point",51,102,11,6,54,0,224,359
12011,"West Nova/Nova-Ouest"," 160","Arcadia",31,66,12,5,48,1,163,248
12011,"West Nova/Nova-Ouest"," 161","Arcadia",38,87,11,4,49,3,192,286
12011,"West Nova/Nova-Ouest"," 162","Yarmouth",38,123,12,2,95,4,274,513
12011,"West Nova/Nova-Ouest"," 163","Yarmouth",47,152,18,4,137,2,360,537
12011,"West Nova/Nova-Ouest"," 164","Yarmouth",43,92,13,1,63,2,214,415
12011,"West Nova/Nova-Ouest"," 165","Yarmouth",24,47,9,0,75,3,158,313
12011,"West Nova/Nova-Ouest"," 166","Yarmouth",25,66,10,3,68,1,173,337
12011,"West Nova/Nova-Ouest"," 167","Yarmouth",45,75,13,3,98,2,236,408
12011,"West Nova/Nova-Ouest"," 168","Yarmouth",35,61,11,0,46,0,153,266
12011,"West Nova/Nova-Ouest"," 169","Yarmouth",28,53,9,3,64,0,157,368
12011,"West Nova/Nova-Ouest"," 170","Yarmouth",23,39,6,1,44,1,114,308
12011,"West Nova/Nova-Ouest"," 171","Yarmouth",33,33,5,2,29,0,102,281
12011,"West Nova/Nova-Ouest"," 172","Yarmouth",31,57,11,2,62,0,163,303
12011,"West Nova/Nova-Ouest"," 173","Yarmouth",21,35,3,3,38,0,100,328
12011,"West Nova/Nova-Ouest"," 174","Yarmouth",46,61,7,1,48,1,164,353
12011,"West Nova/Nova-Ouest"," 175","Yarmouth",56,51,10,1,57,1,176,388
12011,"West Nova/Nova-Ouest"," 176","Yarmouth",60,62,4,7,31,5,169,443
12011,"West Nova/Nova-Ouest"," 177","Raynardton",36,102,21,4,71,0,234,381
12011,"West Nova/Nova-Ouest"," 178","Carleton",58,139,19,3,45,0,264,355
12011,"West Nova/Nova-Ouest"," 179","Kemptville",22,81,9,1,64,0,177,237
12011,"West Nova/Nova-Ouest"," 180","Quinan",52,66,13,6,55,1,193,307
12011,"West Nova/Nova-Ouest"," 181","Belleville",34,94,9,7,53,1,198,319
12011,"West Nova/Nova-Ouest"," 182","Ste. Anne du Ruisseau",50,86,9,3,72,1,221,321
12011,"West Nova/Nova-Ouest"," 183","Tusket",46,57,5,0,74,1,183,327
12011,"West Nova/Nova-Ouest"," 184","Hubbards Point",46,117,14,3,73,1,254,412
12011,"West Nova/Nova-Ouest"," 185","Sluice Point",27,63,3,5,52,2,152,217
12011,"West Nova/Nova-Ouest"," 186","Amiraults Hill",19,62,7,2,70,1,161,229
12011,"West Nova/Nova-Ouest"," 187","Plymouth",36,99,3,5,88,2,233,337
12011,"West Nova/Nova-Ouest"," 188","Comeaus Hill",33,57,8,3,46,2,149,228
12011,"West Nova/Nova-Ouest"," 189","Upper Wedgeport",23,76,10,12,71,1,193,276
12011,"West Nova/Nova-Ouest"," 190","Wedgeport",50,64,11,9,120,0,254,377
12011,"West Nova/Nova-Ouest"," 191","Lower Wedgeport",43,91,17,9,124,1,285,407
12011,"West Nova/Nova-Ouest"," 192","Surettes Island",24,52,4,2,57,1,140,167
12011,"West Nova/Nova-Ouest"," 193","Central Argyle",29,125,10,2,43,0,209,311
12011,"West Nova/Nova-Ouest"," 194","Pubnico",32,126,10,3,48,2,221,324
12011,"West Nova/Nova-Ouest"," 195","Upper West Pubnico",22,106,12,3,88,3,234,359
12011,"West Nova/Nova-Ouest"," 196","Middle West Pubnico",42,112,6,5,113,1,279,411
12011,"West Nova/Nova-Ouest"," 197","Middle West Pubnico",26,123,5,6,105,2,267,365
12011,"West Nova/Nova-Ouest"," 198","Lower West Pubnico",25,125,8,5,110,1,274,386
12011,"West Nova/Nova-Ouest"," 199","East Pubnico",34,200,14,5,56,0,309,441
12011,"West Nova/Nova-Ouest"," 400","Waterville",7,15,7,7,12,4,52,165
12011,"West Nova/Nova-Ouest"," 500","Mobile poll/Bureau itinérant",7,41,6,2,45,3,104,196
12011,"West Nova/Nova-Ouest"," 501","Mobile poll/Bureau itinérant",3,11,3,4,27,2,50,106
12011,"West Nova/Nova-Ouest"," 502A","Mobile poll/Bureau itinérant",3,12,2,5,48,3,73,60
12011,"West Nova/Nova-Ouest"," 502B","Mobile poll/Bureau itinérant",Merged with No. 135B/Fusionné avec le nº 135B,,,,,,,32
12011,"West Nova/Nova-Ouest"," 503A","Mobile poll/Bureau itinérant",8,19,5,1,38,4,75,159
12011,"West Nova/Nova-Ouest"," 503B","Mobile poll/Bureau itinérant",Merged with No. 502A/Fusionné avec le nº 502A,,,,,,,36
12011,"West Nova/Nova-Ouest"," 504","Mobile poll/Bureau itinérant",6,28,2,1,30,1,68,79
12011,"West Nova/Nova-Ouest"," 600","Berwick",39,149,20,1,100,1,310,
12011,"West Nova/Nova-Ouest"," 601","Nictaux",22,87,16,0,80,0,205,
12011,"West Nova/Nova-Ouest"," 602","Kingston",37,108,14,3,134,0,296,
12011,"West Nova/Nova-Ouest"," 603","Middleton",52,211,18,4,240,0,525,
12011,"West Nova/Nova-Ouest"," 604","Bridgetown",9,80,5,1,96,0,191,
12011,"West Nova/Nova-Ouest"," 605","Annapolis Royal",29,181,20,2,131,0,363,
12011,"West Nova/Nova-Ouest"," 606","Digby",42,170,6,17,119,4,358,
12011,"West Nova/Nova-Ouest"," 607","Weymouth",16,67,10,1,83,2,179,
12011,"West Nova/Nova-Ouest"," 608","Meteghan",48,109,16,4,164,6,347,
12011,"West Nova/Nova-Ouest"," 609","Arcadia",28,145,3,4,88,3,271,
12011,"West Nova/Nova-Ouest"," 610","Yarmouth",34,97,6,1,127,2,267,
12011,"West Nova/Nova-Ouest"," 611","Amiraults Hill",18,66,3,4,69,0,160,
12011,"West Nova/Nova-Ouest"," 612","Middle West Pubnico",8,58,1,2,54,0,123,
12011,"West Nova/Nova-Ouest",,Group 1/Groupe 1,27,195,20,9,77,7,335,1024
12011,"West Nova/Nova-Ouest",,Group 2/Groupe 2,71,262,18,7,357,9,724,

