Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Carlos Santos Almeida,Chester Brown,Olivia Chow,Val Illie,Christine Innes,Stephen La Frenie,Christine McGirr,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35095,"Trinity--Spadina/Trinity--Spadina"," 20","Toronto",1,0,28,1,32,11,7,0,80,156
35095,"Trinity--Spadina/Trinity--Spadina"," 21","Toronto",0,0,112,0,82,29,25,0,248,440
35095,"Trinity--Spadina/Trinity--Spadina"," 22","Toronto",1,3,108,0,82,23,18,1,236,455
35095,"Trinity--Spadina/Trinity--Spadina"," 23","Toronto",0,0,51,0,63,20,16,0,150,283
35095,"Trinity--Spadina/Trinity--Spadina"," 24","Toronto",0,3,75,0,79,21,19,2,199,331
35095,"Trinity--Spadina/Trinity--Spadina"," 25","Toronto",0,2,62,0,63,15,11,0,153,275
35095,"Trinity--Spadina/Trinity--Spadina"," 26","Toronto",0,1,64,1,90,16,14,0,186,304
35095,"Trinity--Spadina/Trinity--Spadina"," 27","Toronto",0,1,65,0,58,11,8,0,143,235
35095,"Trinity--Spadina/Trinity--Spadina"," 28","Toronto",0,2,56,1,54,23,13,1,150,256
35095,"Trinity--Spadina/Trinity--Spadina"," 29","Toronto",0,2,72,1,70,27,17,1,190,375
35095,"Trinity--Spadina/Trinity--Spadina"," 30","Toronto",0,1,78,0,60,23,31,1,194,328
35095,"Trinity--Spadina/Trinity--Spadina"," 31","Toronto",0,0,130,3,89,20,29,2,273,382
35095,"Trinity--Spadina/Trinity--Spadina"," 32","Toronto",0,0,78,0,66,8,17,0,169,292
35095,"Trinity--Spadina/Trinity--Spadina"," 33","Toronto",0,0,66,0,60,13,15,0,154,256
35095,"Trinity--Spadina/Trinity--Spadina"," 34","Toronto",0,1,82,0,100,20,25,0,228,409
35095,"Trinity--Spadina/Trinity--Spadina"," 35","Toronto",0,1,99,0,66,28,17,2,213,390
35095,"Trinity--Spadina/Trinity--Spadina"," 36","Toronto",1,4,114,0,80,28,9,1,237,388
35095,"Trinity--Spadina/Trinity--Spadina"," 37","Toronto",0,1,62,0,92,25,11,0,191,370
35095,"Trinity--Spadina/Trinity--Spadina"," 38","Toronto",1,1,63,0,48,27,4,0,144,250
35095,"Trinity--Spadina/Trinity--Spadina"," 39","Toronto",0,0,88,0,62,22,16,0,188,350
35095,"Trinity--Spadina/Trinity--Spadina"," 40","Toronto",0,3,128,0,88,25,28,0,272,487
35095,"Trinity--Spadina/Trinity--Spadina"," 41","Toronto",0,1,53,0,44,10,12,0,120,243
35095,"Trinity--Spadina/Trinity--Spadina"," 42","Toronto",1,3,97,0,72,20,24,2,219,441
35095,"Trinity--Spadina/Trinity--Spadina"," 43","Toronto",0,0,90,0,94,19,26,1,230,417
35095,"Trinity--Spadina/Trinity--Spadina"," 44","Toronto",0,3,51,0,75,18,43,1,191,360
35095,"Trinity--Spadina/Trinity--Spadina"," 45","Toronto",1,2,59,0,87,17,44,1,211,377
35095,"Trinity--Spadina/Trinity--Spadina"," 46","Toronto",0,2,30,0,82,25,36,0,175,306
35095,"Trinity--Spadina/Trinity--Spadina"," 47","Toronto",0,2,21,0,52,12,71,0,158,328
35095,"Trinity--Spadina/Trinity--Spadina"," 48","Toronto",0,0,42,0,79,13,43,0,177,321
35095,"Trinity--Spadina/Trinity--Spadina"," 49","Toronto",0,1,72,0,70,11,13,0,167,343
35095,"Trinity--Spadina/Trinity--Spadina"," 50","Toronto",1,0,43,0,69,9,16,0,138,207
35095,"Trinity--Spadina/Trinity--Spadina"," 50-1","Toronto",0,1,86,0,81,20,22,0,210,387
35095,"Trinity--Spadina/Trinity--Spadina"," 51","Toronto",0,0,58,2,120,10,36,4,230,436
35095,"Trinity--Spadina/Trinity--Spadina"," 52","Toronto",0,1,50,0,106,15,52,0,224,394
35095,"Trinity--Spadina/Trinity--Spadina"," 53","Toronto",0,1,40,1,63,14,37,0,156,259
35095,"Trinity--Spadina/Trinity--Spadina"," 54","Toronto",0,1,101,0,87,30,40,3,262,495
35095,"Trinity--Spadina/Trinity--Spadina"," 54-1","Toronto",0,2,50,0,47,10,10,0,119,191
35095,"Trinity--Spadina/Trinity--Spadina"," 55","Toronto",0,6,101,0,149,27,60,1,344,411
35095,"Trinity--Spadina/Trinity--Spadina"," 55-1","Toronto",0,0,78,0,60,17,23,1,179,228
35095,"Trinity--Spadina/Trinity--Spadina"," 56","Toronto",0,4,140,0,77,32,21,3,277,535
35095,"Trinity--Spadina/Trinity--Spadina"," 57A","Toronto",1,1,93,1,42,19,8,1,166,315
35095,"Trinity--Spadina/Trinity--Spadina"," 57B","Toronto",2,1,59,0,31,14,12,2,121,229
35095,"Trinity--Spadina/Trinity--Spadina"," 58","Toronto",1,1,101,4,71,15,13,0,206,335
35095,"Trinity--Spadina/Trinity--Spadina"," 59A","Toronto",1,1,78,0,67,20,21,3,191,290
35095,"Trinity--Spadina/Trinity--Spadina"," 59B","Toronto",0,0,67,0,42,13,13,0,135,258
35095,"Trinity--Spadina/Trinity--Spadina"," 60","Toronto",3,0,127,2,87,22,17,2,260,445
35095,"Trinity--Spadina/Trinity--Spadina"," 61","Toronto",1,4,122,2,123,35,17,5,309,509
35095,"Trinity--Spadina/Trinity--Spadina"," 62","Toronto",3,1,74,1,59,21,14,2,175,294
35095,"Trinity--Spadina/Trinity--Spadina"," 63","Toronto",0,0,98,1,81,11,21,3,215,346
35095,"Trinity--Spadina/Trinity--Spadina"," 64","Toronto",2,2,92,1,98,30,39,2,266,493
35095,"Trinity--Spadina/Trinity--Spadina"," 65","Toronto",0,1,97,1,47,24,11,1,182,304
35095,"Trinity--Spadina/Trinity--Spadina"," 66","Toronto",0,0,108,0,53,17,15,2,195,338
35095,"Trinity--Spadina/Trinity--Spadina"," 67","Toronto",5,6,132,3,88,34,27,3,298,484
35095,"Trinity--Spadina/Trinity--Spadina"," 68","Toronto",1,3,72,0,73,14,17,2,182,295
35095,"Trinity--Spadina/Trinity--Spadina"," 69","Toronto",0,1,78,0,62,18,7,0,166,269
35095,"Trinity--Spadina/Trinity--Spadina"," 70","Toronto",0,3,89,0,98,42,21,1,254,436
35095,"Trinity--Spadina/Trinity--Spadina"," 71","Toronto",0,1,91,0,73,14,13,0,192,298
35095,"Trinity--Spadina/Trinity--Spadina"," 72","Toronto",2,1,90,0,74,20,14,0,201,340
35095,"Trinity--Spadina/Trinity--Spadina"," 73","Toronto",0,0,80,1,88,19,28,0,216,392
35095,"Trinity--Spadina/Trinity--Spadina"," 74","Toronto",0,0,109,0,90,26,20,1,246,474
35095,"Trinity--Spadina/Trinity--Spadina"," 75","Toronto",2,0,54,1,32,18,13,0,120,226
35095,"Trinity--Spadina/Trinity--Spadina"," 76","Toronto",0,0,64,0,57,18,14,0,153,232
35095,"Trinity--Spadina/Trinity--Spadina"," 77","Toronto",0,1,52,0,65,19,11,0,148,233
35095,"Trinity--Spadina/Trinity--Spadina"," 78","Toronto",1,2,119,0,59,25,14,0,220,461
35095,"Trinity--Spadina/Trinity--Spadina"," 79","Toronto",0,1,63,0,52,20,11,0,147,324
35095,"Trinity--Spadina/Trinity--Spadina"," 80","Toronto",1,4,96,0,70,19,19,1,210,376
35095,"Trinity--Spadina/Trinity--Spadina"," 81","Toronto",0,0,88,2,62,20,7,1,180,303
35095,"Trinity--Spadina/Trinity--Spadina"," 82","Toronto",0,0,57,0,66,25,13,0,161,271
35095,"Trinity--Spadina/Trinity--Spadina"," 83","Toronto",0,0,69,0,61,21,2,1,154,270
35095,"Trinity--Spadina/Trinity--Spadina"," 84","Toronto",1,2,57,1,42,17,11,1,132,256
35095,"Trinity--Spadina/Trinity--Spadina"," 85","Toronto",0,0,83,0,72,11,8,0,174,292
35095,"Trinity--Spadina/Trinity--Spadina"," 86","Toronto",0,3,102,0,59,16,9,2,191,332
35095,"Trinity--Spadina/Trinity--Spadina"," 86-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 87","Toronto",0,1,67,0,59,9,13,1,150,262
35095,"Trinity--Spadina/Trinity--Spadina"," 88","Toronto",0,4,122,3,87,30,16,2,264,469
35095,"Trinity--Spadina/Trinity--Spadina"," 89","Toronto",0,1,72,0,59,20,6,0,158,320
35095,"Trinity--Spadina/Trinity--Spadina"," 90","Toronto",0,1,83,0,69,23,21,0,197,363
35095,"Trinity--Spadina/Trinity--Spadina"," 91","Toronto",0,3,79,0,57,28,33,0,200,346
35095,"Trinity--Spadina/Trinity--Spadina"," 92A","Toronto",2,4,132,0,109,28,20,0,295,509
35095,"Trinity--Spadina/Trinity--Spadina"," 92B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,,13
35095,"Trinity--Spadina/Trinity--Spadina"," 93","Toronto",8,3,126,1,92,28,23,7,288,536
35095,"Trinity--Spadina/Trinity--Spadina"," 94","Toronto",2,2,135,3,88,20,20,0,270,477
35095,"Trinity--Spadina/Trinity--Spadina"," 94-1","Toronto",6,4,104,0,85,20,32,3,254,472
35095,"Trinity--Spadina/Trinity--Spadina"," 95","Toronto",2,3,101,1,88,23,25,1,244,428
35095,"Trinity--Spadina/Trinity--Spadina"," 96","Toronto",2,2,85,0,71,21,21,3,205,405
35095,"Trinity--Spadina/Trinity--Spadina"," 97","Toronto",2,3,118,0,81,24,22,1,251,408
35095,"Trinity--Spadina/Trinity--Spadina"," 98","Toronto",0,0,102,0,111,24,26,2,265,500
35095,"Trinity--Spadina/Trinity--Spadina"," 99","Toronto",1,0,116,0,102,18,20,0,257,474
35095,"Trinity--Spadina/Trinity--Spadina"," 100","Toronto",0,2,101,2,97,15,15,3,235,422
35095,"Trinity--Spadina/Trinity--Spadina"," 101","Toronto",1,3,73,0,107,29,18,1,232,390
35095,"Trinity--Spadina/Trinity--Spadina"," 102","Toronto",1,1,92,0,62,20,12,1,189,363
35095,"Trinity--Spadina/Trinity--Spadina"," 103","Toronto",0,1,100,0,71,25,19,1,217,409
35095,"Trinity--Spadina/Trinity--Spadina"," 104","Toronto",1,1,148,2,98,16,8,2,276,508
35095,"Trinity--Spadina/Trinity--Spadina"," 105","Toronto",1,3,112,1,103,26,16,2,264,493
35095,"Trinity--Spadina/Trinity--Spadina"," 106","Toronto",0,0,92,3,77,11,5,2,190,396
35095,"Trinity--Spadina/Trinity--Spadina"," 107","Toronto",3,0,107,0,74,27,21,1,233,372
35095,"Trinity--Spadina/Trinity--Spadina"," 108","Toronto",0,1,52,0,56,15,12,0,136,282
35095,"Trinity--Spadina/Trinity--Spadina"," 109","Toronto",1,1,79,0,71,14,16,0,182,353
35095,"Trinity--Spadina/Trinity--Spadina"," 110","Toronto",1,2,82,0,78,16,9,3,191,363
35095,"Trinity--Spadina/Trinity--Spadina"," 111A","Toronto",0,0,63,0,60,24,6,0,153,268
35095,"Trinity--Spadina/Trinity--Spadina"," 111B","Toronto",1,0,62,1,53,12,7,0,136,267
35095,"Trinity--Spadina/Trinity--Spadina"," 112","Toronto",0,6,116,0,87,19,19,0,247,455
35095,"Trinity--Spadina/Trinity--Spadina"," 113","Toronto",3,1,88,0,112,18,27,2,251,501
35095,"Trinity--Spadina/Trinity--Spadina"," 114","Toronto",1,1,129,1,51,19,11,4,217,503
35095,"Trinity--Spadina/Trinity--Spadina"," 115","Toronto",1,3,118,0,92,14,12,1,241,487
35095,"Trinity--Spadina/Trinity--Spadina"," 116","Toronto",1,0,164,0,55,21,19,2,262,427
35095,"Trinity--Spadina/Trinity--Spadina"," 117","Toronto",1,0,115,4,91,13,6,6,236,413
35095,"Trinity--Spadina/Trinity--Spadina"," 118","Toronto",0,1,123,0,80,37,11,4,256,461
35095,"Trinity--Spadina/Trinity--Spadina"," 119","Toronto",1,0,134,0,93,35,19,0,282,475
35095,"Trinity--Spadina/Trinity--Spadina"," 120","Toronto",1,2,110,0,65,20,20,2,220,390
35095,"Trinity--Spadina/Trinity--Spadina"," 121","Toronto",2,2,51,1,39,10,19,0,124,364
35095,"Trinity--Spadina/Trinity--Spadina"," 122","Toronto",Merged with No. 123/Fusionné avec le nº 123,,,,,,,,,43
35095,"Trinity--Spadina/Trinity--Spadina"," 123","Toronto",0,2,49,0,47,12,21,0,131,240
35095,"Trinity--Spadina/Trinity--Spadina"," 124","Toronto",1,3,37,1,22,2,5,0,71,133
35095,"Trinity--Spadina/Trinity--Spadina"," 124-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 125","Toronto",1,3,79,1,56,17,17,4,178,371
35095,"Trinity--Spadina/Trinity--Spadina"," 126","Toronto",0,1,146,0,98,28,11,0,284,534
35095,"Trinity--Spadina/Trinity--Spadina"," 127","Toronto",1,8,142,0,38,17,7,2,215,418
35095,"Trinity--Spadina/Trinity--Spadina"," 128","Toronto",0,2,106,0,63,33,10,2,216,386
35095,"Trinity--Spadina/Trinity--Spadina"," 129","Toronto",1,1,117,2,70,20,19,3,233,491
35095,"Trinity--Spadina/Trinity--Spadina"," 130","Toronto",0,5,111,0,56,12,13,1,198,367
35095,"Trinity--Spadina/Trinity--Spadina"," 130-1","Toronto",1,2,56,0,57,12,18,0,146,252
35095,"Trinity--Spadina/Trinity--Spadina"," 131","Toronto",0,2,88,0,62,23,20,1,196,382
35095,"Trinity--Spadina/Trinity--Spadina"," 132A","Toronto",1,3,54,0,45,2,8,2,115,271
35095,"Trinity--Spadina/Trinity--Spadina"," 132B","Toronto",0,3,61,0,34,1,8,3,110,256
35095,"Trinity--Spadina/Trinity--Spadina"," 133","Toronto",5,2,106,4,57,2,26,15,217,340
35095,"Trinity--Spadina/Trinity--Spadina"," 134A","Toronto",1,1,69,0,58,6,3,0,138,303
35095,"Trinity--Spadina/Trinity--Spadina"," 134B","Toronto",1,1,43,0,33,4,3,0,85,228
35095,"Trinity--Spadina/Trinity--Spadina"," 135","Toronto",1,3,91,1,55,9,4,1,165,379
35095,"Trinity--Spadina/Trinity--Spadina"," 136","Toronto",2,1,70,0,54,8,18,1,154,399
35095,"Trinity--Spadina/Trinity--Spadina"," 137A","Toronto",1,0,91,0,65,11,17,1,186,344
35095,"Trinity--Spadina/Trinity--Spadina"," 137B","Toronto",0,0,43,0,52,22,13,0,130,260
35095,"Trinity--Spadina/Trinity--Spadina"," 138","Toronto",0,0,40,0,79,15,23,1,158,284
35095,"Trinity--Spadina/Trinity--Spadina"," 139","Toronto",0,1,88,1,58,22,15,1,186,356
35095,"Trinity--Spadina/Trinity--Spadina"," 140","Toronto",0,1,84,0,54,7,19,3,168,365
35095,"Trinity--Spadina/Trinity--Spadina"," 141","Toronto",1,4,93,0,88,25,29,3,243,500
35095,"Trinity--Spadina/Trinity--Spadina"," 142","Toronto",0,3,79,0,52,18,20,0,172,344
35095,"Trinity--Spadina/Trinity--Spadina"," 143","Toronto",0,0,31,0,24,5,10,2,72,147
35095,"Trinity--Spadina/Trinity--Spadina"," 144","Toronto",1,1,66,0,44,12,9,0,133,344
35095,"Trinity--Spadina/Trinity--Spadina"," 145","Toronto",0,0,22,0,12,10,4,0,48,245
35095,"Trinity--Spadina/Trinity--Spadina"," 146","Toronto",1,0,45,0,58,9,14,1,128,286
35095,"Trinity--Spadina/Trinity--Spadina"," 147","Toronto",1,0,110,0,71,21,22,2,227,480
35095,"Trinity--Spadina/Trinity--Spadina"," 148","Toronto",0,2,68,0,101,25,39,2,237,500
35095,"Trinity--Spadina/Trinity--Spadina"," 149","Toronto",0,1,43,0,63,7,21,1,136,260
35095,"Trinity--Spadina/Trinity--Spadina"," 150","Toronto",2,1,106,0,110,31,39,2,291,461
35095,"Trinity--Spadina/Trinity--Spadina"," 151","Toronto",0,0,75,0,65,13,16,0,169,328
35095,"Trinity--Spadina/Trinity--Spadina"," 152","Toronto",0,0,58,0,28,14,6,1,107,213
35095,"Trinity--Spadina/Trinity--Spadina"," 153","Toronto",3,1,96,2,91,14,21,0,228,423
35095,"Trinity--Spadina/Trinity--Spadina"," 154","Toronto",1,2,76,0,90,25,32,0,226,306
35095,"Trinity--Spadina/Trinity--Spadina"," 155","Toronto",0,3,119,3,95,22,27,3,272,442
35095,"Trinity--Spadina/Trinity--Spadina"," 156","Toronto",0,0,99,1,71,28,34,2,235,472
35095,"Trinity--Spadina/Trinity--Spadina"," 156-1","Toronto",0,1,60,0,61,28,30,0,180,307
35095,"Trinity--Spadina/Trinity--Spadina"," 157","Toronto",0,1,49,0,47,14,15,0,126,237
35095,"Trinity--Spadina/Trinity--Spadina"," 157-1","Toronto",0,0,45,0,34,9,13,2,103,212
35095,"Trinity--Spadina/Trinity--Spadina"," 158","Toronto",0,2,69,0,87,25,25,1,209,417
35095,"Trinity--Spadina/Trinity--Spadina"," 159","Toronto",0,5,116,1,78,25,24,4,253,500
35095,"Trinity--Spadina/Trinity--Spadina"," 160A","Toronto",0,0,70,0,56,23,36,0,185,386
35095,"Trinity--Spadina/Trinity--Spadina"," 160B","Toronto",0,1,87,0,44,17,20,2,171,304
35095,"Trinity--Spadina/Trinity--Spadina"," 161","Toronto",0,0,66,0,73,22,31,0,192,337
35095,"Trinity--Spadina/Trinity--Spadina"," 162","Toronto",0,0,71,0,49,17,25,1,163,305
35095,"Trinity--Spadina/Trinity--Spadina"," 163","Toronto",0,2,51,0,52,15,33,0,153,312
35095,"Trinity--Spadina/Trinity--Spadina"," 164","Toronto",1,1,55,1,42,27,20,0,147,263
35095,"Trinity--Spadina/Trinity--Spadina"," 165","Toronto",0,0,96,0,101,22,54,3,276,463
35095,"Trinity--Spadina/Trinity--Spadina"," 166","Toronto",1,0,83,0,94,24,31,1,234,400
35095,"Trinity--Spadina/Trinity--Spadina"," 167","Toronto",Merged with No. 168/Fusionné avec le nº 168,,,,,,,,,34
35095,"Trinity--Spadina/Trinity--Spadina"," 168","Toronto",0,0,57,0,64,14,21,0,156,261
35095,"Trinity--Spadina/Trinity--Spadina"," 169","Toronto",0,0,26,0,18,16,15,0,75,147
35095,"Trinity--Spadina/Trinity--Spadina"," 170","Toronto",0,1,88,0,79,35,29,0,232,410
35095,"Trinity--Spadina/Trinity--Spadina"," 171","Toronto",1,0,67,0,36,19,11,2,136,246
35095,"Trinity--Spadina/Trinity--Spadina"," 172","Toronto",Merged with No. 174/Fusionné avec le nº 174,,,,,,,,,78
35095,"Trinity--Spadina/Trinity--Spadina"," 173B","Toronto",0,1,37,0,33,15,17,0,103,279
35095,"Trinity--Spadina/Trinity--Spadina"," 173C","Toronto",0,2,27,0,30,9,29,0,97,246
35095,"Trinity--Spadina/Trinity--Spadina"," 174","Toronto",0,0,23,0,43,8,29,1,104,113
35095,"Trinity--Spadina/Trinity--Spadina"," 175","Toronto",Merged with No. 422/Fusionné avec le nº 422,,,,,,,,,10
35095,"Trinity--Spadina/Trinity--Spadina"," 176","Toronto",0,1,14,0,30,4,33,0,82,179
35095,"Trinity--Spadina/Trinity--Spadina"," 177","Toronto",0,0,23,0,33,7,26,0,89,230
35095,"Trinity--Spadina/Trinity--Spadina"," 178","Toronto",0,1,120,0,57,13,6,0,197,408
35095,"Trinity--Spadina/Trinity--Spadina"," 179","Toronto",0,1,162,0,64,30,11,0,268,471
35095,"Trinity--Spadina/Trinity--Spadina"," 180","Toronto",1,1,57,0,48,11,41,1,160,314
35095,"Trinity--Spadina/Trinity--Spadina"," 181","Toronto",1,3,238,0,36,28,20,0,326,493
35095,"Trinity--Spadina/Trinity--Spadina"," 400","Toronto",1,7,116,1,90,12,25,4,256,446
35095,"Trinity--Spadina/Trinity--Spadina"," 401","Toronto",0,0,9,1,26,5,65,0,106,185
35095,"Trinity--Spadina/Trinity--Spadina"," 402","Toronto",0,4,38,0,38,11,7,1,99,108
35095,"Trinity--Spadina/Trinity--Spadina"," 403","Toronto",1,1,87,0,65,8,24,2,188,326
35095,"Trinity--Spadina/Trinity--Spadina"," 404","Toronto",0,1,37,0,62,5,34,0,139,270
35095,"Trinity--Spadina/Trinity--Spadina"," 405","Toronto",0,1,31,1,48,0,21,0,102,250
35095,"Trinity--Spadina/Trinity--Spadina"," 406","Toronto",0,2,52,0,43,14,25,1,137,238
35095,"Trinity--Spadina/Trinity--Spadina"," 406-1","Toronto",0,2,41,0,46,10,28,1,128,241
35095,"Trinity--Spadina/Trinity--Spadina"," 406-2","Toronto",0,1,36,1,50,15,11,0,114,197
35095,"Trinity--Spadina/Trinity--Spadina"," 407","Toronto",0,2,39,3,101,8,33,2,188,323
35095,"Trinity--Spadina/Trinity--Spadina"," 408","Toronto",0,4,77,1,107,27,53,2,271,393
35095,"Trinity--Spadina/Trinity--Spadina"," 409","Toronto",0,3,31,0,41,21,25,0,121,142
35095,"Trinity--Spadina/Trinity--Spadina"," 410","Toronto",4,5,67,1,32,7,9,3,128,232
35095,"Trinity--Spadina/Trinity--Spadina"," 411","Toronto",0,4,76,0,67,25,40,1,213,306
35095,"Trinity--Spadina/Trinity--Spadina"," 412","Toronto",0,2,75,0,54,12,36,0,179,250
35095,"Trinity--Spadina/Trinity--Spadina"," 413","Toronto",0,1,70,1,85,18,50,0,225,298
35095,"Trinity--Spadina/Trinity--Spadina"," 414","Toronto",1,2,85,2,60,27,47,1,225,343
35095,"Trinity--Spadina/Trinity--Spadina"," 414-1","Toronto",0,2,54,0,69,15,33,1,174,237
35095,"Trinity--Spadina/Trinity--Spadina"," 415","Toronto",0,3,28,1,64,13,44,1,154,249
35095,"Trinity--Spadina/Trinity--Spadina"," 415-1","Toronto",0,3,54,0,52,16,81,0,206,326
35095,"Trinity--Spadina/Trinity--Spadina"," 416","Toronto",0,0,37,0,62,11,54,0,164,306
35095,"Trinity--Spadina/Trinity--Spadina"," 417","Toronto",0,0,46,0,68,9,46,4,173,312
35095,"Trinity--Spadina/Trinity--Spadina"," 418","Toronto",0,5,117,0,99,36,68,0,325,505
35095,"Trinity--Spadina/Trinity--Spadina"," 418-1","Toronto",2,6,104,0,72,29,55,2,270,461
35095,"Trinity--Spadina/Trinity--Spadina"," 418-2","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 418-3","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 419","Toronto",0,1,51,0,60,14,43,0,169,250
35095,"Trinity--Spadina/Trinity--Spadina"," 419-1","Toronto",Void/Supprimé,,,,,,,,,
35095,"Trinity--Spadina/Trinity--Spadina"," 420","Toronto",0,2,85,1,97,20,51,0,256,436
35095,"Trinity--Spadina/Trinity--Spadina"," 420-1","Toronto",1,1,59,0,69,16,30,0,176,335
35095,"Trinity--Spadina/Trinity--Spadina"," 420-2","Toronto",0,0,60,1,60,17,43,0,181,275
35095,"Trinity--Spadina/Trinity--Spadina"," 420-3","Toronto",0,1,72,0,86,15,54,0,228,343
35095,"Trinity--Spadina/Trinity--Spadina"," 421","Toronto",0,7,84,0,104,23,81,2,301,498
35095,"Trinity--Spadina/Trinity--Spadina"," 422","Toronto",0,1,62,0,59,24,64,0,210,240
35095,"Trinity--Spadina/Trinity--Spadina"," 422-1","Toronto",0,1,91,0,94,21,46,2,255,462
35095,"Trinity--Spadina/Trinity--Spadina"," 422-2A","Toronto",0,0,48,1,57,13,32,0,151,295
35095,"Trinity--Spadina/Trinity--Spadina"," 422-2B","Toronto",0,0,37,0,41,9,36,0,123,224
35095,"Trinity--Spadina/Trinity--Spadina"," 422-3","Toronto",0,1,52,0,58,10,49,2,172,329
35095,"Trinity--Spadina/Trinity--Spadina"," 422-4","Toronto",Merged with No. 422/Fusionné avec le nº 422,,,,,,,,,92
35095,"Trinity--Spadina/Trinity--Spadina"," 423","Toronto",0,0,90,1,41,21,36,0,189,312
35095,"Trinity--Spadina/Trinity--Spadina"," 424","Toronto",0,3,87,0,65,18,51,0,224,339
35095,"Trinity--Spadina/Trinity--Spadina"," 425","Toronto",0,0,52,0,57,11,26,1,147,238
35095,"Trinity--Spadina/Trinity--Spadina"," 426","Toronto",0,3,70,0,64,18,25,2,182,339
35095,"Trinity--Spadina/Trinity--Spadina"," 427","Toronto",0,1,52,0,55,11,38,0,157,296
35095,"Trinity--Spadina/Trinity--Spadina"," 428","Toronto",1,1,53,0,46,22,33,1,157,265
35095,"Trinity--Spadina/Trinity--Spadina"," 428-1","Toronto",0,1,46,0,49,7,17,2,122,248
35095,"Trinity--Spadina/Trinity--Spadina"," 428-2","Toronto",0,2,30,0,24,17,19,0,92,156
35095,"Trinity--Spadina/Trinity--Spadina"," 429","Toronto",0,4,50,0,36,6,33,2,131,250
35095,"Trinity--Spadina/Trinity--Spadina"," 429-1","Toronto",0,2,55,0,52,13,39,0,161,267
35095,"Trinity--Spadina/Trinity--Spadina"," 430","Toronto",0,2,35,0,54,13,39,1,144,284
35095,"Trinity--Spadina/Trinity--Spadina"," 430-1","Toronto",0,3,71,1,77,13,67,0,232,431
35095,"Trinity--Spadina/Trinity--Spadina"," 430-2","Toronto",0,1,59,0,67,18,65,0,210,405
35095,"Trinity--Spadina/Trinity--Spadina"," 431","Toronto",0,5,72,0,80,22,63,3,245,381
35095,"Trinity--Spadina/Trinity--Spadina"," 431-1","Toronto",0,0,32,0,52,9,24,0,117,158
35095,"Trinity--Spadina/Trinity--Spadina"," 432","Toronto",1,3,67,1,81,9,85,0,247,446
