Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Linda Duncan,Kevan Hunter,Rahim Jaffer,Claudette Roy,Jane Thrall,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 25","Edmonton",64,0,42,12,16,0,134,265
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 26","Edmonton",119,0,43,15,5,0,182,259
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 27","Edmonton",219,0,57,20,16,2,314,516
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 28","Edmonton",106,0,52,12,20,0,190,375
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 29","Edmonton",143,0,59,12,17,2,233,369
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 30","Edmonton",184,0,48,13,25,0,270,437
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 31","Edmonton",98,0,20,9,7,0,134,294
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 32","Edmonton",89,0,36,4,6,0,135,300
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 33","Edmonton",90,2,113,22,17,0,244,409
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 34","Edmonton",66,0,81,22,18,0,187,297
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 35","Edmonton",51,0,111,18,13,0,193,380
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 36","Edmonton",72,5,87,20,10,0,194,351
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 37","Edmonton",47,1,98,22,10,0,178,355
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 38","Edmonton",62,1,109,19,13,0,204,385
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 39","Edmonton",41,1,116,17,14,2,191,315
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 40","Edmonton",62,2,87,25,20,0,196,348
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 41","Edmonton",78,0,84,14,9,0,185,393
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 42","Edmonton",102,0,156,15,22,0,295,429
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 43","Edmonton",71,0,166,16,13,0,266,391
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 44","Edmonton",83,0,151,29,17,0,280,411
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 45","Edmonton",76,0,145,24,11,2,258,397
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 46","Edmonton",89,2,163,19,13,0,286,422
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 47","Edmonton",100,0,146,21,22,0,289,433
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 48","Edmonton",81,1,169,20,19,1,291,459
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 49","Edmonton",76,0,155,28,12,0,271,535
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 50","Edmonton",81,1,144,18,17,1,262,408
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 51","Edmonton",67,0,142,33,14,0,256,425
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 52","Edmonton",91,0,127,15,12,1,246,392
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 53","Edmonton",61,0,128,10,17,0,216,359
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 54","Edmonton",58,2,150,17,21,0,248,401
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 55","Edmonton",51,0,103,14,11,0,179,313
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 56","Edmonton",49,2,38,12,10,0,111,418
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 57","Edmonton",143,1,103,32,17,3,299,485
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 57-1","Edmonton",17,0,41,12,5,0,75,140
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 58","Edmonton",33,0,142,30,4,2,211,291
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 59","Edmonton",93,0,66,13,10,1,183,313
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 60","Edmonton",92,0,103,28,22,0,245,405
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 61","Edmonton",93,1,80,24,15,0,213,451
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 62","Edmonton",66,0,36,7,16,0,125,279
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 63","Edmonton",63,2,66,28,11,0,170,305
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 64","Edmonton",78,0,82,28,11,0,199,372
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 65","Edmonton",90,1,98,30,8,0,227,357
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 66","Edmonton",50,0,60,11,9,0,130,230
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 67","Edmonton",62,2,68,17,11,0,160,313
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 68","Edmonton",87,0,48,15,7,0,157,367
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 69","Edmonton",66,1,79,15,25,1,187,339
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 70","Edmonton",75,0,87,28,9,0,199,406
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 71","Edmonton",110,1,114,29,20,0,274,423
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 72","Edmonton",79,1,88,27,7,0,202,382
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 73","Edmonton",56,0,110,24,12,0,202,303
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 74","Edmonton",52,2,122,34,4,0,214,329
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 75","Edmonton",42,0,80,10,3,0,135,217
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 76","Edmonton",107,0,196,32,17,0,352,523
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 77","Edmonton",95,1,129,37,13,1,276,522
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 78","Edmonton",48,0,63,14,5,0,130,373
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 79","Edmonton",44,0,75,16,10,0,145,286
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 80","Edmonton",70,0,150,43,10,1,274,391
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 81","Edmonton",41,0,111,17,9,0,178,330
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 82","Edmonton",84,2,180,26,37,0,329,500
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 83","Edmonton",76,1,121,24,16,0,238,387
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 84","Edmonton",47,0,90,18,8,0,163,259
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 85","Edmonton",59,1,111,14,9,0,194,325
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 86","Edmonton",55,0,107,13,11,0,186,315
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 87","Edmonton",52,0,101,14,5,0,172,283
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 88","Edmonton",52,1,78,16,10,0,157,381
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 89","Edmonton",53,0,142,12,14,0,221,347
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 90","Edmonton",72,2,131,13,14,1,233,379
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 91","Edmonton",65,0,121,24,13,1,224,386
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 92","Edmonton",63,1,84,15,16,0,179,377
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 93","Edmonton",33,0,90,9,3,0,135,210
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 94","Edmonton",50,0,101,21,10,0,182,340
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 95","Edmonton",65,0,66,14,13,0,158,305
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 96","Edmonton",83,1,79,14,4,0,181,322
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 97","Edmonton",59,0,119,21,8,3,210,418
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 98","Edmonton",64,2,61,19,2,0,148,298
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 99A","Edmonton",43,0,43,53,3,0,142,291
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 99B","Edmonton",59,0,71,44,10,0,184,319
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 100","Edmonton",90,2,69,23,12,1,197,424
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 101","Edmonton",75,0,37,23,11,1,147,236
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 102","Edmonton",111,1,114,38,12,0,276,459
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 103","Edmonton",106,0,104,39,15,2,266,421
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 104","Edmonton",174,3,109,61,29,0,376,589
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 105","Edmonton",100,2,137,52,21,2,314,542
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 106","Edmonton",105,0,102,18,22,0,247,475
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 107","Edmonton",102,0,71,15,14,0,202,421
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 108","Edmonton",102,2,50,14,11,0,179,376
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 109","Edmonton",139,2,92,24,17,5,279,626
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 110","Edmonton",90,1,54,14,20,0,179,341
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 111","Edmonton",112,1,76,11,16,0,216,383
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 112","Edmonton",80,0,77,10,3,0,170,264
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 113","Edmonton",78,0,48,10,18,0,154,298
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 114","Edmonton",119,0,88,2,11,0,220,366
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 115","Edmonton",96,0,81,6,24,0,207,385
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 116","Edmonton",112,1,68,13,11,0,205,396
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 117","Edmonton",102,1,132,12,16,2,265,488
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 118","Edmonton",104,0,111,14,17,0,246,413
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 119","Edmonton",39,2,84,12,12,0,149,277
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 120","Edmonton",67,0,107,18,9,1,202,356
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 121","Edmonton",88,1,63,9,10,0,171,341
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 122","Edmonton",100,2,75,19,15,0,211,424
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 123","Edmonton",70,0,66,7,9,0,152,342
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 124","Edmonton",110,1,50,7,16,0,184,331
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 125","Edmonton",154,1,74,25,24,1,279,540
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 126","Edmonton",94,1,29,9,19,0,152,291
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 127","Edmonton",114,1,99,16,13,2,245,419
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 128","Edmonton",114,0,48,17,21,0,200,353
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 129","Edmonton",93,0,51,10,12,1,167,330
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 130","Edmonton",120,0,59,5,12,1,197,358
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 131","Edmonton",111,0,51,18,9,1,190,331
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 132","Edmonton",76,0,62,12,10,1,161,314
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 133","Edmonton",93,1,55,11,14,0,174,337
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 134","Edmonton",75,0,49,9,9,0,142,258
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 135","Edmonton",116,0,73,16,19,0,224,449
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 136","Edmonton",190,0,85,8,13,1,297,425
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 137","Edmonton",153,2,78,18,20,1,272,422
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 138","Edmonton",91,0,55,9,7,0,162,280
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 139","Edmonton",92,0,40,7,9,0,148,252
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 140","Edmonton",138,0,57,11,18,1,225,339
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 141","Edmonton",113,2,42,6,20,1,184,339
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 142","Edmonton",82,1,34,10,8,0,135,222
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 143","Edmonton",138,3,49,11,17,1,219,358
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 144","Edmonton",115,0,58,13,11,0,197,380
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 145","Edmonton",119,0,59,8,15,0,201,335
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 146","Edmonton",125,0,88,22,6,0,241,433
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 147","Edmonton",145,0,56,20,4,0,225,317
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 148","Edmonton",168,1,52,20,17,0,258,363
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 149","Edmonton",103,1,33,21,8,0,166,258
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 150","Edmonton",230,0,113,35,23,1,402,565
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 151","Edmonton",100,0,136,16,6,0,258,407
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 152","Edmonton",82,0,147,39,11,0,279,411
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 153","Edmonton",71,0,71,22,19,0,183,297
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 154","Edmonton",93,1,129,23,12,0,258,373
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 155","Edmonton",67,0,56,21,4,0,148,256
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 156","Edmonton",74,1,65,17,12,0,169,301
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 157","Edmonton",80,0,108,11,15,0,214,382
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 158","Edmonton",48,0,62,23,4,2,139,332
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 159","Edmonton",106,1,65,10,11,1,194,320
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 160","Edmonton",61,0,83,5,9,2,160,314
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 161","Edmonton",102,2,136,15,10,1,266,435
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 162","Edmonton",91,0,97,14,10,1,213,334
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 163","Edmonton",64,1,81,27,10,0,183,318
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 164","Edmonton",90,0,120,22,13,0,245,405
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 165","Edmonton",99,0,59,12,18,0,188,300
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 166","Edmonton",76,0,99,6,18,0,199,291
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 167","Edmonton",76,1,78,9,12,2,178,345
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 168","Edmonton",79,0,86,16,11,0,192,334
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 169","Edmonton",37,1,57,21,15,0,131,274
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 170","Edmonton",67,2,39,18,17,0,143,351
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 171","Edmonton",74,0,81,14,22,0,191,452
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 172","Edmonton",65,0,54,20,6,2,147,398
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 173","Edmonton",62,2,73,16,1,1,155,414
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 174","Edmonton",76,0,72,24,9,3,184,284
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 175A","Edmonton",82,1,77,8,19,0,187,453
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 175B","Edmonton",68,2,81,16,8,0,175,411
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 176","Edmonton",51,0,55,13,17,0,136,328
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 177","Edmonton",104,0,58,19,15,0,196,360
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 178","Edmonton",91,0,80,15,17,0,203,387
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 179","Edmonton",101,0,70,14,18,0,203,368
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 180","Edmonton",92,1,67,21,26,0,207,420
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 181","Edmonton",86,1,90,20,18,0,215,380
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 182","Edmonton",64,0,74,18,22,0,178,377
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 183","Edmonton",29,0,69,4,5,0,107,327
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 184","Edmonton",59,0,101,20,14,0,194,342
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 185","Edmonton",81,0,99,21,18,0,219,380
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 186","Edmonton",121,2,121,27,11,0,282,474
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 187","Edmonton",84,1,110,9,11,0,215,346
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 188","Edmonton",73,0,84,11,18,1,187,301
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 189","Edmonton",78,1,140,19,12,0,250,444
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 190","Edmonton",60,0,123,12,16,0,211,346
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 191","Edmonton",31,1,62,16,9,0,119,485
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 192","Edmonton",60,1,133,9,22,0,225,436
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 193","Edmonton",43,1,94,8,7,0,153,307
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 194","Edmonton",40,1,73,6,14,0,134,325
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 195","Edmonton",51,0,103,7,13,0,174,329
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 400","Edmonton",Void/Supprimé,,,,,,,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 401","Edmonton",30,2,103,18,5,0,158,210
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 402","Edmonton",Void/Supprimé,,,,,,,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 403","Edmonton",46,0,24,7,4,0,81,118
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 404","Edmonton",59,0,31,18,5,0,113,221
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 405","Edmonton",37,1,23,8,9,1,79,144
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 406","Edmonton",54,0,30,9,6,0,99,235
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 500","Mobile poll/Bureau itinérant",33,2,45,13,3,1,97,160
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 501","Mobile poll/Bureau itinérant",18,2,44,14,2,1,81,110
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 502","Mobile poll/Bureau itinérant",22,0,35,9,1,1,68,95
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 503","Mobile poll/Bureau itinérant",10,3,35,5,1,1,55,102
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 504","Mobile poll/Bureau itinérant",15,1,46,15,4,0,81,145
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 505","Mobile poll/Bureau itinérant",19,4,79,11,5,0,118,176
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 506","Mobile poll/Bureau itinérant",16,5,19,10,4,0,54,150
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 600","Edmonton",156,0,90,33,13,1,293,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 601","Edmonton",307,0,150,35,30,0,522,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 602","Edmonton",146,1,276,68,28,0,519,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 603","Edmonton",168,0,276,71,29,0,544,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 604","Edmonton",139,0,255,66,22,0,482,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 605","Edmonton",138,0,139,34,19,0,330,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 606","Edmonton",171,0,103,18,18,0,310,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 607","Edmonton",206,0,112,30,12,0,360,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 608","Edmonton",171,1,252,59,32,0,515,
48018,"Edmonton--Strathcona/Edmonton--Strathcona"," 609","Edmonton",118,0,165,31,23,0,337,
48018,"Edmonton--Strathcona/Edmonton--Strathcona",,Group 1/Groupe 1,59,0,59,35,14,5,172,277
48018,"Edmonton--Strathcona/Edmonton--Strathcona",,Group 2/Groupe 2,289,0,306,62,36,11,704,

