Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steve Armstrong,Gord Brown,Marjory Loveys,John McCrea,Jeanie Warnock,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35041,"Leeds--Grenville/Leeds--Grenville"," 33","Leeds and the Thousand Islands",38,139,28,1,20,1,227,396
35041,"Leeds--Grenville/Leeds--Grenville"," 34","Leeds and the Thousand Islands",35,108,31,1,30,2,207,385
35041,"Leeds--Grenville/Leeds--Grenville"," 35","Leeds and the Thousand Islands",22,84,31,0,11,0,148,312
35041,"Leeds--Grenville/Leeds--Grenville"," 36","Leeds and the Thousand Islands",23,94,67,1,16,0,201,378
35041,"Leeds--Grenville/Leeds--Grenville"," 37A","Leeds and the Thousand Islands",19,84,45,0,8,0,156,297
35041,"Leeds--Grenville/Leeds--Grenville"," 37B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,14
35041,"Leeds--Grenville/Leeds--Grenville"," 38","Leeds and the Thousand Islands",26,103,37,0,30,2,198,397
35041,"Leeds--Grenville/Leeds--Grenville"," 39","Leeds and the Thousand Islands",23,101,49,1,35,1,210,396
35041,"Leeds--Grenville/Leeds--Grenville"," 40","Leeds and the Thousand Islands",23,77,31,1,12,1,145,218
35041,"Leeds--Grenville/Leeds--Grenville"," 41","Leeds and the Thousand Islands",23,67,33,2,33,1,159,253
35041,"Leeds--Grenville/Leeds--Grenville"," 42A","Gananoque",25,56,28,1,9,0,119,263
35041,"Leeds--Grenville/Leeds--Grenville"," 42B","Gananoque",26,74,15,1,7,0,123,282
35041,"Leeds--Grenville/Leeds--Grenville"," 43","Gananoque",30,80,31,0,17,0,158,337
35041,"Leeds--Grenville/Leeds--Grenville"," 44","Gananoque",31,41,23,0,11,0,106,241
35041,"Leeds--Grenville/Leeds--Grenville"," 45","Gananoque",13,49,23,1,18,0,104,254
35041,"Leeds--Grenville/Leeds--Grenville"," 46","Gananoque",23,81,13,0,18,0,135,321
35041,"Leeds--Grenville/Leeds--Grenville"," 47","Gananoque",24,40,27,0,15,0,106,257
35041,"Leeds--Grenville/Leeds--Grenville"," 48","Gananoque",24,46,22,1,13,0,106,242
35041,"Leeds--Grenville/Leeds--Grenville"," 49","Gananoque",40,115,50,4,13,1,223,475
35041,"Leeds--Grenville/Leeds--Grenville"," 50","Gananoque",18,102,45,1,13,0,179,365
35041,"Leeds--Grenville/Leeds--Grenville"," 51","Gananoque",29,70,47,0,19,2,167,376
35041,"Leeds--Grenville/Leeds--Grenville"," 52","Gananoque",29,95,47,0,29,1,201,379
35041,"Leeds--Grenville/Leeds--Grenville"," 53","Gananoque",26,117,44,1,16,1,205,340
35041,"Leeds--Grenville/Leeds--Grenville"," 54","Athens",19,135,37,2,19,0,212,415
35041,"Leeds--Grenville/Leeds--Grenville"," 55","Athens",29,129,25,1,16,0,200,363
35041,"Leeds--Grenville/Leeds--Grenville"," 56","Athens",39,137,30,1,23,2,232,431
35041,"Leeds--Grenville/Leeds--Grenville"," 57A","Athens",30,105,25,0,11,0,171,318
35041,"Leeds--Grenville/Leeds--Grenville"," 57B","Athens",22,89,28,0,13,0,152,296
35041,"Leeds--Grenville/Leeds--Grenville"," 58A","Athens",21,77,14,0,13,1,126,248
35041,"Leeds--Grenville/Leeds--Grenville"," 58B","Athens",23,74,23,2,13,0,135,257
35041,"Leeds--Grenville/Leeds--Grenville"," 59","Front of Yonge",29,85,15,1,15,0,145,300
35041,"Leeds--Grenville/Leeds--Grenville"," 60","Front of Yonge",48,122,31,0,15,1,217,466
35041,"Leeds--Grenville/Leeds--Grenville"," 61","Front of Yonge",42,131,36,5,29,2,245,460
35041,"Leeds--Grenville/Leeds--Grenville"," 62","Front of Yonge",38,136,48,0,29,1,252,403
35041,"Leeds--Grenville/Leeds--Grenville"," 63","Front of Yonge",30,144,42,1,54,4,275,458
35041,"Leeds--Grenville/Leeds--Grenville"," 64","Elizabethtown-Kitley",24,134,30,1,19,2,210,308
35041,"Leeds--Grenville/Leeds--Grenville"," 65","Elizabethtown-Kitley",35,165,21,1,9,0,231,438
35041,"Leeds--Grenville/Leeds--Grenville"," 66","Elizabethtown-Kitley",20,86,11,0,6,0,123,221
35041,"Leeds--Grenville/Leeds--Grenville"," 67","Elizabethtown-Kitley",30,147,27,2,14,0,220,394
35041,"Leeds--Grenville/Leeds--Grenville"," 68","Elizabethtown-Kitley",36,165,22,2,29,2,256,378
35041,"Leeds--Grenville/Leeds--Grenville"," 69","Elizabethtown-Kitley",51,159,34,2,17,2,265,432
35041,"Leeds--Grenville/Leeds--Grenville"," 70","Elizabethtown-Kitley",16,72,19,0,11,0,118,206
35041,"Leeds--Grenville/Leeds--Grenville"," 71","Elizabethtown-Kitley",47,117,37,3,28,0,232,385
35041,"Leeds--Grenville/Leeds--Grenville"," 72","Elizabethtown-Kitley",40,109,18,1,6,0,174,353
35041,"Leeds--Grenville/Leeds--Grenville"," 73","Elizabethtown-Kitley",26,109,21,1,17,0,174,317
35041,"Leeds--Grenville/Leeds--Grenville"," 74","Elizabethtown-Kitley",26,98,24,1,19,1,169,331
35041,"Leeds--Grenville/Leeds--Grenville"," 75","Elizabethtown-Kitley",44,157,40,2,26,0,269,440
35041,"Leeds--Grenville/Leeds--Grenville"," 76","Elizabethtown-Kitley",37,99,15,1,22,0,174,326
35041,"Leeds--Grenville/Leeds--Grenville"," 77","Elizabethtown-Kitley",46,134,36,2,17,0,235,419
35041,"Leeds--Grenville/Leeds--Grenville"," 78","Elizabethtown-Kitley",21,128,16,0,11,0,176,348
35041,"Leeds--Grenville/Leeds--Grenville"," 79","Elizabethtown-Kitley",29,111,44,1,22,1,208,405
35041,"Leeds--Grenville/Leeds--Grenville"," 80","Elizabethtown-Kitley",23,132,51,2,13,0,221,384
35041,"Leeds--Grenville/Leeds--Grenville"," 81","Elizabethtown-Kitley",35,130,55,0,28,0,248,432
35041,"Leeds--Grenville/Leeds--Grenville"," 82","Elizabethtown-Kitley",25,106,43,0,20,5,199,352
35041,"Leeds--Grenville/Leeds--Grenville"," 83","Brockville",15,58,19,1,6,1,100,211
35041,"Leeds--Grenville/Leeds--Grenville"," 84","Brockville",33,81,30,2,8,1,155,419
35041,"Leeds--Grenville/Leeds--Grenville"," 85","Brockville",40,90,45,1,16,2,194,354
35041,"Leeds--Grenville/Leeds--Grenville"," 86","Brockville",32,137,50,0,17,0,236,457
35041,"Leeds--Grenville/Leeds--Grenville"," 87","Brockville",26,43,16,0,3,1,89,380
35041,"Leeds--Grenville/Leeds--Grenville"," 88","Brockville",49,89,25,2,8,0,173,419
35041,"Leeds--Grenville/Leeds--Grenville"," 89","Brockville",33,79,24,0,8,2,146,393
35041,"Leeds--Grenville/Leeds--Grenville"," 90","Brockville",33,78,25,0,16,0,152,278
35041,"Leeds--Grenville/Leeds--Grenville"," 91","Brockville",38,158,47,2,9,0,254,432
35041,"Leeds--Grenville/Leeds--Grenville"," 92","Brockville",38,88,26,0,5,2,159,332
35041,"Leeds--Grenville/Leeds--Grenville"," 93","Brockville",26,190,90,1,13,0,320,505
35041,"Leeds--Grenville/Leeds--Grenville"," 94","Brockville",36,122,71,2,29,0,260,406
35041,"Leeds--Grenville/Leeds--Grenville"," 95","Brockville",45,106,49,2,13,0,215,415
35041,"Leeds--Grenville/Leeds--Grenville"," 96","Brockville",40,150,50,1,6,0,247,495
35041,"Leeds--Grenville/Leeds--Grenville"," 97","Brockville",44,143,39,0,22,4,252,481
35041,"Leeds--Grenville/Leeds--Grenville"," 98","Brockville",22,69,10,1,8,0,110,225
35041,"Leeds--Grenville/Leeds--Grenville"," 99","Brockville",45,87,21,0,16,2,171,345
35041,"Leeds--Grenville/Leeds--Grenville"," 100","Brockville",60,95,31,1,13,2,202,435
35041,"Leeds--Grenville/Leeds--Grenville"," 101","Brockville",41,92,25,2,4,1,165,359
35041,"Leeds--Grenville/Leeds--Grenville"," 102","Brockville",71,100,38,1,23,2,235,489
35041,"Leeds--Grenville/Leeds--Grenville"," 103","Brockville",25,103,16,1,14,1,160,360
35041,"Leeds--Grenville/Leeds--Grenville"," 104","Brockville",22,66,21,0,8,2,119,220
35041,"Leeds--Grenville/Leeds--Grenville"," 105","Brockville",28,111,32,1,12,2,186,321
35041,"Leeds--Grenville/Leeds--Grenville"," 106","Brockville",40,93,68,2,30,3,236,403
35041,"Leeds--Grenville/Leeds--Grenville"," 107","Brockville",13,70,30,0,14,0,127,259
35041,"Leeds--Grenville/Leeds--Grenville"," 108","Brockville",19,38,16,0,4,0,77,209
35041,"Leeds--Grenville/Leeds--Grenville"," 109","Brockville",12,77,34,0,14,0,137,322
35041,"Leeds--Grenville/Leeds--Grenville"," 110","Brockville",42,67,22,0,28,1,160,420
35041,"Leeds--Grenville/Leeds--Grenville"," 111","Brockville",42,59,32,2,19,1,155,436
35041,"Leeds--Grenville/Leeds--Grenville"," 112","Brockville",28,67,19,1,10,1,126,281
35041,"Leeds--Grenville/Leeds--Grenville"," 113","Brockville",24,59,35,0,23,0,141,375
35041,"Leeds--Grenville/Leeds--Grenville"," 114","Brockville",18,32,23,3,7,1,84,263
35041,"Leeds--Grenville/Leeds--Grenville"," 115","Brockville",39,78,46,2,12,0,177,417
35041,"Leeds--Grenville/Leeds--Grenville"," 116","Brockville",34,43,27,0,25,1,130,346
35041,"Leeds--Grenville/Leeds--Grenville"," 117","Brockville",26,54,24,0,18,1,123,298
35041,"Leeds--Grenville/Leeds--Grenville"," 118","Brockville",18,35,15,2,7,1,78,254
35041,"Leeds--Grenville/Leeds--Grenville"," 119","Brockville",28,59,15,2,9,0,113,261
35041,"Leeds--Grenville/Leeds--Grenville"," 120A","Brockville",17,74,31,0,6,1,129,283
35041,"Leeds--Grenville/Leeds--Grenville"," 120B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,1
35041,"Leeds--Grenville/Leeds--Grenville"," 121","Brockville",23,60,34,0,22,1,140,312
35041,"Leeds--Grenville/Leeds--Grenville"," 122","Brockville",31,80,49,1,11,1,173,317
35041,"Leeds--Grenville/Leeds--Grenville"," 123","Brockville",30,103,55,4,29,2,223,371
35041,"Leeds--Grenville/Leeds--Grenville"," 124","Brockville",21,126,74,0,39,2,262,431
35041,"Leeds--Grenville/Leeds--Grenville"," 125","Brockville",24,50,23,1,15,0,113,233
35041,"Leeds--Grenville/Leeds--Grenville"," 126","Brockville",20,74,48,2,12,1,157,422
35041,"Leeds--Grenville/Leeds--Grenville"," 127A","Brockville",21,62,37,0,18,0,138,354
35041,"Leeds--Grenville/Leeds--Grenville"," 127B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,57
35041,"Leeds--Grenville/Leeds--Grenville"," 128","Brockville",25,101,57,1,25,2,211,405
35041,"Leeds--Grenville/Leeds--Grenville"," 129","Brockville",30,103,61,1,27,0,222,412
35041,"Leeds--Grenville/Leeds--Grenville"," 130A","Merrickville-Wolford",23,112,18,1,14,0,168,294
35041,"Leeds--Grenville/Leeds--Grenville"," 130B","Merrickville-Wolford",17,101,13,5,14,1,151,284
35041,"Leeds--Grenville/Leeds--Grenville"," 131A","Merrickville-Wolford",19,105,21,2,23,0,170,278
35041,"Leeds--Grenville/Leeds--Grenville"," 131B","Merrickville-Wolford",13,100,28,0,28,0,169,278
35041,"Leeds--Grenville/Leeds--Grenville"," 132","Merrickville-Wolford",31,126,67,1,75,2,302,398
35041,"Leeds--Grenville/Leeds--Grenville"," 133","Merrickville-Wolford",36,133,53,1,71,0,294,406
35041,"Leeds--Grenville/Leeds--Grenville"," 134","Merrickville-Wolford",37,154,27,0,31,0,249,423
35041,"Leeds--Grenville/Leeds--Grenville"," 135","Augusta",29,61,8,0,9,1,108,205
35041,"Leeds--Grenville/Leeds--Grenville"," 136","Augusta",32,95,19,2,13,0,161,281
35041,"Leeds--Grenville/Leeds--Grenville"," 137","Augusta",25,113,14,8,27,1,188,307
35041,"Leeds--Grenville/Leeds--Grenville"," 138","Augusta",61,150,21,2,18,1,253,430
35041,"Leeds--Grenville/Leeds--Grenville"," 139","Augusta",40,152,21,3,13,1,230,435
35041,"Leeds--Grenville/Leeds--Grenville"," 140","Augusta",39,162,21,16,13,0,251,472
35041,"Leeds--Grenville/Leeds--Grenville"," 141","Augusta",32,142,33,4,12,1,224,419
35041,"Leeds--Grenville/Leeds--Grenville"," 142","Augusta",42,115,22,4,13,0,196,402
35041,"Leeds--Grenville/Leeds--Grenville"," 143","Augusta",38,193,34,4,22,1,292,502
35041,"Leeds--Grenville/Leeds--Grenville"," 144","Augusta",34,150,37,4,9,0,234,426
35041,"Leeds--Grenville/Leeds--Grenville"," 145","Augusta",9,78,26,1,17,1,132,259
35041,"Leeds--Grenville/Leeds--Grenville"," 146","Augusta",44,196,37,3,22,2,304,461
35041,"Leeds--Grenville/Leeds--Grenville"," 147","Augusta",41,156,70,3,27,1,298,444
35041,"Leeds--Grenville/Leeds--Grenville"," 148","Augusta",27,145,46,4,18,0,240,419
35041,"Leeds--Grenville/Leeds--Grenville"," 149A","Prescott",36,95,36,5,11,2,185,461
35041,"Leeds--Grenville/Leeds--Grenville"," 149B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,1
35041,"Leeds--Grenville/Leeds--Grenville"," 150","Prescott",21,70,25,1,6,0,123,335
35041,"Leeds--Grenville/Leeds--Grenville"," 151","Prescott",15,95,26,4,6,0,146,337
35041,"Leeds--Grenville/Leeds--Grenville"," 152","Prescott",46,93,27,13,17,2,198,437
35041,"Leeds--Grenville/Leeds--Grenville"," 153","Prescott",22,88,27,7,10,3,157,373
35041,"Leeds--Grenville/Leeds--Grenville"," 154","Prescott",34,84,43,1,14,2,178,397
35041,"Leeds--Grenville/Leeds--Grenville"," 155","Prescott",31,90,33,3,14,1,172,380
35041,"Leeds--Grenville/Leeds--Grenville"," 156","Prescott",20,124,32,2,9,0,187,384
35041,"Leeds--Grenville/Leeds--Grenville"," 157","North Grenville",23,134,33,2,51,1,244,361
35041,"Leeds--Grenville/Leeds--Grenville"," 158","North Grenville",32,118,61,1,51,0,263,483
35041,"Leeds--Grenville/Leeds--Grenville"," 159","North Grenville",18,146,35,3,53,0,255,382
35041,"Leeds--Grenville/Leeds--Grenville"," 160A","North Grenville",9,101,24,0,18,0,152,255
35041,"Leeds--Grenville/Leeds--Grenville"," 160B","North Grenville",12,101,20,2,13,0,148,247
35041,"Leeds--Grenville/Leeds--Grenville"," 161","North Grenville",23,125,29,1,39,0,217,356
35041,"Leeds--Grenville/Leeds--Grenville"," 162","North Grenville",34,136,36,2,33,0,241,398
35041,"Leeds--Grenville/Leeds--Grenville"," 163","North Grenville",24,174,20,2,40,0,260,451
35041,"Leeds--Grenville/Leeds--Grenville"," 164A","North Grenville",21,93,28,2,14,0,158,283
35041,"Leeds--Grenville/Leeds--Grenville"," 164B","North Grenville",11,80,34,1,14,0,140,253
35041,"Leeds--Grenville/Leeds--Grenville"," 165","North Grenville",18,124,39,3,22,0,206,362
35041,"Leeds--Grenville/Leeds--Grenville"," 166","North Grenville",25,163,47,2,29,0,266,457
35041,"Leeds--Grenville/Leeds--Grenville"," 167","North Grenville",9,92,13,1,10,0,125,249
35041,"Leeds--Grenville/Leeds--Grenville"," 168","North Grenville",28,111,28,4,19,1,191,347
35041,"Leeds--Grenville/Leeds--Grenville"," 169","North Grenville",25,141,27,8,8,0,209,424
35041,"Leeds--Grenville/Leeds--Grenville"," 170","North Grenville",11,81,24,0,6,1,123,247
35041,"Leeds--Grenville/Leeds--Grenville"," 171","North Grenville",18,118,33,2,21,0,192,343
35041,"Leeds--Grenville/Leeds--Grenville"," 172","North Grenville",13,109,31,9,15,1,178,324
35041,"Leeds--Grenville/Leeds--Grenville"," 173","North Grenville",12,123,32,2,14,1,184,306
35041,"Leeds--Grenville/Leeds--Grenville"," 174","North Grenville",11,144,39,1,25,0,220,436
35041,"Leeds--Grenville/Leeds--Grenville"," 175","North Grenville",24,127,35,2,13,1,202,387
35041,"Leeds--Grenville/Leeds--Grenville"," 176","North Grenville",29,151,26,2,30,1,239,390
35041,"Leeds--Grenville/Leeds--Grenville"," 177","North Grenville",10,183,38,3,31,0,265,422
35041,"Leeds--Grenville/Leeds--Grenville"," 178A","North Grenville",23,96,15,5,15,1,155,261
35041,"Leeds--Grenville/Leeds--Grenville"," 178B","North Grenville",16,90,22,1,13,0,142,289
35041,"Leeds--Grenville/Leeds--Grenville"," 179","North Grenville",8,138,27,2,18,0,193,349
35041,"Leeds--Grenville/Leeds--Grenville"," 180A","North Grenville",12,85,27,0,15,0,139,247
35041,"Leeds--Grenville/Leeds--Grenville"," 180B","North Grenville",21,101,27,2,14,0,165,281
35041,"Leeds--Grenville/Leeds--Grenville"," 181","North Grenville",27,164,37,8,17,0,253,444
35041,"Leeds--Grenville/Leeds--Grenville"," 182","North Grenville",34,175,37,1,35,0,282,489
35041,"Leeds--Grenville/Leeds--Grenville"," 183","Edwardsburgh/Cardinal",21,137,30,3,18,0,209,408
35041,"Leeds--Grenville/Leeds--Grenville"," 184","Edwardsburgh/Cardinal",42,143,50,11,22,0,268,525
35041,"Leeds--Grenville/Leeds--Grenville"," 185","Edwardsburgh/Cardinal",15,44,9,2,8,0,78,201
35041,"Leeds--Grenville/Leeds--Grenville"," 186","Edwardsburgh/Cardinal",23,43,13,5,11,1,96,214
35041,"Leeds--Grenville/Leeds--Grenville"," 187","Edwardsburgh/Cardinal",24,161,41,4,31,0,261,489
35041,"Leeds--Grenville/Leeds--Grenville"," 188","Edwardsburgh/Cardinal",18,76,16,2,16,3,131,289
35041,"Leeds--Grenville/Leeds--Grenville"," 189","Edwardsburgh/Cardinal",18,90,21,5,11,0,145,294
35041,"Leeds--Grenville/Leeds--Grenville"," 190","Edwardsburgh/Cardinal",32,107,24,2,8,1,174,267
35041,"Leeds--Grenville/Leeds--Grenville"," 191","Edwardsburgh/Cardinal",40,160,53,6,20,1,280,415
35041,"Leeds--Grenville/Leeds--Grenville"," 192","Edwardsburgh/Cardinal",25,118,27,1,11,1,183,308
35041,"Leeds--Grenville/Leeds--Grenville"," 193","Edwardsburgh/Cardinal",21,126,23,2,18,0,190,305
35041,"Leeds--Grenville/Leeds--Grenville"," 194","Edwardsburgh/Cardinal",37,155,29,6,11,1,239,493
35041,"Leeds--Grenville/Leeds--Grenville"," 195","Edwardsburgh/Cardinal",27,131,32,5,23,2,220,429
35041,"Leeds--Grenville/Leeds--Grenville"," 196","Edwardsburgh/Cardinal",26,151,35,2,17,0,231,361
35041,"Leeds--Grenville/Leeds--Grenville"," 400","Elizabethtown-Kitley",7,36,14,1,0,3,61,173
35041,"Leeds--Grenville/Leeds--Grenville"," 500","Mobile poll/Bureau itinérant",3,62,20,2,5,3,95,132
35041,"Leeds--Grenville/Leeds--Grenville"," 501","Mobile poll/Bureau itinérant",5,77,18,5,9,1,115,125
35041,"Leeds--Grenville/Leeds--Grenville"," 502","Mobile poll/Bureau itinérant",7,34,7,2,4,0,54,124
35041,"Leeds--Grenville/Leeds--Grenville"," 503","Mobile poll/Bureau itinérant",12,42,21,2,0,3,80,196
35041,"Leeds--Grenville/Leeds--Grenville"," 600","Westport--Rideau Lakes",60,428,98,3,53,1,643,
35041,"Leeds--Grenville/Leeds--Grenville"," 601","Leeds and Thousand Islands",52,270,77,0,29,1,429,
35041,"Leeds--Grenville/Leeds--Grenville"," 602","Gananoque",26,221,67,3,33,1,351,
35041,"Leeds--Grenville/Leeds--Grenville"," 603","Athens--Front of Yonge",41,223,41,0,27,0,332,
35041,"Leeds--Grenville/Leeds--Grenville"," 604","Elizabethtown-Kitley",49,308,68,2,36,1,464,
35041,"Leeds--Grenville/Leeds--Grenville"," 605","Brockville",73,461,129,2,51,4,720,
35041,"Leeds--Grenville/Leeds--Grenville"," 606","Brockville",98,497,217,5,82,5,904,
35041,"Leeds--Grenville/Leeds--Grenville"," 607","Augusta--Merrickville-Wolford",59,389,49,6,35,1,539,
35041,"Leeds--Grenville/Leeds--Grenville"," 608","Prescott",37,259,66,5,29,1,397,
35041,"Leeds--Grenville/Leeds--Grenville"," 609","North Grenville",53,400,87,1,50,1,592,
35041,"Leeds--Grenville/Leeds--Grenville"," 610","North Grenville",24,405,71,4,44,1,549,
35041,"Leeds--Grenville/Leeds--Grenville"," 611","Edwardsburgh--Cardinal",27,283,53,9,27,1,400,
35041,"Leeds--Grenville/Leeds--Grenville",,Group 1/Groupe 1,18,87,44,1,12,4,166,341
35041,"Leeds--Grenville/Leeds--Grenville",,Group 2/Groupe 2,70,562,166,4,67,12,881,

