Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rob Anders,Teale Phelps Bondaroff,Jennifer Pollock,Kirk Schmidt,André Vachon,Randy Weeks,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48009,"Calgary West/Calgary-Ouest"," 253","Calgary",123,11,49,10,1,20,1,215,292
48009,"Calgary West/Calgary-Ouest"," 254","Calgary",134,9,41,6,0,17,0,207,250
48009,"Calgary West/Calgary-Ouest"," 255","Calgary",117,8,27,6,0,18,0,176,333
48009,"Calgary West/Calgary-Ouest"," 256","Calgary",116,4,39,10,0,21,0,190,360
48009,"Calgary West/Calgary-Ouest"," 257","Calgary",145,5,34,3,0,11,1,199,355
48009,"Calgary West/Calgary-Ouest"," 258","Calgary",160,5,50,8,0,24,0,247,441
48009,"Calgary West/Calgary-Ouest"," 259","Calgary",145,9,34,10,1,15,0,214,356
48009,"Calgary West/Calgary-Ouest"," 260","Calgary",153,9,46,1,0,19,0,228,462
48009,"Calgary West/Calgary-Ouest"," 261","Calgary",104,17,46,5,0,34,0,206,421
48009,"Calgary West/Calgary-Ouest"," 262","Calgary",117,15,44,10,1,32,1,220,393
48009,"Calgary West/Calgary-Ouest"," 263","Calgary",80,12,54,7,0,17,0,170,347
48009,"Calgary West/Calgary-Ouest"," 264","Calgary",81,7,37,8,0,18,0,151,242
48009,"Calgary West/Calgary-Ouest"," 265","Calgary",162,10,73,9,0,29,2,285,502
48009,"Calgary West/Calgary-Ouest"," 266","Calgary",190,5,67,8,1,12,5,288,489
48009,"Calgary West/Calgary-Ouest"," 400","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,175
48009,"Calgary West/Calgary-Ouest"," 401","Calgary",30,1,11,0,0,7,0,49,347
48009,"Calgary West/Calgary-Ouest"," 402","Calgary",118,12,42,5,1,21,1,200,244
48009,"Calgary West/Calgary-Ouest"," 403","Calgary",Merged with No. 402/Fusionné avec le nº 402,,,,,,,,206
48009,"Calgary West/Calgary-Ouest"," 404","Calgary",Merged with No. 253/Fusionné avec le nº 253,,,,,,,,135
48009,"Calgary West/Calgary-Ouest"," 500","Mobile poll/Bureau itinérant",163,18,42,4,1,11,2,241,244
48009,"Calgary West/Calgary-Ouest"," 501","Mobile poll/Bureau itinérant",93,12,34,3,1,4,1,148,263
48009,"Calgary West/Calgary-Ouest"," 502","Mobile poll/Bureau itinérant",73,4,14,1,0,5,1,98,132
48009,"Calgary West/Calgary-Ouest"," 503 ","Mobile poll/Bureau itinérant",191,22,53,3,1,16,1,287,226
48009,"Calgary West/Calgary-Ouest"," 504 ","Mobile poll/Bureau itinérant",150,19,39,3,2,8,1,222,152
48009,"Calgary West/Calgary-Ouest"," 505","Mobile poll/Bureau itinérant",84,3,13,4,1,3,2,110,133
48009,"Calgary West/Calgary-Ouest"," 600","Calgary",408,34,75,6,1,49,4,577,
48009,"Calgary West/Calgary-Ouest"," 601","Calgary",225,9,32,6,0,20,1,293,
48009,"Calgary West/Calgary-Ouest"," 602","Calgary",319,17,100,8,1,34,0,479,
48009,"Calgary West/Calgary-Ouest"," 603","Calgary",231,10,86,12,1,52,0,392,
48009,"Calgary West/Calgary-Ouest"," 604","Calgary",255,14,114,13,0,38,2,436,
48009,"Calgary West/Calgary-Ouest"," 605","Calgary",119,29,85,13,0,31,1,278,
48009,"Calgary West/Calgary-Ouest"," 606","Calgary",278,12,64,8,0,29,2,393,
48009,"Calgary West/Calgary-Ouest"," 607","Calgary",17,3,6,0,0,13,0,39,
48009,"Calgary West/Calgary-Ouest"," 608","Calgary",158,21,114,7,0,56,0,356,
48009,"Calgary West/Calgary-Ouest"," 609","Calgary",44,18,21,2,0,16,1,102,
48009,"Calgary West/Calgary-Ouest"," 610","Calgary",77,6,32,8,0,20,1,144,
48009,"Calgary West/Calgary-Ouest"," 611","Calgary",281,13,115,21,0,41,3,474,
48009,"Calgary West/Calgary-Ouest"," 612","Calgary",91,2,38,8,0,9,0,148,
48009,"Calgary West/Calgary-Ouest"," 613","Calgary",140,5,41,2,2,13,0,203,
48009,"Calgary West/Calgary-Ouest"," 614","Calgary",226,11,101,22,0,43,0,403,
48009,"Calgary West/Calgary-Ouest"," 615","Calgary",201,11,79,24,0,35,1,351,
48009,"Calgary West/Calgary-Ouest"," 616","Calgary",190,15,90,12,0,28,0,335,
48009,"Calgary West/Calgary-Ouest"," 617","Calgary",155,4,53,9,0,18,2,241,
48009,"Calgary West/Calgary-Ouest"," 618","Calgary",255,9,72,15,1,40,0,392,
48009,"Calgary West/Calgary-Ouest",,Group 1/Groupe 1,69,10,33,4,1,11,5,133,198
48009,"Calgary West/Calgary-Ouest",,Group 2/Groupe 2,471,46,196,14,3,72,21,823,

