Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Dick Hibma,Joel Kidd,Jill McIllwraith,Larry Miller,Thom Noble,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 45","Sydenham",69,6,24,95,27,1,222,429
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 46","Sydenham",71,2,5,66,24,1,169,327
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 47","Sydenham",86,2,14,81,24,1,208,389
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 48","Sydenham",140,1,19,113,28,0,301,551
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 49","Owen Sound",50,3,41,53,12,0,159,450
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 50","Owen Sound",117,0,14,90,20,1,242,426
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 51","Owen Sound",87,0,21,109,35,4,256,480
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 52","Owen Sound",108,2,18,77,23,0,228,392
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 53","Owen Sound",Void/Supprimé,,,,,,,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 54","Owen Sound",57,0,11,53,14,2,137,296
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 55","Owen Sound",59,0,23,53,17,0,152,297
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 56","Owen Sound",65,5,21,53,32,3,179,332
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 57","Owen Sound",80,3,11,54,21,2,171,430
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 58","Owen Sound",88,2,19,58,19,0,186,353
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 59","Owen Sound",62,5,13,57,28,0,165,322
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 60","Owen Sound",76,1,14,46,16,0,153,326
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 61","Owen Sound",64,4,27,78,31,0,204,468
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 62","Owen Sound",105,0,22,39,24,1,191,401
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 63","Owen Sound",125,2,21,86,36,3,273,452
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 64","Owen Sound",70,2,17,31,9,0,129,376
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 65","Owen Sound",108,1,4,49,26,0,188,303
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 66","Owen Sound",96,2,12,106,33,0,249,386
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 67","Owen Sound",155,3,9,107,12,0,286,469
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 68","Owen Sound",147,7,17,60,24,1,256,494
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 69","Owen Sound",67,2,28,85,16,1,199,432
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 70","Owen Sound",83,1,18,77,31,0,210,489
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 71","Owen Sound",65,3,27,83,34,0,212,468
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 72","Owen Sound",91,3,20,93,32,1,240,460
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 73","Owen Sound",32,0,14,32,14,0,92,211
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 74","Owen Sound",64,2,26,82,35,0,209,516
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 75","Owen Sound",59,0,23,41,17,4,144,352
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 76","Owen Sound",69,1,22,50,21,0,163,383
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 77","Owen Sound",64,0,17,59,20,3,163,413
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 78","Owen Sound",91,1,30,88,24,1,235,478
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 79","Owen Sound",72,0,18,71,23,0,184,379
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 80","Owen Sound",92,1,11,108,31,0,243,492
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 81","Owen Sound",91,1,23,69,18,1,203,403
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 82","Owen Sound",87,3,17,38,15,0,160,385
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 83","Owen Sound",104,1,17,50,20,2,194,426
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 84","Owen Sound",51,2,22,63,22,2,162,330
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 85","Owen Sound",131,0,14,55,23,2,225,438
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 86","Owen Sound",129,2,10,105,28,0,274,443
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 87A","Owen Sound",84,1,6,64,16,3,174,281
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 87B","Owen Sound",79,1,12,65,22,1,180,293
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 88","Owen Sound",Void/Supprimé,,,,,,,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 89","Sydenham",50,0,10,54,19,0,133,228
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 90","St. Vincent",62,4,20,122,42,1,251,497
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 91","St. Vincent",87,5,25,181,30,0,328,575
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 92","Meaford",55,6,21,122,38,3,245,482
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 93","Meaford",75,2,23,103,30,1,234,458
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 94","Meaford",57,2,26,78,25,1,189,374
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 95","Meaford",86,1,15,95,56,1,254,469
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 96","Meaford",62,2,23,103,42,0,232,427
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 97","Meaford",52,2,12,100,25,2,193,326
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 98","Meaford",54,2,22,80,17,0,175,367
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 99","Meaford",74,1,17,75,31,0,198,383
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 100","Meaford",88,4,25,140,56,0,313,544
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 101","Sydenham",90,7,24,170,26,0,317,535
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 102","St. Vincent",91,1,21,140,38,0,291,567
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 103","St. Vincent",80,3,17,109,52,1,262,480
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 104","Rocklyn",50,0,15,110,25,0,200,299
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 105","South Bruce Peninsula",44,0,40,13,33,0,130,270
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 106","South Bruce Peninsula",53,4,28,105,91,1,282,467
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 107","South Bruce Peninsula",34,5,7,58,10,1,115,244
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 108","Elsinore",75,11,28,143,42,1,300,568
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 109","Invermay",64,3,27,115,39,1,249,420
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 110","Tara",73,4,24,87,26,0,214,481
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 111","Tara",51,1,9,97,14,0,172,310
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 112","Arranvale",42,1,9,101,24,0,177,322
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 113","Kilsyth",70,1,13,146,17,0,247,453
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 114","Desboro",79,7,27,137,30,0,280,444
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 115","Dobbinton",35,0,10,85,30,0,160,265
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 116","Paisley",53,2,38,83,72,1,249,387
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 117","Paisley",50,1,29,122,52,0,254,438
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 118","Scone",20,2,21,86,24,0,153,380
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 119","Chesley",30,5,39,93,54,1,222,386
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 120","Chesley",29,3,23,75,43,0,173,374
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 121","Chesley",52,0,32,112,28,1,225,478
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 122","Chesley",30,5,32,75,36,0,178,332
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 123","Peabody",27,0,8,80,17,0,132,302
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 124","Kinghurst",59,1,25,114,26,0,225,478
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 125","Hemstock Mills",70,5,18,115,31,0,239,441
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 126","Chatsworth",74,3,32,88,24,1,222,432
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 127","Arnott",82,2,24,107,22,0,237,433
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 128","Williamsford",69,5,24,90,27,0,215,401
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 129","Holland Centre",67,4,30,100,19,0,220,514
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 130","Massie",65,7,22,124,26,2,246,479
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 131","Berkeley",71,0,42,120,39,0,272,515
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 132","Wodehouse",60,3,14,123,26,1,227,430
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 133","Kimberley",83,1,10,113,56,0,263,432
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 134","Hanover",28,7,55,87,43,0,220,491
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 135","Hanover",Void/Supprimé,,,,,,,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 136","Hanover",22,5,27,54,17,0,125,349
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 137","Hanover",26,1,33,87,23,0,170,392
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 138","Hanover",34,1,26,96,46,2,205,476
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 139","Hanover",42,6,29,149,63,0,289,511
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 140","Hanover",33,6,37,130,52,1,259,506
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 141","Hanover",29,3,28,101,31,1,193,400
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 142","Hanover",29,11,28,64,26,0,158,374
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 143","Hanover",35,7,25,74,30,0,171,403
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 144","Hanover",33,3,18,149,47,0,250,496
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 145","Hanover",19,7,21,67,30,0,144,354
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 146","Hanover",22,7,24,80,21,0,154,307
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 147","Hanover",27,0,17,110,43,0,197,382
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 148","Elmwood",25,5,19,96,27,0,172,358
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 149","Louise",62,4,25,176,31,1,299,462
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 150","Hanover",48,7,35,115,34,1,240,530
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 151","Allan Park",27,4,27,74,13,0,145,323
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 152","Aberdeen",47,8,29,109,40,0,233,502
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 152-1","West Grey",13,1,2,40,6,0,62,125
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 153","Durham",29,4,24,93,18,2,170,340
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 154","Durham",43,4,26,91,20,2,186,387
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 155","Durham",18,1,28,81,32,0,160,347
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 156","Durham",34,2,33,123,38,0,230,461
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 157","Durham",19,4,13,97,27,0,160,315
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 158","Durham",21,0,23,60,23,0,127,321
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 159","Durham",26,3,22,83,21,0,155,405
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 160","Glenelg",31,3,17,105,16,0,172,449
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 161","Glenelg Centre",32,2,17,77,20,0,148,262
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 162","Traverston",69,7,21,124,41,1,263,443
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 163","Lauriston",41,1,26,86,29,1,184,358
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 164","Markdale",68,6,29,128,26,1,258,531
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 165","Markdale",53,2,21,103,17,0,196,367
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 166","Markdale",49,1,17,89,22,1,179,304
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 167","Flesherton",51,1,14,95,30,1,192,432
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 167-1","Grey Highlands",16,4,4,45,11,0,80,167
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 168","Flesherton",41,1,31,115,35,2,225,416
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 169","Flesherton",62,1,18,89,20,1,191,367
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 170A","Flesherton",27,1,19,73,27,1,148,307
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 170B","Flesherton",32,0,7,66,24,0,129,289
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 171","Flesherton",34,3,21,115,23,0,196,422
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 172A","Eugenia",17,1,10,48,15,1,92,278
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 172B","Eugenia",19,0,11,52,13,0,95,287
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 173","Feversham",37,3,21,147,32,0,240,462
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 174","Maxwell",39,4,30,106,27,1,207,433
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 175","Rob Roy",30,3,14,119,40,1,207,359
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 176","McIntyre",10,2,11,83,18,0,124,310
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 177","Neustadt",23,9,38,115,35,1,221,474
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 178","Moltke",30,2,32,69,18,2,153,283
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 179","Ayton",28,6,35,108,30,2,209,456
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 180","Hampden",40,1,19,117,31,1,209,432
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 181","Alsfeldt",18,6,12,100,29,1,166,301
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 182","Nenagh",31,0,25,115,34,0,205,415
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 183","Tartan",39,0,16,81,28,0,164,282
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 184","Holstein",48,5,33,122,32,0,240,471
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 185","Holstein",22,1,12,106,34,1,176,303
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 186","Egremont",44,6,17,104,39,0,210,404
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 187","Landerkin",4,0,14,44,20,0,82,184
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 188","Hopeville",27,2,18,85,17,1,150,328
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 189","Proton",12,3,19,80,23,0,137,289
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 190","Dundalk",15,3,18,93,11,1,141,386
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 191","Dundalk",18,2,31,77,11,1,140,293
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 192","Dundalk",23,1,42,79,13,2,160,380
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 193","Dundalk",24,1,20,72,17,0,134,434
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 194","Dundalk",34,0,34,106,15,0,189,461
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 195","Ventry",13,5,20,79,30,1,148,377
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 500","Mobile poll/Bureau itinérant",5,0,8,52,13,2,80,151
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 501","Mobile poll/Bureau itinérant",2,0,5,26,6,0,39,123
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 502","Mobile poll/Bureau itinérant",4,2,4,30,11,1,52,119
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 503","Mobile poll/Bureau itinérant",7,0,1,14,8,7,37,106
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 504","Mobile poll/Bureau itinérant",45,2,2,67,18,8,142,201
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 505","Mobile poll/Bureau itinérant",26,2,6,45,17,5,101,159
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 506","Mobile poll/Bureau itinérant",3,1,4,34,14,4,60,108
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 507","Mobile poll/Bureau itinérant",7,2,16,107,55,4,191,339
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 508","Mobile poll/Bureau itinérant",9,0,7,34,11,0,61,163
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 509","Mobile poll/Bureau itinérant",25,1,3,35,21,2,87,143
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 600","North Bruce Peninsula",26,0,11,74,24,0,135,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 601","Lion's Head",67,3,23,250,63,0,406,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 602","Wiarton",103,0,34,290,93,0,520,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 603","Sauble Beach",55,2,12,173,65,0,307,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 604","Owen Sound",171,2,40,252,70,4,539,
35026,"Bruce--Grey--Owen Sound/Bruce--Grey--Owen Sound"," 605","Owen Sound",126,3,29,162,55,2,377,
