Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Donovan Grube Cavers,Michael Crawford,Cathy McLeod,Ken Sommerfeld,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,71,Kamloops ,9,91,72,22,0,194,379
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,72,Kamloops ,18,98,85,23,2,226,416
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,73,Kamloops ,13,67,53,16,0,149,328
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,74,Kamloops ,21,75,79,10,0,185,386
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,75,Kamloops ,17,69,67,15,0,168,317
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,76,Kamloops ,16,97,55,18,1,187,376
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 77A,Kamloops ,13,45,37,4,1,100,235
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 77B,Kamloops ,15,50,41,11,0,117,276
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 78A,Kamloops ,8,69,64,12,0,153,291
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 78B,Kamloops ,4,71,55,16,0,146,269
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,79,Kamloops ,15,122,72,24,1,234,481
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,80,Kamloops ,14,68,77,11,0,170,370
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,81,Kamloops ,7,68,42,11,1,129,314
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,82,Kamloops ,21,61,53,13,0,148,293
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,83,Kamloops ,21,98,59,10,1,189,432
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,84,Kamloops ,5,81,51,3,0,140,318
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 85A,Kamloops ,24,64,67,9,0,164,278
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 85B,Kamloops ,11,73,69,22,1,176,268
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,86,Kamloops ,20,52,39,6,0,117,338
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,87,Kamloops ,13,57,41,9,0,120,316
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 88A,Kamloops ,16,60,48,7,1,132,285
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 88B,Kamloops ,12,50,34,12,0,108,298
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,89,Kamloops ,16,77,40,22,0,155,369
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,90,Kamloops ,22,95,64,17,1,199,341
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,91,Kamloops ,25,98,51,8,0,182,347
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,92,Kamloops ,21,65,40,14,2,142,392
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,93,Kamloops ,22,104,68,14,5,213,461
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,94,Kamloops ,9,58,51,13,0,131,317
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,95,Kamloops ,17,86,51,11,0,165,409
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 96A,Kamloops ,8,46,76,24,0,154,269
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 96B,Kamloops ,12,69,57,15,0,153,280
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 97A,Kamloops ,20,85,53,19,0,177,322
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 97B,Kamloops ,17,85,45,18,0,165,352
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 98A,Kamloops ,19,63,35,3,0,120,258
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 98B,Kamloops ,28,74,32,9,0,143,272
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 99A,Kamloops ,9,61,52,17,0,139,240
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 99B,Kamloops ,16,69,50,12,0,147,264
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 100A,Kamloops ,17,63,47,14,0,141,258
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 100B,Kamloops ,13,58,61,23,0,155,278
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 101A,Kamloops ,19,87,56,26,0,188,342
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 101B,Kamloops ,37,79,57,25,0,198,352
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,102,Kamloops ,18,79,52,21,0,170,369
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 103A,Kamloops ,14,38,36,10,0,98,221
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 103B,Kamloops ,5,46,36,15,0,102,231
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 103-1,Kamloops ,13,47,62,14,0,136,267
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,104,Kamloops ,18,66,57,18,0,159,296
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 105A,Kamloops ,22,60,36,12,1,131,241
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 105B,Kamloops ,20,69,27,19,0,135,254
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 106A,Kamloops ,17,50,57,15,1,140,234
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 106B,Kamloops ,17,47,54,25,0,143,257
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,107,Kamloops ,28,114,68,19,1,230,341
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,108,Kamloops ,36,137,61,33,2,269,471
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,109,Kamloops ,28,83,58,5,2,176,331
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,110,Kamloops ,25,101,62,18,2,208,365
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,111,Kamloops ,17,101,86,28,0,232,391
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,112,Kamloops ,28,90,64,26,0,208,320
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,113,Kamloops ,24,93,67,20,0,204,343
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,114,Kamloops ,9,48,61,20,0,138,291
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 115A,Kamloops ,11,86,61,25,1,184,281
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 115B,Kamloops ,6,60,78,24,1,169,261
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 116A,Kamloops ,10,88,55,15,0,168,330
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 116B,Kamloops ,14,77,60,25,0,176,316
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,117,Kamloops ,17,115,110,31,1,274,464
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 118A,Kamloops ,10,45,68,8,1,132,264
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 118B,Kamloops ,13,50,65,15,0,143,257
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 119A,Kamloops ,12,75,37,11,1,136,267
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 119B,Kamloops ,11,72,53,13,0,149,297
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,120,Kamloops ,20,86,130,60,0,296,483
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,121,Kamloops ,20,83,48,14,0,165,315
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 122A,Kamloops ,11,66,69,28,1,175,290
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 122B,Kamloops ,12,60,59,30,1,162,257
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 123A,Kamloops ,15,53,57,23,0,148,273
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 123B,Kamloops ,6,70,65,18,1,160,248
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 124A,Kamloops ,18,70,78,18,1,185,308
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 124B,Kamloops ,16,71,93,21,0,201,300
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,125,Kamloops ,21,110,123,34,1,289,495
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,126,Kamloops ,10,96,83,15,0,204,343
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 127A,Kamloops ,12,53,54,14,0,133,260
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 127B,Kamloops ,12,55,65,13,0,145,256
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,128,Kamloops ,22,85,151,49,0,307,459
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,129,Kamloops ,7,42,72,23,0,144,214
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,130,Kamloops ,19,103,143,23,0,288,485
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 131A,Savona,9,47,61,3,2,122,246
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 131B,Savona,8,44,59,6,0,117,235
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 131-1,Thompson-Nicola J (Copper Desert Country),8,46,55,7,0,116,218
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,132,Cherry Creek,7,52,109,21,1,190,346
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,133,Kamloops ,24,107,132,46,0,309,512
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 133-1A,Kamloops ,9,42,83,17,0,151,267
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 133-1B,Kamloops ,18,48,61,18,0,145,263
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,134,Kamloops ,7,36,60,21,0,124,273
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 134-1A,Kamloops ,12,63,80,22,1,178,365
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 134-1B,Kamloops ,11,67,91,25,0,194,364
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 135A,Kamloops ,7,58,67,11,0,143,273
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 135B,Kamloops ,16,52,70,20,0,158,267
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 136A,Kamloops ,7,50,47,15,0,119,281
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 136B,Kamloops ,10,51,65,16,4,146,285
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 137A,Kamloops ,13,62,79,19,0,173,290
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 137B,Kamloops ,10,47,77,8,0,142,250
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,138,Kamloops ,19,81,117,28,0,245,393
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 139A,Kamloops ,8,35,95,17,2,157,237
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 139B,Kamloops ,8,45,87,10,0,150,261
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 140A,Kamloops ,10,66,82,16,0,174,288
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo, 140B,Kamloops ,12,52,108,18,0,190,321
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,141,Kamloops ,13,78,136,31,1,259,468
59010,Kamloops--Thompson--Cariboo/Kamloops--Thompson--Cariboo,142,Kamloops ,16,102,83,27,0,228,371
