Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Barbara Biley,John Fryer,James Lunney,Zeni Maartman,Richard Pesik,Frank Wagner,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 9","Sproat Lake",0,22,52,56,10,0,0,140,248
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 10","Beaver Creek",1,20,78,72,3,0,0,174,382
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 11","Sproat Lake",0,9,40,28,8,1,0,86,177
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 12","Sproat Lake",1,28,88,92,9,3,0,221,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 13","Sproat Lake",0,27,111,54,5,1,0,198,353
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 14","Beaver Creek",0,35,87,76,15,1,2,216,335
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 15","Sproat Lake",2,12,35,106,19,0,1,175,381
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 16","Beaver Creek",0,24,69,86,15,0,0,194,337
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 17","Port Alberni",1,25,83,96,6,1,0,212,365
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 18","Beaver Creek",1,32,87,84,14,1,0,219,376
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 19","Port Alberni",1,11,71,59,16,0,0,158,313
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 20A","Cherry Creek",0,16,53,68,13,0,0,150,262
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 20B","Cherry Creek",0,14,42,60,16,1,0,133,266
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 21","Cherry Creek",1,25,97,117,12,2,0,254,409
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 22","Cherry Creek",1,21,79,109,24,0,0,234,337
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 23","Cherry Creek",0,9,56,54,6,0,0,125,270
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 24","Cherry Creek",0,19,73,73,12,0,1,178,367
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 25","Bamfield",1,18,26,59,21,0,0,125,260
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 25-1","Alberni-Clayoquot A",0,3,4,1,2,1,0,11,23
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 26","Port Alberni",2,17,78,75,11,0,0,183,334
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 27","Port Alberni",1,25,72,95,14,2,1,210,377
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 28A","Port Alberni",0,19,38,55,9,0,0,121,236
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 28B","Port Alberni",0,14,28,64,6,0,0,112,226
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 29A","Port Alberni",0,16,35,61,8,0,0,120,234
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 29B","Port Alberni",0,22,19,70,6,0,0,117,248
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 30","Port Alberni",2,26,91,82,12,0,1,214,458
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 31","Port Alberni",0,17,66,102,16,1,0,202,410
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 32A","Port Alberni",1,10,65,68,8,0,0,152,267
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 32B","Port Alberni",0,16,62,50,10,0,0,138,260
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 33","Port Alberni",0,19,125,89,9,0,0,242,442
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 34","Port Alberni",1,18,62,86,11,1,0,179,410
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 35","Port Alberni",0,16,113,101,11,0,0,241,392
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 36","Port Alberni",1,28,92,90,8,2,0,221,401
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 37","Port Alberni",1,13,42,54,1,1,0,112,291
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 38A","Port Alberni",1,7,64,75,4,1,0,152,273
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 38B","Port Alberni",1,4,68,63,5,0,0,141,263
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 39","Port Alberni",0,26,80,69,13,0,0,188,365
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 40","Port Alberni",0,16,56,81,13,1,0,167,338
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 41A","Port Alberni",2,16,31,59,7,2,1,118,236
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 41B","Port Alberni",2,14,30,55,9,0,0,110,230
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 42","Port Alberni",2,13,30,86,7,1,1,140,351
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 43","Port Alberni",0,25,76,88,8,3,0,200,352
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 44","Port Alberni",0,13,75,78,13,0,2,181,354
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 44-1","Port Alberni",1,8,47,32,8,0,1,97,182
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 45","Port Alberni",0,23,34,75,9,1,1,143,400
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 46A","Port Alberni",1,7,42,58,9,3,0,120,283
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 46B","Port Alberni",0,13,54,39,13,0,0,119,249
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 47","Port Alberni",2,23,52,70,8,0,1,156,324
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 47-1","Port Alberni",0,4,24,15,4,0,0,47,86
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 48","Port Alberni",0,33,61,76,13,0,1,184,420
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 49","Port Alberni",1,27,61,64,19,1,0,173,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 50","Port Alberni",4,19,64,77,9,1,0,174,336
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 51","Port Alberni",1,18,67,73,16,1,2,178,369
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 52","Port Alberni",0,17,57,72,10,0,0,156,355
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 53","Port Alberni",0,24,60,100,12,1,0,197,411
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 54","Port Alberni",3,16,71,99,10,1,0,200,425
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 55","Port Alberni",0,22,64,109,20,0,0,215,404
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 56","Port Alberni",0,18,68,100,9,1,0,196,371
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 57A","Port Alberni",0,5,58,58,13,1,0,135,238
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 57B","Port Alberni",0,19,56,50,15,1,0,141,240
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 58","Deep Bay",1,44,138,103,16,0,1,303,445
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 59","Deep Bay",0,30,100,65,27,0,0,222,337
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 60","Deep Bay",0,31,55,33,8,0,0,127,219
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 61A","Bowser",3,38,97,79,19,0,0,236,303
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 61B","Bowser",0,18,71,74,18,0,1,182,296
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 62","Qualicum",0,33,100,71,15,0,0,219,392
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 63","Qualicum",0,46,88,86,15,1,0,236,438
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 64A","Dashwood",0,20,58,44,4,0,0,126,245
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 64B","Dashwood",0,27,55,52,10,2,0,146,253
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 65","Dashwood",0,20,41,37,4,0,1,103,173
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 66A","Whisky Creek",0,24,62,47,10,1,1,145,262
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 66B","Whisky Creek",0,21,68,43,10,0,0,142,257
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 66-1","Nanaimo F",2,31,52,44,8,1,0,138,271
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 67","Whisky Creek",0,30,31,53,12,0,0,126,265
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 68A","Dashwood",0,27,72,54,14,0,0,167,287
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 68B","Dashwood",0,36,64,41,13,0,0,154,263
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 69","Qualicum Beach",0,34,130,60,36,0,0,260,446
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 70","Qualicum Beach",0,30,76,53,21,0,1,181,311
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 71","Qualicum Beach",1,35,112,71,31,1,0,251,416
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 72A","Qualicum Beach",0,21,68,39,23,0,0,151,277
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 72B","Qualicum Beach",0,24,76,30,7,0,0,137,273
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 73","Qualicum Beach",0,27,111,86,28,0,2,254,409
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 74A","Qualicum Beach",0,35,54,34,26,0,0,149,297
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 74B","Qualicum Beach",0,32,61,38,15,3,1,150,266
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 75A","Qualicum Beach",0,35,66,38,20,0,0,159,232
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 75B","Qualicum Beach",0,21,74,42,17,0,0,154,252
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 76","Qualicum Beach",0,24,72,46,18,0,0,160,291
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 77A","Qualicum Beach",2,27,90,58,13,0,0,190,293
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 77B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,184
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 78","Qualicum Beach",0,36,97,48,9,0,0,190,354
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 79","Qualicum Beach",0,40,110,71,23,1,0,245,439
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 80","Qualicum Beach",0,42,129,89,23,1,0,284,451
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 81A","Qualicum Beach",0,36,62,37,11,0,0,146,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 81B","Qualicum Beach",0,21,82,34,12,0,0,149,238
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 82","Qualicum Beach",0,24,102,27,20,0,1,174,266
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 82-1","Nanaimo G",0,26,102,24,21,0,0,173,262
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 83","Qualicum Beach",0,21,137,42,15,0,0,215,321
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 84","Qualicum Beach",0,8,124,51,28,0,0,211,354
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 85","Qualicum Beach",1,31,208,42,29,0,0,311,476
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 86","Qualicum Beach",0,13,167,41,30,0,1,252,381
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 87","Qualicum Beach",0,21,175,64,23,0,0,283,434
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 88","Qualicum Beach",0,20,151,37,19,0,1,228,368
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 89A","French Creek",0,15,76,34,9,0,0,134,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 89B","French Creek",2,24,78,29,12,1,0,146,267
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 90","French Creek",0,15,72,66,10,1,0,164,284
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 91","French Creek",0,13,94,33,6,0,0,146,229
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 91-1","Nanaimo G",0,14,136,33,15,0,0,198,281
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 92","French Creek",1,24,165,40,23,0,0,253,361
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 92-1","Nanaimo G",0,26,143,56,17,2,0,244,419
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 93","French Creek",1,26,91,58,8,0,0,184,276
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 93-1","Nanaimo G",1,18,56,63,7,2,0,147,250
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 94","Parksville",1,30,113,50,22,0,0,216,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 95","Parksville",0,10,87,45,9,0,0,151,279
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 96","Parksville",0,40,117,75,25,2,0,259,426
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 97","Parksville",0,23,98,38,16,0,0,175,293
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 97-1","Parksville",0,17,95,41,13,0,0,166,241
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 98","Parksville",2,15,57,34,8,0,1,117,205
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 99","Parksville",0,23,111,70,13,0,1,218,333
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 99-1","Parksville",0,22,100,54,7,0,0,183,286
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 100","Parksville",0,31,104,66,19,0,0,220,379
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 101","Parksville",0,20,85,48,13,0,0,166,297
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 102A","Parksville",0,17,63,47,10,0,0,137,231
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 102B","Parksville",1,18,61,43,12,1,0,136,242
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 103","Parksville",0,15,96,73,20,0,0,204,322
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 103-1","Parksville",1,17,90,44,18,0,2,172,287
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 104","Parksville",0,33,94,76,18,1,2,224,438
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 105","Parksville",0,37,107,66,35,0,2,247,446
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 106","Parksville",2,38,132,77,29,1,0,279,404
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 107","Parksville",2,29,79,77,19,0,0,206,360
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 108","Parksville",0,21,74,70,15,2,1,183,354
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 109A","Parksville",1,25,52,53,15,0,1,147,280
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 109B","Parksville",0,22,67,57,14,1,0,161,284
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 110","Parksville",2,29,96,96,17,0,0,240,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 111A","Parksville",0,34,95,81,25,0,0,235,398
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 111B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,115
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 112A","Parksville",0,23,97,34,19,1,0,174,260
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 112B","Parksville",1,26,91,31,15,0,0,164,262
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 113","Parksville",0,30,117,59,21,0,0,227,382
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 114","False Bay",1,50,15,111,14,0,1,192,269
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 115","Parksville",0,28,95,49,27,0,0,199,314
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 116","Parksville",0,38,76,50,10,0,1,175,345
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117","Parksville",0,19,122,39,17,0,1,198,374
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117-1A","Nanaimo E",0,12,90,25,15,0,0,142,248
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 117-1B","Nanaimo E",0,12,121,37,19,0,0,189,276
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 118","Nanoose Bay",0,43,117,78,32,0,0,270,433
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 119","Nanoose Bay",0,35,143,69,31,0,0,278,422
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 120","Nanoose Bay",0,25,141,59,31,0,1,257,382
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 121","Dolphin Beach",0,15,122,27,27,0,0,191,306
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 121-1","Nanaimo E",0,40,112,72,19,1,0,244,394
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 122","Nanoose",0,22,140,35,38,0,0,235,357
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 122-1","Nanaimo C",1,29,216,22,35,0,0,303,444
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 123","Coombs",0,57,97,86,14,1,1,256,450
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 124A","Coombs",0,39,60,63,7,0,0,169,242
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 124B","Coombs",0,22,53,49,11,1,0,136,246
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 125","Coombs",0,39,60,60,10,1,0,170,276
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 125-1","Nanaimo F",1,27,33,53,6,0,0,120,259
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 126","Errington",0,33,75,49,15,0,0,172,375
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 126-1","Nanaimo F",1,30,81,62,14,0,1,189,324
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 127A","Errington",0,23,74,46,12,1,0,156,273
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 127B","Errington",0,27,64,44,11,0,1,147,286
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 128","Errington",0,31,43,46,8,0,0,128,239
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 128-1","Nanaimo F",2,40,65,85,12,0,2,206,360
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 129","Little Mountain",0,33,50,44,11,3,0,141,245
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 129-1","Nanaimo F",0,40,79,92,19,0,0,230,413
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 130A","Nanoose",0,24,104,44,21,0,1,194,336
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 130B","Nanoose",0,29,123,46,20,0,0,218,347
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 131","Nanoose Bay",0,32,129,72,14,0,0,247,408
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 131-1","Nanaimo E",0,12,29,14,6,0,0,61,109
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 132","Nanoose Bay",2,33,128,88,33,0,1,285,436
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 133A","Lantzville",0,16,71,34,11,1,0,133,244
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 133B","Lantzville",0,17,67,42,13,0,0,139,265
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 134","Lantzville",0,22,75,102,21,0,0,220,392
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 135","Lantzville",1,48,117,74,28,0,0,268,421
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 136","Lantzville",0,19,84,80,22,0,0,205,342
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 137","Lantzville",0,29,95,84,19,1,0,228,380
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 138","Lantzville",0,28,65,56,21,0,0,170,259
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 139","Lantzville",0,39,100,64,17,1,1,222,367
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 140","Lantzville",0,17,46,53,14,0,0,130,234
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 140-1","Lantzville",1,20,98,51,19,0,0,189,320
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 141","Nanoose Bay",0,27,93,46,15,0,0,181,317
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142","Nanaimo",1,15,89,48,19,1,0,173,285
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142-1","Nanaimo",0,12,122,45,27,3,1,210,351
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 142-2","Nanaimo",0,11,116,45,21,6,2,201,340
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 143","Nanaimo",1,13,106,58,30,0,0,208,397
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 144A","Nanaimo",1,15,64,38,20,0,0,138,233
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 144B","Nanaimo",0,13,78,47,17,0,0,155,261
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 145","Nanaimo",1,14,131,59,27,2,2,236,372
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 146A","Nanaimo",0,23,81,44,6,0,0,154,245
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 146B","Nanaimo",0,26,77,46,27,0,1,177,263
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 147","Nanaimo",1,12,122,52,26,0,1,214,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 148","Nanaimo",0,22,53,43,26,1,0,145,224
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 149","Nanaimo",0,16,150,63,22,2,0,253,395
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 150","Nanaimo",0,11,83,26,38,0,0,158,268
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 151","Nanaimo",0,30,150,70,24,0,1,275,439
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 152","Nanaimo",1,31,152,27,26,3,0,240,356
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 152-1","Nanaimo",0,11,81,35,16,0,0,143,228
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 153","Nanaimo",0,23,98,46,10,2,0,179,330
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 153-1","Nanaimo",0,23,97,88,24,0,0,232,378
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 154","Nanaimo",0,23,140,45,18,0,0,226,360
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 154-1","Nanaimo",0,22,93,27,23,0,0,165,265
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 155","Nanaimo",0,32,101,67,27,0,0,227,362
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 156","Nanaimo",0,23,89,80,19,2,1,214,410
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 157","Nanaimo",1,21,87,55,19,0,0,183,280
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 157-1","Nanaimo",1,21,100,53,17,0,1,193,331
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 158","Nanaimo",0,24,137,62,32,1,1,257,440
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 159","Nanaimo",0,14,72,67,13,0,0,166,312
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 160A","Nanaimo",0,12,95,44,20,0,0,171,281
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 160B","Nanaimo",0,23,68,46,19,0,0,156,265
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161","Nanaimo",1,8,54,21,13,0,0,97,161
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161-1A","Nanaimo",1,14,112,46,29,1,0,203,348
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 161-1B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,,134
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 162","Nanaimo",0,10,126,88,27,2,0,253,446
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 162-1","Nanaimo",1,13,67,41,24,0,0,146,316
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 163A","Nanaimo",1,18,74,38,17,0,0,148,239
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 163B","Nanaimo",0,12,74,39,23,0,0,148,230
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 164","Nanaimo",0,28,135,65,39,2,0,269,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 165","Nanaimo",0,23,95,47,17,0,0,182,309
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 165-1","Nanaimo",0,12,75,24,14,1,1,127,238
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 166","Nanaimo",1,29,107,82,32,0,1,252,435
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 167","Nanaimo",0,25,110,49,25,1,1,211,329
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 168","Nanaimo",0,15,136,67,19,0,0,237,408
59014,"Nanaimo--Alberni/Nanaimo--Alberni"," 169","Nanaimo",0,31,117,84,24,1,0,257,451
