Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Rod Brindamour,Rob Gillespie,Ron McKinnon,James Moore,Zoë Royer,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 81","Coquitlam",3,2,43,114,50,1,213,550
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 82","Coquitlam",2,0,41,108,21,2,174,415
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 83","Coquitlam",8,0,35,152,22,1,218,477
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 84","Coquitlam",14,1,18,94,17,0,144,294
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 84-1","Coquitlam",9,1,28,93,30,0,161,322
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 85","Coquitlam",23,6,34,152,29,2,246,519
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 86","Coquitlam",12,1,19,81,42,0,155,289
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 87","Coquitlam",11,1,47,88,54,0,201,375
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 88","Coquitlam",27,1,12,112,58,0,210,387
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 89","Coquitlam",20,2,36,144,48,2,252,429
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 90","Coquitlam",27,1,39,154,61,0,282,487
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 91","Coquitlam",10,1,21,110,32,0,174,283
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 92","Coquitlam",17,1,14,105,31,0,168,331
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 93","Port Coquitlam",26,0,35,158,69,0,288,473
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 94","Port Coquitlam",30,0,25,133,75,2,265,465
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 95","Port Coquitlam",26,1,21,104,83,0,235,442
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 96","Port Coquitlam",21,1,23,132,69,1,247,432
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 97","Port Coquitlam",27,0,38,141,62,0,268,425
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 98","Port Coquitlam",29,2,24,121,74,3,253,404
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 99","Port Coquitlam",29,2,26,156,72,1,286,467
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 100","Port Coquitlam",22,1,36,123,67,1,250,466
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 101","Port Coquitlam",15,0,22,82,55,1,175,392
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 102","Port Coquitlam",11,0,29,111,73,0,224,410
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 103","Port Coquitlam",31,2,36,157,66,1,293,467
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 104","Port Coquitlam",30,0,31,162,60,2,285,442
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 105","Port Coquitlam",21,3,33,128,44,0,229,395
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 106","Port Coquitlam",26,3,24,119,80,1,253,471
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 107","Port Coquitlam",10,6,31,105,84,1,237,466
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 108","Port Coquitlam",15,0,28,137,74,0,254,440
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 109","Port Coquitlam",14,0,21,108,64,0,207,423
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 110","Port Coquitlam",29,4,42,111,69,2,257,516
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 111","Port Coquitlam",21,1,39,154,63,0,278,526
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 112","Port Coquitlam",16,2,27,157,89,1,292,484
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 113","Port Coquitlam",27,3,41,102,86,1,260,459
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 114","Port Coquitlam",12,1,19,77,69,1,179,396
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 115","Port Coquitlam",14,0,19,71,51,0,155,347
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 116A","Port Coquitlam",13,3,14,62,58,0,150,285
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 116B","Port Coquitlam",11,0,24,83,43,0,161,312
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 117","Port Coquitlam",17,1,16,64,68,0,166,352
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 118","Port Coquitlam",9,1,18,77,40,2,147,381
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 119","Port Coquitlam",25,0,26,97,74,2,224,472
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 120","Port Coquitlam",15,1,28,109,98,0,251,467
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 121","Port Coquitlam",11,1,15,64,51,0,142,363
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 122A","Port Coquitlam",7,1,22,68,60,2,160,324
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 122B","Port Coquitlam",6,2,11,57,55,0,131,294
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 123","Port Coquitlam",24,3,21,125,84,0,257,469
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 124","Port Coquitlam",19,2,28,87,77,5,218,417
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 125","Port Coquitlam",10,1,45,115,32,3,206,491
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 126","Port Coquitlam",9,0,11,90,62,0,172,297
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 127","Port Coquitlam",21,5,40,93,80,0,239,460
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 128","Port Coquitlam",26,2,38,92,59,0,217,468
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 129","Port Coquitlam",19,1,42,132,68,0,262,450
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 130","Port Coquitlam",23,3,27,166,72,0,291,490
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 131","Port Coquitlam",Void/Supprimé,,,,,,,
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 132A","Port Coquitlam",7,0,34,138,33,3,215,374
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 132B","Port Coquitlam",8,3,26,115,22,0,174,306
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 132-1","Port Coquitlam",8,1,31,109,44,0,193,352
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 133","Port Coquitlam",9,1,25,99,46,0,180,336
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 133-1","Port Coquitlam",10,0,37,118,54,0,219,395
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 134","Port Coquitlam",9,2,22,102,20,0,155,297
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 135","Port Coquitlam",16,0,13,86,31,0,146,254
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 136","Port Coquitlam",2,1,23,61,35,1,123,239
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 137","Port Coquitlam",9,2,34,109,36,0,190,392
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 137-1","Port Coquitlam",9,3,33,80,41,0,166,308
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 138","Port Coquitlam",15,3,35,130,88,1,272,480
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 139","Port Coquitlam",22,1,28,75,41,1,168,298
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 140","Port Coquitlam",11,5,36,137,71,0,260,393
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 141","Port Coquitlam",34,0,16,173,69,0,292,488
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 142","Port Coquitlam",9,3,24,144,43,0,223,371
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 143","Port Coquitlam",19,2,41,92,56,3,213,417
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 144","Port Coquitlam",22,2,27,79,67,4,201,381
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 145A","Port Coquitlam",9,1,30,79,67,0,186,366
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 145B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,42
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 146","Port Coquitlam",16,0,29,111,64,3,223,439
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 147","Port Coquitlam",21,2,21,79,64,1,188,404
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 148","Port Coquitlam",22,0,20,80,40,0,162,309
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 149","Port Coquitlam",33,1,31,101,71,1,238,441
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 150","Port Coquitlam",26,0,29,95,76,1,227,427
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 151","Port Coquitlam",18,0,22,80,66,0,186,393
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 152","Port Coquitlam",14,1,28,87,62,0,192,376
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 153","Port Coquitlam",12,2,25,78,46,2,165,354
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 154","Port Coquitlam",11,2,24,64,34,0,135,260
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 155","Port Coquitlam",11,2,16,55,53,0,137,272
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 156","Port Coquitlam",6,0,18,77,35,0,136,241
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 157A","Port Coquitlam",11,0,19,73,29,0,132,267
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 157B","Port Coquitlam",16,1,24,84,50,1,176,298
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 158","Port Coquitlam",27,3,36,108,88,0,262,487
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 159","Port Coquitlam",41,2,32,140,82,2,299,478
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 160","Port Coquitlam",21,0,58,145,71,1,296,537
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 161","Port Coquitlam",24,1,31,169,65,0,290,467
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 162","Port Coquitlam",25,1,21,143,81,2,273,466
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 163","Port Coquitlam",21,3,16,98,72,1,211,372
59021,"Port Moody--Westwood--Port Coquitlam/Port Moody--Westwood--Port Coquitlam"," 164","Port Coquitlam",19,0,25,159,44,0,247,416
