Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,André Arthur,Stéphane Asselin,Richard Côté,Jean Paradis,André Turgeon,Nathan John Weatherdon,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 52","Rivière-à-Pierre",34,17,20,3,9,3,4,90,227
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 53","Sainte-Christine",71,23,57,2,27,2,2,184,335
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 54","Shannon",90,33,56,10,55,6,8,258,567
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 55","Shannon",29,11,14,6,20,4,3,87,294
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 56","Shannon",20,14,22,2,19,4,6,87,219
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 57","Shannon",31,25,27,1,25,4,5,118,291
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 58","Shannon",96,59,53,4,56,18,8,294,578
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 59","Shannon",133,38,42,2,48,17,8,288,615
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 60","Fossambault-sur-le-Lac",102,60,71,6,37,9,9,294,511
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 61","Fossambault-sur-le-Lac",91,32,66,2,22,6,7,226,496
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 62","Lac-Saint-Joseph",87,36,51,2,20,5,5,206,397
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 63","Sainte-Catherine-de-la-Jacques-Cartier",86,17,68,2,29,7,5,214,415
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 64","Sainte-Catherine-de-la-Jacques-Cartier",122,23,57,4,50,16,5,277,619
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 65","Sainte-Catherine-de-la-Jacques-Cartier",77,21,75,5,35,7,2,222,432
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 66","Sainte-Catherine-de-la-Jacques-Cartier",119,46,72,11,38,6,6,298,566
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 67","Sainte-Catherine-de-la-Jacques-Cartier",124,38,63,1,43,15,11,295,585
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 68","Sainte-Catherine-de-la-Jacques-Cartier",81,12,40,2,21,3,6,165,387
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 69","Sainte-Catherine-de-la-Jacques-Cartier",114,28,55,8,28,5,2,240,547
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 70","Sainte-Catherine-de-la-Jacques-Cartier",124,34,77,3,46,6,11,301,611
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 71","Saint-Augustin-de-Desmaures",98,30,48,4,24,4,2,210,424
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 72","Saint-Augustin-de-Desmaures",79,25,46,3,29,2,3,187,399
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 73","Saint-Augustin-de-Desmaures",92,28,55,0,27,4,3,209,412
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 74","Saint-Augustin-de-Desmaures",105,68,101,2,48,12,6,342,595
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 75","Saint-Augustin-de-Desmaures",67,36,106,2,36,5,6,258,403
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 76","Saint-Augustin-de-Desmaures",64,30,88,6,51,10,2,251,426
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 77","Saint-Augustin-de-Desmaures",97,37,107,6,57,11,9,324,629
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 78","Saint-Augustin-de-Desmaures",76,37,85,4,37,2,2,243,409
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 79","Saint-Augustin-de-Desmaures",80,35,65,3,23,6,5,217,377
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 80","Saint-Augustin-de-Desmaures",58,32,76,2,35,8,3,214,366
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 81","Saint-Augustin-de-Desmaures",78,32,107,2,51,9,0,279,452
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 82","Saint-Augustin-de-Desmaures",72,39,72,6,39,8,2,238,385
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 83","Saint-Augustin-de-Desmaures",126,65,142,13,61,17,7,431,654
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 83-1","Québec",24,14,26,1,11,3,1,80,269
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 84","Saint-Augustin-de-Desmaures",85,53,59,10,23,5,4,239,426
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 85","Saint-Augustin-de-Desmaures",113,33,50,9,29,4,10,248,449
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 86","Saint-Augustin-de-Desmaures",56,37,60,1,28,10,4,196,469
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 87","Saint-Augustin-de-Desmaures",62,91,83,10,44,15,5,310,494
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 88","Saint-Augustin-de-Desmaures",81,56,74,4,39,7,2,263,489
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 89","Saint-Augustin-de-Desmaures",34,31,41,2,20,7,4,139,254
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 90","Saint-Augustin-de-Desmaures",66,68,96,2,34,7,4,277,434
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 91","Saint-Augustin-de-Desmaures",48,75,123,6,34,16,7,309,489
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 92","Saint-Augustin-de-Desmaures",35,53,97,0,27,5,4,221,385
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 93","Saint-Augustin-de-Desmaures",32,71,113,3,27,3,6,255,390
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 94","Saint-Augustin-de-Desmaures",57,56,90,3,46,8,7,267,479
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 95","Saint-Augustin-de-Desmaures",54,69,85,2,37,11,4,262,428
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 96A","Saint-Augustin-de-Desmaures",52,40,106,2,31,6,1,238,395
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 96B","Mobile poll/Bureau itinérant",Merged with No. 501B/Fusionné avec le nº 501B,,,,,,,,52
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 97","Saint-Augustin-de-Desmaures",38,98,65,8,28,8,3,248,401
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 98","Saint-Augustin-de-Desmaures",67,101,97,5,24,11,11,316,531
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 99","Pont-Rouge",107,28,72,7,43,9,5,271,599
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 100","Pont-Rouge",84,17,69,5,13,4,5,197,390
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 101","Pont-Rouge",94,14,62,4,42,10,10,236,517
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 102","Neuville",88,14,67,4,22,4,10,209,379
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 103","Neuville",53,30,133,2,55,13,5,291,505
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 104","Neuville",71,44,91,6,20,8,7,247,424
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 105","Neuville",64,43,98,11,32,5,0,253,533
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 106","Neuville",44,37,94,9,31,11,12,238,427
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 107","Neuville",81,36,70,3,25,4,7,226,434
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 108","Neuville",64,21,57,6,18,6,3,175,367
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 109","Pont-Rouge",87,34,43,8,27,4,9,212,404
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 110","Pont-Rouge",64,22,43,5,16,13,5,168,410
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 111","Pont-Rouge",70,20,35,3,17,9,1,155,357
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 112","Pont-Rouge",94,19,58,1,25,9,9,215,457
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 113","Pont-Rouge",84,31,80,9,38,9,12,263,449
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 114","Pont-Rouge",158,59,92,7,64,6,12,398,741
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 115","Pont-Rouge",82,44,74,5,30,3,4,242,493
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 116","Pont-Rouge",81,36,93,2,39,10,12,273,483
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 117","Pont-Rouge",77,29,68,5,28,13,9,229,459
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 118","Pont-Rouge",70,18,75,9,27,5,7,211,428
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 119","Saint-Basile",77,23,91,3,22,6,4,226,457
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 120","Saint-Basile",97,48,87,1,37,7,0,277,478
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 121","Saint-Basile",84,56,69,7,24,7,6,253,378
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 122","Saint-Basile",106,46,78,7,38,12,16,303,434
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 123","Saint-Basile",61,20,66,2,20,5,6,180,293
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 124","Cap-Santé",64,33,116,7,24,9,9,262,462
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 125","Donnacona",45,32,116,4,32,10,4,243,452
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 126","Donnacona",83,50,119,10,36,9,6,313,585
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 127","Donnacona",61,41,126,4,40,13,5,290,540
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 128","Donnacona",86,51,150,5,49,17,20,378,704
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 129","Donnacona",52,32,43,1,15,1,2,146,331
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 130","Donnacona",31,30,59,5,18,3,2,148,285
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 131","Donnacona",30,18,42,4,31,3,4,132,357
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 132","Donnacona",39,21,55,6,15,1,3,140,279
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 133","Donnacona",58,43,85,8,29,5,4,232,363
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 134","Cap-Santé",78,21,92,5,56,5,15,272,453
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 135","Donnacona",44,6,31,1,21,4,5,112,283
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 136","Donnacona",40,43,75,9,29,10,4,210,379
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 137","Cap-Santé",55,32,104,5,32,10,5,243,382
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 138","Cap-Santé",71,46,91,4,41,6,5,264,480
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 139","Cap-Santé",46,41,102,4,29,5,6,233,417
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 140","Portneuf",89,41,74,2,39,7,8,260,466
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 141","Portneuf",48,26,69,6,38,7,5,199,382
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 142","Portneuf",68,22,71,8,24,5,13,211,468
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 143","Portneuf",52,33,55,1,26,5,0,172,315
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 144","Portneuf",52,24,56,2,23,9,4,170,309
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 145","Portneuf",24,8,27,1,8,6,0,74,160
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 146","Portneuf",87,28,81,6,38,3,0,243,442
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 147","Saint-Alban",74,36,94,4,26,7,5,246,511
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 148","Saint-Alban",74,38,78,0,22,7,6,225,425
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 149","Saint-Gilbert",33,26,44,1,14,0,5,123,229
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 150","Deschambault-Grondines",70,50,123,3,34,10,10,300,534
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 151","Deschambault-Grondines",61,37,83,2,22,15,3,223,360
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 152","Deschambault-Grondines",26,13,34,4,14,2,1,94,182
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 153","Saint-Marc-des-Carrières",46,30,38,5,21,5,2,147,345
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 154","Saint-Marc-des-Carrières",69,24,50,9,23,2,5,182,377
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 155","Saint-Marc-des-Carrières",77,40,50,10,27,5,4,213,367
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 156","Saint-Marc-des-Carrières",45,33,79,7,21,5,8,198,438
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 157","Saint-Marc-des-Carrières",63,42,71,5,31,2,6,220,406
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 158","Saint-Marc-des-Carrières",47,27,49,4,8,2,0,137,309
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 159","Deschambault-Grondines",48,39,129,1,33,7,1,258,427
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 160","Deschambault-Grondines",15,11,53,2,2,5,0,88,147
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 161","Saint-Ubalde",47,40,63,7,41,15,7,220,451
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 162","Saint-Ubalde",29,33,68,3,34,8,3,178,321
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 163","Saint-Ubalde",61,61,78,11,22,8,9,250,448
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 164","Saint-Thuribe",40,22,44,1,20,3,4,134,226
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 165","Saint-Casimir",43,23,70,11,25,3,7,182,315
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 166","Saint-Casimir",38,42,57,6,20,0,3,166,332
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 167","Saint-Casimir",39,34,58,2,19,2,5,159,334
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 168","Saint-Casimir",27,19,39,2,10,9,1,107,235
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 500","Mobile poll/Bureau itinérant",29,15,9,3,1,3,3,63,156
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501A","Mobile poll/Bureau itinérant",15,18,9,2,2,1,0,47,108
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 501B","Mobile poll/Bureau itinérant",26,52,15,1,4,3,4,105,142
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 502","Mobile poll/Bureau itinérant",15,21,17,2,1,1,1,58,162
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 503","Mobile poll/Bureau itinérant",47,19,13,5,2,5,2,93,154
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 504","Mobile poll/Bureau itinérant",19,14,9,2,0,1,8,53,82
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 600","Stoneham-et-Tewkesbury",165,74,131,9,44,8,9,440,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 601","Saint-Gabriel-de-Valcartier",50,26,25,3,12,6,3,125,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 602","Sainte-Brigitte-de-Laval",89,23,75,2,21,5,5,220,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 603","Lac-Beauport",167,97,201,10,54,26,12,567,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 604","Saint-Raymond (est)",166,50,80,9,23,3,6,337,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 605","Saint-Raymond (centre)",151,50,73,30,20,9,4,337,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 606","Saint-Raymond (nord)",132,25,88,8,23,5,8,289,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 607","Shannon",103,32,27,3,19,5,0,189,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 608","Sainte-Catherine-de-la-Jacques-Cartier",223,67,123,1,41,7,10,472,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 609","Saint-Augustin-de-Desmaures (centre)",140,62,119,11,28,9,5,374,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 610","Saint-Augustin-de-Desmaures (ouest)",89,31,103,2,18,7,3,253,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 611","Saint-Augustin-de-Desmaures (du lac)",86,87,138,6,32,6,14,369,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 612","Saint-Augustin-de-Desmaures (sud)",58,68,85,4,11,8,1,235,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 613","Pont-Rouge (centre)",115,62,89,5,22,11,8,312,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 614","Pont-Rouge (région)",77,24,88,3,13,3,6,214,
24051,"Portneuf--Jacques-Cartier/Portneuf--Jacques-Cartier"," 615","Neuville",137,48,140,2,22,16,4,369,
