Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Pierre-Olivier Brunelle,Marsha Fine,Reny Gagnon,Bernard Patry,Shameem Siddiqui,Ryan Young,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 17","L'Île-Bizard",37,1,79,77,31,18,1,244,503
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 18","L'Île-Bizard",31,0,67,62,20,10,3,193,390
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 19","L'Île-Bizard",55,1,39,72,23,21,3,214,361
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 20","L'Île-Bizard",34,0,71,46,29,10,3,193,392
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 21","L'Île-Bizard",33,0,61,52,21,10,0,177,325
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 22","L'Île-Bizard",41,0,49,46,11,9,1,157,336
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 23","L'Île-Bizard",37,0,21,69,13,11,1,152,316
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 24","L'Île-Bizard",55,0,53,97,26,14,4,249,460
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 25","L'Île-Bizard",37,0,57,56,29,12,6,197,411
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 26","Pierrefonds",74,2,37,106,42,25,3,289,477
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 27","Pierrefonds",54,0,27,115,17,17,1,231,570
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 28","Pierrefonds",33,0,26,53,13,13,2,140,326
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 29","Pierrefonds",70,2,33,123,37,27,2,294,602
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 30","Pierrefonds",29,0,20,73,22,13,2,159,404
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 31","Pierrefonds",40,0,15,49,24,9,1,138,307
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 32","Pierrefonds",42,1,9,82,27,9,1,171,403
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 33","Pierrefonds",56,0,11,118,23,13,2,223,423
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 34","Pierrefonds",58,1,16,94,32,26,1,228,407
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 35","Pierrefonds",56,0,16,71,33,13,1,190,366
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 36","Pierrefonds",52,0,16,96,25,14,2,205,382
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 37","Pierrefonds",67,0,25,83,24,22,2,223,381
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 38","Pierrefonds",59,1,24,91,32,24,0,231,401
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 39","Pierrefonds",32,0,39,93,29,16,3,212,374
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 40","Pierrefonds",38,0,48,97,23,10,0,216,377
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 41","Pierrefonds",59,1,23,107,23,12,1,226,392
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 42","Pierrefonds",43,1,23,106,33,15,2,223,485
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 43","Pierrefonds",70,1,30,132,33,17,4,287,520
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 44","Pierrefonds",61,1,22,124,28,13,0,249,553
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 45","Pierrefonds",49,0,18,119,15,23,0,224,493
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 45-1","Pierrefonds",24,0,10,41,15,7,0,97,200
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 46","Pierrefonds",47,1,19,120,19,8,2,216,442
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 47","Pierrefonds",29,3,8,72,19,9,0,140,472
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 48","Pierrefonds",25,0,4,48,15,4,0,96,247
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 49","Pierrefonds",37,0,27,69,18,10,5,166,407
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 50","Pierrefonds",45,0,16,82,19,10,0,172,368
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 51","Roxboro",53,2,30,88,32,25,4,234,438
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 52","Pierrefonds",44,0,26,81,18,6,2,177,361
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 53","Roxboro",52,1,41,87,30,10,3,224,450
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 54","Roxboro",34,3,37,81,36,17,4,212,430
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 55","Pierrefonds",47,0,33,87,36,9,0,212,373
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 56","Pierrefonds",38,0,48,84,31,16,1,218,436
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 57","Pierrefonds",23,1,27,66,18,9,1,145,289
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 58","Pierrefonds",15,1,26,99,29,16,1,187,344
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 59","Pierrefonds",42,0,66,154,33,41,1,337,555
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 60","Pierrefonds",48,0,47,102,30,21,2,250,475
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 61A","Pierrefonds",41,1,22,109,33,12,1,219,434
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 61B","Mobile poll/Bureau itinérant",Merged with No. 122-1B/Fusionné avec le nº 122-1B,,,,,,,,55
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 62","Pierrefonds",30,0,32,119,26,10,1,218,402
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 63","Pierrefonds",13,0,25,45,17,10,1,111,294
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 64","Pierrefonds",11,0,13,74,10,6,1,115,308
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 65","Pierrefonds",22,0,12,90,22,8,5,159,463
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 66","Pierrefonds",27,2,6,41,6,11,5,98,213
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 67","Pierrefonds",28,0,15,78,16,17,0,154,366
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 68","Pierrefonds",34,3,16,88,16,2,0,159,269
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 69","Pierrefonds",30,1,16,55,21,10,0,133,298
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 70","Pierrefonds",25,0,20,58,18,7,0,128,374
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 71","Roxboro",41,2,45,102,32,15,3,240,502
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 72","Roxboro",46,1,20,108,29,17,3,224,343
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 73","Roxboro",33,1,28,88,27,17,1,195,410
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 74","Roxboro",33,0,27,97,17,26,1,201,330
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 75","Roxboro",43,1,19,88,21,13,1,186,293
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 76","Roxboro",44,1,29,73,30,31,2,210,351
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 77","Roxboro",49,2,32,113,34,16,4,250,449
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 78","Roxboro",46,0,22,85,24,23,1,201,334
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 78-1","Roxboro",70,0,25,103,13,25,0,236,369
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 79","Dollard-des-Ormeaux",41,1,15,83,17,10,2,169,384
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 80","Dollard-des-Ormeaux",52,0,12,134,10,14,1,223,413
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 81","Dollard-des-Ormeaux",70,0,6,113,23,9,2,223,400
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 82","Dollard-des-Ormeaux",44,2,7,96,22,7,0,178,341
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 83","Dollard-des-Ormeaux",38,0,12,116,14,10,2,192,371
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 84","Dollard-des-Ormeaux",52,1,23,111,20,6,2,215,423
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 85","Dollard-des-Ormeaux",58,2,18,150,39,17,2,286,615
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 86","Dollard-des-Ormeaux",Void/Supprimé,,,,,,,,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 87","Dollard-des-Ormeaux",23,2,8,87,26,7,0,153,396
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 88","Dollard-des-Ormeaux",33,0,9,75,28,8,3,156,400
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 88-1","Dollard-des-Ormeaux",18,0,3,39,8,3,1,72,151
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 89","Dollard-des-Ormeaux",39,1,11,92,33,14,1,191,491
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 90","Dollard-des-Ormeaux",36,1,9,117,20,11,1,195,454
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 91","Dollard-des-Ormeaux",31,1,1,61,16,7,0,117,250
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 91-1","Dollard-des-Ormeaux",25,0,7,40,13,5,0,90,189
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 92","Dollard-des-Ormeaux",20,0,1,41,11,4,1,78,245
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 92-1","Dollard-des-Ormeaux",16,0,6,37,22,9,1,91,287
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 93","Dollard-des-Ormeaux",48,0,8,106,29,10,1,202,467
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 94","Dollard-des-Ormeaux",49,0,9,85,23,5,1,172,418
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 95","Dollard-des-Ormeaux",40,0,13,80,35,13,0,181,381
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 96","Dollard-des-Ormeaux",35,0,3,108,17,12,0,175,397
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 97","Dollard-des-Ormeaux",72,0,11,138,19,10,3,253,475
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 98","Dollard-des-Ormeaux",57,1,10,162,19,15,1,265,463
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 99","Dollard-des-Ormeaux",80,1,23,148,26,13,0,291,543
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 100","Dollard-des-Ormeaux",45,0,9,175,18,9,1,257,485
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 101","Dollard-des-Ormeaux",47,1,7,88,28,6,2,179,398
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 102","Dollard-des-Ormeaux",58,0,6,105,23,9,2,203,450
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 103","Dollard-des-Ormeaux",15,0,5,46,8,13,0,87,382
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 103-1","Dollard-des-Ormeaux",22,3,3,65,19,5,1,118,158
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 104","Dollard-des-Ormeaux",53,0,8,103,23,9,1,197,487
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 105","Dollard-des-Ormeaux",69,2,12,75,19,22,2,201,383
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 106","Dollard-des-Ormeaux",27,1,10,86,16,15,0,155,306
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 107","Dollard-des-Ormeaux",48,1,2,62,19,16,1,149,320
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 108","Dollard-des-Ormeaux",59,0,7,98,23,20,2,209,410
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 109","Dollard-des-Ormeaux",75,0,14,85,20,10,0,204,404
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 110","Dollard-des-Ormeaux",44,0,7,70,14,15,0,150,448
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 111","Dollard-des-Ormeaux",41,1,7,97,18,5,0,169,366
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 112","Dollard-des-Ormeaux",40,0,9,45,24,8,1,127,283
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 113","Dollard-des-Ormeaux",47,0,2,65,13,12,0,139,315
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 114","Dollard-des-Ormeaux",78,1,4,103,13,17,0,216,464
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 115","Dollard-des-Ormeaux",62,0,8,88,20,7,1,186,304
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 116","Dollard-des-Ormeaux",82,0,4,94,15,17,4,216,473
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 117","Dollard-des-Ormeaux",61,0,2,85,16,15,0,179,408
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 118","Dollard-des-Ormeaux",107,2,4,125,17,20,1,276,473
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 119","Dollard-des-Ormeaux",69,0,2,79,11,22,2,185,392
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 120","Dollard-des-Ormeaux",69,0,2,83,18,15,0,187,424
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 121","Dollard-des-Ormeaux",110,1,2,123,15,20,0,271,551
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 122","Dollard-des-Ormeaux",64,0,4,103,9,22,1,203,381
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 122-1A","Dollard-des-Ormeaux",27,0,2,66,5,6,0,106,218
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 122-1B","Mobile poll/Bureau itinérant",39,1,7,92,5,0,1,145,128
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 123","Dollard-des-Ormeaux",73,1,4,97,14,16,1,206,397
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 124","Dollard-des-Ormeaux",80,0,4,102,16,6,0,208,412
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 125","Dollard-des-Ormeaux",101,1,1,81,6,21,1,212,467
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 126","Dollard-des-Ormeaux",67,1,9,145,22,9,1,254,525
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 126-1","Dollard-des-Ormeaux",8,0,3,21,3,1,0,36,112
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 127","Dollard-des-Ormeaux",63,0,2,112,25,9,1,212,501
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 128","Dollard-des-Ormeaux",52,1,7,125,27,20,2,234,439
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 129","Dollard-des-Ormeaux",63,0,2,161,18,13,2,259,541
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 130","Dollard-des-Ormeaux",74,1,11,93,21,18,0,218,438
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 131A","Dollard-des-Ormeaux",63,0,7,93,21,24,0,208,465
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 131B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,29
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 132","Dollard-des-Ormeaux",28,0,4,78,7,3,0,120,220
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 132-1","Dollard-des-Ormeaux",80,0,7,196,21,12,0,316,704
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 133","Pierrefonds",53,0,29,127,32,27,3,271,489
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 134","Pierrefonds",59,0,29,121,41,27,1,278,491
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 135","Pierrefonds",46,4,16,155,27,17,4,269,481
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 136","Pierrefonds",48,1,22,83,23,22,1,200,389
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 137","Pierrefonds",49,0,10,121,30,12,3,225,435
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 138","Pierrefonds",48,0,16,61,27,13,0,165,352
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 139","Pierrefonds",32,1,10,80,11,11,0,145,288
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 140","Pierrefonds",37,0,4,65,13,5,0,124,262
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 141","Pierrefonds",Void/Supprimé,,,,,,,,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 142","Pierrefonds",35,0,13,80,12,9,0,149,356
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 143","Pierrefonds",81,0,33,110,18,11,2,255,512
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 144","Pierrefonds",37,1,21,84,21,14,3,181,426
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 145","Pierrefonds",20,1,8,54,3,3,1,90,150
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 146","Pierrefonds",25,0,5,33,11,6,0,80,210
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 146-1","Pierrefonds",84,2,41,126,44,18,3,318,817
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 147","Pierrefonds",72,0,20,121,34,13,5,265,478
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 148","Pierrefonds",67,0,13,106,22,23,3,234,344
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 149","Pierrefonds",58,1,13,98,32,20,0,222,362
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 150","Pierrefonds",51,0,6,95,31,22,0,205,362
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 151A","Pierrefonds",69,1,27,122,24,20,0,263,486
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 151B","Pierrefonds",45,1,14,94,10,4,4,172,239
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 152","Pierrefonds",53,0,24,106,19,20,0,222,382
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 153A","Ste-Geneviève",20,0,23,46,19,5,1,114,266
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 153B","Ste-Geneviève",27,1,7,48,4,2,0,89,103
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 154","Ste-Geneviève",25,0,33,41,12,6,1,118,279
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 155","Dollard-des-Ormeaux",60,0,1,75,11,13,0,160,347
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 156","Dollard-des-Ormeaux",82,1,5,106,12,13,2,221,438
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 157","Dollard-des-Ormeaux",112,0,3,85,9,19,0,228,523
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 158","Dollard-des-Ormeaux",51,0,1,37,5,5,0,99,227
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 158-1","Dollard-des-Ormeaux",41,0,1,54,23,6,0,125,342
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 159","Dollard-des-Ormeaux",71,1,3,106,23,16,0,220,462
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 160","Dollard-des-Ormeaux",48,0,0,73,22,12,2,157,277
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 161","Dollard-des-Ormeaux",48,2,2,75,32,14,1,174,327
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 162","Dollard-des-Ormeaux",51,0,4,76,18,4,0,153,330
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 162-1","Dollard-des-Ormeaux",39,0,1,89,8,8,1,146,302
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 163","Dollard-des-Ormeaux",153,2,19,228,47,25,4,478,925
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 164A","Dollard-des-Ormeaux",26,1,6,44,13,3,0,93,288
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 164B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,32
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 165","Dollard-des-Ormeaux",38,0,4,69,17,11,2,141,313
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 165-1","Dollard-des-Ormeaux",9,0,2,27,2,2,1,43,90
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 166","Dollard-des-Ormeaux",20,0,4,58,11,9,1,103,335
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 167","Dollard-des-Ormeaux",51,0,4,105,32,16,2,210,429
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 168","Dollard-des-Ormeaux",48,0,10,83,35,11,1,188,401
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 169","Dollard-des-Ormeaux",63,0,8,89,25,24,1,210,446
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 170","Dollard-des-Ormeaux",60,0,2,113,30,21,2,228,505
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 171","Dollard-des-Ormeaux",40,1,7,84,23,14,2,171,493
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 172","Dollard-des-Ormeaux",50,1,6,107,37,16,1,218,369
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 173","Dollard-des-Ormeaux",40,0,3,113,25,19,1,201,396
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 174","Dollard-des-Ormeaux",24,0,1,66,13,4,1,109,204
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 175","Dollard-des-Ormeaux",43,0,3,96,24,20,2,188,489
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 175-1","Dollard-des-Ormeaux",39,0,9,73,14,17,0,152,295
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 176","Dollard-des-Ormeaux",54,0,14,110,19,16,1,214,403
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 177","Dollard-des-Ormeaux",80,0,15,66,22,10,1,194,364
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 178","Dollard-des-Ormeaux",79,1,7,99,31,16,1,234,381
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 179","Dollard-des-Ormeaux",51,0,10,102,19,28,1,211,335
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 180","Dollard-des-Ormeaux",33,0,10,101,36,23,0,203,370
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 181","Dollard-des-Ormeaux",55,0,5,120,40,20,1,241,434
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 182","Dollard-des-Ormeaux",65,0,3,118,19,18,2,225,369
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 183","Dollard-des-Ormeaux",62,0,6,115,31,22,0,236,411
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 184","Dollard-des-Ormeaux",68,0,10,118,32,16,0,244,410
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 185","Dollard-des-Ormeaux",39,0,10,111,27,8,0,195,373
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 500","Mobile poll/Bureau itinérant",4,0,3,14,0,0,0,21,90
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 501","Mobile poll/Bureau itinérant",12,0,6,30,3,4,1,56,72
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 502","Mobile poll/Bureau itinérant",29,1,3,66,6,2,2,109,225
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 503","Mobile poll/Bureau itinérant",30,1,6,51,4,1,2,95,148
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 600","L'Île-Bizard",123,1,86,151,31,35,3,430,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 601","L'Île-Bizard",88,1,77,162,20,18,2,368,
24049,"Pierrefonds--Dollard/Pierrefonds--Dollard"," 602","Pierrefonds",157,0,29,294,30,45,1,556,
