Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Maurice Brossard,Normand Chouinard,Marcel Lussier,Hoang Mai,Alexandra Mendes,Sonia Ziadé,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24011,"Brossard--La Prairie/Brossard--La Prairie"," 17","Brossard",36,1,40,40,72,2,3,194,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 18","Brossard",34,0,31,25,99,11,0,200,397
24011,"Brossard--La Prairie/Brossard--La Prairie"," 19","Brossard",18,3,34,39,91,6,1,192,409
24011,"Brossard--La Prairie/Brossard--La Prairie"," 20","Brossard",26,4,39,26,88,8,1,192,476
24011,"Brossard--La Prairie/Brossard--La Prairie"," 21","Brossard",20,0,66,26,37,10,2,161,427
24011,"Brossard--La Prairie/Brossard--La Prairie"," 22","Brossard",38,2,52,16,61,8,5,182,346
24011,"Brossard--La Prairie/Brossard--La Prairie"," 23","Brossard",32,3,84,22,44,4,1,190,369
24011,"Brossard--La Prairie/Brossard--La Prairie"," 24","Brossard",38,0,64,18,68,5,1,194,337
24011,"Brossard--La Prairie/Brossard--La Prairie"," 25","Brossard",31,0,70,24,43,6,3,177,384
24011,"Brossard--La Prairie/Brossard--La Prairie"," 26","Brossard",39,0,72,36,52,8,3,210,407
24011,"Brossard--La Prairie/Brossard--La Prairie"," 27","Brossard",40,0,52,23,98,11,0,224,402
24011,"Brossard--La Prairie/Brossard--La Prairie"," 28","Brossard",39,0,37,25,65,5,0,171,446
24011,"Brossard--La Prairie/Brossard--La Prairie"," 29","Brossard",29,1,64,19,73,8,5,199,336
24011,"Brossard--La Prairie/Brossard--La Prairie"," 30","Brossard",36,1,65,43,86,5,2,238,398
24011,"Brossard--La Prairie/Brossard--La Prairie"," 31","Brossard",47,1,57,30,82,7,4,228,406
24011,"Brossard--La Prairie/Brossard--La Prairie"," 32","Brossard",35,2,90,27,59,3,2,218,367
24011,"Brossard--La Prairie/Brossard--La Prairie"," 33","Brossard",25,0,96,20,50,1,6,198,336
24011,"Brossard--La Prairie/Brossard--La Prairie"," 34","Brossard",35,0,91,29,52,8,0,215,404
24011,"Brossard--La Prairie/Brossard--La Prairie"," 35","Brossard",31,2,81,27,41,4,4,190,416
24011,"Brossard--La Prairie/Brossard--La Prairie"," 36","Brossard",27,2,68,30,59,6,5,197,423
24011,"Brossard--La Prairie/Brossard--La Prairie"," 37","Brossard",32,0,34,26,41,3,2,138,290
24011,"Brossard--La Prairie/Brossard--La Prairie"," 38","Brossard",9,0,15,9,28,3,1,65,214
24011,"Brossard--La Prairie/Brossard--La Prairie"," 39","Brossard",26,0,55,27,28,5,1,142,333
24011,"Brossard--La Prairie/Brossard--La Prairie"," 40","Brossard",28,1,80,20,33,2,4,168,350
24011,"Brossard--La Prairie/Brossard--La Prairie"," 41","Brossard",37,1,64,39,75,8,2,226,487
24011,"Brossard--La Prairie/Brossard--La Prairie"," 42","Brossard",55,0,52,28,62,14,6,217,402
24011,"Brossard--La Prairie/Brossard--La Prairie"," 43A","Brossard",11,2,43,21,39,11,0,127,290
24011,"Brossard--La Prairie/Brossard--La Prairie"," 43B","Brossard",36,0,44,5,51,4,2,142,304
24011,"Brossard--La Prairie/Brossard--La Prairie"," 44","Brossard",27,0,69,42,74,14,5,231,469
24011,"Brossard--La Prairie/Brossard--La Prairie"," 45","Brossard",37,0,51,17,77,2,5,189,330
24011,"Brossard--La Prairie/Brossard--La Prairie"," 45-1","Brossard",40,1,38,25,66,2,0,172,352
24011,"Brossard--La Prairie/Brossard--La Prairie"," 46","Brossard",25,0,36,7,47,7,1,123,313
24011,"Brossard--La Prairie/Brossard--La Prairie"," 47","Brossard",47,0,42,24,88,10,4,215,463
24011,"Brossard--La Prairie/Brossard--La Prairie"," 48","Brossard",40,1,30,30,105,4,0,210,406
24011,"Brossard--La Prairie/Brossard--La Prairie"," 49","Brossard",50,0,79,36,107,5,0,277,476
24011,"Brossard--La Prairie/Brossard--La Prairie"," 50","Brossard",35,0,58,24,71,3,1,192,387
24011,"Brossard--La Prairie/Brossard--La Prairie"," 51","Brossard",38,0,48,19,84,5,0,194,387
24011,"Brossard--La Prairie/Brossard--La Prairie"," 52","Brossard",37,0,56,40,100,4,1,238,467
24011,"Brossard--La Prairie/Brossard--La Prairie"," 53","Brossard",26,0,37,22,41,4,2,132,363
24011,"Brossard--La Prairie/Brossard--La Prairie"," 54","Brossard",28,0,38,18,87,5,0,176,336
24011,"Brossard--La Prairie/Brossard--La Prairie"," 55","Brossard",49,2,61,23,98,9,4,246,442
24011,"Brossard--La Prairie/Brossard--La Prairie"," 56","Brossard",26,0,33,24,74,11,2,170,326
24011,"Brossard--La Prairie/Brossard--La Prairie"," 57","Brossard",28,0,51,29,63,8,2,181,405
24011,"Brossard--La Prairie/Brossard--La Prairie"," 58","Brossard",44,0,37,22,113,4,1,221,427
24011,"Brossard--La Prairie/Brossard--La Prairie"," 59","Brossard",22,0,33,14,34,3,3,109,251
24011,"Brossard--La Prairie/Brossard--La Prairie"," 60","Brossard",26,2,58,30,68,3,1,188,312
24011,"Brossard--La Prairie/Brossard--La Prairie"," 61","Brossard",33,0,67,29,113,9,2,253,424
24011,"Brossard--La Prairie/Brossard--La Prairie"," 62","Brossard",26,2,33,29,87,3,4,184,409
24011,"Brossard--La Prairie/Brossard--La Prairie"," 63","Brossard",26,0,29,28,64,2,0,149,288
24011,"Brossard--La Prairie/Brossard--La Prairie"," 64","Brossard",38,0,34,13,110,10,2,207,414
24011,"Brossard--La Prairie/Brossard--La Prairie"," 65","Brossard",46,0,48,30,86,4,1,215,427
24011,"Brossard--La Prairie/Brossard--La Prairie"," 66A","Brossard",26,0,17,21,58,9,0,131,259
24011,"Brossard--La Prairie/Brossard--La Prairie"," 66B","Brossard",36,0,21,16,73,4,0,150,279
24011,"Brossard--La Prairie/Brossard--La Prairie"," 67","Brossard",38,0,66,19,103,11,3,240,450
24011,"Brossard--La Prairie/Brossard--La Prairie"," 68","Brossard",42,0,47,18,94,2,3,206,346
24011,"Brossard--La Prairie/Brossard--La Prairie"," 69","Brossard",20,0,44,26,36,5,0,131,266
24011,"Brossard--La Prairie/Brossard--La Prairie"," 70","Brossard",48,1,30,31,99,16,2,227,528
24011,"Brossard--La Prairie/Brossard--La Prairie"," 71","Brossard",22,0,22,9,49,3,0,105,222
24011,"Brossard--La Prairie/Brossard--La Prairie"," 72","Brossard",31,0,45,22,60,1,0,159,301
24011,"Brossard--La Prairie/Brossard--La Prairie"," 73","Brossard",42,0,33,12,66,2,1,156,257
24011,"Brossard--La Prairie/Brossard--La Prairie"," 74A","Brossard",54,1,53,17,73,3,1,202,360
24011,"Brossard--La Prairie/Brossard--La Prairie"," 74B","Brossard",77,3,58,15,109,2,5,269,311
24011,"Brossard--La Prairie/Brossard--La Prairie"," 74-1","Brossard",46,0,17,5,50,3,0,121,196
24011,"Brossard--La Prairie/Brossard--La Prairie"," 75","Brossard",53,0,81,30,81,3,3,251,540
24011,"Brossard--La Prairie/Brossard--La Prairie"," 76","Brossard",38,0,47,34,58,11,3,191,319
24011,"Brossard--La Prairie/Brossard--La Prairie"," 77","Brossard",39,1,62,31,64,7,3,207,451
24011,"Brossard--La Prairie/Brossard--La Prairie"," 78","Brossard",29,0,57,22,36,6,0,150,273
24011,"Brossard--La Prairie/Brossard--La Prairie"," 79","Brossard",37,0,80,60,66,10,2,255,422
24011,"Brossard--La Prairie/Brossard--La Prairie"," 80","Brossard",47,0,58,32,91,11,4,243,396
24011,"Brossard--La Prairie/Brossard--La Prairie"," 81","Brossard",41,1,52,38,81,6,1,220,353
24011,"Brossard--La Prairie/Brossard--La Prairie"," 82","Brossard",45,1,61,45,83,10,0,245,429
24011,"Brossard--La Prairie/Brossard--La Prairie"," 83","Brossard",40,0,88,25,73,10,5,241,383
24011,"Brossard--La Prairie/Brossard--La Prairie"," 84","Brossard",45,1,64,33,85,17,0,245,429
24011,"Brossard--La Prairie/Brossard--La Prairie"," 85","Brossard",37,2,43,20,77,12,1,192,307
24011,"Brossard--La Prairie/Brossard--La Prairie"," 86","Brossard",39,2,42,26,86,8,0,203,397
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87","Brossard",60,0,109,45,77,6,3,300,602
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-1","Brossard",28,0,37,13,67,6,1,152,363
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2A","Brossard",37,0,62,41,88,2,2,232,456
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2B","Brossard",35,1,59,22,67,5,1,190,434
24011,"Brossard--La Prairie/Brossard--La Prairie"," 87-2C","Brossard",52,0,85,32,106,4,0,279,519
24011,"Brossard--La Prairie/Brossard--La Prairie"," 88","Brossard",29,0,39,19,55,3,2,147,290
24011,"Brossard--La Prairie/Brossard--La Prairie"," 89","Brossard",45,3,54,28,116,6,3,255,453
24011,"Brossard--La Prairie/Brossard--La Prairie"," 90","Brossard",45,0,65,15,105,7,4,241,424
24011,"Brossard--La Prairie/Brossard--La Prairie"," 91","Brossard",46,2,50,27,95,4,1,225,376
24011,"Brossard--La Prairie/Brossard--La Prairie"," 92","Brossard",39,1,54,30,78,7,2,211,358
24011,"Brossard--La Prairie/Brossard--La Prairie"," 93","Brossard",20,1,28,17,55,4,2,127,272
24011,"Brossard--La Prairie/Brossard--La Prairie"," 94","Brossard",51,1,72,23,71,10,1,229,373
24011,"Brossard--La Prairie/Brossard--La Prairie"," 95","Brossard",58,0,74,31,67,5,3,238,381
24011,"Brossard--La Prairie/Brossard--La Prairie"," 96","Brossard",54,2,75,40,101,4,2,278,459
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97A","Brossard",40,0,29,30,72,6,2,179,402
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97B","Brossard",35,1,57,16,61,3,2,175,362
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97C","Brossard",55,0,38,23,97,5,0,218,384
24011,"Brossard--La Prairie/Brossard--La Prairie"," 97-1","Brossard",34,0,57,13,89,8,1,202,399
24011,"Brossard--La Prairie/Brossard--La Prairie"," 98","Brossard",23,0,72,25,59,10,1,190,499
24011,"Brossard--La Prairie/Brossard--La Prairie"," 99","Brossard",20,0,34,30,81,7,0,172,392
24011,"Brossard--La Prairie/Brossard--La Prairie"," 100","Brossard",15,0,50,18,37,7,1,128,221
24011,"Brossard--La Prairie/Brossard--La Prairie"," 101","Brossard",33,2,86,27,45,7,2,202,432
24011,"Brossard--La Prairie/Brossard--La Prairie"," 102","Brossard",27,1,34,9,50,14,0,135,215
24011,"Brossard--La Prairie/Brossard--La Prairie"," 103","Brossard",51,0,35,18,71,9,3,187,320
24011,"Brossard--La Prairie/Brossard--La Prairie"," 104","Brossard",32,0,60,40,74,2,4,212,379
24011,"Brossard--La Prairie/Brossard--La Prairie"," 105","Brossard",16,1,55,14,55,3,1,145,279
24011,"Brossard--La Prairie/Brossard--La Prairie"," 106","Brossard",37,0,67,33,76,6,1,220,384
24011,"Brossard--La Prairie/Brossard--La Prairie"," 107","Brossard",40,0,63,26,79,12,3,223,413
24011,"Brossard--La Prairie/Brossard--La Prairie"," 108","Brossard",41,1,46,31,84,12,4,219,356
24011,"Brossard--La Prairie/Brossard--La Prairie"," 109","Brossard",40,0,36,19,74,5,3,177,334
24011,"Brossard--La Prairie/Brossard--La Prairie"," 109-1","Brossard",67,2,45,17,113,9,0,253,456
24011,"Brossard--La Prairie/Brossard--La Prairie"," 110","Brossard",57,0,68,29,139,10,1,304,516
24011,"Brossard--La Prairie/Brossard--La Prairie"," 111","Brossard",38,0,53,33,83,6,4,217,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 111-1","Brossard",40,0,42,41,57,7,0,187,357
24011,"Brossard--La Prairie/Brossard--La Prairie"," 112A","Brossard",42,0,12,11,72,2,0,139,280
24011,"Brossard--La Prairie/Brossard--La Prairie"," 112B","Brossard",24,0,5,26,44,6,0,105,261
24011,"Brossard--La Prairie/Brossard--La Prairie"," 113","Brossard",59,0,49,35,116,11,1,271,452
24011,"Brossard--La Prairie/Brossard--La Prairie"," 114","Brossard",28,1,39,20,69,2,1,160,328
24011,"Brossard--La Prairie/Brossard--La Prairie"," 114-1","Brossard",38,0,17,8,42,10,0,115,277
24011,"Brossard--La Prairie/Brossard--La Prairie"," 115","Brossard",35,0,18,20,71,4,0,148,330
24011,"Brossard--La Prairie/Brossard--La Prairie"," 115-1","Brossard",15,0,10,11,48,2,1,87,223
24011,"Brossard--La Prairie/Brossard--La Prairie"," 116","Brossard",43,0,22,19,60,7,0,151,346
24011,"Brossard--La Prairie/Brossard--La Prairie"," 116-1","Brossard",16,0,14,8,71,3,1,113,290
24011,"Brossard--La Prairie/Brossard--La Prairie"," 117","Brossard",48,0,31,19,79,4,1,182,397
24011,"Brossard--La Prairie/Brossard--La Prairie"," 118","Brossard",48,0,53,14,97,3,1,216,429
24011,"Brossard--La Prairie/Brossard--La Prairie"," 119","Brossard",57,1,30,11,120,3,2,224,477
24011,"Brossard--La Prairie/Brossard--La Prairie"," 120","Brossard",40,1,30,16,89,4,3,183,359
24011,"Brossard--La Prairie/Brossard--La Prairie"," 121","Brossard",25,0,32,11,84,2,2,156,359
24011,"Brossard--La Prairie/Brossard--La Prairie"," 121-1","Brossard",27,0,33,22,43,7,2,134,290
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122","Brossard",40,2,56,17,50,4,1,170,304
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122-1","Brossard",39,1,57,40,68,8,1,214,443
24011,"Brossard--La Prairie/Brossard--La Prairie"," 122-2","Brossard",61,5,37,33,85,7,3,231,476
24011,"Brossard--La Prairie/Brossard--La Prairie"," 123","Brossard",37,1,37,15,54,4,1,149,322
24011,"Brossard--La Prairie/Brossard--La Prairie"," 123-1","Brossard",40,1,9,19,69,3,2,143,281
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124A","Brossard",38,1,29,27,96,12,0,203,449
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124B","Brossard",42,0,47,28,85,3,0,205,432
24011,"Brossard--La Prairie/Brossard--La Prairie"," 124-1","Brossard",49,0,39,31,103,7,2,231,442
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125A","Brossard",45,0,89,39,66,11,2,252,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125B","Brossard",42,2,80,29,81,10,1,245,450
24011,"Brossard--La Prairie/Brossard--La Prairie"," 125C","Brossard",37,0,81,36,81,9,0,244,471
24011,"Brossard--La Prairie/Brossard--La Prairie"," 126","La Prairie",48,0,100,26,73,7,1,255,409
24011,"Brossard--La Prairie/Brossard--La Prairie"," 126-1","La Prairie",14,0,41,13,23,6,1,98,162
24011,"Brossard--La Prairie/Brossard--La Prairie"," 127","La Prairie",23,0,96,19,49,6,0,193,420
24011,"Brossard--La Prairie/Brossard--La Prairie"," 128","La Prairie",18,0,81,26,34,3,1,163,327
24011,"Brossard--La Prairie/Brossard--La Prairie"," 129","La Prairie",26,2,60,17,24,4,3,136,292
24011,"Brossard--La Prairie/Brossard--La Prairie"," 130","La Prairie",18,0,61,14,27,2,2,124,220
24011,"Brossard--La Prairie/Brossard--La Prairie"," 131","La Prairie",47,0,92,38,76,8,3,264,429
24011,"Brossard--La Prairie/Brossard--La Prairie"," 132","La Prairie",36,3,114,63,80,11,2,309,520
24011,"Brossard--La Prairie/Brossard--La Prairie"," 133","La Prairie",38,0,79,26,59,6,1,209,327
24011,"Brossard--La Prairie/Brossard--La Prairie"," 133-1","La Prairie",26,0,42,16,65,4,1,154,239
24011,"Brossard--La Prairie/Brossard--La Prairie"," 134","La Prairie",24,0,103,32,63,15,0,237,371
24011,"Brossard--La Prairie/Brossard--La Prairie"," 135","La Prairie",45,0,166,35,72,15,4,337,524
24011,"Brossard--La Prairie/Brossard--La Prairie"," 136","La Prairie",45,0,135,27,69,17,7,300,453
24011,"Brossard--La Prairie/Brossard--La Prairie"," 137","La Prairie",16,0,101,25,45,4,2,193,334
24011,"Brossard--La Prairie/Brossard--La Prairie"," 138","La Prairie",44,0,143,52,69,14,4,326,523
24011,"Brossard--La Prairie/Brossard--La Prairie"," 139","La Prairie",35,0,104,50,57,8,0,254,426
24011,"Brossard--La Prairie/Brossard--La Prairie"," 140","La Prairie",37,1,116,35,61,8,0,258,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 141","La Prairie",58,0,161,56,91,19,3,388,590
24011,"Brossard--La Prairie/Brossard--La Prairie"," 142","La Prairie",44,1,110,54,88,16,3,316,479
24011,"Brossard--La Prairie/Brossard--La Prairie"," 143A","La Prairie",29,0,67,27,38,11,2,174,276
24011,"Brossard--La Prairie/Brossard--La Prairie"," 143B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,48
24011,"Brossard--La Prairie/Brossard--La Prairie"," 144","La Prairie",22,1,120,31,28,6,0,208,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 145","La Prairie",41,1,94,27,35,7,3,208,520
24011,"Brossard--La Prairie/Brossard--La Prairie"," 146","La Prairie",23,0,82,32,21,3,3,164,304
24011,"Brossard--La Prairie/Brossard--La Prairie"," 147","La Prairie",24,2,145,32,51,7,9,270,430
24011,"Brossard--La Prairie/Brossard--La Prairie"," 148","La Prairie",30,0,80,21,40,2,7,180,331
24011,"Brossard--La Prairie/Brossard--La Prairie"," 149","La Prairie",29,1,49,13,14,3,1,110,242
24011,"Brossard--La Prairie/Brossard--La Prairie"," 149-1","La Prairie",34,1,90,30,41,13,0,209,368
24011,"Brossard--La Prairie/Brossard--La Prairie"," 150","La Prairie",27,0,98,20,37,7,1,190,352
24011,"Brossard--La Prairie/Brossard--La Prairie"," 151","La Prairie",38,0,129,28,37,6,3,241,442
24011,"Brossard--La Prairie/Brossard--La Prairie"," 152","La Prairie",41,1,95,27,54,9,3,230,529
24011,"Brossard--La Prairie/Brossard--La Prairie"," 153","La Prairie",19,0,83,15,22,0,3,142,266
24011,"Brossard--La Prairie/Brossard--La Prairie"," 154","La Prairie",27,0,85,22,23,3,3,163,365
24011,"Brossard--La Prairie/Brossard--La Prairie"," 155","La Prairie",73,2,125,40,69,13,3,325,634
24011,"Brossard--La Prairie/Brossard--La Prairie"," 156","La Prairie",41,1,103,55,101,6,4,311,465
24011,"Brossard--La Prairie/Brossard--La Prairie"," 156-1","La Prairie",58,0,126,60,108,16,3,371,553
24011,"Brossard--La Prairie/Brossard--La Prairie"," 157","La Prairie",35,0,116,39,51,12,3,256,371
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158","La Prairie",47,1,141,63,92,8,3,355,572
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-1A","La Prairie",29,0,79,33,60,8,0,209,303
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-1B","La Prairie",42,0,132,53,75,7,0,309,463
24011,"Brossard--La Prairie/Brossard--La Prairie"," 158-1C","La Prairie",44,0,120,58,54,6,1,283,457
24011,"Brossard--La Prairie/Brossard--La Prairie"," 159","La Prairie",55,0,153,24,60,13,1,306,525
24011,"Brossard--La Prairie/Brossard--La Prairie"," 160","Candiac",26,1,129,38,57,6,1,258,465
24011,"Brossard--La Prairie/Brossard--La Prairie"," 161","Candiac",39,0,111,39,52,8,2,251,518
24011,"Brossard--La Prairie/Brossard--La Prairie"," 162","Candiac",47,0,61,29,83,11,2,233,361
24011,"Brossard--La Prairie/Brossard--La Prairie"," 163","Candiac",37,0,93,26,92,8,4,260,390
24011,"Brossard--La Prairie/Brossard--La Prairie"," 164","Candiac",52,0,65,20,85,6,0,228,328
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165","Candiac",63,1,86,37,119,5,3,314,461
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-1A","Candiac",35,0,93,41,84,6,0,259,391
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-1B","Candiac",37,0,73,30,43,4,1,188,397
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-2","Candiac",57,0,71,32,93,10,2,265,377
24011,"Brossard--La Prairie/Brossard--La Prairie"," 165-3","Candiac",109,0,126,33,103,9,6,386,639
24011,"Brossard--La Prairie/Brossard--La Prairie"," 166A","Candiac",49,0,50,33,83,8,1,224,312
24011,"Brossard--La Prairie/Brossard--La Prairie"," 166B","Candiac",55,1,36,16,90,1,0,199,327
24011,"Brossard--La Prairie/Brossard--La Prairie"," 167","Candiac",64,1,57,43,97,7,1,270,423
24011,"Brossard--La Prairie/Brossard--La Prairie"," 168","Candiac",47,1,56,40,94,6,4,248,388
24011,"Brossard--La Prairie/Brossard--La Prairie"," 169A","Candiac",48,0,56,28,78,4,0,214,347
24011,"Brossard--La Prairie/Brossard--La Prairie"," 169B","Candiac",21,0,66,28,64,8,0,187,271
24011,"Brossard--La Prairie/Brossard--La Prairie"," 170","Candiac",31,0,85,35,60,7,0,218,366
24011,"Brossard--La Prairie/Brossard--La Prairie"," 171","Candiac",35,0,90,45,62,17,2,251,383
24011,"Brossard--La Prairie/Brossard--La Prairie"," 172","Candiac",36,0,108,41,59,9,3,256,398
24011,"Brossard--La Prairie/Brossard--La Prairie"," 173","Candiac",38,0,124,56,75,7,1,301,436
24011,"Brossard--La Prairie/Brossard--La Prairie"," 174","Candiac",34,1,111,46,73,6,3,274,421
24011,"Brossard--La Prairie/Brossard--La Prairie"," 175","Candiac",25,0,97,51,32,4,2,211,394
24011,"Brossard--La Prairie/Brossard--La Prairie"," 176","Candiac",29,0,76,19,46,7,3,180,266
24011,"Brossard--La Prairie/Brossard--La Prairie"," 177","Candiac",42,0,128,44,59,9,4,286,410
24011,"Brossard--La Prairie/Brossard--La Prairie"," 178","Candiac",42,1,76,52,70,10,2,253,417
24011,"Brossard--La Prairie/Brossard--La Prairie"," 179","Candiac",39,0,106,26,57,8,1,237,369
24011,"Brossard--La Prairie/Brossard--La Prairie"," 180","Candiac",36,0,102,44,95,7,2,286,386
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181A","Candiac",70,1,152,65,83,2,1,374,519
24011,"Brossard--La Prairie/Brossard--La Prairie"," 181B","Candiac",37,0,109,36,54,4,0,240,464
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182A","Candiac",41,0,92,24,64,9,3,233,368
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182B","Candiac",38,0,87,46,46,12,2,231,361
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182C","Candiac",47,0,76,53,59,6,4,245,392
24011,"Brossard--La Prairie/Brossard--La Prairie"," 182-1","Candiac",23,0,59,13,54,5,1,155,231
24011,"Brossard--La Prairie/Brossard--La Prairie"," 183","Saint-Philippe",35,1,141,40,36,10,10,273,446
24011,"Brossard--La Prairie/Brossard--La Prairie"," 184","Saint-Philippe",27,2,137,23,15,8,5,217,409
24011,"Brossard--La Prairie/Brossard--La Prairie"," 184-1","Saint-Philippe",42,0,109,24,44,10,1,230,384
24011,"Brossard--La Prairie/Brossard--La Prairie"," 185","Saint-Philippe",61,4,170,46,35,10,8,334,568
24011,"Brossard--La Prairie/Brossard--La Prairie"," 186","Saint-Philippe",23,2,150,30,42,8,4,259,403
24011,"Brossard--La Prairie/Brossard--La Prairie"," 186-1","Saint-Philippe",17,0,78,18,25,1,3,142,254
24011,"Brossard--La Prairie/Brossard--La Prairie"," 187","Saint-Philippe",42,0,131,41,42,8,3,267,413
24011,"Brossard--La Prairie/Brossard--La Prairie"," 188","Saint-Philippe",42,0,93,31,50,10,6,232,403
24011,"Brossard--La Prairie/Brossard--La Prairie"," 189A","Saint-Philippe",22,0,133,51,33,7,6,252,413
24011,"Brossard--La Prairie/Brossard--La Prairie"," 189B","Saint-Philippe",31,0,118,27,59,7,5,247,419
24011,"Brossard--La Prairie/Brossard--La Prairie"," 500","Mobile poll/Bureau itinérant",7,1,3,1,18,1,0,31,158
24011,"Brossard--La Prairie/Brossard--La Prairie"," 501","Mobile poll/Bureau itinérant",52,4,34,7,67,0,8,172,254
24011,"Brossard--La Prairie/Brossard--La Prairie"," 502","Mobile poll/Bureau itinérant",15,1,12,4,17,2,0,51,109
24011,"Brossard--La Prairie/Brossard--La Prairie"," 503","Mobile poll/Bureau itinérant",27,3,21,0,41,4,7,103,198
24011,"Brossard--La Prairie/Brossard--La Prairie"," 600","Brossard",101,0,110,41,214,11,2,479,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 601","Brossard",137,5,152,41,173,12,5,525,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 602","Brossard",98,2,115,32,120,9,5,381,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 603","Brossard",141,2,134,70,162,7,12,528,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 604","Brossard",161,4,170,42,285,8,2,672,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 605","Brossard",190,1,149,50,273,13,1,677,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 606","Brossard",149,0,114,59,251,16,3,592,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 607","Brossard",152,0,157,48,211,16,6,590,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 608","Brossard",133,1,208,65,236,14,10,667,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 609","La Prairie",158,2,263,33,152,12,3,623,
24011,"Brossard--La Prairie/Brossard--La Prairie"," 610","La Prairie",101,2,266,57,112,23,2,563,
