Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Evan Bedford,Earl Dreeshen,Garfield Marks,Stuart Somerville,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48023,"Red Deer/Red Deer"," 28","Red Deer County",13,242,7,13,2,277,491
48023,"Red Deer/Red Deer"," 29","Innisfail",19,161,3,9,0,192,332
48023,"Red Deer/Red Deer"," 29-1","Red Deer County",20,125,3,8,0,156,240
48023,"Red Deer/Red Deer"," 30","Innisfail",22,231,20,23,1,297,665
48023,"Red Deer/Red Deer"," 31","Innisfail",18,202,6,16,0,242,445
48023,"Red Deer/Red Deer"," 31-1","Innisfail",5,114,2,2,0,123,214
48023,"Red Deer/Red Deer"," 31-2","Innisfail",12,188,14,22,2,238,446
48023,"Red Deer/Red Deer"," 32","Innisfail",6,130,2,24,0,162,363
48023,"Red Deer/Red Deer"," 33","Innisfail",13,120,8,27,0,168,358
48023,"Red Deer/Red Deer"," 34","Innisfail",10,124,5,19,0,158,318
48023,"Red Deer/Red Deer"," 35","Innisfail",12,163,7,21,0,203,507
48023,"Red Deer/Red Deer"," 36","Innisfail",20,109,10,16,1,156,369
48023,"Red Deer/Red Deer"," 37","Innisfail",19,138,16,11,1,185,347
48023,"Red Deer/Red Deer"," 38","Innisfail",23,198,13,15,2,251,453
48023,"Red Deer/Red Deer"," 39","Innisfail",9,97,4,12,0,122,262
48023,"Red Deer/Red Deer"," 39-1","Innisfail",11,73,2,12,0,98,232
48023,"Red Deer/Red Deer"," 39-2","Innisfail",7,120,2,15,0,144,314
48023,"Red Deer/Red Deer"," 40","Innisfail",18,159,8,31,0,216,415
48023,"Red Deer/Red Deer"," 41","Red Lodge",18,160,8,9,0,195,348
48023,"Red Deer/Red Deer"," 42","Bowden",20,188,5,12,0,225,370
48023,"Red Deer/Red Deer"," 43","Bowden",21,179,7,37,1,245,455
48023,"Red Deer/Red Deer"," 44","Bowden",32,201,10,26,1,270,575
48023,"Red Deer/Red Deer"," 45","Horseshoe Lake",13,109,3,10,0,135,228
48023,"Red Deer/Red Deer"," 46","Red Deer",16,139,12,21,0,188,557
48023,"Red Deer/Red Deer"," 46-1","Red Deer",15,120,11,25,0,171,527
48023,"Red Deer/Red Deer"," 46-2","Red Deer",22,105,8,26,0,161,524
48023,"Red Deer/Red Deer"," 46-3A","Red Deer",12,119,7,15,0,153,352
48023,"Red Deer/Red Deer"," 46-3B","Red Deer",12,112,6,19,0,149,354
48023,"Red Deer/Red Deer"," 47","Red Deer",8,59,9,21,0,97,356
48023,"Red Deer/Red Deer"," 48","Red Deer",11,99,3,20,1,134,393
48023,"Red Deer/Red Deer"," 48-1","Red Deer",8,45,1,14,0,68,188
48023,"Red Deer/Red Deer"," 48-2","Red Deer",4,60,7,15,0,86,255
48023,"Red Deer/Red Deer"," 48-3","Red Deer",18,133,14,21,2,188,509
48023,"Red Deer/Red Deer"," 48-4","Red Deer",10,112,8,13,1,144,337
48023,"Red Deer/Red Deer"," 49","Red Deer",10,112,7,11,0,140,353
48023,"Red Deer/Red Deer"," 49-1","Red Deer",6,85,8,24,0,123,426
48023,"Red Deer/Red Deer"," 49-2","Red Deer",11,45,4,10,0,70,158
48023,"Red Deer/Red Deer"," 50","Red Deer",12,53,9,33,1,108,512
48023,"Red Deer/Red Deer"," 51","Red Deer",12,83,10,8,0,113,295
48023,"Red Deer/Red Deer"," 52","Red Deer",7,52,5,12,0,76,304
48023,"Red Deer/Red Deer"," 53","Red Deer",8,54,4,23,0,89,325
48023,"Red Deer/Red Deer"," 54","Red Deer",12,80,6,30,0,128,301
48023,"Red Deer/Red Deer"," 55","Red Deer",14,79,9,26,0,128,355
48023,"Red Deer/Red Deer"," 56","Red Deer",15,87,10,17,1,130,366
48023,"Red Deer/Red Deer"," 57","Red Deer",16,90,7,29,0,142,423
48023,"Red Deer/Red Deer"," 58","Red Deer",14,140,11,23,0,188,391
48023,"Red Deer/Red Deer"," 59","Red Deer",8,44,6,16,0,74,310
48023,"Red Deer/Red Deer"," 60","Red Deer",17,94,8,17,0,136,349
48023,"Red Deer/Red Deer"," 61","Red Deer",15,91,12,32,0,150,387
48023,"Red Deer/Red Deer"," 62","Red Deer",17,99,9,26,0,151,441
48023,"Red Deer/Red Deer"," 63","Red Deer",13,120,21,30,0,184,375
48023,"Red Deer/Red Deer"," 64","Red Deer",17,131,16,13,0,177,351
48023,"Red Deer/Red Deer"," 65","Red Deer",10,100,17,12,0,139,265
48023,"Red Deer/Red Deer"," 66","Red Deer",15,83,7,12,0,117,236
48023,"Red Deer/Red Deer"," 66-1","Red Deer",6,73,3,13,1,96,257
48023,"Red Deer/Red Deer"," 66-2","Red Deer",6,73,8,14,0,101,343
48023,"Red Deer/Red Deer"," 66-3","Red Deer",5,88,5,7,0,105,241
48023,"Red Deer/Red Deer"," 66-4","Red Deer",3,19,1,2,0,25,80
48023,"Red Deer/Red Deer"," 67","Red Deer",13,81,2,13,0,109,265
48023,"Red Deer/Red Deer"," 68","Red Deer",17,65,14,29,0,125,493
48023,"Red Deer/Red Deer"," 69","Red Deer",17,103,12,20,0,152,441
48023,"Red Deer/Red Deer"," 70","Red Deer",7,36,8,10,0,61,281
48023,"Red Deer/Red Deer"," 71","Red Deer",18,89,13,22,2,144,423
48023,"Red Deer/Red Deer"," 72","Red Deer",10,74,8,16,0,108,246
48023,"Red Deer/Red Deer"," 73","Red Deer",20,157,23,27,1,228,494
48023,"Red Deer/Red Deer"," 74","Red Deer",17,51,3,13,0,84,257
48023,"Red Deer/Red Deer"," 74-1","Red Deer",13,66,8,19,0,106,317
48023,"Red Deer/Red Deer"," 75","Red Deer",12,47,8,22,0,89,284
48023,"Red Deer/Red Deer"," 76","Red Deer",13,100,15,20,1,149,377
48023,"Red Deer/Red Deer"," 77","Red Deer",15,139,10,20,3,187,380
48023,"Red Deer/Red Deer"," 78","Red Deer",15,139,6,27,0,187,404
48023,"Red Deer/Red Deer"," 79","Red Deer",15,114,16,25,1,171,349
48023,"Red Deer/Red Deer"," 79-1","Red Deer",12,118,9,24,0,163,320
48023,"Red Deer/Red Deer"," 80","Red Deer",15,47,3,20,0,85,319
48023,"Red Deer/Red Deer"," 80-1","Red Deer",4,36,2,14,0,56,177
48023,"Red Deer/Red Deer"," 81","Red Deer",15,65,6,26,0,112,384
48023,"Red Deer/Red Deer"," 82","Red Deer",16,61,5,26,0,108,401
48023,"Red Deer/Red Deer"," 83","Red Deer",3,126,6,7,1,143,244
48023,"Red Deer/Red Deer"," 83-1","Red Deer",12,124,12,19,2,169,357
48023,"Red Deer/Red Deer"," 84","Red Deer",25,81,15,23,0,144,370
48023,"Red Deer/Red Deer"," 85","Red Deer",27,63,10,21,0,121,326
48023,"Red Deer/Red Deer"," 86","Red Deer",9,32,5,14,0,60,215
48023,"Red Deer/Red Deer"," 87","Red Deer",23,218,21,22,1,285,424
48023,"Red Deer/Red Deer"," 87-1","Red Deer",6,34,4,8,0,52,229
48023,"Red Deer/Red Deer"," 88","Red Deer",28,89,14,23,0,154,291
48023,"Red Deer/Red Deer"," 89","Red Deer",8,83,7,18,1,117,263
48023,"Red Deer/Red Deer"," 90","Red Deer",16,104,5,26,0,151,364
48023,"Red Deer/Red Deer"," 91","Red Deer",6,88,1,10,0,105,211
48023,"Red Deer/Red Deer"," 91-1","Red Deer",34,188,18,32,1,273,606
48023,"Red Deer/Red Deer"," 91-2","Red Deer",17,200,19,17,0,253,471
48023,"Red Deer/Red Deer"," 92","Red Deer",18,104,14,16,1,153,358
48023,"Red Deer/Red Deer"," 93","Red Deer",17,81,5,18,0,121,398
48023,"Red Deer/Red Deer"," 94","Red Deer",14,80,10,18,0,122,412
48023,"Red Deer/Red Deer"," 95","Red Deer",12,167,19,16,1,215,635
48023,"Red Deer/Red Deer"," 96","Red Deer",21,64,14,24,1,124,422
48023,"Red Deer/Red Deer"," 97","Red Deer",44,131,26,25,0,226,484
48023,"Red Deer/Red Deer"," 98","Red Deer",29,95,9,23,0,156,381
48023,"Red Deer/Red Deer"," 99","Red Deer",19,94,15,26,0,154,365
48023,"Red Deer/Red Deer"," 100","Red Deer",21,87,15,6,0,129,310
48023,"Red Deer/Red Deer"," 101","Red Deer",39,97,9,33,1,179,553
48023,"Red Deer/Red Deer"," 102","Red Deer",17,112,24,15,1,169,364
48023,"Red Deer/Red Deer"," 103","Red Deer",18,85,15,33,0,151,401
48023,"Red Deer/Red Deer"," 104","Red Deer",25,83,8,21,1,138,230
48023,"Red Deer/Red Deer"," 105","Red Deer",20,86,16,30,1,153,458
48023,"Red Deer/Red Deer"," 106","Red Deer",23,70,11,16,0,120,284
48023,"Red Deer/Red Deer"," 107","Red Deer",21,102,19,18,0,160,410
48023,"Red Deer/Red Deer"," 108","Red Deer",15,128,10,29,0,182,487
48023,"Red Deer/Red Deer"," 109","Red Deer",26,115,22,23,0,186,395
48023,"Red Deer/Red Deer"," 110A","Red Deer",31,156,27,20,1,235,508
48023,"Red Deer/Red Deer"," 110B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,131
48023,"Red Deer/Red Deer"," 111","Red Deer",20,158,17,35,0,230,497
48023,"Red Deer/Red Deer"," 112","Red Deer",26,145,18,17,0,206,397
48023,"Red Deer/Red Deer"," 113","Red Deer",21,155,19,34,0,229,421
48023,"Red Deer/Red Deer"," 114","Red Deer",14,217,25,34,0,290,527
48023,"Red Deer/Red Deer"," 114-1A","Red Deer",18,158,20,21,0,217,420
48023,"Red Deer/Red Deer"," 114-1B","Red Deer",15,145,5,17,1,183,354
48023,"Red Deer/Red Deer"," 115","Red Deer",8,117,7,14,0,146,330
48023,"Red Deer/Red Deer"," 115-1","Red Deer",10,107,8,9,0,134,281
48023,"Red Deer/Red Deer"," 115-2","Red Deer",19,222,18,36,2,297,566
48023,"Red Deer/Red Deer"," 115-3","Red Deer",8,65,2,11,0,86,207
48023,"Red Deer/Red Deer"," 116","Red Deer",19,190,22,26,2,259,440
48023,"Red Deer/Red Deer"," 117","Red Deer",14,139,25,21,0,199,413
48023,"Red Deer/Red Deer"," 118","Red Deer",24,226,26,27,0,303,525
48023,"Red Deer/Red Deer"," 119","Red Deer",23,59,11,28,0,121,373
48023,"Red Deer/Red Deer"," 120","Red Deer",17,134,8,21,2,182,356
48023,"Red Deer/Red Deer"," 121","Red Deer",21,134,19,42,0,216,513
48023,"Red Deer/Red Deer"," 122","Red Deer",16,173,14,34,0,237,431
48023,"Red Deer/Red Deer"," 123","Red Deer",20,110,20,45,0,195,400
48023,"Red Deer/Red Deer"," 124","Red Deer",16,79,4,19,1,119,237
48023,"Red Deer/Red Deer"," 125","Red Deer",13,83,10,21,0,127,332
48023,"Red Deer/Red Deer"," 126","Red Deer",17,74,11,8,0,110,243
48023,"Red Deer/Red Deer"," 127","Red Deer",7,90,10,15,0,122,218
48023,"Red Deer/Red Deer"," 128","Red Deer",19,137,11,25,0,192,333
48023,"Red Deer/Red Deer"," 129","Red Deer",31,177,19,28,0,255,437
48023,"Red Deer/Red Deer"," 130","Red Deer",12,114,21,13,0,160,355
48023,"Red Deer/Red Deer"," 131","Red Deer",19,119,13,34,0,185,384
48023,"Red Deer/Red Deer"," 132","Red Deer",30,141,29,36,2,238,470
48023,"Red Deer/Red Deer"," 133","Red Deer",34,121,20,24,1,200,475
48023,"Red Deer/Red Deer"," 134","Red Deer",14,106,15,26,0,161,380
48023,"Red Deer/Red Deer"," 135","Red Deer",28,130,29,23,0,210,430
48023,"Red Deer/Red Deer"," 136","Red Deer",18,96,6,26,0,146,274
48023,"Red Deer/Red Deer"," 137","Red Deer",10,71,7,19,4,111,256
48023,"Red Deer/Red Deer"," 138","Red Deer",31,140,21,33,1,226,412
48023,"Red Deer/Red Deer"," 139","Red Deer",24,164,28,29,0,245,417
48023,"Red Deer/Red Deer"," 140","Red Deer",8,44,13,15,2,82,214
48023,"Red Deer/Red Deer"," 141","Red Deer",13,137,23,11,1,185,360
48023,"Red Deer/Red Deer"," 142","Red Deer",20,104,11,19,0,154,310
48023,"Red Deer/Red Deer"," 143","Red Deer",26,110,12,18,0,166,328
48023,"Red Deer/Red Deer"," 144","Red Deer",24,99,13,19,0,155,293
48023,"Red Deer/Red Deer"," 145","Red Deer",14,107,20,27,0,168,312
48023,"Red Deer/Red Deer"," 146","Red Deer",7,99,13,21,0,140,331
48023,"Red Deer/Red Deer"," 146-1","Red Deer",14,99,11,28,0,152,400
48023,"Red Deer/Red Deer"," 146-2","Red Deer",9,119,9,17,0,154,387
48023,"Red Deer/Red Deer"," 146-3","Red Deer",4,71,7,13,1,96,261
48023,"Red Deer/Red Deer"," 147","Red Deer",16,196,13,14,0,239,454
48023,"Red Deer/Red Deer"," 147-1","Red Deer",9,82,4,2,0,97,169
48023,"Red Deer/Red Deer"," 147-2","Red Deer",22,170,15,22,0,229,425
48023,"Red Deer/Red Deer"," 147-3","Red Deer",12,144,10,19,1,186,343
48023,"Red Deer/Red Deer"," 148","Red Deer",32,188,29,29,2,280,526
48023,"Red Deer/Red Deer"," 149","Red Deer",15,122,14,16,0,167,353
48023,"Red Deer/Red Deer"," 150","Red Deer",28,186,18,31,0,263,434
48023,"Red Deer/Red Deer"," 151","Red Deer",16,196,6,21,0,239,497
48023,"Red Deer/Red Deer"," 152","Red Deer",30,227,11,42,0,310,642
48023,"Red Deer/Red Deer"," 152-1","Red Deer",26,243,15,28,0,312,605
48023,"Red Deer/Red Deer"," 152-2","Red Deer",28,160,15,9,0,212,531
48023,"Red Deer/Red Deer"," 153","Red Deer",11,66,3,4,0,84,230
48023,"Red Deer/Red Deer"," 153-1","Red Deer",7,114,13,16,0,150,300
48023,"Red Deer/Red Deer"," 153-2","Red Deer",7,63,9,10,0,89,301
48023,"Red Deer/Red Deer"," 153-3","Red Deer",5,94,5,10,0,114,275
48023,"Red Deer/Red Deer"," 154A","Red Deer",15,148,8,21,0,192,402
48023,"Red Deer/Red Deer"," 154B","Red Deer",17,129,19,20,0,185,409
48023,"Red Deer/Red Deer"," 154-1","Red Deer",19,189,8,12,0,228,464
48023,"Red Deer/Red Deer"," 154-2","Red Deer",7,52,0,17,0,76,218
48023,"Red Deer/Red Deer"," 154-3","Red Deer",0,12,0,5,0,17,24
48023,"Red Deer/Red Deer"," 154-4","Red Deer",4,43,5,4,0,56,122
48023,"Red Deer/Red Deer"," 154-5","Red Deer",8,83,6,7,1,105,245
48023,"Red Deer/Red Deer"," 155","Red Deer",25,195,37,30,2,289,612
48023,"Red Deer/Red Deer"," 156","Red Deer",19,139,8,26,0,192,353
48023,"Red Deer/Red Deer"," 157","Red Deer",8,98,9,17,0,132,290
48023,"Red Deer/Red Deer"," 157-1","Red Deer",27,206,20,41,0,294,615
48023,"Red Deer/Red Deer"," 157-2","Red Deer",15,122,15,22,0,174,412
48023,"Red Deer/Red Deer"," 158","Red Deer",23,198,20,30,0,271,518
48023,"Red Deer/Red Deer"," 159","Red Deer",17,175,23,37,1,253,578
48023,"Red Deer/Red Deer"," 159-1","Red Deer",4,124,7,14,0,149,290
48023,"Red Deer/Red Deer"," 160","Red Deer",16,182,19,18,4,239,522
48023,"Red Deer/Red Deer"," 160-1","Red Deer",26,114,13,25,1,179,381
48023,"Red Deer/Red Deer"," 161","Red Deer County",21,256,11,21,1,310,490
48023,"Red Deer/Red Deer"," 162","Red Deer County",31,177,8,15,0,231,388
48023,"Red Deer/Red Deer"," 163","Red Deer County",22,182,10,12,1,227,442
48023,"Red Deer/Red Deer"," 164","Milnerton",18,183,4,11,2,218,414
48023,"Red Deer/Red Deer"," 165","Pine Lake",14,211,9,12,2,248,431
48023,"Red Deer/Red Deer"," 166","Ardley",16,196,3,22,0,237,405
48023,"Red Deer/Red Deer"," 167","Delburne",11,53,5,11,0,80,178
48023,"Red Deer/Red Deer"," 167-1","Delburne",28,148,5,18,0,199,478
48023,"Red Deer/Red Deer"," 168","Delburne",11,137,3,11,0,162,261
48023,"Red Deer/Red Deer"," 169","Lousana",16,212,2,8,0,238,442
48023,"Red Deer/Red Deer"," 170","Elnora",33,223,6,14,0,276,446
48023,"Red Deer/Red Deer"," 500","Mobile poll/Bureau itinérant",4,51,4,3,0,62,96
48023,"Red Deer/Red Deer"," 501","Mobile poll/Bureau itinérant",8,92,19,15,0,134,203
48023,"Red Deer/Red Deer"," 502","Mobile poll/Bureau itinérant",8,128,19,12,1,168,289
48023,"Red Deer/Red Deer"," 503","Mobile poll/Bureau itinérant",14,133,14,28,1,190,263
48023,"Red Deer/Red Deer"," 504","Mobile poll/Bureau itinérant",19,198,16,17,4,254,218
48023,"Red Deer/Red Deer"," 505","Mobile poll/Bureau itinérant",9,87,6,6,0,108,167
48023,"Red Deer/Red Deer"," 506","Mobile poll/Bureau itinérant",3,90,10,7,1,111,146
48023,"Red Deer/Red Deer"," 600","Red Deer County--Evarts",8,65,1,3,0,77,
48023,"Red Deer/Red Deer"," 601","Red Deer County--Sylvan Lake",33,359,19,33,0,444,
48023,"Red Deer/Red Deer"," 602","Red Deer County--Penhold",20,137,5,20,0,182,
48023,"Red Deer/Red Deer"," 603","Bowden--Innisfail",33,370,17,27,2,449,
48023,"Red Deer/Red Deer"," 604","Red Deer",7,111,5,27,1,151,
48023,"Red Deer/Red Deer"," 605","Red Deer",6,88,7,6,0,107,
48023,"Red Deer/Red Deer"," 606","Red Deer",19,143,11,18,0,191,
48023,"Red Deer/Red Deer"," 607","Red Deer",26,134,22,11,0,193,
48023,"Red Deer/Red Deer"," 608","Red Deer",26,164,25,20,1,236,
48023,"Red Deer/Red Deer"," 609","Red Deer County--Pine Lake",9,89,3,7,0,108,
48023,"Red Deer/Red Deer"," 610","Delburne--Elnora",15,80,3,5,0,103,
48023,"Red Deer/Red Deer"," 611","Red Deer County No. 23",15,299,21,27,1,363,
48023,"Red Deer/Red Deer"," 612","Red Deer County No. 23",24,173,18,31,2,248,
48023,"Red Deer/Red Deer"," 613","Red Deer County No. 23",22,234,16,14,0,286,
48023,"Red Deer/Red Deer"," 614","Red Deer County No. 23",15,205,32,23,2,277,
48023,"Red Deer/Red Deer",,Group 1/Groupe 1,17,48,38,14,4,121,175
48023,"Red Deer/Red Deer",,Group 2/Groupe 2,52,383,42,36,3,516,

