Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Deb Ehmann,Patti Gieni,Imre Pallagi,Lynne Yelich,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47002,"Blackstrap/Blackstrap"," 34","Saskatoon",22,68,29,96,2,217,392
47002,"Blackstrap/Blackstrap"," 35","Saskatoon",32,54,20,108,0,214,366
47002,"Blackstrap/Blackstrap"," 36","Saskatoon",44,66,19,110,1,240,410
47002,"Blackstrap/Blackstrap"," 37","Saskatoon",17,65,21,95,1,199,315
47002,"Blackstrap/Blackstrap"," 38","Saskatoon",36,60,19,101,0,216,388
47002,"Blackstrap/Blackstrap"," 39","Saskatoon",50,77,23,116,0,266,391
47002,"Blackstrap/Blackstrap"," 40","Saskatoon",35,59,12,79,1,186,310
47002,"Blackstrap/Blackstrap"," 41","Saskatoon",32,64,17,117,1,231,402
47002,"Blackstrap/Blackstrap"," 42","Saskatoon",34,73,16,85,1,209,321
47002,"Blackstrap/Blackstrap"," 43","Saskatoon",29,44,18,87,0,178,282
47002,"Blackstrap/Blackstrap"," 44","Saskatoon",34,48,12,79,1,174,278
47002,"Blackstrap/Blackstrap"," 45","Saskatoon",40,70,16,121,1,248,379
47002,"Blackstrap/Blackstrap"," 46","Saskatoon",33,42,8,90,0,173,270
47002,"Blackstrap/Blackstrap"," 47","Saskatoon",36,56,17,157,1,267,430
47002,"Blackstrap/Blackstrap"," 48","Saskatoon",32,47,7,88,0,174,334
47002,"Blackstrap/Blackstrap"," 49","Saskatoon",24,58,23,97,1,203,373
47002,"Blackstrap/Blackstrap"," 50","Saskatoon",27,56,15,100,0,198,366
47002,"Blackstrap/Blackstrap"," 50-1A","Saskatoon",21,33,7,76,0,137,262
47002,"Blackstrap/Blackstrap"," 50-1B","Saskatoon",16,40,7,91,0,154,276
47002,"Blackstrap/Blackstrap"," 50-1C","Saskatoon",8,21,7,73,0,109,211
47002,"Blackstrap/Blackstrap"," 51","Saskatoon",20,32,12,57,0,121,290
47002,"Blackstrap/Blackstrap"," 52","Saskatoon",30,46,11,77,0,164,305
47002,"Blackstrap/Blackstrap"," 53","Saskatoon",20,55,8,48,0,131,287
47002,"Blackstrap/Blackstrap"," 54","Saskatoon",52,87,37,139,0,315,558
47002,"Blackstrap/Blackstrap"," 55","Saskatoon",34,65,18,55,0,172,282
47002,"Blackstrap/Blackstrap"," 56","Saskatoon",63,65,8,90,1,227,355
47002,"Blackstrap/Blackstrap"," 57","Saskatoon",27,36,14,70,0,147,268
47002,"Blackstrap/Blackstrap"," 58","Saskatoon",25,70,5,71,1,172,229
47002,"Blackstrap/Blackstrap"," 59A","Saskatoon",28,47,5,103,1,184,324
47002,"Blackstrap/Blackstrap"," 59B","Saskatoon",38,34,2,87,1,162,290
47002,"Blackstrap/Blackstrap"," 60","Saskatoon",33,92,8,115,2,250,386
47002,"Blackstrap/Blackstrap"," 61","Saskatoon",26,57,8,100,0,191,259
47002,"Blackstrap/Blackstrap"," 62","Saskatoon",30,47,6,60,1,144,253
47002,"Blackstrap/Blackstrap"," 62-1","Saskatoon",59,65,12,122,4,262,352
47002,"Blackstrap/Blackstrap"," 63","Saskatoon",69,53,5,98,8,233,331
47002,"Blackstrap/Blackstrap"," 64","Saskatoon",18,55,6,63,0,142,244
47002,"Blackstrap/Blackstrap"," 65","Saskatoon",29,84,9,111,0,233,361
47002,"Blackstrap/Blackstrap"," 66","Saskatoon",25,53,6,56,0,140,282
47002,"Blackstrap/Blackstrap"," 67","Saskatoon",35,57,13,82,1,188,309
47002,"Blackstrap/Blackstrap"," 68","Saskatoon",12,27,6,59,1,105,197
47002,"Blackstrap/Blackstrap"," 69","Saskatoon",26,63,16,115,1,221,402
47002,"Blackstrap/Blackstrap"," 70","Saskatoon",22,70,13,112,0,217,410
47002,"Blackstrap/Blackstrap"," 71","Saskatoon",37,76,16,134,1,264,448
47002,"Blackstrap/Blackstrap"," 72","Saskatoon",27,23,9,53,0,112,234
47002,"Blackstrap/Blackstrap"," 72-1","Saskatoon",44,97,11,161,3,316,474
47002,"Blackstrap/Blackstrap"," 73","Saskatoon",20,64,6,160,1,251,391
47002,"Blackstrap/Blackstrap"," 74","Saskatoon",44,67,13,104,1,229,457
47002,"Blackstrap/Blackstrap"," 75","Saskatoon",34,66,17,128,2,247,439
47002,"Blackstrap/Blackstrap"," 76","Saskatoon",42,50,22,143,2,259,417
47002,"Blackstrap/Blackstrap"," 77","Saskatoon",29,44,4,95,0,172,314
47002,"Blackstrap/Blackstrap"," 78","Saskatoon",29,61,14,109,0,213,385
47002,"Blackstrap/Blackstrap"," 79","Saskatoon",57,46,20,141,0,264,440
47002,"Blackstrap/Blackstrap"," 80","Saskatoon",31,43,4,103,3,184,342
47002,"Blackstrap/Blackstrap"," 81","Saskatoon",11,41,9,50,1,112,285
47002,"Blackstrap/Blackstrap"," 82","Saskatoon",44,55,11,119,1,230,425
47002,"Blackstrap/Blackstrap"," 83","Saskatoon",10,20,2,48,0,80,202
47002,"Blackstrap/Blackstrap"," 84","Saskatoon",42,65,15,121,2,245,430
47002,"Blackstrap/Blackstrap"," 85A","Saskatoon",26,50,3,110,1,190,288
47002,"Blackstrap/Blackstrap"," 85B","Saskatoon",27,42,4,84,0,157,280
47002,"Blackstrap/Blackstrap"," 86","Saskatoon",22,40,12,106,1,181,338
47002,"Blackstrap/Blackstrap"," 87","Saskatoon",35,56,9,107,0,207,361
47002,"Blackstrap/Blackstrap"," 88A","Saskatoon",20,54,7,65,1,147,311
47002,"Blackstrap/Blackstrap"," 88B","Saskatoon",19,36,7,53,0,115,273
47002,"Blackstrap/Blackstrap"," 89","Saskatoon",31,30,5,73,0,139,323
47002,"Blackstrap/Blackstrap"," 90","Saskatoon",62,46,2,185,1,296,496
47002,"Blackstrap/Blackstrap"," 91","Saskatoon",35,85,15,103,0,238,466
47002,"Blackstrap/Blackstrap"," 92","Saskatoon",49,37,6,139,1,232,449
47002,"Blackstrap/Blackstrap"," 93","Saskatoon",30,22,3,112,0,167,289
47002,"Blackstrap/Blackstrap"," 93-1","Saskatoon",30,39,8,102,1,180,331
47002,"Blackstrap/Blackstrap"," 94A","Saskatoon",23,22,13,112,0,170,288
47002,"Blackstrap/Blackstrap"," 94B","Saskatoon",45,24,5,79,0,153,292
47002,"Blackstrap/Blackstrap"," 94-1","Saskatoon",61,36,7,186,1,291,600
47002,"Blackstrap/Blackstrap"," 95","Saskatoon",26,35,4,83,2,150,312
47002,"Blackstrap/Blackstrap"," 95-1","Saskatoon",23,44,7,96,3,173,377
47002,"Blackstrap/Blackstrap"," 95-2","Saskatoon",14,17,1,53,1,86,167
47002,"Blackstrap/Blackstrap"," 95-3","Saskatoon",58,37,14,224,1,334,667
47002,"Blackstrap/Blackstrap"," 95-4","Saskatoon",35,65,14,133,0,247,666
47002,"Blackstrap/Blackstrap"," 96","Saskatoon",56,49,8,94,0,207,343
47002,"Blackstrap/Blackstrap"," 97","Saskatoon",51,36,20,169,1,277,472
47002,"Blackstrap/Blackstrap"," 98","Saskatoon",32,44,14,111,0,201,362
47002,"Blackstrap/Blackstrap"," 99","Saskatoon",16,37,7,93,0,153,295
47002,"Blackstrap/Blackstrap"," 100","Saskatoon",43,52,18,168,0,281,484
47002,"Blackstrap/Blackstrap"," 101","Saskatoon",9,43,7,55,0,114,332
47002,"Blackstrap/Blackstrap"," 102","Saskatoon",130,16,44,40,0,230,432
47002,"Blackstrap/Blackstrap"," 103","Saskatoon",40,22,6,137,0,205,350
47002,"Blackstrap/Blackstrap"," 103-1","Saskatoon",19,34,12,52,0,117,270
47002,"Blackstrap/Blackstrap"," 104","Saskatoon",43,48,27,167,3,288,459
47002,"Blackstrap/Blackstrap"," 105","Saskatoon",32,52,14,136,2,236,442
47002,"Blackstrap/Blackstrap"," 106","Saskatoon",26,32,5,86,0,149,283
47002,"Blackstrap/Blackstrap"," 107A","Saskatoon",24,35,12,114,1,186,266
47002,"Blackstrap/Blackstrap"," 107B","Saskatoon",30,25,21,79,0,155,280
47002,"Blackstrap/Blackstrap"," 108","Saskatoon",45,42,14,182,1,284,479
47002,"Blackstrap/Blackstrap"," 109","Grasswood",26,44,15,118,0,203,355
47002,"Blackstrap/Blackstrap"," 109-1","Corman Park No. 344",16,22,8,75,0,121,185
47002,"Blackstrap/Blackstrap"," 110","Grasswood",20,31,10,106,1,168,261
47002,"Blackstrap/Blackstrap"," 110-1","Corman Park No. 344",36,27,8,128,1,200,298
47002,"Blackstrap/Blackstrap"," 111","Corman Park",5,12,12,60,0,89,148
47002,"Blackstrap/Blackstrap"," 112","Grasswood",23,43,12,115,0,193,286
47002,"Blackstrap/Blackstrap"," 113","Grasswood",22,27,4,126,0,179,257
47002,"Blackstrap/Blackstrap"," 114","Grasswood",6,18,10,46,0,80,148
47002,"Blackstrap/Blackstrap"," 115","Blucher",27,65,19,177,3,291,445
47002,"Blackstrap/Blackstrap"," 116","Clavet",11,38,9,120,0,178,340
47002,"Blackstrap/Blackstrap"," 116-1","Blucher No. 343",9,47,8,99,0,163,238
47002,"Blackstrap/Blackstrap"," 117","Bradwell",9,32,16,73,0,130,218
47002,"Blackstrap/Blackstrap"," 118","Elstow",8,21,5,64,0,98,243
47002,"Blackstrap/Blackstrap"," 118-1","Blucher No. 343",4,3,4,36,1,48,85
47002,"Blackstrap/Blackstrap"," 119A","Allan",10,38,13,98,1,160,295
47002,"Blackstrap/Blackstrap"," 119B","Allan",11,40,5,99,0,155,250
47002,"Blackstrap/Blackstrap"," 119-1","Blucher No. 343",Merged with No. 119B/Fusionné avec le nº 119B,,,,,,14
47002,"Blackstrap/Blackstrap"," 120","Beaver Creek",14,36,2,25,0,77,120
47002,"Blackstrap/Blackstrap"," 121","Dundurn",8,13,1,52,0,74,132
47002,"Blackstrap/Blackstrap"," 122A","Dundurn",8,22,5,98,1,134,261
47002,"Blackstrap/Blackstrap"," 122B","Dundurn",10,19,5,82,0,116,258
47002,"Blackstrap/Blackstrap"," 122C","Dundurn",8,28,11,81,0,128,257
47002,"Blackstrap/Blackstrap"," 123","Dundurn",7,17,3,83,0,110,251
47002,"Blackstrap/Blackstrap"," 124","Allan Hills",6,17,5,37,1,66,105
47002,"Blackstrap/Blackstrap"," 125","Zelma",1,23,5,62,0,91,133
47002,"Blackstrap/Blackstrap"," 126","Colonsay",9,97,16,192,0,314,467
47002,"Blackstrap/Blackstrap"," 127","Viscount",22,59,16,129,2,228,434
47002,"Blackstrap/Blackstrap"," 128","Young",6,53,9,122,1,191,316
47002,"Blackstrap/Blackstrap"," 129","Watrous",12,32,3,80,2,129,231
47002,"Blackstrap/Blackstrap"," 130A","Watrous",9,32,8,114,0,163,356
47002,"Blackstrap/Blackstrap"," 130B","Watrous",11,30,7,93,2,143,290
47002,"Blackstrap/Blackstrap"," 131","Watrous",15,56,6,117,4,198,339
47002,"Blackstrap/Blackstrap"," 132","Watrous",14,45,13,127,4,203,324
47002,"Blackstrap/Blackstrap"," 133","Watrous",8,37,4,74,0,123,178
47002,"Blackstrap/Blackstrap"," 134","Guernsey",9,24,4,120,0,157,283
47002,"Blackstrap/Blackstrap"," 135","Plunkett",10,27,7,76,1,121,188
47002,"Blackstrap/Blackstrap"," 136","Lanigan",10,42,3,160,0,215,378
47002,"Blackstrap/Blackstrap"," 137","Lanigan",10,37,2,66,1,116,221
47002,"Blackstrap/Blackstrap"," 138","Lanigan",11,45,3,93,0,152,247
47002,"Blackstrap/Blackstrap"," 139","Lanigan",10,24,4,117,0,155,365
47002,"Blackstrap/Blackstrap"," 140","Drake",7,24,8,171,0,210,319
47002,"Blackstrap/Blackstrap"," 141","Jansen",2,23,6,138,0,169,285
47002,"Blackstrap/Blackstrap"," 142","Outlook",19,46,7,124,2,198,336
47002,"Blackstrap/Blackstrap"," 143","Outlook",13,50,6,114,0,183,319
47002,"Blackstrap/Blackstrap"," 144","Outlook",5,34,5,118,0,162,255
47002,"Blackstrap/Blackstrap"," 145","Outlook",5,20,7,65,0,97,175
47002,"Blackstrap/Blackstrap"," 146","Outlook",7,38,6,95,2,148,342
47002,"Blackstrap/Blackstrap"," 147","Outlook",10,38,6,121,0,175,271
47002,"Blackstrap/Blackstrap"," 148","Broderick",3,18,9,94,0,124,239
47002,"Blackstrap/Blackstrap"," 149","Strong",11,18,12,69,0,110,158
47002,"Blackstrap/Blackstrap"," 150","Hanley",21,31,17,170,0,239,408
47002,"Blackstrap/Blackstrap"," 151","Hawarden",5,2,4,91,0,102,128
47002,"Blackstrap/Blackstrap"," 152","Farrerdale",5,16,5,90,3,119,181
47002,"Blackstrap/Blackstrap"," 153","Kenaston",17,9,5,111,1,143,260
47002,"Blackstrap/Blackstrap"," 154","Bladworth",14,6,3,73,0,96,176
47002,"Blackstrap/Blackstrap"," 155","Strongfield",7,11,1,73,0,92,146
47002,"Blackstrap/Blackstrap"," 156","Loreburn",7,14,1,95,0,117,162
47002,"Blackstrap/Blackstrap"," 157","Elbow",22,35,11,155,0,223,313
47002,"Blackstrap/Blackstrap"," 400","Saskatoon",31,58,5,68,0,162,200
47002,"Blackstrap/Blackstrap"," 401","Saskatoon",6,28,2,83,1,120,162
47002,"Blackstrap/Blackstrap"," 500","Mobile poll/Bureau itinérant",9,7,0,12,0,28,101
47002,"Blackstrap/Blackstrap"," 501","Mobile poll/Bureau itinérant",12,19,4,17,1,53,62
47002,"Blackstrap/Blackstrap"," 502","Mobile poll/Bureau itinérant",2,11,1,11,0,25,37
47002,"Blackstrap/Blackstrap"," 600","Saskatoon",62,176,33,173,1,445,
47002,"Blackstrap/Blackstrap"," 601","Saskatoon",28,44,13,90,1,176,
47002,"Blackstrap/Blackstrap"," 602","Saskatoon",79,162,39,277,2,559,
47002,"Blackstrap/Blackstrap"," 603","Saskatoon",78,131,16,273,2,500,
47002,"Blackstrap/Blackstrap"," 604","Saskatoon",116,128,26,422,0,692,
47002,"Blackstrap/Blackstrap"," 605","Grasswood",59,53,19,265,1,397,
47002,"Blackstrap/Blackstrap"," 606","Dundurn",44,69,18,289,0,420,
47002,"Blackstrap/Blackstrap"," 607","Viscount",31,27,10,100,0,168,
47002,"Blackstrap/Blackstrap"," 608","Watrous",7,22,3,75,0,107,
47002,"Blackstrap/Blackstrap"," 609","Lanigan",2,18,2,26,0,48,
47002,"Blackstrap/Blackstrap"," 610","Outlook",12,37,8,117,0,174,
47002,"Blackstrap/Blackstrap"," 611","Kenaston",5,30,6,77,0,118,
47002,"Blackstrap/Blackstrap"," 612","Saskatoon",7,44,10,98,1,160,
47002,"Blackstrap/Blackstrap"," 613","Saskatoon",4,6,1,65,1,77,
47002,"Blackstrap/Blackstrap",,Group 1/Groupe 1,16,12,4,36,1,69,132
47002,"Blackstrap/Blackstrap",,Group 2/Groupe 2,141,213,30,542,11,937,

