Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Sam Cino,Larry Di Ianni,David William Hart Dyke,Gord Hill,Wayne Marston,Frank Rukavina,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 206B","Stoney Creek",0,46,8,1,36,44,0,135,308
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 207","Stoney Creek",2,98,10,5,52,98,2,267,466
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208A","Stoney Creek",1,55,10,5,28,66,3,168,312
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208B","Stoney Creek",0,37,9,3,26,75,2,152,317
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-1A","Stoney Creek",2,44,14,2,39,55,0,156,321
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 208-1B","Stoney Creek",2,30,8,1,31,66,0,138,310
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 209","Stoney Creek",2,108,9,8,82,93,0,302,588
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 210","Stoney Creek",0,93,2,6,50,60,2,213,337
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 211","Stoney Creek",3,68,12,0,87,55,0,225,424
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 212","Stoney Creek",1,98,13,10,68,129,4,323,504
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 212-1","Stoney Creek",1,52,3,2,38,78,1,175,317
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 400","Hamilton ",0,25,9,4,99,23,0,160,403
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 401","Hamilton ",1,35,5,7,94,35,3,180,306
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 402","Hamilton ",2,46,11,2,119,34,12,226,344
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 403","Hamilton ",6,52,5,7,121,45,0,236,392
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 404","Hamilton ",0,34,6,3,85,14,0,142,383
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 405","Stoney Creek",2,50,5,2,59,68,3,189,249
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 406","Hamilton ",0,37,4,3,79,37,1,161,266
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 407","Hamilton ",4,32,2,5,83,27,2,155,290
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 408","Hamilton ",1,31,3,6,59,26,0,126,279
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 500","Mobile poll/Bureau itinérant",1,51,4,2,16,15,2,91,225
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 501","Mobile poll/Bureau itinérant",2,29,7,2,30,17,1,88,225
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 600","Hamilton ",2,68,11,3,179,54,2,319,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 601","Hamilton ",0,22,9,1,133,36,0,201,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 602","Hamilton ",2,40,31,4,150,51,0,278,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 603","Hamilton ",2,110,23,11,254,105,1,506,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 604","Hamilton ",2,180,21,8,198,141,0,550,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 605","Hamilton ",0,113,19,6,182,92,3,415,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 606","Hamilton ",3,175,5,3,219,77,1,483,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 607","Stoney Creek",0,105,17,12,171,126,3,434,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 608","Stoney Creek",1,80,4,4,149,122,0,360,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 609","Stoney Creek",1,100,5,1,100,89,3,299,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 610","Stoney Creek",2,142,5,5,116,112,2,384,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek"," 611","Stoney Creek",3,155,18,9,132,213,1,531,
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 1/Groupe 1,0,36,6,8,13,39,3,105,184
35032,"Hamilton East--Stoney Creek/Hamilton-Est--Stoney Creek",,Group 2/Groupe 2,0,230,17,11,233,138,6,635,

