Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,France Bonsant,Gary Caldwell,Michel Gagné,William Hogg,Jean Rousseau,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24017,"Compton--Stanstead/Compton--Stanstead"," 49","Newport",47,11,36,29,17,0,140,260
24017,"Compton--Stanstead/Compton--Stanstead"," 50","Saint-Isidore-d'Auckland",99,8,78,59,20,4,268,453
24017,"Compton--Stanstead/Compton--Stanstead"," 51","East Clifton",14,2,19,19,13,1,68,135
24017,"Compton--Stanstead/Compton--Stanstead"," 52","Waterville",33,19,22,69,13,0,156,380
24017,"Compton--Stanstead/Compton--Stanstead"," 53","Waterville",80,26,44,71,18,2,241,433
24017,"Compton--Stanstead/Compton--Stanstead"," 54","Waterville",88,20,22,59,34,0,223,370
24017,"Compton--Stanstead/Compton--Stanstead"," 55","Waterville",73,18,19,33,11,0,154,288
24017,"Compton--Stanstead/Compton--Stanstead"," 56","Compton",50,9,18,28,15,0,120,235
24017,"Compton--Stanstead/Compton--Stanstead"," 57","Compton",99,9,53,45,22,3,231,380
24017,"Compton--Stanstead/Compton--Stanstead"," 58","Compton",79,12,34,35,31,1,192,358
24017,"Compton--Stanstead/Compton--Stanstead"," 59","Compton",110,21,47,36,22,2,238,365
24017,"Compton--Stanstead/Compton--Stanstead"," 60","Compton",123,28,54,56,18,8,287,494
24017,"Compton--Stanstead/Compton--Stanstead"," 61","Compton",102,26,37,46,28,1,240,442
24017,"Compton--Stanstead/Compton--Stanstead"," 62","Martinville",120,9,40,47,23,1,240,404
24017,"Compton--Stanstead/Compton--Stanstead"," 63","Sainte-Edwidge-de-Clifton",69,33,32,33,16,2,185,300
24017,"Compton--Stanstead/Compton--Stanstead"," 64","Lennoxville",8,8,31,27,6,2,82,206
24017,"Compton--Stanstead/Compton--Stanstead"," 65","Lennoxville",35,24,30,74,25,0,188,346
24017,"Compton--Stanstead/Compton--Stanstead"," 66","Lennoxville",28,11,34,67,32,1,173,408
24017,"Compton--Stanstead/Compton--Stanstead"," 67","Lennoxville",25,23,36,57,33,0,174,525
24017,"Compton--Stanstead/Compton--Stanstead"," 68","Lennoxville",13,9,19,22,12,0,75,250
24017,"Compton--Stanstead/Compton--Stanstead"," 69","Lennoxville",29,20,29,79,23,2,182,323
24017,"Compton--Stanstead/Compton--Stanstead"," 70","Lennoxville",11,12,20,80,23,1,147,283
24017,"Compton--Stanstead/Compton--Stanstead"," 71","Lennoxville",40,23,45,83,28,3,222,505
24017,"Compton--Stanstead/Compton--Stanstead"," 72","Lennoxville",24,45,37,132,53,1,292,480
24017,"Compton--Stanstead/Compton--Stanstead"," 73","Lennoxville",61,13,45,75,23,3,220,467
24017,"Compton--Stanstead/Compton--Stanstead"," 74","Lennoxville",29,18,52,37,11,0,147,283
24017,"Compton--Stanstead/Compton--Stanstead"," 75","Lennoxville",34,8,57,83,23,0,205,308
24017,"Compton--Stanstead/Compton--Stanstead"," 76A","Ascot",62,2,20,29,21,2,136,254
24017,"Compton--Stanstead/Compton--Stanstead"," 76B","Ascot",79,6,19,36,27,0,167,306
24017,"Compton--Stanstead/Compton--Stanstead"," 77","Ascot",88,6,37,42,26,7,206,486
24017,"Compton--Stanstead/Compton--Stanstead"," 78","Ascot",70,27,17,26,10,4,154,240
24017,"Compton--Stanstead/Compton--Stanstead"," 79","Ascot",56,7,11,32,18,6,130,340
24017,"Compton--Stanstead/Compton--Stanstead"," 80","Ascot",63,3,15,12,20,3,116,341
24017,"Compton--Stanstead/Compton--Stanstead"," 81","Ascot",63,3,15,28,13,2,124,352
24017,"Compton--Stanstead/Compton--Stanstead"," 82","Ascot",62,5,13,15,18,1,114,312
24017,"Compton--Stanstead/Compton--Stanstead"," 83","Ascot",58,5,17,21,27,0,128,290
24017,"Compton--Stanstead/Compton--Stanstead"," 84","Ascot",68,5,22,18,26,5,144,298
24017,"Compton--Stanstead/Compton--Stanstead"," 85","Ascot",109,12,32,34,28,4,219,440
24017,"Compton--Stanstead/Compton--Stanstead"," 86","Ascot",95,11,30,32,18,4,190,323
24017,"Compton--Stanstead/Compton--Stanstead"," 87","Ascot",127,12,33,51,35,3,261,491
24017,"Compton--Stanstead/Compton--Stanstead"," 88","Ascot",120,10,37,47,37,2,253,463
24017,"Compton--Stanstead/Compton--Stanstead"," 89","Saint-Élie-d'Orford",134,7,44,37,31,0,253,445
24017,"Compton--Stanstead/Compton--Stanstead"," 90A","Rock Forest",78,1,31,38,26,2,176,293
24017,"Compton--Stanstead/Compton--Stanstead"," 90B","Rock Forest",76,8,19,35,23,3,164,281
24017,"Compton--Stanstead/Compton--Stanstead"," 91","Rock Forest",58,7,27,27,14,1,134,230
24017,"Compton--Stanstead/Compton--Stanstead"," 92","Rock Forest",52,5,10,24,18,1,110,202
24017,"Compton--Stanstead/Compton--Stanstead"," 93","Rock Forest",56,2,13,14,19,0,104,286
24017,"Compton--Stanstead/Compton--Stanstead"," 94","Rock Forest",144,17,53,44,32,6,296,569
24017,"Compton--Stanstead/Compton--Stanstead"," 95","Rock Forest",87,5,25,40,26,2,185,379
24017,"Compton--Stanstead/Compton--Stanstead"," 96","Rock Forest",92,1,37,29,40,5,204,412
24017,"Compton--Stanstead/Compton--Stanstead"," 97","Rock Forest",136,13,43,72,41,2,307,514
24017,"Compton--Stanstead/Compton--Stanstead"," 98","Rock Forest",100,10,36,22,28,2,198,458
24017,"Compton--Stanstead/Compton--Stanstead"," 99","Rock Forest",142,11,44,57,39,2,295,508
24017,"Compton--Stanstead/Compton--Stanstead"," 100","Rock Forest",116,10,31,40,46,1,244,391
24017,"Compton--Stanstead/Compton--Stanstead"," 101","Rock Forest",146,16,39,45,23,2,271,479
24017,"Compton--Stanstead/Compton--Stanstead"," 102","Rock Forest",74,6,33,41,27,6,187,312
24017,"Compton--Stanstead/Compton--Stanstead"," 103","Rock Forest",90,8,24,23,21,2,168,378
24017,"Compton--Stanstead/Compton--Stanstead"," 104","Rock Forest",54,7,18,22,20,1,122,217
24017,"Compton--Stanstead/Compton--Stanstead"," 105","Rock Forest",76,7,30,37,35,5,190,336
24017,"Compton--Stanstead/Compton--Stanstead"," 106","Rock Forest",161,20,30,50,40,0,301,514
24017,"Compton--Stanstead/Compton--Stanstead"," 107A","Rock Forest",91,8,19,35,36,2,191,346
24017,"Compton--Stanstead/Compton--Stanstead"," 107B","Rock Forest",106,6,30,33,33,1,209,354
24017,"Compton--Stanstead/Compton--Stanstead"," 108","Saint-Élie-d'Orford",149,15,44,52,60,4,324,604
24017,"Compton--Stanstead/Compton--Stanstead"," 109A","Saint-Élie-d'Orford",147,8,63,60,48,5,331,622
24017,"Compton--Stanstead/Compton--Stanstead"," 109B","Saint-Élie-d'Orford",147,4,38,45,45,2,281,510
24017,"Compton--Stanstead/Compton--Stanstead"," 110","Saint-Élie-d'Orford",Void/Supprimé,,,,,,,
24017,"Compton--Stanstead/Compton--Stanstead"," 111","Saint-Élie-d'Orford",115,3,39,48,47,4,256,507
24017,"Compton--Stanstead/Compton--Stanstead"," 112","Saint-Élie-d'Orford",92,5,39,38,32,1,207,376
24017,"Compton--Stanstead/Compton--Stanstead"," 113","Saint-Élie-d'Orford",126,11,44,53,41,1,276,536
24017,"Compton--Stanstead/Compton--Stanstead"," 114","Saint-Élie-d'Orford",112,3,57,58,56,2,288,544
24017,"Compton--Stanstead/Compton--Stanstead"," 115","Saint-Élie-d'Orford",135,14,37,34,49,3,272,539
24017,"Compton--Stanstead/Compton--Stanstead"," 116A","Saint-Élie-d'Orford",88,8,21,43,29,1,190,390
24017,"Compton--Stanstead/Compton--Stanstead"," 116B","Saint-Élie-d'Orford",76,5,35,47,31,1,195,403
24017,"Compton--Stanstead/Compton--Stanstead"," 117","Saint-Élie-d'Orford",134,12,60,49,48,4,307,625
24017,"Compton--Stanstead/Compton--Stanstead"," 118","Saint-Élie-d'Orford",Void/Supprimé,,,,,,,
24017,"Compton--Stanstead/Compton--Stanstead"," 119A","Saint-Élie-d'Orford",108,3,24,35,26,4,200,365
24017,"Compton--Stanstead/Compton--Stanstead"," 119B","Saint-Élie-d'Orford",86,9,34,30,18,3,180,356
24017,"Compton--Stanstead/Compton--Stanstead"," 120","Saint-Élie-d'Orford",120,9,43,26,33,4,235,422
24017,"Compton--Stanstead/Compton--Stanstead"," 121","Saint-Élie-d'Orford",69,9,31,18,15,4,146,349
24017,"Compton--Stanstead/Compton--Stanstead"," 122","Deauville",120,13,53,35,24,7,252,482
24017,"Compton--Stanstead/Compton--Stanstead"," 123","Deauville",85,10,40,34,24,1,194,344
24017,"Compton--Stanstead/Compton--Stanstead"," 124A","Deauville",72,8,35,27,30,2,174,302
24017,"Compton--Stanstead/Compton--Stanstead"," 124B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,25
24017,"Compton--Stanstead/Compton--Stanstead"," 125","Deauville",83,4,24,26,16,0,153,264
24017,"Compton--Stanstead/Compton--Stanstead"," 126","Deauville",58,4,31,11,29,3,136,264
24017,"Compton--Stanstead/Compton--Stanstead"," 127","Deauville",93,6,25,28,15,5,172,344
24017,"Compton--Stanstead/Compton--Stanstead"," 128","Deauville",54,3,14,36,18,5,130,271
24017,"Compton--Stanstead/Compton--Stanstead"," 129","Deauville",109,7,44,60,32,2,254,457
24017,"Compton--Stanstead/Compton--Stanstead"," 130","Rock Forest",158,13,60,74,41,6,352,593
24017,"Compton--Stanstead/Compton--Stanstead"," 131","Rock Forest",152,13,44,40,38,6,293,556
24017,"Compton--Stanstead/Compton--Stanstead"," 132","Rock Forest",128,6,34,44,45,7,264,571
24017,"Compton--Stanstead/Compton--Stanstead"," 133","Rock Forest",130,25,39,58,43,2,297,552
24017,"Compton--Stanstead/Compton--Stanstead"," 134","Rock Forest",47,4,15,21,13,1,101,208
24017,"Compton--Stanstead/Compton--Stanstead"," 135","Rock Forest",53,5,28,18,15,0,119,249
24017,"Compton--Stanstead/Compton--Stanstead"," 136","Rock Forest",81,4,42,36,22,4,189,358
24017,"Compton--Stanstead/Compton--Stanstead"," 137","Rock Forest",108,4,43,42,28,0,225,385
24017,"Compton--Stanstead/Compton--Stanstead"," 138","Rock Forest",123,6,37,23,35,2,226,445
24017,"Compton--Stanstead/Compton--Stanstead"," 139A","Rock Forest",92,4,14,38,30,0,178,302
24017,"Compton--Stanstead/Compton--Stanstead"," 139B","Rock Forest",88,3,23,40,41,1,196,304
24017,"Compton--Stanstead/Compton--Stanstead"," 140","Rock Forest",134,5,40,45,56,3,283,473
24017,"Compton--Stanstead/Compton--Stanstead"," 141","Rock Forest",99,8,27,31,36,3,204,454
24017,"Compton--Stanstead/Compton--Stanstead"," 142","Rock Forest",88,4,13,20,18,0,143,264
24017,"Compton--Stanstead/Compton--Stanstead"," 143","Rock Forest",97,5,23,41,12,0,178,323
24017,"Compton--Stanstead/Compton--Stanstead"," 144","Rock Forest",79,4,43,30,24,2,182,344
24017,"Compton--Stanstead/Compton--Stanstead"," 145","Rock Forest",87,9,43,24,29,0,192,349
24017,"Compton--Stanstead/Compton--Stanstead"," 146","Rock Forest",150,5,34,43,22,3,257,447
24017,"Compton--Stanstead/Compton--Stanstead"," 147","Rock Forest",137,15,50,44,38,4,288,491
24017,"Compton--Stanstead/Compton--Stanstead"," 148","Rock Forest",125,14,23,59,24,4,249,419
24017,"Compton--Stanstead/Compton--Stanstead"," 149","Hatley",111,25,35,63,21,1,256,481
24017,"Compton--Stanstead/Compton--Stanstead"," 150","Hatley",100,21,26,87,28,2,264,483
24017,"Compton--Stanstead/Compton--Stanstead"," 151","Hatlet",36,22,44,83,25,0,210,336
24017,"Compton--Stanstead/Compton--Stanstead"," 152","North Hatley",21,5,19,43,6,1,95,151
24017,"Compton--Stanstead/Compton--Stanstead"," 153","North Hatley",49,18,32,93,16,2,210,412
24017,"Compton--Stanstead/Compton--Stanstead"," 154","Sainte-Catherine-de-Hatley",156,12,36,72,40,1,317,506
24017,"Compton--Stanstead/Compton--Stanstead"," 155","Sainte-Catherine-de-Hatley",87,10,46,43,24,2,212,318
24017,"Compton--Stanstead/Compton--Stanstead"," 156","Sainte-Catherine-de-Hatley",130,8,43,36,14,2,233,371
24017,"Compton--Stanstead/Compton--Stanstead"," 157","Sainte-Catherine-de-Hatley",74,4,30,26,16,5,155,278
24017,"Compton--Stanstead/Compton--Stanstead"," 158","Butternut Flat",95,14,52,61,29,4,255,392
24017,"Compton--Stanstead/Compton--Stanstead"," 159","Ayer's Cliff",36,13,70,96,15,0,230,378
24017,"Compton--Stanstead/Compton--Stanstead"," 160","Ayer's Cliff",57,23,72,121,37,1,311,485
24017,"Compton--Stanstead/Compton--Stanstead"," 161","Ayer's Cliff",Void/Supprimé,,,,,,,
24017,"Compton--Stanstead/Compton--Stanstead"," 162","Hatley",62,35,79,117,47,2,342,597
24017,"Compton--Stanstead/Compton--Stanstead"," 163","Stanstead",31,12,45,93,19,3,203,340
24017,"Compton--Stanstead/Compton--Stanstead"," 164","Stanstead",131,9,63,82,36,1,322,517
24017,"Compton--Stanstead/Compton--Stanstead"," 165","Ogden",26,14,44,101,17,0,202,358
24017,"Compton--Stanstead/Compton--Stanstead"," 166","Ogden",25,2,36,33,13,2,111,242
24017,"Compton--Stanstead/Compton--Stanstead"," 167","Stanstead",29,7,32,60,16,3,147,336
24017,"Compton--Stanstead/Compton--Stanstead"," 168","Stanstead",28,5,51,71,21,1,177,417
24017,"Compton--Stanstead/Compton--Stanstead"," 169","Stanstead",23,8,29,49,19,0,128,378
24017,"Compton--Stanstead/Compton--Stanstead"," 170","Stanstead",15,10,33,70,19,0,147,315
24017,"Compton--Stanstead/Compton--Stanstead"," 171","Stanstead",20,12,66,92,15,0,205,487
24017,"Compton--Stanstead/Compton--Stanstead"," 172","Stanstead",37,17,27,75,23,1,180,391
24017,"Compton--Stanstead/Compton--Stanstead"," 173","Stanstead-Est",30,4,27,49,15,1,126,246
24017,"Compton--Stanstead/Compton--Stanstead"," 174","Stanstead-Est",32,7,29,57,13,0,138,215
24017,"Compton--Stanstead/Compton--Stanstead"," 175","Barnston-Ouest",61,22,61,89,17,1,251,394
24017,"Compton--Stanstead/Compton--Stanstead"," 176","Coaticook",73,4,29,51,22,4,183,373
24017,"Compton--Stanstead/Compton--Stanstead"," 177","Coaticook",85,7,33,40,23,2,190,386
24017,"Compton--Stanstead/Compton--Stanstead"," 178","Coaticook",23,6,21,17,8,0,75,222
24017,"Compton--Stanstead/Compton--Stanstead"," 179","Coaticook",83,16,45,37,23,3,207,371
24017,"Compton--Stanstead/Compton--Stanstead"," 180","Coaticook",62,10,31,35,15,2,155,304
24017,"Compton--Stanstead/Compton--Stanstead"," 181","Coaticook",39,4,11,19,4,1,78,208
24017,"Compton--Stanstead/Compton--Stanstead"," 182","Coaticook",53,7,33,29,5,5,132,356
24017,"Compton--Stanstead/Compton--Stanstead"," 183","Coaticook",80,7,39,40,13,2,181,359
24017,"Compton--Stanstead/Compton--Stanstead"," 184","Coaticook",89,6,47,32,23,3,200,388
24017,"Compton--Stanstead/Compton--Stanstead"," 185","Coaticook",90,9,59,62,18,2,240,448
24017,"Compton--Stanstead/Compton--Stanstead"," 186","Coaticook",39,4,21,38,9,1,112,275
24017,"Compton--Stanstead/Compton--Stanstead"," 187","Coaticook",58,9,26,33,6,3,135,260
24017,"Compton--Stanstead/Compton--Stanstead"," 188","Coaticook",62,10,34,31,14,5,156,339
24017,"Compton--Stanstead/Compton--Stanstead"," 189","Coaticook",146,15,75,67,27,7,337,568
24017,"Compton--Stanstead/Compton--Stanstead"," 190","Coaticook",109,5,75,69,26,2,286,460
24017,"Compton--Stanstead/Compton--Stanstead"," 191","Barnston",88,10,60,33,16,1,208,384
24017,"Compton--Stanstead/Compton--Stanstead"," 192","Barnston",50,8,30,20,14,1,123,221
24017,"Compton--Stanstead/Compton--Stanstead"," 193","Barnston",120,15,52,79,26,1,293,486
24017,"Compton--Stanstead/Compton--Stanstead"," 194","Dixville",39,16,34,30,14,3,136,239
24017,"Compton--Stanstead/Compton--Stanstead"," 195","Dixville",40,8,23,22,4,1,98,207
24017,"Compton--Stanstead/Compton--Stanstead"," 196","Barford",97,16,66,58,23,5,265,527
24017,"Compton--Stanstead/Compton--Stanstead"," 197","Saint-Herménégilde",116,16,59,52,22,0,265,491
24017,"Compton--Stanstead/Compton--Stanstead"," 198","Saint-Malo",105,12,49,52,17,0,235,371
24017,"Compton--Stanstead/Compton--Stanstead"," 199","East Hereford",44,17,26,53,13,1,154,299
24017,"Compton--Stanstead/Compton--Stanstead"," 500","Mobile poll/Bureau itinérant",7,0,6,9,6,2,30,51
24017,"Compton--Stanstead/Compton--Stanstead"," 501","Mobile poll/Bureau itinérant",26,2,17,23,5,3,76,117
24017,"Compton--Stanstead/Compton--Stanstead"," 502","Mobile poll/Bureau itinérant",17,5,25,42,4,4,97,140
24017,"Compton--Stanstead/Compton--Stanstead"," 503","Mobile poll/Bureau itinérant",14,8,38,74,3,2,139,172
24017,"Compton--Stanstead/Compton--Stanstead"," 504","Mobile poll/Bureau itinérant",9,3,17,21,2,0,52,115
24017,"Compton--Stanstead/Compton--Stanstead"," 505","Mobile poll/Bureau itinérant",20,2,21,56,5,5,109,153
24017,"Compton--Stanstead/Compton--Stanstead"," 600","Weedon",123,9,54,28,8,2,224,
24017,"Compton--Stanstead/Compton--Stanstead"," 601","Scotstown--Chartierville",49,3,14,12,3,1,82,
24017,"Compton--Stanstead/Compton--Stanstead"," 602","East Angus",386,16,162,108,25,10,707,
24017,"Compton--Stanstead/Compton--Stanstead"," 603","Stoke",93,4,20,21,12,3,153,
24017,"Compton--Stanstead/Compton--Stanstead"," 604","Cookshire--Eaton",127,16,68,75,27,1,314,
24017,"Compton--Stanstead/Compton--Stanstead"," 605","Waterville",131,11,86,90,24,2,344,
24017,"Compton--Stanstead/Compton--Stanstead"," 606","Sherbrooke",78,38,173,371,27,3,690,
24017,"Compton--Stanstead/Compton--Stanstead"," 607","Sherbrooke",267,16,126,87,41,8,545,
24017,"Compton--Stanstead/Compton--Stanstead"," 608","Sherbrooke",480,14,207,148,83,9,941,
24017,"Compton--Stanstead/Compton--Stanstead"," 609","Sherbrooke",444,31,182,159,83,9,908,
24017,"Compton--Stanstead/Compton--Stanstead"," 610","Sherbrooke",463,26,177,144,83,7,900,
24017,"Compton--Stanstead/Compton--Stanstead"," 611","North Hatley",155,21,78,151,28,2,435,
24017,"Compton--Stanstead/Compton--Stanstead"," 612","Stanstead",69,16,72,123,17,2,299,
24017,"Compton--Stanstead/Compton--Stanstead"," 613","Coaticook",257,23,148,176,25,5,634,
24017,"Compton--Stanstead/Compton--Stanstead"," 614","Saint-Herménégilde",40,2,26,28,2,1,99,
24017,"Compton--Stanstead/Compton--Stanstead",,Group 1/Groupe 1,25,6,52,14,7,7,111,243
24017,"Compton--Stanstead/Compton--Stanstead",,Group 2/Groupe 2,159,14,104,81,23,6,387,

