Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Catherine Forbes,Bernard Garneau,Denis Lebel,Claude Pilote,Jocelyn Tremblay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 71","Dolbeau-Mistassini",16,14,70,65,2,2,169,422
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 72","Dolbeau-Mistassini",7,14,84,107,1,2,215,499
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 73","Dolbeau-Mistassini",7,20,65,66,2,5,165,413
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 74","Dolbeau-Mistassini",10,8,108,74,3,2,205,462
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 75","Dolbeau-Mistassini",14,20,106,89,4,2,235,541
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 76","Dolbeau-Mistassini",12,26,119,113,7,3,280,553
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 77","La Doré",12,6,79,58,3,1,159,271
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 78","La Doré",9,16,75,54,4,5,163,274
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 79","La Doré",15,21,96,61,1,4,198,327
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 80","La Doré",6,13,74,72,5,1,171,262
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 81","Saint-Félicien",6,13,74,64,4,1,162,348
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 82","Saint-Félicien",9,25,81,84,7,1,207,350
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 83","Saint-Félicien",13,10,96,66,2,2,189,361
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 84","Saint-Félicien",10,19,99,96,3,3,230,450
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 85","Saint-Félicien",21,27,125,107,4,5,289,513
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 86","Saint-Félicien",11,17,53,55,3,2,141,257
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 87","Saint-Félicien",18,35,101,104,5,2,265,541
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 88","Saint-Félicien",2,16,65,43,2,0,128,237
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 89","Saint-Félicien",9,19,89,72,2,1,192,383
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 90","Saint-Félicien",3,8,66,51,4,2,134,268
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 91","Saint-Félicien",12,32,105,85,2,2,238,474
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 92","Saint-Félicien",8,21,56,42,3,3,133,309
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 93","Saint-Félicien",9,29,67,50,4,2,161,329
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 94","Saint-Félicien",4,16,66,61,5,1,153,285
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 95","Saint-Félicien",15,22,79,60,3,4,183,411
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 96","Saint-Félicien",7,41,86,73,3,0,210,458
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 97","Saint-Félicien",5,32,64,51,2,1,155,343
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 98","Saint-Félicien",15,10,89,70,8,0,192,372
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 99","Saint-Félicien",11,16,88,105,7,0,227,447
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 100","Saint-Prime",9,42,68,80,2,2,203,385
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 101","Saint-Prime",16,24,107,80,9,4,240,421
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 102","Saint-Prime",11,12,55,73,4,5,160,286
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 103","Saint-Prime",13,26,96,98,6,6,245,457
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 104","Saint-Prime",11,37,105,138,4,0,295,505
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 105","Sainte-Hedwidge",5,10,100,122,4,0,241,439
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 106","Roberval",5,11,93,95,1,1,206,457
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 107","Mashteuiatsh",6,33,87,62,8,4,200,825
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 108","Mashteuiatsh",5,25,64,42,6,1,143,584
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 109","Roberval",8,6,78,73,4,4,173,286
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 110","Roberval",3,17,76,62,0,2,160,334
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 111","Roberval",11,7,76,83,2,4,183,348
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 112","Roberval",1,3,44,48,2,0,98,219
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 113","Roberval",8,11,89,88,1,1,198,421
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 114","Roberval",12,16,129,99,8,2,266,449
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 115","Roberval",4,9,91,54,3,2,163,366
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 116","Roberval",7,5,86,51,1,3,153,335
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 117","Roberval",4,7,55,54,1,0,121,287
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 118","Roberval",4,13,59,59,3,1,139,345
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 119","Roberval",7,11,55,66,0,0,139,345
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 120","Roberval",7,28,68,66,6,0,175,317
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 121","Roberval",3,5,52,48,4,0,112,289
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 122","Roberval",8,15,107,68,1,3,202,390
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 123","Roberval",5,14,94,65,6,4,188,394
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 124","Roberval",9,7,125,109,6,4,260,488
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 125","Roberval",10,14,140,104,8,2,278,506
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 126","Roberval",9,11,105,80,0,3,208,416
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 127","Roberval",8,10,108,97,8,0,231,390
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 128","Roberval",4,15,94,68,1,4,186,371
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 129","Roberval",7,12,83,96,4,4,206,439
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 130","Sainte-Hedwidge",5,8,47,42,1,0,103,182
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 131","Chambord",14,19,105,120,5,2,265,419
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 132","Chambord",10,16,65,81,6,0,178,311
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 133","Chambord",12,8,70,98,1,1,190,346
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 134","Chambord",2,15,64,84,3,1,169,306
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 135","Saint-François-de-Sales",17,20,121,156,11,6,331,557
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 136","Saint-André-du-Lac-Saint-Jean",6,24,70,59,2,1,162,373
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 137","Saint-François-de-Sales",Void/Supprimé,,,,,,,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 138","Lac-Bouchette",6,32,112,77,2,2,231,407
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 139","Lac-Bouchette",4,8,70,56,0,1,139,297
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 140","Lac-Bouchette",6,14,64,76,3,0,163,312
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 141","Saint-Gédéon",16,19,108,114,6,2,265,437
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 142","Saint-Gédéon",19,24,125,99,7,3,277,468
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 143","Saint-Gédéon",14,10,99,124,3,4,254,434
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 144","Saint-Bruno",15,12,112,87,1,0,227,391
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 145","Saint-Bruno",27,23,137,133,5,4,329,501
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 146","Saint-Bruno",9,8,81,70,4,2,174,303
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 147","Hébertville-Station",9,11,52,58,4,5,139,284
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 148","Hébertville-Station",10,23,75,76,6,6,196,311
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 149","Saint-Bruno",17,22,117,84,6,5,251,393
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 150","Saint-Bruno",5,2,68,64,3,4,146,262
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 151","Hébertville-Station",21,21,78,86,8,5,219,365
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 152","Saint-Gédéon",11,7,57,75,2,6,158,274
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 153","Métabetchouan--Lac-à-la-Croix",9,34,62,86,4,7,202,401
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 154","Métabetchouan--Lac-à-la-Croix",11,7,65,64,2,3,152,311
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 155","Métabetchouan--Lac-à-la-Croix",12,16,67,66,2,3,166,285
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 156","Métabetchouan--Lac-à-la-Croix",18,22,81,75,3,2,201,339
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 157","Métabetchouan--Lac-à-la-Croix",20,35,104,110,2,2,273,476
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 158","Métabetchouan--Lac-à-la-Croix",10,11,75,37,1,0,134,255
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 159","Desbiens",9,15,51,67,8,3,153,269
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 160","Desbiens",3,10,53,69,3,2,140,254
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 161","Desbiens",11,25,76,82,1,5,200,338
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 162A","Métabetchouan--Lac-à-la-Croix",10,12,69,62,4,2,159,299
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 162B","Mobile poll/Bureau itinérant",Merged with No. 502/Fusionné avec le nº 502,,,,,,,72
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 163","Métabetchouan--Lac-à-la-Croix",11,15,96,80,5,5,212,369
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 164","Hébertville",10,13,81,68,4,5,181,325
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 165","Hébertville",10,23,42,81,5,1,162,278
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 166","Hébertville",9,11,49,42,0,2,113,206
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 167","Hébertville",27,17,122,119,2,3,290,479
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 168","Métabetchouan--Lac-à-la-Croix",11,18,100,79,3,0,211,378
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 169","Hébertville",12,22,149,146,11,5,345,567
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 500","Mobile poll/Bureau itinérant",4,17,45,20,6,2,94,134
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 501","Mobile poll/Bureau itinérant",2,22,38,19,2,2,85,108
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 502","Mobile poll/Bureau itinérant",2,32,26,17,0,2,79,77
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 503A","Mobile poll/Bureau itinérant",2,15,29,2,1,2,51,95
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 503B","Mobile poll/Bureau itinérant",0,14,7,20,1,1,43,68
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 504","Mobile poll/Bureau itinérant",3,31,60,23,0,2,119,173
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 505","Mobile poll/Bureau itinérant",0,15,65,10,0,2,92,191
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 506","Mobile poll/Bureau itinérant",1,24,60,35,1,8,129,182
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 507","Mobile poll/Bureau itinérant",3,16,25,25,2,5,76,115
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 508","Mobile poll/Bureau itinérant",3,12,41,31,1,2,90,169
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 600","Normandin--Albanel",8,26,122,85,3,2,246,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 601","Dolbeau-Mistassini",6,90,271,154,10,1,532,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 602","Dolbeau-Mistassini",7,28,208,144,2,0,389,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 603","Saint-Augustin",1,8,30,16,3,0,58,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 604","L'Ascension-de-Notre-Seigneur--Saint-Henri-de-Taillon",5,10,55,56,1,1,128,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 605","Saint-Nazaire--Labrecque",2,9,45,41,4,0,101,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 606","Saint-Bruno - Saint-Gédéon",6,13,66,67,0,1,153,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 607","Hébertville",2,17,42,57,2,1,121,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 608","Métabetchouan--Lac-à-la-Croix",4,28,137,121,6,3,299,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 609","Chambord--Lac-Bouchette",4,13,121,60,0,2,200,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 610","Roberval",10,27,306,186,7,5,541,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 611","Roberval",18,52,480,285,10,8,853,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 612","Saint-Prime--Mashteuiatsh",4,17,76,60,2,0,159,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 613","Saint-Félicien--La Doré",13,49,141,103,5,1,312,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean"," 614","Saint-Félicien",12,78,259,145,12,3,509,
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean",,Group 1/Groupe 1,4,11,53,41,3,5,117,286
24060,"Roberval--Lac-Saint-Jean/Roberval--Lac-Saint-Jean",,Group 2/Groupe 2,17,35,170,124,7,1,354,

