Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Anita Agrawal,Carolyn Bennett,Justin Erdman,Heather Jewell,John Kittredge,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35077,"St. Paul's/St. Paul's"," 45","Toronto",51,82,26,29,3,3,194,345
35077,"St. Paul's/St. Paul's"," 46","Toronto",41,69,27,18,1,1,157,335
35077,"St. Paul's/St. Paul's"," 47","Toronto",30,74,14,20,4,1,143,297
35077,"St. Paul's/St. Paul's"," 48A","Toronto",43,74,5,12,0,2,136,259
35077,"St. Paul's/St. Paul's"," 48B","Toronto",31,85,7,22,1,0,146,270
35077,"St. Paul's/St. Paul's"," 49","Toronto",48,101,22,41,0,1,213,371
35077,"St. Paul's/St. Paul's"," 50","Toronto",68,129,21,36,2,3,259,448
35077,"St. Paul's/St. Paul's"," 51","Toronto",91,107,44,40,0,2,284,455
35077,"St. Paul's/St. Paul's"," 52","Toronto",27,108,36,49,2,1,223,388
35077,"St. Paul's/St. Paul's"," 53","Toronto",3,103,7,72,0,1,186,283
35077,"St. Paul's/St. Paul's"," 54","Toronto",22,93,20,63,0,0,198,347
35077,"St. Paul's/St. Paul's"," 55","Toronto",12,87,14,36,2,1,152,300
35077,"St. Paul's/St. Paul's"," 56","Toronto",19,70,21,40,0,1,151,301
35077,"St. Paul's/St. Paul's"," 57","Toronto",23,82,16,65,0,1,187,357
35077,"St. Paul's/St. Paul's"," 58","Toronto",7,79,8,128,2,0,224,433
35077,"St. Paul's/St. Paul's"," 59","Toronto",4,67,7,101,0,0,179,328
35077,"St. Paul's/St. Paul's"," 60","Toronto",14,62,12,71,0,0,159,310
35077,"St. Paul's/St. Paul's"," 61","Toronto",3,71,7,106,1,1,189,318
35077,"St. Paul's/St. Paul's"," 62","Toronto",3,64,4,137,0,0,208,425
35077,"St. Paul's/St. Paul's"," 63","Toronto",12,64,7,61,0,0,144,317
35077,"St. Paul's/St. Paul's"," 64","Toronto",18,79,19,63,1,0,180,401
35077,"St. Paul's/St. Paul's"," 65","Toronto",13,86,18,111,0,1,229,457
35077,"St. Paul's/St. Paul's"," 66","Toronto",3,63,6,141,2,4,219,451
35077,"St. Paul's/St. Paul's"," 67","Toronto",1,50,3,95,0,1,150,356
35077,"St. Paul's/St. Paul's"," 68","Toronto",6,72,5,87,1,2,173,336
35077,"St. Paul's/St. Paul's"," 69","Toronto",10,109,17,78,1,3,218,397
35077,"St. Paul's/St. Paul's"," 70","Toronto",4,138,17,75,1,0,235,378
35077,"St. Paul's/St. Paul's"," 71","Toronto",27,100,22,40,0,2,191,371
35077,"St. Paul's/St. Paul's"," 72","Toronto",21,72,21,38,0,3,155,279
35077,"St. Paul's/St. Paul's"," 73","Toronto",21,99,28,51,3,0,202,405
35077,"St. Paul's/St. Paul's"," 74","Toronto",36,148,26,63,0,0,273,449
35077,"St. Paul's/St. Paul's"," 75","Toronto",17,106,23,48,0,0,194,348
35077,"St. Paul's/St. Paul's"," 76","Toronto",3,106,13,88,0,0,210,330
35077,"St. Paul's/St. Paul's"," 77","Toronto",10,110,23,86,0,0,229,351
35077,"St. Paul's/St. Paul's"," 78","Toronto",3,102,17,68,0,1,191,313
35077,"St. Paul's/St. Paul's"," 79","Toronto",8,64,13,38,0,0,123,241
35077,"St. Paul's/St. Paul's"," 80","Toronto",24,104,24,69,1,1,223,442
35077,"St. Paul's/St. Paul's"," 81","Toronto",39,83,15,35,2,0,174,303
35077,"St. Paul's/St. Paul's"," 82","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 83A","Toronto",29,77,21,26,0,1,154,241
35077,"St. Paul's/St. Paul's"," 83B","Toronto",25,84,22,35,2,0,168,270
35077,"St. Paul's/St. Paul's"," 84A","Toronto",15,73,28,25,1,0,142,245
35077,"St. Paul's/St. Paul's"," 84B","Toronto",27,83,22,40,1,0,173,288
35077,"St. Paul's/St. Paul's"," 85","Toronto",14,72,17,40,0,0,143,278
35077,"St. Paul's/St. Paul's"," 85-1","Toronto",18,77,12,45,0,0,152,327
35077,"St. Paul's/St. Paul's"," 86","Toronto",3,95,13,72,0,0,183,331
35077,"St. Paul's/St. Paul's"," 87","Toronto",12,110,16,46,1,2,187,354
35077,"St. Paul's/St. Paul's"," 88","Toronto",25,73,13,36,0,0,147,227
35077,"St. Paul's/St. Paul's"," 89","Toronto",12,112,22,71,0,0,217,333
35077,"St. Paul's/St. Paul's"," 90","Toronto",23,114,27,63,0,1,228,378
35077,"St. Paul's/St. Paul's"," 91","Toronto",10,92,9,57,1,0,169,347
35077,"St. Paul's/St. Paul's"," 92","Toronto",7,74,4,43,0,0,128,284
35077,"St. Paul's/St. Paul's"," 93","Toronto",25,93,17,55,0,2,192,398
35077,"St. Paul's/St. Paul's"," 94","Toronto",20,106,18,56,1,0,201,331
35077,"St. Paul's/St. Paul's"," 95","Toronto",27,67,17,36,1,0,148,297
35077,"St. Paul's/St. Paul's"," 96","Toronto",17,165,23,84,1,0,290,547
35077,"St. Paul's/St. Paul's"," 97A","Toronto",14,72,10,66,1,0,163,273
35077,"St. Paul's/St. Paul's"," 97B","Toronto",11,100,11,45,0,2,169,292
35077,"St. Paul's/St. Paul's"," 97-1","Toronto",7,61,6,59,0,1,134,250
35077,"St. Paul's/St. Paul's"," 98","Toronto",39,73,19,40,1,1,173,385
35077,"St. Paul's/St. Paul's"," 99","Toronto",37,103,17,45,2,0,204,463
35077,"St. Paul's/St. Paul's"," 100","Toronto",32,106,16,67,0,0,221,418
35077,"St. Paul's/St. Paul's"," 101","Toronto",24,100,16,48,0,1,189,394
35077,"St. Paul's/St. Paul's"," 102","Toronto",25,66,14,22,2,0,129,270
35077,"St. Paul's/St. Paul's"," 103","Toronto",43,72,19,40,0,1,175,362
35077,"St. Paul's/St. Paul's"," 104","Toronto",22,97,25,50,2,0,196,349
35077,"St. Paul's/St. Paul's"," 104-1","Toronto",19,53,10,26,0,0,108,253
35077,"St. Paul's/St. Paul's"," 105","Toronto",20,56,10,22,1,1,110,284
35077,"St. Paul's/St. Paul's"," 106A","Toronto",21,86,20,56,2,4,189,322
35077,"St. Paul's/St. Paul's"," 106B","Toronto",29,89,20,47,1,0,186,285
35077,"St. Paul's/St. Paul's"," 107","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 108","Toronto",30,79,21,35,1,1,167,389
35077,"St. Paul's/St. Paul's"," 109","Toronto",21,58,15,41,1,0,136,253
35077,"St. Paul's/St. Paul's"," 110","Toronto",12,68,17,40,1,0,138,224
35077,"St. Paul's/St. Paul's"," 111","Toronto",26,83,16,44,1,0,170,267
35077,"St. Paul's/St. Paul's"," 112","Toronto",16,124,23,79,1,2,245,461
35077,"St. Paul's/St. Paul's"," 113","Toronto",21,96,23,54,1,2,197,343
35077,"St. Paul's/St. Paul's"," 114","Toronto",30,117,24,51,1,0,223,433
35077,"St. Paul's/St. Paul's"," 114-1","Toronto",9,58,11,65,0,0,143,247
35077,"St. Paul's/St. Paul's"," 115","Toronto",57,118,18,50,3,2,248,491
35077,"St. Paul's/St. Paul's"," 116","Toronto",21,137,28,90,4,1,281,540
35077,"St. Paul's/St. Paul's"," 117","Toronto",39,119,13,56,3,0,230,444
35077,"St. Paul's/St. Paul's"," 117-1","Toronto",20,118,26,115,5,1,285,562
35077,"St. Paul's/St. Paul's"," 118","Toronto",13,83,15,56,1,0,168,329
35077,"St. Paul's/St. Paul's"," 119","Toronto",20,85,18,52,1,1,177,366
35077,"St. Paul's/St. Paul's"," 120","Toronto",19,78,20,32,0,1,150,270
35077,"St. Paul's/St. Paul's"," 121","Toronto",22,93,22,71,1,1,210,397
35077,"St. Paul's/St. Paul's"," 122","Toronto",16,146,23,79,0,1,265,456
35077,"St. Paul's/St. Paul's"," 123","Toronto",9,100,21,59,2,1,192,308
35077,"St. Paul's/St. Paul's"," 124","Toronto",16,84,27,68,2,0,197,368
35077,"St. Paul's/St. Paul's"," 125","Toronto",19,101,26,53,1,0,200,370
35077,"St. Paul's/St. Paul's"," 126","Toronto",18,121,21,70,2,0,232,346
35077,"St. Paul's/St. Paul's"," 127","Toronto",13,100,27,38,0,0,178,278
35077,"St. Paul's/St. Paul's"," 128","Toronto",6,119,24,46,1,0,196,341
35077,"St. Paul's/St. Paul's"," 129","Toronto",19,108,33,43,2,0,205,339
35077,"St. Paul's/St. Paul's"," 130","Toronto",17,67,22,32,1,6,145,397
35077,"St. Paul's/St. Paul's"," 131","Toronto",22,96,32,40,0,0,190,302
35077,"St. Paul's/St. Paul's"," 132","Toronto",28,105,26,69,0,0,228,385
35077,"St. Paul's/St. Paul's"," 133","Toronto",24,121,11,36,0,0,192,266
35077,"St. Paul's/St. Paul's"," 134","Toronto",17,127,18,70,0,1,233,336
35077,"St. Paul's/St. Paul's"," 135","Toronto",21,121,11,42,1,0,196,300
35077,"St. Paul's/St. Paul's"," 136","Toronto",18,115,15,59,3,0,210,284
35077,"St. Paul's/St. Paul's"," 137","Toronto",24,134,23,57,2,0,240,364
35077,"St. Paul's/St. Paul's"," 138","Toronto",19,128,23,59,0,4,233,382
35077,"St. Paul's/St. Paul's"," 138-1","Toronto",26,93,17,30,1,1,168,369
35077,"St. Paul's/St. Paul's"," 139","Toronto",24,177,19,87,2,0,309,434
35077,"St. Paul's/St. Paul's"," 140","Toronto",24,140,26,80,3,2,275,468
35077,"St. Paul's/St. Paul's"," 141","Toronto",20,127,26,76,1,0,250,427
35077,"St. Paul's/St. Paul's"," 142","Toronto",8,76,13,27,0,0,124,213
35077,"St. Paul's/St. Paul's"," 143A","Toronto",7,60,20,38,0,0,125,204
35077,"St. Paul's/St. Paul's"," 143B","Toronto",18,56,7,27,0,3,111,174
35077,"St. Paul's/St. Paul's"," 144","Toronto",18,111,11,58,0,3,201,449
35077,"St. Paul's/St. Paul's"," 145","Toronto",24,85,40,57,1,0,207,474
35077,"St. Paul's/St. Paul's"," 146A","Toronto",15,85,11,56,3,1,171,273
35077,"St. Paul's/St. Paul's"," 146B","Toronto",19,122,17,51,2,1,212,310
35077,"St. Paul's/St. Paul's"," 146-1","Toronto",5,126,21,58,1,0,211,318
35077,"St. Paul's/St. Paul's"," 146-2","Toronto",29,147,27,72,1,1,277,451
35077,"St. Paul's/St. Paul's"," 147","Toronto",25,87,15,48,2,3,180,344
35077,"St. Paul's/St. Paul's"," 147-1","Toronto",17,88,23,39,2,0,169,330
35077,"St. Paul's/St. Paul's"," 148A","Toronto",9,73,11,57,0,0,150,257
35077,"St. Paul's/St. Paul's"," 148B","Toronto",9,80,18,45,1,0,153,252
35077,"St. Paul's/St. Paul's"," 148-1","Toronto",46,125,18,73,3,1,266,471
35077,"St. Paul's/St. Paul's"," 149","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 150","Toronto",10,66,4,47,0,0,127,205
35077,"St. Paul's/St. Paul's"," 151","Toronto",18,105,23,44,3,0,193,341
35077,"St. Paul's/St. Paul's"," 152","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 153","Toronto",66,122,32,46,1,4,271,432
35077,"St. Paul's/St. Paul's"," 154","York",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 155","Toronto",18,84,9,54,1,0,166,328
35077,"St. Paul's/St. Paul's"," 156","Toronto",29,116,25,53,4,0,227,479
35077,"St. Paul's/St. Paul's"," 157","Toronto",14,94,13,47,1,0,169,327
35077,"St. Paul's/St. Paul's"," 158","Toronto",11,64,8,80,0,0,163,348
35077,"St. Paul's/St. Paul's"," 159","Toronto",5,95,7,64,1,0,172,426
35077,"St. Paul's/St. Paul's"," 160A","Toronto",17,86,5,45,0,1,154,286
35077,"St. Paul's/St. Paul's"," 160B","Toronto",11,92,17,59,0,0,179,296
35077,"St. Paul's/St. Paul's"," 161","Toronto",10,110,12,125,0,1,258,346
35077,"St. Paul's/St. Paul's"," 162","Toronto",15,80,14,46,2,2,159,325
35077,"St. Paul's/St. Paul's"," 163","Toronto",14,113,15,102,0,0,244,513
35077,"St. Paul's/St. Paul's"," 164","Toronto",9,77,18,52,2,0,158,274
35077,"St. Paul's/St. Paul's"," 165","Toronto",8,97,12,61,0,1,179,302
35077,"St. Paul's/St. Paul's"," 166","Toronto",33,111,27,45,4,1,221,355
35077,"St. Paul's/St. Paul's"," 167","Toronto",7,61,12,34,1,0,115,201
35077,"St. Paul's/St. Paul's"," 168","Toronto",10,91,14,73,0,0,188,359
35077,"St. Paul's/St. Paul's"," 169","Toronto",7,106,8,49,1,0,171,331
35077,"St. Paul's/St. Paul's"," 170","Toronto",3,98,29,85,1,1,217,331
35077,"St. Paul's/St. Paul's"," 171","Toronto",9,123,24,55,1,0,212,372
35077,"St. Paul's/St. Paul's"," 172","Toronto",13,116,31,63,1,0,224,365
35077,"St. Paul's/St. Paul's"," 173","Toronto",6,80,15,30,0,0,131,240
35077,"St. Paul's/St. Paul's"," 174","Toronto",11,107,21,55,3,0,197,332
35077,"St. Paul's/St. Paul's"," 175","Toronto",14,71,21,51,1,0,158,270
35077,"St. Paul's/St. Paul's"," 176","Toronto",40,95,24,16,1,0,176,296
35077,"St. Paul's/St. Paul's"," 177","Toronto",17,151,18,56,0,1,243,414
35077,"St. Paul's/St. Paul's"," 178","Toronto",6,77,3,49,0,0,135,286
35077,"St. Paul's/St. Paul's"," 179","Toronto",19,48,9,20,0,0,96,211
35077,"St. Paul's/St. Paul's"," 180","Toronto",21,124,25,54,0,1,225,378
35077,"St. Paul's/St. Paul's"," 181","Toronto",14,133,8,28,1,2,186,290
35077,"St. Paul's/St. Paul's"," 182","Toronto",14,105,13,49,0,0,181,351
35077,"St. Paul's/St. Paul's"," 183","Toronto",43,142,39,31,3,0,258,424
35077,"St. Paul's/St. Paul's"," 184","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 185","Toronto",21,126,27,30,3,1,208,367
35077,"St. Paul's/St. Paul's"," 186","Toronto",38,117,19,33,1,1,209,346
35077,"St. Paul's/St. Paul's"," 187","Toronto",30,75,16,23,1,2,147,295
35077,"St. Paul's/St. Paul's"," 188","Toronto",24,45,10,8,2,4,93,210
35077,"St. Paul's/St. Paul's"," 189","Toronto",Void/Supprimé,,,,,,,
35077,"St. Paul's/St. Paul's"," 190","Toronto",93,107,20,25,2,1,248,421
35077,"St. Paul's/St. Paul's"," 190-1","Toronto",24,175,12,75,1,0,287,358
35077,"St. Paul's/St. Paul's"," 191A","Toronto",65,58,9,12,1,1,146,260
35077,"St. Paul's/St. Paul's"," 191B","Toronto",57,75,10,11,2,2,157,268
35077,"St. Paul's/St. Paul's"," 192","Toronto",26,53,21,17,1,0,118,240
35077,"St. Paul's/St. Paul's"," 193","Toronto",31,146,26,50,2,1,256,425
35077,"St. Paul's/St. Paul's"," 194","Toronto",54,123,20,25,2,0,224,393
35077,"St. Paul's/St. Paul's"," 195","Toronto",39,131,37,13,1,0,221,380
35077,"St. Paul's/St. Paul's"," 196","Toronto",39,94,26,25,1,1,186,308
35077,"St. Paul's/St. Paul's"," 197","Toronto",49,83,19,15,1,0,167,323
35077,"St. Paul's/St. Paul's"," 198","Toronto",49,85,14,27,2,8,185,466
35077,"St. Paul's/St. Paul's"," 199","Toronto",38,63,17,13,3,3,137,271
35077,"St. Paul's/St. Paul's"," 199-1","Toronto",42,94,38,39,3,0,216,378
35077,"St. Paul's/St. Paul's"," 400","Toronto",12,55,11,17,1,1,97,243
35077,"St. Paul's/St. Paul's"," 401","Toronto",16,46,9,25,0,1,97,190
35077,"St. Paul's/St. Paul's"," 402","Toronto",23,86,14,40,2,0,165,293
35077,"St. Paul's/St. Paul's"," 403","Toronto",38,79,23,41,1,1,183,306
35077,"St. Paul's/St. Paul's"," 404","Toronto",26,114,24,31,2,1,198,398
35077,"St. Paul's/St. Paul's"," 405","Toronto",24,49,20,30,0,1,124,288
35077,"St. Paul's/St. Paul's"," 406","Toronto",29,75,24,20,2,1,151,299
35077,"St. Paul's/St. Paul's"," 407","Toronto",40,78,24,46,2,1,191,372
35077,"St. Paul's/St. Paul's"," 408","Toronto",20,78,14,26,1,0,139,297
35077,"St. Paul's/St. Paul's"," 409","Toronto",39,57,13,28,2,1,140,216
35077,"St. Paul's/St. Paul's"," 410","Toronto",19,90,18,42,1,1,171,277
35077,"St. Paul's/St. Paul's"," 411","Toronto",9,90,8,33,1,0,141,241
35077,"St. Paul's/St. Paul's"," 412","Toronto",2,43,5,32,0,0,82,174
35077,"St. Paul's/St. Paul's"," 413","Toronto",10,54,6,54,1,1,126,264
35077,"St. Paul's/St. Paul's"," 414","Toronto",11,92,14,59,2,1,179,362
35077,"St. Paul's/St. Paul's"," 415","Toronto",25,60,14,27,1,0,127,237
35077,"St. Paul's/St. Paul's"," 416","Toronto",28,63,6,36,1,2,136,239
35077,"St. Paul's/St. Paul's"," 417","Toronto",33,69,12,37,1,0,152,232
35077,"St. Paul's/St. Paul's"," 418","Toronto",10,86,14,36,0,2,148,207
35077,"St. Paul's/St. Paul's"," 600","Toronto",43,130,19,60,1,2,255,
35077,"St. Paul's/St. Paul's"," 601","Toronto",32,221,15,197,2,1,468,
35077,"St. Paul's/St. Paul's"," 602","Toronto",68,163,30,50,2,3,316,
35077,"St. Paul's/St. Paul's"," 603","Toronto",28,292,29,245,1,1,596,
35077,"St. Paul's/St. Paul's"," 604","Toronto",11,216,27,292,1,1,548,
35077,"St. Paul's/St. Paul's"," 605","Toronto",28,237,20,115,3,0,403,
35077,"St. Paul's/St. Paul's"," 606","Toronto",43,244,38,148,3,3,479,
35077,"St. Paul's/St. Paul's"," 607","Toronto",36,253,30,149,0,0,468,
35077,"St. Paul's/St. Paul's"," 608","Toronto",41,192,28,100,1,1,363,
35077,"St. Paul's/St. Paul's"," 609","Toronto",16,183,20,139,0,0,358,
35077,"St. Paul's/St. Paul's"," 610","York",25,265,34,149,1,0,474,
35077,"St. Paul's/St. Paul's"," 611","York",67,172,36,56,3,1,335,
35077,"St. Paul's/St. Paul's"," 612","York",17,257,25,218,2,0,519,
35077,"St. Paul's/St. Paul's"," 613","York",50,130,24,46,2,0,252,
35077,"St. Paul's/St. Paul's"," 614","York",39,204,35,133,1,1,413,
35077,"St. Paul's/St. Paul's"," 615","York",19,151,23,62,0,1,256,
35077,"St. Paul's/St. Paul's",,Group 1/Groupe 1,23,74,14,47,2,7,167,251
35077,"St. Paul's/St. Paul's",,Group 2/Groupe 2,217,653,85,405,7,26,1393,

