Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean Beaupré,Denis Blanchette,Michelle Fontaine,Luc Harvey,Stefan Jetchick,Pascal-Pierre Paillé,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
24037,"Louis-Hébert/Louis-Hébert"," 150-1","Sainte-Foy",13,6,0,21,0,31,0,71,123
24037,"Louis-Hébert/Louis-Hébert"," 151","Sainte-Foy",48,35,5,75,0,83,1,247,405
24037,"Louis-Hébert/Louis-Hébert"," 151-1","Sainte-Foy",45,21,4,34,0,36,1,141,206
24037,"Louis-Hébert/Louis-Hébert"," 152","Sainte-Foy",55,9,5,42,0,72,1,184,291
24037,"Louis-Hébert/Louis-Hébert"," 153","Sainte-Foy",30,13,4,36,0,54,3,140,284
24037,"Louis-Hébert/Louis-Hébert"," 154","Sainte-Foy",60,25,5,68,1,92,5,256,468
24037,"Louis-Hébert/Louis-Hébert"," 155","Sainte-Foy",41,13,3,47,0,54,1,159,345
24037,"Louis-Hébert/Louis-Hébert"," 156","Sainte-Foy",37,9,7,41,0,63,0,157,250
24037,"Louis-Hébert/Louis-Hébert"," 157","Sainte-Foy",40,18,14,32,0,81,1,186,367
24037,"Louis-Hébert/Louis-Hébert"," 158","Sainte-Foy",54,25,7,61,0,95,6,248,456
24037,"Louis-Hébert/Louis-Hébert"," 159","Sainte-Foy",49,23,4,79,1,56,3,215,461
24037,"Louis-Hébert/Louis-Hébert"," 160","Sainte-Foy",29,18,6,46,2,62,1,164,289
24037,"Louis-Hébert/Louis-Hébert"," 161","Sainte-Foy",19,27,4,41,1,72,2,166,265
24037,"Louis-Hébert/Louis-Hébert"," 162","Sainte-Foy",44,20,4,56,0,94,5,223,372
24037,"Louis-Hébert/Louis-Hébert"," 163","Sainte-Foy",57,17,3,63,0,47,3,190,313
24037,"Louis-Hébert/Louis-Hébert"," 164A","Sainte-Foy",Merged with No. 168/Fusionné avec le nº 168,,,,,,,,59
24037,"Louis-Hébert/Louis-Hébert"," 164B","Sainte-Foy",60,10,7,70,0,53,5,205,350
24037,"Louis-Hébert/Louis-Hébert"," 164C","Sainte-Foy",Merged with No. 167/Fusionné avec le nº 167,,,,,,,,70
24037,"Louis-Hébert/Louis-Hébert"," 164D","Sainte-Foy",Merged with No. 169/Fusionné avec le nº 169,,,,,,,,20
24037,"Louis-Hébert/Louis-Hébert"," 165","Sainte-Foy",47,17,2,71,0,80,4,221,449
24037,"Louis-Hébert/Louis-Hébert"," 166","Sainte-Foy",35,21,3,41,1,112,0,213,374
24037,"Louis-Hébert/Louis-Hébert"," 167","Sainte-Foy",64,29,12,79,0,82,1,267,435
24037,"Louis-Hébert/Louis-Hébert"," 168","Sainte-Foy",87,10,2,83,0,74,2,258,437
24037,"Louis-Hébert/Louis-Hébert"," 169","Sainte-Foy",79,16,4,85,0,94,5,283,483
24037,"Louis-Hébert/Louis-Hébert"," 170","Sainte-Foy",64,20,8,44,0,112,3,251,433
24037,"Louis-Hébert/Louis-Hébert"," 171","Sainte-Foy",34,7,1,30,0,34,3,109,347
24037,"Louis-Hébert/Louis-Hébert"," 172","Sainte-Foy",32,10,4,52,1,41,0,140,321
24037,"Louis-Hébert/Louis-Hébert"," 173","Sainte-Foy",92,20,3,65,1,78,2,261,499
24037,"Louis-Hébert/Louis-Hébert"," 173-1","Sainte-Foy",35,9,1,41,0,24,1,111,213
24037,"Louis-Hébert/Louis-Hébert"," 174","Sainte-Foy",45,25,5,43,0,64,3,185,416
24037,"Louis-Hébert/Louis-Hébert"," 175","Sainte-Foy",41,22,1,71,0,91,2,228,465
24037,"Louis-Hébert/Louis-Hébert"," 176A","Sainte-Foy",Merged with No. 178A/Fusionné avec le nº 178A,,,,,,,,135
24037,"Louis-Hébert/Louis-Hébert"," 176B","Sainte-Foy",Merged with No. 178B/Fusionné avec le nº 178B,,,,,,,,135
24037,"Louis-Hébert/Louis-Hébert"," 177","Sainte-Foy",Void/Supprimé,,,,,,,,
24037,"Louis-Hébert/Louis-Hébert"," 178A","Sainte-Foy",60,15,4,77,2,66,0,224,333
24037,"Louis-Hébert/Louis-Hébert"," 178B","Sainte-Foy",53,18,4,67,0,74,1,217,318
24037,"Louis-Hébert/Louis-Hébert"," 179","Sainte-Foy",55,14,3,68,0,98,3,241,374
24037,"Louis-Hébert/Louis-Hébert"," 180","Sainte-Foy",110,14,3,131,0,112,1,371,632
24037,"Louis-Hébert/Louis-Hébert"," 181A","Sainte-Foy",57,20,4,59,1,74,1,216,358
24037,"Louis-Hébert/Louis-Hébert"," 181B","Sainte-Foy",58,17,5,80,0,67,2,229,371
24037,"Louis-Hébert/Louis-Hébert"," 182","Sainte-Foy",48,15,7,38,0,77,1,186,359
24037,"Louis-Hébert/Louis-Hébert"," 183","Cap-Rouge",48,28,12,69,0,142,1,300,471
24037,"Louis-Hébert/Louis-Hébert"," 184","Cap-Rouge",20,12,1,35,0,76,3,147,254
24037,"Louis-Hébert/Louis-Hébert"," 185","Cap-Rouge",45,23,4,46,0,79,2,199,341
24037,"Louis-Hébert/Louis-Hébert"," 186","Cap-Rouge",47,31,1,47,0,95,3,224,402
24037,"Louis-Hébert/Louis-Hébert"," 187","Cap-Rouge",63,18,4,43,0,80,0,208,363
24037,"Louis-Hébert/Louis-Hébert"," 188","Cap-Rouge",35,9,5,42,0,80,2,173,377
24037,"Louis-Hébert/Louis-Hébert"," 189","Cap-Rouge",40,17,11,29,2,68,0,167,337
24037,"Louis-Hébert/Louis-Hébert"," 190","Cap-Rouge",37,18,6,46,1,70,3,181,345
24037,"Louis-Hébert/Louis-Hébert"," 191","Cap-Rouge",52,44,10,51,0,105,1,263,468
24037,"Louis-Hébert/Louis-Hébert"," 192","Cap-Rouge",68,27,8,52,0,138,1,294,517
24037,"Louis-Hébert/Louis-Hébert"," 193","Cap-Rouge",50,29,2,48,0,118,0,247,404
24037,"Louis-Hébert/Louis-Hébert"," 194","Cap-Rouge",46,20,5,42,0,73,6,192,367
24037,"Louis-Hébert/Louis-Hébert"," 195","Cap-Rouge",65,23,6,65,0,99,6,264,466
24037,"Louis-Hébert/Louis-Hébert"," 195-1","Cap-Rouge",23,9,4,27,1,34,3,101,171
24037,"Louis-Hébert/Louis-Hébert"," 196","Cap-Rouge",33,20,4,40,0,58,1,156,254
24037,"Louis-Hébert/Louis-Hébert"," 196-1","Cap-Rouge",36,23,1,50,1,99,1,211,317
24037,"Louis-Hébert/Louis-Hébert"," 197","Cap-Rouge",95,28,14,65,0,132,1,335,486
24037,"Louis-Hébert/Louis-Hébert"," 198","Cap-Rouge",57,23,5,69,0,94,3,251,457
24037,"Louis-Hébert/Louis-Hébert"," 199","Cap-Rouge",62,42,13,75,1,108,4,305,474
24037,"Louis-Hébert/Louis-Hébert"," 200","Cap-Rouge",78,20,6,58,0,133,3,298,524
24037,"Louis-Hébert/Louis-Hébert"," 201","Cap-Rouge",75,33,8,79,1,134,3,333,595
24037,"Louis-Hébert/Louis-Hébert"," 202","Cap-Rouge",34,23,6,42,0,62,1,168,397
24037,"Louis-Hébert/Louis-Hébert"," 203","Cap-Rouge",78,26,4,51,1,105,3,268,422
24037,"Louis-Hébert/Louis-Hébert"," 204","Cap-Rouge",45,13,2,35,0,74,0,169,275
24037,"Louis-Hébert/Louis-Hébert"," 205","Cap-Rouge",45,9,6,54,0,76,2,192,372
24037,"Louis-Hébert/Louis-Hébert"," 206","Cap-Rouge",77,27,5,74,1,109,2,295,454
24037,"Louis-Hébert/Louis-Hébert"," 207","Cap-Rouge",81,20,3,74,0,106,4,288,453
24037,"Louis-Hébert/Louis-Hébert"," 400","Sainte-Foy",64,15,4,69,0,70,3,225,293
24037,"Louis-Hébert/Louis-Hébert"," 401","Sainte-Foy",41,25,6,62,5,39,5,183,261
24037,"Louis-Hébert/Louis-Hébert"," 402","Sainte-Foy",108,18,4,121,0,79,4,334,489
24037,"Louis-Hébert/Louis-Hébert"," 403","Sainte-Foy",40,15,2,51,0,46,3,157,206
24037,"Louis-Hébert/Louis-Hébert"," 404","Sillery",34,1,3,18,0,7,2,65,99
24037,"Louis-Hébert/Louis-Hébert"," 405","Sainte-Foy",71,13,4,56,0,22,2,168,216
24037,"Louis-Hébert/Louis-Hébert"," 500A","Mobile poll/Bureau itinérant",61,5,4,37,2,15,7,131,179
24037,"Louis-Hébert/Louis-Hébert"," 500B","Mobile poll/Bureau itinérant",Merged with No. 501/Fusionné avec le nº 501,,,,,,,,27
24037,"Louis-Hébert/Louis-Hébert"," 501","Mobile poll/Bureau itinérant",56,5,1,18,0,10,1,91,136
24037,"Louis-Hébert/Louis-Hébert"," 600","Sainte-Foy",62,24,4,189,0,103,1,383,
24037,"Louis-Hébert/Louis-Hébert"," 601","Sainte-Foy",49,29,12,207,1,115,1,414,
24037,"Louis-Hébert/Louis-Hébert"," 602","Sainte-Foy",53,20,6,178,1,85,2,345,
24037,"Louis-Hébert/Louis-Hébert"," 603","Sainte-Foy",93,30,14,174,0,137,3,451,
24037,"Louis-Hébert/Louis-Hébert"," 604","Sainte-Foy",110,24,15,172,0,140,4,465,
24037,"Louis-Hébert/Louis-Hébert"," 605","Sainte-Foy",105,36,9,141,0,208,4,503,
24037,"Louis-Hébert/Louis-Hébert"," 606","Sainte-Foy",101,19,2,144,1,107,1,375,
24037,"Louis-Hébert/Louis-Hébert"," 607","Sillery",145,15,5,107,1,169,3,445,
24037,"Louis-Hébert/Louis-Hébert"," 608","Sillery",126,11,12,134,4,155,6,448,
24037,"Louis-Hébert/Louis-Hébert"," 609","Sillery",166,14,10,120,0,145,1,456,
24037,"Louis-Hébert/Louis-Hébert"," 610","Sainte-Foy",91,24,8,145,0,103,3,374,
