Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Terry Anderson,Tyler Banham,Stephen Brotherston,Chris Charlton,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35033,"Hamilton Mountain/Hamilton Mountain"," 85","Hamilton ",90,38,17,120,1,266,445
35033,"Hamilton Mountain/Hamilton Mountain"," 86","Hamilton ",79,49,8,129,1,266,453
35033,"Hamilton Mountain/Hamilton Mountain"," 87","Hamilton ",64,33,15,122,1,235,432
35033,"Hamilton Mountain/Hamilton Mountain"," 88","Hamilton ",53,28,6,106,2,195,413
35033,"Hamilton Mountain/Hamilton Mountain"," 89","Hamilton ",26,15,3,50,0,94,267
35033,"Hamilton Mountain/Hamilton Mountain"," 89-1","Hamilton ",28,29,10,75,1,143,300
35033,"Hamilton Mountain/Hamilton Mountain"," 90","Hamilton ",47,24,8,140,1,220,394
35033,"Hamilton Mountain/Hamilton Mountain"," 91","Hamilton ",51,31,14,78,4,178,331
35033,"Hamilton Mountain/Hamilton Mountain"," 92","Hamilton ",53,24,18,94,2,191,362
35033,"Hamilton Mountain/Hamilton Mountain"," 93","Hamilton ",53,33,5,79,0,170,329
35033,"Hamilton Mountain/Hamilton Mountain"," 94","Hamilton ",61,54,19,132,4,270,491
35033,"Hamilton Mountain/Hamilton Mountain"," 95","Hamilton ",55,23,7,105,1,191,247
35033,"Hamilton Mountain/Hamilton Mountain"," 96","Hamilton ",41,34,9,142,6,232,366
35033,"Hamilton Mountain/Hamilton Mountain"," 97","Hamilton ",46,18,6,106,0,176,390
35033,"Hamilton Mountain/Hamilton Mountain"," 98","Hamilton ",54,45,13,104,2,218,387
35033,"Hamilton Mountain/Hamilton Mountain"," 99","Hamilton ",89,50,28,126,0,293,536
35033,"Hamilton Mountain/Hamilton Mountain"," 100","Hamilton ",80,30,20,116,1,247,434
35033,"Hamilton Mountain/Hamilton Mountain"," 101","Hamilton ",44,22,21,120,0,207,452
35033,"Hamilton Mountain/Hamilton Mountain"," 102","Hamilton ",61,50,15,120,0,246,385
35033,"Hamilton Mountain/Hamilton Mountain"," 103","Hamilton ",72,27,9,99,1,208,337
35033,"Hamilton Mountain/Hamilton Mountain"," 104","Hamilton ",55,38,12,118,0,223,368
35033,"Hamilton Mountain/Hamilton Mountain"," 105","Hamilton ",51,32,11,107,1,202,355
35033,"Hamilton Mountain/Hamilton Mountain"," 106","Hamilton ",97,40,15,85,1,238,380
35033,"Hamilton Mountain/Hamilton Mountain"," 107","Hamilton ",90,46,19,80,0,235,427
35033,"Hamilton Mountain/Hamilton Mountain"," 108","Hamilton ",119,67,13,67,0,266,415
35033,"Hamilton Mountain/Hamilton Mountain"," 109","Hamilton ",66,21,7,125,0,219,416
35033,"Hamilton Mountain/Hamilton Mountain"," 110","Hamilton ",28,23,8,124,1,184,318
35033,"Hamilton Mountain/Hamilton Mountain"," 111","Hamilton ",67,46,21,58,0,192,350
35033,"Hamilton Mountain/Hamilton Mountain"," 112","Hamilton ",80,38,15,123,2,258,490
35033,"Hamilton Mountain/Hamilton Mountain"," 113","Hamilton ",70,21,21,97,1,210,363
35033,"Hamilton Mountain/Hamilton Mountain"," 114","Hamilton ",66,22,10,112,3,213,425
35033,"Hamilton Mountain/Hamilton Mountain"," 115","Hamilton ",99,34,12,81,1,227,387
35033,"Hamilton Mountain/Hamilton Mountain"," 116","Hamilton ",65,31,16,111,1,224,359
35033,"Hamilton Mountain/Hamilton Mountain"," 117","Hamilton ",67,33,14,120,2,236,387
35033,"Hamilton Mountain/Hamilton Mountain"," 118","Hamilton ",64,40,13,99,2,218,422
35033,"Hamilton Mountain/Hamilton Mountain"," 119","Hamilton ",59,31,14,90,2,196,461
35033,"Hamilton Mountain/Hamilton Mountain"," 120","Hamilton ",62,47,12,93,1,215,361
35033,"Hamilton Mountain/Hamilton Mountain"," 121","Hamilton ",58,99,10,74,4,245,359
35033,"Hamilton Mountain/Hamilton Mountain"," 122","Hamilton ",88,52,12,83,2,237,418
35033,"Hamilton Mountain/Hamilton Mountain"," 123","Hamilton ",65,41,13,101,0,220,347
35033,"Hamilton Mountain/Hamilton Mountain"," 124","Hamilton ",63,33,3,79,0,178,339
35033,"Hamilton Mountain/Hamilton Mountain"," 125","Hamilton ",55,29,14,82,4,184,404
35033,"Hamilton Mountain/Hamilton Mountain"," 126","Hamilton ",91,87,12,87,1,278,483
35033,"Hamilton Mountain/Hamilton Mountain"," 127","Hamilton ",43,40,14,75,4,176,324
35033,"Hamilton Mountain/Hamilton Mountain"," 128","Hamilton ",30,20,9,119,1,179,400
35033,"Hamilton Mountain/Hamilton Mountain"," 129","Hamilton ",56,25,9,72,1,163,403
35033,"Hamilton Mountain/Hamilton Mountain"," 130","Hamilton ",68,78,12,90,1,249,460
35033,"Hamilton Mountain/Hamilton Mountain"," 131","Hamilton ",53,45,8,85,0,191,404
35033,"Hamilton Mountain/Hamilton Mountain"," 132","Hamilton ",41,35,13,85,1,175,398
35033,"Hamilton Mountain/Hamilton Mountain"," 133","Hamilton ",36,24,4,89,0,153,390
35033,"Hamilton Mountain/Hamilton Mountain"," 134","Hamilton ",69,41,14,107,0,231,415
35033,"Hamilton Mountain/Hamilton Mountain"," 135","Hamilton ",55,53,14,81,2,205,497
35033,"Hamilton Mountain/Hamilton Mountain"," 136","Hamilton ",61,41,11,87,2,202,404
35033,"Hamilton Mountain/Hamilton Mountain"," 137","Hamilton ",73,31,13,140,0,257,425
35033,"Hamilton Mountain/Hamilton Mountain"," 138","Hamilton ",59,52,11,105,0,227,448
35033,"Hamilton Mountain/Hamilton Mountain"," 139","Hamilton ",43,37,8,60,4,152,294
35033,"Hamilton Mountain/Hamilton Mountain"," 140","Hamilton ",97,51,19,125,0,292,543
35033,"Hamilton Mountain/Hamilton Mountain"," 141","Hamilton ",71,65,7,57,5,205,400
35033,"Hamilton Mountain/Hamilton Mountain"," 142","Hamilton ",77,45,10,89,1,222,396
35033,"Hamilton Mountain/Hamilton Mountain"," 143","Hamilton ",55,26,12,82,0,175,422
35033,"Hamilton Mountain/Hamilton Mountain"," 144","Hamilton ",104,36,12,109,2,263,541
35033,"Hamilton Mountain/Hamilton Mountain"," 145","Hamilton ",72,40,11,72,0,195,498
35033,"Hamilton Mountain/Hamilton Mountain"," 146","Hamilton ",45,25,14,72,0,156,320
35033,"Hamilton Mountain/Hamilton Mountain"," 146-1","Hamilton ",62,22,8,37,1,130,319
35033,"Hamilton Mountain/Hamilton Mountain"," 147","Hamilton ",101,57,8,88,3,257,507
35033,"Hamilton Mountain/Hamilton Mountain"," 148","Hamilton ",90,53,16,140,0,299,484
35033,"Hamilton Mountain/Hamilton Mountain"," 149","Hamilton ",102,97,14,91,1,305,550
35033,"Hamilton Mountain/Hamilton Mountain"," 150","Hamilton ",101,67,11,87,4,270,451
35033,"Hamilton Mountain/Hamilton Mountain"," 151","Hamilton ",63,51,15,104,2,235,437
35033,"Hamilton Mountain/Hamilton Mountain"," 152","Hamilton ",109,36,15,96,0,256,476
35033,"Hamilton Mountain/Hamilton Mountain"," 153","Hamilton ",107,62,12,97,3,281,453
35033,"Hamilton Mountain/Hamilton Mountain"," 154","Hamilton ",69,81,9,114,3,276,532
35033,"Hamilton Mountain/Hamilton Mountain"," 155","Hamilton ",119,63,11,91,1,285,483
35033,"Hamilton Mountain/Hamilton Mountain"," 156","Hamilton ",86,77,11,79,0,253,472
35033,"Hamilton Mountain/Hamilton Mountain"," 157A","Hamilton ",52,37,12,67,1,169,348
35033,"Hamilton Mountain/Hamilton Mountain"," 157B","Hamilton ",59,47,16,64,0,186,336
35033,"Hamilton Mountain/Hamilton Mountain"," 158","Hamilton ",24,23,5,27,1,80,206
35033,"Hamilton Mountain/Hamilton Mountain"," 159","Hamilton ",79,35,11,66,1,192,363
35033,"Hamilton Mountain/Hamilton Mountain"," 159-1","Hamilton ",80,71,8,82,1,242,481
35033,"Hamilton Mountain/Hamilton Mountain"," 160","Hamilton ",81,32,11,92,0,216,414
35033,"Hamilton Mountain/Hamilton Mountain"," 161","Hamilton ",46,56,7,96,0,205,436
35033,"Hamilton Mountain/Hamilton Mountain"," 162","Hamilton ",46,18,5,51,0,120,275
35033,"Hamilton Mountain/Hamilton Mountain"," 163","Hamilton ",73,55,9,110,2,249,531
35033,"Hamilton Mountain/Hamilton Mountain"," 164","Hamilton ",77,29,10,76,0,192,489
35033,"Hamilton Mountain/Hamilton Mountain"," 165","Hamilton ",88,62,7,88,2,247,508
35033,"Hamilton Mountain/Hamilton Mountain"," 166","Hamilton ",53,40,12,87,2,194,453
35033,"Hamilton Mountain/Hamilton Mountain"," 167","Hamilton ",101,90,17,86,0,294,480
35033,"Hamilton Mountain/Hamilton Mountain"," 168","Hamilton ",73,61,6,115,2,257,512
35033,"Hamilton Mountain/Hamilton Mountain"," 169","Hamilton ",106,71,12,82,3,274,486
35033,"Hamilton Mountain/Hamilton Mountain"," 170A","Hamilton ",36,28,1,88,0,153,321
35033,"Hamilton Mountain/Hamilton Mountain"," 170B","Hamilton ",42,42,12,59,0,155,288
35033,"Hamilton Mountain/Hamilton Mountain"," 171","Hamilton ",42,31,7,73,1,154,338
35033,"Hamilton Mountain/Hamilton Mountain"," 172","Hamilton ",89,73,10,78,0,250,445
35033,"Hamilton Mountain/Hamilton Mountain"," 173","Hamilton ",163,11,2,29,0,205,272
35033,"Hamilton Mountain/Hamilton Mountain"," 173-1","Hamilton ",46,68,8,49,1,172,339
35033,"Hamilton Mountain/Hamilton Mountain"," 174","Hamilton ",47,39,11,119,1,217,466
35033,"Hamilton Mountain/Hamilton Mountain"," 175","Hamilton ",65,42,13,71,1,192,403
35033,"Hamilton Mountain/Hamilton Mountain"," 175-1","Hamilton ",45,21,4,35,0,105,220
35033,"Hamilton Mountain/Hamilton Mountain"," 176","Hamilton ",75,75,12,83,0,245,459
35033,"Hamilton Mountain/Hamilton Mountain"," 176-1","Hamilton ",74,82,17,103,1,277,485
35033,"Hamilton Mountain/Hamilton Mountain"," 177A","Hamilton ",66,36,7,68,0,177,306
35033,"Hamilton Mountain/Hamilton Mountain"," 177B","Hamilton ",59,27,4,38,0,128,280
35033,"Hamilton Mountain/Hamilton Mountain"," 178","Hamilton ",80,21,16,77,0,194,337
35033,"Hamilton Mountain/Hamilton Mountain"," 179","Hamilton ",100,70,15,64,1,250,437
35033,"Hamilton Mountain/Hamilton Mountain"," 180","Hamilton ",73,60,17,67,6,223,366
35033,"Hamilton Mountain/Hamilton Mountain"," 181","Hamilton ",107,51,3,131,2,294,407
35033,"Hamilton Mountain/Hamilton Mountain"," 182","Hamilton ",84,40,8,94,8,234,333
35033,"Hamilton Mountain/Hamilton Mountain"," 183","Hamilton ",84,79,19,104,0,286,559
35033,"Hamilton Mountain/Hamilton Mountain"," 184","Hamilton ",57,61,7,76,1,202,446
35033,"Hamilton Mountain/Hamilton Mountain"," 185A","Hamilton ",51,57,9,68,2,187,319
35033,"Hamilton Mountain/Hamilton Mountain"," 185B","Hamilton ",61,39,8,58,2,168,327
35033,"Hamilton Mountain/Hamilton Mountain"," 186","Hamilton ",78,79,8,49,1,215,378
35033,"Hamilton Mountain/Hamilton Mountain"," 187","Hamilton ",58,38,15,83,0,194,402
35033,"Hamilton Mountain/Hamilton Mountain"," 188","Hamilton ",76,38,11,88,5,218,478
35033,"Hamilton Mountain/Hamilton Mountain"," 189","Hamilton ",64,37,10,105,3,219,404
35033,"Hamilton Mountain/Hamilton Mountain"," 190","Hamilton ",50,22,16,78,3,169,375
35033,"Hamilton Mountain/Hamilton Mountain"," 191","Hamilton ",53,51,17,100,1,222,441
35033,"Hamilton Mountain/Hamilton Mountain"," 192","Hamilton ",54,63,14,67,3,201,340
35033,"Hamilton Mountain/Hamilton Mountain"," 193","Hamilton ",72,71,20,68,1,232,430
35033,"Hamilton Mountain/Hamilton Mountain"," 194","Hamilton ",72,47,20,76,2,217,345
35033,"Hamilton Mountain/Hamilton Mountain"," 195","Hamilton ",72,29,27,80,0,208,386
35033,"Hamilton Mountain/Hamilton Mountain"," 196","Hamilton ",62,32,4,112,0,210,388
35033,"Hamilton Mountain/Hamilton Mountain"," 197","Hamilton ",62,67,14,65,1,209,400
35033,"Hamilton Mountain/Hamilton Mountain"," 198","Hamilton ",50,40,18,42,1,151,258
35033,"Hamilton Mountain/Hamilton Mountain"," 199","Hamilton ",51,39,10,87,1,188,389
35033,"Hamilton Mountain/Hamilton Mountain"," 200","Hamilton ",66,73,6,44,5,194,376
35033,"Hamilton Mountain/Hamilton Mountain"," 201","Hamilton ",85,70,13,84,0,252,447
35033,"Hamilton Mountain/Hamilton Mountain"," 202","Hamilton ",109,83,19,66,2,279,520
35033,"Hamilton Mountain/Hamilton Mountain"," 203","Hamilton ",58,47,11,57,4,177,285
35033,"Hamilton Mountain/Hamilton Mountain"," 203-1","Hamilton ",120,71,4,65,2,262,463
35033,"Hamilton Mountain/Hamilton Mountain"," 204","Hamilton ",80,50,7,61,2,200,362
35033,"Hamilton Mountain/Hamilton Mountain"," 204-1","Hamilton ",76,34,6,76,1,193,410
35033,"Hamilton Mountain/Hamilton Mountain"," 205","Hamilton ",30,30,10,57,0,127,314
35033,"Hamilton Mountain/Hamilton Mountain"," 206","Hamilton ",87,59,5,83,0,234,475
35033,"Hamilton Mountain/Hamilton Mountain"," 207","Hamilton ",46,62,7,78,1,194,422
35033,"Hamilton Mountain/Hamilton Mountain"," 208","Hamilton ",90,80,10,67,0,247,457
35033,"Hamilton Mountain/Hamilton Mountain"," 209","Hamilton ",65,94,12,93,1,265,428
35033,"Hamilton Mountain/Hamilton Mountain"," 210","Hamilton ",93,80,19,78,2,272,468
35033,"Hamilton Mountain/Hamilton Mountain"," 211","Hamilton ",56,61,5,90,1,213,435
35033,"Hamilton Mountain/Hamilton Mountain"," 212","Hamilton ",110,62,12,43,2,229,423
35033,"Hamilton Mountain/Hamilton Mountain"," 400","Hamilton ",36,24,13,95,1,169,265
35033,"Hamilton Mountain/Hamilton Mountain"," 401","Hamilton ",33,19,4,45,3,104,265
35033,"Hamilton Mountain/Hamilton Mountain"," 402","Hamilton ",67,28,8,109,0,212,278
35033,"Hamilton Mountain/Hamilton Mountain"," 403","Hamilton ",19,11,2,32,3,67,180
35033,"Hamilton Mountain/Hamilton Mountain"," 500","Mobile poll/Bureau itinérant",26,28,5,21,2,82,131
35033,"Hamilton Mountain/Hamilton Mountain"," 501","Mobile poll/Bureau itinérant",61,39,4,62,1,167,316
35033,"Hamilton Mountain/Hamilton Mountain"," 600","Hamilton ",140,94,23,197,1,455,
35033,"Hamilton Mountain/Hamilton Mountain"," 601","Hamilton ",206,96,25,287,0,614,
35033,"Hamilton Mountain/Hamilton Mountain"," 602","Hamilton ",146,65,26,279,0,516,
35033,"Hamilton Mountain/Hamilton Mountain"," 603","Hamilton ",115,48,13,209,3,388,
35033,"Hamilton Mountain/Hamilton Mountain"," 604","Hamilton ",144,89,20,201,4,458,
35033,"Hamilton Mountain/Hamilton Mountain"," 605","Hamilton ",235,119,29,315,1,699,
35033,"Hamilton Mountain/Hamilton Mountain"," 606","Hamilton ",172,93,22,179,1,467,
35033,"Hamilton Mountain/Hamilton Mountain"," 607","Hamilton ",208,155,27,192,0,582,
35033,"Hamilton Mountain/Hamilton Mountain"," 608","Hamilton ",155,87,10,192,3,447,
35033,"Hamilton Mountain/Hamilton Mountain"," 609","Hamilton ",135,97,9,107,4,352,
35033,"Hamilton Mountain/Hamilton Mountain",,Group 1/Groupe 1,48,29,6,18,2,103,208
35033,"Hamilton Mountain/Hamilton Mountain",,Group 2/Groupe 2,122,66,21,189,7,405,

