Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Antony Tony Grochowski,Heesung Kim,Tyler Kinch,Natalie Odd,Lee Richardson,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48006,"Calgary Centre/Calgary-Centre"," 69","Calgary",4,69,28,46,143,3,293,290
48006,"Calgary Centre/Calgary-Centre"," 70","Calgary",Merged with No. 69/Fusionné avec le nº 69,,,,,,,244
48006,"Calgary Centre/Calgary-Centre"," 71","Calgary",0,46,35,32,74,1,188,342
48006,"Calgary Centre/Calgary-Centre"," 72","Calgary",0,36,35,34,120,1,226,403
48006,"Calgary Centre/Calgary-Centre"," 73","Calgary",0,34,9,41,85,0,169,361
48006,"Calgary Centre/Calgary-Centre"," 74","Calgary",1,34,17,28,50,0,130,331
48006,"Calgary Centre/Calgary-Centre"," 75","Calgary",2,47,6,45,124,2,226,419
48006,"Calgary Centre/Calgary-Centre"," 76","Calgary",0,38,24,46,119,1,228,402
48006,"Calgary Centre/Calgary-Centre"," 77","Calgary",1,13,12,29,87,2,144,416
48006,"Calgary Centre/Calgary-Centre"," 78","Calgary",3,49,13,17,109,0,191,459
48006,"Calgary Centre/Calgary-Centre"," 78-1","Calgary",0,15,7,12,114,0,148,466
48006,"Calgary Centre/Calgary-Centre"," 79","Calgary",1,56,20,31,128,0,236,582
48006,"Calgary Centre/Calgary-Centre"," 79-1","Calgary",1,7,6,5,31,0,50,122
48006,"Calgary Centre/Calgary-Centre"," 80","Calgary",3,61,21,24,117,2,228,520
48006,"Calgary Centre/Calgary-Centre"," 81","Calgary",0,24,4,6,59,1,94,211
48006,"Calgary Centre/Calgary-Centre"," 82","Calgary",1,27,18,17,58,0,121,390
48006,"Calgary Centre/Calgary-Centre"," 83","Calgary",Void/Supprimé,,,,,,,
48006,"Calgary Centre/Calgary-Centre"," 84","Calgary",1,24,17,24,65,0,131,331
48006,"Calgary Centre/Calgary-Centre"," 85","Calgary",0,26,16,17,56,0,115,442
48006,"Calgary Centre/Calgary-Centre"," 86","Calgary",2,23,15,13,41,1,95,306
48006,"Calgary Centre/Calgary-Centre"," 87","Calgary",2,34,23,18,57,2,136,390
48006,"Calgary Centre/Calgary-Centre"," 88","Calgary",Void/Supprimé,,,,,,,
48006,"Calgary Centre/Calgary-Centre"," 89","Calgary",3,28,12,10,45,1,99,397
48006,"Calgary Centre/Calgary-Centre"," 90","Calgary",12,45,8,10,122,4,201,617
48006,"Calgary Centre/Calgary-Centre"," 91","Calgary",0,28,16,13,52,2,111,362
48006,"Calgary Centre/Calgary-Centre"," 91-1","Calgary",Merged with No. 89/Fusionné avec le nº 89,,,,,,,363
48006,"Calgary Centre/Calgary-Centre"," 92","Calgary",1,23,19,12,78,7,140,432
48006,"Calgary Centre/Calgary-Centre"," 93","Calgary",10,54,38,42,95,3,242,348
48006,"Calgary Centre/Calgary-Centre"," 93-1","Calgary",Merged with No. 93/Fusionné avec le nº 93,,,,,,,353
48006,"Calgary Centre/Calgary-Centre"," 94","Calgary",9,42,26,11,95,1,184,441
48006,"Calgary Centre/Calgary-Centre"," 95","Calgary",1,64,24,60,109,2,260,794
48006,"Calgary Centre/Calgary-Centre"," 96","Calgary",1,61,30,65,90,2,249,510
48006,"Calgary Centre/Calgary-Centre"," 97","Calgary",2,45,21,59,123,0,250,459
48006,"Calgary Centre/Calgary-Centre"," 98","Calgary",5,46,28,41,81,1,202,420
48006,"Calgary Centre/Calgary-Centre"," 99","Calgary",0,12,14,9,21,0,56,180
48006,"Calgary Centre/Calgary-Centre"," 100","Calgary",0,34,10,28,90,0,162,386
48006,"Calgary Centre/Calgary-Centre"," 101","Calgary",1,35,13,28,77,2,156,345
48006,"Calgary Centre/Calgary-Centre"," 102","Calgary",1,39,17,20,89,1,167,373
48006,"Calgary Centre/Calgary-Centre"," 103","Calgary",2,30,16,28,25,1,102,310
48006,"Calgary Centre/Calgary-Centre"," 104A","Calgary",1,21,19,36,81,0,158,298
48006,"Calgary Centre/Calgary-Centre"," 104B","Mobile poll/Bureau itinérant",1,23,12,7,45,0,88,106
48006,"Calgary Centre/Calgary-Centre"," 105","Calgary",1,55,22,58,73,1,210,502
48006,"Calgary Centre/Calgary-Centre"," 106","Calgary",0,61,27,35,63,0,186,525
48006,"Calgary Centre/Calgary-Centre"," 107A","Calgary",1,24,10,20,40,0,95,325
48006,"Calgary Centre/Calgary-Centre"," 107B","Mobile poll/Bureau itinérant",Merged with No. 104B/Fusionné avec le nº 104B,,,,,,,58
48006,"Calgary Centre/Calgary-Centre"," 108","Calgary",1,40,25,30,81,0,177,430
48006,"Calgary Centre/Calgary-Centre"," 109","Calgary",1,36,14,33,43,0,127,359
48006,"Calgary Centre/Calgary-Centre"," 110","Calgary",0,49,22,37,64,0,172,348
48006,"Calgary Centre/Calgary-Centre"," 111","Calgary",1,41,19,41,74,1,177,440
48006,"Calgary Centre/Calgary-Centre"," 112","Calgary",1,37,17,31,45,0,131,338
48006,"Calgary Centre/Calgary-Centre"," 113","Calgary",0,35,16,28,53,1,133,387
48006,"Calgary Centre/Calgary-Centre"," 113-1","Calgary",0,42,24,28,80,1,175,485
48006,"Calgary Centre/Calgary-Centre"," 114","Calgary",Void/Supprimé,,,,,,,
48006,"Calgary Centre/Calgary-Centre"," 115","Calgary",2,30,14,19,38,4,107,316
48006,"Calgary Centre/Calgary-Centre"," 116","Calgary",3,49,21,45,83,2,203,530
48006,"Calgary Centre/Calgary-Centre"," 117","Calgary",3,46,14,22,71,2,158,396
48006,"Calgary Centre/Calgary-Centre"," 118","Calgary",2,27,11,17,79,0,136,422
48006,"Calgary Centre/Calgary-Centre"," 119","Calgary",1,17,8,44,50,0,120,308
48006,"Calgary Centre/Calgary-Centre"," 120","Calgary",1,25,16,25,70,0,137,313
48006,"Calgary Centre/Calgary-Centre"," 121","Calgary",1,35,25,36,52,0,149,419
48006,"Calgary Centre/Calgary-Centre"," 122","Calgary",0,55,23,51,58,0,187,503
48006,"Calgary Centre/Calgary-Centre"," 123A","Calgary",2,55,22,66,108,2,255,660
48006,"Calgary Centre/Calgary-Centre"," 123B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,12
48006,"Calgary Centre/Calgary-Centre"," 124","Calgary",0,24,11,25,21,0,81,205
48006,"Calgary Centre/Calgary-Centre"," 125","Calgary",1,32,9,19,122,1,184,359
48006,"Calgary Centre/Calgary-Centre"," 126","Calgary",0,44,9,52,51,0,156,372
48006,"Calgary Centre/Calgary-Centre"," 127","Calgary",1,46,32,55,86,3,223,543
48006,"Calgary Centre/Calgary-Centre"," 128","Calgary",Merged with No. 129/Fusionné avec le nº 129,,,,,,,335
48006,"Calgary Centre/Calgary-Centre"," 128-1","Calgary",2,33,4,2,83,0,124,336
48006,"Calgary Centre/Calgary-Centre"," 129","Calgary",2,81,19,69,167,2,340,377
48006,"Calgary Centre/Calgary-Centre"," 130","Calgary",0,30,12,26,89,0,157,407
48006,"Calgary Centre/Calgary-Centre"," 131","Calgary",2,35,6,16,153,0,212,434
48006,"Calgary Centre/Calgary-Centre"," 132","Calgary",2,11,4,22,94,1,134,232
48006,"Calgary Centre/Calgary-Centre"," 133","Calgary",1,36,2,24,98,2,163,239
48006,"Calgary Centre/Calgary-Centre"," 134","Calgary",1,48,4,30,183,0,266,413
48006,"Calgary Centre/Calgary-Centre"," 135","Calgary",0,42,2,31,174,0,249,399
48006,"Calgary Centre/Calgary-Centre"," 136","Calgary",1,64,28,37,101,0,231,565
48006,"Calgary Centre/Calgary-Centre"," 137","Calgary",1,46,15,40,85,1,188,447
48006,"Calgary Centre/Calgary-Centre"," 138","Calgary",Merged with No. 140/Fusionné avec le nº 140,,,,,,,405
48006,"Calgary Centre/Calgary-Centre"," 139","Calgary",1,21,27,44,72,1,166,415
48006,"Calgary Centre/Calgary-Centre"," 140","Calgary",5,69,48,118,166,2,408,412
48006,"Calgary Centre/Calgary-Centre"," 141","Calgary",1,38,22,79,81,1,222,397
48006,"Calgary Centre/Calgary-Centre"," 142","Calgary",0,15,17,31,44,0,107,355
48006,"Calgary Centre/Calgary-Centre"," 143","Calgary",2,30,17,32,49,1,131,313
48006,"Calgary Centre/Calgary-Centre"," 144","Calgary",0,12,13,23,34,0,82,220
48006,"Calgary Centre/Calgary-Centre"," 145","Calgary",0,22,16,34,59,0,131,360
48006,"Calgary Centre/Calgary-Centre"," 146","Calgary",1,31,4,23,46,1,106,256
48006,"Calgary Centre/Calgary-Centre"," 147","Calgary",2,36,36,45,64,0,183,435
48006,"Calgary Centre/Calgary-Centre"," 148","Calgary",2,62,13,37,192,0,306,557
48006,"Calgary Centre/Calgary-Centre"," 149","Calgary",Void/Supprimé,,,,,,,
48006,"Calgary Centre/Calgary-Centre"," 150","Calgary",1,59,12,60,63,1,196,407
48006,"Calgary Centre/Calgary-Centre"," 151","Calgary",0,25,21,34,45,0,125,337
48006,"Calgary Centre/Calgary-Centre"," 152","Calgary",1,48,39,40,78,0,206,483
48006,"Calgary Centre/Calgary-Centre"," 153","Calgary",1,16,13,15,43,0,88,320
48006,"Calgary Centre/Calgary-Centre"," 154","Calgary",6,35,36,62,91,0,230,470
48006,"Calgary Centre/Calgary-Centre"," 155","Calgary",1,32,22,36,65,1,157,392
48006,"Calgary Centre/Calgary-Centre"," 156","Calgary",3,27,23,28,56,0,137,351
48006,"Calgary Centre/Calgary-Centre"," 157","Calgary",2,22,18,52,69,0,163,469
48006,"Calgary Centre/Calgary-Centre"," 158","Calgary",1,49,22,51,118,0,241,530
48006,"Calgary Centre/Calgary-Centre"," 159","Calgary",0,41,6,28,152,1,228,385
48006,"Calgary Centre/Calgary-Centre"," 160","Calgary",2,38,2,32,148,0,222,366
48006,"Calgary Centre/Calgary-Centre"," 161","Calgary",3,22,3,14,127,2,171,251
48006,"Calgary Centre/Calgary-Centre"," 162","Calgary",Merged with No. 168/Fusionné avec le nº 168,,,,,,,0
48006,"Calgary Centre/Calgary-Centre"," 163","Calgary",1,29,23,38,129,3,223,490
48006,"Calgary Centre/Calgary-Centre"," 164","Calgary",2,23,22,39,154,1,241,405
48006,"Calgary Centre/Calgary-Centre"," 165","Calgary",2,11,12,23,129,0,177,350
48006,"Calgary Centre/Calgary-Centre"," 166","Calgary",3,30,27,50,183,0,293,429
48006,"Calgary Centre/Calgary-Centre"," 167","Calgary",2,25,21,37,141,1,227,370
48006,"Calgary Centre/Calgary-Centre"," 168","Calgary",2,31,25,35,107,0,200,408
48006,"Calgary Centre/Calgary-Centre"," 168-1","Calgary",0,26,15,8,55,1,105,360
48006,"Calgary Centre/Calgary-Centre"," 169","Calgary",3,24,12,46,133,0,218,377
48006,"Calgary Centre/Calgary-Centre"," 170","Calgary",2,28,22,18,148,1,219,373
48006,"Calgary Centre/Calgary-Centre"," 171","Calgary",3,24,21,33,149,1,231,381
48006,"Calgary Centre/Calgary-Centre"," 172","Calgary",2,39,32,51,268,3,395,697
48006,"Calgary Centre/Calgary-Centre"," 173A","Calgary",0,47,3,25,110,0,185,316
48006,"Calgary Centre/Calgary-Centre"," 173B","Mobile poll/Bureau itinérant",Merged with No. 506/Fusionné avec le nº 506,,,,,,,146
48006,"Calgary Centre/Calgary-Centre"," 173-1","Calgary",1,31,12,40,125,0,209,348
48006,"Calgary Centre/Calgary-Centre"," 174","Calgary",1,15,23,24,75,0,138,242
48006,"Calgary Centre/Calgary-Centre"," 175","Calgary",3,29,37,36,188,0,293,529
48006,"Calgary Centre/Calgary-Centre"," 176","Calgary",5,28,11,29,77,0,150,321
48006,"Calgary Centre/Calgary-Centre"," 176-1","Calgary",2,43,35,36,98,4,218,417
48006,"Calgary Centre/Calgary-Centre"," 177A","Calgary",0,14,9,9,86,0,118,137
48006,"Calgary Centre/Calgary-Centre"," 177B","Calgary",1,20,35,43,69,1,169,182
48006,"Calgary Centre/Calgary-Centre"," 177C","Calgary",1,20,32,17,78,0,148,163
48006,"Calgary Centre/Calgary-Centre"," 178","Calgary",Void/Supprimé,,,,,,,
48006,"Calgary Centre/Calgary-Centre"," 179","Calgary",3,32,7,38,89,0,169,258
48006,"Calgary Centre/Calgary-Centre"," 179-1","Calgary",2,50,10,52,106,0,220,377
48006,"Calgary Centre/Calgary-Centre"," 180","Calgary",1,14,6,19,35,0,75,212
48006,"Calgary Centre/Calgary-Centre"," 181","Calgary",6,53,33,61,269,0,422,876
48006,"Calgary Centre/Calgary-Centre"," 182","Calgary",3,63,27,57,96,0,246,552
48006,"Calgary Centre/Calgary-Centre"," 182-1","Calgary",1,15,11,23,52,0,102,195
48006,"Calgary Centre/Calgary-Centre"," 183","Calgary",0,39,13,22,142,0,216,354
48006,"Calgary Centre/Calgary-Centre"," 183-1","Calgary",1,44,6,25,131,0,207,337
48006,"Calgary Centre/Calgary-Centre"," 184","Calgary",1,38,29,66,92,0,226,494
48006,"Calgary Centre/Calgary-Centre"," 185","Calgary",2,60,25,60,228,1,376,401
48006,"Calgary Centre/Calgary-Centre"," 186","Calgary",1,24,20,40,88,0,173,390
48006,"Calgary Centre/Calgary-Centre"," 187","Calgary",2,23,5,25,57,0,112,213
48006,"Calgary Centre/Calgary-Centre"," 188","Calgary",2,25,25,26,102,0,180,323
48006,"Calgary Centre/Calgary-Centre"," 189","Calgary",0,60,25,56,236,0,377,403
48006,"Calgary Centre/Calgary-Centre"," 190","Calgary",Merged with No. 185/Fusionné avec le nº 185,,,,,,,325
48006,"Calgary Centre/Calgary-Centre"," 191","Calgary",0,34,4,35,162,1,236,356
48006,"Calgary Centre/Calgary-Centre"," 192","Calgary",0,31,5,18,163,1,218,349
48006,"Calgary Centre/Calgary-Centre"," 193","Calgary",2,38,4,27,208,2,281,456
48006,"Calgary Centre/Calgary-Centre"," 194","Calgary",0,40,7,26,165,1,239,402
48006,"Calgary Centre/Calgary-Centre"," 195","Calgary",3,38,10,29,143,0,223,337
48006,"Calgary Centre/Calgary-Centre"," 196","Calgary",3,37,9,37,87,1,174,306
48006,"Calgary Centre/Calgary-Centre"," 197","Calgary",4,27,12,37,91,0,171,309
48006,"Calgary Centre/Calgary-Centre"," 198","Calgary",2,23,8,35,130,0,198,355
48006,"Calgary Centre/Calgary-Centre"," 199","Calgary",2,43,12,28,125,0,210,353
48006,"Calgary Centre/Calgary-Centre"," 200","Calgary",3,30,30,29,99,0,191,344
48006,"Calgary Centre/Calgary-Centre"," 201","Calgary",1,23,18,34,119,3,198,391
48006,"Calgary Centre/Calgary-Centre"," 202","Calgary",Merged with No. 189/Fusionné avec le nº 189,,,,,,,300
48006,"Calgary Centre/Calgary-Centre"," 203","Calgary",2,26,7,35,130,0,200,326
48006,"Calgary Centre/Calgary-Centre"," 204","Calgary",0,47,3,31,187,0,268,432
48006,"Calgary Centre/Calgary-Centre"," 205","Calgary",1,61,3,37,145,0,247,428
48006,"Calgary Centre/Calgary-Centre"," 206","Calgary",0,28,15,31,79,0,153,399
48006,"Calgary Centre/Calgary-Centre"," 207","Calgary",2,52,5,42,187,2,290,434
48006,"Calgary Centre/Calgary-Centre"," 208","Calgary",1,19,7,13,53,0,93,349
48006,"Calgary Centre/Calgary-Centre"," 209","Calgary",1,21,7,27,66,1,123,288
48006,"Calgary Centre/Calgary-Centre"," 210","Calgary",3,34,15,22,143,0,217,333
48006,"Calgary Centre/Calgary-Centre"," 211","Calgary",0,34,3,17,222,0,276,456
48006,"Calgary Centre/Calgary-Centre"," 212","Calgary",2,33,18,24,106,0,183,425
48006,"Calgary Centre/Calgary-Centre"," 213A","Calgary",3,15,17,34,99,0,168,371
48006,"Calgary Centre/Calgary-Centre"," 213B","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,37
48006,"Calgary Centre/Calgary-Centre"," 214","Calgary",1,31,17,39,127,1,216,395
48006,"Calgary Centre/Calgary-Centre"," 215","Calgary",0,32,11,18,98,0,159,335
48006,"Calgary Centre/Calgary-Centre"," 216","Calgary",4,23,17,25,56,1,126,365
48006,"Calgary Centre/Calgary-Centre"," 217","Calgary",2,16,14,19,55,1,107,256
48006,"Calgary Centre/Calgary-Centre"," 218","Calgary",1,20,15,10,76,0,122,267
48006,"Calgary Centre/Calgary-Centre"," 219","Calgary",2,12,13,10,66,0,103,282
48006,"Calgary Centre/Calgary-Centre"," 220","Calgary",0,11,5,19,51,0,86,274
48006,"Calgary Centre/Calgary-Centre"," 221","Calgary",1,26,3,25,186,2,243,397
48006,"Calgary Centre/Calgary-Centre"," 222","Calgary",0,18,8,27,127,0,180,330
48006,"Calgary Centre/Calgary-Centre"," 400","Calgary",3,23,16,13,37,1,93,279
48006,"Calgary Centre/Calgary-Centre"," 401","Calgary",2,21,29,14,46,1,113,274
48006,"Calgary Centre/Calgary-Centre"," 500","Mobile poll/Bureau itinérant",3,24,10,5,94,4,140,178
48006,"Calgary Centre/Calgary-Centre"," 501","Mobile poll/Bureau itinérant",1,8,6,5,106,0,126,168
48006,"Calgary Centre/Calgary-Centre"," 502","Mobile poll/Bureau itinérant",5,25,7,10,137,0,184,245
48006,"Calgary Centre/Calgary-Centre"," 503","Mobile poll/Bureau itinérant",5,32,6,4,139,1,187,198
48006,"Calgary Centre/Calgary-Centre"," 504","Mobile poll/Bureau itinérant",4,24,6,6,53,3,96,160
48006,"Calgary Centre/Calgary-Centre"," 505","Mobile poll/Bureau itinérant",2,20,1,10,82,3,118,186
48006,"Calgary Centre/Calgary-Centre"," 506  ","Mobile poll/Bureau itinérant",3,27,9,9,127,4,179,79
48006,"Calgary Centre/Calgary-Centre"," 600","Calgary",3,37,31,26,152,1,250,
48006,"Calgary Centre/Calgary-Centre"," 601","Calgary",2,46,26,29,287,1,391,
48006,"Calgary Centre/Calgary-Centre"," 602","Calgary",3,55,38,55,228,1,380,
48006,"Calgary Centre/Calgary-Centre"," 603","Calgary",5,81,37,78,197,1,399,
48006,"Calgary Centre/Calgary-Centre"," 604","Calgary",3,86,28,43,299,0,459,
48006,"Calgary Centre/Calgary-Centre"," 605","Calgary",5,156,49,87,307,3,607,
48006,"Calgary Centre/Calgary-Centre"," 606","Calgary",1,115,45,73,323,1,558,
48006,"Calgary Centre/Calgary-Centre"," 607","Calgary",3,83,30,45,161,2,324,
48006,"Calgary Centre/Calgary-Centre"," 608","Calgary",2,49,36,45,217,1,350,
48006,"Calgary Centre/Calgary-Centre"," 609","Calgary",0,98,19,56,341,0,514,
48006,"Calgary Centre/Calgary-Centre"," 610","Calgary",5,50,17,31,214,2,319,
48006,"Calgary Centre/Calgary-Centre",,Group 1/Groupe 1,1,45,12,14,93,21,186,367
48006,"Calgary Centre/Calgary-Centre",,Group 2/Groupe 2,4,158,57,112,438,22,791,

