Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Lou Carcasole,Martha Hall Findlay,Jake Karns,Bernadette Michael,Bahman Roudgarnia,Susan Wallace,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35100,"Willowdale/Willowdale"," 91","North York",7,64,53,1,0,4,1,130,291
35100,"Willowdale/Willowdale"," 92","North York",13,61,42,0,6,12,0,134,378
35100,"Willowdale/Willowdale"," 93","North York",8,100,44,1,2,10,0,165,422
35100,"Willowdale/Willowdale"," 94","North York",11,61,26,1,8,15,0,122,355
35100,"Willowdale/Willowdale"," 95","North York",14,88,49,0,3,17,0,171,342
35100,"Willowdale/Willowdale"," 96","North York",19,103,55,0,1,18,1,197,493
35100,"Willowdale/Willowdale"," 97","North York",16,80,52,1,1,19,0,169,362
35100,"Willowdale/Willowdale"," 98","North York",10,109,102,0,5,11,0,237,567
35100,"Willowdale/Willowdale"," 99","North York",12,82,47,5,7,20,2,175,419
35100,"Willowdale/Willowdale"," 100","North York",21,110,53,2,2,34,1,223,402
35100,"Willowdale/Willowdale"," 101","North York",14,138,74,1,3,30,1,261,566
35100,"Willowdale/Willowdale"," 102","North York",14,119,89,1,5,18,2,248,550
35100,"Willowdale/Willowdale"," 103","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 104","North York",22,101,71,2,2,22,1,221,559
35100,"Willowdale/Willowdale"," 105","North York",22,99,57,1,4,15,0,198,409
35100,"Willowdale/Willowdale"," 106","North York",18,81,56,1,8,25,0,189,379
35100,"Willowdale/Willowdale"," 107","North York",11,56,34,0,2,10,0,113,250
35100,"Willowdale/Willowdale"," 108","North York",9,90,84,1,2,16,4,206,396
35100,"Willowdale/Willowdale"," 109","North York",21,75,84,0,2,24,1,207,382
35100,"Willowdale/Willowdale"," 110","North York",19,117,90,0,0,29,1,256,489
35100,"Willowdale/Willowdale"," 111","North York",10,48,19,0,0,9,1,87,218
35100,"Willowdale/Willowdale"," 112","North York",8,96,77,1,2,15,0,199,457
35100,"Willowdale/Willowdale"," 113","North York",9,29,35,0,2,7,0,82,208
35100,"Willowdale/Willowdale"," 114","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 115","North York",32,130,108,3,8,29,0,310,601
35100,"Willowdale/Willowdale"," 116","North York",22,127,90,0,3,41,0,283,592
35100,"Willowdale/Willowdale"," 117","North York",14,109,67,0,4,16,0,210,352
35100,"Willowdale/Willowdale"," 118","North York",27,117,70,0,3,19,0,236,428
35100,"Willowdale/Willowdale"," 119","North York",21,106,88,0,0,25,1,241,478
35100,"Willowdale/Willowdale"," 120","North York",19,125,49,0,4,13,1,211,390
35100,"Willowdale/Willowdale"," 121","North York",39,139,91,0,1,14,0,284,539
35100,"Willowdale/Willowdale"," 122","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 123","North York",27,130,83,0,2,12,2,256,427
35100,"Willowdale/Willowdale"," 124","North York",29,107,86,3,1,14,0,240,447
35100,"Willowdale/Willowdale"," 125","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 126","North York",7,78,44,6,1,12,3,151,283
35100,"Willowdale/Willowdale"," 127","North York",12,96,72,0,5,21,0,206,527
35100,"Willowdale/Willowdale"," 128","North York",7,84,79,2,4,7,0,183,413
35100,"Willowdale/Willowdale"," 129","North York",17,110,58,2,3,16,0,206,533
35100,"Willowdale/Willowdale"," 130","North York",24,103,40,0,2,29,0,198,517
35100,"Willowdale/Willowdale"," 131","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 132","North York",20,118,67,4,2,19,0,230,438
35100,"Willowdale/Willowdale"," 133","North York",19,66,81,1,0,33,0,200,554
35100,"Willowdale/Willowdale"," 134","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 135","North York",35,125,119,2,3,27,1,312,467
35100,"Willowdale/Willowdale"," 136","North York",25,116,82,0,2,14,5,244,452
35100,"Willowdale/Willowdale"," 137","North York",25,145,86,0,1,11,1,269,380
35100,"Willowdale/Willowdale"," 138","North York",29,100,95,3,2,19,0,248,430
35100,"Willowdale/Willowdale"," 139","North York",25,109,97,2,6,13,0,252,415
35100,"Willowdale/Willowdale"," 140","North York",18,103,77,2,4,24,1,229,397
35100,"Willowdale/Willowdale"," 141","North York",5,43,33,0,0,11,0,92,133
35100,"Willowdale/Willowdale"," 141-1","North York",Merged with No. 141/Fusionné avec le nº 141,,,,,,,,11
35100,"Willowdale/Willowdale"," 141-2","North York",Merged with No. 141/Fusionné avec le nº 141,,,,,,,,113
35100,"Willowdale/Willowdale"," 142","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 143","North York",15,67,49,0,2,22,0,155,380
35100,"Willowdale/Willowdale"," 144","North York",14,87,50,2,3,12,0,168,398
35100,"Willowdale/Willowdale"," 145","North York",10,94,58,1,2,31,0,196,527
35100,"Willowdale/Willowdale"," 146","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 147","North York",8,60,66,0,0,8,0,142,355
35100,"Willowdale/Willowdale"," 148","North York",12,133,88,0,2,22,0,257,555
35100,"Willowdale/Willowdale"," 149","North York",14,102,69,0,2,14,1,202,462
35100,"Willowdale/Willowdale"," 150","North York",15,127,82,0,3,20,2,249,600
35100,"Willowdale/Willowdale"," 151","North York",10,107,63,0,2,10,0,192,403
35100,"Willowdale/Willowdale"," 152","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 153","North York",24,80,65,1,2,34,1,207,452
35100,"Willowdale/Willowdale"," 154","North York",9,130,117,2,4,29,1,292,638
35100,"Willowdale/Willowdale"," 155","North York",12,99,59,0,5,20,0,195,517
35100,"Willowdale/Willowdale"," 156","North York",17,101,74,0,2,36,0,230,489
35100,"Willowdale/Willowdale"," 157","North York",16,110,67,1,1,23,0,218,447
35100,"Willowdale/Willowdale"," 158","North York",22,100,78,1,4,14,2,221,514
35100,"Willowdale/Willowdale"," 159A","North York",21,135,76,0,4,35,1,272,700
35100,"Willowdale/Willowdale"," 159B","North York",Merged with No. 475/Fusionné avec le nº 475,,,,,,,,128
35100,"Willowdale/Willowdale"," 160","North York",10,81,55,1,5,18,0,170,452
35100,"Willowdale/Willowdale"," 161","North York",7,89,82,1,0,13,0,192,373
35100,"Willowdale/Willowdale"," 162","North York",4,35,20,0,2,3,0,64,170
35100,"Willowdale/Willowdale"," 163","North York",16,92,72,3,6,35,0,224,518
35100,"Willowdale/Willowdale"," 164","North York",7,52,36,0,1,8,0,104,268
35100,"Willowdale/Willowdale"," 165","North York",6,112,76,0,2,8,0,204,454
35100,"Willowdale/Willowdale"," 166","North York",9,69,31,0,2,9,2,122,336
35100,"Willowdale/Willowdale"," 400","North York",14,122,67,5,1,10,2,221,388
35100,"Willowdale/Willowdale"," 401","North York",7,101,89,0,5,13,2,217,355
35100,"Willowdale/Willowdale"," 402","North York",9,57,65,1,4,15,0,151,256
35100,"Willowdale/Willowdale"," 403","North York",7,101,72,0,3,16,0,199,359
35100,"Willowdale/Willowdale"," 404","North York",3,78,115,1,7,6,1,211,300
35100,"Willowdale/Willowdale"," 405","North York",1,67,109,1,2,2,0,182,277
35100,"Willowdale/Willowdale"," 406","North York",7,140,81,1,1,19,0,249,440
35100,"Willowdale/Willowdale"," 407","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 408","North York",0,22,9,2,1,7,1,42,135
35100,"Willowdale/Willowdale"," 409","North York",7,70,38,1,4,42,5,167,384
35100,"Willowdale/Willowdale"," 410","North York",12,50,53,0,13,11,2,141,247
35100,"Willowdale/Willowdale"," 411","North York",2,30,18,2,0,7,0,59,223
35100,"Willowdale/Willowdale"," 412","North York",12,133,52,0,5,26,0,228,506
35100,"Willowdale/Willowdale"," 413","North York",11,69,42,1,4,27,3,157,353
35100,"Willowdale/Willowdale"," 414","North York",18,109,48,4,4,31,0,214,455
35100,"Willowdale/Willowdale"," 415","North York",21,110,58,0,10,29,1,229,557
35100,"Willowdale/Willowdale"," 416","North York",7,31,20,1,0,7,1,67,199
35100,"Willowdale/Willowdale"," 417","North York",12,65,33,2,0,25,0,137,319
35100,"Willowdale/Willowdale"," 418","North York",9,53,25,0,2,14,2,105,263
35100,"Willowdale/Willowdale"," 419","North York",10,84,48,2,7,21,2,174,509
35100,"Willowdale/Willowdale"," 420","North York",9,75,39,1,4,23,1,152,442
35100,"Willowdale/Willowdale"," 421","North York",10,98,55,2,1,13,1,180,409
35100,"Willowdale/Willowdale"," 422","North York",3,34,33,0,0,5,0,75,181
35100,"Willowdale/Willowdale"," 423","North York",8,47,40,0,3,17,0,115,338
35100,"Willowdale/Willowdale"," 424","North York",8,61,55,1,6,17,0,148,335
35100,"Willowdale/Willowdale"," 425","North York",20,83,59,1,3,24,0,190,444
35100,"Willowdale/Willowdale"," 426","North York",11,92,69,1,3,27,0,203,423
35100,"Willowdale/Willowdale"," 427","North York",24,115,77,1,5,27,0,249,449
35100,"Willowdale/Willowdale"," 428","North York",7,80,44,1,1,8,0,141,283
35100,"Willowdale/Willowdale"," 429","North York",10,69,50,1,3,14,0,147,438
35100,"Willowdale/Willowdale"," 430","North York",13,110,66,1,3,22,2,217,477
35100,"Willowdale/Willowdale"," 431","North York",9,95,55,0,2,36,1,198,461
35100,"Willowdale/Willowdale"," 432","North York",11,118,87,0,4,14,1,235,359
35100,"Willowdale/Willowdale"," 433","North York",13,67,37,0,1,21,0,139,342
35100,"Willowdale/Willowdale"," 434","North York",11,68,39,0,0,21,0,139,421
35100,"Willowdale/Willowdale"," 435","North York",11,91,47,2,2,22,1,176,301
35100,"Willowdale/Willowdale"," 436","North York",9,63,42,1,5,16,0,136,212
35100,"Willowdale/Willowdale"," 437","North York",3,60,22,0,3,8,1,97,312
35100,"Willowdale/Willowdale"," 438","North York",11,69,42,18,0,17,3,160,290
35100,"Willowdale/Willowdale"," 439","North York",1,75,91,0,7,11,0,185,385
35100,"Willowdale/Willowdale"," 440","North York",9,73,55,2,3,24,0,166,361
35100,"Willowdale/Willowdale"," 441","North York",5,66,70,2,6,24,0,173,289
35100,"Willowdale/Willowdale"," 442","North York",9,75,68,0,6,18,0,176,422
35100,"Willowdale/Willowdale"," 443","North York",13,92,57,1,5,25,1,194,444
35100,"Willowdale/Willowdale"," 444","North York",8,88,29,2,2,24,1,154,326
35100,"Willowdale/Willowdale"," 445","North York",3,37,13,1,0,23,0,77,198
35100,"Willowdale/Willowdale"," 446","North York",4,22,28,0,0,19,0,73,211
35100,"Willowdale/Willowdale"," 447","North York",4,43,31,0,4,15,0,97,232
35100,"Willowdale/Willowdale"," 448","North York",2,33,7,1,0,6,0,49,174
35100,"Willowdale/Willowdale"," 449","North York",5,76,32,1,2,15,0,131,301
35100,"Willowdale/Willowdale"," 450","North York",3,42,27,2,3,14,0,91,222
35100,"Willowdale/Willowdale"," 451","North York",9,55,40,0,2,14,0,120,267
35100,"Willowdale/Willowdale"," 452","North York",1,33,28,0,3,14,0,79,203
35100,"Willowdale/Willowdale"," 453","North York",10,38,27,1,1,21,0,98,196
35100,"Willowdale/Willowdale"," 454","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 455","North York",6,86,44,5,4,30,0,175,457
35100,"Willowdale/Willowdale"," 456","North York",7,50,34,1,0,23,1,116,308
35100,"Willowdale/Willowdale"," 457","North York",7,70,32,0,2,10,0,121,300
35100,"Willowdale/Willowdale"," 458","North York",5,53,34,1,4,15,0,112,249
35100,"Willowdale/Willowdale"," 459","North York",8,87,37,1,5,28,1,167,442
35100,"Willowdale/Willowdale"," 460","North York",10,79,71,2,2,27,1,192,447
35100,"Willowdale/Willowdale"," 461","North York",6,114,96,0,8,11,2,237,381
35100,"Willowdale/Willowdale"," 462","North York",12,60,44,0,1,30,3,150,291
35100,"Willowdale/Willowdale"," 463","North York",10,88,50,0,7,23,0,178,338
35100,"Willowdale/Willowdale"," 464","North York",18,82,51,1,6,26,0,184,362
35100,"Willowdale/Willowdale"," 465","North York",19,74,45,0,9,16,2,165,389
35100,"Willowdale/Willowdale"," 466","North York",11,63,42,0,2,24,0,142,392
35100,"Willowdale/Willowdale"," 467","North York",20,70,31,0,2,16,0,139,382
35100,"Willowdale/Willowdale"," 468","North York",15,80,40,0,4,20,0,159,275
35100,"Willowdale/Willowdale"," 469","North York",16,82,30,1,3,21,1,154,283
35100,"Willowdale/Willowdale"," 470","North York",3,39,15,0,1,0,0,58,151
35100,"Willowdale/Willowdale"," 471","North York",8,59,21,0,5,9,0,102,199
35100,"Willowdale/Willowdale"," 472","North York",12,65,44,1,3,12,1,138,347
35100,"Willowdale/Willowdale"," 473","North York",14,64,47,1,0,25,2,153,365
35100,"Willowdale/Willowdale"," 474","North York",12,55,32,0,3,13,0,115,255
35100,"Willowdale/Willowdale"," 475","North York",6,101,81,2,6,3,1,200,142
35100,"Willowdale/Willowdale"," 476","North York",15,67,47,3,12,30,3,177,399
35100,"Willowdale/Willowdale"," 477","North York",11,39,51,0,4,25,0,130,262
35100,"Willowdale/Willowdale"," 478","North York",16,69,38,1,11,25,0,160,329
35100,"Willowdale/Willowdale"," 479","North York",10,60,29,0,3,20,0,122,283
35100,"Willowdale/Willowdale"," 480","North York",17,56,33,1,2,23,0,132,272
35100,"Willowdale/Willowdale"," 481","North York",3,47,25,0,2,6,0,83,224
35100,"Willowdale/Willowdale"," 482","North York",9,91,59,3,8,36,0,206,381
35100,"Willowdale/Willowdale"," 483","North York",14,74,42,0,10,26,1,167,386
35100,"Willowdale/Willowdale"," 484","North York",Void/Supprimé,,,,,,,,
35100,"Willowdale/Willowdale"," 485","North York",6,40,15,0,2,11,0,74,282
35100,"Willowdale/Willowdale"," 486","North York",9,84,41,1,2,9,0,146,228
35100,"Willowdale/Willowdale"," 487","North York",8,88,76,1,3,16,0,192,332
35100,"Willowdale/Willowdale"," 500","Mobile poll/Bureau itinérant",1,53,16,2,0,13,0,85,188
35100,"Willowdale/Willowdale"," 501","Mobile poll/Bureau itinérant",4,35,20,2,1,12,1,75,150
35100,"Willowdale/Willowdale"," 600","North York",18,218,178,2,6,38,2,462,
35100,"Willowdale/Willowdale"," 601","North York",11,169,202,1,5,14,6,408,
35100,"Willowdale/Willowdale"," 602","North York",25,267,207,1,4,48,1,553,
35100,"Willowdale/Willowdale"," 603","North York",12,209,209,4,5,39,2,480,
35100,"Willowdale/Willowdale"," 604","North York",20,278,141,3,10,29,1,482,
35100,"Willowdale/Willowdale"," 605","North York",53,391,305,2,11,55,7,824,
35100,"Willowdale/Willowdale"," 606","North York",33,166,157,0,3,21,1,381,
35100,"Willowdale/Willowdale"," 607","North York",24,157,126,3,2,22,1,335,
35100,"Willowdale/Willowdale"," 608","North York",6,103,46,0,2,17,0,174,
35100,"Willowdale/Willowdale"," 609","North York",29,198,197,1,12,27,0,464,
35100,"Willowdale/Willowdale"," 610","North York",17,65,45,0,2,16,3,148,
35100,"Willowdale/Willowdale",,Group 1/Groupe 1,9,56,36,0,1,12,3,117,174
35100,"Willowdale/Willowdale",,Group 2/Groupe 2,28,286,192,0,10,31,5,552,

