Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Emily Berrigan,Elaine Couto,Dean Del Mastro,Betsy McGregor,Steve Sharpe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35071,"Peterborough/Peterborough"," 61","Peterborough",27,0,217,193,31,2,470,748
35071,"Peterborough/Peterborough"," 62","Peterborough",19,0,133,72,28,2,254,432
35071,"Peterborough/Peterborough"," 63","Peterborough",12,0,124,87,16,0,239,411
35071,"Peterborough/Peterborough"," 64","Peterborough",10,0,95,33,29,0,167,349
35071,"Peterborough/Peterborough"," 65","Peterborough",15,0,98,81,25,0,219,349
35071,"Peterborough/Peterborough"," 66","Peterborough",8,1,95,89,30,1,224,305
35071,"Peterborough/Peterborough"," 67","Peterborough",11,2,73,61,16,1,164,261
35071,"Peterborough/Peterborough"," 68","Peterborough",15,2,113,68,37,3,238,457
35071,"Peterborough/Peterborough"," 69","Peterborough",30,1,261,141,75,1,509,899
35071,"Peterborough/Peterborough"," 70","Peterborough",12,0,130,127,46,0,315,473
35071,"Peterborough/Peterborough"," 71","Peterborough",19,0,92,74,38,1,224,371
35071,"Peterborough/Peterborough"," 72","Peterborough",12,0,47,54,44,0,157,300
35071,"Peterborough/Peterborough"," 73","Peterborough",13,0,107,42,20,0,182,260
35071,"Peterborough/Peterborough"," 74","Peterborough",6,0,67,55,30,1,159,331
35071,"Peterborough/Peterborough"," 75","Peterborough",24,0,70,52,47,0,193,447
35071,"Peterborough/Peterborough"," 76","Peterborough",20,1,27,56,15,1,120,247
35071,"Peterborough/Peterborough"," 77","Peterborough",11,0,62,62,21,0,156,275
35071,"Peterborough/Peterborough"," 78","Peterborough",16,0,106,95,42,1,260,463
35071,"Peterborough/Peterborough"," 79","Peterborough",19,1,81,73,24,0,198,327
35071,"Peterborough/Peterborough"," 80","Peterborough",30,0,67,122,36,1,256,446
35071,"Peterborough/Peterborough"," 81","Peterborough",35,3,35,73,45,0,191,402
35071,"Peterborough/Peterborough"," 82","Peterborough",5,0,70,50,24,1,150,237
35071,"Peterborough/Peterborough"," 83","Peterborough",11,0,67,47,28,0,153,313
35071,"Peterborough/Peterborough"," 84","Peterborough",12,2,84,59,27,3,187,343
35071,"Peterborough/Peterborough"," 85","Peterborough",25,1,120,78,52,0,276,493
35071,"Peterborough/Peterborough"," 86","Peterborough",14,0,88,78,51,0,231,442
35071,"Peterborough/Peterborough"," 87","Peterborough",20,0,108,66,45,0,239,503
35071,"Peterborough/Peterborough"," 88","Peterborough",12,0,155,135,16,1,319,553
35071,"Peterborough/Peterborough"," 89","Peterborough",11,1,64,71,39,1,187,388
35071,"Peterborough/Peterborough"," 90","Peterborough",27,2,86,106,42,0,263,521
35071,"Peterborough/Peterborough"," 91","Peterborough",9,0,70,49,19,0,147,326
35071,"Peterborough/Peterborough"," 92","Peterborough",13,0,64,85,35,0,197,336
35071,"Peterborough/Peterborough"," 93","Peterborough",12,0,87,110,33,1,243,426
35071,"Peterborough/Peterborough"," 94","Peterborough",16,1,82,118,22,0,239,409
35071,"Peterborough/Peterborough"," 95","Peterborough",17,0,134,128,8,0,287,490
35071,"Peterborough/Peterborough"," 96","Peterborough",17,0,213,116,35,0,381,705
35071,"Peterborough/Peterborough"," 96-1","Peterborough",25,1,123,96,22,1,268,480
35071,"Peterborough/Peterborough"," 96-2","Peterborough",23,0,153,135,16,1,328,584
35071,"Peterborough/Peterborough"," 97","Peterborough",13,0,146,77,25,1,262,486
35071,"Peterborough/Peterborough"," 97-1","Peterborough",10,0,132,68,25,1,236,443
35071,"Peterborough/Peterborough"," 98","Peterborough",5,0,104,78,8,0,195,338
35071,"Peterborough/Peterborough"," 99","Peterborough",11,0,96,87,17,1,212,362
35071,"Peterborough/Peterborough"," 100","Peterborough",7,0,88,83,17,0,195,348
35071,"Peterborough/Peterborough"," 101A","Peterborough",5,0,43,50,10,0,108,200
35071,"Peterborough/Peterborough"," 101B","Mobile poll/Bureau itinérant",Merged with No. 504/Fusionné avec le nº 504,,,,,,,33
35071,"Peterborough/Peterborough"," 102","Peterborough",4,0,27,26,12,1,70,222
35071,"Peterborough/Peterborough"," 103","Peterborough",24,1,70,91,43,0,229,407
35071,"Peterborough/Peterborough"," 104","Peterborough",15,0,73,135,25,0,248,428
35071,"Peterborough/Peterborough"," 105","Peterborough",16,3,68,136,16,0,239,386
35071,"Peterborough/Peterborough"," 106","Peterborough",26,0,66,190,31,0,313,496
35071,"Peterborough/Peterborough"," 107","Peterborough",14,0,49,124,38,1,226,408
35071,"Peterborough/Peterborough"," 108","Peterborough",32,0,36,104,34,0,206,425
35071,"Peterborough/Peterborough"," 109","Peterborough",13,0,26,32,23,0,94,280
35071,"Peterborough/Peterborough"," 110","Peterborough",40,2,35,82,65,0,224,401
35071,"Peterborough/Peterborough"," 111","Peterborough",33,2,43,77,48,2,205,392
35071,"Peterborough/Peterborough"," 112","Peterborough",32,2,45,89,71,1,240,423
35071,"Peterborough/Peterborough"," 113","Peterborough",20,0,49,141,80,1,291,496
35071,"Peterborough/Peterborough"," 114","Peterborough",21,1,32,74,30,0,158,278
35071,"Peterborough/Peterborough"," 115","Peterborough",32,2,25,73,55,1,188,414
35071,"Peterborough/Peterborough"," 116","Peterborough",26,3,24,70,29,1,153,352
35071,"Peterborough/Peterborough"," 117","Peterborough",25,0,63,83,38,1,210,424
35071,"Peterborough/Peterborough"," 118","Peterborough",25,1,32,60,59,1,178,490
35071,"Peterborough/Peterborough"," 119","Peterborough",30,0,44,79,60,0,213,427
35071,"Peterborough/Peterborough"," 120","Peterborough",23,0,28,49,32,1,133,353
35071,"Peterborough/Peterborough"," 121","Peterborough",17,0,70,92,31,0,210,338
35071,"Peterborough/Peterborough"," 122","Peterborough",18,0,85,49,32,1,185,369
35071,"Peterborough/Peterborough"," 123","Peterborough",20,0,106,79,25,0,230,454
35071,"Peterborough/Peterborough"," 124","Peterborough",20,1,76,82,29,0,208,380
35071,"Peterborough/Peterborough"," 125","Peterborough",17,1,40,85,26,2,171,306
35071,"Peterborough/Peterborough"," 126","Peterborough",16,1,71,90,38,0,216,344
35071,"Peterborough/Peterborough"," 127","Peterborough",16,0,78,78,24,0,196,300
35071,"Peterborough/Peterborough"," 128","Peterborough",15,0,83,121,31,0,250,404
35071,"Peterborough/Peterborough"," 129","Peterborough",16,0,67,56,15,1,155,266
35071,"Peterborough/Peterborough"," 130","Peterborough",20,1,51,50,32,0,154,312
35071,"Peterborough/Peterborough"," 131","Peterborough",18,0,146,59,18,0,241,393
35071,"Peterborough/Peterborough"," 132","Peterborough",7,0,85,69,12,0,173,285
35071,"Peterborough/Peterborough"," 133","Peterborough",17,0,116,103,35,0,271,454
35071,"Peterborough/Peterborough"," 134","Peterborough",16,1,116,65,30,0,228,420
35071,"Peterborough/Peterborough"," 135","Peterborough",13,0,164,86,45,0,308,565
35071,"Peterborough/Peterborough"," 136","Peterborough",16,0,111,95,12,0,234,413
35071,"Peterborough/Peterborough"," 137","Peterborough",15,1,113,62,31,1,223,484
35071,"Peterborough/Peterborough"," 138","Peterborough",9,0,95,50,32,0,186,390
35071,"Peterborough/Peterborough"," 139","Peterborough",6,0,98,62,23,0,189,310
35071,"Peterborough/Peterborough"," 140","Peterborough",10,0,108,52,32,1,203,379
35071,"Peterborough/Peterborough"," 141","Peterborough",13,0,125,79,20,0,237,385
35071,"Peterborough/Peterborough"," 142","Peterborough",27,0,113,94,32,1,267,418
35071,"Peterborough/Peterborough"," 143","Peterborough",13,0,53,31,22,1,120,296
35071,"Peterborough/Peterborough"," 143-1","Peterborough",7,0,49,55,49,2,162,236
35071,"Peterborough/Peterborough"," 144","Peterborough",13,2,65,38,34,1,153,299
35071,"Peterborough/Peterborough"," 145","Peterborough",11,0,42,13,30,0,96,252
35071,"Peterborough/Peterborough"," 146","Peterborough",12,2,92,55,37,0,198,405
35071,"Peterborough/Peterborough"," 147","Peterborough",9,0,93,51,43,0,196,431
35071,"Peterborough/Peterborough"," 148","Peterborough",13,1,83,32,36,3,168,343
35071,"Peterborough/Peterborough"," 149","Peterborough",16,0,84,38,33,0,171,361
35071,"Peterborough/Peterborough"," 150","Peterborough",6,1,83,33,22,0,145,341
35071,"Peterborough/Peterborough"," 151","Peterborough",7,1,73,27,31,0,139,345
35071,"Peterborough/Peterborough"," 152","Peterborough",7,0,117,37,21,1,183,370
35071,"Peterborough/Peterborough"," 153","Peterborough",20,0,90,58,46,0,214,429
35071,"Peterborough/Peterborough"," 154","Peterborough",16,1,115,86,22,1,241,428
35071,"Peterborough/Peterborough"," 154-1","Peterborough",19,0,161,109,37,1,327,509
35071,"Peterborough/Peterborough"," 155","Peterborough",12,0,131,83,23,0,249,435
35071,"Peterborough/Peterborough"," 155-1","Peterborough",24,3,128,65,36,1,257,559
35071,"Peterborough/Peterborough"," 156","Peterborough",4,1,80,30,15,0,130,271
35071,"Peterborough/Peterborough"," 157","Peterborough",17,0,124,67,32,0,240,461
35071,"Peterborough/Peterborough"," 158","Peterborough",8,1,64,27,33,0,133,414
35071,"Peterborough/Peterborough"," 159","Peterborough",1,0,94,44,29,2,170,327
35071,"Peterborough/Peterborough"," 160","Peterborough",12,0,92,37,38,1,180,357
35071,"Peterborough/Peterborough"," 161","Peterborough",4,0,83,59,26,1,173,304
35071,"Peterborough/Peterborough"," 162","Peterborough",10,1,69,59,71,0,210,444
35071,"Peterborough/Peterborough"," 163","Peterborough",20,0,35,29,36,1,121,377
35071,"Peterborough/Peterborough"," 164","Peterborough",12,0,61,52,23,1,149,441
35071,"Peterborough/Peterborough"," 165","Peterborough",22,1,37,44,35,1,140,348
35071,"Peterborough/Peterborough"," 166","Peterborough",20,0,72,45,42,1,180,402
35071,"Peterborough/Peterborough"," 167","Peterborough",16,0,77,58,48,0,199,408
35071,"Peterborough/Peterborough"," 168","Peterborough",15,0,37,37,45,0,134,252
35071,"Peterborough/Peterborough"," 169","Peterborough",13,0,64,58,29,0,164,370
35071,"Peterborough/Peterborough"," 170","Peterborough",16,0,69,64,31,0,180,369
35071,"Peterborough/Peterborough"," 171","Peterborough",10,0,81,44,29,0,164,412
35071,"Peterborough/Peterborough"," 172","Peterborough",13,0,76,47,21,0,157,397
35071,"Peterborough/Peterborough"," 173","Peterborough",14,0,93,72,42,0,221,410
35071,"Peterborough/Peterborough"," 174","Peterborough",27,0,127,95,42,1,292,497
35071,"Peterborough/Peterborough"," 175","Peterborough",12,0,103,75,17,1,208,369
35071,"Peterborough/Peterborough"," 176","Peterborough",6,0,100,44,12,1,163,299
35071,"Peterborough/Peterborough"," 177","Peterborough",6,0,49,21,10,0,86,176
35071,"Peterborough/Peterborough"," 178","Peterborough",22,0,140,62,31,0,255,480
35071,"Peterborough/Peterborough"," 178-1","Peterborough",9,0,78,51,45,0,183,408
35071,"Peterborough/Peterborough"," 179","Peterborough",12,2,107,39,23,0,183,366
35071,"Peterborough/Peterborough"," 180","Peterborough",16,1,121,61,25,1,225,388
35071,"Peterborough/Peterborough"," 181","Peterborough",17,0,138,63,30,0,248,410
35071,"Peterborough/Peterborough"," 182","Peterborough",9,0,93,67,41,0,210,372
35071,"Peterborough/Peterborough"," 183","Peterborough",25,1,68,87,38,1,220,477
35071,"Peterborough/Peterborough"," 184","Peterborough",11,1,133,69,29,2,245,429
35071,"Peterborough/Peterborough"," 185","Peterborough",9,0,88,48,38,0,183,408
35071,"Peterborough/Peterborough"," 186","Peterborough",20,0,112,58,41,0,231,454
35071,"Peterborough/Peterborough"," 187","Peterborough",17,0,89,53,40,0,199,392
35071,"Peterborough/Peterborough"," 188","Peterborough",22,0,107,32,42,2,205,393
35071,"Peterborough/Peterborough"," 189","Peterborough",13,1,156,76,25,0,271,460
35071,"Peterborough/Peterborough"," 190","Peterborough",14,0,104,63,44,2,227,460
35071,"Peterborough/Peterborough"," 191","Peterborough",6,0,70,34,19,0,129,386
35071,"Peterborough/Peterborough"," 192","Cottesloe",7,1,73,31,14,0,126,227
35071,"Peterborough/Peterborough"," 193","Centre Dummer",11,0,104,44,29,2,190,402
35071,"Peterborough/Peterborough"," 194","Asphodel-Norwood",18,0,124,50,44,3,239,468
35071,"Peterborough/Peterborough"," 195","Norwood",15,1,89,42,43,0,190,371
35071,"Peterborough/Peterborough"," 196","Norwood",8,0,67,43,9,0,127,283
35071,"Peterborough/Peterborough"," 197","Norwood",6,0,68,29,14,1,118,284
35071,"Peterborough/Peterborough"," 198","Norwood",8,0,71,33,21,0,133,245
35071,"Peterborough/Peterborough"," 199","Norwood",8,0,65,30,9,0,112,195
35071,"Peterborough/Peterborough"," 200","Asphodel-Norwood",14,0,90,76,28,0,208,349
35071,"Peterborough/Peterborough"," 201","Asphodel-Norwood",14,0,104,48,23,1,190,359
35071,"Peterborough/Peterborough"," 202","Asphodel-Norwood",15,0,102,51,15,0,183,326
35071,"Peterborough/Peterborough"," 203","Otonabee-South Monaghan",9,0,125,78,30,0,242,504
35071,"Peterborough/Peterborough"," 204","Otonabee-South Monaghan",22,0,114,74,39,0,249,536
35071,"Peterborough/Peterborough"," 205","Otonabee-South Monaghan",18,1,114,70,21,1,225,337
35071,"Peterborough/Peterborough"," 206","Otonabee-South Monaghan",6,1,105,42,32,0,186,281
35071,"Peterborough/Peterborough"," 207","Keene",28,0,191,75,33,1,328,547
35071,"Peterborough/Peterborough"," 208","Otonabee-South Monaghan",14,0,114,34,28,1,191,375
35071,"Peterborough/Peterborough"," 209","Otonabee-South Monaghan",17,0,116,43,11,0,187,287
35071,"Peterborough/Peterborough"," 210","Otonabee-South Monaghan",10,1,154,50,13,0,228,426
35071,"Peterborough/Peterborough"," 211","Hiawatha First Nation",9,0,99,79,25,0,212,333
35071,"Peterborough/Peterborough"," 212","Otonabee-South Monaghan",7,0,128,48,32,0,215,406
35071,"Peterborough/Peterborough"," 212-1","Otonabee-South Monaghan",7,0,63,36,17,0,123,212
35071,"Peterborough/Peterborough"," 213","Otonabee-South Monaghan",17,1,194,75,53,1,341,537
35071,"Peterborough/Peterborough"," 214","Otonabee-South Monaghan",19,0,161,36,38,0,254,393
35071,"Peterborough/Peterborough"," 215","Otonabee-South Monaghan",21,0,170,58,55,1,305,519
35071,"Peterborough/Peterborough"," 400","Peterborough",5,0,81,39,23,1,149,191
35071,"Peterborough/Peterborough"," 401","Peterborough",13,0,47,35,30,0,125,195
35071,"Peterborough/Peterborough"," 402","Peterborough",3,0,56,36,10,2,107,271
35071,"Peterborough/Peterborough"," 403","Peterborough",1,1,30,16,10,0,58,177
35071,"Peterborough/Peterborough"," 404","Peterborough",5,0,55,44,9,0,113,119
35071,"Peterborough/Peterborough"," 405","Peterborough",1,0,39,21,5,1,67,217
35071,"Peterborough/Peterborough"," 500","Mobile poll/Bureau itinérant",3,0,63,32,9,2,109,194
35071,"Peterborough/Peterborough"," 501","Mobile poll/Bureau itinérant",3,1,45,35,14,2,100,258
35071,"Peterborough/Peterborough"," 502","Mobile poll/Bureau itinérant",3,0,47,51,13,1,115,208
35071,"Peterborough/Peterborough"," 503","Mobile poll/Bureau itinérant",10,0,62,33,24,1,130,208
35071,"Peterborough/Peterborough"," 504","Mobile poll/Bureau itinérant",6,0,76,56,15,2,155,231
35071,"Peterborough/Peterborough"," 505","Mobile poll/Bureau itinérant",4,3,64,47,14,1,133,203
35071,"Peterborough/Peterborough"," 506","Mobile poll/Bureau itinérant",7,1,75,54,10,0,147,219
35071,"Peterborough/Peterborough"," 507","Mobile poll/Bureau itinérant",6,2,71,48,32,4,163,246
35071,"Peterborough/Peterborough"," 600","Havelock-Belmont-Methuen",18,0,358,66,51,1,494,
35071,"Peterborough/Peterborough"," 601","Youngs Point",16,0,210,89,32,0,347,
35071,"Peterborough/Peterborough"," 602","Lakefield",13,0,239,128,43,0,423,
35071,"Peterborough/Peterborough"," 603","Donwood",19,0,95,52,19,1,186,
35071,"Peterborough/Peterborough"," 604","Bridgenorth--Ennismore",38,0,356,147,58,0,599,
35071,"Peterborough/Peterborough"," 605","Peterborough",33,0,293,235,57,2,620,
35071,"Peterborough/Peterborough"," 606","Peterborough",32,2,358,311,58,1,762,
35071,"Peterborough/Peterborough"," 607","Peterborough",25,1,78,66,35,0,205,
35071,"Peterborough/Peterborough"," 608","Peterborough",49,1,257,179,48,2,536,
35071,"Peterborough/Peterborough"," 609","Peterborough",15,0,161,91,34,0,301,
35071,"Peterborough/Peterborough"," 610","Peterborough",25,0,255,153,56,2,491,
35071,"Peterborough/Peterborough"," 611","Peterborough",23,0,226,147,35,0,431,
35071,"Peterborough/Peterborough"," 612","Peterborough",29,0,272,158,57,0,516,
35071,"Peterborough/Peterborough"," 613","Peterborough",27,0,339,151,43,0,560,
35071,"Peterborough/Peterborough"," 614","Peterborough",24,0,228,140,44,2,438,
35071,"Peterborough/Peterborough"," 615","Asphodel-Norwood",14,0,170,123,35,0,342,
35071,"Peterborough/Peterborough"," 616","Otonabee-South Monaghan",9,1,134,58,7,2,211,
35071,"Peterborough/Peterborough",,Group 1/Groupe 1,13,1,71,62,16,3,166,307
35071,"Peterborough/Peterborough",,Group 2/Groupe 2,41,0,496,429,100,9,1075,

