Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Scott Cosman,Gary Goodyear,Max Lombardi,Gord Zeilstra,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35011,"Cambridge/Cambridge"," 56","Cambridge",19,84,53,56,1,213,431
35011,"Cambridge/Cambridge"," 57","Cambridge",22,87,40,55,2,206,418
35011,"Cambridge/Cambridge"," 58","Cambridge",17,108,54,48,1,228,492
35011,"Cambridge/Cambridge"," 59","Cambridge",14,34,23,10,1,82,239
35011,"Cambridge/Cambridge"," 60","Cambridge",17,36,60,29,0,142,417
35011,"Cambridge/Cambridge"," 61","Cambridge",12,53,41,17,0,123,333
35011,"Cambridge/Cambridge"," 62","Cambridge",11,74,34,27,2,148,314
35011,"Cambridge/Cambridge"," 63","Cambridge",15,84,46,22,2,169,378
35011,"Cambridge/Cambridge"," 64","Cambridge",16,108,48,49,0,221,391
35011,"Cambridge/Cambridge"," 65","Cambridge",23,117,44,53,1,238,391
35011,"Cambridge/Cambridge"," 66A","Cambridge",8,80,34,41,1,164,320
35011,"Cambridge/Cambridge"," 66B","Cambridge",9,69,16,29,3,126,263
35011,"Cambridge/Cambridge"," 67","Cambridge",11,84,60,37,0,192,461
35011,"Cambridge/Cambridge"," 68","Cambridge",17,75,48,40,1,181,315
35011,"Cambridge/Cambridge"," 69","Cambridge",12,105,53,35,1,206,401
35011,"Cambridge/Cambridge"," 70","Cambridge",17,98,41,45,0,201,350
35011,"Cambridge/Cambridge"," 71","Cambridge",22,89,34,23,0,168,307
35011,"Cambridge/Cambridge"," 72","Cambridge",9,101,39,43,0,192,355
35011,"Cambridge/Cambridge"," 73","Cambridge",8,110,46,45,1,210,396
35011,"Cambridge/Cambridge"," 74","Cambridge",20,97,50,65,0,232,489
35011,"Cambridge/Cambridge"," 75","Cambridge",14,99,34,48,0,195,431
35011,"Cambridge/Cambridge"," 76A","Cambridge",6,114,28,55,0,203,471
35011,"Cambridge/Cambridge"," 76B","Cambridge",19,108,50,51,0,228,472
35011,"Cambridge/Cambridge"," 77A","Cambridge",4,60,31,56,1,152,399
35011,"Cambridge/Cambridge"," 77B","Cambridge",5,67,25,44,0,141,362
35011,"Cambridge/Cambridge"," 78","Cambridge",16,70,37,28,0,151,418
35011,"Cambridge/Cambridge"," 79","Cambridge",8,71,25,31,2,137,288
35011,"Cambridge/Cambridge"," 80","Cambridge",8,76,41,41,0,166,305
35011,"Cambridge/Cambridge"," 81","Cambridge",9,66,29,20,1,125,251
35011,"Cambridge/Cambridge"," 82","Cambridge",17,65,52,32,0,166,322
35011,"Cambridge/Cambridge"," 83","Cambridge",7,43,20,20,0,90,218
35011,"Cambridge/Cambridge"," 84","Cambridge",8,58,51,34,1,152,358
35011,"Cambridge/Cambridge"," 85","Cambridge",16,75,42,37,1,171,463
35011,"Cambridge/Cambridge"," 86","Cambridge",10,64,56,32,2,164,374
35011,"Cambridge/Cambridge"," 87","Cambridge",25,59,47,44,0,175,397
35011,"Cambridge/Cambridge"," 88","Cambridge",23,79,56,30,0,188,455
35011,"Cambridge/Cambridge"," 89","Cambridge",9,56,29,43,0,137,283
35011,"Cambridge/Cambridge"," 90","Cambridge",14,87,56,32,0,189,403
35011,"Cambridge/Cambridge"," 91","Cambridge",22,79,42,51,1,195,528
35011,"Cambridge/Cambridge"," 92","Cambridge",22,149,33,60,0,264,461
35011,"Cambridge/Cambridge"," 93","Cambridge",13,74,37,33,1,158,328
35011,"Cambridge/Cambridge"," 94","Cambridge",20,91,34,34,2,181,349
35011,"Cambridge/Cambridge"," 95","Cambridge",14,74,24,36,0,148,285
35011,"Cambridge/Cambridge"," 96","Cambridge",22,115,29,44,0,210,359
35011,"Cambridge/Cambridge"," 97","Cambridge",10,142,27,52,1,232,393
35011,"Cambridge/Cambridge"," 98","Cambridge",5,44,11,21,0,81,211
35011,"Cambridge/Cambridge"," 98-1","Cambridge",19,100,45,50,1,215,423
35011,"Cambridge/Cambridge"," 99A","Cambridge",17,90,33,92,0,232,495
35011,"Cambridge/Cambridge"," 99B","Cambridge",12,93,25,77,0,207,451
35011,"Cambridge/Cambridge"," 99C","Cambridge",19,87,18,43,0,167,386
35011,"Cambridge/Cambridge"," 99D","Cambridge",10,98,30,67,1,206,453
35011,"Cambridge/Cambridge"," 100","Cambridge",Merged with No. 101/Fusionné avec le nº 101,,,,,,21
35011,"Cambridge/Cambridge"," 101","Cambridge",13,101,27,55,1,197,377
35011,"Cambridge/Cambridge"," 102","Cambridge",16,103,56,60,2,237,485
35011,"Cambridge/Cambridge"," 103A","Cambridge",7,86,37,53,1,184,381
35011,"Cambridge/Cambridge"," 103B","Cambridge",7,85,26,91,1,210,364
35011,"Cambridge/Cambridge"," 104A","Cambridge",13,68,42,46,0,169,356
35011,"Cambridge/Cambridge"," 104B","Cambridge",7,87,27,60,2,183,363
35011,"Cambridge/Cambridge"," 105","Cambridge",15,116,20,66,0,217,421
35011,"Cambridge/Cambridge"," 106","Cambridge",11,81,6,42,0,140,248
35011,"Cambridge/Cambridge"," 107","Cambridge",10,100,25,46,0,181,344
35011,"Cambridge/Cambridge"," 108","Cambridge",9,108,5,51,0,173,293
35011,"Cambridge/Cambridge"," 109","Cambridge",22,158,31,79,0,290,469
35011,"Cambridge/Cambridge"," 110","Cambridge",17,132,33,42,1,225,472
35011,"Cambridge/Cambridge"," 111","Cambridge",17,101,30,58,1,207,391
35011,"Cambridge/Cambridge"," 112","Cambridge",16,74,35,51,0,176,385
35011,"Cambridge/Cambridge"," 113","Cambridge",13,103,30,63,0,209,385
35011,"Cambridge/Cambridge"," 114","Cambridge",25,139,50,94,1,309,544
35011,"Cambridge/Cambridge"," 115","Cambridge",10,91,37,74,2,214,411
35011,"Cambridge/Cambridge"," 116","Cambridge",14,105,38,59,0,216,469
35011,"Cambridge/Cambridge"," 117","Cambridge",9,98,43,68,3,221,398
35011,"Cambridge/Cambridge"," 118","Cambridge",7,63,20,32,2,124,240
35011,"Cambridge/Cambridge"," 119","Cambridge",15,90,10,45,1,161,330
35011,"Cambridge/Cambridge"," 120","Cambridge",16,92,32,67,3,210,355
35011,"Cambridge/Cambridge"," 121","Cambridge",14,120,13,48,1,196,316
35011,"Cambridge/Cambridge"," 122","Cambridge",19,146,39,72,0,276,506
35011,"Cambridge/Cambridge"," 123A","Cambridge",11,94,26,26,0,157,273
35011,"Cambridge/Cambridge"," 123B","Cambridge",11,97,33,39,0,180,307
35011,"Cambridge/Cambridge"," 124","Cambridge",14,100,62,39,1,216,398
35011,"Cambridge/Cambridge"," 125","Cambridge",18,125,28,64,0,235,370
35011,"Cambridge/Cambridge"," 126","Cambridge",22,89,24,54,0,189,320
35011,"Cambridge/Cambridge"," 127","Cambridge",14,57,39,44,0,154,340
35011,"Cambridge/Cambridge"," 128","Cambridge",18,50,51,31,1,151,447
35011,"Cambridge/Cambridge"," 129","Cambridge",19,72,61,32,0,184,460
35011,"Cambridge/Cambridge"," 130","Cambridge",11,70,38,33,0,152,353
35011,"Cambridge/Cambridge"," 131","Cambridge",9,78,80,53,3,223,506
35011,"Cambridge/Cambridge"," 132","Cambridge",7,59,26,41,5,138,407
35011,"Cambridge/Cambridge"," 133","Cambridge",7,68,61,97,5,238,515
35011,"Cambridge/Cambridge"," 134","Cambridge",12,74,31,32,0,149,416
35011,"Cambridge/Cambridge"," 135","Cambridge",5,68,49,47,2,171,486
35011,"Cambridge/Cambridge"," 136","Cambridge",6,77,35,42,1,161,406
35011,"Cambridge/Cambridge"," 137","Cambridge",11,66,49,39,0,165,394
35011,"Cambridge/Cambridge"," 138","Cambridge",16,67,40,39,2,164,395
35011,"Cambridge/Cambridge"," 139","Cambridge",10,50,39,22,0,121,412
35011,"Cambridge/Cambridge"," 140","Cambridge",16,75,60,55,2,208,403
35011,"Cambridge/Cambridge"," 141","Cambridge",13,73,57,43,1,187,445
35011,"Cambridge/Cambridge"," 142","Cambridge",18,71,45,47,0,181,386
35011,"Cambridge/Cambridge"," 143","Cambridge",27,63,64,47,1,202,528
35011,"Cambridge/Cambridge"," 144A","Cambridge",14,70,31,36,1,152,311
35011,"Cambridge/Cambridge"," 144B","Cambridge",20,53,32,33,2,140,289
35011,"Cambridge/Cambridge"," 145","Cambridge",26,96,57,60,1,240,439
35011,"Cambridge/Cambridge"," 146","Cambridge",24,89,42,35,0,190,398
35011,"Cambridge/Cambridge"," 147","Cambridge",15,97,56,34,2,204,403
35011,"Cambridge/Cambridge"," 148","Cambridge",26,151,40,86,0,303,513
35011,"Cambridge/Cambridge"," 149","Cambridge",19,114,20,77,0,230,372
35011,"Cambridge/Cambridge"," 150","Cambridge",11,73,22,42,0,148,273
35011,"Cambridge/Cambridge"," 151A","Cambridge",20,66,26,47,1,160,247
35011,"Cambridge/Cambridge"," 151B","Cambridge",Merged with No. 153/Fusionné avec le nº 153,,,,,,62
35011,"Cambridge/Cambridge"," 152","Cambridge",39,89,55,46,0,229,476
35011,"Cambridge/Cambridge"," 153","Cambridge",26,79,39,61,1,206,307
35011,"Cambridge/Cambridge"," 154","Cambridge",37,112,11,101,0,261,413
35011,"Cambridge/Cambridge"," 155","Cambridge",27,70,52,50,0,199,438
35011,"Cambridge/Cambridge"," 156","Cambridge",13,48,33,37,1,132,331
35011,"Cambridge/Cambridge"," 157","Cambridge",15,109,50,56,0,230,390
35011,"Cambridge/Cambridge"," 158","Cambridge",26,69,42,34,0,171,338
35011,"Cambridge/Cambridge"," 159","Cambridge",13,74,64,30,0,181,357
35011,"Cambridge/Cambridge"," 160","Cambridge",23,62,57,43,0,185,526
35011,"Cambridge/Cambridge"," 161","Cambridge",13,52,54,23,1,143,508
35011,"Cambridge/Cambridge"," 162","Cambridge",30,114,39,70,3,256,451
35011,"Cambridge/Cambridge"," 163","Cambridge",23,158,47,75,0,303,506
35011,"Cambridge/Cambridge"," 164","Cambridge",22,94,54,38,2,210,415
35011,"Cambridge/Cambridge"," 165","Cambridge",13,101,65,53,3,235,473
35011,"Cambridge/Cambridge"," 166","Cambridge",2,23,19,15,0,59,257
35011,"Cambridge/Cambridge"," 167","Cambridge",15,112,35,44,2,208,366
35011,"Cambridge/Cambridge"," 168","Cambridge",13,80,51,21,0,165,365
35011,"Cambridge/Cambridge"," 169","Cambridge",16,25,14,25,0,80,146
35011,"Cambridge/Cambridge"," 170","Cambridge",11,136,44,51,0,242,422
35011,"Cambridge/Cambridge"," 171","Cambridge",19,147,36,78,1,281,454
35011,"Cambridge/Cambridge"," 172","Cambridge",19,142,56,69,1,287,551
35011,"Cambridge/Cambridge"," 173","Cambridge",25,71,36,39,3,174,363
35011,"Cambridge/Cambridge"," 174","Cambridge",19,112,15,43,0,189,336
35011,"Cambridge/Cambridge"," 175","Cambridge",23,88,50,32,0,193,495
35011,"Cambridge/Cambridge"," 176","Cambridge",10,58,32,23,0,123,311
35011,"Cambridge/Cambridge"," 177","Cambridge",13,95,54,31,3,196,426
35011,"Cambridge/Cambridge"," 178","Cambridge",13,75,63,43,0,194,400
35011,"Cambridge/Cambridge"," 179","Cambridge",18,91,41,58,1,209,397
35011,"Cambridge/Cambridge"," 180","Cambridge",16,72,39,49,0,176,322
35011,"Cambridge/Cambridge"," 181","Cambridge",11,77,45,43,2,178,461
35011,"Cambridge/Cambridge"," 182","Cambridge",16,86,39,33,1,175,484
35011,"Cambridge/Cambridge"," 183","Cambridge",11,86,61,59,0,217,436
35011,"Cambridge/Cambridge"," 184A","Cambridge",11,78,39,40,1,169,400
35011,"Cambridge/Cambridge"," 184B","Cambridge",12,67,36,61,3,179,383
35011,"Cambridge/Cambridge"," 185","Cambridge",8,70,46,30,2,156,244
35011,"Cambridge/Cambridge"," 186","Cambridge",8,63,32,33,1,137,273
35011,"Cambridge/Cambridge"," 187","Cambridge",12,72,51,63,1,199,443
35011,"Cambridge/Cambridge"," 188","Cambridge",15,81,35,37,2,170,420
35011,"Cambridge/Cambridge"," 189","Cambridge",7,88,20,44,1,160,312
35011,"Cambridge/Cambridge"," 190","Cambridge",4,64,38,25,1,132,275
35011,"Cambridge/Cambridge"," 191","Cambridge",7,61,39,22,0,129,503
35011,"Cambridge/Cambridge"," 192","Cambridge",19,73,45,24,1,162,355
35011,"Cambridge/Cambridge"," 193","Cambridge",13,39,32,27,1,112,294
35011,"Cambridge/Cambridge"," 194","Cambridge",13,79,27,27,0,146,286
35011,"Cambridge/Cambridge"," 195","Cambridge",16,93,45,50,2,206,356
35011,"Cambridge/Cambridge"," 196","Cambridge",11,116,39,27,1,194,363
35011,"Cambridge/Cambridge"," 197","Cambridge",23,82,59,34,0,198,456
35011,"Cambridge/Cambridge"," 198","Cambridge",5,65,20,23,0,113,263
35011,"Cambridge/Cambridge"," 199","Cambridge",13,113,35,46,0,207,433
35011,"Cambridge/Cambridge"," 200","Cambridge",5,83,47,38,2,175,312
35011,"Cambridge/Cambridge"," 201A","Cambridge",12,76,42,67,2,199,469
35011,"Cambridge/Cambridge"," 201B","Cambridge",16,77,51,43,0,187,434
35011,"Cambridge/Cambridge"," 202","Cambridge",17,153,46,61,0,277,496
35011,"Cambridge/Cambridge"," 203A","Cambridge",9,87,25,42,1,164,324
35011,"Cambridge/Cambridge"," 203B","Cambridge",22,88,34,39,0,183,326
35011,"Cambridge/Cambridge"," 204","Cambridge",21,117,35,66,2,241,517
35011,"Cambridge/Cambridge"," 205","Cambridge",12,76,28,37,1,154,367
35011,"Cambridge/Cambridge"," 206","Cambridge",20,137,45,50,0,252,508
35011,"Cambridge/Cambridge"," 207","North Dumfries",24,155,31,59,0,269,424
35011,"Cambridge/Cambridge"," 208","North Dumfries",21,107,35,42,0,205,318
35011,"Cambridge/Cambridge"," 209","North Dumfries",35,90,25,74,2,226,367
35011,"Cambridge/Cambridge"," 210","North Dumfries",33,175,42,83,0,333,550
35011,"Cambridge/Cambridge"," 211","North Dumfries",18,92,26,48,0,184,325
35011,"Cambridge/Cambridge"," 212","North Dumfries",38,114,61,58,1,272,528
35011,"Cambridge/Cambridge"," 213","North Dumfries",Void/Supprimé,,,,,,
35011,"Cambridge/Cambridge"," 214","North Dumfries",20,146,37,58,3,264,451
35011,"Cambridge/Cambridge"," 215","North Dumfries",29,97,26,31,1,184,339
35011,"Cambridge/Cambridge"," 216","North Dumfries",13,102,38,40,0,193,326
35011,"Cambridge/Cambridge"," 217","North Dumfries",22,163,45,55,1,286,487
35011,"Cambridge/Cambridge"," 218","North Dumfries",28,155,18,35,0,236,353
35011,"Cambridge/Cambridge"," 219","North Dumfries",25,115,23,62,0,225,363
35011,"Cambridge/Cambridge"," 220","North Dumfries",12,109,24,31,0,176,321
35011,"Cambridge/Cambridge"," 221","North Dumfries",18,163,35,49,1,266,484
35011,"Cambridge/Cambridge"," 222","North Dumfries",11,104,21,38,0,174,326
35011,"Cambridge/Cambridge"," 223","North Dumfries",14,168,35,35,0,252,438
35011,"Cambridge/Cambridge"," 500","Mobile poll/Bureau itinérant",6,59,14,22,2,103,146
35011,"Cambridge/Cambridge"," 501","Mobile poll/Bureau itinérant",7,44,13,24,4,92,285
35011,"Cambridge/Cambridge"," 502","Mobile poll/Bureau itinérant",0,36,17,21,4,78,206
35011,"Cambridge/Cambridge"," 600","Cambridge",49,343,68,101,0,561,
35011,"Cambridge/Cambridge"," 601","Cambridge",34,132,37,59,1,263,
35011,"Cambridge/Cambridge"," 602","Cambridge",34,311,71,140,2,558,
35011,"Cambridge/Cambridge"," 603","Cambridge",20,141,37,73,0,271,
35011,"Cambridge/Cambridge"," 604","Cambridge",28,355,49,191,1,624,
35011,"Cambridge/Cambridge"," 605","Cambridge",38,215,66,87,3,409,
35011,"Cambridge/Cambridge"," 606","Cambridge",15,156,48,75,3,297,
35011,"Cambridge/Cambridge"," 607","North Dumfries",23,228,32,75,0,358,
35011,"Cambridge/Cambridge"," 608","North Dumfries",3,78,9,24,0,114,
35011,"Cambridge/Cambridge"," 609","Cambridge",52,326,74,99,1,552,
35011,"Cambridge/Cambridge"," 610","Cambridge",30,229,85,99,1,444,
35011,"Cambridge/Cambridge"," 611","Cambridge",22,141,56,72,0,291,
35011,"Cambridge/Cambridge"," 612","Cambridge",33,217,47,77,1,375,
35011,"Cambridge/Cambridge"," 613","Cambridge",10,202,49,51,3,315,
35011,"Cambridge/Cambridge",,Group 1/Groupe 1,13,67,11,27,1,119,225
35011,"Cambridge/Cambridge",,Group 2/Groupe 2,52,312,85,142,4,595,

