Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Satish Balasunderam,Melissa Bhagat,Jaymini Bhikha,Pierre Chénier,Albina Guarnieri,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 501","Mobile poll/Bureau itinérant",10,59,7,1,51,0,128,259
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 600","Mississauga",99,232,24,13,492,7,867,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 601","Mississauga",35,143,23,0,217,6,424,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 602","Mississauga",27,113,23,0,180,3,346,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 603","Mississauga",33,102,12,1,137,2,287,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 604","Mississauga",35,144,18,2,271,3,473,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 605","Mississauga",14,63,9,2,102,0,190,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 606","Mississauga",40,145,24,1,218,0,428,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 607","Mississauga",46,163,25,2,282,4,522,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville"," 608","Mississauga",18,91,15,2,129,0,255,
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville",,Group 1/Groupe 1,5,25,7,0,31,2,70,117
35048,"Mississauga East--Cooksville/Mississauga-Est--Cooksville",,Group 2/Groupe 2,48,118,14,0,207,5,392,

