Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Royal Galipeau,Marc Godbout,Paul Maillet,Amy O'Dell,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35063,"Ottawa--Orléans/Ottawa--Orléans"," 64","Cumberland",110,78,18,29,1,236,413
35063,"Ottawa--Orléans/Ottawa--Orléans"," 65","Cumberland",107,123,10,34,0,274,445
35063,"Ottawa--Orléans/Ottawa--Orléans"," 66","Cumberland",79,68,10,20,1,178,355
35063,"Ottawa--Orléans/Ottawa--Orléans"," 67","Cumberland",83,71,15,27,0,196,354
35063,"Ottawa--Orléans/Ottawa--Orléans"," 68","Cumberland",75,61,13,13,0,162,290
35063,"Ottawa--Orléans/Ottawa--Orléans"," 69","Cumberland",76,69,9,18,1,173,283
35063,"Ottawa--Orléans/Ottawa--Orléans"," 70","Cumberland",107,117,25,29,0,278,473
35063,"Ottawa--Orléans/Ottawa--Orléans"," 71","Cumberland",126,129,18,10,0,283,448
35063,"Ottawa--Orléans/Ottawa--Orléans"," 72","Cumberland",86,66,12,12,2,178,286
35063,"Ottawa--Orléans/Ottawa--Orléans"," 73","Cumberland",112,82,17,26,2,239,367
35063,"Ottawa--Orléans/Ottawa--Orléans"," 74","Cumberland",133,89,24,37,1,284,425
35063,"Ottawa--Orléans/Ottawa--Orléans"," 75","Cumberland",101,88,14,20,0,223,411
35063,"Ottawa--Orléans/Ottawa--Orléans"," 76","Cumberland",105,97,29,36,0,267,453
35063,"Ottawa--Orléans/Ottawa--Orléans"," 77","Cumberland",79,127,21,20,0,247,419
35063,"Ottawa--Orléans/Ottawa--Orléans"," 78","Cumberland",93,75,20,28,0,216,436
35063,"Ottawa--Orléans/Ottawa--Orléans"," 79","Cumberland",115,60,17,21,2,215,365
35063,"Ottawa--Orléans/Ottawa--Orléans"," 80","Cumberland",86,66,13,13,0,178,292
35063,"Ottawa--Orléans/Ottawa--Orléans"," 81","Cumberland",106,72,13,17,0,208,356
35063,"Ottawa--Orléans/Ottawa--Orléans"," 82","Cumberland",32,42,9,17,0,100,202
35063,"Ottawa--Orléans/Ottawa--Orléans"," 83","Cumberland",121,148,20,35,0,324,518
35063,"Ottawa--Orléans/Ottawa--Orléans"," 84","Gloucester",77,67,14,28,0,186,372
35063,"Ottawa--Orléans/Ottawa--Orléans"," 85","Gloucester",103,84,19,16,0,222,370
35063,"Ottawa--Orléans/Ottawa--Orléans"," 86","Gloucester",117,87,20,23,2,249,419
35063,"Ottawa--Orléans/Ottawa--Orléans"," 87","Gloucester",123,75,19,24,0,241,356
35063,"Ottawa--Orléans/Ottawa--Orléans"," 88","Gloucester",124,101,11,25,8,269,404
35063,"Ottawa--Orléans/Ottawa--Orléans"," 89","Gloucester",79,82,11,22,0,194,308
35063,"Ottawa--Orléans/Ottawa--Orléans"," 90","Gloucester",66,96,11,22,2,197,370
35063,"Ottawa--Orléans/Ottawa--Orléans"," 91","Gloucester",89,115,13,29,4,250,407
35063,"Ottawa--Orléans/Ottawa--Orléans"," 92","Gloucester",116,98,15,23,1,253,429
35063,"Ottawa--Orléans/Ottawa--Orléans"," 93","Gloucester",117,167,21,30,5,340,489
35063,"Ottawa--Orléans/Ottawa--Orléans"," 94","Gloucester",80,75,7,21,2,185,314
35063,"Ottawa--Orléans/Ottawa--Orléans"," 95","Gloucester",98,130,16,22,1,267,425
35063,"Ottawa--Orléans/Ottawa--Orléans"," 96","Gloucester",83,108,20,20,1,232,417
35063,"Ottawa--Orléans/Ottawa--Orléans"," 97","Gloucester",89,67,12,21,0,189,332
35063,"Ottawa--Orléans/Ottawa--Orléans"," 98","Gloucester",100,84,16,24,0,224,362
35063,"Ottawa--Orléans/Ottawa--Orléans"," 99","Gloucester",76,73,6,18,0,173,320
35063,"Ottawa--Orléans/Ottawa--Orléans"," 100","Gloucester",94,72,17,18,0,201,346
35063,"Ottawa--Orléans/Ottawa--Orléans"," 101","Gloucester",164,95,18,46,2,325,520
35063,"Ottawa--Orléans/Ottawa--Orléans"," 102","Gloucester",113,107,13,27,4,264,389
35063,"Ottawa--Orléans/Ottawa--Orléans"," 103","Gloucester",122,90,25,32,1,270,400
35063,"Ottawa--Orléans/Ottawa--Orléans"," 104","Gloucester",87,88,6,17,0,198,310
35063,"Ottawa--Orléans/Ottawa--Orléans"," 105","Gloucester",77,59,24,16,2,178,252
35063,"Ottawa--Orléans/Ottawa--Orléans"," 106","Gloucester",142,97,22,23,1,285,451
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107A","Gloucester",60,87,6,27,1,181,346
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107B","Gloucester",70,85,13,29,3,200,373
35063,"Ottawa--Orléans/Ottawa--Orléans"," 107C","Gloucester",91,96,9,33,2,231,459
35063,"Ottawa--Orléans/Ottawa--Orléans"," 108","Gloucester",66,97,14,7,1,185,326
35063,"Ottawa--Orléans/Ottawa--Orléans"," 109","Gloucester",93,85,9,10,1,198,331
35063,"Ottawa--Orléans/Ottawa--Orléans"," 110","Gloucester",112,113,8,18,2,253,386
35063,"Ottawa--Orléans/Ottawa--Orléans"," 111","Gloucester",180,148,24,22,5,379,551
35063,"Ottawa--Orléans/Ottawa--Orléans"," 112","Gloucester",124,138,23,26,2,313,417
35063,"Ottawa--Orléans/Ottawa--Orléans"," 113","Gloucester",124,118,22,22,0,286,437
35063,"Ottawa--Orléans/Ottawa--Orléans"," 114","Gloucester",142,120,21,27,2,312,456
35063,"Ottawa--Orléans/Ottawa--Orléans"," 115","Gloucester",76,90,13,22,1,202,341
35063,"Ottawa--Orléans/Ottawa--Orléans"," 116","Gloucester",55,60,12,16,1,144,257
35063,"Ottawa--Orléans/Ottawa--Orléans"," 117","Gloucester",86,75,15,25,2,203,363
35063,"Ottawa--Orléans/Ottawa--Orléans"," 118","Gloucester",42,46,17,24,2,131,288
35063,"Ottawa--Orléans/Ottawa--Orléans"," 119","Gloucester",98,86,25,19,0,228,346
35063,"Ottawa--Orléans/Ottawa--Orléans"," 120","Gloucester",107,92,13,16,0,228,347
35063,"Ottawa--Orléans/Ottawa--Orléans"," 121","Gloucester",80,68,11,30,2,191,346
35063,"Ottawa--Orléans/Ottawa--Orléans"," 122","Gloucester",104,111,15,33,3,266,416
35063,"Ottawa--Orléans/Ottawa--Orléans"," 123","Gloucester",119,121,18,38,0,296,467
35063,"Ottawa--Orléans/Ottawa--Orléans"," 124","Gloucester",69,68,14,20,0,171,271
35063,"Ottawa--Orléans/Ottawa--Orléans"," 125","Gloucester",101,86,23,33,0,243,434
35063,"Ottawa--Orléans/Ottawa--Orléans"," 126","Gloucester",87,61,14,27,2,191,329
35063,"Ottawa--Orléans/Ottawa--Orléans"," 127","Gloucester",90,70,12,19,3,194,341
35063,"Ottawa--Orléans/Ottawa--Orléans"," 128","Gloucester",74,90,22,29,2,217,457
35063,"Ottawa--Orléans/Ottawa--Orléans"," 129","Gloucester",112,110,8,20,2,252,384
35063,"Ottawa--Orléans/Ottawa--Orléans"," 130","Gloucester",77,67,12,32,2,190,351
35063,"Ottawa--Orléans/Ottawa--Orléans"," 131","Gloucester",104,92,12,20,1,229,361
35063,"Ottawa--Orléans/Ottawa--Orléans"," 132","Gloucester",114,95,9,33,0,251,360
35063,"Ottawa--Orléans/Ottawa--Orléans"," 133","Gloucester",116,134,18,23,1,292,469
35063,"Ottawa--Orléans/Ottawa--Orléans"," 134","Cumberland",88,78,16,21,0,203,317
35063,"Ottawa--Orléans/Ottawa--Orléans"," 135","Cumberland",94,58,6,26,0,184,310
35063,"Ottawa--Orléans/Ottawa--Orléans"," 136","Cumberland",95,80,10,14,1,200,317
35063,"Ottawa--Orléans/Ottawa--Orléans"," 137","Cumberland",87,67,17,12,0,183,285
35063,"Ottawa--Orléans/Ottawa--Orléans"," 138","Cumberland",91,88,13,23,0,215,343
35063,"Ottawa--Orléans/Ottawa--Orléans"," 139","Cumberland",115,72,14,19,0,220,348
35063,"Ottawa--Orléans/Ottawa--Orléans"," 140","Cumberland",92,62,17,35,2,208,373
35063,"Ottawa--Orléans/Ottawa--Orléans"," 141","Cumberland",123,88,18,22,1,252,415
35063,"Ottawa--Orléans/Ottawa--Orléans"," 142","Cumberland",157,98,28,40,3,326,491
35063,"Ottawa--Orléans/Ottawa--Orléans"," 143","Cumberland",98,49,10,24,1,182,307
35063,"Ottawa--Orléans/Ottawa--Orléans"," 144","Cumberland",99,68,23,39,1,230,376
35063,"Ottawa--Orléans/Ottawa--Orléans"," 145","Cumberland",111,90,18,27,1,247,383
35063,"Ottawa--Orléans/Ottawa--Orléans"," 146","Cumberland",95,75,29,26,1,226,344
35063,"Ottawa--Orléans/Ottawa--Orléans"," 147","Cumberland",103,94,9,16,1,223,372
35063,"Ottawa--Orléans/Ottawa--Orléans"," 147-1","Cumberland",50,48,7,9,0,114,195
35063,"Ottawa--Orléans/Ottawa--Orléans"," 148","Cumberland",96,92,9,17,1,215,354
35063,"Ottawa--Orléans/Ottawa--Orléans"," 149","Cumberland",115,116,14,26,2,273,497
35063,"Ottawa--Orléans/Ottawa--Orléans"," 150","Cumberland",88,44,10,16,0,158,263
35063,"Ottawa--Orléans/Ottawa--Orléans"," 151","Cumberland",101,66,16,18,1,202,306
35063,"Ottawa--Orléans/Ottawa--Orléans"," 152","Cumberland",93,80,14,40,0,227,382
35063,"Ottawa--Orléans/Ottawa--Orléans"," 153","Cumberland",105,100,20,52,2,279,458
35063,"Ottawa--Orléans/Ottawa--Orléans"," 154","Cumberland",146,111,20,34,2,313,483
35063,"Ottawa--Orléans/Ottawa--Orléans"," 155","Cumberland",Void/Supprimé,,,,,,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 156","Cumberland",75,47,12,19,0,153,324
35063,"Ottawa--Orléans/Ottawa--Orléans"," 157","Cumberland",76,54,12,31,2,175,354
35063,"Ottawa--Orléans/Ottawa--Orléans"," 158","Cumberland",81,115,22,12,1,231,397
35063,"Ottawa--Orléans/Ottawa--Orléans"," 159","Cumberland",100,92,34,9,0,235,417
35063,"Ottawa--Orléans/Ottawa--Orléans"," 160","Cumberland",109,86,11,11,2,219,374
35063,"Ottawa--Orléans/Ottawa--Orléans"," 161","Cumberland",91,92,15,30,2,230,420
35063,"Ottawa--Orléans/Ottawa--Orléans"," 162","Cumberland",107,87,18,29,1,242,383
35063,"Ottawa--Orléans/Ottawa--Orléans"," 163","Cumberland",106,81,11,22,1,221,365
35063,"Ottawa--Orléans/Ottawa--Orléans"," 163-1","Cumberland",43,48,13,19,1,124,201
35063,"Ottawa--Orléans/Ottawa--Orléans"," 164","Cumberland",103,64,9,13,0,189,289
35063,"Ottawa--Orléans/Ottawa--Orléans"," 165","Cumberland",92,61,10,33,3,199,343
35063,"Ottawa--Orléans/Ottawa--Orléans"," 166","Cumberland",77,65,16,12,0,170,290
35063,"Ottawa--Orléans/Ottawa--Orléans"," 167","Cumberland",115,115,14,34,3,281,446
35063,"Ottawa--Orléans/Ottawa--Orléans"," 168","Cumberland",117,136,11,27,2,293,509
35063,"Ottawa--Orléans/Ottawa--Orléans"," 168-1","Cumberland",150,184,19,53,2,408,648
35063,"Ottawa--Orléans/Ottawa--Orléans"," 168-2","Cumberland",108,96,10,21,0,235,394
35063,"Ottawa--Orléans/Ottawa--Orléans"," 169","Cumberland",115,86,14,28,2,245,411
35063,"Ottawa--Orléans/Ottawa--Orléans"," 170","Cumberland",109,76,11,29,1,226,379
35063,"Ottawa--Orléans/Ottawa--Orléans"," 171","Cumberland",96,92,8,25,4,225,398
35063,"Ottawa--Orléans/Ottawa--Orléans"," 172","Cumberland",118,111,26,28,3,286,451
35063,"Ottawa--Orléans/Ottawa--Orléans"," 173","Cumberland",103,92,19,28,1,243,374
35063,"Ottawa--Orléans/Ottawa--Orléans"," 174","Cumberland",93,92,16,20,0,221,339
35063,"Ottawa--Orléans/Ottawa--Orléans"," 175","Cumberland",118,102,14,24,0,258,376
35063,"Ottawa--Orléans/Ottawa--Orléans"," 176","Cumberland",100,104,10,21,0,235,355
35063,"Ottawa--Orléans/Ottawa--Orléans"," 177","Cumberland",83,99,12,20,1,215,312
35063,"Ottawa--Orléans/Ottawa--Orléans"," 178","Cumberland",76,88,16,30,1,211,331
35063,"Ottawa--Orléans/Ottawa--Orléans"," 179","Cumberland",83,98,19,17,0,217,317
35063,"Ottawa--Orléans/Ottawa--Orléans"," 180","Cumberland",120,108,21,24,1,274,485
35063,"Ottawa--Orléans/Ottawa--Orléans"," 181","Cumberland",105,75,11,22,1,214,334
35063,"Ottawa--Orléans/Ottawa--Orléans"," 182","Cumberland",72,90,7,21,2,192,307
35063,"Ottawa--Orléans/Ottawa--Orléans"," 183","Cumberland",90,72,6,15,1,184,306
35063,"Ottawa--Orléans/Ottawa--Orléans"," 184","Cumberland",77,80,10,18,1,186,319
35063,"Ottawa--Orléans/Ottawa--Orléans"," 184-1","Cumberland",121,102,13,33,1,270,487
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185","Cumberland",128,135,20,14,1,298,499
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-1","Cumberland",128,136,7,44,0,315,499
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-2","Cumberland",85,95,14,21,1,216,369
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-3","Cumberland",100,102,10,27,1,240,445
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-4A","Cumberland",71,68,7,27,2,175,326
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-4B","Cumberland",83,84,5,19,2,193,364
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-4C","Cumberland",66,61,5,13,0,145,313
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-5A","Cumberland",81,106,8,24,0,219,373
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-5B","Cumberland",95,102,5,22,1,225,394
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-5C","Cumberland",67,94,14,15,2,192,339
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-6","Cumberland",90,104,2,30,0,226,447
35063,"Ottawa--Orléans/Ottawa--Orléans"," 185-7","Cumberland",89,111,7,18,3,228,418
35063,"Ottawa--Orléans/Ottawa--Orléans"," 186","Cumberland",147,131,8,27,0,313,552
35063,"Ottawa--Orléans/Ottawa--Orléans"," 187","Cumberland",145,110,19,17,0,291,485
35063,"Ottawa--Orléans/Ottawa--Orléans"," 187-1A","Cumberland",89,96,13,17,3,218,359
35063,"Ottawa--Orléans/Ottawa--Orléans"," 187-1B","Cumberland",78,76,14,20,2,190,316
35063,"Ottawa--Orléans/Ottawa--Orléans"," 188","Cumberland",118,125,10,26,1,280,509
35063,"Ottawa--Orléans/Ottawa--Orléans"," 189","Cumberland",87,67,14,21,1,190,374
35063,"Ottawa--Orléans/Ottawa--Orléans"," 190","Gloucester",80,61,14,23,2,180,337
35063,"Ottawa--Orléans/Ottawa--Orléans"," 191","Gloucester",120,106,12,19,1,258,435
35063,"Ottawa--Orléans/Ottawa--Orléans"," 192","Gloucester",Void/Supprimé,,,,,,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 193","Gloucester",126,121,15,16,0,278,462
35063,"Ottawa--Orléans/Ottawa--Orléans"," 194","Gloucester",96,101,7,17,0,221,313
35063,"Ottawa--Orléans/Ottawa--Orléans"," 195","Gloucester",86,93,13,12,0,204,373
35063,"Ottawa--Orléans/Ottawa--Orléans"," 196","Gloucester",57,81,8,30,0,176,315
35063,"Ottawa--Orléans/Ottawa--Orléans"," 197","Gloucester",81,95,5,17,0,198,305
35063,"Ottawa--Orléans/Ottawa--Orléans"," 198","Gloucester",158,162,21,24,4,369,559
35063,"Ottawa--Orléans/Ottawa--Orléans"," 199","Gloucester",136,191,10,21,1,359,588
35063,"Ottawa--Orléans/Ottawa--Orléans"," 200","Gloucester",122,58,16,29,1,226,363
35063,"Ottawa--Orléans/Ottawa--Orléans"," 201","Gloucester",44,13,7,2,0,66,114
35063,"Ottawa--Orléans/Ottawa--Orléans"," 201-1","Gloucester",124,111,14,30,3,282,469
35063,"Ottawa--Orléans/Ottawa--Orléans"," 400","Gloucester",72,86,11,43,1,213,401
35063,"Ottawa--Orléans/Ottawa--Orléans"," 401","Gloucester",87,94,15,34,1,231,397
35063,"Ottawa--Orléans/Ottawa--Orléans"," 500","Mobile poll/Bureau itinérant",50,28,4,7,2,91,196
35063,"Ottawa--Orléans/Ottawa--Orléans"," 501","Mobile poll/Bureau itinérant",25,111,3,5,9,153,220
35063,"Ottawa--Orléans/Ottawa--Orléans"," 600","Gloucester",289,197,30,35,2,553,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 601","Gloucester",432,262,50,47,5,796,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 602","Gloucester",220,137,26,27,1,411,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 603","Gloucester",392,230,38,38,0,698,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 604","Cumberland",191,125,25,37,1,379,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 605","Cumberland",391,256,40,53,1,741,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 606","Gloucester",207,150,11,14,1,383,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 607","Gloucester",276,201,32,38,1,548,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 608","Gloucester",335,294,43,43,0,715,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 609","Gloucester",256,210,26,37,0,529,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 610","Cumberland",271,164,22,30,3,490,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 611","Cumberland",227,157,30,22,2,438,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 612","Cumberland",335,222,22,55,2,636,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 613","Cumberland",327,202,24,46,6,605,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 614","Cumberland",349,287,40,51,2,729,
35063,"Ottawa--Orléans/Ottawa--Orléans"," 615","Gloucester",214,167,12,25,2,420,
35063,"Ottawa--Orléans/Ottawa--Orléans",,Group 1/Groupe 1,406,133,36,16,9,600,1078
35063,"Ottawa--Orléans/Ottawa--Orléans",,Group 2/Groupe 2,434,372,66,56,15,943,

