Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Bill Cunningham,George Gidora,Ronald Leung,Doug Perry,Bill Siksay,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59002,"Burnaby--Douglas/Burnaby--Douglas"," 94","Burnaby",49,0,92,11,61,0,213,425
59002,"Burnaby--Douglas/Burnaby--Douglas"," 95","Burnaby",58,0,138,10,61,0,267,518
59002,"Burnaby--Douglas/Burnaby--Douglas"," 96","Burnaby",43,0,116,15,49,1,224,412
59002,"Burnaby--Douglas/Burnaby--Douglas"," 97","Burnaby",44,2,76,17,127,0,266,401
59002,"Burnaby--Douglas/Burnaby--Douglas"," 98","Burnaby",38,0,43,13,114,0,208,324
59002,"Burnaby--Douglas/Burnaby--Douglas"," 99","Burnaby",28,0,51,16,69,1,165,264
59002,"Burnaby--Douglas/Burnaby--Douglas"," 100","Burnaby",25,1,49,17,128,0,220,341
59002,"Burnaby--Douglas/Burnaby--Douglas"," 101","Burnaby",26,1,61,25,111,0,224,413
59002,"Burnaby--Douglas/Burnaby--Douglas"," 102","Burnaby",39,0,61,21,79,0,200,446
59002,"Burnaby--Douglas/Burnaby--Douglas"," 103","Burnaby",36,2,69,17,91,2,217,332
59002,"Burnaby--Douglas/Burnaby--Douglas"," 104","Burnaby",52,1,83,13,122,2,273,489
59002,"Burnaby--Douglas/Burnaby--Douglas"," 105","Burnaby",35,2,57,30,105,1,230,408
59002,"Burnaby--Douglas/Burnaby--Douglas"," 106","Burnaby",47,2,117,13,76,0,255,468
59002,"Burnaby--Douglas/Burnaby--Douglas"," 107","Burnaby",47,1,73,15,139,1,276,446
59002,"Burnaby--Douglas/Burnaby--Douglas"," 108","Burnaby",46,0,62,20,104,0,232,400
59002,"Burnaby--Douglas/Burnaby--Douglas"," 109","Burnaby",39,0,73,22,102,1,237,410
59002,"Burnaby--Douglas/Burnaby--Douglas"," 110","Burnaby",35,0,66,12,105,0,218,432
59002,"Burnaby--Douglas/Burnaby--Douglas"," 111","Burnaby",28,1,38,3,38,1,109,228
59002,"Burnaby--Douglas/Burnaby--Douglas"," 112A","Burnaby",35,0,52,18,80,0,185,400
59002,"Burnaby--Douglas/Burnaby--Douglas"," 112B","Burnaby",36,0,67,10,82,3,198,386
59002,"Burnaby--Douglas/Burnaby--Douglas"," 113","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 114","Burnaby",28,0,39,10,47,0,124,281
59002,"Burnaby--Douglas/Burnaby--Douglas"," 115","Burnaby",48,0,92,20,96,1,257,463
59002,"Burnaby--Douglas/Burnaby--Douglas"," 116","Burnaby",25,0,54,15,63,0,157,307
59002,"Burnaby--Douglas/Burnaby--Douglas"," 117","Burnaby",26,2,73,16,73,1,191,424
59002,"Burnaby--Douglas/Burnaby--Douglas"," 118","Burnaby",15,0,36,4,33,1,89,155
59002,"Burnaby--Douglas/Burnaby--Douglas"," 119","Burnaby",60,0,85,9,95,0,249,425
59002,"Burnaby--Douglas/Burnaby--Douglas"," 120","Burnaby",64,0,156,7,89,1,317,517
59002,"Burnaby--Douglas/Burnaby--Douglas"," 121","Burnaby",64,0,111,6,58,0,239,405
59002,"Burnaby--Douglas/Burnaby--Douglas"," 122","Burnaby",56,1,128,16,67,0,268,432
59002,"Burnaby--Douglas/Burnaby--Douglas"," 123","Burnaby",76,2,134,9,71,0,292,504
59002,"Burnaby--Douglas/Burnaby--Douglas"," 124","Burnaby",26,0,65,29,70,2,192,313
59002,"Burnaby--Douglas/Burnaby--Douglas"," 125","Burnaby",32,0,55,28,122,2,239,417
59002,"Burnaby--Douglas/Burnaby--Douglas"," 126","Burnaby",49,0,111,18,143,2,323,637
59002,"Burnaby--Douglas/Burnaby--Douglas"," 127","Burnaby",39,2,47,22,106,0,216,572
59002,"Burnaby--Douglas/Burnaby--Douglas"," 128","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 129","Burnaby",51,2,91,21,96,0,261,635
59002,"Burnaby--Douglas/Burnaby--Douglas"," 130","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 131","Burnaby",37,2,89,17,113,1,259,426
59002,"Burnaby--Douglas/Burnaby--Douglas"," 132","Burnaby",29,0,53,4,37,2,125,463
59002,"Burnaby--Douglas/Burnaby--Douglas"," 132-1","Burnaby",23,0,36,18,84,0,161,317
59002,"Burnaby--Douglas/Burnaby--Douglas"," 133","Burnaby",45,3,63,26,101,3,241,485
59002,"Burnaby--Douglas/Burnaby--Douglas"," 134","Burnaby",82,1,87,11,78,1,260,547
59002,"Burnaby--Douglas/Burnaby--Douglas"," 135","Burnaby",52,3,110,23,71,1,260,536
59002,"Burnaby--Douglas/Burnaby--Douglas"," 136","Burnaby",46,0,76,11,68,0,201,407
59002,"Burnaby--Douglas/Burnaby--Douglas"," 137","Burnaby",54,3,75,13,113,1,259,546
59002,"Burnaby--Douglas/Burnaby--Douglas"," 138","Burnaby",59,3,90,16,71,0,239,415
59002,"Burnaby--Douglas/Burnaby--Douglas"," 139","Burnaby",21,1,38,8,77,0,145,387
59002,"Burnaby--Douglas/Burnaby--Douglas"," 140","Burnaby",53,0,73,7,53,0,186,332
59002,"Burnaby--Douglas/Burnaby--Douglas"," 141","Burnaby",56,0,125,20,108,0,309,489
59002,"Burnaby--Douglas/Burnaby--Douglas"," 142","Burnaby",10,0,19,3,17,0,49,82
59002,"Burnaby--Douglas/Burnaby--Douglas"," 143","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 144","Burnaby",22,0,27,3,29,0,81,129
59002,"Burnaby--Douglas/Burnaby--Douglas"," 145","Burnaby",38,2,73,11,83,0,207,542
59002,"Burnaby--Douglas/Burnaby--Douglas"," 146A","Burnaby",65,0,68,7,69,0,209,385
59002,"Burnaby--Douglas/Burnaby--Douglas"," 146B","Burnaby",60,0,66,13,93,2,234,434
59002,"Burnaby--Douglas/Burnaby--Douglas"," 147","Burnaby",41,0,37,13,64,2,157,378
59002,"Burnaby--Douglas/Burnaby--Douglas"," 148","Burnaby",45,0,81,6,39,2,173,287
59002,"Burnaby--Douglas/Burnaby--Douglas"," 149","Burnaby",90,1,83,16,101,1,292,500
59002,"Burnaby--Douglas/Burnaby--Douglas"," 150","Burnaby",45,1,79,18,128,0,271,464
59002,"Burnaby--Douglas/Burnaby--Douglas"," 151","Burnaby",51,0,105,17,122,0,295,487
59002,"Burnaby--Douglas/Burnaby--Douglas"," 152","Burnaby",44,0,77,25,170,0,316,481
59002,"Burnaby--Douglas/Burnaby--Douglas"," 153","Burnaby",40,1,68,13,91,0,213,423
59002,"Burnaby--Douglas/Burnaby--Douglas"," 154","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 155","Burnaby",51,2,101,12,130,1,297,491
59002,"Burnaby--Douglas/Burnaby--Douglas"," 156","Burnaby",57,3,125,15,103,1,304,530
59002,"Burnaby--Douglas/Burnaby--Douglas"," 157","Burnaby",49,1,100,11,85,1,247,430
59002,"Burnaby--Douglas/Burnaby--Douglas"," 158","Burnaby",41,3,106,11,90,0,251,511
59002,"Burnaby--Douglas/Burnaby--Douglas"," 159","Burnaby",50,1,87,10,123,3,274,510
59002,"Burnaby--Douglas/Burnaby--Douglas"," 160","Burnaby",60,2,75,15,88,0,240,417
59002,"Burnaby--Douglas/Burnaby--Douglas"," 161","Burnaby",70,1,105,14,91,0,281,520
59002,"Burnaby--Douglas/Burnaby--Douglas"," 162A","Burnaby",49,1,98,9,91,3,251,533
59002,"Burnaby--Douglas/Burnaby--Douglas"," 162B","Mobile poll/Bureau itinérant",Merged with No. 3B/Fusionné avec le nº 3B,,,,,,,48
59002,"Burnaby--Douglas/Burnaby--Douglas"," 163","Burnaby",41,2,94,18,105,2,262,518
59002,"Burnaby--Douglas/Burnaby--Douglas"," 164","Burnaby",45,1,92,16,68,1,223,422
59002,"Burnaby--Douglas/Burnaby--Douglas"," 165","Burnaby",64,1,93,13,72,0,243,433
59002,"Burnaby--Douglas/Burnaby--Douglas"," 166","Burnaby",27,0,59,10,70,0,166,373
59002,"Burnaby--Douglas/Burnaby--Douglas"," 167","Burnaby",42,0,86,25,101,0,254,416
59002,"Burnaby--Douglas/Burnaby--Douglas"," 168","Burnaby",59,5,82,19,139,3,307,580
59002,"Burnaby--Douglas/Burnaby--Douglas"," 169","Burnaby",21,0,49,17,57,1,145,352
59002,"Burnaby--Douglas/Burnaby--Douglas"," 170","Burnaby",50,0,90,12,84,1,237,461
59002,"Burnaby--Douglas/Burnaby--Douglas"," 171","Burnaby",37,2,99,14,99,1,252,415
59002,"Burnaby--Douglas/Burnaby--Douglas"," 172","Burnaby",32,1,78,11,62,0,184,389
59002,"Burnaby--Douglas/Burnaby--Douglas"," 173","Burnaby",70,5,94,12,45,2,228,669
59002,"Burnaby--Douglas/Burnaby--Douglas"," 174","Burnaby",Void/Supprimé,,,,,,,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 175","Burnaby",36,0,73,10,68,0,187,395
59002,"Burnaby--Douglas/Burnaby--Douglas"," 176","Burnaby",20,1,46,7,34,0,108,246
59002,"Burnaby--Douglas/Burnaby--Douglas"," 177","Burnaby",32,1,60,10,83,0,186,411
59002,"Burnaby--Douglas/Burnaby--Douglas"," 178","Burnaby",34,2,84,6,44,1,171,425
59002,"Burnaby--Douglas/Burnaby--Douglas"," 179","Burnaby",33,3,76,6,40,1,159,511
59002,"Burnaby--Douglas/Burnaby--Douglas"," 180","Burnaby",54,1,73,7,79,2,216,462
59002,"Burnaby--Douglas/Burnaby--Douglas"," 181","Burnaby",46,2,85,16,98,2,249,492
59002,"Burnaby--Douglas/Burnaby--Douglas"," 182A","Burnaby",31,0,72,3,46,0,152,309
59002,"Burnaby--Douglas/Burnaby--Douglas"," 182B","Burnaby",27,0,102,8,66,0,203,385
59002,"Burnaby--Douglas/Burnaby--Douglas"," 183","Burnaby",32,1,73,8,63,0,177,391
59002,"Burnaby--Douglas/Burnaby--Douglas"," 184","Burnaby",39,2,61,15,81,0,198,457
59002,"Burnaby--Douglas/Burnaby--Douglas"," 185","Burnaby",21,0,42,3,33,0,99,181
59002,"Burnaby--Douglas/Burnaby--Douglas"," 500","Mobile poll/Bureau itinérant",33,1,32,3,47,1,117,226
59002,"Burnaby--Douglas/Burnaby--Douglas"," 501","Mobile poll/Bureau itinérant",12,0,38,8,36,3,97,180
59002,"Burnaby--Douglas/Burnaby--Douglas"," 502","Mobile poll/Bureau itinérant",18,0,13,10,35,1,77,194
59002,"Burnaby--Douglas/Burnaby--Douglas"," 600","Burnaby",55,0,87,22,146,1,311,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 601","Burnaby",71,2,147,13,148,0,381,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 602","Burnaby",42,1,127,11,93,2,276,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 603","Burnaby",59,2,133,16,97,2,309,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 604","Burnaby",60,1,132,10,85,3,291,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 605","Burnaby",52,0,102,16,84,2,256,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 606","Burnaby",64,1,140,16,153,0,374,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 607","Burnaby",69,0,168,34,149,1,421,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 608","Burnaby",91,0,125,25,132,0,373,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 609","Burnaby",59,1,153,14,145,2,374,
59002,"Burnaby--Douglas/Burnaby--Douglas"," 610","Burnaby",55,0,186,12,114,1,368,
59002,"Burnaby--Douglas/Burnaby--Douglas",,Group 1/Groupe 1,15,1,33,6,34,5,94,137
59002,"Burnaby--Douglas/Burnaby--Douglas",,Group 2/Groupe 2,115,1,201,32,245,16,610,

