Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Nina Erfani,James Ford,Brian LaBelle,Rick Szostak,Tim Uppal,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 15","Fort Saskatchewan",17,153,26,19,96,1,312,603
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 16","Fort Saskatchewan",13,84,10,20,52,0,179,344
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 17","Fort Saskatchewan",13,111,13,32,51,2,222,378
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 18","Fort Saskatchewan",19,103,28,20,47,0,217,401
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 19","Fort Saskatchewan",17,97,19,21,70,1,225,423
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 20","Fort Saskatchewan",15,100,16,19,78,0,228,413
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 21","Fort Saskatchewan",14,67,18,8,46,0,153,297
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 22","Fort Saskatchewan",23,89,19,23,71,0,225,392
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 23","Fort Saskatchewan",10,72,20,16,48,0,166,293
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 24","Fort Saskatchewan",12,54,32,15,89,1,203,376
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 25","Fort Saskatchewan",21,65,25,26,59,0,196,386
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 26","Fort Saskatchewan",10,72,13,14,86,0,195,324
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 27","Fort Saskatchewan",14,112,11,19,90,1,247,436
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 28A","Fort Saskatchewan",26,120,36,29,131,1,343,831
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 28B","Fort Saskatchewan",20,100,27,25,118,2,292,685
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 29A","Edmonton",23,13,31,47,144,0,258,659
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 29B","Edmonton",20,25,54,30,145,0,274,618
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 30","Edmonton",14,22,26,35,117,1,215,454
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 31","Edmonton",6,2,27,19,58,0,112,265
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 32","Edmonton",19,4,25,21,67,1,137,304
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 33","Edmonton",24,24,45,37,146,1,277,557
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 34","Edmonton",27,15,59,54,136,0,291,614
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 35","Edmonton",13,20,38,40,112,0,223,466
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 36","Edmonton",8,10,24,25,111,0,178,446
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 37","Edmonton",26,35,74,48,226,3,412,917
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 38","Edmonton",20,17,55,37,178,1,308,782
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 39","Edmonton",6,6,4,6,29,2,53,147
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 40","Edmonton",17,65,43,34,169,0,328,698
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 41","Edmonton",Merged with No. 42/Fusionné avec le nº 42,,,,,,,42
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 42","Edmonton",17,16,67,14,134,0,248,591
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 43","Edmonton",21,37,55,12,109,1,235,611
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 44","Edmonton",32,32,82,50,212,2,410,981
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 45","Edmonton",11,7,45,25,78,2,168,414
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 46","Edmonton",9,16,62,26,64,3,180,524
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 47","Edmonton",16,20,47,46,108,0,237,536
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 48","Edmonton",14,34,50,23,77,1,199,453
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 49","Edmonton",20,15,45,20,105,0,205,508
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 50","Edmonton",12,7,39,18,67,0,143,306
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 51","Edmonton",16,15,51,30,85,0,197,517
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 52","Edmonton",30,43,74,35,132,0,314,624
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 53A","Edmonton",22,14,65,56,114,0,271,715
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 53B","Edmonton",24,17,80,35,133,0,289,806
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 54","Edmonton",13,12,32,33,63,0,153,368
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 55","Edmonton",13,16,52,28,105,1,215,425
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 56","Edmonton",12,15,37,19,77,1,161,414
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 57","Edmonton",15,14,44,15,93,0,181,433
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 58","Edmonton",8,12,31,15,58,0,124,372
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 59","Edmonton",11,12,62,22,71,0,178,435
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 60","Edmonton",15,16,54,26,90,0,201,421
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 61","Edmonton",11,15,28,19,65,0,138,265
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 62","Edmonton",14,56,33,20,117,1,241,426
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 63","Edmonton",5,13,50,16,72,1,157,357
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 64","Edmonton",17,24,28,17,84,0,170,367
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 65","Edmonton",7,6,30,20,69,0,132,317
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 66","Edmonton",13,25,25,27,87,0,177,363
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 67","Edmonton",15,14,65,27,77,0,198,472
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 68","Edmonton",8,2,25,14,30,0,79,374
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 69","Edmonton",3,8,20,8,59,1,99,268
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 70","Edmonton",9,7,42,24,38,0,120,483
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 71","Edmonton",13,29,27,20,79,0,168,337
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 72","Edmonton",19,23,84,39,160,1,326,704
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 73","Edmonton",10,6,33,14,54,0,117,368
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 74","Edmonton",7,18,47,48,80,0,200,365
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 75","Edmonton",4,5,32,8,51,0,100,246
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 76","Edmonton",8,1,30,18,52,0,109,466
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 77","Edmonton",15,16,40,35,74,1,181,394
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 78","Edmonton",23,31,80,37,143,2,316,677
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 79","Edmonton",16,21,37,35,92,0,201,407
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 80","Edmonton",13,15,29,16,69,0,142,354
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 81","Edmonton",9,9,33,15,74,2,142,295
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 82","Edmonton",15,15,34,14,44,0,122,263
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 83","Edmonton",17,4,13,11,53,0,98,241
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 84","Edmonton",15,23,42,9,77,0,166,349
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 85","Edmonton",11,7,33,10,48,3,112,294
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 86","Edmonton",5,6,28,13,39,0,91,381
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 87","Edmonton",14,20,25,26,48,0,133,267
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 88","Edmonton",9,9,17,11,65,0,111,310
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 89","Edmonton",4,4,18,6,39,0,71,302
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 90","Edmonton",16,18,63,24,97,0,218,379
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 91","Edmonton",11,2,36,15,42,0,106,253
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 92","Edmonton",5,6,31,12,54,0,108,343
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 93","Edmonton",5,5,25,20,56,0,111,263
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 94","Edmonton",15,28,48,27,83,0,201,405
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 95A","Edmonton",18,26,49,18,102,0,213,541
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 95B","Edmonton",19,23,39,25,156,2,264,548
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 96","Akenside",21,94,55,23,121,2,316,748
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 97","East Edmonton",24,161,33,54,124,1,397,700
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98","Sherwood Park",39,89,34,18,128,0,308,668
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98-1A","Sherwood Park",18,77,31,31,99,0,256,577
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 98-1B","Sherwood Park",14,76,37,32,81,0,240,513
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 99","Sherwood Park",17,83,42,30,66,0,238,494
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 100","Sherwood Park",22,106,19,29,63,0,239,403
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 101","Sherwood Park",13,90,11,11,103,0,228,395
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 102","Sherwood Park",14,123,26,18,107,0,288,441
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 103","Sherwood Park",15,85,23,24,74,0,221,399
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 104","Sherwood Park",8,78,19,28,59,1,193,329
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105","Sherwood Park",12,168,21,25,89,1,316,561
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-1A","Sherwood Park",27,124,35,40,125,0,351,665
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 105-1B","Sherwood Park",18,106,39,39,127,1,330,617
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 106","Sherwood Park",15,65,17,11,70,0,178,339
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 107","Sherwood Park",13,66,18,12,57,0,166,330
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 108","Sherwood Park",17,58,20,19,64,0,178,343
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 109","Sherwood Park",15,59,20,20,45,0,159,280
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 110","Sherwood Park",10,133,16,21,97,1,278,495
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 110-1","Sherwood Park",14,120,21,17,101,0,273,558
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 111","Sherwood Park",21,112,22,32,66,0,253,479
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 112","Sherwood Park",14,101,26,26,54,0,221,397
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 113","Sherwood Park",20,127,31,27,62,0,267,463
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 114","Sherwood Park",31,119,21,47,84,0,302,508
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 115","Sherwood Park",25,96,30,34,72,0,257,469
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 116","Sherwood Park",20,107,14,28,56,0,225,372
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 117","Sherwood Park",24,104,23,30,40,0,221,432
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 118","Sherwood Park",13,72,11,9,39,0,144,229
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 119","Sherwood Park",22,98,33,25,57,0,235,398
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 120","Sherwood Park",14,77,28,18,39,1,177,288
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 121","Sherwood Park",6,27,17,10,20,0,80,193
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 122","Sherwood Park",21,94,36,15,79,0,245,450
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 123","Sherwood Park",31,107,35,35,55,1,264,445
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 124","Sherwood Park",15,100,17,28,65,1,226,397
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 125","Sherwood Park",15,102,29,20,55,0,221,357
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 126","Sherwood Park",26,98,23,28,74,0,249,397
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 127","Sherwood Park",12,43,20,25,66,0,166,290
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 128","Sherwood Park",23,97,25,36,85,1,267,446
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 129","Sherwood Park",13,96,24,10,38,0,181,312
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 130","Sherwood Park",27,108,37,27,58,1,258,452
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 131","Sherwood Park",16,113,15,32,54,2,232,400
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 132","Sherwood Park",17,64,20,33,59,0,193,422
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 133","Sherwood Park",11,93,22,21,61,0,208,344
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 134","Sherwood Park",17,97,28,23,54,1,220,404
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 135","Sherwood Park",26,80,18,22,79,0,225,414
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 136","Sherwood Park",15,94,25,23,47,1,205,392
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 137","Sherwood Park",16,102,22,22,50,1,213,398
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 138","Sherwood Park",40,116,24,47,78,1,306,517
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 139","Sherwood Park",14,96,15,16,53,0,194,333
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 140","Sherwood Park",12,71,22,17,52,1,175,307
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 141","Sherwood Park",17,92,39,32,65,1,246,457
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 142","Sherwood Park",20,102,24,21,63,0,230,415
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 143","Sherwood Park",22,116,28,19,67,0,252,480
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 143-1","Sherwood Park",18,98,29,10,76,1,232,477
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 144","Sherwood Park",12,106,13,38,50,0,219,369
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 145","Sherwood Park",21,140,20,35,66,0,282,427
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 146","Sherwood Park",25,113,31,26,57,0,252,440
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 147","Sherwood Park",14,160,15,30,72,0,291,484
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 148","Sherwood Park",19,158,24,26,84,0,311,547
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 149","Sherwood Park",17,163,22,18,70,1,291,518
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 150","Sherwood Park",28,144,24,34,77,1,308,476
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 151","Sherwood Park",19,114,18,47,97,0,295,500
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 152","Sherwood Park",23,108,20,29,87,2,269,423
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 153","Sherwood Park",26,146,20,35,96,1,324,547
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 153-1","Sherwood Park",15,61,12,19,36,0,143,242
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 154","Sherwood Park",11,95,16,21,45,0,188,317
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 154-1","Sherwood Park",22,189,16,39,117,2,385,629
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 155","Sherwood Park",10,100,10,32,36,0,188,299
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 156","Sherwood Park",22,68,19,17,42,0,168,288
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 157","Sherwood Park",12,50,15,23,55,1,156,328
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 158","Sherwood Park",21,50,25,20,38,0,154,307
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 159","Sherwood Park",22,62,18,28,47,0,177,299
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 160","Sherwood Park",23,77,26,30,60,0,216,358
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 161","Sherwood Park",13,52,6,21,51,0,143,262
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 162","Sherwood Park",13,54,23,25,46,0,161,321
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 163","Sherwood Park",17,45,11,18,44,0,135,285
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 164","Sherwood Park",14,79,17,23,49,0,182,294
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 165","Sherwood Park",17,83,16,17,46,0,179,319
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 166","Sherwood Park",22,74,26,31,54,0,207,381
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 167","Sherwood Park",15,75,23,36,56,0,205,347
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 168","Sherwood Park",5,59,9,6,48,0,127,230
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 169","Sherwood Park",17,123,14,27,71,0,252,395
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 170","Sherwood Park",16,38,27,19,46,0,146,280
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 171","Sherwood Park",15,83,26,6,44,0,174,313
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 172","Sherwood Park",14,61,11,17,41,0,144,268
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 173","Sherwood Park",19,113,10,29,46,1,218,336
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 174","Sherwood Park",13,112,12,26,62,0,225,379
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 175","Sherwood Park",14,86,29,19,62,0,210,330
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 176","Sherwood Park",15,72,15,31,47,0,180,298
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 177","Sherwood Park",13,81,24,19,54,0,191,323
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 178","Sherwood Park",23,67,28,22,29,1,170,306
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 179","Sherwood Park",19,110,17,35,87,0,268,460
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 180","Sherwood Park",17,69,21,18,62,0,187,377
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 181","Sherwood Park",9,178,11,43,77,0,318,490
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 182","Sherwood Park",30,228,40,42,159,1,500,866
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 183","Sherwood Park",24,135,39,47,120,2,367,685
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 183-1","Sherwood Park",31,131,37,37,151,0,387,864
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 184","Sherwood Park",7,82,20,14,57,1,181,333
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 185","Sherwood Park",10,99,15,18,59,0,201,378
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 186","Sherwood Park",15,83,21,18,78,0,215,391
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 187","Sherwood Park",9,83,10,15,60,3,180,312
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 188","Sherwood Park",21,201,26,34,125,2,409,751
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 188-1","Sherwood Park",7,87,8,11,50,0,163,289
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 189","Whitecroft",22,160,22,45,159,0,408,846
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 190","Whitecroft",36,139,12,31,118,0,336,606
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 191","Whitecroft",16,150,16,36,82,0,300,456
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 192","Whitecroft",25,111,16,25,89,0,266,488
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 193","Sherwood Park",18,123,11,12,104,0,268,394
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 400","Edmonton",17,9,26,29,47,6,134,138
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 500","Mobile poll/Bureau itinérant",3,20,8,16,40,1,88,149
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 501","Mobile poll/Bureau itinérant",1,43,12,20,58,0,134,245
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 502","Mobile poll/Bureau itinérant",1,23,7,20,47,1,99,139
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 503","Mobile poll/Bureau itinérant",3,45,5,12,22,0,87,130
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 600","Fort Saskatchewan",9,137,32,25,89,2,294,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 601","Fort Saskatchewan--Strathcona County",17,105,24,26,104,0,276,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 602","Edmonton",17,15,25,25,154,1,237,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 603","Edmonton",9,29,18,14,81,0,151,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 604","Edmonton",20,25,51,36,129,0,261,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 605","Edmonton",25,32,65,29,175,1,327,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 606","Edmonton--Strathcona County",5,39,12,3,91,0,150,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 607","Strathcona County",24,146,32,30,184,0,416,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 608","Strathcona County",12,75,7,21,56,2,173,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 609","Strathcona County",27,177,26,46,113,0,389,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 610","Strathcona County",25,172,18,32,133,0,380,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 611","Strathcona County",8,62,10,9,39,0,128,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 612","Strathcona County",24,209,26,48,177,0,484,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park"," 613","Strathcona County",12,57,7,22,92,0,190,
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park",,Group 1/Groupe 1,15,3,12,31,79,8,148,299
48016,"Edmonton--Sherwood Park/Edmonton--Sherwood Park",,Group 2/Groupe 2,34,124,36,56,153,28,431,

