Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jean-Serge Brisson,Hijal De Sarkar,Qais Ghanem,Al Gullon,David McGuinty,Elie Salibi,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35064,"Ottawa South/Ottawa-Sud"," 29","Ottawa",0,5,20,2,131,59,3,220,373
35064,"Ottawa South/Ottawa-Sud"," 30","Ottawa",0,26,24,1,129,59,0,239,378
35064,"Ottawa South/Ottawa-Sud"," 31","Ottawa",0,13,14,0,129,59,0,215,350
35064,"Ottawa South/Ottawa-Sud"," 32","Ottawa",0,17,21,1,135,70,1,245,361
35064,"Ottawa South/Ottawa-Sud"," 33","Ottawa",3,16,22,2,105,62,0,210,355
35064,"Ottawa South/Ottawa-Sud"," 34","Ottawa",0,28,20,2,111,56,0,217,346
35064,"Ottawa South/Ottawa-Sud"," 35","Ottawa",1,23,7,1,69,78,0,179,373
35064,"Ottawa South/Ottawa-Sud"," 36","Ottawa",1,14,6,1,129,46,3,200,361
35064,"Ottawa South/Ottawa-Sud"," 37","Ottawa",0,11,28,1,111,66,1,218,357
35064,"Ottawa South/Ottawa-Sud"," 38","Ottawa",0,11,7,2,102,46,0,168,333
35064,"Ottawa South/Ottawa-Sud"," 39","Ottawa",0,7,12,3,135,66,1,224,353
35064,"Ottawa South/Ottawa-Sud"," 40","Ottawa",0,18,16,3,155,129,1,322,520
35064,"Ottawa South/Ottawa-Sud"," 41","Ottawa",3,23,10,0,73,48,1,158,266
35064,"Ottawa South/Ottawa-Sud"," 42","Ottawa",2,10,12,0,117,40,0,181,322
35064,"Ottawa South/Ottawa-Sud"," 43","Ottawa",0,8,15,2,131,62,0,218,357
35064,"Ottawa South/Ottawa-Sud"," 44","Ottawa",2,4,8,1,116,62,1,194,330
35064,"Ottawa South/Ottawa-Sud"," 45","Ottawa",7,28,18,2,125,94,1,275,421
35064,"Ottawa South/Ottawa-Sud"," 46","Ottawa",1,24,11,0,120,72,2,230,437
35064,"Ottawa South/Ottawa-Sud"," 47","Ottawa",0,8,19,1,101,74,1,204,335
35064,"Ottawa South/Ottawa-Sud"," 48","Ottawa",0,10,18,2,130,62,0,222,374
35064,"Ottawa South/Ottawa-Sud"," 49","Ottawa",1,10,16,0,111,62,1,201,376
35064,"Ottawa South/Ottawa-Sud"," 50","Ottawa",1,11,17,2,116,83,0,230,347
35064,"Ottawa South/Ottawa-Sud"," 51","Ottawa",1,21,25,0,119,77,0,243,362
35064,"Ottawa South/Ottawa-Sud"," 52","Ottawa",1,14,19,1,119,81,0,235,363
35064,"Ottawa South/Ottawa-Sud"," 53","Ottawa",0,14,17,1,113,74,2,221,344
35064,"Ottawa South/Ottawa-Sud"," 54","Ottawa",4,27,17,3,111,104,0,266,366
35064,"Ottawa South/Ottawa-Sud"," 55","Ottawa",2,20,12,1,109,51,2,197,358
35064,"Ottawa South/Ottawa-Sud"," 56","Ottawa",0,24,20,3,95,63,3,208,371
35064,"Ottawa South/Ottawa-Sud"," 57","Ottawa",1,24,18,2,112,71,0,228,353
35064,"Ottawa South/Ottawa-Sud"," 58","Ottawa",1,15,12,1,106,101,0,236,387
35064,"Ottawa South/Ottawa-Sud"," 59","Ottawa",1,27,11,0,97,75,0,211,400
35064,"Ottawa South/Ottawa-Sud"," 60","Ottawa",0,13,10,3,96,65,3,190,335
35064,"Ottawa South/Ottawa-Sud"," 61","Ottawa",0,14,7,0,98,51,0,170,372
35064,"Ottawa South/Ottawa-Sud"," 62","Ottawa",0,9,8,3,101,47,3,171,360
35064,"Ottawa South/Ottawa-Sud"," 63","Ottawa",0,14,11,3,101,59,1,189,413
35064,"Ottawa South/Ottawa-Sud"," 64","Ottawa",1,10,5,4,63,67,1,151,356
35064,"Ottawa South/Ottawa-Sud"," 65","Ottawa",1,22,15,6,91,81,3,219,397
35064,"Ottawa South/Ottawa-Sud"," 66","Ottawa",3,28,18,2,84,80,0,215,387
35064,"Ottawa South/Ottawa-Sud"," 67","Ottawa",1,20,10,1,67,32,1,132,466
35064,"Ottawa South/Ottawa-Sud"," 68","Ottawa",2,19,1,3,67,26,2,120,372
35064,"Ottawa South/Ottawa-Sud"," 69","Ottawa",2,17,4,6,90,30,2,151,300
35064,"Ottawa South/Ottawa-Sud"," 70","Ottawa",0,15,12,2,126,106,0,261,397
35064,"Ottawa South/Ottawa-Sud"," 71","Ottawa",2,15,9,2,106,58,1,193,335
35064,"Ottawa South/Ottawa-Sud"," 72","Ottawa",0,19,13,1,110,69,1,213,356
35064,"Ottawa South/Ottawa-Sud"," 73","Ottawa",0,23,4,3,107,33,1,171,398
35064,"Ottawa South/Ottawa-Sud"," 74","Ottawa",1,15,12,3,125,66,0,222,422
35064,"Ottawa South/Ottawa-Sud"," 75","Ottawa",0,34,15,4,71,51,2,177,323
35064,"Ottawa South/Ottawa-Sud"," 76","Ottawa",3,49,13,6,120,81,1,273,432
35064,"Ottawa South/Ottawa-Sud"," 77","Ottawa",2,21,8,4,88,65,1,189,355
35064,"Ottawa South/Ottawa-Sud"," 78","Ottawa",0,17,10,6,76,63,2,174,253
35064,"Ottawa South/Ottawa-Sud"," 79","Ottawa",2,17,11,5,97,66,2,200,398
35064,"Ottawa South/Ottawa-Sud"," 80","Ottawa",4,28,15,4,132,85,5,273,411
35064,"Ottawa South/Ottawa-Sud"," 81","Ottawa",2,33,23,4,116,51,1,230,423
35064,"Ottawa South/Ottawa-Sud"," 82","Ottawa",2,40,13,5,120,80,4,264,446
35064,"Ottawa South/Ottawa-Sud"," 83","Ottawa",1,40,16,1,87,68,2,215,358
35064,"Ottawa South/Ottawa-Sud"," 84","Ottawa",2,45,20,2,105,83,1,258,477
35064,"Ottawa South/Ottawa-Sud"," 85","Ottawa",4,20,20,1,102,77,3,227,390
35064,"Ottawa South/Ottawa-Sud"," 86","Ottawa",0,17,19,3,142,77,4,262,400
35064,"Ottawa South/Ottawa-Sud"," 87","Ottawa",0,29,7,2,69,34,0,141,277
35064,"Ottawa South/Ottawa-Sud"," 88","Ottawa",2,14,9,5,123,61,0,214,396
35064,"Ottawa South/Ottawa-Sud"," 89","Ottawa",1,11,15,3,85,66,3,184,302
35064,"Ottawa South/Ottawa-Sud"," 90","Ottawa",3,19,29,6,141,80,3,281,403
35064,"Ottawa South/Ottawa-Sud"," 91","Ottawa",1,35,16,0,104,63,0,219,465
35064,"Ottawa South/Ottawa-Sud"," 92","Ottawa",2,49,32,2,101,60,1,247,513
35064,"Ottawa South/Ottawa-Sud"," 93","Ottawa",0,19,32,2,143,68,1,265,401
35064,"Ottawa South/Ottawa-Sud"," 94","Ottawa",0,16,23,6,166,68,2,281,425
35064,"Ottawa South/Ottawa-Sud"," 95","Ottawa",0,13,22,1,118,95,1,250,362
35064,"Ottawa South/Ottawa-Sud"," 96","Ottawa",0,14,12,0,115,82,1,224,318
35064,"Ottawa South/Ottawa-Sud"," 97","Ottawa",1,6,18,0,100,90,0,215,345
35064,"Ottawa South/Ottawa-Sud"," 98","Ottawa",0,10,22,4,136,73,3,248,365
35064,"Ottawa South/Ottawa-Sud"," 99","Ottawa",1,9,17,1,115,83,3,229,362
35064,"Ottawa South/Ottawa-Sud"," 100","Ottawa",0,13,14,2,127,92,0,248,343
35064,"Ottawa South/Ottawa-Sud"," 101","Ottawa",0,20,20,1,84,53,2,180,298
35064,"Ottawa South/Ottawa-Sud"," 102","Ottawa",0,11,19,4,101,82,1,218,361
35064,"Ottawa South/Ottawa-Sud"," 103","Ottawa",0,12,10,3,92,83,2,202,346
35064,"Ottawa South/Ottawa-Sud"," 104","Ottawa",0,17,9,1,110,86,0,223,449
35064,"Ottawa South/Ottawa-Sud"," 105","Ottawa",0,9,9,2,147,88,3,258,471
35064,"Ottawa South/Ottawa-Sud"," 106","Ottawa",2,25,10,2,116,49,1,205,472
35064,"Ottawa South/Ottawa-Sud"," 107","Ottawa",2,25,7,0,93,56,2,185,430
35064,"Ottawa South/Ottawa-Sud"," 108","Ottawa",0,19,4,0,71,14,0,108,247
35064,"Ottawa South/Ottawa-Sud"," 109","Ottawa",2,8,11,2,87,33,2,145,361
35064,"Ottawa South/Ottawa-Sud"," 110","Ottawa",0,15,2,1,131,9,0,158,357
35064,"Ottawa South/Ottawa-Sud"," 111","Ottawa",0,37,11,0,71,45,0,164,456
35064,"Ottawa South/Ottawa-Sud"," 112","Ottawa",1,25,12,0,100,29,1,168,410
35064,"Ottawa South/Ottawa-Sud"," 113","Ottawa",0,26,14,2,106,17,0,165,401
35064,"Ottawa South/Ottawa-Sud"," 114","Ottawa",1,12,7,1,86,44,3,154,368
35064,"Ottawa South/Ottawa-Sud"," 115","Ottawa",2,54,23,8,108,66,2,263,430
35064,"Ottawa South/Ottawa-Sud"," 116","Ottawa",1,41,12,6,103,53,2,218,447
35064,"Ottawa South/Ottawa-Sud"," 117","Ottawa",0,18,9,5,163,31,3,229,453
35064,"Ottawa South/Ottawa-Sud"," 118","Ottawa",1,33,23,0,104,69,1,231,473
35064,"Ottawa South/Ottawa-Sud"," 119","Ottawa",2,32,13,6,113,57,0,223,437
35064,"Ottawa South/Ottawa-Sud"," 120","Ottawa",5,24,10,7,112,71,3,232,386
35064,"Ottawa South/Ottawa-Sud"," 121","Ottawa",3,42,13,3,91,33,6,191,457
35064,"Ottawa South/Ottawa-Sud"," 122","Ottawa",0,8,8,3,119,109,2,249,345
35064,"Ottawa South/Ottawa-Sud"," 123","Ottawa",1,12,11,3,98,66,0,191,340
35064,"Ottawa South/Ottawa-Sud"," 124","Ottawa",2,10,19,3,86,77,1,198,364
35064,"Ottawa South/Ottawa-Sud"," 125","Ottawa",0,6,22,3,122,77,0,230,409
35064,"Ottawa South/Ottawa-Sud"," 126","Ottawa",0,15,8,2,91,77,2,195,338
35064,"Ottawa South/Ottawa-Sud"," 127","Ottawa",1,6,9,1,128,67,1,213,333
35064,"Ottawa South/Ottawa-Sud"," 128","Ottawa",1,24,26,0,106,88,1,246,403
35064,"Ottawa South/Ottawa-Sud"," 129","Ottawa",1,24,19,3,81,34,0,162,397
35064,"Ottawa South/Ottawa-Sud"," 130","Ottawa",1,33,15,0,72,45,0,166,371
35064,"Ottawa South/Ottawa-Sud"," 131","Ottawa",1,16,7,0,85,54,0,163,299
35064,"Ottawa South/Ottawa-Sud"," 132","Ottawa",0,27,14,2,124,75,1,243,390
35064,"Ottawa South/Ottawa-Sud"," 133","Ottawa",1,14,23,12,102,88,0,240,418
35064,"Ottawa South/Ottawa-Sud"," 134","Ottawa",1,35,12,2,94,44,1,189,400
35064,"Ottawa South/Ottawa-Sud"," 135","Ottawa",0,30,11,0,95,62,0,198,433
35064,"Ottawa South/Ottawa-Sud"," 136","Ottawa",1,20,11,6,114,77,4,233,522
35064,"Ottawa South/Ottawa-Sud"," 137","Ottawa",1,19,13,1,121,25,0,180,328
35064,"Ottawa South/Ottawa-Sud"," 138","Ottawa",2,35,19,1,104,79,0,240,418
35064,"Ottawa South/Ottawa-Sud"," 139","Ottawa",1,41,17,2,112,71,1,245,457
35064,"Ottawa South/Ottawa-Sud"," 140","Ottawa",0,10,25,1,160,102,1,299,468
35064,"Ottawa South/Ottawa-Sud"," 141","Ottawa",1,11,22,2,144,80,0,260,414
35064,"Ottawa South/Ottawa-Sud"," 142","Ottawa",2,30,41,4,147,88,2,314,509
35064,"Ottawa South/Ottawa-Sud"," 143","Ottawa",0,7,16,1,134,96,1,255,431
35064,"Ottawa South/Ottawa-Sud"," 144","Ottawa",2,9,15,1,146,83,1,257,458
35064,"Ottawa South/Ottawa-Sud"," 145","Gloucester",0,20,11,3,17,63,0,114,211
35064,"Ottawa South/Ottawa-Sud"," 146","Gloucester",0,7,18,1,98,56,1,181,300
35064,"Ottawa South/Ottawa-Sud"," 147","Ottawa",0,10,11,5,21,63,1,111,255
35064,"Ottawa South/Ottawa-Sud"," 148","Gloucester",0,12,6,6,14,62,0,100,218
35064,"Ottawa South/Ottawa-Sud"," 149","Ottawa",4,16,11,6,127,117,6,287,418
35064,"Ottawa South/Ottawa-Sud"," 150","Ottawa",0,31,21,1,125,94,2,274,476
35064,"Ottawa South/Ottawa-Sud"," 151","Ottawa",2,17,14,1,118,131,0,283,400
35064,"Ottawa South/Ottawa-Sud"," 152","Ottawa",0,27,16,1,136,83,2,265,410
35064,"Ottawa South/Ottawa-Sud"," 153","Ottawa",1,17,15,0,108,90,1,232,449
35064,"Ottawa South/Ottawa-Sud"," 154","Ottawa",0,26,14,5,117,85,1,248,493
35064,"Ottawa South/Ottawa-Sud"," 155","Ottawa",2,27,21,1,102,96,0,249,377
35064,"Ottawa South/Ottawa-Sud"," 156","Ottawa",0,30,12,0,117,100,2,261,387
35064,"Ottawa South/Ottawa-Sud"," 157","Ottawa",0,14,4,2,72,49,2,143,342
35064,"Ottawa South/Ottawa-Sud"," 158","Ottawa",2,26,8,2,83,85,3,209,383
35064,"Ottawa South/Ottawa-Sud"," 159","Ottawa",0,16,3,1,101,43,2,166,304
35064,"Ottawa South/Ottawa-Sud"," 160","Ottawa",1,12,9,0,126,38,0,186,348
35064,"Ottawa South/Ottawa-Sud"," 161","Ottawa",1,18,13,1,118,52,1,204,358
35064,"Ottawa South/Ottawa-Sud"," 162","Ottawa",2,24,30,1,133,92,0,282,497
35064,"Ottawa South/Ottawa-Sud"," 163","Ottawa",1,17,11,0,106,55,2,192,389
35064,"Ottawa South/Ottawa-Sud"," 164","Ottawa",0,9,15,3,119,60,4,210,429
35064,"Ottawa South/Ottawa-Sud"," 165","Ottawa",2,24,16,3,103,65,1,214,380
35064,"Ottawa South/Ottawa-Sud"," 166","Ottawa",1,20,21,1,143,81,6,273,474
35064,"Ottawa South/Ottawa-Sud"," 167","Ottawa",0,34,19,3,58,60,0,174,371
35064,"Ottawa South/Ottawa-Sud"," 168","Ottawa",0,29,16,5,172,97,2,321,557
35064,"Ottawa South/Ottawa-Sud"," 169","Ottawa",0,16,15,3,167,83,0,284,480
35064,"Ottawa South/Ottawa-Sud"," 170","Ottawa",1,19,16,2,127,93,0,258,476
35064,"Ottawa South/Ottawa-Sud"," 171","Ottawa",0,11,13,0,155,118,3,300,433
35064,"Ottawa South/Ottawa-Sud"," 171-1","Ottawa",1,22,13,0,122,62,1,221,337
35064,"Ottawa South/Ottawa-Sud"," 172","Ottawa",1,25,12,3,146,90,2,279,464
35064,"Ottawa South/Ottawa-Sud"," 173","Ottawa",2,20,14,1,157,66,1,261,456
35064,"Ottawa South/Ottawa-Sud"," 174","Ottawa",1,18,22,1,148,98,3,291,519
35064,"Ottawa South/Ottawa-Sud"," 175","Ottawa",0,15,20,2,153,97,1,288,460
35064,"Ottawa South/Ottawa-Sud"," 176","Ottawa",0,12,18,6,139,96,0,271,475
35064,"Ottawa South/Ottawa-Sud"," 177","Ottawa",2,22,13,3,170,90,0,300,526
35064,"Ottawa South/Ottawa-Sud"," 178","Ottawa",2,30,16,1,146,73,2,270,440
35064,"Ottawa South/Ottawa-Sud"," 179","Ottawa",1,17,14,0,144,55,0,231,428
35064,"Ottawa South/Ottawa-Sud"," 180","Ottawa",0,14,16,0,124,115,2,271,483
35064,"Ottawa South/Ottawa-Sud"," 181","Ottawa",2,14,23,1,179,156,0,375,576
35064,"Ottawa South/Ottawa-Sud"," 182","Ottawa",1,22,13,0,105,81,1,223,390
35064,"Ottawa South/Ottawa-Sud"," 183","Ottawa",1,32,10,0,150,111,3,307,531
35064,"Ottawa South/Ottawa-Sud"," 184","Ottawa",0,22,23,1,124,80,0,250,457
35064,"Ottawa South/Ottawa-Sud"," 185","Gloucester",0,24,13,1,52,42,0,132,336
35064,"Ottawa South/Ottawa-Sud"," 186","Gloucester",0,15,6,5,82,77,3,188,354
35064,"Ottawa South/Ottawa-Sud"," 187","Gloucester",1,24,26,1,116,65,0,233,419
35064,"Ottawa South/Ottawa-Sud"," 188","Ottawa",1,23,13,4,89,66,0,196,432
35064,"Ottawa South/Ottawa-Sud"," 189","Gloucester",1,11,9,0,60,44,1,126,303
35064,"Ottawa South/Ottawa-Sud"," 190","Gloucester",0,15,8,4,64,80,0,171,467
35064,"Ottawa South/Ottawa-Sud"," 191","Gloucester",1,45,17,5,107,75,1,251,453
35064,"Ottawa South/Ottawa-Sud"," 192","Gloucester",2,27,7,0,50,37,0,123,309
35064,"Ottawa South/Ottawa-Sud"," 193","Gloucester",1,24,4,1,75,53,1,159,356
35064,"Ottawa South/Ottawa-Sud"," 194","Gloucester",1,12,15,1,116,86,1,232,424
35064,"Ottawa South/Ottawa-Sud"," 195","Gloucester",2,16,17,1,95,108,0,239,384
35064,"Ottawa South/Ottawa-Sud"," 196","Gloucester",3,18,25,1,106,124,0,277,446
35064,"Ottawa South/Ottawa-Sud"," 197","Gloucester",0,17,8,0,77,47,0,149,267
35064,"Ottawa South/Ottawa-Sud"," 198","Gloucester",3,32,21,2,114,106,0,278,462
35064,"Ottawa South/Ottawa-Sud"," 199","Gloucester",0,17,8,1,92,96,0,214,398
35064,"Ottawa South/Ottawa-Sud"," 200","Gloucester",0,27,15,2,78,102,1,225,417
35064,"Ottawa South/Ottawa-Sud"," 201","Gloucester",1,19,15,0,94,71,2,202,364
35064,"Ottawa South/Ottawa-Sud"," 202","Gloucester",1,15,15,3,94,97,1,226,409
35064,"Ottawa South/Ottawa-Sud"," 203A","Gloucester",1,17,17,0,92,84,3,214,383
35064,"Ottawa South/Ottawa-Sud"," 203B","Gloucester",0,22,10,4,81,71,1,189,391
35064,"Ottawa South/Ottawa-Sud"," 204","Gloucester",1,11,11,1,166,104,0,294,494
35064,"Ottawa South/Ottawa-Sud"," 205","Gloucester",0,14,14,5,151,134,1,319,504
35064,"Ottawa South/Ottawa-Sud"," 206","Gloucester",0,11,11,1,99,115,0,237,368
35064,"Ottawa South/Ottawa-Sud"," 207","Gloucester",2,21,17,5,76,55,0,176,321
35064,"Ottawa South/Ottawa-Sud"," 208","Gloucester",2,20,7,3,103,116,1,252,426
35064,"Ottawa South/Ottawa-Sud"," 209","Gloucester",1,23,26,7,85,134,6,282,472
35064,"Ottawa South/Ottawa-Sud"," 400","Ottawa",0,11,5,6,119,87,1,229,315
35064,"Ottawa South/Ottawa-Sud"," 401","Ottawa",1,11,4,3,123,94,2,238,308
35064,"Ottawa South/Ottawa-Sud"," 402","Ottawa",0,6,4,3,98,81,1,193,275
35064,"Ottawa South/Ottawa-Sud"," 403","Ottawa",4,39,24,1,141,47,3,259,375
35064,"Ottawa South/Ottawa-Sud"," 404","Ottawa",3,34,27,2,109,51,0,226,332
35064,"Ottawa South/Ottawa-Sud"," 405","Ottawa",2,35,17,1,102,49,3,209,280
35064,"Ottawa South/Ottawa-Sud"," 406","Ottawa",0,30,16,1,85,48,3,183,280
35064,"Ottawa South/Ottawa-Sud"," 407","Ottawa",0,54,19,3,116,52,2,246,392
35064,"Ottawa South/Ottawa-Sud"," 408","Ottawa",3,22,2,0,90,9,3,129,275
35064,"Ottawa South/Ottawa-Sud"," 500","Mobile poll/Bureau itinérant",0,11,4,9,54,53,2,133,266
35064,"Ottawa South/Ottawa-Sud"," 501","Mobile poll/Bureau itinérant",1,3,6,6,55,37,1,109,182
35064,"Ottawa South/Ottawa-Sud"," 502","Mobile poll/Bureau itinérant",1,2,3,2,41,25,1,75,107
35064,"Ottawa South/Ottawa-Sud"," 503","Mobile poll/Bureau itinérant",0,4,5,5,68,54,0,136,170
35064,"Ottawa South/Ottawa-Sud"," 600","Ottawa",1,27,46,9,284,220,5,592,
35064,"Ottawa South/Ottawa-Sud"," 601","Ottawa",0,24,43,3,353,244,1,668,
35064,"Ottawa South/Ottawa-Sud"," 602","Ottawa",0,27,13,0,225,180,4,449,
35064,"Ottawa South/Ottawa-Sud"," 603","Ottawa",0,22,25,2,413,295,6,763,
35064,"Ottawa South/Ottawa-Sud"," 604","Ottawa",2,16,16,4,177,157,3,375,
35064,"Ottawa South/Ottawa-Sud"," 605","Ottawa",1,44,34,9,330,319,4,741,
35064,"Ottawa South/Ottawa-Sud"," 606","Ottawa",0,26,30,5,268,278,0,607,
35064,"Ottawa South/Ottawa-Sud"," 607","Ottawa",1,33,23,3,228,139,2,429,
35064,"Ottawa South/Ottawa-Sud"," 608","Ottawa--Gloucester",0,28,24,6,224,240,6,528,
35064,"Ottawa South/Ottawa-Sud"," 609","Ottawa--Gloucester",1,33,39,7,267,255,0,602,
35064,"Ottawa South/Ottawa-Sud"," 610","Ottawa",2,47,58,12,402,315,5,841,
35064,"Ottawa South/Ottawa-Sud"," 611","Ottawa",2,28,31,7,308,306,0,682,
35064,"Ottawa South/Ottawa-Sud"," 612","Gloucester",4,53,42,10,349,411,4,873,
35064,"Ottawa South/Ottawa-Sud",,Group 1/Groupe 1,6,18,34,28,159,172,9,426,852
35064,"Ottawa South/Ottawa-Sud",,Group 2/Groupe 2,1,40,57,9,441,276,7,831,

