Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Justin Chatwin,Andrew James,Joe Oliver,Joseph Volpe,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 52","North York",22,8,32,73,3,138,370
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 53","North York",15,9,29,44,0,97,263
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 54","North York",18,6,41,63,1,129,329
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 55","North York",24,9,49,56,1,139,298
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 56","North York",11,5,46,94,0,156,532
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 57","North York",14,13,27,69,0,123,312
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 58","North York",21,10,38,78,2,149,409
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 59A","North York",Merged with No. 105/Fusionné avec le nº 105,,,,,,39
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 59B","North York",26,7,39,57,0,129,196
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 60","North York",Void/Supprimé,,,,,,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 61A","North York",5,3,23,45,0,76,195
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 61B","North York",Merged with No. 416/Fusionné avec le nº 416,,,,,,147
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 62","North York",13,7,52,65,0,137,415
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 63","North York",14,16,40,84,0,154,459
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 64","North York",20,13,37,65,0,135,395
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 65","North York",25,4,39,82,2,152,347
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 66","North York",22,1,18,90,1,132,438
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 67","North York",36,10,26,118,1,191,534
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 68","North York",15,7,16,79,0,117,310
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 69","North York",14,5,32,126,0,177,381
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 70","North York",26,21,58,88,1,194,511
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 70-1","North York",12,14,47,116,3,192,366
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 71","North York",Void/Supprimé,,,,,,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 72","North York",20,12,47,119,3,201,365
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 73","North York",23,11,31,122,4,191,308
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 74A","North York",20,14,43,143,3,223,449
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 74B","North York",2,1,5,58,1,67,176
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 75","North York",24,14,57,124,3,222,360
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 76","North York",20,13,43,91,1,168,347
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 77","North York",16,12,28,97,1,154,438
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 78","North York",18,8,40,58,0,124,598
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 79","North York",15,7,22,42,0,86,243
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 80","North York",25,19,80,80,0,204,473
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 81","North York",18,17,53,116,1,205,366
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 82","North York",25,14,38,132,2,211,384
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 83","North York",49,13,43,126,3,234,521
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 84","North York",48,19,75,114,1,257,574
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 85","North York",26,10,38,124,2,200,395
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 86","North York",21,17,60,133,1,232,492
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 87","North York",22,7,50,117,0,196,357
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 88","North York",26,15,37,110,3,191,302
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 89","North York",21,9,29,75,2,136,299
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 90","North York",19,9,69,67,2,166,459
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 91","North York",7,4,32,34,1,78,373
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 92","North York",10,17,78,69,2,176,415
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 93","North York",14,19,92,58,1,184,380
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 94","Toronto",14,61,178,175,0,428,715
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 95","Toronto",12,45,116,119,0,292,433
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 96","Toronto",20,27,46,83,1,177,327
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 97","Toronto",13,14,87,112,0,226,331
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 98","Toronto",18,39,121,110,0,288,390
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 99","Toronto",8,18,109,62,0,197,417
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 100","North York",3,5,21,15,0,44,465
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 101","North York",2,4,51,36,0,93,421
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 102","North York",12,12,27,51,0,102,451
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 103","North York",11,6,57,53,0,127,401
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 104","North York",10,5,36,41,1,93,365
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 105","North York",15,8,42,29,3,97,326
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 106","North York",4,11,113,51,0,179,437
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 107","Toronto",6,21,121,76,0,224,423
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 108","Toronto",7,24,69,76,0,176,378
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 109","Toronto",10,28,115,135,0,288,407
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 110","Toronto",5,13,111,79,0,208,341
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 111","Toronto",8,32,94,105,2,241,435
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 112","Toronto",12,23,88,111,3,237,423
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 113","Toronto",19,33,94,133,0,279,446
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 114","Toronto",16,32,82,85,0,215,385
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 115","Toronto",4,12,88,53,0,157,377
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 116","York",23,20,43,124,0,210,478
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 117","York",33,12,47,133,3,228,489
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 118","York",35,4,51,132,2,224,517
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 119","York",38,18,59,140,5,260,594
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 120","York",Void/Supprimé,,,,,,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 121","York",35,16,38,83,3,175,491
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 122","York",19,14,42,114,1,190,442
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 123","York",22,28,54,94,1,199,430
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 124","York",42,11,38,119,0,210,430
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 125","York",30,28,102,188,1,349,714
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 126","York",35,16,40,77,4,172,420
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 127","York",37,13,44,98,1,193,491
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 128","York",19,15,30,100,2,166,416
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 129","York",9,10,35,63,0,117,222
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 130","York",22,7,23,77,0,129,207
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 131A","York",Merged with No. 130/Fusionné avec le nº 130,,,,,,112
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 131B","York",18,20,38,43,2,121,187
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 132","North York",31,11,53,187,0,282,485
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 133","North York",20,19,28,82,3,152,308
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 134","North York",2,7,73,49,0,131,492
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 135","Toronto",30,16,36,81,1,164,354
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 136","Toronto",33,20,43,67,0,163,315
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 137","Toronto",11,14,59,113,1,198,362
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 138","Toronto",Void/Supprimé,,,,,,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 139","Toronto",12,26,150,85,1,274,466
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 140","Toronto",6,10,130,49,0,195,423
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 141","Toronto",6,4,61,24,0,95,213
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 142","Toronto",7,12,123,81,1,224,422
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 143","Toronto",4,13,95,57,0,169,359
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 144","Toronto",27,12,82,62,3,186,362
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 145","Toronto",10,10,55,73,0,148,350
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 146","Toronto",25,12,45,59,0,141,371
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 147","Toronto",19,12,41,57,0,129,316
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 148","Toronto",32,22,71,84,0,209,408
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 149","Toronto",15,19,35,50,3,122,323
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 150","Toronto",6,8,103,95,0,212,381
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 151","Toronto",39,19,95,140,1,294,588
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 152","Toronto",20,10,45,67,0,142,393
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 153","Toronto",10,14,31,45,0,100,319
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 154","Toronto",6,5,118,69,2,200,375
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 155","Toronto",28,12,54,75,3,172,384
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 156","Toronto",8,23,131,120,3,285,505
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 157","Toronto",12,25,98,111,0,246,350
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 158","Toronto",21,27,90,111,2,251,397
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 159","Toronto",6,17,54,71,0,148,278
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 160","Toronto",15,16,59,106,1,197,318
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 161","Toronto",7,25,85,105,0,222,377
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 162","Toronto",18,22,57,84,0,181,356
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 163","Toronto",21,22,99,124,1,267,428
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 164","Toronto",20,32,118,115,1,286,494
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 165","Toronto",11,37,73,103,0,224,404
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 166","Toronto",16,46,80,89,0,231,387
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 167","Toronto",9,25,23,44,0,101,238
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 168","Toronto",16,34,45,81,0,176,418
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 169","Toronto",27,28,49,110,1,215,419
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 170A","Toronto",19,21,51,76,0,167,306
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 170B","Toronto",28,8,8,42,1,87,119
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 170-1","Toronto",5,12,23,48,0,88,151
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 171","Toronto",34,34,64,133,1,266,461
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 172","Toronto",11,12,28,36,0,87,266
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 400","North York",1,3,90,47,0,141,208
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 401","North York",2,0,4,3,0,9,130
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 402","North York",Merged with No. 401/Fusionné avec le nº 401,,,,,,260
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 403","North York",0,0,0,0,0,0,180
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 404","North York",12,1,30,47,0,90,194
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 405","North York",8,4,16,88,0,116,169
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 406","North York",57,29,70,152,1,309,467
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 407","North York",15,14,21,107,5,162,211
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 408","North York",26,21,50,90,2,189,296
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 409","York",46,28,84,151,0,309,510
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 410","York",23,8,43,73,0,147,282
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 411","York",33,10,41,97,1,182,291
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 412","York",43,30,66,120,2,261,465
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 413","North York",31,3,28,65,1,128,310
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 414","York",19,10,19,61,0,109,216
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 415","York",58,26,74,105,0,263,394
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 416","North York",16,7,73,80,3,179,191
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 417","Toronto",18,5,40,27,0,90,178
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 418","Toronto",8,6,53,51,1,119,189
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 419","Toronto",5,8,38,29,0,80,140
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 600","North York",30,49,503,318,4,904,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 601","North York--Toronto",14,38,227,135,2,416,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 602","North York",33,46,259,253,5,596,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 603","North York",40,19,202,143,4,408,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 604","North York--Toronto",40,13,189,147,0,389,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 605","York--North York",35,73,620,340,1,1069,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 606","Toronto",40,17,155,175,1,388,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 607","Toronto",30,26,373,208,0,637,
35019,"Eglinton--Lawrence/Eglinton--Lawrence"," 608","North York",34,53,282,291,4,664,
35019,"Eglinton--Lawrence/Eglinton--Lawrence",,Group 1/Groupe 1,12,11,39,42,8,112,171
35019,"Eglinton--Lawrence/Eglinton--Lawrence",,Group 2/Groupe 2,101,65,1639,589,12,2406,

