Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Peter Julian,Gerry Lenoski,Carrie McLaren,Sam Rakhra,Joseph Theriault,Ismet Yetisen,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 125-2","New Westminster",65,30,20,63,0,0,1,179,265
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 126","New Westminster",120,42,18,66,0,0,7,253,415
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 127","New Westminster",197,35,27,78,0,3,0,340,476
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 128","New Westminster",177,35,22,65,1,1,0,301,480
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 129","New Westminster",137,27,19,64,0,1,3,251,421
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 130","New Westminster",102,21,28,50,0,0,3,204,382
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 131","New Westminster",102,25,22,48,0,0,0,197,389
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 132","New Westminster",181,35,19,65,1,0,1,302,449
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 133","New Westminster",115,27,30,52,2,1,1,228,409
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 134","New Westminster",83,16,18,35,3,1,1,157,346
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 135","New Westminster",62,11,6,51,1,0,1,132,309
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 136","New Westminster",108,13,18,37,0,1,0,177,404
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 137","New Westminster",75,17,20,28,0,0,0,140,324
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 138","New Westminster",84,35,26,111,0,1,0,257,509
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 139","New Westminster",107,55,27,95,0,0,1,285,457
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 139-1","New Westminster",Merged with No. 139/Fusionné avec le nº 139,,,,,,,,23
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 140","New Westminster",82,40,21,74,0,0,0,217,379
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 141","New Westminster",70,39,17,78,3,2,0,209,366
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 142","New Westminster",65,23,18,83,1,0,0,190,314
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 143","New Westminster",78,17,6,48,0,1,0,150,345
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 144","New Westminster",116,30,15,54,0,0,2,217,482
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 145","New Westminster",122,15,21,46,0,1,1,206,429
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 146","New Westminster",93,31,27,50,0,0,0,201,424
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 147","New Westminster",103,16,14,35,1,0,0,169,358
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 148","New Westminster",99,20,13,36,1,1,1,171,331
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 149","New Westminster",181,36,27,86,1,0,0,331,652
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 150","New Westminster",91,21,14,45,0,1,0,172,414
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 151","New Westminster",125,36,30,80,0,0,1,272,549
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 152","New Westminster",74,36,22,106,1,0,0,239,440
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 153","New Westminster",55,13,12,40,0,0,0,120,234
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 154","New Westminster",116,20,30,47,0,2,0,215,483
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 155","New Westminster",103,22,12,62,0,1,0,200,416
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 156","New Westminster",132,25,23,47,0,1,0,228,462
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 157","New Westminster",131,37,29,73,1,0,0,271,524
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 158","New Westminster",46,30,14,34,0,1,0,125,291
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 159","New Westminster",37,18,15,30,0,1,0,101,243
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 159-1","New Westminster",22,9,2,22,1,0,1,57,221
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 160","New Westminster",Void/Supprimé,,,,,,,,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 161","Burnaby",113,45,18,71,0,1,0,248,491
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 162","Burnaby",49,14,5,37,0,0,0,105,242
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 163","Burnaby",82,43,7,57,1,1,1,192,351
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 164","Burnaby",101,37,10,86,1,3,3,241,477
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 165","Burnaby",113,49,9,96,2,1,1,271,459
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 166","Burnaby",88,30,15,93,1,0,0,227,464
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 167","Burnaby",149,35,22,76,1,4,0,287,444
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 168","Burnaby",149,37,16,107,0,2,6,317,577
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 169","Burnaby",166,24,11,70,1,1,2,275,471
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 170","Burnaby",139,36,15,49,1,1,1,242,470
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 171","Burnaby",164,28,10,78,2,1,2,285,487
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 172","Burnaby",153,38,18,73,1,1,2,286,540
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 173","Burnaby",138,29,15,110,1,0,1,294,520
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 174","Burnaby",113,27,17,84,1,1,0,243,437
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 175","Burnaby",65,36,7,84,1,1,0,194,347
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 176","Burnaby",94,31,19,113,0,1,1,259,409
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 177","Burnaby",94,51,20,89,0,0,3,257,530
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 177-1","Burnaby",63,38,14,57,1,1,0,174,344
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 178","Burnaby",102,59,20,106,0,1,1,289,538
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 179","Burnaby",98,58,20,87,0,3,0,266,458
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 180","Burnaby",84,49,18,121,1,0,1,274,535
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 400","Burnaby",42,23,9,31,0,2,2,109,252
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 500","Mobile poll/Bureau itinérant",27,12,2,16,0,1,0,58,119
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 501","Mobile poll/Bureau itinérant",63,22,12,35,0,1,2,135,181
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 502","Mobile poll/Bureau itinérant",64,23,15,47,1,0,8,158,208
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 600","Burnaby",311,117,39,249,1,2,7,726,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 601","Burnaby",164,66,25,137,0,2,3,397,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 602","Burnaby",77,27,18,89,1,0,1,213,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 603","Burnaby",164,41,28,136,1,0,0,370,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 604","Burnaby",168,53,20,139,0,0,1,381,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 605","Burnaby",117,36,14,71,0,0,0,238,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 606","Burnaby",166,43,16,129,0,2,0,356,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 607","New Westminster",209,36,33,96,0,0,1,375,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 608","New Westminster",236,73,42,166,0,2,1,520,
59003,"Burnaby--New Westminster/Burnaby--New Westminster"," 609","New Westminster",38,15,5,23,0,1,0,82,
59003,"Burnaby--New Westminster/Burnaby--New Westminster",,Group 1/Groupe 1,31,29,8,25,0,0,4,97,137
59003,"Burnaby--New Westminster/Burnaby--New Westminster",,Group 2/Groupe 2,149,60,18,130,0,1,14,372,

