Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Helen Kormendy,Barbara Lebeau,Harold J. Ludwig,Dorothy-Jean O'Donnell,Chuck Strahl,Myra Sweeney,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 36","Harrison Mills",49,24,3,1,134,26,1,238,475
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 37","Agassiz",21,16,4,0,108,18,0,167,300
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 38","Agassiz",31,19,2,0,135,16,1,204,413
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 39","Agassiz",34,17,2,0,125,15,0,193,343
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 40","Agassiz",38,18,5,1,109,29,0,200,369
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 41","Agassiz",31,12,4,0,84,18,1,150,320
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 41-1","Agassiz",32,24,4,2,161,13,0,236,378
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 42","Agassiz",37,13,5,0,155,22,1,233,389
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 43","Agassiz",34,26,0,0,164,18,0,242,475
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 44","Seabird Island ",65,9,3,1,42,13,0,133,385
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 45","North Bend",32,18,2,0,53,1,0,106,179
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 46","Yale",33,18,0,1,42,8,0,102,190
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 47","Ruby Creek",82,11,1,0,64,15,0,173,512
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 48","Kawkawa Lake 16",45,18,2,3,131,24,2,225,416
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 49","Aywawwis 15",49,19,3,1,106,12,0,190,341
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 49-1","Aywawwis 15",30,11,0,0,80,13,0,134,276
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 50","Hope",52,21,0,1,131,19,1,225,437
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 51","Hope",45,10,2,0,101,10,0,168,347
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 52","Silver Creek",42,11,0,0,98,9,0,160,302
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 53","Silver Creek",56,18,3,1,136,17,0,231,432
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 54","Silver Creek",45,13,5,0,69,16,0,148,386
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 55","Silver Creek",45,15,0,1,74,22,0,157,383
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 55-1","Silver Creek",30,34,0,0,60,14,0,138,266
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 56","Silver Creek",46,13,2,0,100,16,0,177,365
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 57","Silver Creek",51,11,0,0,80,5,1,148,321
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 58","Silver Creek",57,20,1,1,79,17,0,175,458
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 59","Sunshine Valley",Void/Supprimé,,,,,,,,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 60","Laidlaw",29,4,0,0,35,3,0,71,167
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 61","Popkum 1",28,14,5,0,148,14,1,210,419
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 61-1","Popkum 1",29,16,6,1,216,12,0,280,475
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 62","Chilliwack",12,17,5,0,147,13,0,194,396
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 63","Chilliwack",24,39,1,1,136,32,0,233,431
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 64A","Chilliwack",52,16,5,0,186,26,0,285,600
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 64B","Chilliwack",36,27,0,0,174,22,0,259,533
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 65","Chilliwack",36,19,9,0,194,16,0,274,500
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 66","Chilliwack",28,10,6,0,198,31,1,274,480
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 67","Chilliwack",46,19,0,0,220,19,0,304,584
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 68","Chilliwack",67,22,1,0,265,39,0,394,707
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 68-1","Chilliwack",48,40,4,0,256,29,0,377,678
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 69","Chilliwack",42,15,2,0,89,15,1,164,422
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 70","Chilliwack",8,2,0,0,30,7,0,47,114
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 70-1","Chilliwack",31,5,3,0,91,12,1,143,314
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 71A","Chilliwack",56,12,1,0,121,21,0,211,413
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 71B","Chilliwack",46,14,0,0,147,24,0,231,396
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 71-1","Chilliwack",52,24,3,0,255,32,1,367,701
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 72","Tzeachten 13",31,12,0,0,65,11,0,119,224
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 73","Chilliwack",45,17,3,1,91,15,1,173,422
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 74","Chilliwack",56,31,3,1,176,41,1,309,570
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 75","Chilliwack",53,33,2,0,153,19,0,260,575
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 76","Chilliwack",60,34,4,2,191,20,2,313,585
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 77","Chilliwack",49,16,1,0,185,11,0,262,465
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 78","Tzeachten 13",31,5,0,0,96,10,0,142,272
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 79","Chilliwack",45,13,2,0,112,22,0,194,385
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 79-1","Chilliwack",28,13,5,0,111,15,0,172,312
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 80","Chilliwack",39,22,1,1,173,16,0,252,454
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 81","Chilliwack",41,14,3,0,151,26,0,235,370
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 82","Chilliwack",36,18,7,1,173,24,1,260,438
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 83","Chilliwack",69,42,1,0,219,25,1,357,687
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 84","Chilliwack",35,9,2,0,119,16,1,182,383
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 84-1","Chilliwack",14,9,0,0,103,22,1,149,286
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 85","Chilliwack",49,17,5,0,139,14,1,225,498
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 86","Chilliwack",26,9,2,2,91,13,0,143,295
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 87","Chilliwack",50,14,3,0,185,20,0,272,576
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 88","Chilliwack",24,12,1,1,90,7,1,136,286
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 89","Chilliwack",36,18,0,0,191,35,4,284,471
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 90","Chilliwack",38,20,1,1,187,24,0,271,435
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 90-1","Chilliwack",48,17,3,0,239,33,0,340,546
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 91","Chilliwack",28,10,5,0,146,20,0,209,352
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 92","Chilliwack",38,23,0,0,171,24,1,257,459
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 93","Chilliwack",41,15,4,2,219,19,0,300,523
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 93-1","Chilliwack",19,8,2,0,99,23,1,152,250
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 94","Chilliwack",44,11,11,1,228,16,0,311,679
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 95","Chilliwack",27,14,9,0,221,26,0,297,540
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 95-1","Chilliwack",30,22,2,0,174,16,1,245,399
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 96","Chilliwack",29,14,18,0,153,4,0,218,457
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 97","Chilliwack",22,13,31,1,185,10,0,262,448
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 98","Chilliwack",29,19,16,0,177,7,1,249,468
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 99","Chilliwack",27,8,6,1,217,14,0,273,526
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 100","Chilliwack",6,7,13,1,234,10,1,272,448
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 101","Chilliwack",15,14,18,0,263,19,0,329,517
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 102","Chilliwack",36,20,11,0,201,12,2,282,468
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 103","Chilliwack",Void/Supprimé,,,,,,,,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 104","Chilliwack",55,23,6,0,109,11,0,204,565
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 105","Chilliwack",21,15,2,0,160,15,0,213,386
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 105-1","Chilliwack",8,12,1,0,89,10,0,120,225
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 106","Chilliwack",18,3,0,0,111,6,0,138,221
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 106-1","Chilliwack",34,16,1,0,106,25,1,183,413
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 107","Kwawkwawapilt 6",19,10,1,2,95,9,0,136,318
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 108","Chilliwack",32,22,1,2,125,6,1,189,377
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 109","Chilliwack",43,17,3,0,128,15,0,206,405
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 110","Chilliwack",58,22,3,0,96,15,0,194,392
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 111A","Chilliwack",40,27,2,0,96,15,2,182,510
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 111B","Mobile poll/Bureau itinérant",Merged with No. 503/Fusionné avec le nº 503,,,,,,,,21
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 112","Chilliwack",24,5,2,1,131,10,2,175,307
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 113","Chilliwack",51,17,4,2,174,18,3,269,506
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 114","Chilliwack",40,13,2,0,151,21,1,228,439
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 115","Chilliwack",38,20,4,1,152,19,0,234,369
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 116","Chilliwack",25,19,5,2,136,15,1,203,385
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 117","Chilliwack",50,14,2,3,187,14,0,270,545
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 118","Chilliwack",16,14,6,0,137,11,1,185,320
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 119","Chilliwack",30,21,7,0,131,12,0,201,446
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 120","Chilliwack",31,18,0,0,67,11,0,127,333
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 121","Chilliwack",28,17,5,1,91,21,0,163,379
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 122","Chilliwack",42,16,2,1,111,24,0,196,479
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 123","Chilliwack",51,21,7,0,192,21,1,293,558
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 124","Chilliwack",57,23,6,0,154,18,2,260,471
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 125","Chilliwack",47,20,5,0,125,17,0,214,455
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 126","Chilliwack",33,20,3,0,86,22,0,164,371
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 127","Chilliwack",23,23,0,0,74,11,2,133,333
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 128","Chilliwack",57,29,3,2,188,39,0,318,679
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 129","Chilliwack",24,3,3,1,91,13,0,135,363
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 130","Chilliwack",39,25,3,1,87,17,0,172,471
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 131","Chilliwack",35,18,1,0,65,16,1,136,436
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 132","Chilliwack",31,11,1,1,100,17,3,164,423
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 133","Chilliwack",42,17,3,0,92,16,0,170,357
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 134","Chilliwack",64,19,1,0,120,16,0,220,476
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 135","Chilliwack",44,24,6,0,124,9,0,207,375
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 136","Chilliwack",30,16,2,0,86,20,1,155,330
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 137","Chilliwack",29,14,2,0,55,10,1,111,304
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 138","Chilliwack",16,17,0,0,59,6,0,98,297
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 139","Chilliwack",45,9,6,2,133,30,0,225,376
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 140","Chilliwack",40,21,4,1,136,21,1,224,361
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 141","Chilliwack",37,11,7,2,180,9,0,246,393
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 141-1","Chilliwack",34,12,3,1,117,6,0,173,328
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 142","Chilliwack",36,15,3,1,132,16,0,203,385
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 143","Chilliwack",22,13,2,1,126,18,0,182,308
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 144","Chilliwack",31,20,6,0,146,15,0,218,371
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 145","Chilliwack",43,17,9,1,176,19,0,265,455
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 146","Chilliwack",24,15,3,0,113,23,1,179,297
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 147","Chilliwack",19,7,3,0,58,8,0,95,208
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 148","Chilliwack",33,11,0,1,53,8,1,107,258
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 149","Chilliwack",53,31,1,1,145,17,1,249,470
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 150","Chilliwack",24,16,1,0,108,17,2,168,439
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 151","Chilliwack",59,24,3,0,179,27,0,292,582
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 152","Chilliwack",39,11,3,0,121,9,1,184,416
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 153","Chilliwack",45,17,2,1,127,19,1,212,425
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 154","Chilliwack",31,23,6,1,157,18,0,236,422
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 155","Chilliwack",12,18,2,1,107,19,0,159,298
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 155-1","Chilliwack",34,14,2,0,139,17,0,206,338
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 156","Dewdney",47,21,0,1,106,10,1,186,371
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 157","Dewdney",18,1,1,0,41,7,1,69,113
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 158","Dewdney",23,16,1,0,111,8,0,159,278
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 159","Nicomen",51,13,4,1,155,27,0,251,492
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 160","Deroche",78,51,0,2,131,31,1,294,577
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 161","Lake Errock",49,18,0,1,74,18,0,160,324
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 162","Chilliwack",27,26,14,0,201,25,1,294,488
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 163","Chilliwack",35,13,10,1,229,7,2,297,484
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 164","Chilliwack",20,13,3,0,181,9,0,226,348
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 165","Chilliwack",17,22,3,0,184,17,2,245,486
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 166","Chilliwack",43,20,9,0,192,19,0,283,492
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 167","Chilliwack",47,18,8,2,189,17,0,281,459
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 168","Chilliwack",45,29,5,0,197,23,0,299,548
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 169","Chilliwack",25,11,4,1,158,8,2,209,412
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 169-1","Chilliwack",20,12,3,0,110,16,0,161,269
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 170","Chilliwack",53,19,2,0,289,23,1,387,686
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 170-1","Chilliwack",26,8,1,0,95,16,0,146,325
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 171","Chilliwack",19,18,3,0,69,17,1,127,276
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 172","Chilliwack",41,25,8,0,155,13,0,242,402
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 173","Chilliwack",53,25,11,0,163,11,0,263,462
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 174","Chilliwack",20,27,5,0,182,8,0,242,425
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 175","Chilliwack",23,22,3,1,232,17,0,298,468
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 176","Cultus Lake",80,30,0,0,132,25,0,267,477
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 177","Cultus Lake",Void/Supprimé,,,,,,,,
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 178","Cultus Lake",63,35,4,2,146,22,0,272,510
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 178-1","Cultus Lake",3,2,1,0,18,2,0,26,42
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 179","Lindell Beach",49,36,2,0,161,27,0,275,468
59005,"Chilliwack--Fraser Canyon/Chilliwack--Fraser Canyon"," 180","Slesse Park",38,15,0,0,178,13,0,244,431
