Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Patrick Brown,Myrna Clark,Paolo Fabrizio,Erich Jacoby-Hawkins,Rick Jones,Christine Anne Nugent,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
35004,"Barrie/Barrie"," 27-2","Barrie",67,15,0,5,23,0,0,110,277
35004,"Barrie/Barrie"," 28A","Barrie",53,16,0,9,16,0,0,94,237
35004,"Barrie/Barrie"," 28B","Barrie",58,9,1,5,19,0,1,93,256
35004,"Barrie/Barrie"," 28-1A","Barrie",53,17,1,13,19,0,0,103,291
35004,"Barrie/Barrie"," 28-1B","Barrie",59,15,0,12,25,0,1,112,297
35004,"Barrie/Barrie"," 29","Barrie",103,28,1,34,76,1,0,243,447
35004,"Barrie/Barrie"," 30","Barrie",79,49,0,33,24,0,0,185,381
35004,"Barrie/Barrie"," 31","Barrie",77,38,0,22,27,2,0,166,337
35004,"Barrie/Barrie"," 32","Barrie",81,23,1,26,39,0,1,171,379
35004,"Barrie/Barrie"," 33","Barrie",89,33,1,24,73,1,0,221,408
35004,"Barrie/Barrie"," 34","Barrie",63,4,1,26,82,0,0,176,296
35004,"Barrie/Barrie"," 35","Barrie",106,26,1,29,48,0,1,211,458
35004,"Barrie/Barrie"," 36","Barrie",76,33,0,18,53,1,0,181,412
35004,"Barrie/Barrie"," 37","Barrie",84,28,0,32,47,0,0,191,453
35004,"Barrie/Barrie"," 38","Barrie",66,24,1,26,29,1,1,148,380
35004,"Barrie/Barrie"," 39","Barrie",101,15,1,26,63,0,0,206,418
35004,"Barrie/Barrie"," 40","Barrie",30,13,0,9,10,0,1,63,247
35004,"Barrie/Barrie"," 41","Barrie",46,39,0,11,19,2,1,118,237
35004,"Barrie/Barrie"," 42","Barrie",62,13,0,16,57,1,0,149,294
35004,"Barrie/Barrie"," 43","Barrie",55,10,0,10,27,0,1,103,243
35004,"Barrie/Barrie"," 44","Barrie",53,21,0,11,23,0,1,109,279
35004,"Barrie/Barrie"," 45","Barrie",39,21,1,20,35,0,0,116,275
35004,"Barrie/Barrie"," 46","Barrie",36,18,1,26,41,0,1,123,344
35004,"Barrie/Barrie"," 47","Barrie",41,18,2,26,27,1,0,115,274
35004,"Barrie/Barrie"," 48","Barrie",55,11,0,11,22,0,0,99,268
35004,"Barrie/Barrie"," 49","Barrie",44,16,0,32,33,0,3,128,363
35004,"Barrie/Barrie"," 50","Barrie",30,15,0,14,22,0,0,81,251
35004,"Barrie/Barrie"," 51","Barrie",35,12,0,13,15,1,0,76,230
35004,"Barrie/Barrie"," 52","Barrie",36,22,0,15,27,0,0,100,258
35004,"Barrie/Barrie"," 53","Barrie",29,21,0,20,31,0,0,101,302
35004,"Barrie/Barrie"," 54","Barrie",154,10,0,15,93,0,1,273,361
35004,"Barrie/Barrie"," 55","Barrie",40,24,0,27,38,0,2,131,334
35004,"Barrie/Barrie"," 56","Barrie",Void/Supprimé,,,,,,,,
35004,"Barrie/Barrie"," 57","Barrie",140,12,1,18,78,2,1,252,395
35004,"Barrie/Barrie"," 58","Barrie",Void/Supprimé,,,,,,,,
35004,"Barrie/Barrie"," 59","Barrie",135,30,1,15,76,0,2,259,456
35004,"Barrie/Barrie"," 60","Barrie",113,29,1,26,29,0,0,198,408
35004,"Barrie/Barrie"," 60-1","Barrie",103,41,0,20,43,0,0,207,422
35004,"Barrie/Barrie"," 61A","Barrie",100,18,1,10,32,2,1,164,258
35004,"Barrie/Barrie"," 61B","Barrie",33,10,1,5,13,0,0,62,226
35004,"Barrie/Barrie"," 62","Barrie",87,26,1,24,49,0,0,187,363
35004,"Barrie/Barrie"," 62-1","Barrie",101,21,1,12,37,0,3,175,338
35004,"Barrie/Barrie"," 63","Barrie",141,29,1,21,67,0,0,259,481
35004,"Barrie/Barrie"," 64","Barrie",127,38,0,33,47,2,0,247,417
35004,"Barrie/Barrie"," 65","Barrie",95,13,1,19,34,0,0,162,333
35004,"Barrie/Barrie"," 66","Barrie",113,20,1,32,48,0,0,214,448
35004,"Barrie/Barrie"," 67","Barrie",89,27,1,23,55,1,2,198,392
35004,"Barrie/Barrie"," 68","Barrie",59,25,0,18,19,0,0,121,324
35004,"Barrie/Barrie"," 69","Barrie",76,13,1,15,38,1,0,144,300
35004,"Barrie/Barrie"," 70","Barrie",49,23,0,22,28,0,0,122,288
35004,"Barrie/Barrie"," 71","Barrie",86,38,0,21,29,2,4,180,452
35004,"Barrie/Barrie"," 72","Barrie",101,21,0,24,43,1,2,192,351
35004,"Barrie/Barrie"," 73","Barrie",58,18,0,15,30,0,0,121,309
35004,"Barrie/Barrie"," 74","Barrie",108,20,1,30,59,2,1,221,340
35004,"Barrie/Barrie"," 75","Barrie",69,20,1,16,36,1,1,144,379
35004,"Barrie/Barrie"," 76","Barrie",82,22,1,36,61,0,1,203,387
35004,"Barrie/Barrie"," 77","Barrie",49,18,0,19,38,0,1,125,283
35004,"Barrie/Barrie"," 78","Barrie",58,17,1,23,39,1,0,139,285
35004,"Barrie/Barrie"," 79","Barrie",56,17,0,24,57,0,2,156,383
35004,"Barrie/Barrie"," 80","Barrie",65,23,1,17,36,0,0,142,267
35004,"Barrie/Barrie"," 81","Barrie",55,23,0,16,41,0,0,135,290
35004,"Barrie/Barrie"," 82","Barrie",52,35,0,33,29,0,0,149,362
35004,"Barrie/Barrie"," 83","Barrie",42,33,0,26,40,0,1,142,328
35004,"Barrie/Barrie"," 84","Barrie",57,12,1,38,58,0,1,167,364
35004,"Barrie/Barrie"," 85","Barrie",64,10,0,20,55,0,1,150,331
35004,"Barrie/Barrie"," 86","Barrie",126,19,1,20,83,1,0,250,329
35004,"Barrie/Barrie"," 87","Barrie",31,22,1,17,29,0,0,100,229
35004,"Barrie/Barrie"," 88","Barrie",90,6,0,17,70,1,0,184,363
35004,"Barrie/Barrie"," 89","Barrie",153,18,2,24,63,0,1,261,431
35004,"Barrie/Barrie"," 90","Barrie",98,17,1,18,34,0,0,168,299
35004,"Barrie/Barrie"," 90-1","Barrie",91,12,1,19,40,1,0,164,319
35004,"Barrie/Barrie"," 90-2","Barrie",64,10,1,17,32,0,0,124,250
35004,"Barrie/Barrie"," 91","Barrie",111,29,0,23,56,0,1,220,461
35004,"Barrie/Barrie"," 92","Barrie",97,14,1,27,40,0,0,179,455
35004,"Barrie/Barrie"," 93","Barrie",52,28,1,23,41,0,2,147,376
35004,"Barrie/Barrie"," 93-1","Barrie",51,23,0,20,39,0,0,133,320
35004,"Barrie/Barrie"," 94A","Barrie",42,14,0,23,34,0,0,113,269
35004,"Barrie/Barrie"," 94B","Barrie",32,25,0,19,27,0,3,106,251
35004,"Barrie/Barrie"," 95A","Barrie",32,22,0,27,16,0,1,98,250
35004,"Barrie/Barrie"," 95B","Barrie",17,34,0,9,14,0,0,74,128
35004,"Barrie/Barrie"," 96","Barrie",74,24,0,26,50,0,0,174,328
35004,"Barrie/Barrie"," 97","Barrie",78,26,2,22,34,0,0,162,365
35004,"Barrie/Barrie"," 98","Barrie",63,17,3,18,45,0,1,147,369
35004,"Barrie/Barrie"," 99","Barrie",72,13,1,17,41,0,0,144,349
35004,"Barrie/Barrie"," 100","Barrie",66,14,0,17,22,1,0,120,265
35004,"Barrie/Barrie"," 100-1","Barrie",63,17,3,15,26,0,0,124,317
35004,"Barrie/Barrie"," 101","Barrie",84,17,0,33,47,0,1,182,410
35004,"Barrie/Barrie"," 102","Barrie",113,23,1,36,62,0,1,236,451
35004,"Barrie/Barrie"," 103","Barrie",77,21,0,20,69,0,2,189,349
35004,"Barrie/Barrie"," 104","Barrie",80,18,1,18,47,1,0,165,320
35004,"Barrie/Barrie"," 105","Barrie",31,30,0,24,20,0,0,105,271
35004,"Barrie/Barrie"," 106","Barrie",70,22,2,29,54,0,1,178,305
35004,"Barrie/Barrie"," 107","Barrie",92,17,0,27,51,0,2,189,354
35004,"Barrie/Barrie"," 108","Barrie",59,25,2,27,42,0,0,155,394
35004,"Barrie/Barrie"," 109","Barrie",124,43,3,32,61,1,1,265,488
35004,"Barrie/Barrie"," 110","Barrie",105,14,3,21,46,0,1,190,370
35004,"Barrie/Barrie"," 111","Barrie",98,26,1,33,68,0,0,226,445
35004,"Barrie/Barrie"," 112","Barrie",87,11,0,23,62,1,1,185,355
35004,"Barrie/Barrie"," 113","Barrie",94,24,0,30,63,1,1,213,367
35004,"Barrie/Barrie"," 114","Barrie",98,25,1,30,48,1,1,204,364
35004,"Barrie/Barrie"," 115","Barrie",67,21,0,20,50,0,0,158,396
35004,"Barrie/Barrie"," 116","Barrie",78,30,0,31,85,2,0,226,378
35004,"Barrie/Barrie"," 117","Barrie",85,20,1,27,62,0,2,197,397
35004,"Barrie/Barrie"," 118","Barrie",78,21,0,26,71,0,1,197,397
35004,"Barrie/Barrie"," 119","Barrie",49,9,1,17,39,0,0,115,244
35004,"Barrie/Barrie"," 120","Barrie",68,21,0,24,59,0,0,172,351
35004,"Barrie/Barrie"," 121","Barrie",73,22,2,21,62,1,0,181,396
35004,"Barrie/Barrie"," 122","Barrie",47,15,0,8,36,0,2,108,242
35004,"Barrie/Barrie"," 123","Barrie",85,19,0,29,75,0,1,209,390
35004,"Barrie/Barrie"," 124","Barrie",56,14,0,17,28,0,2,117,345
35004,"Barrie/Barrie"," 125","Barrie",40,21,1,17,26,1,0,106,324
35004,"Barrie/Barrie"," 126","Barrie",102,24,0,29,37,0,0,192,419
35004,"Barrie/Barrie"," 127","Barrie",82,34,2,30,50,3,2,203,395
35004,"Barrie/Barrie"," 128","Barrie",81,10,1,8,29,0,4,133,314
35004,"Barrie/Barrie"," 129A","Barrie",45,13,0,7,26,0,0,91,249
35004,"Barrie/Barrie"," 129B","Barrie",29,22,0,12,29,0,0,92,231
35004,"Barrie/Barrie"," 130","Barrie",79,20,0,31,91,0,0,221,410
35004,"Barrie/Barrie"," 131","Barrie",83,28,0,20,48,1,1,181,365
35004,"Barrie/Barrie"," 132","Barrie",106,9,0,24,61,0,0,200,352
35004,"Barrie/Barrie"," 133","Barrie",64,13,0,21,48,0,0,146,319
35004,"Barrie/Barrie"," 134","Barrie",76,30,2,24,32,0,0,164,385
35004,"Barrie/Barrie"," 135","Barrie",87,23,0,18,41,1,0,170,336
35004,"Barrie/Barrie"," 136","Barrie",106,22,2,17,41,1,1,190,394
35004,"Barrie/Barrie"," 137","Barrie",82,9,0,26,43,1,1,162,271
35004,"Barrie/Barrie"," 138","Barrie",137,27,4,27,40,0,0,235,435
35004,"Barrie/Barrie"," 139","Barrie",85,20,0,18,66,1,1,191,393
35004,"Barrie/Barrie"," 140","Barrie",49,28,0,16,29,0,0,122,283
35004,"Barrie/Barrie"," 141","Barrie",105,32,1,17,40,0,0,195,371
35004,"Barrie/Barrie"," 142","Barrie",138,32,4,34,50,1,0,259,449
35004,"Barrie/Barrie"," 143","Barrie",121,26,1,16,42,0,0,206,386
35004,"Barrie/Barrie"," 144","Barrie",104,27,2,22,43,0,1,199,409
35004,"Barrie/Barrie"," 145","Barrie",106,30,1,31,42,0,0,210,416
35004,"Barrie/Barrie"," 146","Barrie",129,36,2,22,61,0,1,251,447
35004,"Barrie/Barrie"," 147","Barrie",113,39,1,27,34,0,0,214,425
35004,"Barrie/Barrie"," 148","Barrie",101,15,0,37,23,2,1,179,422
35004,"Barrie/Barrie"," 149","Barrie",114,14,1,22,54,0,0,205,401
35004,"Barrie/Barrie"," 150","Barrie",118,15,1,25,31,1,0,191,395
35004,"Barrie/Barrie"," 150-1","Barrie",88,13,0,10,26,0,0,137,273
35004,"Barrie/Barrie"," 150-2A","Barrie",66,17,0,13,36,0,0,132,264
35004,"Barrie/Barrie"," 150-2B","Barrie",77,18,0,12,33,0,0,140,264
35004,"Barrie/Barrie"," 151","Barrie",114,7,1,10,24,0,0,156,320
35004,"Barrie/Barrie"," 151-1","Barrie",100,27,1,14,30,1,1,174,347
35004,"Barrie/Barrie"," 152A","Barrie",76,5,0,16,34,0,0,131,270
35004,"Barrie/Barrie"," 152B","Barrie",84,13,0,14,37,0,0,148,284
35004,"Barrie/Barrie"," 153","Barrie",102,27,0,25,35,0,0,189,438
35004,"Barrie/Barrie"," 154","Barrie",126,16,0,14,33,0,1,190,424
35004,"Barrie/Barrie"," 155","Barrie",149,14,0,23,86,1,0,273,464
35004,"Barrie/Barrie"," 156","Barrie",119,18,3,16,50,0,0,206,416
35004,"Barrie/Barrie"," 157","Barrie",69,37,0,30,24,0,0,160,379
35004,"Barrie/Barrie"," 158","Barrie",69,20,3,16,34,0,1,143,393
35004,"Barrie/Barrie"," 159","Barrie",138,21,0,23,43,0,0,225,439
35004,"Barrie/Barrie"," 160","Barrie",107,28,1,24,38,0,0,198,486
35004,"Barrie/Barrie"," 161","Barrie",124,27,1,25,45,0,0,222,434
35004,"Barrie/Barrie"," 162","Barrie",98,13,1,22,25,0,0,159,287
35004,"Barrie/Barrie"," 163","Barrie",84,25,2,20,30,1,0,162,368
35004,"Barrie/Barrie"," 164","Barrie",101,22,0,11,28,0,1,163,334
35004,"Barrie/Barrie"," 165","Barrie",118,30,3,10,28,0,0,189,407
35004,"Barrie/Barrie"," 166","Barrie",75,29,0,19,23,1,1,148,336
35004,"Barrie/Barrie"," 167","Barrie",94,40,1,18,38,0,1,192,416
35004,"Barrie/Barrie"," 168","Barrie",106,20,2,13,25,0,1,167,337
35004,"Barrie/Barrie"," 169","Barrie",108,35,0,16,35,0,0,194,380
35004,"Barrie/Barrie"," 170","Barrie",82,31,1,10,37,0,0,161,375
35004,"Barrie/Barrie"," 171","Barrie",132,24,0,14,33,0,0,203,438
35004,"Barrie/Barrie"," 172","Barrie",79,22,2,31,35,0,0,169,380
35004,"Barrie/Barrie"," 173","Barrie",77,27,2,18,35,1,0,160,353
35004,"Barrie/Barrie"," 174","Barrie",69,30,3,19,16,1,0,138,393
35004,"Barrie/Barrie"," 175","Barrie",123,16,2,11,43,1,0,196,395
35004,"Barrie/Barrie"," 176","Barrie",80,22,2,28,31,0,1,164,326
35004,"Barrie/Barrie"," 177","Barrie",109,22,1,25,42,0,0,199,357
35004,"Barrie/Barrie"," 178","Barrie",85,32,1,17,38,1,1,175,350
35004,"Barrie/Barrie"," 179","Barrie",93,23,1,13,33,0,0,163,338
35004,"Barrie/Barrie"," 180","Barrie",81,19,2,19,31,0,0,152,419
35004,"Barrie/Barrie"," 181","Barrie",24,8,2,10,10,0,1,55,146
35004,"Barrie/Barrie"," 181-1","Barrie",73,11,0,12,28,0,0,124,300
35004,"Barrie/Barrie"," 182","Barrie",120,20,2,21,36,1,1,201,347
35004,"Barrie/Barrie"," 182-1","Barrie",94,14,2,8,23,0,0,141,294
35004,"Barrie/Barrie"," 182-2","Barrie",115,17,4,24,44,1,1,206,390
35004,"Barrie/Barrie"," 183","Barrie",84,6,0,14,23,0,2,129,286
35004,"Barrie/Barrie"," 184","Barrie",76,23,2,23,35,0,1,160,333
35004,"Barrie/Barrie"," 185","Barrie",74,23,1,23,25,0,1,147,344
35004,"Barrie/Barrie"," 186","Barrie",102,36,1,21,27,3,1,191,312
35004,"Barrie/Barrie"," 187","Barrie",107,40,0,27,41,0,0,215,442
35004,"Barrie/Barrie"," 188","Barrie",125,23,2,37,36,0,1,224,441
35004,"Barrie/Barrie"," 189","Barrie",107,36,0,18,32,0,0,193,380
35004,"Barrie/Barrie"," 190","Barrie",95,15,1,29,53,0,0,193,394
35004,"Barrie/Barrie"," 191A","Barrie",142,13,1,11,31,0,0,198,269
35004,"Barrie/Barrie"," 191B","Barrie",144,7,3,8,52,0,1,215,283
35004,"Barrie/Barrie"," 192","Barrie",115,21,2,34,43,0,1,216,369
35004,"Barrie/Barrie"," 193","Barrie",51,32,0,21,21,0,1,126,327
35004,"Barrie/Barrie"," 194","Barrie",103,22,2,24,38,0,0,189,332
35004,"Barrie/Barrie"," 195","Barrie",155,18,0,23,46,0,0,242,431
35004,"Barrie/Barrie"," 196","Barrie",106,11,3,22,38,0,0,180,322
35004,"Barrie/Barrie"," 197","Barrie",139,18,1,23,51,0,1,233,385
35004,"Barrie/Barrie"," 198","Barrie",92,24,0,30,41,0,0,187,375
35004,"Barrie/Barrie"," 199","Barrie",132,17,0,20,68,0,0,237,413
35004,"Barrie/Barrie"," 200","Barrie",143,8,2,18,62,0,0,233,416
35004,"Barrie/Barrie"," 201","Barrie",149,24,1,16,55,1,0,246,449
35004,"Barrie/Barrie"," 202","Barrie",103,26,1,29,25,0,0,184,346
35004,"Barrie/Barrie"," 203","Barrie",124,34,0,12,32,0,2,204,380
35004,"Barrie/Barrie"," 204","Barrie",82,24,0,15,36,0,1,158,263
35004,"Barrie/Barrie"," 205","Barrie",129,37,3,16,32,0,0,217,332
35004,"Barrie/Barrie"," 206A","Barrie",98,21,0,17,26,0,0,162,272
35004,"Barrie/Barrie"," 206B","Barrie",75,17,0,14,28,0,0,134,249
35004,"Barrie/Barrie"," 207","Barrie",140,24,0,14,48,0,0,226,404
35004,"Barrie/Barrie"," 208","Barrie",111,19,0,9,58,0,0,197,275
35004,"Barrie/Barrie"," 208-1","Barrie",70,17,0,10,31,0,0,128,247
35004,"Barrie/Barrie"," 209","Barrie",84,28,0,11,32,0,0,155,390
35004,"Barrie/Barrie"," 210","Barrie",119,23,0,10,30,0,0,182,370
35004,"Barrie/Barrie"," 211","Barrie",114,29,1,11,47,0,0,202,358
35004,"Barrie/Barrie"," 212","Barrie",108,29,0,21,41,0,0,199,429
35004,"Barrie/Barrie"," 213","Barrie",116,20,0,13,26,0,2,177,328
35004,"Barrie/Barrie"," 214","Barrie",133,27,1,11,43,0,0,215,367
35004,"Barrie/Barrie"," 215","Barrie",99,21,0,21,23,0,1,165,362
35004,"Barrie/Barrie"," 216","Barrie",105,25,1,21,36,1,1,190,419
35004,"Barrie/Barrie"," 217","Barrie",88,24,1,17,39,0,1,170,319
35004,"Barrie/Barrie"," 218","Barrie",90,23,2,10,30,0,0,155,300
35004,"Barrie/Barrie"," 219","Barrie",60,25,1,18,28,0,0,132,287
35004,"Barrie/Barrie"," 220","Barrie",95,27,0,17,30,0,0,169,284
35004,"Barrie/Barrie"," 221","Barrie",125,18,0,21,42,0,0,206,401
35004,"Barrie/Barrie"," 222","Barrie",23,3,1,9,22,0,0,58,160
35004,"Barrie/Barrie"," 223","Barrie",98,20,0,13,30,0,0,161,302
35004,"Barrie/Barrie"," 224","Barrie",94,18,1,15,25,0,1,154,312
35004,"Barrie/Barrie"," 225","Barrie",72,18,1,4,29,1,1,126,266
35004,"Barrie/Barrie"," 226","Barrie",58,17,1,9,19,0,0,104,311
35004,"Barrie/Barrie"," 227","Barrie",76,15,0,9,26,0,0,126,265
35004,"Barrie/Barrie"," 228","Barrie",82,15,0,6,29,0,0,132,335
35004,"Barrie/Barrie"," 229","Barrie",42,10,1,6,20,0,0,79,194
35004,"Barrie/Barrie"," 230","Barrie",94,14,1,11,41,0,0,161,361
35004,"Barrie/Barrie"," 231","Barrie",62,9,1,7,22,1,0,102,200
35004,"Barrie/Barrie"," 232","Barrie",36,10,1,5,22,0,0,74,149
35004,"Barrie/Barrie"," 233","Barrie",73,15,1,8,24,0,0,121,294
35004,"Barrie/Barrie"," 234","Barrie",103,36,5,14,53,0,0,211,272
35004,"Barrie/Barrie"," 235","Barrie",Merged with No. 234/Fusionné avec le nº 234,,,,,,,,135
35004,"Barrie/Barrie"," 400","Barrie",Void/Supprimé,,,,,,,,
35004,"Barrie/Barrie"," 500","Mobile poll/Bureau itinérant",53,8,2,2,13,1,1,80,175
35004,"Barrie/Barrie"," 501","Mobile poll/Bureau itinérant",67,7,2,4,19,0,4,103,238
35004,"Barrie/Barrie"," 502","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,,,
35004,"Barrie/Barrie"," 503","Mobile poll/Bureau itinérant",19,3,0,6,18,0,1,47,167
35004,"Barrie/Barrie"," 504","Mobile poll/Bureau itinérant",37,12,1,9,9,0,1,69,131
35004,"Barrie/Barrie"," 505","Mobile poll/Bureau itinérant",79,6,0,5,43,0,1,134,180
35004,"Barrie/Barrie"," 506","Mobile poll/Bureau itinérant",Merged with No. 500/Fusionné avec le nº 500,,,,,,,,60
35004,"Barrie/Barrie"," 507","Mobile poll/Bureau itinérant",33,13,2,3,11,0,1,63,133
35004,"Barrie/Barrie"," 600","Barrie",280,32,1,28,109,0,2,452,
35004,"Barrie/Barrie"," 601","Barrie",207,26,0,16,74,0,0,323,
35004,"Barrie/Barrie"," 602","Barrie",304,56,3,50,151,0,2,566,
35004,"Barrie/Barrie"," 603","Barrie",192,33,2,38,114,1,1,381,
35004,"Barrie/Barrie"," 604","Barrie",306,31,0,51,104,0,1,493,
35004,"Barrie/Barrie"," 605","Barrie",272,34,0,39,137,0,3,485,
35004,"Barrie/Barrie"," 606","Barrie",189,30,1,31,118,0,0,369,
35004,"Barrie/Barrie"," 607","Barrie",286,37,2,50,151,1,0,527,
35004,"Barrie/Barrie"," 608","Barrie",356,47,2,81,285,0,2,773,
35004,"Barrie/Barrie"," 609","Barrie",330,76,1,60,172,0,2,641,
35004,"Barrie/Barrie"," 610","Barrie",317,39,2,51,70,0,0,479,
35004,"Barrie/Barrie"," 611","Barrie",354,33,5,37,88,0,1,518,
35004,"Barrie/Barrie"," 612","Barrie",304,40,0,42,69,1,2,458,
35004,"Barrie/Barrie"," 613","Barrie",194,33,1,36,61,1,0,326,
35004,"Barrie/Barrie"," 614","Barrie",289,35,0,45,112,0,0,481,
35004,"Barrie/Barrie"," 615","Barrie",171,19,1,23,42,0,0,256,
35004,"Barrie/Barrie"," 616","Barrie",260,35,1,39,87,1,0,423,
35004,"Barrie/Barrie",,Group 1/Groupe 1,100,17,5,16,52,0,3,193,377
35004,"Barrie/Barrie",,Group 2/Groupe 2,502,103,4,96,241,1,7,954,

