Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Steven Fletcher,Bob Friesen,Mark Price,Fiona Shiells,Brian Timlick,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 31","Winnipeg",156,68,1,22,24,0,271,433
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 32","Winnipeg",98,38,0,29,11,2,178,407
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 33","Winnipeg",48,25,5,39,10,0,127,300
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 34","Winnipeg",123,62,2,15,8,1,211,330
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 35","Winnipeg",56,23,0,36,10,1,126,291
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 36","Winnipeg",51,26,0,9,7,0,93,278
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 37","Winnipeg",76,34,1,31,10,2,154,295
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 38","Winnipeg",112,54,0,29,21,0,216,411
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 39","Winnipeg",144,69,0,34,16,0,263,456
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 40","Winnipeg",146,83,0,39,39,0,307,519
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 41","Winnipeg",105,38,1,24,12,1,181,332
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 42","Winnipeg",90,50,4,35,21,0,200,427
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 43","Winnipeg",124,37,1,36,11,0,209,356
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 44","Winnipeg",104,22,2,33,17,0,178,354
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 45","Winnipeg",133,57,0,36,23,0,249,397
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 46","Winnipeg",136,46,1,27,23,3,236,374
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 47","Winnipeg",125,35,3,25,22,0,210,363
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 48","Winnipeg",120,34,1,39,15,1,210,388
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 49","Winnipeg",129,42,3,51,11,2,238,390
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 50","Winnipeg",123,47,1,27,24,0,222,385
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 51","Winnipeg",90,38,0,30,13,0,171,308
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 52","Winnipeg",173,45,1,41,15,0,275,467
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 53","Winnipeg",123,33,0,32,17,1,206,368
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 54","Winnipeg",114,35,3,46,14,0,212,465
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 55","Winnipeg",114,42,2,43,14,0,215,332
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 56","Winnipeg",139,38,1,37,19,2,236,369
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 57","Winnipeg",93,47,1,73,14,1,229,472
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 58","Winnipeg",114,36,1,62,8,0,221,371
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 59","Winnipeg",95,38,1,60,10,0,204,340
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 60","Winnipeg",101,19,1,29,12,0,162,289
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 61","Winnipeg",93,38,1,40,7,1,180,295
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 62","Winnipeg",77,26,1,48,18,2,172,334
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 63","Winnipeg",86,31,0,44,7,0,168,341
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 64","Winnipeg",107,25,0,55,21,1,209,395
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 65","Winnipeg",116,38,0,33,13,1,201,317
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 66","Winnipeg",96,48,0,44,11,1,200,479
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 67","Winnipeg",92,30,1,38,8,0,169,303
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 68","Winnipeg",102,51,0,31,7,0,191,334
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 69","Winnipeg",68,35,1,43,13,1,161,522
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 70","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 71","Winnipeg",90,44,2,15,14,2,167,272
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 72","Winnipeg",107,40,1,33,17,0,198,411
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 73","Winnipeg",90,24,1,32,11,1,159,413
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 74","Winnipeg",83,38,0,44,8,0,173,328
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 75","Winnipeg",93,38,4,43,8,6,192,419
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 76","Winnipeg",94,31,1,63,15,0,204,451
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 77","Winnipeg",72,29,0,45,8,1,155,348
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 78","Winnipeg",116,47,2,38,11,1,215,350
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 79","Winnipeg",95,55,0,26,13,2,191,319
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 80","Winnipeg",102,34,0,49,17,0,202,345
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 81","Winnipeg",155,62,1,57,12,2,289,450
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 82","Winnipeg",89,18,1,37,13,1,159,309
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 83","Winnipeg",86,40,2,50,16,0,194,308
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 84","Winnipeg",81,22,1,23,16,2,145,253
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 85","Winnipeg",113,55,1,51,34,0,254,386
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 86","Winnipeg",111,59,1,55,6,2,234,416
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 87","Winnipeg",132,53,1,37,10,1,234,369
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 88","Winnipeg",102,37,2,47,19,1,208,345
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 89","Winnipeg",125,67,1,55,18,1,267,389
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 90","Winnipeg",81,24,0,39,9,0,153,320
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 91","Winnipeg",94,44,1,44,15,1,199,477
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 92","Winnipeg",78,45,1,50,18,0,192,396
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 93","Winnipeg",103,54,1,44,14,1,217,457
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 94","Winnipeg",67,35,1,43,12,0,158,335
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 95","Winnipeg",76,41,1,37,5,0,160,375
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 96","Winnipeg",56,34,0,17,10,0,117,333
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 97","Winnipeg",153,57,2,36,25,1,274,473
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 98","Winnipeg",126,31,0,41,13,1,212,417
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 99","Winnipeg",116,43,1,49,11,0,220,367
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 100","Winnipeg",99,34,0,38,11,3,185,363
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 101","Winnipeg",130,37,2,31,9,0,209,372
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 102","Winnipeg",137,63,0,30,15,2,247,408
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 103","Winnipeg",52,25,1,27,12,0,117,224
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 104","Winnipeg",162,54,3,73,11,1,304,527
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 105","Winnipeg",103,40,1,53,10,0,207,365
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 106","Winnipeg",99,70,0,26,16,0,211,301
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 107","Winnipeg",97,90,2,40,16,0,245,349
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 108","Winnipeg",119,71,1,43,14,0,248,403
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 109","Winnipeg",160,59,1,33,16,0,269,393
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 110","Winnipeg",150,53,0,23,10,0,236,344
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 111","Winnipeg",103,32,0,45,4,0,184,327
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 112","Winnipeg",110,45,4,43,10,0,212,381
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 113","Winnipeg",124,63,0,45,6,0,238,396
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 114","Winnipeg",121,51,1,46,13,0,232,380
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 115","Winnipeg",101,61,0,32,10,1,205,347
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 116","Winnipeg",125,53,1,39,15,0,233,384
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 117","Winnipeg",138,55,0,20,13,3,229,349
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 118","Winnipeg",113,48,2,28,17,1,209,366
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 119","Winnipeg",142,101,1,19,15,1,279,437
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 120","Winnipeg",195,73,0,17,19,0,304,446
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 121","Winnipeg",74,32,0,41,16,0,163,286
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 122","Winnipeg",94,28,1,48,14,0,185,314
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 123","Winnipeg",77,34,1,43,18,1,174,288
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 124","Winnipeg",93,28,0,72,11,6,210,394
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 125","Winnipeg",66,32,0,41,8,0,147,306
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 126","Winnipeg",78,55,0,51,28,1,213,396
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 127","Winnipeg",54,35,0,44,12,0,145,328
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 128","Winnipeg",91,30,1,62,14,0,198,402
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 129","Winnipeg",67,33,0,41,14,0,155,286
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 130","Winnipeg",68,57,0,46,9,0,180,303
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 131","Winnipeg",92,65,0,63,31,1,252,422
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 132","Winnipeg",64,46,1,39,25,0,175,350
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 133","Winnipeg",60,50,0,19,8,0,137,241
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 134","Winnipeg",101,56,0,9,6,0,172,317
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 135","Winnipeg",97,54,1,29,14,0,195,472
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 136","Winnipeg",128,64,2,34,23,0,251,400
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 137","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 138","Winnipeg",120,58,1,29,12,3,223,354
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 139","Winnipeg",100,43,1,34,13,0,191,385
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 140","Winnipeg",146,75,0,23,24,2,270,446
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 141","Winnipeg",100,30,0,20,21,3,174,350
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 142","Winnipeg",144,78,0,33,23,0,278,499
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 143","Winnipeg",125,63,2,30,21,0,241,444
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 144","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 145","Winnipeg",122,58,1,29,25,0,235,383
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 146","Winnipeg",110,50,1,24,11,1,197,303
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 147","Winnipeg",189,49,3,30,14,0,285,457
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 148","Winnipeg",159,77,0,30,19,0,285,493
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 149","Winnipeg",141,81,0,41,18,2,283,478
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 150","Winnipeg",137,71,3,22,15,2,250,409
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 151","Winnipeg",124,80,1,39,22,0,266,433
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 152","Winnipeg",168,94,1,21,25,1,310,456
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 153","Winnipeg",115,75,4,30,22,0,246,390
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 154","Winnipeg",198,74,2,49,26,2,351,542
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 155","Winnipeg",148,63,0,19,13,1,244,406
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 156","Winnipeg",124,53,1,26,12,0,216,377
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 157","Winnipeg",180,54,3,32,16,4,289,433
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 158","Winnipeg",183,48,0,43,20,0,294,488
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 159","Winnipeg",162,69,0,47,24,1,303,495
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 160","Winnipeg",151,85,1,41,25,1,304,490
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 161A","Winnipeg",116,47,0,18,14,0,195,351
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 161B","Winnipeg",12,24,1,30,37,0,104,126
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 162","Winnipeg",140,48,0,23,19,0,230,407
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 400","Winnipeg",116,52,0,48,9,0,225,354
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 401","Winnipeg",Void/Supprimé,,,,,,,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 402","Winnipeg",144,66,0,30,9,1,250,353
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 403","Winnipeg",68,37,2,20,5,2,134,186
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 404","Winnipeg",138,61,0,42,7,0,248,360
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 405","Winnipeg",46,27,1,32,1,3,110,247
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 500","Mobile poll/Bureau itinérant",54,28,1,11,4,3,101,207
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 501","Mobile poll/Bureau itinérant",65,27,2,18,1,1,114,162
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 502","Mobile poll/Bureau itinérant",142,45,4,29,2,2,224,286
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 600","Winnipeg",340,108,3,57,34,2,544,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 601","Winnipeg",266,86,0,41,26,0,419,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 602","Winnipeg--Headingley",161,61,3,24,21,2,272,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 603","Winnipeg--Headingley",196,49,1,61,16,1,324,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 604","Winnipeg",434,133,1,59,29,1,657,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 605","Winnipeg",184,49,1,61,15,2,312,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 606","Winnipeg",183,53,2,49,16,0,303,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 607","Winnipeg",236,108,1,83,28,1,457,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia"," 608","Winnipeg",138,42,1,34,8,0,223,
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia",,Group 1/Groupe 1,154,42,1,14,14,4,229,503
46002,"Charleswood--St. James--Assiniboia/Charleswood--St. James--Assiniboia",,Group 2/Groupe 2,619,135,3,81,22,3,863,

