Electoral District Number/Numéro de circonscription,Electoral District Name/Nom de circonscription,Polling Station Number/Numéro du bureau de scrutin,Polling Station Name/Nom du bureau de scrutin,Jen Antony,Bryan H. Bell,Garry Breitkreuz,Doug Ottenbreit,Rejected Ballots/Bulletins rejetés,Total Votes/Total des votes,Electors/Électeurs
47014,"Yorkton--Melville/Yorkton--Melville"," 19A","Yellowquill 90",3,5,66,19,0,93,183
47014,"Yorkton--Melville/Yorkton--Melville"," 19B","Yellowquill 90",11,12,8,50,2,83,1454
47014,"Yorkton--Melville/Yorkton--Melville"," 20","Kelvington",1,1,102,16,0,120,201
47014,"Yorkton--Melville/Yorkton--Melville"," 21","Kelvington",6,8,110,29,0,153,279
47014,"Yorkton--Melville/Yorkton--Melville"," 22","Kelvington",5,17,183,29,2,236,463
47014,"Yorkton--Melville/Yorkton--Melville"," 23","Rose Valley",9,4,172,25,1,211,297
47014,"Yorkton--Melville/Yorkton--Melville"," 24","Rose Valley",7,11,97,32,0,147,247
47014,"Yorkton--Melville/Yorkton--Melville"," 25","Fosston",2,2,70,18,0,92,172
47014,"Yorkton--Melville/Yorkton--Melville"," 26","Wadena",6,10,98,21,0,135,225
47014,"Yorkton--Melville/Yorkton--Melville"," 27","Wadena",3,2,60,18,2,85,123
47014,"Yorkton--Melville/Yorkton--Melville"," 28","Wadena",9,7,125,53,0,194,367
47014,"Yorkton--Melville/Yorkton--Melville"," 29A","Wadena",7,3,80,37,0,127,242
47014,"Yorkton--Melville/Yorkton--Melville"," 29B","Wadena",7,6,65,25,0,103,245
47014,"Yorkton--Melville/Yorkton--Melville"," 30","Wadena",6,11,94,52,1,164,247
47014,"Yorkton--Melville/Yorkton--Melville"," 31","Kelvington",11,3,108,32,0,154,264
47014,"Yorkton--Melville/Yorkton--Melville"," 32","Kuroki",11,3,113,22,0,149,228
47014,"Yorkton--Melville/Yorkton--Melville"," 33","Margo",5,0,122,7,0,134,206
47014,"Yorkton--Melville/Yorkton--Melville"," 34","Lintlaw",8,3,123,16,0,150,255
47014,"Yorkton--Melville/Yorkton--Melville"," 35","Hazel Dell",3,3,107,17,0,130,261
47014,"Yorkton--Melville/Yorkton--Melville"," 36","Endeavour",7,6,69,14,0,96,222
47014,"Yorkton--Melville/Yorkton--Melville"," 37","Endeavour",6,4,100,22,0,132,268
47014,"Yorkton--Melville/Yorkton--Melville"," 38","Preeceville",10,3,120,20,1,154,271
47014,"Yorkton--Melville/Yorkton--Melville"," 39","Preeceville",6,11,135,40,1,193,431
47014,"Yorkton--Melville/Yorkton--Melville"," 40","Preeceville",5,6,63,28,0,102,214
47014,"Yorkton--Melville/Yorkton--Melville"," 41","Preeceville",4,9,68,30,0,111,219
47014,"Yorkton--Melville/Yorkton--Melville"," 42","Sturgis",9,6,128,32,2,177,315
47014,"Yorkton--Melville/Yorkton--Melville"," 43","Sturgis",3,4,69,38,1,115,166
47014,"Yorkton--Melville/Yorkton--Melville"," 44","Sturgis",8,5,114,40,0,167,304
47014,"Yorkton--Melville/Yorkton--Melville"," 45","Danbury",4,3,78,16,2,103,173
47014,"Yorkton--Melville/Yorkton--Melville"," 46","Swan Plain",3,4,81,5,0,93,152
47014,"Yorkton--Melville/Yorkton--Melville"," 47","Arran",7,5,91,14,1,118,250
47014,"Yorkton--Melville/Yorkton--Melville"," 48","Hyas",10,8,78,33,2,131,254
47014,"Yorkton--Melville/Yorkton--Melville"," 49","Norquay",9,2,78,11,0,100,160
47014,"Yorkton--Melville/Yorkton--Melville"," 50","Norquay",13,12,117,23,0,165,439
47014,"Yorkton--Melville/Yorkton--Melville"," 51","Pelly",1,0,85,21,0,107,167
47014,"Yorkton--Melville/Yorkton--Melville"," 52","Pelly",5,5,74,26,0,110,238
47014,"Yorkton--Melville/Yorkton--Melville"," 53","Fishing Lake 89",6,19,14,22,0,61,154
47014,"Yorkton--Melville/Yorkton--Melville"," 54","Foam Lake",9,6,134,34,0,183,307
47014,"Yorkton--Melville/Yorkton--Melville"," 55","Foam Lake",14,8,90,22,0,134,242
47014,"Yorkton--Melville/Yorkton--Melville"," 56","Foam Lake",4,7,94,24,0,129,217
47014,"Yorkton--Melville/Yorkton--Melville"," 57","Foam Lake",8,13,145,47,1,214,410
47014,"Yorkton--Melville/Yorkton--Melville"," 58","Foam Lake",4,3,70,13,0,90,160
47014,"Yorkton--Melville/Yorkton--Melville"," 59","Invermay",5,1,77,15,1,99,128
47014,"Yorkton--Melville/Yorkton--Melville"," 60","Invermay",2,8,87,15,0,112,193
47014,"Yorkton--Melville/Yorkton--Melville"," 61","Rama",3,5,93,24,0,125,191
47014,"Yorkton--Melville/Yorkton--Melville"," 62","Sheho",10,12,77,7,0,106,197
47014,"Yorkton--Melville/Yorkton--Melville"," 63","Sheho",3,6,39,7,0,55,112
47014,"Yorkton--Melville/Yorkton--Melville"," 64","Theodore",6,5,59,10,0,80,121
47014,"Yorkton--Melville/Yorkton--Melville"," 65","Theodore",6,10,116,34,1,167,292
47014,"Yorkton--Melville/Yorkton--Melville"," 66","Buchanan",15,2,61,25,0,103,209
47014,"Yorkton--Melville/Yorkton--Melville"," 67","Buchanan",7,7,76,16,1,107,199
47014,"Yorkton--Melville/Yorkton--Melville"," 68","Canora",4,5,92,24,0,125,278
47014,"Yorkton--Melville/Yorkton--Melville"," 69","Canora",7,1,62,13,1,84,185
47014,"Yorkton--Melville/Yorkton--Melville"," 70","Canora",8,4,69,20,0,101,184
47014,"Yorkton--Melville/Yorkton--Melville"," 71","Canora",10,6,113,28,1,158,251
47014,"Yorkton--Melville/Yorkton--Melville"," 72","Canora",9,6,125,33,1,174,372
47014,"Yorkton--Melville/Yorkton--Melville"," 73A","Canora",20,13,102,28,0,163,314
47014,"Yorkton--Melville/Yorkton--Melville"," 73B","Canora",23,10,122,37,1,193,375
47014,"Yorkton--Melville/Yorkton--Melville"," 74","Canora",5,3,99,14,0,121,252
47014,"Yorkton--Melville/Yorkton--Melville"," 75","Veregin",11,5,87,36,1,140,253
47014,"Yorkton--Melville/Yorkton--Melville"," 76","Rhein",7,3,139,33,0,182,321
47014,"Yorkton--Melville/Yorkton--Melville"," 77","Keeseekoose 66",9,29,15,25,0,78,253
47014,"Yorkton--Melville/Yorkton--Melville"," 78","Kamsack (Cote 64)",0,23,2,19,0,44,257
47014,"Yorkton--Melville/Yorkton--Melville"," 79","Kamsack",17,7,127,30,0,181,353
47014,"Yorkton--Melville/Yorkton--Melville"," 80","Kamsack",4,14,65,33,2,118,248
47014,"Yorkton--Melville/Yorkton--Melville"," 81","Kamsack",7,11,51,31,0,100,196
47014,"Yorkton--Melville/Yorkton--Melville"," 82","Kamsack",9,23,134,69,1,236,637
47014,"Yorkton--Melville/Yorkton--Melville"," 83","Kamsack",7,6,61,36,0,110,220
47014,"Yorkton--Melville/Yorkton--Melville"," 84","Kamsack",13,10,69,31,2,125,319
47014,"Yorkton--Melville/Yorkton--Melville"," 85","Togo",8,11,80,7,1,107,214
47014,"Yorkton--Melville/Yorkton--Melville"," 86","Jedburgh",2,2,98,12,0,114,204
47014,"Yorkton--Melville/Yorkton--Melville"," 87","Springside",9,3,145,18,1,176,291
47014,"Yorkton--Melville/Yorkton--Melville"," 88","Springside",11,18,197,47,0,273,402
47014,"Yorkton--Melville/Yorkton--Melville"," 89","Willowbrook",3,1,79,14,0,97,166
47014,"Yorkton--Melville/Yorkton--Melville"," 90","Yorkton",16,5,121,20,1,163,267
47014,"Yorkton--Melville/Yorkton--Melville"," 91","Ebenezer",5,2,88,22,0,117,250
47014,"Yorkton--Melville/Yorkton--Melville"," 92","Yorkton",18,7,182,39,1,247,469
47014,"Yorkton--Melville/Yorkton--Melville"," 93","Yorkton",7,11,132,37,1,188,319
47014,"Yorkton--Melville/Yorkton--Melville"," 94","Otthon",11,3,64,13,0,91,185
47014,"Yorkton--Melville/Yorkton--Melville"," 95","Yorkton",9,7,62,22,0,100,231
47014,"Yorkton--Melville/Yorkton--Melville"," 96","Yorkton",10,6,97,50,0,163,374
47014,"Yorkton--Melville/Yorkton--Melville"," 97","Yorkton",9,5,105,35,0,154,368
47014,"Yorkton--Melville/Yorkton--Melville"," 98","Yorkton",12,9,89,40,3,153,340
47014,"Yorkton--Melville/Yorkton--Melville"," 99","Yorkton",12,7,66,26,0,111,304
47014,"Yorkton--Melville/Yorkton--Melville"," 100","Yorkton",5,10,60,30,0,105,280
47014,"Yorkton--Melville/Yorkton--Melville"," 101","Yorkton",15,11,133,49,0,208,434
47014,"Yorkton--Melville/Yorkton--Melville"," 102","Yorkton",18,11,102,50,0,181,419
47014,"Yorkton--Melville/Yorkton--Melville"," 103","Yorkton",8,3,50,32,0,93,340
47014,"Yorkton--Melville/Yorkton--Melville"," 104","Yorkton",15,5,84,26,0,130,388
47014,"Yorkton--Melville/Yorkton--Melville"," 105","Yorkton",14,15,144,45,1,219,392
47014,"Yorkton--Melville/Yorkton--Melville"," 106","Yorkton",14,14,126,60,0,214,577
47014,"Yorkton--Melville/Yorkton--Melville"," 107A","Yorkton",2,11,110,22,1,146,295
47014,"Yorkton--Melville/Yorkton--Melville"," 107B","Yorkton",7,8,117,27,1,160,292
47014,"Yorkton--Melville/Yorkton--Melville"," 108A","Yorkton",8,12,106,25,7,158,313
47014,"Yorkton--Melville/Yorkton--Melville"," 108B","Yorkton",9,8,128,34,0,179,324
47014,"Yorkton--Melville/Yorkton--Melville"," 108C","Yorkton",12,3,162,25,1,203,376
47014,"Yorkton--Melville/Yorkton--Melville"," 109","Yorkton",8,11,119,44,1,183,403
47014,"Yorkton--Melville/Yorkton--Melville"," 110","Yorkton",13,10,143,24,1,191,349
47014,"Yorkton--Melville/Yorkton--Melville"," 111","Yorkton",12,7,95,24,0,138,296
47014,"Yorkton--Melville/Yorkton--Melville"," 112","Yorkton",15,11,147,47,0,220,377
47014,"Yorkton--Melville/Yorkton--Melville"," 113","Yorkton",16,9,139,44,0,208,351
47014,"Yorkton--Melville/Yorkton--Melville"," 114","Yorkton",10,5,69,31,1,116,286
47014,"Yorkton--Melville/Yorkton--Melville"," 115","Yorkton",7,4,105,39,0,155,303
47014,"Yorkton--Melville/Yorkton--Melville"," 116","Yorkton",10,11,65,33,0,119,295
47014,"Yorkton--Melville/Yorkton--Melville"," 117","Yorkton",4,6,41,14,0,65,270
47014,"Yorkton--Melville/Yorkton--Melville"," 118","Yorkton",10,12,147,29,0,198,393
47014,"Yorkton--Melville/Yorkton--Melville"," 119","Yorkton",18,11,142,46,0,217,449
47014,"Yorkton--Melville/Yorkton--Melville"," 120","Yorkton",14,11,90,35,0,150,337
47014,"Yorkton--Melville/Yorkton--Melville"," 121","Yorkton",13,20,110,46,0,189,352
47014,"Yorkton--Melville/Yorkton--Melville"," 122","Yorkton",15,12,79,46,0,152,395
47014,"Yorkton--Melville/Yorkton--Melville"," 123","Yorkton",17,13,129,39,0,198,327
47014,"Yorkton--Melville/Yorkton--Melville"," 124","Yorkton",11,10,103,43,0,167,423
47014,"Yorkton--Melville/Yorkton--Melville"," 125","Tonkin",18,5,116,22,0,161,241
47014,"Yorkton--Melville/Yorkton--Melville"," 126","Wroxton",5,3,107,21,0,136,209
47014,"Yorkton--Melville/Yorkton--Melville"," 127","Calder",11,3,87,21,0,122,212
47014,"Yorkton--Melville/Yorkton--Melville"," 128","Saltcoats",11,3,133,17,0,164,265
47014,"Yorkton--Melville/Yorkton--Melville"," 129","Saltcoats",9,7,157,38,0,211,378
47014,"Yorkton--Melville/Yorkton--Melville"," 130","Bredenbury",5,0,99,7,0,111,223
47014,"Yorkton--Melville/Yorkton--Melville"," 131","Bredenbury",3,3,101,19,1,127,259
47014,"Yorkton--Melville/Yorkton--Melville"," 132","Churchbridge",5,1,99,17,0,122,183
47014,"Yorkton--Melville/Yorkton--Melville"," 133","Churchbridge",7,7,92,33,0,139,225
47014,"Yorkton--Melville/Yorkton--Melville"," 134","Churchbridge",15,14,136,58,0,223,359
47014,"Yorkton--Melville/Yorkton--Melville"," 135","MacNutt",18,5,93,7,0,123,221
47014,"Yorkton--Melville/Yorkton--Melville"," 136","Goodeve",6,7,54,12,0,79,158
47014,"Yorkton--Melville/Yorkton--Melville"," 137","Fenwood",8,5,76,17,0,106,196
47014,"Yorkton--Melville/Yorkton--Melville"," 138","Duff",8,2,92,16,1,119,211
47014,"Yorkton--Melville/Yorkton--Melville"," 139","Melville",8,11,125,38,0,182,297
47014,"Yorkton--Melville/Yorkton--Melville"," 140","Lemberg",15,16,145,29,1,206,309
47014,"Yorkton--Melville/Yorkton--Melville"," 141","Neudorf",2,11,123,63,1,200,318
47014,"Yorkton--Melville/Yorkton--Melville"," 142","Melville",4,14,71,37,2,128,319
47014,"Yorkton--Melville/Yorkton--Melville"," 143","Melville",5,4,41,20,0,70,171
47014,"Yorkton--Melville/Yorkton--Melville"," 144","Melville",7,17,110,42,0,176,314
47014,"Yorkton--Melville/Yorkton--Melville"," 145","Melville",3,4,78,35,0,120,242
47014,"Yorkton--Melville/Yorkton--Melville"," 146","Melville",5,0,57,25,1,88,162
47014,"Yorkton--Melville/Yorkton--Melville"," 147","Melville",4,3,108,40,3,158,290
47014,"Yorkton--Melville/Yorkton--Melville"," 148","Melville",17,13,206,114,0,350,914
47014,"Yorkton--Melville/Yorkton--Melville"," 149","Melville",5,8,71,42,0,126,236
47014,"Yorkton--Melville/Yorkton--Melville"," 150","Melville",10,11,114,34,0,169,285
47014,"Yorkton--Melville/Yorkton--Melville"," 151","Melville",5,11,107,45,0,168,280
47014,"Yorkton--Melville/Yorkton--Melville"," 152","Melville",6,6,56,26,2,96,220
47014,"Yorkton--Melville/Yorkton--Melville"," 153","Killaly",4,10,80,21,0,115,206
47014,"Yorkton--Melville/Yorkton--Melville"," 154","Grayson",7,9,172,28,2,218,397
47014,"Yorkton--Melville/Yorkton--Melville"," 155","Waldron",3,1,63,24,0,91,182
47014,"Yorkton--Melville/Yorkton--Melville"," 156","Dubuc",8,9,62,15,0,94,138
47014,"Yorkton--Melville/Yorkton--Melville"," 157","Atwater",9,4,98,22,1,134,257
47014,"Yorkton--Melville/Yorkton--Melville"," 158","Stockholm",4,0,113,27,0,144,277
47014,"Yorkton--Melville/Yorkton--Melville"," 159","Stockholm",5,9,109,44,1,168,176
47014,"Yorkton--Melville/Yorkton--Melville"," 160","Esterhazy",10,2,98,22,1,133,204
47014,"Yorkton--Melville/Yorkton--Melville"," 161","Esterhazy",9,7,86,34,0,136,252
47014,"Yorkton--Melville/Yorkton--Melville"," 162","Esterhazy",2,1,51,25,0,79,160
47014,"Yorkton--Melville/Yorkton--Melville"," 163","Esterhazy",12,1,130,42,0,185,304
47014,"Yorkton--Melville/Yorkton--Melville"," 164","Esterhazy",3,10,77,27,0,117,243
47014,"Yorkton--Melville/Yorkton--Melville"," 165A","Esterhazy",6,10,121,30,0,167,353
47014,"Yorkton--Melville/Yorkton--Melville"," 165B","Esterhazy",12,15,118,44,0,189,364
47014,"Yorkton--Melville/Yorkton--Melville"," 166","Esterhazy",9,13,71,25,2,120,251
47014,"Yorkton--Melville/Yorkton--Melville"," 167","Yarbo",6,1,64,18,1,90,158
47014,"Yorkton--Melville/Yorkton--Melville"," 168","Langenburg",11,10,90,10,0,121,200
47014,"Yorkton--Melville/Yorkton--Melville"," 169","Langenburg",14,9,100,37,1,161,322
47014,"Yorkton--Melville/Yorkton--Melville"," 170","Langenburg",12,16,104,34,0,166,269
47014,"Yorkton--Melville/Yorkton--Melville"," 171","Langenburg",15,11,115,41,3,185,292
47014,"Yorkton--Melville/Yorkton--Melville"," 172","Marchwell",8,1,65,5,1,80,153
47014,"Yorkton--Melville/Yorkton--Melville"," 173","Tantallon",17,3,118,37,1,176,309
47014,"Yorkton--Melville/Yorkton--Melville"," 174","Spy Hill",11,5,112,31,0,159,276
47014,"Yorkton--Melville/Yorkton--Melville"," 500","Mobile poll/Bureau itinérant",Void/Supprimé,,,,,,
47014,"Yorkton--Melville/Yorkton--Melville"," 600","Porcupine Plain",4,6,58,18,0,86,
47014,"Yorkton--Melville/Yorkton--Melville"," 601","Hudson Bay",4,11,67,43,1,126,
47014,"Yorkton--Melville/Yorkton--Melville"," 602","Kelvington",7,8,103,27,1,146,
47014,"Yorkton--Melville/Yorkton--Melville"," 603","Preeceville--Sturgis",5,8,169,42,0,224,
47014,"Yorkton--Melville/Yorkton--Melville"," 604","Norquay",7,0,82,10,1,100,
47014,"Yorkton--Melville/Yorkton--Melville"," 605","Foam Lake",2,5,82,22,0,111,
47014,"Yorkton--Melville/Yorkton--Melville"," 606","Canora",12,12,111,37,0,172,
47014,"Yorkton--Melville/Yorkton--Melville"," 607","Kamsack",7,8,107,35,0,157,
47014,"Yorkton--Melville/Yorkton--Melville"," 608","Springside--Yorkton",6,3,107,42,0,158,
47014,"Yorkton--Melville/Yorkton--Melville"," 609","Yorkton",23,30,328,112,2,495,
47014,"Yorkton--Melville/Yorkton--Melville"," 610","Yorkton",27,25,226,70,0,348,
47014,"Yorkton--Melville/Yorkton--Melville"," 611","Bredenbury--Churchbridge",5,0,78,12,0,95,
47014,"Yorkton--Melville/Yorkton--Melville"," 612","Lemberg",1,4,35,13,0,53,
47014,"Yorkton--Melville/Yorkton--Melville"," 613","Melville",9,26,199,90,0,324,
47014,"Yorkton--Melville/Yorkton--Melville"," 614","Esterhazy",9,16,156,56,4,241,
47014,"Yorkton--Melville/Yorkton--Melville"," 615","Langenburg",2,7,56,13,0,78,
47014,"Yorkton--Melville/Yorkton--Melville",,Group 1/Groupe 1,8,19,22,31,1,81,129
47014,"Yorkton--Melville/Yorkton--Melville",,Group 2/Groupe 2,19,29,251,106,8,413,

