district_code,district_name_english,district_name_french,party,candidate_last,candidate_first,candidate_middle
48020,Macleod,Macleod,Conservative,Menzies,Ted,
48020,Macleod,Macleod,Green,Fadeeff,Laurel,Denise
48021,Medicine Hat,Medicine Hat,Liberal,Cocks,Bill,
48021,Medicine Hat,Medicine Hat,Conservative,Solberg,Monte,Kenton
48021,Medicine Hat,Medicine Hat,Green,Dodd,Kevin,
48021,Medicine Hat,Medicine Hat,NDP,Stroh,Betty,
48022,Peace River,Peace River,Liberal,Carlstrom,Lyle,
48022,Peace River,Peace River,Conservative,Penson,Charlie,
48022,Peace River,Peace River,Green,Pettit,Benjamin,Morrison
48022,Peace River,Peace River,NDP,Thompson,Susan,
48023,Red Deer,Red Deer,Liberal,Kurata,Luke,
48023,Red Deer,Red Deer,NDP,Sloychuk,Jeff,
48023,Red Deer,Red Deer,Green,Marks,Garfield,John
48023,Red Deer,Red Deer,Conservative,Mills,Bob,
48023,Red Deer,Red Deer,Canadian Action,Cormack,Teena,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Liberal,Stewart,Duff,
48024,Vegreville--Wainwright,Vegreville--Wainwright,NDP,Legault,Len,
48024,Vegreville--Wainwright,Vegreville--Wainwright,Conservative,Benoit,Leon,E.
48024,Vegreville--Wainwright,Vegreville--Wainwright,Green,Kenney,James ,
48025,Westlock--St. Paul,Westlock--St. Paul,Liberal,Dion,Joe,
48025,Westlock--St. Paul,Westlock--St. Paul,NDP,Kirkeby,Peggy,
48025,Westlock--St. Paul,Westlock--St. Paul,Conservative,Chatters,Dave,
48025,Westlock--St. Paul,Westlock--St. Paul,Green,McDonald,John,A.
48026,Wetaskiwin,Wetaskiwin,Liberal,Bonnett,Rick,
48026,Wetaskiwin,Wetaskiwin,Green,Lampman,Tom,
48026,Wetaskiwin,Wetaskiwin,NDP,Robson,Tim,
48026,Wetaskiwin,Wetaskiwin,Conservative,Johnston,Dale,
48026,Wetaskiwin,Wetaskiwin,Canadian Action,McKelvie,Brent,
48027,Wild Rose,Wild Rose,Liberal,Stewart,Judy,
48027,Wild Rose,Wild Rose,NDP,Horvath,Jeff,
48027,Wild Rose,Wild Rose,Conservative,Thompson,Myron,
48027,Wild Rose,Wild Rose,Green,Foote,Chris,
48028,Yellowhead,Yellowhead,Liberal,Crossley,Peter,
48028,Yellowhead,Yellowhead,NDP,Lapierre,Noel,
48028,Yellowhead,Yellowhead,Conservative,Merrifield,Rob,
48028,Yellowhead,Yellowhead,Christian Heritage,Strydhorst,Jacob,
48028,Yellowhead,Yellowhead,Green,Stieglitz,Eric,
59001,Abbotsford,Abbotsford,Liberal,Gill,Moe,
59001,Abbotsford,Abbotsford,NDP,Fast,Scott,
59001,Abbotsford,Abbotsford,Marijuana,Felger,Tim,
59001,Abbotsford,Abbotsford,Green,Hann,Karl,
59001,Abbotsford,Abbotsford,Marxist-Leninist,MacKay,David,
59001,Abbotsford,Abbotsford,Conservative,White,Randy,
59001,Abbotsford,Abbotsford,Christian Heritage,Ludwig,Harold ,J.
59002,Burnaby--Douglas,Burnaby--Douglas,Liberal,Cunningham,Bill,
59002,Burnaby--Douglas,Burnaby--Douglas,NDP,Siksay,Bill,
59002,Burnaby--Douglas,Burnaby--Douglas,Green,Hunsdale,Shawn,
59002,Burnaby--Douglas,Burnaby--Douglas,Libertarian,Desaulniers,Adam,
59002,Burnaby--Douglas,Burnaby--Douglas,Conservative,Drazenovic,George,
59002,Burnaby--Douglas,Burnaby--Douglas,Independent,Cerminara,Frank,
59002,Burnaby--Douglas,Burnaby--Douglas,Communist,Gidora,Hanne,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Liberal,Pynenburg,Mary,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Green,Kunz,Revel,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Conservative,Redmond,Mike,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Canadian Action,Green,Dana,
59003,Burnaby--New Westminster,Burnaby--New Westminster,Communist,Horváth,Péter Pál,
59003,Burnaby--New Westminster,Burnaby--New Westminster,NDP,Julian,Peter,
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal,Saini,Gurbux,
59004,Cariboo--Prince George,Cariboo--Prince George,NDP,Smith,Rick,
59004,Cariboo--Prince George,Cariboo--Prince George,Green,Gook,Douglas,
59004,Cariboo--Prince George,Cariboo--Prince George,Independent,Orr ,Mike,
59004,Cariboo--Prince George,Cariboo--Prince George,Canadian Action,Collins,Bev,
59004,Cariboo--Prince George,Cariboo--Prince George,Libertarian,Paetkau,Jeff,
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative,Harris,Dick,
59004,Cariboo--Prince George,Cariboo--Prince George,Marxist-Leninist,Chapman,Carol,Lee
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Liberal,Besner,Bob,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,NDP,Keith,Rollie,L.
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Christian Heritage,Gray,Ron,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Conservative,Strahl,Chuck,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marijuana,Siefken,Norm,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Marxist-Leninist,O'Donnell,Dorothy-Jean,
59005,Chilliwack--Fraser Canyon,Chilliwack--Fraser Canyon,Green,Coghlan,Aisha,
59006,Delta--Richmond East,Delta--Richmond-Est,Liberal,Leonhardt,Shelley,
59006,Delta--Richmond East,Delta--Richmond-Est,Conservative,Cummins,John,
59006,Delta--Richmond East,Delta--Richmond-Est,Green,Miller,Dana,L.
59006,Delta--Richmond East,Delta--Richmond-Est,NDP,Syed,Itrath,
59007,Dewdney--Alouette,Dewdney--Alouette,Liberal,Juneau,Blanche,
59007,Dewdney--Alouette,Dewdney--Alouette,NDP,Bocking,Mike,
59007,Dewdney--Alouette,Dewdney--Alouette,Green,Meyer,Tammy Lea,
59007,Dewdney--Alouette,Dewdney--Alouette,No Affiliation,Etches,Scott,
59007,Dewdney--Alouette,Dewdney--Alouette,Conservative,Kamp,Randy,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Liberal,Martin,Keith,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,NDP,Garrison,Randall,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Independent,Fisher-Bradley,Jen,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Conservative,Koury,John,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Canadian Action,Giles,Shawn  W.,
59008,Esquimalt--Juan de Fuca,Esquimalt--Juan de Fuca,Green,Sterk,Jane,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal,Cheema,Gulzar,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative,Grewal,Nina,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Marxist-Leninist,Theriault,Joseph,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,Green,Walters,David,
59009,Fleetwood--Port Kells,Fleetwood--Port Kells,NDP,Bell,Barry,
59010,Kamloops--Thompson,Kamloops--Thompson,Liberal,O'Fee,John,
59010,Kamloops--Thompson,Kamloops--Thompson,NDP,Carroll,Brian,
59010,Kamloops--Thompson,Kamloops--Thompson,Independent,Singh,Arjun,
59010,Kamloops--Thompson,Kamloops--Thompson,Conservative,Hinton,Betty,
59010,Kamloops--Thompson,Kamloops--Thompson,Green,Fraser,Grant,
59011,Kelowna,Kelowna,Liberal,Nielsen,Vern,
59011,Kelowna,Kelowna,NDP,Grass,Starleigh,
59011,Kelowna,Kelowna,Marijuana,Plourde,Huguette,
59011,Kelowna,Kelowna,Conservative,Schmidt,Werner,
59011,Kelowna,Kelowna,Canadian Action,Cassidyne-Hook,Michael,
59011,Kelowna,Kelowna,Green,Ade,Kevin,
59012,Kootenay--Columbia,Kootenay--Columbia,Liberal,Priest,Ross,
59012,Kootenay--Columbia,Kootenay--Columbia,Conservative,Abbott,Jim,
59012,Kootenay--Columbia,Kootenay--Columbia,Green,Gustafson,Carmen,
59012,Kootenay--Columbia,Kootenay--Columbia,NDP,Bush,Brent,
59013,Langley,Langley,Liberal,Richter,Kim,
59013,Langley,Langley,NDP,Morrison,Dean,
59013,Langley,Langley,Conservative,Warawa,Mark,
59013,Langley,Langley,Independent,Kositsky,Mel,
59013,Langley,Langley,Green,Meyer,Patrick,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Liberal,Chopra,Hira,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Canadian Action,Lifton,Diana,E.
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marxist-Leninist,Biley,Barbara,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Conservative,Lunney,James,D
59014,Nanaimo--Alberni,Nanaimo--Alberni,Marijuana,Mann,Michael,
59014,Nanaimo--Alberni,Nanaimo--Alberni,Green,Wright,David,
59014,Nanaimo--Alberni,Nanaimo--Alberni,NDP,Fraser,Scott,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Liberal,Macilquham,Lloyd,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Conservative,Quist,Dave,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Independent,Brunie,Brunie,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Canadian Action,Warr,Jeffrey,Ian
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,Green,Henn,Harold,
59015,Nanaimo--Cowichan,Nanaimo--Cowichan,NDP,Crowder,Jean,
59016,Newton--North Delta,Newton--Delta-Nord,Liberal,Dhaliwal,Sukh,
59016,Newton--North Delta,Newton--Delta-Nord,Conservative,Grewal,Gurmant,
59016,Newton--North Delta,Newton--Delta-Nord,Communist,Rizvi,Nazir,
59016,Newton--North Delta,Newton--Delta-Nord,Green,Hague,John,
59016,Newton--North Delta,Newton--Delta-Nord,NDP,Clegg,Nancy,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Liberal,Haggard,Dave,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Conservative,Forseth,Paul,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Christian Heritage,Hummelman,Jack,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,NDP,McClurg,Steve,
59017,New Westminster--Coquitlam,New Westminster--Coquitlam,Green,Travers,Carli,
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Liberal,Hansma,Will,
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Canadian Action,Foss,Claire,A.
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Conservative,Stinson,Darrel,
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Marijuana,Longley,Blair,T.
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,No Affiliation,Campbell,Gordon,
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,No Affiliation,Daniels,K.,No.
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,Green,Nelson,Erin,
59018,North Okanagan--Shuswap,Okanagan-Nord--Shuswap,NDP,Brown,Alice,
59019,North Vancouver,North Vancouver,Liberal,Bell,Don,H.
59019,North Vancouver,North Vancouver,Canadian Action,Barker,Andres,Esteban
59019,North Vancouver,North Vancouver,Marxist-Leninist,Hill,Michael,
59019,North Vancouver,North Vancouver,Conservative,White,Ted,
59019,North Vancouver,North Vancouver,Green,Stortz,Peggy,
59019,North Vancouver,North Vancouver,NDP,Nelson,John,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Liberal,Sutton,Vanessa,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Conservative,Day,Stockwell,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Marijuana,Peach,Jack William,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Canadian Action,Haver,Lelannd,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,Green,Naegel,Harry,
59020,Okanagan--Coquihalla,Okanagan--Coquihalla,NDP,Procure,Joyce,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Liberal,Peck,Kwangyul,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Libertarian,Dahlby,Lewis,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Canadian Action,Goff,Pat,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Communist,Gidora,George,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Conservative,Moore,James,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,NDP,King,Charley,
59021,Port Moody--Westwood--Port Coquitlam,Port Moody--Westwood--Port Coquitlam,Green,Voigt,Richard,
59022,Prince George--Peace River,Prince George--Peace River,Liberal,Thorpe,Arleene,
59022,Prince George--Peace River,Prince George--Peace River,Conservative,Hill,Jay,
59022,Prince George--Peace River,Prince George--Peace River,Marxist-Leninist,Rimstad,Tara,
59022,Prince George--Peace River,Prince George--Peace River,Green,Crowley,Hilary,
59022,Prince George--Peace River,Prince George--Peace River,NDP,Hunter,Michael,
59022,Prince George--Peace River,Prince George--Peace River,Canadian Action,Harasym,Harley,J.
59023,Richmond,Richmond,Liberal,Chan,Raymond,
59023,Richmond,Richmond,Green,Kronstein,Stephen,H.F.
59023,Richmond,Richmond,Canadian Action,Warnke,Allan,
59023,Richmond,Richmond,Conservative,Wong,Alice,
59023,Richmond,Richmond,NDP,Jackaman,Dale,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal,Mulroney,David,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative,Lunn,Gary,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Independent,Moreau,Mary,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,Green,Lewis,Andrew,
59024,Saanich--Gulf Islands,Saanich--Gulf Islands,NDP,Burgis,Jennifer,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal,Richardson,Miles,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative,Burton,Andy,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage,Taylor,Rod,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Marxist-Leninist,Martin,Frank,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,NDP,Cullen,Nathan,
59025,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green,Benham,Roger Colin,
59026,Southern Interior,Southern Interior,Liberal,Stanley,Doug,
59026,Southern Interior,Southern Interior,Canadian Action,Paynter,Farlie,
59026,Southern Interior,Southern Interior,Conservative,Gouk,Jim,
59026,Southern Interior,Southern Interior,Marijuana,Cyr,Karine,
59026,Southern Interior,Southern Interior,Independent,Schuster,Robert,
59026,Southern Interior,Southern Interior,Marxist-Leninist,Sproule,Brian,
59026,Southern Interior,Southern Interior,NDP,Atamanenko,Alex,
59026,Southern Interior,Southern Interior,Green,Leyland,Scott,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Liberal,Higginbotham,Judy,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Canadian Action,Taylor,Pat,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Green,De La Pena,Romeo,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,Conservative,Hiebert,Russ,
59027,South Surrey--White Rock--Cloverdale,Surrey-Sud--White Rock--Cloverdale,NDP,Kaur,H.,Pummy
59028,Surrey North,Surrey-Nord,Liberal,Sheel,Dan,
59028,Surrey North,Surrey-Nord,Conservative,Cheema,Jasbir Singh,
59028,Surrey North,Surrey-Nord,Christian Heritage,Herwig,Gerhard,
59028,Surrey North,Surrey-Nord,No Affiliation,Cadman,Chuck,
59028,Surrey North,Surrey-Nord,Canadian Action,Whyte,Roy,Tyler
59028,Surrey North,Surrey-Nord,Communist,Holmes,Joyce,
59028,Surrey North,Surrey-Nord,Green,Athwal,Sunny,
59028,Surrey North,Surrey-Nord,NDP,Karpoff,Jim,
59029,Vancouver Centre,Vancouver-Centre,Liberal,Fry,Hedy,
59029,Vancouver Centre,Vancouver-Centre,Communist,Cariou,Kimball,
59029,Vancouver Centre,Vancouver-Centre,NDP,Stewart,Kennedy,
59029,Vancouver Centre,Vancouver-Centre,Green,Mattu,Robbie,
59029,Vancouver Centre,Vancouver-Centre,Canadian Action,Frei,Alexander,
59029,Vancouver Centre,Vancouver-Centre,Libertarian,Clarke,John,
59029,Vancouver Centre,Vancouver-Centre,Conservative,Mitchell,Gary,
59029,Vancouver Centre,Vancouver-Centre,Christian Heritage,Pal,Joe,
59030,Vancouver East,Vancouver-Est,Liberal,Chan,Shirley,
59030,Vancouver East,Vancouver-Est,Green,Plowright,Ron,
59030,Vancouver East,Vancouver-Est,No Affiliation,Lesosky,Louis,James
59030,Vancouver East,Vancouver-Est,NDP,Davies,Libby,
59030,Vancouver East,Vancouver-Est,Christian Heritage,Kieler,Gloria,Anne
59030,Vancouver East,Vancouver-Est,Conservative,Grigg,Harvey,
59030,Vancouver East,Vancouver-Est,Marijuana,Boyer,Marc,
59031,Vancouver Island North,Île de Vancouver-Nord,Liberal,Ahmed ,Noor,
59031,Vancouver Island North,Île de Vancouver-Nord,Marxist-Leninist,East,Jack,
59031,Vancouver Island North,Île de Vancouver-Nord,Conservative,Duncan,John,
59031,Vancouver Island North,Île de Vancouver-Nord,Green,Munroe,Pam,
59031,Vancouver Island North,Île de Vancouver-Nord,NDP,Bell,Catherine,
59032,Vancouver Kingsway,Vancouver Kingsway,Liberal,Emerson,David,
59032,Vancouver Kingsway,Vancouver Kingsway,Conservative,Johl,Jesse,
59032,Vancouver Kingsway,Vancouver Kingsway,No Affiliation,Kwan,Jeannie,
59032,Vancouver Kingsway,Vancouver Kingsway,Canadian Action,Rempel,Jacob,
59032,Vancouver Kingsway,Vancouver Kingsway,Communist,Mann,Jason,
59032,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist,Petersen,Donna,
59032,Vancouver Kingsway,Vancouver Kingsway,Green,Mann,Tracey  Jastinder,
59032,Vancouver Kingsway,Vancouver Kingsway,NDP,Waddell,Ian,
59033,Vancouver Quadra,Vancouver Quadra,Liberal,Owen,Stephen,
59033,Vancouver Quadra,Vancouver Quadra,Marxist-Leninist,Young,Donovan,
59033,Vancouver Quadra,Vancouver Quadra,Green,Warkentin,Doug,
59033,Vancouver Quadra,Vancouver Quadra,Conservative,Rogers,Stephen,
59033,Vancouver Quadra,Vancouver Quadra,Libertarian,Chowne,Katrina,
59033,Vancouver Quadra,Vancouver Quadra,Canadian Action,Fogal,Connie,
59033,Vancouver Quadra,Vancouver Quadra,NDP,Askew,David,
59034,Vancouver South,Vancouver-Sud,Liberal,Dosanjh,Ujjal,
59034,Vancouver South,Vancouver-Sud,Conservative,Soo Chan,Victor,
59034,Vancouver South,Vancouver-Sud,Christian Heritage,Wagner,Frank,
59034,Vancouver South,Vancouver-Sud,No Affiliation,Sandhu,H.,
59034,Vancouver South,Vancouver-Sud,Canadian Action,Horrocks,Joe,Sixpack
59034,Vancouver South,Vancouver-Sud,NDP,Meslo,Bev,
59034,Vancouver South,Vancouver-Sud,Marxist-Leninist,Boylan,Charles,
59034,Vancouver South,Vancouver-Sud,Green,Perry,Doug,
59034,Vancouver South,Vancouver-Sud,Communist,Von Sychowski,Stephen,
59035,Victoria,Victoria,Liberal,Anderson,David,
59035,Victoria,Victoria,NDP,Turner,David,
59035,Victoria,Victoria,Conservative,Wenham,Logan,
59035,Victoria,Victoria,Canadian Action,Skinner,Derek,J.
59035,Victoria,Victoria,Green,Lade,Ariel,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Liberal,Wilson,Blair,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Conservative,Reynolds,John,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Canadian Action,Bombois,Marc,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Marxist-Leninist,Jamieson,Anne,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,Green,Goldsmith,Andrea,
59036,West Vancouver--Sunshine Coast,West Vancouver--Sunshine Coast,NDP,Simons,Nicholas,
60001,Yukon,Yukon,Liberal,Bagnell,Larry,
60001,Yukon,Yukon,NDP,Boyde,Pam,
60001,Yukon,Yukon,Green,LeBlond,Philippe,
60001,Yukon,Yukon,Marijuana,Davey,Sean,
60001,Yukon,Yukon,Conservative,Hartle,James,
60001,Yukon,Yukon,Christian Heritage,Capp,Geoffrey,
61001,Western Arctic,Western Arctic,Liberal,Blondin-Andrew,Ethel,
61001,Western Arctic,Western Arctic,NDP,Bevington,Dennis,
61001,Western Arctic,Western Arctic,Green,O'Brien,Chris,
61001,Western Arctic,Western Arctic,Conservative,Mandeville,Sean,
62001,Nunavut,Nunavut,Liberal,Karetak-Lindell,Nancy,
62001,Nunavut,Nunavut,Independent,Thompson,Manitok,
62001,Nunavut,Nunavut,Green,Kenney,Nedd,
62001,Nunavut,Nunavut,Conservative,Cunningham,Duncan,
62001,Nunavut,Nunavut,NDP,Riddell,Bill,
