district_code,district_name_english,district_name_french,party,candidate_last,candidate_first
48006,Calgary Forest Lawn,Calgary Forest Lawn,Liberal,Stewart,Cam
48006,Calgary Forest Lawn,Calgary Forest Lawn,Democratic Advancement,Veress,Max
48007,Calgary Heritage,Calgary Heritage,Green,Christie,Kelly
48007,Calgary Heritage,Calgary Heritage,Independent,Duchastel de Montrouge,Nicolas
48007,Calgary Heritage,Calgary Heritage,Conservative,Harper,Stephen J.
48007,Calgary Heritage,Calgary Heritage,Independent,Heather,Larry R.
48007,Calgary Heritage,Calgary Heritage,NDP,Masters Burgener,Matt
48007,Calgary Heritage,Calgary Heritage,Liberal,Miles,Brendan
48007,Calgary Heritage,Calgary Heritage,Libertarian,Paolasini,Steven
48007,Calgary Heritage,Calgary Heritage,Independent,Zepik,Korry
48008,Calgary Midnapore,Calgary Midnapore,Marxist-Leninist,Askin,Peggy
48008,Calgary Midnapore,Calgary Midnapore,Liberal,Brown,Haley
48008,Calgary Midnapore,Calgary Midnapore,Conservative,Kenney,Jason
48008,Calgary Midnapore,Calgary Midnapore,Green,Wauters,Brennan
48008,Calgary Midnapore,Calgary Midnapore,NDP,Weston,Laura
48009,Calgary Nose Hill,Calgary Nose Hill,Democratic Advancement,Butt,Faizan
48009,Calgary Nose Hill,Calgary Nose Hill,Libertarian,Gao,Edward
48009,Calgary Nose Hill,Calgary Nose Hill,NDP,Kaufman,Bruce
48009,Calgary Nose Hill,Calgary Nose Hill,Liberal,Prcic,Robert
48009,Calgary Nose Hill,Calgary Nose Hill,Conservative,Rempel,Michelle
48009,Calgary Nose Hill,Calgary Nose Hill,Green,Scheer,Laurie
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,Conservative,Kelly,Pat
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,NDP,Kot,Stephanie
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,Liberal,Naidoo,Nirmala
48010,Calgary Rocky Ridge,Calgary Rocky Ridge,Green,Wright,Catriona
48011,Calgary Shepard,Calgary Shepard,NDP,Allard,Dany
48011,Calgary Shepard,Calgary Shepard,Liberal,James,Jerome
48011,Calgary Shepard,Calgary Shepard,Conservative,Kmiec,Tom
48011,Calgary Shepard,Calgary Shepard,Green,MacKenzie,Graham
48012,Calgary Signal Hill,Calgary Signal Hill,NDP,Ahmed,Khalis
48012,Calgary Signal Hill,Calgary Signal Hill,Liberal,Cundal,Kerry
48012,Calgary Signal Hill,Calgary Signal Hill,Green,Knorren,Taryn
48012,Calgary Signal Hill,Calgary Signal Hill,Conservative,Liepert,Ron
48012,Calgary Signal Hill,Calgary Signal Hill,Libertarian,Moen,Tim
48012,Calgary Signal Hill,Calgary Signal Hill,Christian Heritage,Rau,Jesse
48013,Calgary Skyview,Calgary Skyview,Marxist-Leninist,Blanchard,Daniel
48013,Calgary Skyview,Calgary Skyview,Progressive Canadian,Butt,Najeeb
48013,Calgary Skyview,Calgary Skyview,Democratic Advancement,Garvey,Stephen
48013,Calgary Skyview,Calgary Skyview,Liberal,Kang,Darshan Singh
48013,Calgary Skyview,Calgary Skyview,Green,Reddy,Ed
48013,Calgary Skyview,Calgary Skyview,Conservative,Shory,Devinder
48013,Calgary Skyview,Calgary Skyview,NDP,Singh,Sahajvir
48013,Calgary Skyview,Calgary Skyview,Independent,Young,Joseph
48014,Edmonton Centre,Edmonton-Centre,Liberal,Boissonnault,Randy
48014,Edmonton Centre,Edmonton-Centre,Conservative,Cumming,James
48014,Edmonton Centre,Edmonton-Centre,NDP,McGowan,Gil
48014,Edmonton Centre,Edmonton-Centre,Green,Parker,David
48014,Edmonton Centre,Edmonton-Centre,Rhinoceros,Stauffer,Steven
48014,Edmonton Centre,Edmonton-Centre,Independent,Yaki,Kat
48015,Edmonton Griesbach,Edmonton Griesbach,Conservative,Diotte,Kerry
48015,Edmonton Griesbach,Edmonton Griesbach,Liberal,Gold,Brian
48015,Edmonton Griesbach,Edmonton Griesbach,Libertarian,Goncharenko,Maryna
48015,Edmonton Griesbach,Edmonton Griesbach,NDP,Irwin,Janis
48015,Edmonton Griesbach,Edmonton Griesbach,Marxist-Leninist,Joyce,Mary
48015,Edmonton Griesbach,Edmonton Griesbach,Marijuana,Northcott,Linda
48015,Edmonton Griesbach,Edmonton Griesbach,Rhinoceros,Thompson,Bun Bun
48015,Edmonton Griesbach,Edmonton Griesbach,Green,Workman,Heather
48016,Edmonton Manning,Edmonton Manning,Conservative,Aboultaif,Ziad
48016,Edmonton Manning,Edmonton Manning,Liberal,Aujla,Sukhdev
48016,Edmonton Manning,Edmonton Manning,Independent,Deres,Mebreate
48016,Edmonton Manning,Edmonton Manning,NDP,Paquette,Aaron
48016,Edmonton Manning,Edmonton Manning,Marxist-Leninist,Vachon,André
48016,Edmonton Manning,Edmonton Manning,Green,Vallee,Chris
48017,Edmonton Mill Woods,Edmonton Mill Woods,NDP,Deol,Jasvir
48017,Edmonton Mill Woods,Edmonton Mill Woods,Christian Heritage,Downing,Peter
48017,Edmonton Mill Woods,Edmonton Mill Woods,Green,McLean,Ralph
48017,Edmonton Mill Woods,Edmonton Mill Woods,Libertarian,Paley,Allen K.W.
48017,Edmonton Mill Woods,Edmonton Mill Woods,Communist,Rankin,Naomi
48017,Edmonton Mill Woods,Edmonton Mill Woods,Liberal,Sohi,Amarjeet
48017,Edmonton Mill Woods,Edmonton Mill Woods,Independent,Stubbs,Colin
48017,Edmonton Mill Woods,Edmonton Mill Woods,Conservative,Uppal,Tim
48018,Edmonton Riverbend,Edmonton Riverbend,Liberal,Chaudary,Tariq
48018,Edmonton Riverbend,Edmonton Riverbend,NDP,Fleck,Brian
48018,Edmonton Riverbend,Edmonton Riverbend,Conservative,Jeneroux,Matt
48018,Edmonton Riverbend,Edmonton Riverbend,Green,Kennedy,Valerie
48018,Edmonton Riverbend,Edmonton Riverbend,Libertarian,Lack,Steven
48019,Edmonton Strathcona,Edmonton Strathcona,Green,Binnema,Jacob K.
48019,Edmonton Strathcona,Edmonton Strathcona,Pirate,Bromsgrove,Ryan
48019,Edmonton Strathcona,Edmonton Strathcona,NDP,Duncan,Linda
48019,Edmonton Strathcona,Edmonton Strathcona,Rhinoceros,Eckstrom,Donovan
48019,Edmonton Strathcona,Edmonton Strathcona,Independent,Jones,Chris
48019,Edmonton Strathcona,Edmonton Strathcona,Marxist-Leninist,MacDonald,Dougal
48019,Edmonton Strathcona,Edmonton Strathcona,Liberal,Olszewski,Eleanor
48019,Edmonton Strathcona,Edmonton Strathcona,Independent,Schurman,Andrew
48019,Edmonton Strathcona,Edmonton Strathcona,Libertarian,Stinson,Malcolm
48019,Edmonton Strathcona,Edmonton Strathcona,Conservative,Thom,Len
48020,Edmonton West,Edmonton-Ouest,Green,Bryan,Pamela Leslie
48020,Edmonton West,Edmonton-Ouest,Libertarian,Dussault,Alexander
48020,Edmonton West,Edmonton-Ouest,Liberal,Leibovici,Karen
48020,Edmonton West,Edmonton-Ouest,NDP,MacKenzie,Heather
48020,Edmonton West,Edmonton-Ouest,Conservative,McCauley,Kelly
48020,Edmonton West,Edmonton-Ouest,Marxist-Leninist,Morton,Peggy
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Liberal,Biollo,Jacqueline
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,NDP,Bitz,Fritz K.
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Green,Hut,Joy-Ann
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Conservative,Lake,Mike
48021,Edmonton--Wetaskiwin,Edmonton--Wetaskiwin,Libertarian,Whitlock,Brayden
48022,Foothills,Foothills,Conservative,Barlow,John
48022,Foothills,Foothills,Liberal,MacPherson,Tanya
48022,Foothills,Foothills,Libertarian,Morgan,Cory
48022,Foothills,Foothills,Christian Heritage,Slingerland,Marc
48022,Foothills,Foothills,NDP,Thompson,Alison
48022,Foothills,Foothills,Green,Tittel,Romy S.
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Libertarian,Berry,Scott
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Green,Deheer,Brian
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Liberal,Harrietha,Kyle
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Christian Heritage,Janssen,Roelof
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,NDP,Lepine,Melody
48023,Fort McMurray--Cold Lake,Fort McMurray--Cold Lake,Conservative,Yurdiga,David
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Green,Friesen,James David
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Liberal,Johnston,Reagan
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,NDP,Mossagizi,Saba
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Libertarian,Thompson,Dylan
48024,Grande Prairie--Mackenzie,Grande Prairie--Mackenzie,Conservative,Warkentin,Chris
48025,Lakeland,Lakeland,Libertarian,McFadzean,Robert George
48025,Lakeland,Lakeland,Green,Montgomery,Danielle
48025,Lakeland,Lakeland,Liberal,Parenteau,Garry
48025,Lakeland,Lakeland,Conservative,Stubbs,Shannon
48025,Lakeland,Lakeland,NDP,Zaraska,Duane
48026,Lethbridge,Lethbridge,Christian Heritage,Capp,Geoffrey
48026,Lethbridge,Lethbridge,Conservative,Harder,Rachael
48026,Lethbridge,Lethbridge,Rhinoceros,Krygier-Paine,Solly
48026,Lethbridge,Lethbridge,Green,MacMillan,Kas
48026,Lethbridge,Lethbridge,NDP,Meheden,Cheryl
48026,Lethbridge,Lethbridge,Liberal,Pyne,Mike
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Liberal,Allan,Glen
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Conservative,Hillyer,Jim
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Green,Smith,Brent
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,Independent,Turner,John Clayton
48027,Medicine Hat--Cardston--Warner,Medicine Hat--Cardston--Warner,NDP,Weir,Erin
48028,Peace River--Westlock,Peace River--Westlock,NDP,Alexis,Cameron
48028,Peace River--Westlock,Peace River--Westlock,Liberal,Brown,Chris
48028,Peace River--Westlock,Peace River--Westlock,Green,Levac,Sabrina Lee
48028,Peace River--Westlock,Peace River--Westlock,Libertarian,Sergeew,Jeremy
48028,Peace River--Westlock,Peace River--Westlock,Conservative,Viersen,Arnold
48029,Red Deer--Mountain View,Red Deer--Mountain View,Conservative,Dreeshen,Earl
48029,Red Deer--Mountain View,Red Deer--Mountain View,NDP,Harris,Paul
48029,Red Deer--Mountain View,Red Deer--Mountain View,Liberal,Kastern,Chandra Lescia
48029,Red Deer--Mountain View,Red Deer--Mountain View,Pirate,Milne,Scott
48029,Red Deer--Mountain View,Red Deer--Mountain View,Green,Oleny,Simon
48029,Red Deer--Mountain View,Red Deer--Mountain View,Libertarian,Walper,James
48030,Red Deer--Lacombe,Red Deer--Lacombe,Conservative,Calkins,Blaine
48030,Red Deer--Lacombe,Red Deer--Lacombe,NDP,Hart,Doug
48030,Red Deer--Lacombe,Red Deer--Lacombe,Green,Kuzyk,Les
48030,Red Deer--Lacombe,Red Deer--Lacombe,Liberal,Rock,Jeff
48031,St. Albert--Edmonton,St. Albert--Edmonton,Conservative,Cooper,Michael
48031,St. Albert--Edmonton,St. Albert--Edmonton,Liberal,Ghettuba,Beatrice
48031,St. Albert--Edmonton,St. Albert--Edmonton,NDP,Malayko,Darlene
48031,St. Albert--Edmonton,St. Albert--Edmonton,Green,Oldham,Andrea
48031,St. Albert--Edmonton,St. Albert--Edmonton,Independent,Rathgeber,Brent
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Libertarian,Burry,Stephen C.
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,NDP,Cave,Joanne
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Independent,Ford,James
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Liberal,Frank,Rod
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Conservative,Genuis,Garnett
48032,Sherwood Park--Fort Saskatchewan,Sherwood Park--Fort Saskatchewan,Green,Harrop,Brandie
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Conservative,Ambrose,Rona
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Christian Heritage,Chauvet,Ernest
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,NDP,Desforges,Guy
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Liberal,Dueck,Travis
48033,Sturgeon River--Parkland,Sturgeon River--Parkland,Green,Greene,Brendon
48034,Yellowhead,Yellowhead,Conservative,Eglinski,Jim
48034,Yellowhead,Yellowhead,NDP,Kuzminski,Ken
48034,Yellowhead,Yellowhead,Libertarian,Lystang,Cory
48034,Yellowhead,Yellowhead,Liberal,Maguhn,Ryan
48034,Yellowhead,Yellowhead,Green,Wolf Lange,Sandra
59001,Abbotsford,Abbotsford,Conservative,Fast,Ed
59001,Abbotsford,Abbotsford,Green,Fowler,Stephen
59001,Abbotsford,Abbotsford,Marxist-Leninist,MacKay,David
59001,Abbotsford,Abbotsford,NDP,Martel,Jen
59001,Abbotsford,Abbotsford,Liberal,Njenga,Peter
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,NDP,Baird Ellan,Carol
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Liberal,Beech,Terry
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Independent,Chang,Helen Hee Soon
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Communist,Jantzen,Brent
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Conservative,Little,Mike
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Green,Quarmby,Lynne
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Marxist-Leninist,Sproule,Brian
59002,Burnaby North--Seymour,Burnaby-Nord--Seymour,Libertarian,Tylor,Chris
59003,Burnaby South,Burnaby-Sud,Libertarian,Jaluague,Liz
59003,Burnaby South,Burnaby-Sud,Liberal,Pankratz,Adam
59003,Burnaby South,Burnaby-Sud,Conservative,Seear,Grace
59003,Burnaby South,Burnaby-Sud,NDP,Stewart,Kennedy
59003,Burnaby South,Burnaby-Sud,Green,Tessari,Wyatt
59004,Cariboo--Prince George,Cariboo--Prince George,Liberal,Calogheros,Tracy
59004,Cariboo--Prince George,Cariboo--Prince George,No affiliation,Campbell,Gordon
59004,Cariboo--Prince George,Cariboo--Prince George,Independent,Clare,Sheldon
59004,Cariboo--Prince George,Cariboo--Prince George,Christian Heritage,De Kroon,Adam
59004,Cariboo--Prince George,Cariboo--Prince George,NDP,Derrick,Trent
59004,Cariboo--Prince George,Cariboo--Prince George,Conservative,Doherty,Todd
59004,Cariboo--Prince George,Cariboo--Prince George,Green,Jaques,Richard Edward
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Conservative,Albas,Dan
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Green,Mellalieu,Robert
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,Liberal,Scott,Karley
59005,Central Okanagan--Similkameen--Nicola,Central Okanagan--Similkameen--Nicola,NDP,Wood,Angelique
59006,Chilliwack--Hope,Chilliwack--Hope,Green,Cheney,Thomas
59006,Chilliwack--Hope,Chilliwack--Hope,Liberal,De Jaeger,Louis
59006,Chilliwack--Hope,Chilliwack--Hope,Libertarian,Johnson,Alexander
59006,Chilliwack--Hope,Chilliwack--Hope,NDP,MacPherson,Seonaigh
59006,Chilliwack--Hope,Chilliwack--Hope,Marxist-Leninist,O'Donnell,Dorothy-Jean
59006,Chilliwack--Hope,Chilliwack--Hope,Conservative,Strahl,Mark
59007,Cloverdale--Langley City,Cloverdale--Langley City,Liberal,Aldag,John
59007,Cloverdale--Langley City,Cloverdale--Langley City,Green,Anderson,Scott
59007,Cloverdale--Langley City,Cloverdale--Langley City,Conservative,Drysdale,Dean
59007,Cloverdale--Langley City,Cloverdale--Langley City,NDP,Smith,Rebecca
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Libertarian,Dahlby,Lewis Clarke
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Conservative,Horne,Douglas
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Liberal,McKinnon,Ron
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,Green,Nickason,Brad
59008,Coquitlam--Port Coquitlam,Coquitlam--Port Coquitlam,NDP,Norman,Sara
59009,Courtenay--Alberni,Courtenay--Alberni,Marxist-Leninist,Biley,Barbara
59009,Courtenay--Alberni,Courtenay--Alberni,Conservative,Duncan,John
59009,Courtenay--Alberni,Courtenay--Alberni,NDP,Johns,Gord
59009,Courtenay--Alberni,Courtenay--Alberni,Liberal,Powell-Davidson,Carrie
59009,Courtenay--Alberni,Courtenay--Alberni,Green,Sollitt,Glenn
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Conservative,Barker,Martin
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Marxist-Leninist,Haythornthwaite,Alastair
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Green,Hunt-Jinnouchi,Fran
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,Liberal,Krayenhoff,Luke
59010,Cowichan--Malahat--Langford,Cowichan--Malahat--Langford,NDP,MacGregor,Alistair
59011,Delta,Delta,Green,Devellano,Anthony Edward
59011,Delta,Delta,Conservative,Findlay,Kerry-Lynne
59011,Delta,Delta,NDP,Leveque,Jeremy
59011,Delta,Delta,Liberal,Qualtrough,Carla
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,NDP,Begg,Garry
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Conservative,Grewal,Nina
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Liberal,Hardie,Ken
59012,Fleetwood--Port Kells,Fleetwood--Port Kells,Green,Hosein,Richard
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Green,Greenwood,Matthew
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Conservative,McLeod,Cathy
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,Liberal,Powrie,Steve
59013,Kamloops--Thompson--Cariboo,Kamloops--Thompson--Cariboo,NDP,Sundhu,Bill
59014,Kelowna--Lake Country,Kelowna--Lake Country,NDP,Bowman,Norah Mary
59014,Kelowna--Lake Country,Kelowna--Lake Country,Conservative,Cannan,Ron
59014,Kelowna--Lake Country,Kelowna--Lake Country,Liberal,Fuhr,Stephen
59015,Kootenay--Columbia,Kootenay--Columbia,Green,Green,Bill
59015,Kootenay--Columbia,Kootenay--Columbia,Liberal,Johnston,Don
59015,Kootenay--Columbia,Kootenay--Columbia,NDP,Stetski,Wayne
59015,Kootenay--Columbia,Kootenay--Columbia,Conservative,Wilks,David
59016,Langley--Aldergrove,Langley--Aldergrove,Green,Dhillon,Simmi Saminder Kaur
59016,Langley--Aldergrove,Langley--Aldergrove,Liberal,Jensen,Leon
59016,Langley--Aldergrove,Langley--Aldergrove,NDP,Sangster,Margot
59016,Langley--Aldergrove,Langley--Aldergrove,Libertarian,Southern,Lauren
59016,Langley--Aldergrove,Langley--Aldergrove,Conservative,Warawa,Mark
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,NDP,Adamson,Dennis
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Green,Green,Arthur Alexander
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Independent,Scott,Wyatt
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Liberal,Sidhu,Jati
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Conservative,Vis,Brad
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Marxist-Leninist,Wismer,Elaine
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Marxist-Leninist,East,Jack
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Conservative,MacDonald,Mark Allen
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,NDP,Malcolmson,Sheila
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Green,Manly,Paul
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Liberal,Tessier,Tim
59019,New Westminster--Burnaby,New Westminster--Burnaby,Libertarian,Brocki,Rex
59019,New Westminster--Burnaby,New Westminster--Burnaby,Conservative,Ellis,Chloé
59019,New Westminster--Burnaby,New Westminster--Burnaby,NDP,Julian,Peter
59019,New Westminster--Burnaby,New Westminster--Burnaby,Liberal,Ramnarine,Sasha
59019,New Westminster--Burnaby,New Westminster--Burnaby,Green,Routledge,Kyle
59019,New Westminster--Burnaby,New Westminster--Burnaby,Marxist-Leninist,Theriault,Joseph
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Conservative,Arnold,Mel
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Liberal,Derkaz,Cindy
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Green,George,Chris
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,NDP,Gingras,Jacqui
59021,North Vancouver,North Vancouver,Independent,Azad,Payam
59021,North Vancouver,North Vancouver,Green,Martin,Claire
59021,North Vancouver,North Vancouver,Conservative,Saxton,Andrew
59021,North Vancouver,North Vancouver,NDP,Thomas,Carleen
59021,North Vancouver,North Vancouver,Liberal,Wilkinson,Jonathan
59021,North Vancouver,North Vancouver,Libertarian,Yetisen,Ismet
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,NDP,D'Eith,Bob
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Conservative,Murray,Mike
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Independent,Ranta,Steve
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Liberal,Ruimy,Dan
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Green,Tam,Peter
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Liberal,Adcock,Jessie
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,NDP,Donnelly,Fin
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Conservative,Laidler,Tim
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Green,Madsen,Marcus
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Marxist-Leninist,Verrier,Roland
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Green,Biggar,Elizabeth
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Progressive Canadian,Blackman,Barry
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,NDP,Dickie,Kathi
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Libertarian,Keller,W. Todd
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Liberal,Shaw,Matt
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Conservative,Zimmer,Bob
59025,Richmond Centre,Richmond-Centre,Green,Chiu,Vincent
59025,Richmond Centre,Richmond-Centre,NDP,Trovato,Jack
59025,Richmond Centre,Richmond-Centre,Conservative,Wong,Alice
59025,Richmond Centre,Richmond-Centre,Liberal,Woo,Lawrence
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,NDP,Garrison,Randall
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Green,Litman,Frances
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Conservative,Lukens,Shari
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Liberal,Merner,David
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Communist,Strandlund,Tyson
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative,Boyd,Robert
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,NDP,Cormier,Alicia
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal,Kane,Tim
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Green,May,Elizabeth
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Libertarian,Porter,Meghan Jess
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,NDP,Cullen,Nathan
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal,Layton,Brad
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative,Nesbitt,Tyler
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green,Parnell,Jeannie
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage,Spratt,Don
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,NDP,Cannings,Richard
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Liberal,Denesiuk,Connie
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Independent,Gray,Brian
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Conservative,Neufeld,Marshall
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Green,Troy,Samantha
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Green,Colero,Larry
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Liberal,Higginbotham,Judy
59030,South Surrey--White Rock,Surrey-Sud--White Rock,NDP,Hobby,Pixie
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Libertarian,Hu,Bonnie
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Progressive Canadian,Marlatt,Brian
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Conservative,Watts,Dianne Lynn
59031,Steveston--Richmond East,Steveston--Richmond-Est,Conservative,Chiu,Kenny
59031,Steveston--Richmond East,Steveston--Richmond-Est,Liberal,Peschisolido,Joe
59031,Steveston--Richmond East,Steveston--Richmond-Est,Green,Shaw,Laura-Leah
59031,Steveston--Richmond East,Steveston--Richmond-Est,NDP,Stewart,Scott
59031,Steveston--Richmond East,Steveston--Richmond-Est,Libertarian,Swanston,Matthew
59032,Surrey Centre,Surrey-Centre,Green,Deneault,Jeremiah
59032,Surrey Centre,Surrey-Centre,Communist,Kahlon,Iqbal
59032,Surrey Centre,Surrey-Centre,Christian Heritage,Pielak,Kevin
59032,Surrey Centre,Surrey-Centre,NDP,Sandhu,Jasbir
59032,Surrey Centre,Surrey-Centre,Liberal,Sarai,Randeep
59032,Surrey Centre,Surrey-Centre,Conservative,Thind,Sucha
59033,Surrey--Newton,Surrey--Newton,Liberal,Dhaliwal,Sukh
59033,Surrey--Newton,Surrey--Newton,Green,Sangha,Pamela
59033,Surrey--Newton,Surrey--Newton,NDP,Sims,Jinny
59033,Surrey--Newton,Surrey--Newton,Conservative,Singh,Harpreet
59034,Vancouver Centre,Vancouver-Centre,Conservative,Allan,Elaine
59034,Vancouver Centre,Vancouver-Centre,NDP,Barnes,Constance
59034,Vancouver Centre,Vancouver-Centre,Green,Barrett,Lisa
59034,Vancouver Centre,Vancouver-Centre,Libertarian,Clarke,John
59034,Vancouver Centre,Vancouver-Centre,Liberal,Fry,Hedy
