"candidate_id","candidate_name","candidate_lastname","party","district","election","contributions","election_year"
4533,"Allard, Carole-Marie","Allard","Liberal","Alfred-Pellan","38th general election",4800,2004
5603,"Le Bel, Benjamin","Le Bel","NDP","Alfred-Pellan","38th general election",400,2004
5245,"Armstrong, Blaine","Armstrong","Conservative","Algoma--Manitoulin--Kapuskasing","38th general election",11560,2004
5246,"Killen, Lindsay","Killen","Green","Algoma--Manitoulin--Kapuskasing","38th general election",850,2004
4306,"St. Denis, Brent","St. Denis","Liberal","Algoma--Manitoulin--Kapuskasing","38th general election",9450,2004
4307,"Hughes, Carol","Hughes","NDP","Algoma--Manitoulin--Kapuskasing","38th general election",13807.45,2004
4308,"Sweet, David","Sweet","Conservative","Ancaster--Dundas--Flamborough--Westdale","38th general election",41400,2004
4309,"Januczkowski, David","Januczkowski","Green","Ancaster--Dundas--Flamborough--Westdale","38th general election",315,2004
5247,"Powers, Russ","Powers","Liberal","Ancaster--Dundas--Flamborough--Westdale","38th general election",27333.18,2004
4310,"Guyatt, Gordon","Guyatt","NDP","Ancaster--Dundas--Flamborough--Westdale","38th general election",29721,2004
5607,"Laframboise, Mario","Laframboise","Bloc","Argenteuil--Mirabel","38th general election",37675,2004
5609,"Sabourin, Claude","Sabourin","Green","Argenteuil--Mirabel","38th general election",1000.78,2004
5610,"Sabourin, Yves","Sabourin","Liberal","Argenteuil--Mirabel","38th general election",6020,2004
4148,"Jean, Brian","Jean","Conservative","Athabasca","38th general election",29730,2004
4989,"Hopfe, Ian","Hopfe","Green","Athabasca","38th general election",750,2004
4990,"Faulkner, Doug","Faulkner","Liberal","Athabasca","38th general election",25285.66,2004
4991,"Cree, Robert","Cree","NDP","Athabasca","38th general election",1425,2004
4848,"Dalton, Rick","Dalton","Conservative","Avalon","38th general election",13100,2004
4846,"Ferguson, Don C.","Ferguson","Green","Avalon","38th general election",500,2004
4051,"Efford, R. John","Efford","Liberal","Avalon","38th general election",25205,2004
4847,"Kehoe, Michael","Kehoe","NDP","Avalon","38th general election",0,2004
5249,"Brown, Patrick","Brown","Conservative","Barrie","38th general election",35220,2004
4312,"Jacoby-Hawkins, Erich","Jacoby-Hawkins","Green","Barrie","38th general election",0.01,2004
5248,"Carroll, Aileen","Carroll","Liberal","Barrie","38th general election",56510,2004
4311,"Bursztyn, Peter","Bursztyn","NDP","Barrie","38th general election",6340,2004
4084,"Ritz, Gerry","Ritz","Conservative","Battlefords--Lloydminster","38th general election",30248,2004
4906,"Price, Del","Price","Liberal","Battlefords--Lloydminster","38th general election",9902.5,2004
4905,"McKee, Shawn","McKee","NDP","Battlefords--Lloydminster","38th general election",18981,2004
5257,"Nikopoulos, Nick","Nikopoulos","Conservative","Beaches--East York","38th general election",6905,2004
5251,"Davison, Peter","Davison","Green","Beaches--East York","38th general election",1070,2004
5254,"Minna, Maria","Minna","Liberal","Beaches--East York","38th general election",3500,2004
5252,"Tabuns, Peter","Tabuns","NDP","Beaches--East York","38th general election",35435,2004
4535,"Barbe, Jean-François","Barbe","Bloc","Beauce","38th general election",7535.03,2004
4534,"Guay, Alain","Guay","Conservative","Beauce","38th general election",500,2004
5614,"Drouin, Claude","Drouin","Liberal","Beauce","38th general election",9885,2004
5615,"Giguère, Philippe","Giguère","NDP","Beauce","38th general election",75,2004
5617,"Bellemare, Dominique","Bellemare","Conservative","Beauharnois--Salaberry","38th general election",15786.44,2004
5620,"Pelletier, Rémi","Pelletier","Green","Beauharnois--Salaberry","38th general election",354,2004
4537,"Marcil, Serge","Marcil","Liberal","Beauharnois--Salaberry","38th general election",23950,2004
4539,"Simard, Christian","Simard","Bloc","Beauport","38th general election",6868.76,2004
4538,"Asselin, Stephan","Asselin","Conservative","Beauport","38th general election",210,2004
4541,"Desharnais, Jeannine T.","Desharnais","Green","Beauport","38th general election",200,2004
4540,"Dawson, Dennis","Dawson","Liberal","Beauport","38th general election",24656.18,2004
5621,"Trégan, Xavier","Trégan","NDP","Beauport","38th general election",0,2004
4874,"Vautour, Angela","Vautour","Conservative","Beauséjour","38th general election",26440,2004
4876,"Girouard, Anna","Girouard","Green","Beauséjour","38th general election",45,2004
4875,"LeBlanc, Dominic","LeBlanc","Liberal","Beauséjour","38th general election",0.01,2004
4877,"Bourque, Omer","Bourque","NDP","Beauséjour","38th general election",4995,2004
4544,"André, Guy","André","Bloc","Berthier--Maskinongé","38th general election",8835,2004
5623,"Fortier, Ann Julie","Fortier","Conservative","Berthier--Maskinongé","38th general election",3575,2004
5624,"Labrecque, Eric","Labrecque","Green","Berthier--Maskinongé","38th general election",0.01,2004
5622,"McKinnon, Denis","McKinnon","NDP","Berthier--Maskinongé","38th general election",300,2004
4086,"Yelich, Lynne","Yelich","Conservative","Blackstrap","38th general election",28312.07,2004
4085,"Oliphant, Lynn","Oliphant","Green","Blackstrap","38th general election",29,2004
4088,"Paulsen, Tiffany","Paulsen","Liberal","Blackstrap","38th general election",37175,2004
4087,"Kossick, Don","Kossick","NDP","Blackstrap","38th general election",112.3,2004
4054,"Barnes, Rex","Barnes","Conservative","Bonavista--Exploits","38th general election",17310,2004
4053,"White, Ed Sailor","White","Green","Bonavista--Exploits","38th general election",0,2004
4052,"Simms, Scott","Simms","Liberal","Bonavista--Exploits","38th general election",27539.6,2004
4850,"McLean, Samuel Robert","McLean","NDP","Bonavista--Exploits","38th general election",720,2004
5628,"Lopinto, Noémi","Lopinto","Green","Bourassa","38th general election",0.01,2004
4547,"Coderre, Denis","Coderre","Liberal","Bourassa","38th general election",10690,2004
4546,"Saykaly, Stefano","Saykaly","NDP","Bourassa","38th general election",7500,2004
5262,"Gill, Raminder","Gill","Conservative","Bramalea--Gore--Malton","38th general election",8400,2004
5261,"McDowall, Sharleen","McDowall","Green","Bramalea--Gore--Malton","38th general election",192.91,2004
5259,"Malhi, Gurbax S.","Malhi","Liberal","Bramalea--Gore--Malton","38th general election",1801,2004
5258,"Miranda, Fernando","Miranda","NDP","Bramalea--Gore--Malton","38th general election",3400,2004
4313,"Hundal, Sam","Hundal","Conservative","Brampton--Springdale","38th general election",15634.32,2004
5264,"Hudson, Nick","Hudson","Green","Brampton--Springdale","38th general election",985,2004
5263,"Dhalla, Ruby","Dhalla","Liberal","Brampton--Springdale","38th general election",81001,2004
4314,"Pounder, Kathy","Pounder","NDP","Brampton--Springdale","38th general election",9085,2004
4317,"Clement, Tony","Clement","Conservative","Brampton West","38th general election",106853,2004
4315,"Goel, Sanjeev","Goel","Green","Brampton West","38th general election",8292,2004
5266,"Beaumier, Colleen","Beaumier","Liberal","Brampton West","38th general election",16325,2004
4316,"Moise, Chris","Moise","NDP","Brampton West","38th general election",1125,2004
4117,"Tweed, Merv","Tweed","Conservative","Brandon--Souris","38th general election",47340,2004
4118,"Downing, Murray","Downing","Liberal","Brandon--Souris","38th general election",12380,2004
4119,"Abbey, Mike","Abbey","NDP","Brandon--Souris","38th general election",9625.29,2004
4319,"Martin, Greg","Martin","Conservative","Brant","38th general election",27956,2004
5268,"Embry, Helen-Anne","Embry","Green","Brant","38th general election",1605,2004
4321,"St. Amand, Lloyd","St. Amand","Liberal","Brant","38th general election",23967,2004
4318,"Bowering, Lynn","Bowering","NDP","Brant","38th general election",15813,2004
4550,"Ouellet, Christian","Ouellet","Bloc","Brome--Missisquoi","38th general election",7760,2004
4551,"Stastny, Peter","Stastny","Conservative","Brome--Missisquoi","38th general election",7700,2004
4548,"Martineau, Louise","Martineau","Green","Brome--Missisquoi","38th general election",0.01,2004
4549,"Paradis, Denis","Paradis","Liberal","Brome--Missisquoi","38th general election",0,2004
5629,"Huggins, Piper","Huggins","NDP","Brome--Missisquoi","38th general election",250,2004
4553,"Lussier, Marcel","Lussier","Bloc","Brossard--La Prairie","38th general election",11557.01,2004
4556,"Bissonnette, Cécile","Bissonnette","Green","Brossard--La Prairie","38th general election",0.01,2004
4552,"Saada, Jacques","Saada","Liberal","Brossard--La Prairie","38th general election",15400,2004
4555,"Alexan, Nadia","Alexan","NDP","Brossard--La Prairie","38th general election",1340,2004
4324,"Wallace, Mike","Wallace","Conservative","Burlington","38th general election",45220,2004
5271,"Reid, Angela","Reid","Green","Burlington","38th general election",750,2004
4322,"Torsney, Paddy","Torsney","Liberal","Burlington","38th general election",24381.02,2004
5105,"Drazenovic, George","Drazenovic","Conservative","Burnaby--Douglas","38th general election",20814,2004
5109,"Cunningham, Bill","Cunningham","Liberal","Burnaby--Douglas","38th general election",45925,2004
5106,"Siksay, Bill","Siksay","NDP","Burnaby--Douglas","38th general election",16890.07,2004
4228,"Redmond, Mike","Redmond","Conservative","Burnaby--New Westminster","38th general election",26505,2004
4226,"Pynenburg, Mary","Pynenburg","Liberal","Burnaby--New Westminster","38th general election",32483.26,2004
4227,"Julian, Peter","Julian","NDP","Burnaby--New Westminster","38th general election",40722,2004
5001,"Ablonczy, Diane","Ablonczy","Conservative","Calgary--Nose Hill","38th general election",28705.79,2004
5003,"Larson, Richard","Larson","Green","Calgary--Nose Hill","38th general election",100,2004
5000,"Haney, Ted","Haney","Liberal","Calgary--Nose Hill","38th general election",11210,2004
5002,"Dey, Vinay","Dey","NDP","Calgary--Nose Hill","38th general election",2301,2004
4149,"Obhrai, Deepak","Obhrai","Conservative","Calgary East","38th general election",27050,2004
4992,"Christie, Dean Kenneth","Christie","Green","Calgary East","38th general election",2000,2004
4993,"Thomas, Elizabeth","Thomas","NDP","Calgary East","38th general election",3700.64,2004
4150,"Prentice, Jim","Prentice","Conservative","Calgary North Centre","38th general election",33220,2004
4154,"MacGillivray, Mark","MacGillivray","Green","Calgary North Centre","38th general election",2615,2004
4153,"Chan, John","Chan","NDP","Calgary North Centre","38th general election",11368.63,2004
4998,"Hanger, Art","Hanger","Conservative","Calgary Northeast","38th general election",58776.11,2004
4156,"Muti, Dale","Muti","Liberal","Calgary Northeast","38th general election",21203,2004
4996,"Cattabeni, Giorgio","Cattabeni","NDP","Calgary Northeast","38th general election",170,2004
4160,"Liesemer, Phillip K.","Liesemer","Green","Calgary South Centre","38th general election",997.12,2004
4158,"Turnbull, Julia","Turnbull","Liberal","Calgary South Centre","38th general election",79986.35,2004
5004,"Purdy, Keith","Purdy","NDP","Calgary South Centre","38th general election",4250,2004
4161,"Kenney, Jason","Kenney","Conservative","Calgary Southeast","38th general election",50719.51,2004
5006,"Read, George","Read","Green","Calgary Southeast","38th general election",50,2004
5005,"Tanner, Jim","Tanner","Liberal","Calgary Southeast","38th general election",7160,2004
4163,"Harper, Stephen J.","Harper","Conservative","Calgary Southwest","38th general election",64140,2004
5011,"Kraus, Darcy","Kraus","Green","Calgary Southwest","38th general election",20,2004
4162,"Roberts, Avalon","Roberts","Liberal","Calgary Southwest","38th general election",23410,2004
5009,"Fox, Daria","Fox","NDP","Calgary Southwest","38th general election",50,2004
4164,"Anders, Rob","Anders","Conservative","Calgary West","38th general election",25086,2004
5012,"Roberts, Danielle","Roberts","Green","Calgary West","38th general election",490,2004
5013,"Thompson, Justin","Thompson","Liberal","Calgary West","38th general election",16326,2004
5014,"Patterson, Tim","Patterson","NDP","Calgary West","38th general election",1340,2004
5272,"Goodyear, Gary","Goodyear","Conservative","Cambridge","38th general election",40491.1,2004
5276,"Peric, Janko","Peric","Liberal","Cambridge","38th general election",13107,2004
5274,"Price, Gary","Price","NDP","Cambridge","38th general election",7180,2004
5070,"MacNeil, Kenzie","MacNeil","Conservative","Cape Breton--Canso","38th general election",25470.82,2004
5069,"Cuzner, Rodger","Cuzner","Liberal","Cape Breton--Canso","38th general election",49195.99,2004
5071,"Hartery, Shirley","Hartery","NDP","Cape Breton--Canso","38th general election",12398.02,2004
4861,"McQuaid, Peter","McQuaid","Conservative","Cardigan","38th general election",24660,2004
4862,"Stiles, Jeremy","Stiles","Green","Cardigan","38th general election",950,2004
4066,"MacAulay, Lawrence","MacAulay","Liberal","Cardigan","38th general election",27600,2004
4067,"MacKinnon, Dave","MacKinnon","NDP","Cardigan","38th general election",19057.25,2004
4231,"Harris, Dick","Harris","Conservative","Cariboo--Prince George","38th general election",15512.91,2004
4229,"Saini, Gurbux","Saini","Liberal","Cariboo--Prince George","38th general election",39675,2004
5117,"Smith, Rick","Smith","NDP","Cariboo--Prince George","38th general election",13663.14,2004
4325,"O'Connor, Gordon","O'Connor","Conservative","Carleton--Lanark","38th general election",43565,2004
4327,"Langstaff, Stuart","Langstaff","Green","Carleton--Lanark","38th general election",4135,2004
4326,"Wicklum, Dan","Wicklum","Liberal","Carleton--Lanark","38th general election",34262.49,2004
4328,"Prashaw, Rick","Prashaw","NDP","Carleton--Lanark","38th general election",6344,2004
5072,"MacKay, Peter G.","MacKay","Conservative","Central Nova","38th general election",72946.44,2004
5073,"Green, Susan L.","Green","Liberal","Central Nova","38th general election",36725,2004
5074,"MacDonald, Alexis","MacDonald","NDP","Central Nova","38th general election",9883.91,2004
4568,"Poirier-Rivard, Denise","Poirier-Rivard","Bloc","Châteauguay--Saint-Constant","38th general election",22226.72,2004
5636,"Turcot, Rosaire","Turcot","Conservative","Châteauguay--Saint-Constant","38th general election",1850,2004
5638,"Gadoury, Marc-André","Gadoury","Green","Châteauguay--Saint-Constant","38th general election",3360,2004
4569,"Lanctôt, Robert","Lanctôt","Liberal","Châteauguay--Saint-Constant","38th general election",33331.6,2004
4557,"Lessard, Yves","Lessard","Bloc","Chambly--Borduas","38th general election",1000,2004
4560,"Richard, Lucien","Richard","Conservative","Chambly--Borduas","38th general election",22698.78,2004
5631,"Lapointe, Benoit","Lapointe","Green","Chambly--Borduas","38th general election",0.01,2004
4559,"Blouin, Daniel","Blouin","NDP","Chambly--Borduas","38th general election",200,2004
4561,"Marceau, Richard","Marceau","Bloc","Charlesbourg","38th general election",10875,2004
4562,"Proulx, Bertrand","Proulx","Conservative","Charlesbourg","38th general election",4100,2004
4564,"Laliberté, Jean-Marie","Laliberté","Liberal","Charlesbourg","38th general election",23500,2004
4563,"Villeneuve, François","Villeneuve","NDP","Charlesbourg","38th general election",1880,2004
4120,"Fletcher, Steven John","Fletcher","Conservative","Charleswood--St. James","38th general election",27392,2004
4123,"Murray, Glen","Murray","Liberal","Charleswood--St. James","38th general election",43215,2004
4122,"Carney, Peter","Carney","NDP","Charleswood--St. James","38th general election",3720,2004
4565,"Guimond, Michel","Guimond","Bloc","Charlevoix--Montmorency","38th general election",5275,2004
4566,"Tremblay, Guy-Léonard","Tremblay","Conservative","Charlevoix--Montmorency","38th general election",10850,2004
5635,"Lepage, Lisette","Lepage","Liberal","Charlevoix--Montmorency","38th general election",8800,2004
5634,"Hudon, Steeve","Hudon","NDP","Charlevoix--Montmorency","38th general election",550,2004
4863,"Peters, Darren","Peters","Conservative","Charlottetown","38th general election",26156.5,2004
4865,"McFadden, Will","McFadden","Green","Charlottetown","38th general election",710.9,2004
4068,"Murphy, Shawn","Murphy","Liberal","Charlottetown","38th general election",54687.51,2004
4864,"Crane, Dody","Crane","NDP","Charlottetown","38th general election",16287.87,2004
5280,"Van Kesteren, Dave","Van Kesteren","Conservative","Chatham-Kent--Essex","38th general election",48621.77,2004
5282,"Hetherington, Rod","Hetherington","Green","Chatham-Kent--Essex","38th general election",3441.04,2004
5281,"Pickard, Jerry","Pickard","Liberal","Chatham-Kent--Essex","38th general election",26370,2004
5279,"Kevany, Kathleen","Kevany","NDP","Chatham-Kent--Essex","38th general election",9972,2004
4571,"Bouchard, Robert","Bouchard","Bloc","Chicoutimi--Le Fjord","38th general election",3820,2004
5639,"Boudreault, Alcide","Boudreault","Conservative","Chicoutimi--Le Fjord","38th general election",9350,2004
4570,"Harvey, André","Harvey","Liberal","Chicoutimi--Le Fjord","38th general election",31875,2004
4572,"Dubois, Éric","Dubois","NDP","Chicoutimi--Le Fjord","38th general election",2645,2004
4232,"Strahl, Chuck","Strahl","Conservative","Chilliwack--Fraser Canyon","38th general election",67014,2004
4235,"Besner, Bob","Besner","Liberal","Chilliwack--Fraser Canyon","38th general election",12047.67,2004
4124,"Archer, Bill","Archer","Conservative","Churchill","38th general election",9875,2004
4125,"Evans, Ron","Evans","Liberal","Churchill","38th general election",25767.86,2004
4944,"Desjarlais, Bev","Desjarlais","NDP","Churchill","38th general election",42595,2004
4089,"Harrison, Jeremy","Harrison","Conservative","Churchill River","38th general election",10334.75,2004
4909,"Ducharme, Al","Ducharme","Liberal","Churchill River","38th general election",22184.07,2004
4910,"Cook, Earl","Cook","NDP","Churchill River","38th general election",1880,2004
4330,"Oda, Bev","Oda","Conservative","Clarington--Scugog--Uxbridge","38th general election",20755,2004
4329,"Lang, Tim","Lang","Liberal","Clarington--Scugog--Uxbridge","38th general election",14100,2004
4332,"Rogers, Bruce","Rogers","NDP","Clarington--Scugog--Uxbridge","38th general election",7740,2004
4574,"Bonsant, France","Bonsant","Bloc","Compton--Stanstead","38th general election",9935,2004
5643,"Caldwell, Gary","Caldwell","Conservative","Compton--Stanstead","38th general election",4640,2004
5641,"Busque, Laurier","Busque","Green","Compton--Stanstead","38th general election",0.01,2004
4573,"Price, David","Price","Liberal","Compton--Stanstead","38th general election",20990,2004
5019,"Sorenson, Kevin","Sorenson","Conservative","Crowfoot","38th general election",24775,2004
4165,"Baker, Arnold","Baker","Green","Crowfoot","38th general election",447.38,2004
5017,"Campbell, Adam","Campbell","Liberal","Crowfoot","38th general election",3740,2004
5018,"Parker, Ellen","Parker","NDP","Crowfoot","38th general election",2675,2004
4915,"Anderson, David","Anderson","Conservative","Cypress Hills--Grasslands","38th general election",26380,2004
4916,"Currie, Bev","Currie","Green","Cypress Hills--Grasslands","38th general election",1424.82,2004
4913,"Caton, Bill","Caton","Liberal","Cypress Hills--Grasslands","38th general election",7360,2004
4914,"Potts, Jeff","Potts","NDP","Cypress Hills--Grasslands","38th general election",6905,2004
5076,"MacDonald, Mike","MacDonald","Conservative","Dartmouth--Cole Harbour","38th general election",26110.5,2004
5075,"Savage, Michael John","Savage","Liberal","Dartmouth--Cole Harbour","38th general election",65775,2004
4206,"MacAlpine-Gillis, Susan","MacAlpine-Gillis","NDP","Dartmouth--Cole Harbour","38th general election",27085.83,2004
4946,"Mark, Inky","Mark","Conservative","Dauphin--Swan River","38th general election",33203.18,2004
4127,"Dewar, Don","Dewar","Liberal","Dauphin--Swan River","38th general election",20483,2004
4126,"Kolisnyk, Walter","Kolisnyk","NDP","Dauphin--Swan River","38th general election",14023,2004
5290,"Rodrigues, Theresa","Rodrigues","Conservative","Davenport","38th general election",18397.43,2004
5287,"O'Brien, Mark","O'Brien","Green","Davenport","38th general election",1940,2004
5285,"Pires, Rui","Pires","NDP","Davenport","38th general election",10077,2004
4237,"Cummins, John","Cummins","Conservative","Delta--Richmond East","38th general election",66342.25,2004
4238,"Miller, Dana L.","Miller","Green","Delta--Richmond East","38th general election",1543,2004
4236,"Leonhardt, Shelley","Leonhardt","Liberal","Delta--Richmond East","38th general election",38457.26,2004
5123,"Syed, Itrath","Syed","NDP","Delta--Richmond East","38th general election",9774.43,2004
4239,"Kamp, Randy","Kamp","Conservative","Dewdney--Alouette","38th general election",25900,2004
5125,"Meyer, Tammy Lea","Meyer","Green","Dewdney--Alouette","38th general election",1700,2004
5124,"Juneau, Blanche","Juneau","Liberal","Dewdney--Alouette","38th general election",9150,2004
4240,"Bocking, Mike","Bocking","NDP","Dewdney--Alouette","38th general election",10938.31,2004
4334,"Johnson, David","Johnson","Conservative","Don Valley East","38th general election",23380,2004
5292,"Ratansi, Yasmin","Ratansi","Liberal","Don Valley East","38th general election",38193.33,2004
4335,"Mah, Valerie","Mah","NDP","Don Valley East","38th general election",15006,2004
4336,"Turnbull, David","Turnbull","Conservative","Don Valley West","38th general election",50805,2004
4337,"Godfrey, John","Godfrey","Liberal","Don Valley West","38th general election",56622,2004
5296,"Thomas, David","Thomas","NDP","Don Valley West","38th general election",10045,2004
4575,"Picard, Pauline","Picard","Bloc","Drummond","38th general election",7100,2004
5644,"Boisvert, Lyne","Boisvert","Conservative","Drummond","38th general election",44209.58,2004
4576,"Gougeon, Roger","Gougeon","Liberal","Drummond","38th general election",200,2004
4342,"Tilson, David","Tilson","Conservative","Dufferin--Caledon","38th general election",40055,2004
4341,"Alexander, Ted","Alexander","Green","Dufferin--Caledon","38th general election",8188,2004
4339,"Calder, Murray","Calder","Liberal","Dufferin--Caledon","38th general election",20875,2004
4340,"Landry, Rita","Landry","NDP","Dufferin--Caledon","38th general election",1880,2004
5021,"Uppal, Tim","Uppal","Conservative","Edmonton--Beaumont","38th general election",47561,2004
4166,"Garfinkle, Michael","Garfinkle","Green","Edmonton--Beaumont","38th general election",0,2004
4167,"Kilgour, David","Kilgour","Liberal","Edmonton--Beaumont","38th general election",59026,2004
4168,"Reikie, Paul","Reikie","NDP","Edmonton--Beaumont","38th general election",3245.23,2004
4175,"Rajotte, James","Rajotte","Conservative","Edmonton--Leduc","38th general election",56125,2004
5032,"Sinclair, Bruce","Sinclair","Green","Edmonton--Leduc","38th general election",410,2004
5031,"King, Bruce","King","Liberal","Edmonton--Leduc","38th general election",16210,2004
5030,"McLachlan, Doug","McLachlan","NDP","Edmonton--Leduc","38th general election",7714.02,2004
5037,"Epp, Ken","Epp","Conservative","Edmonton--Sherwood Park","38th general election",10402.52,2004
4177,"Marean, Margaret","Marean","Green","Edmonton--Sherwood Park","38th general election",650,2004
4178,"Towns, Maureen","Towns","Liberal","Edmonton--Sherwood Park","38th general election",16025,2004
5036,"Harwood, Chris","Harwood","NDP","Edmonton--Sherwood Park","38th general election",150,2004
4180,"Ambrose, Rona","Ambrose","Conservative","Edmonton--Spruce Grove","38th general election",40455,2004
4181,"Paschen, Jerry","Paschen","Green","Edmonton--Spruce Grove","38th general election",150,2004
4179,"Mather, Neil","Mather","Liberal","Edmonton--Spruce Grove","38th general election",36085,2004
5038,"Phillips, Hayley","Phillips","NDP","Edmonton--Spruce Grove","38th general election",2200,2004
4176,"Williams, John","Williams","Conservative","Edmonton--St. Albert","38th general election",26800,2004
5034,"Bitangcol, Conrad A.","Bitangcol","Green","Edmonton--St. Albert","38th general election",800,2004
5033,"Saeed, Moe","Saeed","Liberal","Edmonton--St. Albert","38th general election",40377,2004
5035,"Melymick, Mike","Melymick","NDP","Edmonton--St. Albert","38th general election",1577.84,2004
4184,"Jaffer, Rahim","Jaffer","Conservative","Edmonton--Strathcona","38th general election",26319,2004
4185,"Wakefield, Cameron","Wakefield","Green","Edmonton--Strathcona","38th general election",345,2004
4182,"Carlson, Debby","Carlson","Liberal","Edmonton--Strathcona","38th general election",24950,2004
4183,"Azania, Malcolm","Azania","NDP","Edmonton--Strathcona","38th general election",33827,2004
4171,"Hawn, Laurie","Hawn","Conservative","Edmonton Centre","38th general election",39905.68,2004
5025,"Parker, David J.","Parker","Green","Edmonton Centre","38th general election",410,2004
4170,"McLellan, Anne","McLellan","Liberal","Edmonton Centre","38th general election",115742,2004
5029,"Goldring, Peter","Goldring","Conservative","Edmonton East","38th general election",12968.84,2004
4174,"Light, Harlan","Light","Green","Edmonton East","38th general election",450,2004
4173,"Bethel, John","Bethel","Liberal","Edmonton East","38th general election",38839.2,2004
5028,"Strudwick, Janina","Strudwick","NDP","Edmonton East","38th general election",8611.55,2004
4343,"Tanz, Bernie","Tanz","Conservative","Eglinton--Lawrence","38th general election",15970,2004
4345,"Goldstein, Shel","Goldstein","Green","Eglinton--Lawrence","38th general election",1195,2004
4344,"Volpe, Joseph","Volpe","Liberal","Eglinton--Lawrence","38th general election",40760,2004
4346,"Silverman, Max","Silverman","NDP","Eglinton--Lawrence","38th general election",11075,2004
4070,"Harper, Reg","Harper","Conservative","Egmont","38th general election",21095,2004
4867,"Novaczek, Irené","Novaczek","Green","Egmont","38th general election",1045,2004
4069,"McGuire, Joe","McGuire","Liberal","Egmont","38th general election",31995,2004
4868,"Russell, Regena Kaye","Russell","NDP","Egmont","38th general election",5015,2004
4347,"Preston, Joe","Preston","Conservative","Elgin--Middlesex--London","38th general election",61422.88,2004
4349,"Stodolny, Julie-Ann","Stodolny","Green","Elgin--Middlesex--London","38th general election",1470,2004
4348,"Knutson, Gar","Knutson","Liberal","Elgin--Middlesex--London","38th general election",13044,2004
5300,"McCallum, Tim","McCallum","NDP","Elgin--Middlesex--London","38th general election",5185,2004
4951,"McLeod, Bryan","McLeod","Conservative","Elmwood--Transcona","38th general election",8077.16,2004
4949,"Parks, Tanya","Parks","Liberal","Elmwood--Transcona","38th general election",1715,2004
4950,"Blaikie, Bill","Blaikie","NDP","Elmwood--Transcona","38th general election",16234,2004
5127,"Koury, John","Koury","Conservative","Esquimalt--Juan de Fuca","38th general election",5586.01,2004
4241,"Sterk, Jane","Sterk","Green","Esquimalt--Juan de Fuca","38th general election",130,2004
5128,"Martin, Keith","Martin","Liberal","Esquimalt--Juan de Fuca","38th general election",42249,2004
4242,"Garrison, Randall","Garrison","NDP","Esquimalt--Juan de Fuca","38th general election",36204.69,2004
4351,"Watson, Jeff","Watson","Conservative","Essex","38th general election",31855,2004
4350,"Whelan, Susan","Whelan","Liberal","Essex","38th general election",20705,2004
4352,"Tremblay, David","Tremblay","NDP","Essex","38th general election",10424,2004
4355,"Capobianco, John","Capobianco","Conservative","Etobicoke--Lakeshore","38th general election",50635,2004
5308,"Huculiak, John","Huculiak","Green","Etobicoke--Lakeshore","38th general election",650,2004
5307,"Augustine, Jean","Augustine","Liberal","Etobicoke--Lakeshore","38th general election",23025,2004
4356,"McHugh, Margaret Anne","McHugh","NDP","Etobicoke--Lakeshore","38th general election",10050.43,2004
5305,"Preyma, Lida","Preyma","Conservative","Etobicoke Centre","38th general election",44362.7,2004
5304,"Wrzesnewskyj, Borys","Wrzesnewskyj","Liberal","Etobicoke Centre","38th general election",13210.47,2004
