District,Poll Number,Poll Name,Dianne Brushett,Bill Casey,Jack Moors,Sheila G. Richardson,Margaret E. Sagar,Rejected Ballots,Total Vote,Electors
North Nova/Nova-Nord,41,Oxford,55,112,2,9,21,0,199,328
North Nova/Nova-Nord,42,Oxford,27,65,2,0,18,2,114,206
North Nova/Nova-Nord,43,Oxford,52,90,4,4,21,2,173,318
North Nova/Nova-Nord,44,Oxford,26,86,1,4,8,0,125,241
North Nova/Nova-Nord,45,River Philip,47,77,1,4,33,1,163,296
North Nova/Nova-Nord,46,Rodney,54,89,1,1,26,2,173,282
North Nova/Nova-Nord,47,Collingwood Corner,33,76,3,3,21,0,136,208
North Nova/Nova-Nord,48,Millvale,31,38,2,5,19,0,95,143
North Nova/Nova-Nord,49,Springhill,37,101,1,4,54,0,197,364
North Nova/Nova-Nord,50,Springhill,69,104,0,2,25,2,202,333
North Nova/Nova-Nord,51,Springhill,60,120,4,7,39,2,232,499
North Nova/Nova-Nord,52,Springhill,39,104,2,5,46,0,196,310
North Nova/Nova-Nord,53,Springhill,36,90,0,7,41,2,176,277
North Nova/Nova-Nord,54,Springhill,48,99,2,3,34,0,186,284
North Nova/Nova-Nord,55,Springhill,47,105,3,4,42,0,201,340
North Nova/Nova-Nord,56,Springhill,36,94,2,2,27,1,162,296
North Nova/Nova-Nord,57,Springhill,30,90,1,7,45,4,177,269
North Nova/Nova-Nord,58,Linden,57,94,1,7,36,2,197,309
North Nova/Nova-Nord,59,West Pugwash,31,64,2,6,40,2,145,262
North Nova/Nova-Nord,60,Victoria,10,19,0,1,9,0,39,100
North Nova/Nova-Nord,61,Pugwash Junction,38,66,8,6,21,2,141,330
North Nova/Nova-Nord,62,South Pugwash,19,41,1,5,18,0,84,184
North Nova/Nova-Nord,63,Pugwash,40,81,2,7,17,1,148,276
North Nova/Nova-Nord,64,Pugwash,26,57,4,1,18,1,107,232
North Nova/Nova-Nord,65,Pugwash,25,96,1,2,13,0,137,228
North Nova/Nova-Nord,66,Wallace Bridge,56,95,14,6,43,0,214,374
North Nova/Nova-Nord,67,Malagash,64,108,2,7,39,1,221,408
North Nova/Nova-Nord,68,Wallace,34,100,7,6,39,1,187,335
North Nova/Nova-Nord,69,Wentworth,88,133,2,8,43,0,274,390
North Nova/Nova-Nord,70,Westchester,16,96,2,2,34,0,150,226
North Nova/Nova-Nord,71,Bayhead,38,81,3,10,47,4,183,386
North Nova/Nova-Nord,72,Tatamagouche,51,67,0,3,15,0,136,313
North Nova/Nova-Nord,73,Tatamagouche,37,57,0,4,8,0,106,189
North Nova/Nova-Nord,74,Brûlé,60,106,1,6,16,0,189,345
North Nova/Nova-Nord,75,Waughs River,51,65,1,3,14,1,135,256
North Nova/Nova-Nord,76,Balfron,45,83,2,8,45,0,183,357
North Nova/Nova-Nord,77,West New Annan,33,73,1,2,14,0,123,194
North Nova/Nova-Nord,78,East New Annan,16,24,0,5,8,0,53,109
North Nova/Nova-Nord,79,North Earltown,56,86,0,7,29,0,178,291
North Nova/Nova-Nord,80,West Advocate,76,172,1,7,35,0,291,448
North Nova/Nova-Nord,81,Port Greville,30,64,2,8,18,0,122,203
North Nova/Nova-Nord,82,Halfway River,65,10,2,1,12,0,90,117
North Nova/Nova-Nord,83,Diligent River,22,57,2,6,13,0,100,179
North Nova/Nova-Nord,84,Parrsboro,38,125,0,11,37,1,212,394
North Nova/Nova-Nord,85,Parrsboro,36,78,5,6,32,1,158,300
North Nova/Nova-Nord,86,Parrsboro,35,51,3,5,13,0,107,180
North Nova/Nova-Nord,87,Parrsboro,48,84,5,1,26,2,166,354
North Nova/Nova-Nord,88,Moose River,38,82,0,6,29,0,155,315
North Nova/Nova-Nord,89,Southampton,59,109,0,7,25,0,200,333
North Nova/Nova-Nord,90,Five Islands,49,81,0,1,39,2,172,308
North Nova/Nova-Nord,91,Economy,61,77,2,5,34,0,179,291
North Nova/Nova-Nord,92,Bass River,86,105,0,7,47,1,246,420
North Nova/Nova-Nord,93,Portapique,36,72,3,2,25,1,139,215
North Nova/Nova-Nord,94,Londonderry,37,46,2,2,26,0,113,189
North Nova/Nova-Nord,95,Londonderry,36,61,1,6,25,2,131,243
North Nova/Nova-Nord,96,Debert,31,87,7,5,47,0,177,359
North Nova/Nova-Nord,97,Glenholme,52,89,3,7,48,0,199,372
North Nova/Nova-Nord,98,Great Village,44,56,1,6,38,0,145,226
North Nova/Nova-Nord,99,Glenholme,42,93,3,11,36,0,185,325
North Nova/Nova-Nord,100,Lower Debert,74,113,1,3,47,0,238,501
North Nova/Nova-Nord,101,Masstown,36,63,2,1,21,0,123,221
North Nova/Nova-Nord,102,Lower Onslow,63,67,2,7,21,0,160,267
North Nova/Nova-Nord,103,Belmont,56,82,2,7,31,0,178,399
North Nova/Nova-Nord,104,Glenholme,39,75,1,3,62,3,183,395
North Nova/Nova-Nord,105,Glenholme,51,86,2,9,54,1,203,474
North Nova/Nova-Nord,106,Upper North River,65,111,4,11,61,0,252,437
North Nova/Nova-Nord,107,North River,28,50,1,4,13,1,97,182
North Nova/Nova-Nord,108,North River,63,86,4,7,69,1,230,459
North Nova/Nova-Nord,109,Belmont,18,30,1,1,8,0,58,126
North Nova/Nova-Nord,110,Central Onslow,55,93,3,5,32,1,189,356
North Nova/Nova-Nord,111,Upper Onslow,54,42,2,3,35,1,137,242
North Nova/Nova-Nord,112,Upper Onslow,47,55,0,4,27,0,133,206
North Nova/Nova-Nord,113,Brookside,43,60,3,5,47,0,158,283
North Nova/Nova-Nord,114,Brookside,18,48,1,2,6,0,75,141
North Nova/Nova-Nord,115,Valley Cross Roads,89,76,1,10,35,1,212,298
North Nova/Nova-Nord,116,Valley,78,121,2,11,35,1,248,378
North Nova/Nova-Nord,117,Valley,85,111,1,10,39,0,246,355
North Nova/Nova-Nord,118,Valley,42,97,2,4,24,0,169,312
North Nova/Nova-Nord,119,Valley,24,56,3,5,18,1,107,188
North Nova/Nova-Nord,120,East Mountain,63,118,4,5,44,2,236,451
North Nova/Nova-Nord,121,Kemptown,25,57,3,1,29,2,117,210
North Nova/Nova-Nord,122,Clifton,58,103,2,14,43,1,221,342
North Nova/Nova-Nord,123,Lower Truro,60,105,1,12,61,0,239,395
North Nova/Nova-Nord,124,Truro Heights,56,133,1,8,46,0,244,492
North Nova/Nova-Nord,125,Truro Heights,21,45,4,3,25,0,98,240
North Nova/Nova-Nord,126,Truro Heights,38,53,0,2,51,0,144,299
North Nova/Nova-Nord,127,Hilden,62,141,1,8,43,2,257,485
North Nova/Nova-Nord,128,Hilden,44,99,2,10,49,3,207,352
North Nova/Nova-Nord,129,Greenfield,22,74,0,7,27,0,130,222
North Nova/Nova-Nord,130,Truro,50,90,0,7,39,1,187,388
North Nova/Nova-Nord,131,Harmony,52,84,0,6,60,1,203,334
North Nova/Nova-Nord,132,Harmony,74,107,5,6,32,0,224,401
North Nova/Nova-Nord,133,Greenfield,33,61,1,3,44,0,142,281
North Nova/Nova-Nord,134,Truro,75,118,1,7,55,0,256,454
North Nova/Nova-Nord,135,Truro,50,71,0,5,29,1,156,296
North Nova/Nova-Nord,136,Truro,48,95,3,2,37,1,186,354
North Nova/Nova-Nord,137,Truro,31,47,0,4,38,1,121,260
North Nova/Nova-Nord,138,Truro,41,65,4,10,22,0,142,345
North Nova/Nova-Nord,139,Truro,37,42,0,8,33,1,121,279
North Nova/Nova-Nord,140,Truro,30,68,0,6,18,1,123,267
North Nova/Nova-Nord,141,Truro,57,90,0,5,34,0,186,456
North Nova/Nova-Nord,142,Truro,36,66,1,4,28,2,137,311
North Nova/Nova-Nord,143,Truro,15,25,1,5,18,0,64,172
North Nova/Nova-Nord,144,Truro,48,94,5,7,55,1,210,469
North Nova/Nova-Nord,145,Truro,38,34,0,7,43,0,122,299
North Nova/Nova-Nord,146,Truro,42,59,1,10,58,1,171,361
North Nova/Nova-Nord,147,Truro,41,89,0,9,34,2,175,472
North Nova/Nova-Nord,148,Truro,25,79,2,8,46,1,161,396
North Nova/Nova-Nord,149,Truro,60,88,2,14,42,0,206,335
North Nova/Nova-Nord,150,Truro,42,72,0,6,41,0,161,322
North Nova/Nova-Nord,151,Truro,63,108,0,8,51,0,230,395
North Nova/Nova-Nord,152,Truro,35,55,0,6,21,0,117,213
North Nova/Nova-Nord,153,Truro,73,82,2,5,70,0,232,439
North Nova/Nova-Nord,154,Truro,57,63,2,8,35,0,165,326
North Nova/Nova-Nord,155,Truro,53,65,2,2,39,0,161,326
North Nova/Nova-Nord,156,Truro,80,80,3,9,52,2,226,384
North Nova/Nova-Nord,157,Truro,29,51,1,4,17,0,102,228
North Nova/Nova-Nord,158,Truro,62,82,0,5,26,0,175,299
North Nova/Nova-Nord,159,Truro,33,47,0,5,41,0,126,277
North Nova/Nova-Nord,160,Truro,38,74,2,7,39,0,160,344
North Nova/Nova-Nord,161,Millbrook,46,34,1,1,37,0,119,442
North Nova/Nova-Nord,162,Bible Hill,66,110,1,5,47,1,230,457
North Nova/Nova-Nord,163,Bible Hill,46,109,1,5,64,0,225,545
North Nova/Nova-Nord,164,Bible Hill,44,100,1,9,48,2,204,418
North Nova/Nova-Nord,165,Bible Hill,33,52,2,2,28,0,117,270
North Nova/Nova-Nord,166,Bible Hill,75,120,1,4,57,1,258,488
North Nova/Nova-Nord,167,Bible Hill,113,139,2,8,63,1,326,616
North Nova/Nova-Nord,168,Bible Hill,53,80,2,15,35,0,185,341
North Nova/Nova-Nord,169,Bible Hill,94,144,0,6,44,0,288,458
North Nova/Nova-Nord,170,Bible Hill,76,118,0,7,33,0,234,443
North Nova/Nova-Nord,171,Bible Hill,65,99,2,9,51,0,226,406
North Nova/Nova-Nord,172,Salmon River,61,121,2,9,67,2,262,494
North Nova/Nova-Nord,173,Salmon River,61,118,2,6,46,0,233,408
North Nova/Nova-Nord,174,Salmon River,33,93,2,3,46,0,177,375
North Nova/Nova-Nord,175,Salmon River,71,100,3,7,59,0,240,462
North Nova/Nova-Nord,176,Eastville,31,59,2,5,14,0,111,190
North Nova/Nova-Nord,177,Upper Stewiacke,54,114,1,10,39,0,218,349
North Nova/Nova-Nord,178,Meadowvale,25,59,1,4,11,1,101,164
North Nova/Nova-Nord,179,Middle Stewiacke,58,128,2,4,21,0,213,350
North Nova/Nova-Nord,180,Brookfield,55,89,0,10,39,0,193,382
North Nova/Nova-Nord,181,Brookfield,44,117,1,13,37,0,212,314
North Nova/Nova-Nord,182,Brookfield,36,68,1,8,25,0,138,280
North Nova/Nova-Nord,183,Brookfield,50,128,5,5,45,1,234,425
North Nova/Nova-Nord,184,Fort Ellis,42,74,7,7,20,0,150,252
North Nova/Nova-Nord,185,Stewiacke East,44,38,0,5,22,0,109,213
North Nova/Nova-Nord,186,Wittenburg,22,55,2,4,32,0,115,238
North Nova/Nova-Nord,187,Shubenacadie East,40,55,2,15,45,1,158,315
North Nova/Nova-Nord,188,Shubenacadie East,45,71,5,9,29,1,160,267
North Nova/Nova-Nord,189,Stewiacke,38,76,0,2,36,1,153,257
North Nova/Nova-Nord,190,Stewiacke,46,68,3,7,38,2,164,278
North Nova/Nova-Nord,191,Stewiacke,28,34,1,0,23,1,87,182
North Nova/Nova-Nord,192,Stewiacke,47,105,2,5,52,1,212,377
North Nova/Nova-Nord,193,Dean,26,58,2,1,26,0,113,198
North Nova/Nova-Nord,194,Upper Musquodoboit,15,40,3,0,28,0,86,188
North Nova/Nova-Nord,195,Upper Musquodoboit,41,77,2,6,46,0,172,326
North Nova/Nova-Nord,196,Middle Musquodoboit,41,64,5,2,34,1,147,264
North Nova/Nova-Nord,197,Middle Musquodoboit,18,34,3,4,31,2,92,200
North Nova/Nova-Nord,198,Middle Musquodoboit,32,54,8,6,37,1,138,241
North Nova/Nova-Nord,199,Chaswood,37,60,3,2,30,0,132,254
North Nova/Nova-Nord,200,Cooks Brook,60,65,3,6,63,0,197,305
North Nova/Nova-Nord,201,Elderbank,27,68,3,7,35,0,140,232
North Nova/Nova-Nord,202,Meaghers Grant,42,60,2,5,69,0,178,255
North Nova/Nova-Nord,203,Porters Lake,Void,,,,,,,
North Nova/Nova-Nord,204,Dutch Settlement,47,37,2,1,34,1,122,258
North Nova/Nova-Nord,205,Carrolls Corner,42,58,5,6,31,2,144,261
North Nova/Nova-Nord,206,Dutch Settlement,43,33,1,5,34,0,116,260
North Nova/Nova-Nord,207,Lantz,50,48,3,10,36,0,147,298
North Nova/Nova-Nord,208,Goffs,50,48,5,12,63,1,179,339
North Nova/Nova-Nord,209,Fletchers Lake,9,5,0,0,7,1,22,61
North Nova/Nova-Nord,500,Mobile poll/Bureau itinérant,27,58,2,2,3,3,95,122
North Nova/Nova-Nord,501,Mobile poll/Bureau itinérant,37,51,2,4,15,1,110,250
North Nova/Nova-Nord,600,Maccan,68,150,0,4,28,0,250,
North Nova/Nova-Nord,601,Amherst,138,257,1,5,32,1,434,
North Nova/Nova-Nord,602,Oxford,32,105,1,4,9,1,152,
North Nova/Nova-Nord,603,Springhill,97,176,1,5,24,4,307,
North Nova/Nova-Nord,604,Pugwash,37,95,3,3,20,1,159,
North Nova/Nova-Nord,605,Tatamagouche,59,120,3,3,23,1,209,
North Nova/Nova-Nord,606,Parrsboro,21,87,0,1,7,1,117,
North Nova/Nova-Nord,607,Bass River,41,57,0,3,19,0,120,
North Nova/Nova-Nord,608,Onslow,86,140,0,10,48,2,286,
North Nova/Nova-Nord,609,Lower Truro,29,73,0,3,27,0,132,
North Nova/Nova-Nord,610,Truro,239,387,1,20,128,6,781,
North Nova/Nova-Nord,611,Bible Hill,117,205,4,6,50,1,383,
North Nova/Nova-Nord,612,Stewiacke,49,99,1,4,41,0,194,
North Nova/Nova-Nord,613,Middle Musquodoboit,12,44,0,4,17,0,77,
North Nova/Nova-Nord,614,Dutch Settlement,18,17,0,2,14,0,51,
North Nova/Nova-Nord,,Group 1/Groupe 1,60,90,7,5,16,1,179,504
North Nova/Nova-Nord,,Group 2/Groupe 2,229,408,8,20,100,16,781,
