District,Poll Number,Poll Name,Barbara Biley,Hira Chopra,Scott Fraser,Diana E. Lifton,James D Lunney,Michael Mann,David Wright,Rejected Ballots,Total Vote,Electors
Nanaimo--Alberni/Nanaimo--Alberni,45,Port Alberni,0,27,64,2,39,3,1,0,136,318
Nanaimo--Alberni/Nanaimo--Alberni,46,Port Alberni,0,56,95,1,60,4,6,0,222,487
Nanaimo--Alberni/Nanaimo--Alberni,47,Port Alberni,0,29,93,1,50,3,11,6,193,345
Nanaimo--Alberni/Nanaimo--Alberni,47-1,Port Alberni,0,6,13,1,22,0,1,0,43,85
Nanaimo--Alberni/Nanaimo--Alberni,48,Port Alberni,1,43,80,0,55,3,9,2,193,376
Nanaimo--Alberni/Nanaimo--Alberni,49,Port Alberni,1,40,97,1,47,4,10,4,204,366
Nanaimo--Alberni/Nanaimo--Alberni,50,Port Alberni,0,48,84,0,74,2,6,2,216,330
Nanaimo--Alberni/Nanaimo--Alberni,51,Port Alberni,0,33,89,1,65,11,1,0,200,354
Nanaimo--Alberni/Nanaimo--Alberni,52,Port Alberni,0,24,96,0,60,2,4,0,186,327
Nanaimo--Alberni/Nanaimo--Alberni,53,Port Alberni,0,33,98,1,40,5,9,1,187,368
Nanaimo--Alberni/Nanaimo--Alberni,54,Port Alberni,1,32,112,0,76,1,13,1,236,435
Nanaimo--Alberni/Nanaimo--Alberni,55,Port Alberni,0,43,122,1,84,2,11,2,265,439
Nanaimo--Alberni/Nanaimo--Alberni,56,Port Alberni,1,52,105,2,66,2,11,0,239,386
Nanaimo--Alberni/Nanaimo--Alberni,57,Port Alberni,0,61,146,2,88,2,5,1,305,461
Nanaimo--Alberni/Nanaimo--Alberni,58,Deep Bay,0,36,90,2,114,3,32,0,277,400
Nanaimo--Alberni/Nanaimo--Alberni,59,Deep Bay,0,39,65,0,104,2,24,0,234,305
Nanaimo--Alberni/Nanaimo--Alberni,60,Deep Bay,0,32,59,0,66,3,19,0,179,281
Nanaimo--Alberni/Nanaimo--Alberni,61A,Bowser,1,28,49,0,55,0,17,1,151,244
Nanaimo--Alberni/Nanaimo--Alberni,61B,Bowser,0,41,60,1,58,4,11,1,176,268
Nanaimo--Alberni/Nanaimo--Alberni,62,Bowser,1,31,67,0,77,1,22,1,200,312
Nanaimo--Alberni/Nanaimo--Alberni,63,Bowser,0,21,73,0,74,4,20,0,192,350
Nanaimo--Alberni/Nanaimo--Alberni,64,Bowser,1,46,98,0,109,6,30,0,290,458
Nanaimo--Alberni/Nanaimo--Alberni,65,Bowser,0,14,58,0,31,2,16,0,121,273
Nanaimo--Alberni/Nanaimo--Alberni,66,Apenes,0,51,88,0,102,3,22,1,267,484
Nanaimo--Alberni/Nanaimo--Alberni,67,Apenes,0,17,72,2,42,3,19,0,155,275
Nanaimo--Alberni/Nanaimo--Alberni,68A,Dashwood,0,26,56,0,68,0,8,0,158,252
Nanaimo--Alberni/Nanaimo--Alberni,68B,Dashwood,0,26,58,1,64,1,13,0,163,245
Nanaimo--Alberni/Nanaimo--Alberni,69,Qualicum Beach,0,63,56,0,115,0,21,0,255,413
Nanaimo--Alberni/Nanaimo--Alberni,70,Qualicum Beach,0,51,55,2,93,0,15,0,216,322
Nanaimo--Alberni/Nanaimo--Alberni,71,Qualicum Beach,0,49,86,2,134,2,23,1,297,405
Nanaimo--Alberni/Nanaimo--Alberni,72,Qualicum Beach,0,66,86,1,129,0,21,0,303,463
Nanaimo--Alberni/Nanaimo--Alberni,73,Qualicum Beach,0,55,76,2,137,1,19,0,290,394
Nanaimo--Alberni/Nanaimo--Alberni,74,Qualicum Beach,0,45,96,1,90,3,26,0,261,468
Nanaimo--Alberni/Nanaimo--Alberni,75A,Qualicum Beach,0,42,59,0,64,1,15,1,182,238
Nanaimo--Alberni/Nanaimo--Alberni,75B,Qualicum Beach,1,40,53,0,51,0,9,0,154,232
Nanaimo--Alberni/Nanaimo--Alberni,76,Qualicum Beach,0,46,32,0,64,2,34,1,179,262
Nanaimo--Alberni/Nanaimo--Alberni,77,Qualicum Beach,0,50,45,0,70,1,10,0,176,289
Nanaimo--Alberni/Nanaimo--Alberni,78,Apenes,1,24,45,0,78,2,16,2,168,262
Nanaimo--Alberni/Nanaimo--Alberni,79,Qualicum Beach,0,68,73,1,111,2,22,2,279,448
Nanaimo--Alberni/Nanaimo--Alberni,80,Qualicum Beach,0,75,72,1,130,1,22,1,302,457
Nanaimo--Alberni/Nanaimo--Alberni,81,Qualicum Beach,0,85,77,0,138,2,27,1,330,451
Nanaimo--Alberni/Nanaimo--Alberni,82,Qualicum Beach,1,86,42,0,183,0,15,0,327,506
Nanaimo--Alberni/Nanaimo--Alberni,83,Qualicum Beach,0,60,26,0,136,0,10,0,232,318
Nanaimo--Alberni/Nanaimo--Alberni,84,Qualicum Beach,0,58,40,0,108,0,9,2,217,320
Nanaimo--Alberni/Nanaimo--Alberni,85,Apenes,0,81,45,0,169,0,16,1,312,434
Nanaimo--Alberni/Nanaimo--Alberni,86,Apenes,0,76,55,0,167,0,18,0,316,416
Nanaimo--Alberni/Nanaimo--Alberni,87,Apenes,0,58,58,1,130,0,13,0,260,380
Nanaimo--Alberni/Nanaimo--Alberni,88,Apenes,0,47,28,1,117,1,10,0,204,327
Nanaimo--Alberni/Nanaimo--Alberni,89,Apenes,0,52,78,1,116,2,19,0,268,422
Nanaimo--Alberni/Nanaimo--Alberni,90,Apenes,0,38,76,0,76,1,14,0,205,355
Nanaimo--Alberni/Nanaimo--Alberni,91,Apenes,0,81,47,1,184,0,14,1,328,446
Nanaimo--Alberni/Nanaimo--Alberni,92,Apenes,0,64,78,2,159,1,23,0,327,495
Nanaimo--Alberni/Nanaimo--Alberni,93A,Apenes,0,26,63,1,67,1,9,0,167,269
Nanaimo--Alberni/Nanaimo--Alberni,93B,Apenes,0,24,59,1,66,0,11,0,161,271
Nanaimo--Alberni/Nanaimo--Alberni,94,Parksville,0,46,77,0,80,0,22,0,225,346
Nanaimo--Alberni/Nanaimo--Alberni,95,Parksville,0,34,52,3,72,0,12,1,174,278
Nanaimo--Alberni/Nanaimo--Alberni,96,Parksville,1,45,84,0,73,1,24,0,228,377
Nanaimo--Alberni/Nanaimo--Alberni,97A,Parksville,0,29,43,0,76,0,11,0,159,250
Nanaimo--Alberni/Nanaimo--Alberni,97B,Parksville,0,45,30,0,97,1,7,0,180,269
Nanaimo--Alberni/Nanaimo--Alberni,98,Parksville,0,40,32,0,47,1,9,1,130,202
Nanaimo--Alberni/Nanaimo--Alberni,99A,Parksville,0,33,49,0,62,2,17,0,163,266
Nanaimo--Alberni/Nanaimo--Alberni,99B,Parksville,0,28,47,1,74,1,17,0,168,282
Nanaimo--Alberni/Nanaimo--Alberni,100,Parksville,0,27,72,0,100,0,16,0,215,371
Nanaimo--Alberni/Nanaimo--Alberni,101,Parksville,0,37,55,0,71,2,13,0,178,332
Nanaimo--Alberni/Nanaimo--Alberni,102,Parksville,0,58,68,0,96,2,17,0,241,434
Nanaimo--Alberni/Nanaimo--Alberni,103,Parksville,0,58,117,1,157,1,18,1,353,536
Nanaimo--Alberni/Nanaimo--Alberni,104,Parksville,1,44,77,1,101,1,17,0,242,433
Nanaimo--Alberni/Nanaimo--Alberni,105,Parksville,0,67,86,1,99,1,20,1,275,472
Nanaimo--Alberni/Nanaimo--Alberni,106,Parksville,0,51,64,2,88,1,14,1,221,317
Nanaimo--Alberni/Nanaimo--Alberni,107,Parksville,1,42,75,1,72,4,19,1,215,369
Nanaimo--Alberni/Nanaimo--Alberni,108,Parksville,0,27,50,1,46,0,16,0,140,296
Nanaimo--Alberni/Nanaimo--Alberni,109A,Parksville,1,34,54,0,42,4,22,0,157,278
Nanaimo--Alberni/Nanaimo--Alberni,109B,Parksville,0,23,48,1,65,2,17,1,157,276
Nanaimo--Alberni/Nanaimo--Alberni,110,Parksville,1,36,78,1,65,6,19,0,206,366
Nanaimo--Alberni/Nanaimo--Alberni,111,Parksville,1,44,101,1,77,5,18,2,249,395
Nanaimo--Alberni/Nanaimo--Alberni,112,Parksville,0,45,44,0,114,1,24,0,228,354
Nanaimo--Alberni/Nanaimo--Alberni,113,Parksville,0,34,76,1,98,2,15,0,226,375
Nanaimo--Alberni/Nanaimo--Alberni,114,False Bay,1,6,99,3,15,3,32,0,159,233
Nanaimo--Alberni/Nanaimo--Alberni,115,False Bay,0,42,61,2,97,1,19,0,222,321
Nanaimo--Alberni/Nanaimo--Alberni,116,Parksville,0,60,57,0,91,0,18,0,226,348
Nanaimo--Alberni/Nanaimo--Alberni,117A,Parksville,0,44,33,1,101,1,12,0,192,319
Nanaimo--Alberni/Nanaimo--Alberni,117B,Parksville,0,46,30,1,121,0,10,0,208,347
Nanaimo--Alberni/Nanaimo--Alberni,118,Apenes,0,76,86,0,103,3,24,2,294,430
Nanaimo--Alberni/Nanaimo--Alberni,119,Nanoose,2,55,62,0,152,2,30,3,306,438
Nanaimo--Alberni/Nanaimo--Alberni,120,Nanoose,0,58,31,2,109,2,16,1,219,308
Nanaimo--Alberni/Nanaimo--Alberni,121A,Nanoose,0,56,47,0,99,0,21,0,223,310
Nanaimo--Alberni/Nanaimo--Alberni,121B,Nanoose,0,62,47,2,85,1,21,0,218,302
Nanaimo--Alberni/Nanaimo--Alberni,122A,Nanoose,0,60,19,1,139,0,12,0,231,301
Nanaimo--Alberni/Nanaimo--Alberni,122B,Nanoose,0,61,23,2,122,1,15,0,224,300
Nanaimo--Alberni/Nanaimo--Alberni,123,Coombs,2,32,87,0,95,7,32,2,257,449
Nanaimo--Alberni/Nanaimo--Alberni,124,Coombs,0,40,92,0,125,6,26,2,291,500
Nanaimo--Alberni/Nanaimo--Alberni,125,Coombs,0,35,106,0,113,6,44,0,304,527
Nanaimo--Alberni/Nanaimo--Alberni,126,Errington,1,41,97,0,111,8,38,2,298,564
Nanaimo--Alberni/Nanaimo--Alberni,127,Errington,1,30,98,3,129,6,21,0,288,494
Nanaimo--Alberni/Nanaimo--Alberni,128,Errington,1,35,130,4,96,13,43,0,322,527
Nanaimo--Alberni/Nanaimo--Alberni,129A,Little Mountain,0,14,69,2,67,4,22,0,178,293
Nanaimo--Alberni/Nanaimo--Alberni,129B,Little Mountain,1,15,67,0,46,3,28,0,160,258
Nanaimo--Alberni/Nanaimo--Alberni,130,Nanoose,0,59,83,2,138,3,21,0,306,427
Nanaimo--Alberni/Nanaimo--Alberni,131,Nanoose,1,48,90,2,146,3,38,1,329,500
Nanaimo--Alberni/Nanaimo--Alberni,132,Nanoose,0,68,77,1,116,2,16,0,280,414
Nanaimo--Alberni/Nanaimo--Alberni,133,Lantzville,1,60,94,0,113,3,33,0,304,510
Nanaimo--Alberni/Nanaimo--Alberni,134,Lantzville,0,32,79,0,61,1,14,1,188,319
Nanaimo--Alberni/Nanaimo--Alberni,135,Lantzville,0,40,61,0,69,1,29,1,201,311
Nanaimo--Alberni/Nanaimo--Alberni,136,Lantzville,0,38,89,0,66,3,23,0,219,352
Nanaimo--Alberni/Nanaimo--Alberni,137,Lantzville,0,43,79,0,85,1,17,0,225,353
Nanaimo--Alberni/Nanaimo--Alberni,138,Lantzville,0,61,113,0,95,1,29,0,299,392
Nanaimo--Alberni/Nanaimo--Alberni,139,Lantzville,0,37,62,0,83,0,25,0,207,310
Nanaimo--Alberni/Nanaimo--Alberni,140A,Lantzville,1,31,38,0,56,3,18,0,147,231
Nanaimo--Alberni/Nanaimo--Alberni,140B,Lantzville,0,26,36,2,77,2,17,0,160,265
Nanaimo--Alberni/Nanaimo--Alberni,141,Nanoose,1,20,46,1,99,1,14,0,182,275
Nanaimo--Alberni/Nanaimo--Alberni,142A,Nanaimo,0,48,60,1,85,0,9,0,203,342
Nanaimo--Alberni/Nanaimo--Alberni,142B,Nanaimo,0,54,38,0,94,1,10,1,198,314
Nanaimo--Alberni/Nanaimo--Alberni,143,Nanaimo,0,77,48,1,92,1,10,0,229,372
Nanaimo--Alberni/Nanaimo--Alberni,144,Nanaimo,0,57,87,0,123,3,26,0,296,470
Nanaimo--Alberni/Nanaimo--Alberni,145,Nanaimo,0,65,46,2,114,2,21,1,251,382
Nanaimo--Alberni/Nanaimo--Alberni,146A,Nanaimo,0,33,48,0,68,1,6,1,157,272
Nanaimo--Alberni/Nanaimo--Alberni,146B,Nanaimo,0,51,39,0,61,0,15,0,166,258
Nanaimo--Alberni/Nanaimo--Alberni,147,Nanaimo,0,60,38,0,112,0,7,0,217,346
Nanaimo--Alberni/Nanaimo--Alberni,148,Nanaimo,0,29,56,0,39,0,25,0,149,232
Nanaimo--Alberni/Nanaimo--Alberni,149,Nanaimo,0,47,54,2,98,0,18,0,219,341
Nanaimo--Alberni/Nanaimo--Alberni,150,Nanaimo,0,55,27,0,70,1,9,0,162,255
Nanaimo--Alberni/Nanaimo--Alberni,151,Nanaimo,0,71,55,0,129,0,21,1,277,413
Nanaimo--Alberni/Nanaimo--Alberni,152,Nanaimo,1,82,71,3,173,0,40,1,371,534
Nanaimo--Alberni/Nanaimo--Alberni,153A,Nanaimo,0,30,45,1,64,0,21,0,161,278
Nanaimo--Alberni/Nanaimo--Alberni,153B,Nanaimo,0,28,62,0,74,1,17,0,182,304
Nanaimo--Alberni/Nanaimo--Alberni,154,Nanaimo,1,96,56,0,171,2,32,0,358,531
Nanaimo--Alberni/Nanaimo--Alberni,155,Nanaimo,0,53,63,0,101,3,30,0,250,376
Nanaimo--Alberni/Nanaimo--Alberni,156,Nanaimo,0,57,54,2,75,0,15,3,206,372
Nanaimo--Alberni/Nanaimo--Alberni,157,Nanaimo,0,55,92,2,136,2,20,0,307,521
Nanaimo--Alberni/Nanaimo--Alberni,158,Nanaimo,2,50,76,1,91,0,8,1,229,394
Nanaimo--Alberni/Nanaimo--Alberni,159,Nanaimo,0,44,50,0,64,1,14,3,176,318
Nanaimo--Alberni/Nanaimo--Alberni,160,Nanaimo,2,77,84,1,124,1,23,0,312,515
Nanaimo--Alberni/Nanaimo--Alberni,161,Nanaimo,0,98,52,1,141,0,14,0,306,463
Nanaimo--Alberni/Nanaimo--Alberni,162A,Nanaimo,0,55,58,1,77,0,9,0,200,335
Nanaimo--Alberni/Nanaimo--Alberni,162B,Nanaimo,0,54,55,1,71,1,9,2,193,318
Nanaimo--Alberni/Nanaimo--Alberni,163,Nanaimo,0,77,65,1,106,3,23,1,276,442
Nanaimo--Alberni/Nanaimo--Alberni,164,Nanaimo,0,65,64,0,119,2,20,1,271,430
Nanaimo--Alberni/Nanaimo--Alberni,165,Nanaimo,1,91,67,0,155,1,26,0,341,524
Nanaimo--Alberni/Nanaimo--Alberni,166,Nanaimo,2,57,61,0,101,4,25,1,251,426
Nanaimo--Alberni/Nanaimo--Alberni,167,Nanaimo,0,38,43,0,83,2,18,0,184,284
Nanaimo--Alberni/Nanaimo--Alberni,168,Nanaimo,0,52,50,0,92,0,22,0,216,309
Nanaimo--Alberni/Nanaimo--Alberni,169,Nanaimo,0,47,63,1,83,0,20,1,215,357
Nanaimo--Alberni/Nanaimo--Alberni,170,Nanaimo,0,32,55,0,66,3,11,0,167,243
Nanaimo--Alberni/Nanaimo--Alberni,171A,Nanaimo,1,33,40,0,77,2,16,0,169,280
Nanaimo--Alberni/Nanaimo--Alberni,171B,Nanaimo,0,45,44,2,73,3,16,0,183,294
Nanaimo--Alberni/Nanaimo--Alberni,172,Nanaimo,0,61,70,0,88,5,28,2,254,365
Nanaimo--Alberni/Nanaimo--Alberni,173,Nanaimo,0,46,65,0,130,0,25,0,266,374
Nanaimo--Alberni/Nanaimo--Alberni,174,Nanaimo,0,57,54,0,87,2,29,0,229,358
Nanaimo--Alberni/Nanaimo--Alberni,175,Nanaimo,0,43,42,0,69,0,19,0,173,272
Nanaimo--Alberni/Nanaimo--Alberni,176,Nanaimo,2,54,71,0,81,0,21,0,229,373
Nanaimo--Alberni/Nanaimo--Alberni,177,Nanaimo,0,76,75,4,185,1,29,0,370,593
Nanaimo--Alberni/Nanaimo--Alberni,178A,Nanaimo,1,27,49,0,76,2,10,1,166,297
Nanaimo--Alberni/Nanaimo--Alberni,178B,Nanaimo,0,26,44,0,66,4,7,0,147,262
Nanaimo--Alberni/Nanaimo--Alberni,179,Nanaimo,0,46,74,0,71,0,10,0,201,349
Nanaimo--Alberni/Nanaimo--Alberni,180,Nanaimo,0,26,60,0,60,2,9,0,157,298
Nanaimo--Alberni/Nanaimo--Alberni,181,Nanaimo,0,55,71,1,80,1,20,0,228,464
Nanaimo--Alberni/Nanaimo--Alberni,182,Nanaimo,0,63,62,0,105,1,14,1,246,382
Nanaimo--Alberni/Nanaimo--Alberni,183,Nanaimo,1,84,72,0,130,1,29,1,318,524
Nanaimo--Alberni/Nanaimo--Alberni,184A,Nanaimo,0,37,48,1,61,1,9,0,157,300
Nanaimo--Alberni/Nanaimo--Alberni,184B,Nanaimo,0,39,39,0,57,0,7,3,145,265
Nanaimo--Alberni/Nanaimo--Alberni,185,Nanaimo,0,62,82,2,99,1,19,0,265,484
Nanaimo--Alberni/Nanaimo--Alberni,186,Nanaimo,0,52,46,0,48,2,19,0,167,272
Nanaimo--Alberni/Nanaimo--Alberni,187,Nanaimo,0,40,89,0,58,1,14,0,202,300
Nanaimo--Alberni/Nanaimo--Alberni,188,Nanaimo,0,81,71,0,91,3,18,0,264,460
Nanaimo--Alberni/Nanaimo--Alberni,189,Nanaimo,0,27,105,1,71,1,22,0,227,420
Nanaimo--Alberni/Nanaimo--Alberni,190,Nanaimo,1,39,105,1,94,0,16,0,256,393
Nanaimo--Alberni/Nanaimo--Alberni,191,Nanaimo,1,60,96,0,74,4,16,0,251,453
Nanaimo--Alberni/Nanaimo--Alberni,192,Nanaimo,0,55,88,1,81,0,22,1,248,448
Nanaimo--Alberni/Nanaimo--Alberni,193,Nanaimo,1,20,61,3,51,1,14,1,152,309
Nanaimo--Alberni/Nanaimo--Alberni,194,Nanaimo,0,15,66,0,55,2,15,1,154,397
Nanaimo--Alberni/Nanaimo--Alberni,195,Nanaimo,0,43,110,0,88,2,19,0,262,428
Nanaimo--Alberni/Nanaimo--Alberni,196,Nanaimo,0,39,60,0,47,2,14,0,162,276
Nanaimo--Alberni/Nanaimo--Alberni,197,Nanaimo,0,41,72,0,95,3,12,0,223,339
Nanaimo--Alberni/Nanaimo--Alberni,198,Nanaimo,0,87,92,1,147,1,21,1,350,535
Nanaimo--Alberni/Nanaimo--Alberni,199,Nanaimo,0,39,86,0,77,0,13,0,215,441
Nanaimo--Alberni/Nanaimo--Alberni,200,Nanaimo,0,23,72,0,56,2,8,1,162,287
Nanaimo--Alberni/Nanaimo--Alberni,201,Nanaimo,1,47,101,1,82,3,13,0,248,435
Nanaimo--Alberni/Nanaimo--Alberni,202,Nanaimo,2,62,89,1,98,2,19,1,274,485
Nanaimo--Alberni/Nanaimo--Alberni,203,Nanaimo,0,25,48,1,45,4,15,0,138,304
Nanaimo--Alberni/Nanaimo--Alberni,204,Nanaimo,0,38,73,2,49,0,12,1,175,338
Nanaimo--Alberni/Nanaimo--Alberni,205,Nanaimo,0,33,74,1,54,2,15,1,180,284
Nanaimo--Alberni/Nanaimo--Alberni,206,Nanaimo,0,49,83,1,40,1,9,0,183,309
Nanaimo--Alberni/Nanaimo--Alberni,207,Nanaimo,0,44,109,2,90,1,16,0,262,417
Nanaimo--Alberni/Nanaimo--Alberni,208,Nanaimo,0,18,40,1,33,1,20,1,114,233
Nanaimo--Alberni/Nanaimo--Alberni,209A,Nanaimo,1,31,63,2,53,1,13,0,164,292
Nanaimo--Alberni/Nanaimo--Alberni,209B,Nanaimo,2,19,58,3,52,2,9,0,145,264
Nanaimo--Alberni/Nanaimo--Alberni,210,Nanaimo,1,23,82,0,61,4,26,0,197,326
Nanaimo--Alberni/Nanaimo--Alberni,211,Nanaimo,0,49,87,0,77,0,14,0,227,413
Nanaimo--Alberni/Nanaimo--Alberni,212,Nanaimo,0,65,87,0,117,1,22,0,292,421
Nanaimo--Alberni/Nanaimo--Alberni,213,Nanaimo,0,36,76,2,65,0,25,2,206,359
Nanaimo--Alberni/Nanaimo--Alberni,214,Nanaimo,0,60,103,3,126,3,39,2,336,518
Nanaimo--Alberni/Nanaimo--Alberni,215A,Nanaimo,0,46,46,1,69,2,19,1,184,284
Nanaimo--Alberni/Nanaimo--Alberni,215B,Nanaimo,0,45,50,1,64,2,18,0,180,276
Nanaimo--Alberni/Nanaimo--Alberni,216,Nanaimo,0,49,49,0,85,2,10,0,195,293
Nanaimo--Alberni/Nanaimo--Alberni,400,Nanaimo,0,36,14,0,72,0,4,1,127,156
Nanaimo--Alberni/Nanaimo--Alberni,500,Mobile poll/Bureau itinérant,0,14,17,3,17,1,4,1,57,81
Nanaimo--Alberni/Nanaimo--Alberni,501,Mobile poll/Bureau itinérant,3,10,8,0,9,1,2,2,35,55
Nanaimo--Alberni/Nanaimo--Alberni,502,Mobile poll/Bureau itinérant,1,5,19,1,6,2,2,0,36,54
Nanaimo--Alberni/Nanaimo--Alberni,503,Mobile poll/Bureau itinérant,0,12,27,4,22,1,5,2,73,84
Nanaimo--Alberni/Nanaimo--Alberni,504,Mobile poll/Bureau itinérant,0,7,5,1,8,0,0,0,21,32
Nanaimo--Alberni/Nanaimo--Alberni,600,Alberni-Clayoquot,1,9,40,0,39,2,5,0,96,
Nanaimo--Alberni/Nanaimo--Alberni,601,Alberni-Clayoquot,0,28,95,0,93,3,16,1,236,
Nanaimo--Alberni/Nanaimo--Alberni,602,Port Alberni,0,66,162,1,139,5,16,0,389,
Nanaimo--Alberni/Nanaimo--Alberni,603,Port Alberni,0,73,161,2,134,3,7,1,381,
Nanaimo--Alberni/Nanaimo--Alberni,604,Qualicum Beach,0,220,281,2,582,6,58,6,1155,
Nanaimo--Alberni/Nanaimo--Alberni,605,Parksville,2,172,220,5,469,1,68,2,939,
Nanaimo--Alberni/Nanaimo--Alberni,606,Nanaimo,1,59,77,1,151,0,22,0,311,
Nanaimo--Alberni/Nanaimo--Alberni,607,Nanaimo,3,166,204,0,458,2,57,1,891,
Nanaimo--Alberni/Nanaimo--Alberni,608,Nanaimo,0,79,164,2,243,2,30,0,520,
Nanaimo--Alberni/Nanaimo--Alberni,609,Nanaimo,0,62,108,0,140,0,26,0,336,
Nanaimo--Alberni/Nanaimo--Alberni,,Group 1/Groupe 1,0,27,25,0,34,10,12,2,110,203
Nanaimo--Alberni/Nanaimo--Alberni,,Group 2/Groupe 2,0,148,214,3,417,4,62,24,872,
