District,Poll Number,Poll Name,Guy André,Ann Julie Fortier,Eric Labrecque,Denis McKinnon,Laurier Thibault,Rejected Ballots,Total Vote,Electors
Berthier--Maskinongé/Berthier--Maskinongé,59A,Trois-Rivières-Ouest,160,36,4,6,44,4,254,458
Berthier--Maskinongé/Berthier--Maskinongé,59B,Trois-Rivières-Ouest,150,42,7,7,49,3,258,462
Berthier--Maskinongé/Berthier--Maskinongé,60,Trois-Rivières-Ouest,105,20,7,5,50,4,191,328
Berthier--Maskinongé/Berthier--Maskinongé,61,Trois-Rivières-Ouest,108,29,3,6,64,6,216,485
Berthier--Maskinongé/Berthier--Maskinongé,62,Trois-Rivières-Ouest,132,26,10,6,52,8,234,627
Berthier--Maskinongé/Berthier--Maskinongé,63,Trois-Rivières-Ouest,89,29,7,5,67,8,205,390
Berthier--Maskinongé/Berthier--Maskinongé,64,Trois-Rivières-Ouest,77,14,0,1,41,4,137,359
Berthier--Maskinongé/Berthier--Maskinongé,65,Trois-Rivières-Ouest,114,17,8,4,49,6,198,414
Berthier--Maskinongé/Berthier--Maskinongé,66,Trois-Rivières-Ouest,101,39,4,10,43,11,208,355
Berthier--Maskinongé/Berthier--Maskinongé,67,Trois-Rivières-Ouest,64,8,3,3,9,4,91,223
Berthier--Maskinongé/Berthier--Maskinongé,68,Trois-Rivières-Ouest,179,63,4,13,65,10,334,560
Berthier--Maskinongé/Berthier--Maskinongé,69A,Trois-Rivières-Ouest,88,33,1,8,49,0,179,364
Berthier--Maskinongé/Berthier--Maskinongé,69B,Trois-Rivières-Ouest,77,33,3,6,50,5,174,359
Berthier--Maskinongé/Berthier--Maskinongé,70,Trois-Rivières-Ouest,111,15,7,9,57,5,204,353
Berthier--Maskinongé/Berthier--Maskinongé,71,Trois-Rivières-Ouest,86,23,1,3,14,5,132,324
Berthier--Maskinongé/Berthier--Maskinongé,72,Trois-Rivières-Ouest,133,16,3,11,63,0,226,377
Berthier--Maskinongé/Berthier--Maskinongé,73,Trois-Rivières-Ouest,173,38,4,5,56,10,286,561
Berthier--Maskinongé/Berthier--Maskinongé,74,Trois-Rivières-Ouest,198,41,3,8,59,14,323,545
Berthier--Maskinongé/Berthier--Maskinongé,75,Trois-Rivières-Ouest,138,17,7,9,48,11,230,407
Berthier--Maskinongé/Berthier--Maskinongé,76,Trois-Rivières-Ouest,202,29,11,17,69,8,336,579
Berthier--Maskinongé/Berthier--Maskinongé,77,Trois-Rivières-Ouest,148,46,11,4,49,17,275,467
Berthier--Maskinongé/Berthier--Maskinongé,78,Trois-Rivières-Ouest,128,18,10,17,45,11,229,451
Berthier--Maskinongé/Berthier--Maskinongé,79,Saint-Barnabé,95,29,0,6,39,3,172,265
Berthier--Maskinongé/Berthier--Maskinongé,80,Saint-Thomas-de-Caxton,68,17,7,0,18,2,112,195
Berthier--Maskinongé/Berthier--Maskinongé,81,Pointe-du-Lac,94,17,3,3,31,6,154,353
Berthier--Maskinongé/Berthier--Maskinongé,82,Pointe-du-Lac,149,35,3,11,45,6,249,497
Berthier--Maskinongé/Berthier--Maskinongé,83,Pointe-du-Lac,179,34,9,7,27,7,263,429
Berthier--Maskinongé/Berthier--Maskinongé,84,Pointe-du-Lac,191,41,4,18,46,12,312,529
Berthier--Maskinongé/Berthier--Maskinongé,85,Pointe-du-Lac,160,36,10,11,53,15,285,449
Berthier--Maskinongé/Berthier--Maskinongé,86,Pointe-du-Lac,119,33,6,2,29,16,205,464
Berthier--Maskinongé/Berthier--Maskinongé,87,Pointe-du-Lac,130,31,5,7,34,14,221,416
Berthier--Maskinongé/Berthier--Maskinongé,88,Pointe-du-Lac,103,29,6,9,54,5,206,317
Berthier--Maskinongé/Berthier--Maskinongé,89,Pointe-du-Lac,191,54,7,5,59,8,324,552
Berthier--Maskinongé/Berthier--Maskinongé,90,Pointe-du-Lac,180,44,9,10,49,7,299,505
Berthier--Maskinongé/Berthier--Maskinongé,91,Pointe-du-Lac,182,43,10,9,38,10,292,423
Berthier--Maskinongé/Berthier--Maskinongé,92,Pointe-du-Lac,118,20,2,5,69,7,221,428
Berthier--Maskinongé/Berthier--Maskinongé,93,Yamachiche,143,35,9,13,61,2,263,467
Berthier--Maskinongé/Berthier--Maskinongé,94,Saint-Barnabé,179,50,5,13,55,12,314,528
Berthier--Maskinongé/Berthier--Maskinongé,95,Saint-Sévère,92,13,4,6,55,1,171,254
Berthier--Maskinongé/Berthier--Maskinongé,96,Yamachiche,122,43,7,11,42,1,226,407
Berthier--Maskinongé/Berthier--Maskinongé,97,Yamachiche,81,47,1,3,86,3,221,385
Berthier--Maskinongé/Berthier--Maskinongé,98,Yamachiche,89,31,1,7,37,6,171,327
Berthier--Maskinongé/Berthier--Maskinongé,99,Yamachiche,117,31,5,5,64,8,230,461
Berthier--Maskinongé/Berthier--Maskinongé,100,Saint-Léon-le-Grand,124,34,8,10,62,4,242,454
Berthier--Maskinongé/Berthier--Maskinongé,101,Saint-Léon-le-Grand,116,24,3,7,28,7,185,337
Berthier--Maskinongé/Berthier--Maskinongé,102,Louiseville,111,17,4,6,24,5,167,305
Berthier--Maskinongé/Berthier--Maskinongé,103,Louiseville,73,26,2,7,35,5,148,371
Berthier--Maskinongé/Berthier--Maskinongé,104,Louiseville,93,12,3,3,37,9,157,342
Berthier--Maskinongé/Berthier--Maskinongé,105,Louiseville,85,16,2,7,45,7,162,332
Berthier--Maskinongé/Berthier--Maskinongé,106,Louiseville,98,17,3,3,44,4,169,363
Berthier--Maskinongé/Berthier--Maskinongé,107,Louiseville,59,7,2,6,40,7,121,273
Berthier--Maskinongé/Berthier--Maskinongé,108,Louiseville,88,16,2,10,23,7,146,322
Berthier--Maskinongé/Berthier--Maskinongé,109,Louiseville,86,16,3,5,40,2,152,277
Berthier--Maskinongé/Berthier--Maskinongé,110,Louiseville,124,31,5,14,52,4,230,373
Berthier--Maskinongé/Berthier--Maskinongé,111,Louiseville,74,19,1,8,38,4,144,251
Berthier--Maskinongé/Berthier--Maskinongé,112A,Louiseville,67,21,2,7,40,2,139,309
Berthier--Maskinongé/Berthier--Maskinongé,112B,Louiseville,64,22,4,5,41,5,141,288
Berthier--Maskinongé/Berthier--Maskinongé,113,Louiseville,50,4,4,2,26,6,92,253
Berthier--Maskinongé/Berthier--Maskinongé,114,Louiseville,77,14,2,5,56,4,158,332
Berthier--Maskinongé/Berthier--Maskinongé,115,Louiseville,133,43,5,9,51,11,252,444
Berthier--Maskinongé/Berthier--Maskinongé,116,Louiseville,107,17,3,4,45,9,185,280
Berthier--Maskinongé/Berthier--Maskinongé,117,Louiseville,82,12,2,2,48,5,151,280
Berthier--Maskinongé/Berthier--Maskinongé,118,Louiseville,159,42,7,9,80,6,303,493
Berthier--Maskinongé/Berthier--Maskinongé,119,Louiseville,100,25,5,7,58,4,199,344
Berthier--Maskinongé/Berthier--Maskinongé,120,Saint-Joseph-de-Maskinongé,144,34,2,5,92,3,280,489
Berthier--Maskinongé/Berthier--Maskinongé,121,Maskinongé,98,25,8,5,77,8,221,346
Berthier--Maskinongé/Berthier--Maskinongé,122,Maskinongé,68,21,3,4,34,2,132,200
Berthier--Maskinongé/Berthier--Maskinongé,123,Saint-Joseph-de-Maskinongé,89,23,3,5,30,4,154,278
Berthier--Maskinongé/Berthier--Maskinongé,124,Saint-Joseph-de-Maskinongé,142,23,7,11,80,7,270,484
Berthier--Maskinongé/Berthier--Maskinongé,125,Saint-Charles-de-Mandeville,151,21,13,8,57,4,254,463
Berthier--Maskinongé/Berthier--Maskinongé,126,Saint-Charles-de-Mandeville,121,29,5,6,39,10,210,359
Berthier--Maskinongé/Berthier--Maskinongé,127,Saint-Charles-de-Mandeville,183,20,8,3,49,3,266,442
Berthier--Maskinongé/Berthier--Maskinongé,128,Saint-Didace,191,22,12,9,70,7,311,520
Berthier--Maskinongé/Berthier--Maskinongé,129,Saint-Édouard-de-Maskinongé,37,1,0,2,9,2,51,133
Berthier--Maskinongé/Berthier--Maskinongé,130,Saint-Édouard-de-Maskinongé,169,22,6,8,64,8,277,463
Berthier--Maskinongé/Berthier--Maskinongé,131,Sainte-Ursule,110,20,3,2,40,2,177,362
Berthier--Maskinongé/Berthier--Maskinongé,132,Sainte-Ursule,116,33,2,10,40,4,205,327
Berthier--Maskinongé/Berthier--Maskinongé,133,Sainte-Ursule,125,36,6,6,59,6,238,446
Berthier--Maskinongé/Berthier--Maskinongé,134,Saint-Justin,74,18,1,6,29,1,129,239
Berthier--Maskinongé/Berthier--Maskinongé,135,Saint-Joseph-de-Maskinongé,77,23,3,7,32,5,147,283
Berthier--Maskinongé/Berthier--Maskinongé,136,Saint-Justin,134,31,4,10,50,5,234,384
Berthier--Maskinongé/Berthier--Maskinongé,137,Saint-Gabriel-de-Brandon,135,24,10,10,36,9,224,437
Berthier--Maskinongé/Berthier--Maskinongé,138,Saint-Gabriel-de-Brandon,156,29,5,8,78,7,283,527
Berthier--Maskinongé/Berthier--Maskinongé,139,Saint-Charles-de-Mandeville,172,14,10,5,53,5,259,435
Berthier--Maskinongé/Berthier--Maskinongé,140,Saint-Gabriel,87,9,1,3,30,5,135,291
Berthier--Maskinongé/Berthier--Maskinongé,141A,Saint-Gabriel-de-Brandon,149,13,5,7,37,5,216,419
Berthier--Maskinongé/Berthier--Maskinongé,141B,Saint-Gabriel-de-Brandon,145,15,13,6,35,8,222,419
Berthier--Maskinongé/Berthier--Maskinongé,142,Saint-Gabriel,103,18,10,2,42,6,181,361
Berthier--Maskinongé/Berthier--Maskinongé,143,Saint-Gabriel,68,15,4,3,28,3,121,216
Berthier--Maskinongé/Berthier--Maskinongé,144,Saint-Gabriel,186,20,9,14,62,12,303,589
Berthier--Maskinongé/Berthier--Maskinongé,145,Saint-Gabriel,94,14,4,5,45,3,165,439
Berthier--Maskinongé/Berthier--Maskinongé,146,Saint-Gabriel,78,6,4,4,18,4,114,241
Berthier--Maskinongé/Berthier--Maskinongé,147,Saint-Gabriel-de-Brandon,157,33,8,9,57,12,276,472
Berthier--Maskinongé/Berthier--Maskinongé,148,Saint-Gabriel-de-Brandon,83,10,5,3,24,3,128,209
Berthier--Maskinongé/Berthier--Maskinongé,149,Saint-Norbert,131,13,15,10,40,1,210,338
Berthier--Maskinongé/Berthier--Maskinongé,150,Saint-Norbert,182,15,10,8,54,4,273,460
Berthier--Maskinongé/Berthier--Maskinongé,151,Sainte-Élisabeth,121,11,11,3,24,1,171,346
Berthier--Maskinongé/Berthier--Maskinongé,152,Sainte-Élisabeth,168,17,7,6,46,10,254,447
Berthier--Maskinongé/Berthier--Maskinongé,153,Sainte-Élisabeth,96,10,6,11,43,7,173,290
Berthier--Maskinongé/Berthier--Maskinongé,154,Saint-Barthélémy,145,21,6,3,57,5,237,510
Berthier--Maskinongé/Berthier--Maskinongé,155,Saint-Barthélémy,82,19,3,2,45,4,155,304
Berthier--Maskinongé/Berthier--Maskinongé,156,Saint-Barthélémy,130,31,10,14,62,6,253,430
Berthier--Maskinongé/Berthier--Maskinongé,157,Saint-Barthélémy,136,11,5,4,52,6,214,371
Berthier--Maskinongé/Berthier--Maskinongé,158,Saint-Cuthbert,112,13,7,10,43,4,189,389
Berthier--Maskinongé/Berthier--Maskinongé,159,Saint-Cuthbert,87,19,1,7,35,9,158,312
Berthier--Maskinongé/Berthier--Maskinongé,160,Saint-Cuthbert,172,22,8,9,69,10,290,505
Berthier--Maskinongé/Berthier--Maskinongé,161,Saint-Cuthbert,115,14,2,8,36,4,179,341
Berthier--Maskinongé/Berthier--Maskinongé,162,Sainte-Geneviève-de-Berthier,81,14,3,3,24,7,132,277
Berthier--Maskinongé/Berthier--Maskinongé,163,Sainte-Geneviève-de-Berthier,121,29,6,4,81,2,243,417
Berthier--Maskinongé/Berthier--Maskinongé,164,Sainte-Geneviève-de-Berthier,95,8,2,6,20,3,134,285
Berthier--Maskinongé/Berthier--Maskinongé,165,Berthierville,167,29,9,8,66,10,289,628
Berthier--Maskinongé/Berthier--Maskinongé,166,Berthierville,26,2,0,3,3,1,35,58
Berthier--Maskinongé/Berthier--Maskinongé,167,Berthierville,96,5,6,3,38,5,153,416
Berthier--Maskinongé/Berthier--Maskinongé,168,Berthierville,73,12,5,6,52,4,152,415
Berthier--Maskinongé/Berthier--Maskinongé,169,Berthierville,75,10,1,2,45,6,139,357
Berthier--Maskinongé/Berthier--Maskinongé,170,Berthierville,162,18,7,12,72,18,289,488
Berthier--Maskinongé/Berthier--Maskinongé,171,Berthierville,96,10,9,5,73,8,201,432
Berthier--Maskinongé/Berthier--Maskinongé,172,Berthierville,101,22,5,5,44,6,183,432
Berthier--Maskinongé/Berthier--Maskinongé,173,La Visitation-de-l'Île-Dupas,6,4,1,0,4,0,15,28
Berthier--Maskinongé/Berthier--Maskinongé,174,La Visitation-de-l'Île-Dupas,140,20,5,13,85,5,268,449
Berthier--Maskinongé/Berthier--Maskinongé,175,Saint-Ignace-de-Loyola,126,12,3,2,67,6,216,354
Berthier--Maskinongé/Berthier--Maskinongé,176,Saint-Ignace-de-Loyola,129,21,4,5,44,4,207,374
Berthier--Maskinongé/Berthier--Maskinongé,177,Saint-Ignace-de-Loyola,168,19,5,17,43,11,263,449
Berthier--Maskinongé/Berthier--Maskinongé,178,Saint-Ignace-de-Loyola,185,25,11,13,63,6,303,457
Berthier--Maskinongé/Berthier--Maskinongé,179,Sainte-Geneviève-de-Berthier,32,2,0,4,23,0,61,103
Berthier--Maskinongé/Berthier--Maskinongé,180A,Sainte-Geneviève-de-Berthier,139,13,5,4,41,12,214,399
Berthier--Maskinongé/Berthier--Maskinongé,180B,Sainte-Geneviève-de-Berthier,100,21,0,7,46,13,187,360
Berthier--Maskinongé/Berthier--Maskinongé,181,Lanoraie-d'Autray,100,18,3,6,41,5,173,270
Berthier--Maskinongé/Berthier--Maskinongé,182,Lanoraie-d'Autray,95,4,7,14,42,4,166,327
Berthier--Maskinongé/Berthier--Maskinongé,183,Saint-Joseph-de-Lanoraie,173,14,7,10,37,5,246,474
Berthier--Maskinongé/Berthier--Maskinongé,184,Saint-Joseph-de-Lanoraie,166,15,8,3,29,5,226,429
Berthier--Maskinongé/Berthier--Maskinongé,185,Saint-Joseph-de-Lanoraie,182,24,5,3,39,7,260,436
Berthier--Maskinongé/Berthier--Maskinongé,186,Lanoraie-d'Autray,142,9,2,6,32,2,193,332
Berthier--Maskinongé/Berthier--Maskinongé,187,Lanoraie-d'Autray,90,7,6,10,34,2,149,308
Berthier--Maskinongé/Berthier--Maskinongé,188,Lanoraie-d'Autray,112,7,3,3,43,4,172,288
Berthier--Maskinongé/Berthier--Maskinongé,189,Saint-Antoine-de-Lavaltrie,161,6,4,3,47,2,223,419
Berthier--Maskinongé/Berthier--Maskinongé,190,Saint-Antoine-de-Lavaltrie,118,11,2,5,16,2,154,306
Berthier--Maskinongé/Berthier--Maskinongé,191,Saint-Antoine-de-Lavaltrie,117,19,6,4,17,4,167,337
Berthier--Maskinongé/Berthier--Maskinongé,192,Saint-Antoine-de-Lavaltrie,186,13,7,7,19,10,242,459
Berthier--Maskinongé/Berthier--Maskinongé,193,Saint-Antoine-de-Lavaltrie,219,13,10,5,60,9,316,582
Berthier--Maskinongé/Berthier--Maskinongé,194,Saint-Antoine-de-Lavaltrie,152,14,3,4,27,5,205,460
Berthier--Maskinongé/Berthier--Maskinongé,195,Lavaltrie,238,10,6,5,32,13,304,569
Berthier--Maskinongé/Berthier--Maskinongé,196,Lavaltrie,193,12,9,4,39,8,265,501
Berthier--Maskinongé/Berthier--Maskinongé,197,Lavaltrie,215,12,4,6,35,5,277,503
Berthier--Maskinongé/Berthier--Maskinongé,198,Lavaltrie,127,20,14,8,32,7,208,389
Berthier--Maskinongé/Berthier--Maskinongé,199,Lavaltrie,190,18,6,7,42,6,269,582
Berthier--Maskinongé/Berthier--Maskinongé,200,Lavaltrie,133,9,4,3,31,3,183,413
Berthier--Maskinongé/Berthier--Maskinongé,201,Lavaltrie,165,8,8,6,11,10,208,421
Berthier--Maskinongé/Berthier--Maskinongé,202,Lavaltrie,184,14,3,9,22,2,234,500
Berthier--Maskinongé/Berthier--Maskinongé,203,Lavaltrie,140,14,6,2,50,1,213,515
Berthier--Maskinongé/Berthier--Maskinongé,204,Saint-Antoine-de-Lavaltrie,184,20,6,6,25,3,244,480
Berthier--Maskinongé/Berthier--Maskinongé,205,Saint-Antoine-de-Lavaltrie,181,16,8,8,34,17,264,534
Berthier--Maskinongé/Berthier--Maskinongé,206,Saint-Antoine-de-Lavaltrie,172,9,6,5,33,4,229,486
Berthier--Maskinongé/Berthier--Maskinongé,500,Mobile poll/Bureau itinérant,32,21,2,5,81,5,146,187
Berthier--Maskinongé/Berthier--Maskinongé,501,Mobile poll/Bureau itinérant,33,7,2,3,30,2,77,112
Berthier--Maskinongé/Berthier--Maskinongé,502,Mobile poll/Bureau itinérant,16,6,1,1,31,2,57,127
Berthier--Maskinongé/Berthier--Maskinongé,503,Mobile poll/Bureau itinérant,20,6,3,0,36,2,67,139
Berthier--Maskinongé/Berthier--Maskinongé,600,Saint-Alexis-des-Monts,93,20,6,1,46,3,169,
Berthier--Maskinongé/Berthier--Maskinongé,601,Saint-Boniface-de-Shawinigan,170,56,10,7,73,7,323,
Berthier--Maskinongé/Berthier--Maskinongé,602,Saint-Étienne-des-Grès,102,35,4,5,45,4,195,
Berthier--Maskinongé/Berthier--Maskinongé,603,Trois-Rivières-Ouest,336,92,14,20,155,15,632,
Berthier--Maskinongé/Berthier--Maskinongé,604,Trois-Rivières-Ouest,302,80,11,16,204,16,629,
Berthier--Maskinongé/Berthier--Maskinongé,605,Pointe-du-Lac,154,32,4,6,93,5,294,
Berthier--Maskinongé/Berthier--Maskinongé,606,Louiseville,174,52,10,13,139,17,405,
Berthier--Maskinongé/Berthier--Maskinongé,607,Louiseville,133,33,7,5,102,4,284,
Berthier--Maskinongé/Berthier--Maskinongé,608,Saint-Gabriel,251,29,13,19,112,9,433,
Berthier--Maskinongé/Berthier--Maskinongé,609,Berthierville,109,26,2,3,51,3,194,
Berthier--Maskinongé/Berthier--Maskinongé,610,Berthierville,195,43,12,13,108,16,387,
Berthier--Maskinongé/Berthier--Maskinongé,611,Lavaltrie,261,33,10,6,76,12,398,
Berthier--Maskinongé/Berthier--Maskinongé,,Group 1/Groupe 1,67,33,9,5,32,5,151,266
Berthier--Maskinongé/Berthier--Maskinongé,,Group 2/Groupe 2,201,39,8,11,170,12,441,
