District,Poll Number,Poll Name,Mauril Bélanger,Ric Dagenais,Kevin Friday,Françoise Roy,Carol Taylor,Raphaël Thierrin,Rejected Ballots,Total Vote,Electors
Ottawa--Vanier/Ottawa--Vanier,95,Vanier,55,28,25,0,1,5,0,114,304
Ottawa--Vanier/Ottawa--Vanier,96,Vanier,63,35,34,1,3,17,0,153,353
Ottawa--Vanier/Ottawa--Vanier,97,Vanier,44,30,28,1,2,4,2,111,291
Ottawa--Vanier/Ottawa--Vanier,98,Vanier,60,27,38,0,2,4,0,131,351
Ottawa--Vanier/Ottawa--Vanier,99,Vanier,60,17,34,0,2,6,3,122,303
Ottawa--Vanier/Ottawa--Vanier,100,Vanier,61,33,28,0,3,10,0,135,344
Ottawa--Vanier/Ottawa--Vanier,101,Vanier,93,24,41,0,4,15,2,179,332
Ottawa--Vanier/Ottawa--Vanier,102,Vanier,75,30,55,0,2,13,5,180,397
Ottawa--Vanier/Ottawa--Vanier,103,Ottawa,114,31,50,2,9,15,2,223,446
Ottawa--Vanier/Ottawa--Vanier,104,Ottawa,80,30,55,0,2,5,1,173,342
Ottawa--Vanier/Ottawa--Vanier,105,Ottawa,96,22,44,0,0,9,6,177,295
Ottawa--Vanier/Ottawa--Vanier,106,Ottawa,66,36,65,1,1,5,0,174,334
Ottawa--Vanier/Ottawa--Vanier,107,Ottawa,33,17,14,0,1,2,0,67,159
Ottawa--Vanier/Ottawa--Vanier,108,Ottawa,121,33,49,0,2,5,0,210,408
Ottawa--Vanier/Ottawa--Vanier,109,Ottawa,108,62,55,0,4,12,1,242,518
Ottawa--Vanier/Ottawa--Vanier,110,Ottawa,121,18,32,1,1,3,2,178,258
Ottawa--Vanier/Ottawa--Vanier,111,Ottawa,93,27,61,1,2,12,1,197,365
Ottawa--Vanier/Ottawa--Vanier,112,Ottawa,124,30,77,0,14,20,2,267,457
Ottawa--Vanier/Ottawa--Vanier,113,Ottawa,102,46,49,0,5,7,1,210,344
Ottawa--Vanier/Ottawa--Vanier,114,Ottawa,68,14,38,0,1,5,6,132,256
Ottawa--Vanier/Ottawa--Vanier,115,Ottawa,82,36,39,1,3,8,0,169,373
Ottawa--Vanier/Ottawa--Vanier,116,Gloucester,67,29,37,0,0,3,2,138,228
Ottawa--Vanier/Ottawa--Vanier,116-1,Gloucester,118,45,74,0,0,3,0,240,472
Ottawa--Vanier/Ottawa--Vanier,117,Gloucester,140,45,99,0,4,18,3,309,439
Ottawa--Vanier/Ottawa--Vanier,118,Gloucester,117,43,56,0,1,14,0,231,332
Ottawa--Vanier/Ottawa--Vanier,119,Gloucester,136,31,101,0,1,9,3,281,401
Ottawa--Vanier/Ottawa--Vanier,120,Gloucester,72,21,40,0,0,13,2,148,212
Ottawa--Vanier/Ottawa--Vanier,121,Gloucester,124,43,68,1,2,14,2,254,452
Ottawa--Vanier/Ottawa--Vanier,122,Gloucester,135,42,62,1,1,13,4,258,401
Ottawa--Vanier/Ottawa--Vanier,123,Gloucester,96,56,76,3,1,7,0,239,540
Ottawa--Vanier/Ottawa--Vanier,124,Gloucester,99,41,50,1,1,4,1,197,445
Ottawa--Vanier/Ottawa--Vanier,125,Gloucester,179,29,76,0,6,15,1,306,597
Ottawa--Vanier/Ottawa--Vanier,126,Gloucester,123,45,94,1,3,11,3,280,527
Ottawa--Vanier/Ottawa--Vanier,127,Gloucester,67,27,64,0,4,9,1,172,295
Ottawa--Vanier/Ottawa--Vanier,128,Gloucester,84,34,57,0,2,10,1,188,360
Ottawa--Vanier/Ottawa--Vanier,129,Gloucester,112,27,74,0,0,8,0,221,362
Ottawa--Vanier/Ottawa--Vanier,130,Gloucester,100,36,58,0,1,6,3,204,360
Ottawa--Vanier/Ottawa--Vanier,131,Gloucester,66,29,43,0,3,7,1,149,331
Ottawa--Vanier/Ottawa--Vanier,132,Gloucester,90,26,79,0,4,12,1,212,373
Ottawa--Vanier/Ottawa--Vanier,133,Gloucester,121,43,85,0,3,10,0,262,426
Ottawa--Vanier/Ottawa--Vanier,134,Gloucester,67,28,67,0,1,4,1,168,295
Ottawa--Vanier/Ottawa--Vanier,135,Gloucester,151,28,68,0,2,9,1,259,461
Ottawa--Vanier/Ottawa--Vanier,136,Gloucester,129,45,91,0,3,16,1,285,496
Ottawa--Vanier/Ottawa--Vanier,137,Gloucester,68,44,59,0,6,9,2,188,350
Ottawa--Vanier/Ottawa--Vanier,138,Gloucester,87,30,36,0,4,3,5,165,373
Ottawa--Vanier/Ottawa--Vanier,139,Ottawa,102,73,50,0,4,15,1,245,479
Ottawa--Vanier/Ottawa--Vanier,140,Ottawa,96,29,54,0,4,15,3,201,438
Ottawa--Vanier/Ottawa--Vanier,141,Ottawa,125,33,33,2,9,7,5,214,356
Ottawa--Vanier/Ottawa--Vanier,142,Ottawa,75,14,25,0,4,3,0,121,314
Ottawa--Vanier/Ottawa--Vanier,143,Ottawa,52,28,35,0,1,1,0,117,325
Ottawa--Vanier/Ottawa--Vanier,144,Ottawa,77,29,24,0,0,8,2,140,315
Ottawa--Vanier/Ottawa--Vanier,145,Ottawa,59,21,30,0,0,7,1,118,349
Ottawa--Vanier/Ottawa--Vanier,146,Ottawa,92,57,56,0,7,19,2,233,520
Ottawa--Vanier/Ottawa--Vanier,147,Ottawa,95,27,35,0,3,9,2,171,359
Ottawa--Vanier/Ottawa--Vanier,148,Ottawa,101,32,37,0,3,10,3,186,356
Ottawa--Vanier/Ottawa--Vanier,149,Ottawa,110,36,85,0,2,22,2,257,457
Ottawa--Vanier/Ottawa--Vanier,150,Ottawa,107,28,53,0,1,22,0,211,347
Ottawa--Vanier/Ottawa--Vanier,151,Ottawa,92,43,56,1,1,18,0,211,383
Ottawa--Vanier/Ottawa--Vanier,152,Ottawa,85,45,52,0,2,29,0,213,381
Ottawa--Vanier/Ottawa--Vanier,153,Ottawa,134,89,48,0,4,29,0,304,565
Ottawa--Vanier/Ottawa--Vanier,154,Ottawa,121,42,58,0,1,26,3,251,379
Ottawa--Vanier/Ottawa--Vanier,155,Ottawa,53,23,21,0,0,11,0,108,233
Ottawa--Vanier/Ottawa--Vanier,156,Ottawa,103,55,37,1,3,46,0,245,466
Ottawa--Vanier/Ottawa--Vanier,157,Ottawa,61,32,29,0,1,10,0,133,242
Ottawa--Vanier/Ottawa--Vanier,158,Ottawa,109,79,31,0,2,31,3,255,417
Ottawa--Vanier/Ottawa--Vanier,159,Ottawa,142,113,43,1,5,53,5,362,593
Ottawa--Vanier/Ottawa--Vanier,160,Ottawa,65,39,36,0,6,28,1,175,275
Ottawa--Vanier/Ottawa--Vanier,161,Ottawa,88,55,30,0,2,17,3,195,321
Ottawa--Vanier/Ottawa--Vanier,162,Ottawa,125,85,25,0,1,27,0,263,481
Ottawa--Vanier/Ottawa--Vanier,163,Ottawa,94,60,25,1,1,22,2,205,363
Ottawa--Vanier/Ottawa--Vanier,164,Ottawa,72,59,28,1,0,15,0,175,353
Ottawa--Vanier/Ottawa--Vanier,165,Ottawa,123,91,25,0,4,18,0,261,458
Ottawa--Vanier/Ottawa--Vanier,166,Ottawa,88,60,40,1,3,19,1,212,353
Ottawa--Vanier/Ottawa--Vanier,167,Ottawa,79,32,25,0,2,12,0,150,282
Ottawa--Vanier/Ottawa--Vanier,168,Ottawa,62,71,16,0,0,13,2,164,404
Ottawa--Vanier/Ottawa--Vanier,169,Ottawa,70,48,17,0,1,16,2,154,247
Ottawa--Vanier/Ottawa--Vanier,170,Ottawa,82,63,24,0,0,24,1,194,362
Ottawa--Vanier/Ottawa--Vanier,171,Ottawa,59,61,27,1,3,32,1,184,312
Ottawa--Vanier/Ottawa--Vanier,172,Ottawa,52,46,23,0,4,16,0,141,371
Ottawa--Vanier/Ottawa--Vanier,173,Ottawa,Merged with No. 175,,,,,,,,146
Ottawa--Vanier/Ottawa--Vanier,174,Ottawa,Merged with No. 176,,,,,,,,124
Ottawa--Vanier/Ottawa--Vanier,175,Ottawa,29,31,8,1,0,7,0,76,313
Ottawa--Vanier/Ottawa--Vanier,176,Ottawa,23,42,8,0,0,7,0,80,219
Ottawa--Vanier/Ottawa--Vanier,177,Ottawa,88,87,41,0,1,19,0,236,430
Ottawa--Vanier/Ottawa--Vanier,178,Ottawa,99,55,41,1,2,41,3,242,372
Ottawa--Vanier/Ottawa--Vanier,179,Ottawa,144,99,27,0,1,30,0,301,533
Ottawa--Vanier/Ottawa--Vanier,180,Ottawa,62,37,12,0,0,5,0,116,239
Ottawa--Vanier/Ottawa--Vanier,181,Ottawa,119,50,58,1,2,11,6,247,467
Ottawa--Vanier/Ottawa--Vanier,182A,Ottawa,77,29,21,0,2,14,0,143,223
Ottawa--Vanier/Ottawa--Vanier,182B,Ottawa,Merged with No. 183,,,,,,,,120
Ottawa--Vanier/Ottawa--Vanier,183,Ottawa,119,39,32,0,2,17,2,211,195
Ottawa--Vanier/Ottawa--Vanier,184,Ottawa,71,44,10,0,3,17,0,145,305
Ottawa--Vanier/Ottawa--Vanier,185,Ottawa,127,74,53,0,2,29,1,286,442
Ottawa--Vanier/Ottawa--Vanier,186,Ottawa,113,67,29,1,2,36,2,250,437
Ottawa--Vanier/Ottawa--Vanier,187,Ottawa,173,80,56,1,4,26,3,343,609
Ottawa--Vanier/Ottawa--Vanier,188,Ottawa,95,18,26,1,3,7,1,151,254
Ottawa--Vanier/Ottawa--Vanier,189,Ottawa,84,47,24,1,2,20,2,180,376
Ottawa--Vanier/Ottawa--Vanier,190,Ottawa,58,47,18,0,1,16,1,141,310
Ottawa--Vanier/Ottawa--Vanier,191,Ottawa,93,48,13,2,5,6,1,168,297
Ottawa--Vanier/Ottawa--Vanier,192,Ottawa,64,53,32,1,2,24,0,176,376
Ottawa--Vanier/Ottawa--Vanier,193,Ottawa,86,59,23,0,2,13,2,185,393
Ottawa--Vanier/Ottawa--Vanier,194,Ottawa,67,50,29,1,5,12,4,168,362
Ottawa--Vanier/Ottawa--Vanier,195,Ottawa,115,94,33,0,7,27,2,278,568
Ottawa--Vanier/Ottawa--Vanier,196,Ottawa,104,73,40,0,2,37,2,258,455
Ottawa--Vanier/Ottawa--Vanier,197,Ottawa,108,62,33,0,1,24,1,229,402
Ottawa--Vanier/Ottawa--Vanier,198,Ottawa,96,62,26,0,6,33,0,223,385
Ottawa--Vanier/Ottawa--Vanier,199,Ottawa,135,96,41,0,1,41,1,315,541
Ottawa--Vanier/Ottawa--Vanier,200,Ottawa,154,56,34,0,4,31,0,279,551
Ottawa--Vanier/Ottawa--Vanier,201,Ottawa,102,69,40,0,2,14,0,227,414
Ottawa--Vanier/Ottawa--Vanier,400,Ottawa,43,11,10,0,0,3,0,67,167
Ottawa--Vanier/Ottawa--Vanier,401,Ottawa,Merged with No. 176,,,,,,,,30
Ottawa--Vanier/Ottawa--Vanier,402,Ottawa,94,25,39,0,1,7,1,167,240
Ottawa--Vanier/Ottawa--Vanier,403,Ottawa,160,33,47,0,0,15,3,258,364
Ottawa--Vanier/Ottawa--Vanier,404,Ottawa,110,21,19,2,0,2,0,154,239
Ottawa--Vanier/Ottawa--Vanier,405,Vanier,115,23,23,0,2,1,1,165,222
Ottawa--Vanier/Ottawa--Vanier,406,Vanier,93,18,35,0,2,6,4,158,256
Ottawa--Vanier/Ottawa--Vanier,407,Vanier,113,14,25,1,0,4,4,161,239
Ottawa--Vanier/Ottawa--Vanier,408,Ottawa,150,23,38,1,1,10,0,223,294
Ottawa--Vanier/Ottawa--Vanier,409,Ottawa,40,7,41,0,1,0,0,89,188
Ottawa--Vanier/Ottawa--Vanier,410,Gloucester,86,44,40,0,3,4,1,178,348
Ottawa--Vanier/Ottawa--Vanier,411,Gloucester,96,61,47,1,0,9,0,214,360
Ottawa--Vanier/Ottawa--Vanier,412,Ottawa,118,22,60,0,2,4,2,208,288
Ottawa--Vanier/Ottawa--Vanier,413,Ottawa,104,12,74,0,2,3,2,197,282
Ottawa--Vanier/Ottawa--Vanier,414,Ottawa,169,37,81,1,0,6,2,296,430
Ottawa--Vanier/Ottawa--Vanier,415,Ottawa,90,19,46,0,0,14,0,169,228
Ottawa--Vanier/Ottawa--Vanier,416,Ottawa,162,19,52,0,2,4,0,239,333
Ottawa--Vanier/Ottawa--Vanier,417,Ottawa,104,8,25,0,0,1,4,142,199
Ottawa--Vanier/Ottawa--Vanier,500,Mobile poll/Bureau itinérant,122,8,18,0,1,2,2,153,261
Ottawa--Vanier/Ottawa--Vanier,501,Mobile poll/Bureau itinérant,79,6,13,0,1,6,3,108,281
Ottawa--Vanier/Ottawa--Vanier,502,Mobile poll/Bureau itinérant,107,17,50,3,2,3,2,184,283
Ottawa--Vanier/Ottawa--Vanier,503,Mobile poll/Bureau itinérant,71,4,9,0,0,0,3,87,194
Ottawa--Vanier/Ottawa--Vanier,504,Mobile poll/Bureau itinérant,144,31,44,0,0,4,4,227,303
Ottawa--Vanier/Ottawa--Vanier,505,Mobile poll/Bureau itinérant,75,11,21,0,2,4,1,114,149
Ottawa--Vanier/Ottawa--Vanier,506,Mobile poll/Bureau itinérant,137,3,7,0,1,0,2,150,234
Ottawa--Vanier/Ottawa--Vanier,507,Mobile poll/Bureau itinérant,123,12,32,2,2,2,1,174,299
Ottawa--Vanier/Ottawa--Vanier,508,Mobile poll/Bureau itinérant,82,6,20,2,2,1,2,115,276
Ottawa--Vanier/Ottawa--Vanier,600,Ottawa/Rockcliffe Park,376,116,338,1,4,44,1,880,
Ottawa--Vanier/Ottawa--Vanier,601,Ottawa,339,76,257,0,2,31,0,705,
Ottawa--Vanier/Ottawa--Vanier,602,Ottawa,403,97,268,3,1,76,2,850,
Ottawa--Vanier/Ottawa--Vanier,603,Ottawa,374,130,190,0,6,41,7,748,
Ottawa--Vanier/Ottawa--Vanier,604,Ottawa/Vanier,64,27,35,0,2,8,1,137,
Ottawa--Vanier/Ottawa--Vanier,605,Ottawa/Vanier,257,62,199,0,4,31,1,554,
Ottawa--Vanier/Ottawa--Vanier,606,Ottawa,181,67,110,0,0,27,1,386,
Ottawa--Vanier/Ottawa--Vanier,607,Ottawa,373,175,121,1,5,85,5,765,
Ottawa--Vanier/Ottawa--Vanier,608,Ottawa,296,137,107,0,4,51,5,600,
Ottawa--Vanier/Ottawa--Vanier,,Group 1/Groupe 1,280,78,200,0,9,28,17,612,1129
Ottawa--Vanier/Ottawa--Vanier,,Group 2/Groupe 2,852,318,401,1,8,104,37,1721,
