District,Poll Number,Poll Name,Rey D. Pagtakhan,Darrell Rankin,Kris Stevenson,Eric Truijen,Judy Wasylycia-Leis,Alon Weinberg,Rejected Ballots,Total Vote,Electors
Winnipeg North/Winnipeg-Nord,73B,Winnipeg,87,0,24,0,66,1,2,180,255
Winnipeg North/Winnipeg-Nord,74,Winnipeg,95,0,33,0,100,3,0,231,474
Winnipeg North/Winnipeg-Nord,75,Winnipeg,71,1,32,1,81,3,2,191,463
Winnipeg North/Winnipeg-Nord,76,Winnipeg,57,0,27,0,85,2,0,171,400
Winnipeg North/Winnipeg-Nord,77,Winnipeg,49,1,18,0,83,5,0,156,338
Winnipeg North/Winnipeg-Nord,78,Winnipeg,39,0,17,0,81,3,0,140,318
Winnipeg North/Winnipeg-Nord,79,Winnipeg,45,0,27,3,106,5,1,187,408
Winnipeg North/Winnipeg-Nord,80,Winnipeg,52,0,16,0,121,6,0,195,447
Winnipeg North/Winnipeg-Nord,81,Winnipeg,37,1,9,0,59,3,0,109,284
Winnipeg North/Winnipeg-Nord,82,Winnipeg,46,1,28,1,79,5,1,161,431
Winnipeg North/Winnipeg-Nord,83,Winnipeg,40,0,19,1,109,7,1,177,393
Winnipeg North/Winnipeg-Nord,84,Winnipeg,49,2,27,1,100,5,1,185,463
Winnipeg North/Winnipeg-Nord,85,Winnipeg,20,0,25,0,80,4,0,129,296
Winnipeg North/Winnipeg-Nord,86,Winnipeg,20,0,13,1,91,5,0,130,388
Winnipeg North/Winnipeg-Nord,87,Winnipeg,39,1,38,0,97,5,0,180,277
Winnipeg North/Winnipeg-Nord,88,Winnipeg,40,0,43,0,121,14,0,218,406
Winnipeg North/Winnipeg-Nord,89,Winnipeg,22,0,18,4,75,2,0,121,301
Winnipeg North/Winnipeg-Nord,90,Winnipeg,46,1,26,0,105,13,0,191,389
Winnipeg North/Winnipeg-Nord,91,Winnipeg,34,4,22,2,131,10,1,204,372
Winnipeg North/Winnipeg-Nord,92,Winnipeg,29,1,19,5,105,11,1,171,368
Winnipeg North/Winnipeg-Nord,93,Winnipeg,47,0,18,1,75,9,0,150,351
Winnipeg North/Winnipeg-Nord,94,Winnipeg,59,0,26,0,145,2,0,232,414
Winnipeg North/Winnipeg-Nord,95,Winnipeg,57,6,25,0,115,3,0,206,375
Winnipeg North/Winnipeg-Nord,96,Winnipeg,45,0,21,0,80,8,1,155,365
Winnipeg North/Winnipeg-Nord,97,Winnipeg,40,0,27,0,96,5,3,171,444
Winnipeg North/Winnipeg-Nord,98,Winnipeg,32,1,17,0,66,1,0,117,326
Winnipeg North/Winnipeg-Nord,99,Winnipeg,43,1,11,3,71,1,0,130,436
Winnipeg North/Winnipeg-Nord,100,Winnipeg,35,1,19,0,90,2,0,147,405
Winnipeg North/Winnipeg-Nord,101,Winnipeg,54,0,16,0,69,6,0,145,349
Winnipeg North/Winnipeg-Nord,102,Winnipeg,66,1,19,2,122,3,0,213,423
Winnipeg North/Winnipeg-Nord,103,Winnipeg,71,0,24,2,107,2,0,206,466
Winnipeg North/Winnipeg-Nord,104,Winnipeg,27,2,22,0,82,7,0,140,386
Winnipeg North/Winnipeg-Nord,105,Winnipeg,40,0,8,0,68,1,0,117,314
Winnipeg North/Winnipeg-Nord,106,Winnipeg,41,1,14,3,92,2,0,153,410
Winnipeg North/Winnipeg-Nord,107A,Winnipeg,24,0,12,5,48,5,2,96,269
Winnipeg North/Winnipeg-Nord,107B,Winnipeg,36,0,17,0,56,2,0,111,285
Winnipeg North/Winnipeg-Nord,108,Winnipeg,35,0,16,0,75,2,1,129,351
Winnipeg North/Winnipeg-Nord,109,Winnipeg,53,1,7,1,62,6,2,132,405
Winnipeg North/Winnipeg-Nord,110,Winnipeg,42,1,17,1,120,6,1,188,464
Winnipeg North/Winnipeg-Nord,111,Winnipeg,42,0,0,0,59,4,1,106,337
Winnipeg North/Winnipeg-Nord,112A,Winnipeg,32,1,12,0,61,2,0,108,270
Winnipeg North/Winnipeg-Nord,112B,Winnipeg,40,1,8,2,58,0,0,109,265
Winnipeg North/Winnipeg-Nord,113,Winnipeg,40,0,13,1,55,6,1,116,351
Winnipeg North/Winnipeg-Nord,114,Winnipeg,55,1,16,1,93,7,0,173,415
Winnipeg North/Winnipeg-Nord,115,Winnipeg,54,1,16,2,65,3,0,141,455
Winnipeg North/Winnipeg-Nord,116,Winnipeg,26,0,14,1,49,1,0,91,328
Winnipeg North/Winnipeg-Nord,117,Winnipeg,33,0,16,0,65,2,1,117,442
Winnipeg North/Winnipeg-Nord,118,Winnipeg,34,3,15,0,79,2,3,136,494
Winnipeg North/Winnipeg-Nord,119,Winnipeg,14,3,5,0,57,2,1,82,287
Winnipeg North/Winnipeg-Nord,120,Winnipeg,30,1,14,1,47,2,1,96,340
Winnipeg North/Winnipeg-Nord,121,Winnipeg,9,2,8,0,41,2,0,62,235
Winnipeg North/Winnipeg-Nord,122,Winnipeg,31,0,14,4,99,5,1,154,443
Winnipeg North/Winnipeg-Nord,123,Winnipeg,23,0,8,0,60,1,3,95,279
Winnipeg North/Winnipeg-Nord,124,Winnipeg,42,2,12,0,61,2,2,121,386
Winnipeg North/Winnipeg-Nord,125,Winnipeg,28,0,8,0,67,5,1,109,337
Winnipeg North/Winnipeg-Nord,126,Winnipeg,44,0,12,3,47,2,4,112,342
Winnipeg North/Winnipeg-Nord,127A,Winnipeg,21,0,19,0,64,1,0,105,299
Winnipeg North/Winnipeg-Nord,127B,Winnipeg,19,1,3,0,17,2,1,43,146
Winnipeg North/Winnipeg-Nord,128,Winnipeg,30,0,12,3,37,0,0,82,318
Winnipeg North/Winnipeg-Nord,129,Winnipeg,26,4,9,1,33,1,0,74,388
Winnipeg North/Winnipeg-Nord,130,Winnipeg,26,1,22,0,30,2,1,82,374
Winnipeg North/Winnipeg-Nord,131A,Winnipeg,14,0,6,1,52,1,0,74,376
Winnipeg North/Winnipeg-Nord,131B,Winnipeg,47,0,7,2,36,0,2,94,161
Winnipeg North/Winnipeg-Nord,132,Winnipeg,40,4,29,1,84,8,0,166,479
Winnipeg North/Winnipeg-Nord,133,Winnipeg,21,1,14,1,52,6,0,95,345
Winnipeg North/Winnipeg-Nord,134,Winnipeg,26,1,7,0,69,5,0,108,257
Winnipeg North/Winnipeg-Nord,500,Mobile poll/Bureau itinérant,30,3,9,0,67,2,3,114,201
Winnipeg North/Winnipeg-Nord,501,Mobile poll/Bureau itinérant,23,1,13,2,76,1,0,116,171
Winnipeg North/Winnipeg-Nord,502,Mobile poll/Bureau itinérant,17,0,9,1,27,3,1,58,224
Winnipeg North/Winnipeg-Nord,503,Mobile poll/Bureau itinérant,6,0,2,1,17,0,0,26,51
Winnipeg North/Winnipeg-Nord,504,Mobile poll/Bureau itinérant,11,0,2,0,19,2,0,34,68
Winnipeg North/Winnipeg-Nord,600,Winnipeg,92,0,41,0,127,4,2,266,
Winnipeg North/Winnipeg-Nord,601,Winnipeg,46,1,25,2,116,4,0,194,
Winnipeg North/Winnipeg-Nord,602,Winnipeg,113,2,31,1,99,4,2,252,
Winnipeg North/Winnipeg-Nord,603,Winnipeg,69,0,26,1,63,3,1,163,
Winnipeg North/Winnipeg-Nord,604,Winnipeg,47,0,26,1,88,8,2,172,
Winnipeg North/Winnipeg-Nord,605,Winnipeg,19,1,8,2,31,5,1,67,
Winnipeg North/Winnipeg-Nord,606,Winnipeg,20,1,18,1,46,0,0,86,
Winnipeg North/Winnipeg-Nord,,Group 1/Groupe 1,62,5,19,2,31,10,4,133,204
Winnipeg North/Winnipeg-Nord,,Group 2/Groupe 2,227,0,60,3,231,13,3,537,
