District,Poll Number,Poll Name,Ted Alexander,Murray Calder,Ursula Ellis,Rita Landry,David Tilson,Rejected Ballots,Total Vote,Electors
Dufferin--Caledon/Dufferin--Caledon,89,Caledon,14,68,0,18,56,0,156,236
Dufferin--Caledon/Dufferin--Caledon,89-1,Caledon,15,92,1,15,88,1,212,388
Dufferin--Caledon/Dufferin--Caledon,90,Caledon,15,59,3,5,73,0,155,287
Dufferin--Caledon/Dufferin--Caledon,91,Caledon,6,59,0,5,33,1,104,208
Dufferin--Caledon/Dufferin--Caledon,92,Caledon,20,124,0,18,109,0,271,515
Dufferin--Caledon/Dufferin--Caledon,93A,Caledon,27,58,1,15,85,0,186,335
Dufferin--Caledon/Dufferin--Caledon,93B,Caledon,13,63,1,18,71,3,169,345
Dufferin--Caledon/Dufferin--Caledon,94,Caledon,39,106,4,16,148,1,314,517
Dufferin--Caledon/Dufferin--Caledon,95,Caledon,24,80,6,21,103,2,236,376
Dufferin--Caledon/Dufferin--Caledon,96,Caledon,27,133,1,15,109,3,288,442
Dufferin--Caledon/Dufferin--Caledon,97,Caledon,22,94,0,7,101,1,225,411
Dufferin--Caledon/Dufferin--Caledon,98,Caledon,15,93,1,9,67,1,186,279
Dufferin--Caledon/Dufferin--Caledon,99,Caledon,18,66,0,21,65,0,170,275
Dufferin--Caledon/Dufferin--Caledon,100A,Caledon,20,53,0,21,61,0,155,268
Dufferin--Caledon/Dufferin--Caledon,100B,Caledon,20,55,0,20,87,0,182,302
Dufferin--Caledon/Dufferin--Caledon,101A,Caledon,16,64,1,14,75,1,171,302
Dufferin--Caledon/Dufferin--Caledon,101B,Caledon,19,63,4,10,92,2,190,297
Dufferin--Caledon/Dufferin--Caledon,102,Caledon,31,117,1,26,95,0,270,482
Dufferin--Caledon/Dufferin--Caledon,103,Caledon,27,133,1,21,105,2,289,501
Dufferin--Caledon/Dufferin--Caledon,104,Caledon,17,102,2,18,92,1,232,412
Dufferin--Caledon/Dufferin--Caledon,105,Caledon,8,115,1,20,121,0,265,479
Dufferin--Caledon/Dufferin--Caledon,106,Caledon,8,112,3,9,117,1,250,432
Dufferin--Caledon/Dufferin--Caledon,107A,Caledon,9,98,0,15,79,0,201,343
Dufferin--Caledon/Dufferin--Caledon,107B,Caledon,9,80,1,18,58,0,166,311
Dufferin--Caledon/Dufferin--Caledon,108,Caledon,9,90,4,19,82,4,208,424
Dufferin--Caledon/Dufferin--Caledon,109,Caledon,13,174,4,26,103,1,321,492
Dufferin--Caledon/Dufferin--Caledon,110,Caledon,11,111,5,24,84,1,236,440
Dufferin--Caledon/Dufferin--Caledon,111,Caledon,7,92,3,20,95,0,217,373
Dufferin--Caledon/Dufferin--Caledon,112A,Caledon,9,71,0,16,69,0,165,294
Dufferin--Caledon/Dufferin--Caledon,112B,Caledon,12,66,2,14,66,0,160,283
Dufferin--Caledon/Dufferin--Caledon,113,Caledon,19,94,3,16,87,0,219,378
Dufferin--Caledon/Dufferin--Caledon,114,Caledon,21,83,0,23,120,1,248,427
Dufferin--Caledon/Dufferin--Caledon,115,Caledon,25,114,1,30,95,2,267,452
Dufferin--Caledon/Dufferin--Caledon,116,Caledon,21,111,3,11,96,0,242,388
Dufferin--Caledon/Dufferin--Caledon,117A,Caledon,17,71,1,6,67,0,162,280
Dufferin--Caledon/Dufferin--Caledon,117B,Caledon,11,63,0,4,80,0,158,263
Dufferin--Caledon/Dufferin--Caledon,118,Caledon,27,100,1,13,120,1,262,452
Dufferin--Caledon/Dufferin--Caledon,119,Caledon,39,129,0,28,113,0,309,485
Dufferin--Caledon/Dufferin--Caledon,120A,Caledon,10,93,0,9,62,0,174,283
Dufferin--Caledon/Dufferin--Caledon,120B,Caledon,13,84,0,4,59,0,160,266
Dufferin--Caledon/Dufferin--Caledon,121,Caledon,14,118,0,9,79,0,220,386
Dufferin--Caledon/Dufferin--Caledon,122,Caledon,18,84,4,10,60,1,177,293
Dufferin--Caledon/Dufferin--Caledon,123,Caledon,11,104,1,14,68,0,198,323
Dufferin--Caledon/Dufferin--Caledon,124,Caledon,11,123,0,12,118,2,266,507
Dufferin--Caledon/Dufferin--Caledon,125,Caledon,21,119,4,21,107,2,274,517
Dufferin--Caledon/Dufferin--Caledon,126,Caledon,17,67,0,15,67,1,167,277
Dufferin--Caledon/Dufferin--Caledon,127,Caledon,22,95,2,16,113,1,249,427
Dufferin--Caledon/Dufferin--Caledon,128,Caledon,22,140,1,18,157,4,342,579
Dufferin--Caledon/Dufferin--Caledon,129,Caledon,21,113,1,26,120,1,282,464
Dufferin--Caledon/Dufferin--Caledon,130,Caledon,21,85,1,13,100,0,220,379
Dufferin--Caledon/Dufferin--Caledon,131,Caledon,12,80,0,21,49,0,162,246
Dufferin--Caledon/Dufferin--Caledon,132,Caledon,20,85,2,12,74,0,193,323
Dufferin--Caledon/Dufferin--Caledon,133,Caledon,16,47,3,2,39,0,107,215
Dufferin--Caledon/Dufferin--Caledon,134,Caledon,11,108,3,15,66,1,204,395
Dufferin--Caledon/Dufferin--Caledon,135,Caledon,11,149,0,34,77,0,271,538
Dufferin--Caledon/Dufferin--Caledon,136,Caledon,5,76,0,17,51,0,149,336
Dufferin--Caledon/Dufferin--Caledon,137,Caledon,17,75,2,8,76,5,183,399
Dufferin--Caledon/Dufferin--Caledon,138,Caledon,11,41,0,12,42,0,106,269
Dufferin--Caledon/Dufferin--Caledon,139,Caledon,5,59,1,19,31,1,116,292
Dufferin--Caledon/Dufferin--Caledon,140,Caledon,13,61,2,9,34,2,121,294
Dufferin--Caledon/Dufferin--Caledon,141,Caledon,11,127,1,21,90,4,254,461
Dufferin--Caledon/Dufferin--Caledon,142,Caledon,6,117,0,16,73,2,214,393
Dufferin--Caledon/Dufferin--Caledon,143,Caledon,14,111,3,11,70,2,211,420
Dufferin--Caledon/Dufferin--Caledon,144,Caledon,15,96,3,23,96,0,233,440
Dufferin--Caledon/Dufferin--Caledon,145,Caledon,30,128,0,20,113,2,293,503
Dufferin--Caledon/Dufferin--Caledon,146,Caledon,18,114,1,34,116,2,285,524
Dufferin--Caledon/Dufferin--Caledon,147,Caledon,32,93,1,19,78,1,224,395
Dufferin--Caledon/Dufferin--Caledon,148,Caledon,15,112,0,6,80,1,214,381
Dufferin--Caledon/Dufferin--Caledon,149A,Caledon,15,70,2,24,58,0,169,406
Dufferin--Caledon/Dufferin--Caledon,149B,Caledon,10,75,0,9,56,0,150,368
Dufferin--Caledon/Dufferin--Caledon,150,Caledon,23,89,5,20,86,1,224,452
Dufferin--Caledon/Dufferin--Caledon,151,Caledon,16,106,2,21,85,0,230,444
Dufferin--Caledon/Dufferin--Caledon,152A,Caledon,19,83,4,33,58,1,198,413
Dufferin--Caledon/Dufferin--Caledon,152B,Caledon,15,104,2,21,67,0,209,411
Dufferin--Caledon/Dufferin--Caledon,152C,Caledon,11,81,2,25,83,1,203,397
Dufferin--Caledon/Dufferin--Caledon,153A,Caledon,7,64,2,11,65,1,150,345
Dufferin--Caledon/Dufferin--Caledon,153B,Caledon,12,71,1,16,45,0,145,327
Dufferin--Caledon/Dufferin--Caledon,154,Caledon,17,50,2,21,57,3,150,352
Dufferin--Caledon/Dufferin--Caledon,155,Caledon,13,78,0,14,51,2,158,324
Dufferin--Caledon/Dufferin--Caledon,156,Caledon,35,77,1,7,66,0,186,332
Dufferin--Caledon/Dufferin--Caledon,157,Caledon,19,61,3,7,57,2,149,328
Dufferin--Caledon/Dufferin--Caledon,158A,Caledon,7,55,2,15,53,0,132,273
Dufferin--Caledon/Dufferin--Caledon,158B,Caledon,11,54,0,11,63,0,139,295
Dufferin--Caledon/Dufferin--Caledon,159A,Caledon,11,68,2,15,50,0,146,278
Dufferin--Caledon/Dufferin--Caledon,159B,Caledon,7,76,1,18,60,0,162,277
Dufferin--Caledon/Dufferin--Caledon,160,Caledon,25,94,1,14,90,1,225,438
Dufferin--Caledon/Dufferin--Caledon,161,Caledon,11,96,0,16,60,0,183,375
Dufferin--Caledon/Dufferin--Caledon,162,Caledon,28,72,0,19,78,1,198,427
Dufferin--Caledon/Dufferin--Caledon,163,Caledon,14,92,0,23,66,1,196,436
Dufferin--Caledon/Dufferin--Caledon,164,Caledon,10,121,3,12,62,0,208,471
Dufferin--Caledon/Dufferin--Caledon,165,Caledon,9,119,9,22,92,1,252,519
Dufferin--Caledon/Dufferin--Caledon,166,Caledon,11,123,1,25,75,3,238,530
Dufferin--Caledon/Dufferin--Caledon,167,Caledon,6,74,0,11,42,0,133,333
Dufferin--Caledon/Dufferin--Caledon,168A,Caledon,7,61,0,10,53,0,131,281
Dufferin--Caledon/Dufferin--Caledon,168B,Caledon,5,68,0,22,43,0,138,310
Dufferin--Caledon/Dufferin--Caledon,169,Caledon,5,43,1,10,46,1,106,290
Dufferin--Caledon/Dufferin--Caledon,170,Caledon,5,78,1,21,35,2,142,357
Dufferin--Caledon/Dufferin--Caledon,171A,Caledon,8,69,2,22,50,1,152,345
Dufferin--Caledon/Dufferin--Caledon,171B,Caledon,8,65,0,9,45,0,127,328
Dufferin--Caledon/Dufferin--Caledon,500,Mobile poll/Bureau itinérant,1,32,2,9,34,2,80,93
Dufferin--Caledon/Dufferin--Caledon,501A,Mobile poll/Bureau itinérant,4,24,3,2,19,1,53,119
Dufferin--Caledon/Dufferin--Caledon,501B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,34
Dufferin--Caledon/Dufferin--Caledon,600,Shelburne,49,179,9,34,244,2,517,
Dufferin--Caledon/Dufferin--Caledon,601,Grand Valley,12,65,1,15,130,1,224,
Dufferin--Caledon/Dufferin--Caledon,602,Mono,38,141,4,21,236,0,440,
Dufferin--Caledon/Dufferin--Caledon,603,Orangeville,44,188,4,31,320,3,590,
Dufferin--Caledon/Dufferin--Caledon,604,Orangeville,45,161,4,44,369,2,625,
Dufferin--Caledon/Dufferin--Caledon,605,Caledon Village,30,144,2,23,208,2,409,
Dufferin--Caledon/Dufferin--Caledon,606,Inglewood,30,203,6,45,185,1,470,
Dufferin--Caledon/Dufferin--Caledon,607,Caledon East,41,258,6,28,314,1,648,
Dufferin--Caledon/Dufferin--Caledon,608,Bolton,25,162,6,17,188,2,400,
Dufferin--Caledon/Dufferin--Caledon,609,Bolton,29,175,2,56,229,1,492,
Dufferin--Caledon/Dufferin--Caledon,,Group 1/Groupe 1,4,15,0,7,20,1,47,110
Dufferin--Caledon/Dufferin--Caledon,,Group 2/Groupe 2,57,229,3,50,312,4,655,
