District,Poll Number,Poll Name,Allyce Herle,Mary Sylvia Nelson,Lorne Edmund Nystrom,Deanna Robilliard,Andrew Scheer,Lorne Edward Widger,Rejected Ballots,Total Vote,Electors
Regina--Qu'Appelle/Regina--Qu'Appelle,21,Kelliher,13,0,35,1,69,0,0,118,186
Regina--Qu'Appelle/Regina--Qu'Appelle,22,Kelliher,21,2,56,5,73,2,1,160,278
Regina--Qu'Appelle/Regina--Qu'Appelle,23,Ituna,18,3,25,3,116,0,1,166,237
Regina--Qu'Appelle/Regina--Qu'Appelle,24,Ituna,33,3,34,0,46,0,0,116,176
Regina--Qu'Appelle/Regina--Qu'Appelle,25,Ituna,44,6,47,5,105,0,4,211,382
Regina--Qu'Appelle/Regina--Qu'Appelle,26,Hubbard,25,0,21,4,65,0,1,116,187
Regina--Qu'Appelle/Regina--Qu'Appelle,27,Little Black Bear 84,4,0,1,0,0,0,0,5,20
Regina--Qu'Appelle/Regina--Qu'Appelle,28,Star Blanket 83,62,0,19,0,1,1,0,83,139
Regina--Qu'Appelle/Regina--Qu'Appelle,29,Okanese 82,65,0,21,0,1,0,0,87,106
Regina--Qu'Appelle/Regina--Qu'Appelle,30,Peepeekisis 81,43,0,10,0,4,0,0,57,94
Regina--Qu'Appelle/Regina--Qu'Appelle,31,Southey,66,4,61,4,125,2,0,262,476
Regina--Qu'Appelle/Regina--Qu'Appelle,32,Southey,33,3,30,2,65,0,0,133,185
Regina--Qu'Appelle/Regina--Qu'Appelle,33,Markinch,52,1,36,6,86,0,0,181,246
Regina--Qu'Appelle/Regina--Qu'Appelle,34,Cupar,24,1,14,3,108,1,0,151,191
Regina--Qu'Appelle/Regina--Qu'Appelle,35,Cupar,34,1,22,5,62,2,0,126,204
Regina--Qu'Appelle/Regina--Qu'Appelle,36,Cupar,27,0,29,1,64,1,0,122,284
Regina--Qu'Appelle/Regina--Qu'Appelle,37,Dysart,33,3,47,9,114,0,0,206,278
Regina--Qu'Appelle/Regina--Qu'Appelle,38,Lipton,6,1,17,4,101,1,0,130,168
Regina--Qu'Appelle/Regina--Qu'Appelle,39,Lipton,27,2,45,5,104,0,1,184,279
Regina--Qu'Appelle/Regina--Qu'Appelle,40,Fort San,112,0,73,14,104,1,0,304,562
Regina--Qu'Appelle/Regina--Qu'Appelle,41,Lebret,51,1,50,1,47,0,1,151,239
Regina--Qu'Appelle/Regina--Qu'Appelle,42,Fort Qu'Appelle,79,0,33,8,145,0,2,267,369
Regina--Qu'Appelle/Regina--Qu'Appelle,43,Fort Qu'Appelle,48,3,68,1,100,0,0,220,320
Regina--Qu'Appelle/Regina--Qu'Appelle,44,Fort Qu'Appelle,Void,,,,,,,,
Regina--Qu'Appelle/Regina--Qu'Appelle,45,Fort Qu'Appelle,78,1,69,0,82,1,1,232,456
Regina--Qu'Appelle/Regina--Qu'Appelle,46,Fort Qu'Appelle,42,0,59,2,59,0,0,162,293
Regina--Qu'Appelle/Regina--Qu'Appelle,47,Fort Qu'Appelle,81,3,79,10,67,1,1,242,505
Regina--Qu'Appelle/Regina--Qu'Appelle,48,Balcarres,82,0,43,5,138,1,0,269,442
Regina--Qu'Appelle/Regina--Qu'Appelle,49,Abernethy,38,3,24,2,135,0,1,203,296
Regina--Qu'Appelle/Regina--Qu'Appelle,50,Balcarres,48,0,46,6,102,2,0,204,449
Regina--Qu'Appelle/Regina--Qu'Appelle,51,Balcarres,24,1,14,1,53,0,0,93,162
Regina--Qu'Appelle/Regina--Qu'Appelle,52,Piapot 75,69,0,14,1,0,1,0,85,148
Regina--Qu'Appelle/Regina--Qu'Appelle,53,Muscowpetung 80,Void,,,,,,,,
Regina--Qu'Appelle/Regina--Qu'Appelle,54,Edenwold,86,1,54,13,141,1,0,296,528
Regina--Qu'Appelle/Regina--Qu'Appelle,55A,Edgeley,32,1,33,6,77,1,0,150,242
Regina--Qu'Appelle/Regina--Qu'Appelle,55B,Edgeley,121,1,12,0,0,0,0,134,139
Regina--Qu'Appelle/Regina--Qu'Appelle,56,Pilot Butte,73,2,98,6,136,0,0,315,563
Regina--Qu'Appelle/Regina--Qu'Appelle,57,Pilot Butte,41,0,47,6,79,1,1,175,311
Regina--Qu'Appelle/Regina--Qu'Appelle,58,Pilot Butte,114,2,113,11,182,1,2,425,847
Regina--Qu'Appelle/Regina--Qu'Appelle,59,Pilot Butte,35,6,51,7,41,2,1,143,244
Regina--Qu'Appelle/Regina--Qu'Appelle,60,White City,113,1,61,1,190,0,1,367,505
Regina--Qu'Appelle/Regina--Qu'Appelle,61,White City,146,2,69,3,201,0,1,422,569
Regina--Qu'Appelle/Regina--Qu'Appelle,62,White City,68,1,54,7,89,2,0,221,289
Regina--Qu'Appelle/Regina--Qu'Appelle,63,White City,74,1,56,2,108,0,0,241,510
Regina--Qu'Appelle/Regina--Qu'Appelle,64,Balgonie,83,3,76,11,167,1,1,342,435
Regina--Qu'Appelle/Regina--Qu'Appelle,65,Balgonie,90,2,105,14,193,0,0,404,714
Regina--Qu'Appelle/Regina--Qu'Appelle,66,Balgonie,64,1,55,4,78,0,0,202,308
Regina--Qu'Appelle/Regina--Qu'Appelle,67,McLean,35,0,82,4,120,0,0,241,374
Regina--Qu'Appelle/Regina--Qu'Appelle,68,Regina,72,1,95,5,58,1,1,233,407
Regina--Qu'Appelle/Regina--Qu'Appelle,69,Regina,59,3,83,8,55,2,0,210,370
Regina--Qu'Appelle/Regina--Qu'Appelle,70,Regina,73,3,74,4,74,1,0,229,449
Regina--Qu'Appelle/Regina--Qu'Appelle,71,Regina,33,2,71,7,46,1,1,161,342
Regina--Qu'Appelle/Regina--Qu'Appelle,72,Regina,39,0,70,7,57,0,0,173,347
Regina--Qu'Appelle/Regina--Qu'Appelle,73,Regina,68,4,96,7,70,2,0,247,446
Regina--Qu'Appelle/Regina--Qu'Appelle,74,Regina,54,2,43,8,56,0,0,163,395
Regina--Qu'Appelle/Regina--Qu'Appelle,75,Regina,75,6,64,1,56,0,0,202,343
Regina--Qu'Appelle/Regina--Qu'Appelle,76,Regina,86,3,64,5,55,1,0,214,370
Regina--Qu'Appelle/Regina--Qu'Appelle,77,Regina,67,4,102,4,38,0,2,217,346
Regina--Qu'Appelle/Regina--Qu'Appelle,78,Regina,65,3,79,5,82,0,0,234,367
Regina--Qu'Appelle/Regina--Qu'Appelle,79,Regina,70,3,59,2,42,0,0,176,353
Regina--Qu'Appelle/Regina--Qu'Appelle,80,Regina,71,2,57,2,37,1,1,171,312
Regina--Qu'Appelle/Regina--Qu'Appelle,81,Regina,55,0,64,2,62,0,0,183,325
Regina--Qu'Appelle/Regina--Qu'Appelle,82,Regina,66,1,76,1,77,0,1,222,330
Regina--Qu'Appelle/Regina--Qu'Appelle,83,Regina,52,0,81,1,35,0,0,169,308
Regina--Qu'Appelle/Regina--Qu'Appelle,84,Regina,33,2,49,3,33,1,0,121,323
Regina--Qu'Appelle/Regina--Qu'Appelle,85,Regina,27,3,46,2,43,0,1,122,327
Regina--Qu'Appelle/Regina--Qu'Appelle,86,Regina,31,5,41,7,12,1,0,97,273
Regina--Qu'Appelle/Regina--Qu'Appelle,87,Regina,80,6,75,11,61,3,0,236,411
Regina--Qu'Appelle/Regina--Qu'Appelle,88,Regina,49,3,89,6,40,0,0,187,435
Regina--Qu'Appelle/Regina--Qu'Appelle,89,Regina,39,4,70,4,54,0,1,172,337
Regina--Qu'Appelle/Regina--Qu'Appelle,90,Regina,81,1,70,6,91,0,0,249,431
Regina--Qu'Appelle/Regina--Qu'Appelle,91,Regina,90,1,85,5,69,5,0,255,411
Regina--Qu'Appelle/Regina--Qu'Appelle,92,Regina,79,0,88,5,85,2,2,261,399
Regina--Qu'Appelle/Regina--Qu'Appelle,93,Regina,97,1,93,3,90,1,0,285,489
Regina--Qu'Appelle/Regina--Qu'Appelle,94,Regina,44,1,64,3,58,0,0,170,344
Regina--Qu'Appelle/Regina--Qu'Appelle,95,Regina,67,2,69,2,59,0,0,199,336
Regina--Qu'Appelle/Regina--Qu'Appelle,96,Regina,71,4,78,4,73,3,0,233,415
Regina--Qu'Appelle/Regina--Qu'Appelle,97,Regina,52,4,63,1,59,0,0,179,288
Regina--Qu'Appelle/Regina--Qu'Appelle,98,Regina,43,3,49,3,41,0,0,139,271
Regina--Qu'Appelle/Regina--Qu'Appelle,99,Regina,50,0,104,2,66,2,1,225,388
Regina--Qu'Appelle/Regina--Qu'Appelle,100,Regina,70,2,81,7,64,0,0,224,401
Regina--Qu'Appelle/Regina--Qu'Appelle,101,Regina,65,2,71,2,63,1,0,204,385
Regina--Qu'Appelle/Regina--Qu'Appelle,102,Regina,68,3,79,0,41,0,2,193,269
Regina--Qu'Appelle/Regina--Qu'Appelle,103,Regina,67,0,99,3,46,2,0,217,409
Regina--Qu'Appelle/Regina--Qu'Appelle,104,Regina,48,1,55,0,64,0,0,168,313
Regina--Qu'Appelle/Regina--Qu'Appelle,105,Regina,67,3,71,2,50,1,1,195,398
Regina--Qu'Appelle/Regina--Qu'Appelle,106,Regina,56,4,56,3,51,0,2,172,342
Regina--Qu'Appelle/Regina--Qu'Appelle,107,Regina,67,4,58,5,52,2,1,189,389
Regina--Qu'Appelle/Regina--Qu'Appelle,108,Regina,35,0,54,6,44,0,0,139,284
Regina--Qu'Appelle/Regina--Qu'Appelle,109,Regina,50,1,88,3,49,1,0,192,352
Regina--Qu'Appelle/Regina--Qu'Appelle,110,Regina,24,1,83,6,26,0,0,140,354
Regina--Qu'Appelle/Regina--Qu'Appelle,111,Regina,32,2,50,2,34,0,0,120,332
Regina--Qu'Appelle/Regina--Qu'Appelle,112,Regina,32,3,57,0,33,1,1,127,384
Regina--Qu'Appelle/Regina--Qu'Appelle,113,Regina,39,2,72,6,28,0,0,147,392
Regina--Qu'Appelle/Regina--Qu'Appelle,114,Regina,22,7,81,6,31,1,1,149,399
Regina--Qu'Appelle/Regina--Qu'Appelle,115,Regina,26,1,59,4,19,1,1,111,373
Regina--Qu'Appelle/Regina--Qu'Appelle,116,Regina,38,4,57,4,36,1,1,141,346
Regina--Qu'Appelle/Regina--Qu'Appelle,117,Regina,34,1,39,7,23,1,0,105,302
Regina--Qu'Appelle/Regina--Qu'Appelle,118,Regina,35,2,55,2,25,0,0,119,358
Regina--Qu'Appelle/Regina--Qu'Appelle,119,Regina,37,3,62,6,26,0,0,134,348
Regina--Qu'Appelle/Regina--Qu'Appelle,120,Regina,27,3,66,14,17,0,1,128,376
Regina--Qu'Appelle/Regina--Qu'Appelle,121,Regina,15,0,28,1,19,0,0,63,260
Regina--Qu'Appelle/Regina--Qu'Appelle,122,Regina,31,3,73,3,43,0,0,153,392
Regina--Qu'Appelle/Regina--Qu'Appelle,123,Regina,30,3,59,4,23,0,2,121,313
Regina--Qu'Appelle/Regina--Qu'Appelle,124,Regina,17,1,61,2,13,0,1,95,329
Regina--Qu'Appelle/Regina--Qu'Appelle,125,Regina,24,0,55,4,22,0,0,105,264
Regina--Qu'Appelle/Regina--Qu'Appelle,126,Regina,37,2,63,5,21,0,0,128,404
Regina--Qu'Appelle/Regina--Qu'Appelle,127,Regina,24,3,75,5,38,2,0,147,406
Regina--Qu'Appelle/Regina--Qu'Appelle,128,Regina,54,1,59,6,60,0,0,180,432
Regina--Qu'Appelle/Regina--Qu'Appelle,129,Regina,55,4,81,2,50,2,0,194,466
Regina--Qu'Appelle/Regina--Qu'Appelle,130,Regina,64,1,99,4,66,3,0,237,544
Regina--Qu'Appelle/Regina--Qu'Appelle,131,Regina,47,1,63,3,45,0,2,161,434
Regina--Qu'Appelle/Regina--Qu'Appelle,132,Regina,30,1,34,4,34,0,0,103,327
Regina--Qu'Appelle/Regina--Qu'Appelle,133,Regina,31,1,69,3,27,0,1,132,441
Regina--Qu'Appelle/Regina--Qu'Appelle,134,Regina,27,2,46,2,18,0,0,95,358
Regina--Qu'Appelle/Regina--Qu'Appelle,135,Regina,58,5,63,7,29,0,0,162,385
Regina--Qu'Appelle/Regina--Qu'Appelle,136,Regina,52,3,81,6,50,0,1,193,430
Regina--Qu'Appelle/Regina--Qu'Appelle,137,Qu'Appelle,20,4,35,2,61,0,1,123,167
Regina--Qu'Appelle/Regina--Qu'Appelle,138,Qu'Appelle,20,0,47,3,44,0,0,114,179
Regina--Qu'Appelle/Regina--Qu'Appelle,139,Qu'Appelle,33,2,55,5,74,0,1,170,356
Regina--Qu'Appelle/Regina--Qu'Appelle,140,Indian Head,16,1,40,5,106,0,0,168,224
Regina--Qu'Appelle/Regina--Qu'Appelle,141,Indian Head,44,2,71,2,92,0,1,212,310
Regina--Qu'Appelle/Regina--Qu'Appelle,142,Indian Head,67,5,94,12,122,4,0,304,597
Regina--Qu'Appelle/Regina--Qu'Appelle,143,Indian Head,55,1,65,3,77,1,1,203,325
Regina--Qu'Appelle/Regina--Qu'Appelle,144,Indian Head,15,3,25,3,49,1,0,96,180
Regina--Qu'Appelle/Regina--Qu'Appelle,145,Sintaluta,23,2,29,2,91,0,0,147,261
Regina--Qu'Appelle/Regina--Qu'Appelle,146,Wolseley,73,0,49,11,101,1,0,235,414
Regina--Qu'Appelle/Regina--Qu'Appelle,147,Wolseley,39,5,27,4,61,3,1,140,179
Regina--Qu'Appelle/Regina--Qu'Appelle,500,Mobile poll/Bureau itinérant,4,3,22,0,4,4,6,43,50
Regina--Qu'Appelle/Regina--Qu'Appelle,501,Mobile poll/Bureau itinérant,10,1,9,1,12,1,3,37,70
Regina--Qu'Appelle/Regina--Qu'Appelle,502,Mobile poll/Bureau itinérant,11,0,14,1,17,0,1,44,101
Regina--Qu'Appelle/Regina--Qu'Appelle,503,Mobile poll/Bureau itinérant,27,2,35,1,21,0,3,89,147
Regina--Qu'Appelle/Regina--Qu'Appelle,504,Mobile poll/Bureau itinérant,14,2,14,0,13,3,1,47,106
Regina--Qu'Appelle/Regina--Qu'Appelle,600,Wynyard,30,1,52,1,52,0,0,136,
Regina--Qu'Appelle/Regina--Qu'Appelle,601,Ituna,13,0,31,0,44,0,0,88,
Regina--Qu'Appelle/Regina--Qu'Appelle,602,Fort Qu'Appelle,48,0,92,6,97,2,0,245,
Regina--Qu'Appelle/Regina--Qu'Appelle,603,Pilot Butte,51,1,61,4,92,0,2,211,
Regina--Qu'Appelle/Regina--Qu'Appelle,604,Regina,77,1,104,8,91,0,0,281,
Regina--Qu'Appelle/Regina--Qu'Appelle,605,Regina,52,3,90,2,84,0,0,231,
Regina--Qu'Appelle/Regina--Qu'Appelle,606,Regina,24,3,55,1,16,0,0,99,
Regina--Qu'Appelle/Regina--Qu'Appelle,607,Regina,19,0,32,3,23,0,0,77,
Regina--Qu'Appelle/Regina--Qu'Appelle,608,Qu'Appelle,12,0,17,0,33,0,0,62,
Regina--Qu'Appelle/Regina--Qu'Appelle,,Group 1/Groupe 1,56,2,43,8,23,1,5,138,201
Regina--Qu'Appelle/Regina--Qu'Appelle,,Group 2/Groupe 2,50,4,92,3,47,2,4,202,
