District,Poll Number,Poll Name,Bob Burrows,Sylvia Gerl,Vicki Gunn,Stephen Sircelj,Peter Van Loan,Kate Wilson,Rejected Ballots,Total Vote,Electors
York--Simcoe/York--Simcoe,29,Innisfil,8,19,1,4,81,68,1,182,340
York--Simcoe/York--Simcoe,30,Innisfil,16,20,2,6,83,63,1,191,416
York--Simcoe/York--Simcoe,31,Innisfil,11,36,3,0,54,46,0,150,344
York--Simcoe/York--Simcoe,32,Innisfil,9,28,2,0,79,40,0,158,384
York--Simcoe/York--Simcoe,33,Innisfil,13,19,2,2,67,35,1,139,299
York--Simcoe/York--Simcoe,34,Innisfil,13,22,1,3,99,51,1,190,357
York--Simcoe/York--Simcoe,35,Innisfil,6,26,1,4,96,42,1,176,341
York--Simcoe/York--Simcoe,36,Innisfil,8,23,0,3,71,33,0,138,266
York--Simcoe/York--Simcoe,37,Innisfil,22,21,0,2,91,95,1,232,456
York--Simcoe/York--Simcoe,38,Innisfil,8,22,1,1,101,53,0,186,391
York--Simcoe/York--Simcoe,39,Innisfil,15,50,3,4,129,75,0,276,492
York--Simcoe/York--Simcoe,40,Innisfil,6,30,0,0,109,74,0,219,400
York--Simcoe/York--Simcoe,41A,Innisfil,11,29,1,4,102,59,0,206,380
York--Simcoe/York--Simcoe,41B,Innisfil,7,30,2,7,91,43,0,180,328
York--Simcoe/York--Simcoe,42,Innisfil,9,21,1,3,78,62,0,174,351
York--Simcoe/York--Simcoe,43,Innisfil,0,16,4,5,73,56,0,154,300
York--Simcoe/York--Simcoe,44A,Innisfil,14,23,0,2,100,75,1,215,382
York--Simcoe/York--Simcoe,44B,Innisfil,6,17,2,2,84,64,0,175,345
York--Simcoe/York--Simcoe,45,Innisfil,14,29,5,6,83,69,0,206,466
York--Simcoe/York--Simcoe,46,Innisfil,17,33,0,2,107,54,0,213,463
York--Simcoe/York--Simcoe,47,Innisfil,15,29,3,3,105,64,0,219,428
York--Simcoe/York--Simcoe,48,Innisfil,9,22,6,6,99,83,0,225,495
York--Simcoe/York--Simcoe,49,Innisfil,12,27,1,2,112,94,0,248,445
York--Simcoe/York--Simcoe,50,Georgina,12,39,1,8,116,90,1,267,533
York--Simcoe/York--Simcoe,51,Georgina,11,31,0,2,97,77,2,220,444
York--Simcoe/York--Simcoe,52,Georgina,7,29,1,1,62,62,0,162,318
York--Simcoe/York--Simcoe,53,Georgina,20,34,3,6,139,146,4,352,531
York--Simcoe/York--Simcoe,54,Georgina,12,18,0,3,93,85,2,213,354
York--Simcoe/York--Simcoe,55,Georgina,4,23,0,0,54,35,0,116,239
York--Simcoe/York--Simcoe,56,Georgina,8,25,1,1,90,42,0,167,327
York--Simcoe/York--Simcoe,57,Georgina,11,13,1,1,53,54,1,134,296
York--Simcoe/York--Simcoe,58,Georgina,14,20,7,0,83,54,0,178,347
York--Simcoe/York--Simcoe,59,Georgina,8,35,5,4,99,48,1,200,448
York--Simcoe/York--Simcoe,60,Georgina,23,14,2,4,150,101,0,294,514
York--Simcoe/York--Simcoe,61,Georgina,5,20,3,0,99,62,3,192,338
York--Simcoe/York--Simcoe,62,Georgina,7,20,2,4,117,51,2,203,346
York--Simcoe/York--Simcoe,63,Georgina,19,21,6,4,70,79,0,199,337
York--Simcoe/York--Simcoe,64,Georgina,13,22,3,3,87,64,0,192,387
York--Simcoe/York--Simcoe,65,Georgina,6,26,1,7,78,72,2,192,359
York--Simcoe/York--Simcoe,66,Georgina,19,42,4,4,102,69,2,242,555
York--Simcoe/York--Simcoe,67A,Georgina,8,31,3,2,70,53,0,167,324
York--Simcoe/York--Simcoe,67B,Georgina,11,14,0,2,59,59,0,145,318
York--Simcoe/York--Simcoe,68,Georgina,16,14,0,3,83,36,2,154,360
York--Simcoe/York--Simcoe,69,Georgina,3,23,1,3,46,36,0,112,293
York--Simcoe/York--Simcoe,70,Georgina,20,24,6,1,106,67,1,225,469
York--Simcoe/York--Simcoe,71,Georgina,5,5,1,1,66,36,1,115,245
York--Simcoe/York--Simcoe,72,Georgina,11,17,2,2,68,65,0,165,331
York--Simcoe/York--Simcoe,73,Georgina,13,22,1,0,53,53,0,142,305
York--Simcoe/York--Simcoe,74,Georgina,8,8,3,2,77,98,1,197,375
York--Simcoe/York--Simcoe,75,Georgina,9,25,0,1,73,90,0,198,340
York--Simcoe/York--Simcoe,76,Georgina,7,21,0,2,75,68,0,173,314
York--Simcoe/York--Simcoe,77,Georgina,8,23,0,1,111,79,5,227,401
York--Simcoe/York--Simcoe,78,Georgina,9,31,4,3,90,72,0,209,373
York--Simcoe/York--Simcoe,79,Georgina,14,34,1,1,65,71,0,186,390
York--Simcoe/York--Simcoe,80,Georgina,4,25,0,1,95,119,1,245,345
York--Simcoe/York--Simcoe,81,Georgina,11,34,2,4,67,57,1,176,407
York--Simcoe/York--Simcoe,82,Georgina,19,32,3,1,78,66,0,199,475
York--Simcoe/York--Simcoe,83,Georgina,8,35,3,1,82,60,0,189,389
York--Simcoe/York--Simcoe,84,Georgina,6,30,5,2,85,87,3,218,366
York--Simcoe/York--Simcoe,85,Georgina,19,33,3,1,126,84,0,266,432
York--Simcoe/York--Simcoe,86,Georgina,23,34,0,7,132,54,0,250,451
York--Simcoe/York--Simcoe,87,Georgina,24,49,3,5,149,69,2,301,536
York--Simcoe/York--Simcoe,88,Georgina,13,38,2,4,110,73,1,241,420
York--Simcoe/York--Simcoe,89,Georgina,13,24,1,4,142,75,0,259,443
York--Simcoe/York--Simcoe,90,Georgina,21,45,1,6,121,84,0,278,464
York--Simcoe/York--Simcoe,91,Georgina,33,55,4,6,123,100,1,322,589
York--Simcoe/York--Simcoe,92,Georgina Island 33,4,13,2,1,5,74,0,99,151
York--Simcoe/York--Simcoe,93,Innisfil,18,35,11,7,143,108,1,323,543
York--Simcoe/York--Simcoe,94,Innisfil,16,22,0,1,88,56,0,183,350
York--Simcoe/York--Simcoe,95,Bradford West Gwillimbury,6,11,1,2,100,72,2,194,343
York--Simcoe/York--Simcoe,96A,Bradford West Gwillimbury,15,22,3,5,116,90,0,251,378
York--Simcoe/York--Simcoe,96B,Bradford West Gwillimbury,11,26,3,6,95,85,1,227,385
York--Simcoe/York--Simcoe,97,Bradford West Gwillimbury,22,20,5,5,122,123,0,297,479
York--Simcoe/York--Simcoe,98,Bradford West Gwillimbury,5,22,0,0,78,82,0,187,412
York--Simcoe/York--Simcoe,99,Bradford West Gwillimbury,5,12,0,2,84,93,0,196,431
York--Simcoe/York--Simcoe,100,Bradford West Gwillimbury,7,16,2,3,132,90,0,250,421
York--Simcoe/York--Simcoe,101,Bradford West Gwillimbury,10,19,2,0,83,128,3,245,468
York--Simcoe/York--Simcoe,102,Bradford West Gwillimbury,14,26,4,0,115,113,0,272,504
York--Simcoe/York--Simcoe,103,Bradford West Gwillimbury,16,26,6,2,79,83,0,212,492
York--Simcoe/York--Simcoe,104,Bradford West Gwillimbury,11,19,2,3,67,43,0,145,427
York--Simcoe/York--Simcoe,105,Bradford West Gwillimbury,14,12,2,6,78,107,0,219,451
York--Simcoe/York--Simcoe,106,Bradford West Gwillimbury,15,15,5,3,95,94,0,227,458
York--Simcoe/York--Simcoe,107,Bradford West Gwillimbury,9,31,8,5,126,101,4,284,544
York--Simcoe/York--Simcoe,108,Bradford West Gwillimbury,12,32,6,6,76,109,2,243,485
York--Simcoe/York--Simcoe,109,Bradford West Gwillimbury,11,37,1,5,69,63,0,186,368
York--Simcoe/York--Simcoe,110,Bradford West Gwillimbury,13,32,1,4,161,104,1,316,536
York--Simcoe/York--Simcoe,111A,Bradford West Gwillimbury,19,22,7,7,132,133,4,324,535
York--Simcoe/York--Simcoe,111B,Bradford West Gwillimbury,16,31,10,4,109,140,3,313,549
York--Simcoe/York--Simcoe,112,Bradford West Gwillimbury,10,13,17,4,133,53,3,233,483
York--Simcoe/York--Simcoe,113,Bradford West Gwillimbury,Merged with No. 114,,,,,,,,157
York--Simcoe/York--Simcoe,114,Bradford West Gwillimbury,12,9,10,1,131,110,1,274,407
York--Simcoe/York--Simcoe,115A,Bradford West Gwillimbury,7,23,1,3,129,91,3,257,473
York--Simcoe/York--Simcoe,115B,Mobile poll/Bureau itinérant,Merged with No. 500,,,,,,,,143
York--Simcoe/York--Simcoe,116,Bradford West Gwillimbury,17,32,2,5,129,117,2,304,563
York--Simcoe/York--Simcoe,117,Bradford West Gwillimbury,11,21,0,4,105,132,1,274,504
York--Simcoe/York--Simcoe,118,Bradford West Gwillimbury,14,44,5,4,111,122,3,303,550
York--Simcoe/York--Simcoe,119,Bradford West Gwillimbury,6,25,5,1,96,96,0,229,431
York--Simcoe/York--Simcoe,120,Bradford West Gwillimbury,13,18,1,6,79,94,3,214,430
York--Simcoe/York--Simcoe,121,Bradford West Gwillimbury,6,21,0,3,48,53,2,133,387
York--Simcoe/York--Simcoe,122,Bradford West Gwillimbury,7,11,0,2,53,58,2,133,277
York--Simcoe/York--Simcoe,123,Bradford West Gwillimbury,24,26,4,2,83,67,1,207,414
York--Simcoe/York--Simcoe,124,Bradford West Gwillimbury,10,22,2,0,75,104,2,215,482
York--Simcoe/York--Simcoe,125,Bradford West Gwillimbury,9,16,4,7,55,65,0,156,459
York--Simcoe/York--Simcoe,126,Bradford West Gwillimbury,7,35,2,2,77,116,2,241,445
York--Simcoe/York--Simcoe,127,King,11,13,6,4,89,36,1,160,270
York--Simcoe/York--Simcoe,128,King,18,24,20,1,130,55,1,249,412
York--Simcoe/York--Simcoe,129,King,10,11,8,2,87,67,1,186,333
York--Simcoe/York--Simcoe,130,East Gwillimbury,18,20,0,2,85,48,0,173,391
York--Simcoe/York--Simcoe,131,East Gwillimbury,22,27,0,3,107,72,0,231,493
York--Simcoe/York--Simcoe,132,East Gwillimbury,13,9,8,2,75,70,0,177,301
York--Simcoe/York--Simcoe,133,East Gwillimbury,7,34,3,2,96,97,4,243,431
York--Simcoe/York--Simcoe,134,East Gwillimbury,13,26,2,1,97,73,3,215,372
York--Simcoe/York--Simcoe,135,East Gwillimbury,5,30,0,3,109,105,0,252,430
York--Simcoe/York--Simcoe,136,East Gwillimbury,20,21,1,6,149,107,1,305,497
York--Simcoe/York--Simcoe,137,East Gwillimbury,20,42,2,6,98,86,0,254,434
York--Simcoe/York--Simcoe,138,East Gwillimbury,7,12,5,7,111,59,0,201,347
York--Simcoe/York--Simcoe,139,East Gwillimbury,8,21,2,1,83,102,0,217,378
York--Simcoe/York--Simcoe,140,East Gwillimbury,7,29,4,5,86,101,1,233,413
York--Simcoe/York--Simcoe,141,East Gwillimbury,16,20,2,3,120,104,3,268,441
York--Simcoe/York--Simcoe,142,East Gwillimbury,21,23,3,1,138,126,1,313,556
York--Simcoe/York--Simcoe,143,East Gwillimbury,19,45,8,5,109,121,4,311,513
York--Simcoe/York--Simcoe,144,East Gwillimbury,16,37,5,2,114,82,0,256,406
York--Simcoe/York--Simcoe,145,East Gwillimbury,13,15,5,1,105,70,2,211,380
York--Simcoe/York--Simcoe,146,East Gwillimbury,8,20,1,2,54,31,0,116,256
York--Simcoe/York--Simcoe,147,Georgina,9,15,0,1,83,49,1,158,324
York--Simcoe/York--Simcoe,148,Georgina,13,29,1,2,98,50,5,198,466
York--Simcoe/York--Simcoe,149,Georgina,12,22,2,3,80,55,0,174,333
York--Simcoe/York--Simcoe,150,Georgina,15,27,5,6,150,96,1,300,522
York--Simcoe/York--Simcoe,151,Georgina,14,33,4,4,98,75,4,232,434
York--Simcoe/York--Simcoe,152,Georgina,15,36,2,8,127,80,2,270,486
York--Simcoe/York--Simcoe,153,Georgina,8,25,1,4,96,83,0,217,416
York--Simcoe/York--Simcoe,154,Georgina,20,32,1,10,122,76,0,261,490
York--Simcoe/York--Simcoe,155,Georgina,12,28,3,2,53,49,0,147,324
York--Simcoe/York--Simcoe,156,Georgina,18,25,0,3,83,78,1,208,430
York--Simcoe/York--Simcoe,157,Georgina,15,31,0,12,76,48,0,182,449
York--Simcoe/York--Simcoe,158,Georgina,13,34,3,4,87,97,0,238,516
York--Simcoe/York--Simcoe,159,Georgina,18,30,4,2,123,102,3,282,522
York--Simcoe/York--Simcoe,160,Georgina,4,47,6,4,33,25,0,119,323
York--Simcoe/York--Simcoe,161A,Georgina,7,19,2,5,86,44,0,163,327
York--Simcoe/York--Simcoe,161B,Georgina,8,18,0,3,69,39,0,137,285
York--Simcoe/York--Simcoe,162,Georgina,19,33,4,10,56,77,1,200,460
York--Simcoe/York--Simcoe,163,Georgina,8,27,3,3,91,53,0,185,449
York--Simcoe/York--Simcoe,164,Georgina,20,50,3,7,110,83,2,275,567
York--Simcoe/York--Simcoe,165,Georgina,19,43,2,10,106,65,1,246,459
York--Simcoe/York--Simcoe,166,Georgina,23,28,3,5,113,54,0,226,503
York--Simcoe/York--Simcoe,167,Georgina,8,25,0,2,107,74,0,216,375
York--Simcoe/York--Simcoe,168A,Georgina,14,36,5,5,101,80,6,247,449
York--Simcoe/York--Simcoe,168B,Georgina,23,43,16,5,117,95,1,300,486
York--Simcoe/York--Simcoe,169,East Gwillimbury,9,8,0,0,66,54,2,139,307
York--Simcoe/York--Simcoe,170,East Gwillimbury,13,11,1,1,86,67,1,180,320
York--Simcoe/York--Simcoe,171,East Gwillimbury,13,17,5,1,72,70,2,180,345
York--Simcoe/York--Simcoe,172,East Gwillimbury,11,16,2,4,132,110,2,277,510
York--Simcoe/York--Simcoe,173,East Gwillimbury,17,22,1,1,125,121,1,288,427
York--Simcoe/York--Simcoe,174,East Gwillimbury,15,37,13,4,144,159,0,372,573
York--Simcoe/York--Simcoe,175A,East Gwillimbury,7,13,5,2,98,85,1,211,332
York--Simcoe/York--Simcoe,175B,East Gwillimbury,3,8,1,1,89,93,0,195,313
York--Simcoe/York--Simcoe,176,East Gwillimbury,12,29,4,2,120,62,0,229,467
York--Simcoe/York--Simcoe,177A,East Gwillimbury,15,25,0,2,88,76,0,206,315
York--Simcoe/York--Simcoe,177B,Mobile poll/Bureau itinérant,Merged with No. 503,,,,,,,,12
York--Simcoe/York--Simcoe,178,East Gwillimbury,7,11,2,0,85,75,1,181,283
York--Simcoe/York--Simcoe,179,East Gwillimbury,14,12,0,0,67,58,1,152,284
York--Simcoe/York--Simcoe,180,East Gwillimbury,11,16,5,3,139,105,0,279,523
York--Simcoe/York--Simcoe,181,East Gwillimbury,9,23,0,1,109,80,3,225,409
York--Simcoe/York--Simcoe,182,East Gwillimbury,19,29,1,3,104,102,2,260,427
York--Simcoe/York--Simcoe,183,East Gwillimbury,12,10,2,6,141,97,0,268,480
York--Simcoe/York--Simcoe,184,East Gwillimbury,11,29,5,3,89,60,2,199,328
York--Simcoe/York--Simcoe,185,East Gwillimbury,23,26,0,2,81,97,0,229,373
York--Simcoe/York--Simcoe,186,East Gwillimbury,13,24,1,7,163,120,0,328,499
York--Simcoe/York--Simcoe,187,East Gwillimbury,10,17,0,0,66,62,0,155,258
York--Simcoe/York--Simcoe,500,Mobile poll/Bureau itinérant,7,10,4,4,30,41,7,103,88
York--Simcoe/York--Simcoe,501,Mobile poll/Bureau itinérant,8,19,4,4,50,56,6,147,250
York--Simcoe/York--Simcoe,502,Mobile poll/Bureau itinérant,7,14,5,9,30,18,1,84,206
York--Simcoe/York--Simcoe,503,Mobile poll/Bureau itinérant,1,7,3,3,41,13,7,75,119
York--Simcoe/York--Simcoe,600,Innisfil,28,52,1,6,394,218,1,700,
York--Simcoe/York--Simcoe,601,Innisfil,15,41,8,4,295,134,0,497,
York--Simcoe/York--Simcoe,602,Georgina--Chippewas of Georgina Island,27,44,4,6,267,121,1,470,
York--Simcoe/York--Simcoe,603,Georgina--Chippewas of Georgina Island,15,32,4,8,160,155,1,375,
York--Simcoe/York--Simcoe,604,Bradford West Gwillimbury,13,39,5,7,228,233,2,527,
York--Simcoe/York--Simcoe,605,Bradford West Gwillimbury,14,41,5,2,225,200,5,492,
York--Simcoe/York--Simcoe,606,East Gwillimbury--King,20,21,2,4,208,133,2,390,
York--Simcoe/York--Simcoe,607,Georgina,16,65,3,8,226,115,2,435,
York--Simcoe/York--Simcoe,608,East Gwillimbury,19,36,6,1,279,174,3,518,
York--Simcoe/York--Simcoe,,Group 1/Groupe 1,4,10,1,2,18,24,4,63,111
York--Simcoe/York--Simcoe,,Group 2/Groupe 2,17,27,3,1,162,97,6,313,
