District,Poll Number,Poll Name,Neil Adair,Russell Barth,Sean Casey,Marlene Catterall,Mary-Sue Haliburton,Alexandre Legeais,Marlene Rivier,Rejected Ballots,Total Vote,Electors
Ottawa West--Nepean/Ottawa-Ouest--Nepean,25,Ottawa,6,1,45,81,0,0,35,2,170,320
Ottawa West--Nepean/Ottawa-Ouest--Nepean,26,Ottawa,12,1,67,73,0,0,39,1,193,317
Ottawa West--Nepean/Ottawa-Ouest--Nepean,27,Ottawa,19,2,50,64,0,0,43,0,178,354
Ottawa West--Nepean/Ottawa-Ouest--Nepean,28,Ottawa,18,4,64,89,0,0,58,1,234,384
Ottawa West--Nepean/Ottawa-Ouest--Nepean,29,Ottawa,8,1,46,71,1,1,25,0,153,247
Ottawa West--Nepean/Ottawa-Ouest--Nepean,30,Ottawa,6,0,45,122,0,2,53,3,231,421
Ottawa West--Nepean/Ottawa-Ouest--Nepean,31,Ottawa,4,1,41,88,0,0,37,2,173,313
Ottawa West--Nepean/Ottawa-Ouest--Nepean,32,Ottawa,26,2,73,82,1,1,58,2,245,386
Ottawa West--Nepean/Ottawa-Ouest--Nepean,33,Ottawa,21,0,64,99,0,0,43,0,227,339
Ottawa West--Nepean/Ottawa-Ouest--Nepean,34,Ottawa,19,2,74,93,0,0,47,0,235,346
Ottawa West--Nepean/Ottawa-Ouest--Nepean,35,Ottawa,16,4,88,88,1,0,21,1,219,327
Ottawa West--Nepean/Ottawa-Ouest--Nepean,36,Ottawa,16,2,86,52,0,0,44,1,201,327
Ottawa West--Nepean/Ottawa-Ouest--Nepean,37,Ottawa,13,3,45,52,0,1,21,0,135,273
Ottawa West--Nepean/Ottawa-Ouest--Nepean,38,Ottawa,Void,,,,,,,,,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,39,Ottawa,13,4,103,131,2,1,54,3,311,561
Ottawa West--Nepean/Ottawa-Ouest--Nepean,40,Ottawa,Void,,,,,,,,,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,41,Ottawa,10,0,74,76,0,0,27,0,187,271
Ottawa West--Nepean/Ottawa-Ouest--Nepean,42,Ottawa,10,2,54,103,1,0,30,2,202,371
Ottawa West--Nepean/Ottawa-Ouest--Nepean,43,Ottawa,7,0,46,61,0,0,5,0,119,247
Ottawa West--Nepean/Ottawa-Ouest--Nepean,44,Ottawa,11,0,61,58,0,0,31,2,163,311
Ottawa West--Nepean/Ottawa-Ouest--Nepean,45,Ottawa,10,0,94,95,0,0,29,0,228,342
Ottawa West--Nepean/Ottawa-Ouest--Nepean,46A,Ottawa,5,0,93,115,0,0,23,0,236,363
Ottawa West--Nepean/Ottawa-Ouest--Nepean,46B,Ottawa,11,1,68,96,0,0,31,0,207,371
Ottawa West--Nepean/Ottawa-Ouest--Nepean,47,Ottawa,14,3,98,134,0,0,45,1,295,447
Ottawa West--Nepean/Ottawa-Ouest--Nepean,48,Ottawa,16,3,103,114,1,1,23,1,262,433
Ottawa West--Nepean/Ottawa-Ouest--Nepean,49,Ottawa,12,0,78,116,0,0,22,1,229,373
Ottawa West--Nepean/Ottawa-Ouest--Nepean,50,Ottawa,7,1,68,63,0,0,29,1,169,269
Ottawa West--Nepean/Ottawa-Ouest--Nepean,51,Ottawa,6,6,91,74,0,0,23,0,200,299
Ottawa West--Nepean/Ottawa-Ouest--Nepean,52,Ottawa,14,2,91,111,0,1,19,0,238,361
Ottawa West--Nepean/Ottawa-Ouest--Nepean,53,Ottawa,11,1,77,94,0,0,41,0,224,364
Ottawa West--Nepean/Ottawa-Ouest--Nepean,54,Ottawa,6,1,90,58,0,0,30,0,185,296
Ottawa West--Nepean/Ottawa-Ouest--Nepean,55,Ottawa,6,1,45,75,0,0,17,2,146,252
Ottawa West--Nepean/Ottawa-Ouest--Nepean,56,Ottawa,9,3,105,108,1,0,24,1,251,441
Ottawa West--Nepean/Ottawa-Ouest--Nepean,57,Ottawa,11,0,90,99,0,0,18,0,218,333
Ottawa West--Nepean/Ottawa-Ouest--Nepean,58,Ottawa,15,5,79,84,0,0,45,0,228,420
Ottawa West--Nepean/Ottawa-Ouest--Nepean,59,Ottawa,27,3,102,86,1,0,45,0,264,425
Ottawa West--Nepean/Ottawa-Ouest--Nepean,60,Ottawa,10,0,63,90,0,0,16,1,180,289
Ottawa West--Nepean/Ottawa-Ouest--Nepean,61,Ottawa,5,0,117,50,0,0,28,0,200,302
Ottawa West--Nepean/Ottawa-Ouest--Nepean,62,Ottawa,8,2,76,50,0,1,24,1,162,248
Ottawa West--Nepean/Ottawa-Ouest--Nepean,63,Ottawa,11,1,90,77,0,0,22,0,201,286
Ottawa West--Nepean/Ottawa-Ouest--Nepean,64,Ottawa,11,3,98,93,1,0,42,0,248,446
Ottawa West--Nepean/Ottawa-Ouest--Nepean,65,Ottawa,9,0,50,41,0,0,17,1,118,259
Ottawa West--Nepean/Ottawa-Ouest--Nepean,66,Ottawa,14,2,74,103,1,0,20,4,218,414
Ottawa West--Nepean/Ottawa-Ouest--Nepean,67,Ottawa,8,1,33,60,0,0,28,1,131,356
Ottawa West--Nepean/Ottawa-Ouest--Nepean,68,Ottawa,10,1,35,29,1,0,9,0,85,253
Ottawa West--Nepean/Ottawa-Ouest--Nepean,69,Ottawa,7,1,38,77,0,1,52,1,177,358
Ottawa West--Nepean/Ottawa-Ouest--Nepean,70,Ottawa,7,3,53,106,3,0,42,1,215,400
Ottawa West--Nepean/Ottawa-Ouest--Nepean,71,Ottawa,7,0,51,97,0,0,22,3,180,339
Ottawa West--Nepean/Ottawa-Ouest--Nepean,72,Ottawa,7,3,32,181,1,2,68,3,297,560
Ottawa West--Nepean/Ottawa-Ouest--Nepean,73,Ottawa,12,1,60,81,0,0,37,2,193,381
Ottawa West--Nepean/Ottawa-Ouest--Nepean,74,Nepean,9,0,108,134,0,0,5,0,256,347
Ottawa West--Nepean/Ottawa-Ouest--Nepean,75,Nepean,16,0,103,113,0,0,19,0,251,349
Ottawa West--Nepean/Ottawa-Ouest--Nepean,76,Nepean,7,1,76,104,1,0,16,0,205,368
Ottawa West--Nepean/Ottawa-Ouest--Nepean,77,Nepean,9,2,110,82,0,0,8,2,213,310
Ottawa West--Nepean/Ottawa-Ouest--Nepean,78,Nepean,6,0,64,91,0,0,23,2,186,346
Ottawa West--Nepean/Ottawa-Ouest--Nepean,79,Nepean,8,0,83,79,0,0,14,1,185,349
Ottawa West--Nepean/Ottawa-Ouest--Nepean,80,Nepean,18,0,84,89,1,3,31,0,226,326
Ottawa West--Nepean/Ottawa-Ouest--Nepean,81,Nepean,19,3,50,60,1,0,27,1,161,306
Ottawa West--Nepean/Ottawa-Ouest--Nepean,82,Nepean,12,3,68,114,0,0,37,0,234,331
Ottawa West--Nepean/Ottawa-Ouest--Nepean,83,Nepean,12,0,115,113,0,0,24,1,265,408
Ottawa West--Nepean/Ottawa-Ouest--Nepean,84,Nepean,14,1,69,54,0,0,32,0,170,295
Ottawa West--Nepean/Ottawa-Ouest--Nepean,85,Nepean,17,0,151,156,0,0,25,2,351,505
Ottawa West--Nepean/Ottawa-Ouest--Nepean,86,Nepean,15,4,37,40,1,0,40,1,138,237
Ottawa West--Nepean/Ottawa-Ouest--Nepean,87,Nepean,12,3,78,82,0,0,22,1,198,324
Ottawa West--Nepean/Ottawa-Ouest--Nepean,88,Nepean,10,1,82,136,1,1,13,0,244,379
Ottawa West--Nepean/Ottawa-Ouest--Nepean,89,Nepean,11,2,125,128,0,0,23,1,290,393
Ottawa West--Nepean/Ottawa-Ouest--Nepean,90,Nepean,11,2,108,129,0,0,36,1,287,396
Ottawa West--Nepean/Ottawa-Ouest--Nepean,91,Ottawa,13,2,100,104,0,0,34,1,254,362
Ottawa West--Nepean/Ottawa-Ouest--Nepean,92,Ottawa,14,1,97,105,0,0,24,0,241,342
Ottawa West--Nepean/Ottawa-Ouest--Nepean,93,Ottawa,14,6,60,76,2,1,82,6,247,505
Ottawa West--Nepean/Ottawa-Ouest--Nepean,94,Ottawa,9,2,92,83,0,0,26,0,212,352
Ottawa West--Nepean/Ottawa-Ouest--Nepean,95,Ottawa,9,5,73,78,2,1,37,1,206,384
Ottawa West--Nepean/Ottawa-Ouest--Nepean,96,Ottawa,3,0,78,61,1,0,20,0,163,258
Ottawa West--Nepean/Ottawa-Ouest--Nepean,97,Ottawa,8,3,62,30,0,1,55,0,159,357
Ottawa West--Nepean/Ottawa-Ouest--Nepean,98,Ottawa,15,2,48,42,1,0,21,1,130,266
Ottawa West--Nepean/Ottawa-Ouest--Nepean,99,Ottawa,11,4,64,82,1,0,36,4,202,320
Ottawa West--Nepean/Ottawa-Ouest--Nepean,100,Ottawa,11,0,92,77,4,0,31,0,215,305
Ottawa West--Nepean/Ottawa-Ouest--Nepean,101,Ottawa,6,1,111,95,0,0,46,0,259,414
Ottawa West--Nepean/Ottawa-Ouest--Nepean,102,Ottawa,16,0,76,69,0,0,18,0,179,304
Ottawa West--Nepean/Ottawa-Ouest--Nepean,103,Ottawa,11,0,106,103,0,0,29,3,252,421
Ottawa West--Nepean/Ottawa-Ouest--Nepean,104,Ottawa,22,3,126,119,0,0,28,3,301,474
Ottawa West--Nepean/Ottawa-Ouest--Nepean,105,Ottawa,8,0,60,94,1,0,42,0,205,390
Ottawa West--Nepean/Ottawa-Ouest--Nepean,106,Ottawa,8,5,67,59,0,1,45,0,185,365
Ottawa West--Nepean/Ottawa-Ouest--Nepean,107,Ottawa,24,2,127,105,2,1,60,2,323,617
Ottawa West--Nepean/Ottawa-Ouest--Nepean,108,Ottawa,9,1,98,106,1,0,17,1,233,322
Ottawa West--Nepean/Ottawa-Ouest--Nepean,109,Ottawa,23,1,81,74,2,0,43,0,224,370
Ottawa West--Nepean/Ottawa-Ouest--Nepean,110,Ottawa,8,3,59,73,0,0,45,2,190,352
Ottawa West--Nepean/Ottawa-Ouest--Nepean,111,Ottawa,13,2,56,68,0,0,18,1,158,265
Ottawa West--Nepean/Ottawa-Ouest--Nepean,112,Ottawa,9,5,40,81,1,0,45,1,182,309
Ottawa West--Nepean/Ottawa-Ouest--Nepean,113,Ottawa,15,3,65,84,0,0,31,3,201,373
Ottawa West--Nepean/Ottawa-Ouest--Nepean,114,Ottawa,21,3,75,84,0,0,24,0,207,336
Ottawa West--Nepean/Ottawa-Ouest--Nepean,115,Ottawa,13,5,86,87,2,1,26,1,221,383
Ottawa West--Nepean/Ottawa-Ouest--Nepean,116,Ottawa,9,4,71,110,0,0,34,0,228,453
Ottawa West--Nepean/Ottawa-Ouest--Nepean,117,Ottawa,3,3,50,79,0,1,37,1,174,491
Ottawa West--Nepean/Ottawa-Ouest--Nepean,118,Ottawa,12,5,42,38,2,0,25,0,124,342
Ottawa West--Nepean/Ottawa-Ouest--Nepean,119,Ottawa,3,1,10,54,1,0,20,2,91,273
Ottawa West--Nepean/Ottawa-Ouest--Nepean,120,Ottawa,14,0,85,140,2,2,43,2,288,641
Ottawa West--Nepean/Ottawa-Ouest--Nepean,121,Ottawa,13,0,81,128,2,1,49,3,277,469
Ottawa West--Nepean/Ottawa-Ouest--Nepean,122,Ottawa,15,0,95,162,0,1,41,2,316,439
Ottawa West--Nepean/Ottawa-Ouest--Nepean,123,Ottawa,11,0,64,84,0,0,41,0,200,313
Ottawa West--Nepean/Ottawa-Ouest--Nepean,124,Ottawa,20,5,81,164,0,0,39,1,310,437
Ottawa West--Nepean/Ottawa-Ouest--Nepean,125,Ottawa,16,3,86,82,1,0,35,5,228,360
Ottawa West--Nepean/Ottawa-Ouest--Nepean,126,Ottawa,8,3,91,87,0,0,36,5,230,341
Ottawa West--Nepean/Ottawa-Ouest--Nepean,127,Ottawa,8,1,89,104,1,0,20,0,223,306
Ottawa West--Nepean/Ottawa-Ouest--Nepean,128,Ottawa,14,1,74,110,0,1,31,4,235,362
Ottawa West--Nepean/Ottawa-Ouest--Nepean,129,Ottawa,19,0,53,49,2,0,65,0,188,342
Ottawa West--Nepean/Ottawa-Ouest--Nepean,130,Ottawa,6,2,93,79,0,0,16,3,199,536
Ottawa West--Nepean/Ottawa-Ouest--Nepean,131,Ottawa,11,3,78,92,1,0,25,1,211,326
Ottawa West--Nepean/Ottawa-Ouest--Nepean,132,Ottawa,21,2,68,77,3,0,31,1,203,282
Ottawa West--Nepean/Ottawa-Ouest--Nepean,133,Ottawa,13,3,109,111,0,0,19,0,255,393
Ottawa West--Nepean/Ottawa-Ouest--Nepean,134,Ottawa,5,0,93,83,2,0,13,0,196,282
Ottawa West--Nepean/Ottawa-Ouest--Nepean,135,Ottawa,10,2,83,71,1,1,34,0,202,329
Ottawa West--Nepean/Ottawa-Ouest--Nepean,136,Ottawa,14,2,65,118,0,0,28,1,228,397
Ottawa West--Nepean/Ottawa-Ouest--Nepean,137,Ottawa,11,2,102,87,0,0,25,0,227,331
Ottawa West--Nepean/Ottawa-Ouest--Nepean,138,Ottawa,18,2,112,97,1,1,43,1,275,458
Ottawa West--Nepean/Ottawa-Ouest--Nepean,139,Nepean,7,2,78,120,1,0,22,5,235,347
Ottawa West--Nepean/Ottawa-Ouest--Nepean,140,Nepean,14,2,92,102,0,0,33,0,243,384
Ottawa West--Nepean/Ottawa-Ouest--Nepean,141,Nepean,11,2,80,101,1,0,18,1,214,346
Ottawa West--Nepean/Ottawa-Ouest--Nepean,142,Nepean,9,0,49,49,1,1,37,3,149,357
Ottawa West--Nepean/Ottawa-Ouest--Nepean,143,Nepean,11,3,50,62,1,0,23,0,150,348
Ottawa West--Nepean/Ottawa-Ouest--Nepean,144,Nepean,4,1,43,40,1,0,30,0,119,265
Ottawa West--Nepean/Ottawa-Ouest--Nepean,145,Nepean,19,2,53,62,0,2,58,2,198,370
Ottawa West--Nepean/Ottawa-Ouest--Nepean,146,Nepean,7,0,38,53,0,0,20,2,120,256
Ottawa West--Nepean/Ottawa-Ouest--Nepean,147,Nepean,13,1,97,89,1,0,18,0,219,386
Ottawa West--Nepean/Ottawa-Ouest--Nepean,148,Nepean,14,3,93,106,0,0,33,4,253,472
Ottawa West--Nepean/Ottawa-Ouest--Nepean,149,Nepean,17,0,73,102,0,0,25,1,218,410
Ottawa West--Nepean/Ottawa-Ouest--Nepean,150,Nepean,20,4,108,91,1,1,24,1,250,368
Ottawa West--Nepean/Ottawa-Ouest--Nepean,151,Nepean,6,4,84,126,0,2,20,0,242,385
Ottawa West--Nepean/Ottawa-Ouest--Nepean,152,Nepean,10,4,101,122,0,0,25,3,265,398
Ottawa West--Nepean/Ottawa-Ouest--Nepean,153,Nepean,16,1,89,97,0,0,44,0,247,405
Ottawa West--Nepean/Ottawa-Ouest--Nepean,154,Nepean,8,0,122,109,0,0,18,1,258,381
Ottawa West--Nepean/Ottawa-Ouest--Nepean,155,Nepean,4,0,27,38,0,0,15,0,84,310
Ottawa West--Nepean/Ottawa-Ouest--Nepean,156,Nepean,5,0,19,34,0,1,13,0,72,254
Ottawa West--Nepean/Ottawa-Ouest--Nepean,157,Nepean,3,2,114,108,1,1,17,0,246,583
Ottawa West--Nepean/Ottawa-Ouest--Nepean,158,Nepean,15,3,62,81,0,0,48,1,210,430
Ottawa West--Nepean/Ottawa-Ouest--Nepean,159,Nepean,12,6,87,83,1,0,31,0,220,367
Ottawa West--Nepean/Ottawa-Ouest--Nepean,160,Nepean,21,1,103,70,0,0,29,0,224,353
Ottawa West--Nepean/Ottawa-Ouest--Nepean,161,Nepean,10,2,103,89,0,0,19,0,223,397
Ottawa West--Nepean/Ottawa-Ouest--Nepean,162,Nepean,6,2,117,78,2,0,26,0,231,365
Ottawa West--Nepean/Ottawa-Ouest--Nepean,163,Nepean,11,1,104,108,0,1,30,1,256,405
Ottawa West--Nepean/Ottawa-Ouest--Nepean,164,Nepean,6,1,113,88,2,0,21,3,234,380
Ottawa West--Nepean/Ottawa-Ouest--Nepean,165,Nepean,11,5,89,111,0,1,21,2,240,383
Ottawa West--Nepean/Ottawa-Ouest--Nepean,166,Nepean,12,1,88,117,1,0,19,0,238,365
Ottawa West--Nepean/Ottawa-Ouest--Nepean,167,Nepean,16,2,48,78,0,0,50,0,194,381
Ottawa West--Nepean/Ottawa-Ouest--Nepean,168,Nepean,6,0,39,38,0,1,34,0,118,265
Ottawa West--Nepean/Ottawa-Ouest--Nepean,169,Ottawa,18,3,42,52,2,0,34,0,151,342
Ottawa West--Nepean/Ottawa-Ouest--Nepean,170,Nepean,1,0,66,54,1,0,6,1,129,215
Ottawa West--Nepean/Ottawa-Ouest--Nepean,171,Nepean,12,3,82,120,1,1,31,1,251,375
Ottawa West--Nepean/Ottawa-Ouest--Nepean,172,Nepean,3,3,60,90,1,0,23,0,180,353
Ottawa West--Nepean/Ottawa-Ouest--Nepean,173,Nepean,5,2,107,167,0,0,29,2,312,512
Ottawa West--Nepean/Ottawa-Ouest--Nepean,174,Nepean,6,3,74,87,0,0,17,0,187,290
Ottawa West--Nepean/Ottawa-Ouest--Nepean,175,Nepean,6,1,97,85,0,0,21,0,210,315
Ottawa West--Nepean/Ottawa-Ouest--Nepean,176,Nepean,7,1,91,122,0,0,19,0,240,367
Ottawa West--Nepean/Ottawa-Ouest--Nepean,177,Nepean,20,2,82,114,0,1,44,0,263,445
Ottawa West--Nepean/Ottawa-Ouest--Nepean,178,Nepean,7,0,131,151,0,0,17,0,306,457
Ottawa West--Nepean/Ottawa-Ouest--Nepean,179,Nepean,12,0,131,124,1,0,16,1,285,415
Ottawa West--Nepean/Ottawa-Ouest--Nepean,180,Nepean,11,3,100,158,0,0,15,0,287,403
Ottawa West--Nepean/Ottawa-Ouest--Nepean,181,Nepean,10,1,118,123,0,0,14,1,267,408
Ottawa West--Nepean/Ottawa-Ouest--Nepean,182,Nepean,15,1,131,103,1,1,33,0,285,428
Ottawa West--Nepean/Ottawa-Ouest--Nepean,183,Nepean,11,5,90,123,0,2,29,2,262,400
Ottawa West--Nepean/Ottawa-Ouest--Nepean,184,Nepean,16,4,92,95,0,0,29,1,237,372
Ottawa West--Nepean/Ottawa-Ouest--Nepean,185,Nepean,3,3,65,71,0,0,38,3,183,309
Ottawa West--Nepean/Ottawa-Ouest--Nepean,186,Nepean,8,0,120,118,0,0,22,1,269,395
Ottawa West--Nepean/Ottawa-Ouest--Nepean,187,Nepean,22,2,109,76,1,0,23,0,233,346
Ottawa West--Nepean/Ottawa-Ouest--Nepean,188,Nepean,12,3,97,95,0,0,19,3,229,327
Ottawa West--Nepean/Ottawa-Ouest--Nepean,189,Nepean,8,3,85,71,0,0,23,1,191,323
Ottawa West--Nepean/Ottawa-Ouest--Nepean,190,Nepean,10,0,99,80,0,0,31,1,221,382
Ottawa West--Nepean/Ottawa-Ouest--Nepean,191,Nepean,10,2,92,90,1,0,13,0,208,345
Ottawa West--Nepean/Ottawa-Ouest--Nepean,192,Nepean,11,3,55,73,2,1,23,0,168,250
Ottawa West--Nepean/Ottawa-Ouest--Nepean,193,Nepean,14,1,96,111,1,0,28,1,252,340
Ottawa West--Nepean/Ottawa-Ouest--Nepean,194,Nepean,11,1,127,107,1,0,17,2,266,388
Ottawa West--Nepean/Ottawa-Ouest--Nepean,195,Nepean,12,2,122,128,2,1,25,1,293,425
Ottawa West--Nepean/Ottawa-Ouest--Nepean,196,Nepean,9,0,71,88,1,0,11,1,181,295
Ottawa West--Nepean/Ottawa-Ouest--Nepean,197,Nepean,6,1,74,111,2,0,31,1,226,365
Ottawa West--Nepean/Ottawa-Ouest--Nepean,198,Nepean,8,2,102,90,0,1,17,2,222,357
Ottawa West--Nepean/Ottawa-Ouest--Nepean,199,Nepean,13,1,92,104,1,0,33,0,244,421
Ottawa West--Nepean/Ottawa-Ouest--Nepean,200,Nepean,10,1,90,147,0,1,32,2,283,424
Ottawa West--Nepean/Ottawa-Ouest--Nepean,201,Nepean,8,4,40,59,0,1,10,0,122,219
Ottawa West--Nepean/Ottawa-Ouest--Nepean,202,Nepean,12,4,110,109,0,1,25,0,261,378
Ottawa West--Nepean/Ottawa-Ouest--Nepean,400,Ottawa,6,1,103,93,0,0,19,0,222,308
Ottawa West--Nepean/Ottawa-Ouest--Nepean,401,Ottawa,5,1,57,77,0,0,29,0,169,275
Ottawa West--Nepean/Ottawa-Ouest--Nepean,402,Ottawa,7,1,65,93,0,0,31,1,198,312
Ottawa West--Nepean/Ottawa-Ouest--Nepean,403,Ottawa,14,2,81,74,0,0,47,0,218,284
Ottawa West--Nepean/Ottawa-Ouest--Nepean,404,Ottawa,10,2,64,53,0,0,37,0,166,254
Ottawa West--Nepean/Ottawa-Ouest--Nepean,405,Ottawa,10,0,128,148,0,0,17,1,304,411
Ottawa West--Nepean/Ottawa-Ouest--Nepean,406,Ottawa,7,0,70,85,0,0,22,0,184,236
Ottawa West--Nepean/Ottawa-Ouest--Nepean,407,Ottawa,8,3,99,102,0,0,25,1,238,319
Ottawa West--Nepean/Ottawa-Ouest--Nepean,408,Ottawa,5,2,16,23,0,1,7,1,55,154
Ottawa West--Nepean/Ottawa-Ouest--Nepean,409,Ottawa,6,0,89,107,0,1,19,1,223,304
Ottawa West--Nepean/Ottawa-Ouest--Nepean,410,Ottawa,4,0,82,92,0,0,19,3,200,278
Ottawa West--Nepean/Ottawa-Ouest--Nepean,411,Ottawa,0,0,57,64,0,0,42,6,169,246
Ottawa West--Nepean/Ottawa-Ouest--Nepean,412,Ottawa,9,2,97,78,1,0,25,1,213,294
Ottawa West--Nepean/Ottawa-Ouest--Nepean,413,Ottawa,7,0,104,100,1,0,18,1,231,310
Ottawa West--Nepean/Ottawa-Ouest--Nepean,414,Ottawa,7,1,76,106,2,0,27,1,220,317
Ottawa West--Nepean/Ottawa-Ouest--Nepean,415,Ottawa,7,1,66,88,1,1,25,0,189,344
Ottawa West--Nepean/Ottawa-Ouest--Nepean,416,Ottawa,10,0,128,118,0,0,35,1,292,431
Ottawa West--Nepean/Ottawa-Ouest--Nepean,417,Nepean,0,0,41,50,0,1,3,3,98,148
Ottawa West--Nepean/Ottawa-Ouest--Nepean,418,Ottawa,11,4,82,134,1,0,39,0,271,325
Ottawa West--Nepean/Ottawa-Ouest--Nepean,419,Ottawa,2,1,68,85,0,0,18,2,176,222
Ottawa West--Nepean/Ottawa-Ouest--Nepean,420,Ottawa,5,2,54,44,0,0,31,2,138,189
Ottawa West--Nepean/Ottawa-Ouest--Nepean,421,Ottawa,Void,,,,,,,,,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,422,Ottawa,Void,,,,,,,,,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,423,Ottawa,7,0,123,149,1,0,34,4,318,434
Ottawa West--Nepean/Ottawa-Ouest--Nepean,424,Ottawa,5,1,65,73,0,2,18,0,164,256
Ottawa West--Nepean/Ottawa-Ouest--Nepean,425,Nepean,7,1,81,72,0,0,14,1,176,241
Ottawa West--Nepean/Ottawa-Ouest--Nepean,500,Mobile poll/Bureau itinérant,2,1,55,48,2,0,6,0,114,213
Ottawa West--Nepean/Ottawa-Ouest--Nepean,501,Mobile poll/Bureau itinérant,2,2,51,63,3,0,8,1,130,194
Ottawa West--Nepean/Ottawa-Ouest--Nepean,502,Mobile poll/Bureau itinérant,4,4,74,79,1,0,16,4,182,594
Ottawa West--Nepean/Ottawa-Ouest--Nepean,503,Mobile poll/Bureau itinérant,3,0,18,31,2,0,7,4,65,297
Ottawa West--Nepean/Ottawa-Ouest--Nepean,600,Nepean,14,2,339,189,0,1,50,1,596,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,601,Ottawa,16,1,181,117,2,1,45,1,364,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,602,Ottawa,24,3,271,221,1,0,47,3,570,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,603,Ottawa,29,0,387,287,0,1,61,0,765,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,604,Ottawa,31,2,276,208,0,0,69,1,587,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,605,Nepean,31,0,279,228,0,0,54,1,593,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,606,Ottawa,20,2,336,213,1,0,33,0,605,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,607,Ottawa,30,4,505,352,0,0,97,3,991,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,608,Nepean,31,7,425,385,3,2,88,9,950,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,609,Nepean,28,1,455,294,0,0,67,0,845,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,610,Nepean,21,1,421,281,1,0,63,1,789,
Ottawa West--Nepean/Ottawa-Ouest--Nepean,,Group 1/Groupe 1,7,4,108,107,1,0,27,2,256,520
Ottawa West--Nepean/Ottawa-Ouest--Nepean,,Group 2/Groupe 2,27,3,398,324,1,0,101,4,858,
