District,Poll Number,Poll Name,John Akpata,Raymond Aubin,Saroj Bains,John Ford,Monia Mazigh,David McGuinty,Alan Riddell,Brad Thomson,Rejected Ballots,Total Vote,Electors
Ottawa South/Ottawa-Sud,122,Ottawa,Merged with No. 123,,,,,,,,,,75
Ottawa South/Ottawa-Sud,123,Ottawa,4,0,0,12,25,116,103,1,3,264,320
Ottawa South/Ottawa-Sud,124,Ottawa,1,1,0,11,26,102,99,2,0,242,370
Ottawa South/Ottawa-Sud,125,Ottawa,0,0,1,13,14,137,114,2,1,282,417
Ottawa South/Ottawa-Sud,126,Ottawa,0,0,0,11,26,122,87,1,0,247,355
Ottawa South/Ottawa-Sud,127,Ottawa,2,1,0,11,25,105,71,0,0,215,326
Ottawa South/Ottawa-Sud,128,Ottawa,4,0,1,25,43,134,76,1,1,285,413
Ottawa South/Ottawa-Sud,129,Ottawa,4,1,0,10,69,98,65,0,2,249,449
Ottawa South/Ottawa-Sud,130,Ottawa,3,0,0,17,44,53,62,4,5,188,365
Ottawa South/Ottawa-Sud,131,Ottawa,4,1,0,5,25,78,65,0,2,180,289
Ottawa South/Ottawa-Sud,132,Ottawa,7,0,0,21,23,107,83,1,1,243,393
Ottawa South/Ottawa-Sud,133,Ottawa,0,1,0,11,42,110,113,1,0,278,457
Ottawa South/Ottawa-Sud,134,Ottawa,3,0,0,17,55,72,61,3,0,211,409
Ottawa South/Ottawa-Sud,135,Ottawa,4,0,0,25,37,81,50,2,3,202,439
Ottawa South/Ottawa-Sud,136,Ottawa,1,0,0,14,48,85,72,7,1,228,468
Ottawa South/Ottawa-Sud,137,Ottawa,0,0,1,4,20,81,33,0,1,140,258
Ottawa South/Ottawa-Sud,138,Ottawa,4,0,1,27,32,137,96,2,1,300,435
Ottawa South/Ottawa-Sud,139,Ottawa,5,0,0,18,65,77,76,2,1,244,483
Ottawa South/Ottawa-Sud,140,Ottawa,3,1,0,16,17,128,88,1,0,254,361
Ottawa South/Ottawa-Sud,141,Ottawa,5,0,0,20,30,154,96,2,1,308,454
Ottawa South/Ottawa-Sud,142,Ottawa,3,0,0,38,40,122,121,2,1,327,503
Ottawa South/Ottawa-Sud,143,Ottawa,3,0,0,23,30,144,94,3,2,299,442
Ottawa South/Ottawa-Sud,144,Ottawa,1,1,0,14,23,136,105,2,0,282,452
Ottawa South/Ottawa-Sud,145,Gloucester,4,1,0,9,14,46,77,1,0,152,162
Ottawa South/Ottawa-Sud,146,Gloucester,Merged with No. 145,,,,,,,,,,204
Ottawa South/Ottawa-Sud,147,Ottawa,1,0,0,17,19,56,67,3,1,164,413
Ottawa South/Ottawa-Sud,148,Gloucester,3,1,0,6,19,32,67,2,2,132,314
Ottawa South/Ottawa-Sud,149,Ottawa,1,1,1,5,18,127,155,3,2,313,442
Ottawa South/Ottawa-Sud,150,Ottawa,3,1,0,25,57,115,106,0,1,308,472
Ottawa South/Ottawa-Sud,151,Ottawa,0,9,0,9,26,106,130,1,4,285,401
Ottawa South/Ottawa-Sud,152,Ottawa,7,1,0,21,27,131,90,1,1,279,413
Ottawa South/Ottawa-Sud,153,Ottawa,1,1,1,10,35,101,117,1,2,269,441
Ottawa South/Ottawa-Sud,154,Ottawa,5,0,0,10,41,131,96,3,0,286,509
Ottawa South/Ottawa-Sud,155,Ottawa,4,1,0,17,40,121,109,1,1,294,410
Ottawa South/Ottawa-Sud,156,Ottawa,3,0,0,25,46,92,92,2,0,260,395
Ottawa South/Ottawa-Sud,157,Ottawa,4,0,1,13,27,83,57,3,1,189,339
Ottawa South/Ottawa-Sud,158,Ottawa,6,1,1,17,32,75,87,1,2,222,375
Ottawa South/Ottawa-Sud,159,Ottawa,Merged with No. 160,,,,,,,,,,123
Ottawa South/Ottawa-Sud,160,Ottawa,2,1,2,12,47,143,72,4,3,286,305
Ottawa South/Ottawa-Sud,161,Ottawa,1,3,0,10,31,101,50,0,3,199,317
Ottawa South/Ottawa-Sud,162,Ottawa,0,1,0,10,43,119,117,2,2,294,474
Ottawa South/Ottawa-Sud,163,Ottawa,0,0,0,10,55,80,81,1,0,227,387
Ottawa South/Ottawa-Sud,164,Ottawa,5,1,1,14,60,100,59,0,2,242,450
Ottawa South/Ottawa-Sud,165,Ottawa,1,0,0,13,25,115,84,1,0,239,386
Ottawa South/Ottawa-Sud,166,Ottawa,1,1,1,15,47,153,98,2,4,322,508
Ottawa South/Ottawa-Sud,167,Ottawa,1,0,1,12,26,75,75,0,2,192,391
Ottawa South/Ottawa-Sud,168,Ottawa,2,0,0,9,40,146,106,2,2,307,493
Ottawa South/Ottawa-Sud,169,Ottawa,0,1,0,10,46,193,119,0,1,370,567
Ottawa South/Ottawa-Sud,170,Ottawa,5,1,0,19,55,115,101,1,1,298,461
Ottawa South/Ottawa-Sud,171,Ottawa,3,0,1,9,51,147,133,0,1,345,534
Ottawa South/Ottawa-Sud,172,Ottawa,2,0,0,18,42,134,93,2,1,292,475
Ottawa South/Ottawa-Sud,173,Ottawa,1,1,0,2,37,134,66,0,1,242,405
Ottawa South/Ottawa-Sud,174,Ottawa,2,0,0,16,30,126,106,2,2,284,508
Ottawa South/Ottawa-Sud,175,Ottawa,2,2,1,13,25,144,98,1,1,287,449
Ottawa South/Ottawa-Sud,176,Ottawa,1,1,0,17,20,158,86,2,2,287,470
Ottawa South/Ottawa-Sud,177,Ottawa,1,0,2,12,33,144,100,4,2,298,502
Ottawa South/Ottawa-Sud,178,Ottawa,4,2,0,10,45,102,68,2,0,233,419
Ottawa South/Ottawa-Sud,179,Ottawa,1,0,0,10,45,131,78,0,2,267,435
Ottawa South/Ottawa-Sud,180,Ottawa,1,0,1,11,38,143,101,1,2,298,482
Ottawa South/Ottawa-Sud,181,Ottawa,0,1,0,8,22,176,157,3,4,371,546
Ottawa South/Ottawa-Sud,182,Ottawa,1,0,1,12,28,98,87,1,3,231,353
Ottawa South/Ottawa-Sud,183,Ottawa,2,0,0,17,66,121,107,4,1,318,534
Ottawa South/Ottawa-Sud,184,Ottawa,0,0,0,21,50,106,80,1,0,258,430
Ottawa South/Ottawa-Sud,185,Gloucester,2,0,0,11,14,37,48,1,0,113,288
Ottawa South/Ottawa-Sud,186,Gloucester,3,0,0,12,24,80,82,1,1,203,338
Ottawa South/Ottawa-Sud,187,Gloucester,2,1,0,21,46,79,76,1,0,226,374
Ottawa South/Ottawa-Sud,188,Ottawa,1,0,0,14,58,86,65,1,1,226,443
Ottawa South/Ottawa-Sud,189,Gloucester,1,2,0,11,12,90,61,0,0,177,328
Ottawa South/Ottawa-Sud,190,Gloucester,4,0,1,16,43,109,95,0,1,269,511
Ottawa South/Ottawa-Sud,191,Gloucester,2,3,0,11,60,87,88,2,4,257,498
Ottawa South/Ottawa-Sud,192,Gloucester,1,0,0,6,57,66,48,1,3,182,382
Ottawa South/Ottawa-Sud,193,Gloucester,6,0,0,10,53,49,59,2,4,183,369
Ottawa South/Ottawa-Sud,194,Gloucester,5,0,0,17,22,124,91,1,0,260,418
Ottawa South/Ottawa-Sud,195,Gloucester,1,0,0,16,18,99,113,0,0,247,362
Ottawa South/Ottawa-Sud,196,Gloucester,4,0,1,11,22,93,122,5,0,258,445
Ottawa South/Ottawa-Sud,197,Gloucester,8,1,0,7,41,62,58,1,0,178,319
Ottawa South/Ottawa-Sud,198,Gloucester,2,3,1,20,35,114,142,4,1,322,466
Ottawa South/Ottawa-Sud,199,Gloucester,3,0,0,25,25,65,97,3,1,219,384
Ottawa South/Ottawa-Sud,200,Gloucester,3,1,1,12,29,88,93,4,2,233,385
Ottawa South/Ottawa-Sud,201,Gloucester,Merged with No. 202,,,,,,,,,,2
Ottawa South/Ottawa-Sud,202,Gloucester,5,1,0,14,36,79,100,1,2,238,403
Ottawa South/Ottawa-Sud,203,Gloucester,5,4,0,12,34,70,88,2,1,216,400
Ottawa South/Ottawa-Sud,204,Gloucester,1,0,0,11,40,160,103,2,5,322,448
Ottawa South/Ottawa-Sud,205,Gloucester,4,2,0,9,26,122,132,2,3,300,447
Ottawa South/Ottawa-Sud,206,Gloucester,2,3,0,6,28,96,104,1,1,241,371
Ottawa South/Ottawa-Sud,207,Gloucester,4,3,0,8,27,75,70,2,1,190,332
Ottawa South/Ottawa-Sud,208,Gloucester,2,1,0,22,34,91,118,1,1,270,432
Ottawa South/Ottawa-Sud,209,Gloucester,7,0,0,19,29,132,129,3,1,320,457
Ottawa South/Ottawa-Sud,400,Ottawa,0,0,0,4,10,137,63,2,0,216,300
Ottawa South/Ottawa-Sud,401,Ottawa,0,0,0,4,16,129,85,1,2,237,302
Ottawa South/Ottawa-Sud,402,Ottawa,0,0,0,1,11,106,76,0,2,196,276
Ottawa South/Ottawa-Sud,403,Ottawa,5,0,2,16,58,103,38,2,1,225,400
Ottawa South/Ottawa-Sud,404,Ottawa,5,1,0,6,37,93,51,1,2,196,322
Ottawa South/Ottawa-Sud,405,Ottawa,2,0,0,13,55,68,34,2,1,175,279
Ottawa South/Ottawa-Sud,406,Ottawa,2,0,0,5,24,80,49,2,2,164,282
Ottawa South/Ottawa-Sud,407,Ottawa,2,0,0,8,51,98,47,1,1,208,374
Ottawa South/Ottawa-Sud,408,Ottawa,3,2,1,4,30,89,28,5,4,166,315
Ottawa South/Ottawa-Sud,500,Mobile poll/Bureau itinérant,3,2,0,10,9,81,50,4,5,164,443
Ottawa South/Ottawa-Sud,501,Mobile poll/Bureau itinérant,0,0,0,2,5,40,35,2,2,86,202
Ottawa South/Ottawa-Sud,502,Mobile poll/Bureau itinérant,0,0,1,3,4,76,66,1,2,153,186
Ottawa South/Ottawa-Sud,600,Ottawa,0,1,0,33,80,227,243,6,2,592,
Ottawa South/Ottawa-Sud,601,Ottawa,2,1,0,57,66,373,341,1,5,846,
Ottawa South/Ottawa-Sud,602,Ottawa,1,5,2,43,73,449,361,2,8,944,
Ottawa South/Ottawa-Sud,603,Ottawa,1,2,0,32,71,277,386,3,0,772,
Ottawa South/Ottawa-Sud,604,Ottawa,3,4,2,39,73,306,343,1,2,773,
Ottawa South/Ottawa-Sud,605,Ottawa,0,2,0,17,45,116,105,5,0,290,
Ottawa South/Ottawa-Sud,606,Ottawa,2,2,4,39,112,302,389,2,2,854,
Ottawa South/Ottawa-Sud,607,Ottawa,3,5,0,31,78,320,445,4,2,888,
Ottawa South/Ottawa-Sud,608,Ottawa,1,0,0,16,38,185,199,2,4,445,
Ottawa South/Ottawa-Sud,609,Ottawa,2,1,1,35,85,264,376,3,3,770,
Ottawa South/Ottawa-Sud,,Group 1/Groupe 1,7,1,0,25,33,141,131,17,11,366,791
Ottawa South/Ottawa-Sud,,Group 2/Groupe 2,4,3,0,59,165,485,449,4,6,1175,
