District,Poll Number,Poll Name,Anthony Barendregt,Bruce Benson,James Bezan,Trevor Farley,Duane Nicol,Rejected Ballots,Total Vote,Electors
Selkirk--Interlake/Selkirk--Interlake,17,Fisher Branch,2,34,55,6,81,1,179,276
Selkirk--Interlake/Selkirk--Interlake,18A,Fisher Branch,0,16,46,1,24,2,89,204
Selkirk--Interlake/Selkirk--Interlake,18B,Fisher Branch,1,18,37,2,26,0,84,230
Selkirk--Interlake/Selkirk--Interlake,19,Hecla,7,8,101,0,11,1,128,191
Selkirk--Interlake/Selkirk--Interlake,20,Okno,0,5,78,0,22,0,105,290
Selkirk--Interlake/Selkirk--Interlake,21,Vidir,2,20,65,1,41,0,129,252
Selkirk--Interlake/Selkirk--Interlake,22,Riverton,1,24,68,2,54,0,149,238
Selkirk--Interlake/Selkirk--Interlake,23,Riverton,1,35,74,0,76,0,186,414
Selkirk--Interlake/Selkirk--Interlake,24,Riverton,1,29,20,1,44,0,95,171
Selkirk--Interlake/Selkirk--Interlake,25,Arborg,0,11,99,3,44,0,157,257
Selkirk--Interlake/Selkirk--Interlake,26A,Arborg,0,17,78,1,54,0,150,344
Selkirk--Interlake/Selkirk--Interlake,26B,Arborg,1,15,71,0,41,1,129,356
Selkirk--Interlake/Selkirk--Interlake,27,Arborg,1,36,86,5,57,2,187,279
Selkirk--Interlake/Selkirk--Interlake,28,Arborg,5,40,49,2,74,0,170,244
Selkirk--Interlake/Selkirk--Interlake,29,Hnausa,1,34,65,1,35,1,137,242
Selkirk--Interlake/Selkirk--Interlake,30,Ashern,0,21,57,1,8,1,88,159
Selkirk--Interlake/Selkirk--Interlake,31,Moosehorn,4,47,175,4,56,0,286,415
Selkirk--Interlake/Selkirk--Interlake,32,Ashern,1,37,157,0,21,0,216,309
Selkirk--Interlake/Selkirk--Interlake,33,Ashern,1,27,81,2,22,0,133,384
Selkirk--Interlake/Selkirk--Interlake,34,Ashern,1,37,74,4,22,0,138,182
Selkirk--Interlake/Selkirk--Interlake,35,Camper,1,10,70,1,10,0,92,159
Selkirk--Interlake/Selkirk--Interlake,36,Dog Creek,0,75,2,0,19,0,96,419
Selkirk--Interlake/Selkirk--Interlake,37,Eriksdale,4,31,153,0,39,0,227,386
Selkirk--Interlake/Selkirk--Interlake,38,Eriksdale,0,34,129,2,48,0,213,415
Selkirk--Interlake/Selkirk--Interlake,39,Broad Valley,1,19,66,2,46,0,134,214
Selkirk--Interlake/Selkirk--Interlake,40,Chatfield,1,23,58,9,94,0,185,276
Selkirk--Interlake/Selkirk--Interlake,41,Lundar,0,30,161,3,23,0,217,351
Selkirk--Interlake/Selkirk--Interlake,42A,Lundar,0,35,89,0,16,1,141,256
Selkirk--Interlake/Selkirk--Interlake,42B,Lundar,0,29,74,2,25,1,131,266
Selkirk--Interlake/Selkirk--Interlake,43,Rembrandt,2,21,79,2,54,0,158,241
Selkirk--Interlake/Selkirk--Interlake,44,Fraserwood,2,32,95,2,53,0,184,307
Selkirk--Interlake/Selkirk--Interlake,45,Komarno,0,17,136,7,57,0,217,359
Selkirk--Interlake/Selkirk--Interlake,46A,Camp Morton,1,55,69,3,55,0,183,281
Selkirk--Interlake/Selkirk--Interlake,46B,Camp Morton,1,72,82,4,34,1,194,293
Selkirk--Interlake/Selkirk--Interlake,47,Camp Morton,0,40,71,2,56,1,170,276
Selkirk--Interlake/Selkirk--Interlake,48A,Camp Morton,2,36,65,6,54,3,166,283
Selkirk--Interlake/Selkirk--Interlake,48B,Camp Morton,2,50,66,7,38,0,163,251
Selkirk--Interlake/Selkirk--Interlake,49,Aspen Park,0,73,116,2,92,1,284,432
Selkirk--Interlake/Selkirk--Interlake,50,Gimli,1,70,117,6,52,1,247,387
Selkirk--Interlake/Selkirk--Interlake,51,Gimli,0,67,64,1,52,2,186,283
Selkirk--Interlake/Selkirk--Interlake,52A,Gimli,0,60,48,2,45,0,155,272
Selkirk--Interlake/Selkirk--Interlake,52B,Gimli,2,77,69,5,41,1,195,320
Selkirk--Interlake/Selkirk--Interlake,53A,South Beach,0,34,76,2,56,1,169,280
Selkirk--Interlake/Selkirk--Interlake,53B,South Beach,0,41,84,1,35,2,163,283
Selkirk--Interlake/Selkirk--Interlake,54,Husavick,4,33,67,6,52,0,162,412
Selkirk--Interlake/Selkirk--Interlake,55,Husavick,1,102,143,9,48,0,303,460
Selkirk--Interlake/Selkirk--Interlake,56,Winnipeg Beach,2,60,78,5,47,0,192,307
Selkirk--Interlake/Selkirk--Interlake,57A,Winnipeg Beach,1,47,65,8,80,4,205,329
Selkirk--Interlake/Selkirk--Interlake,57B,Winnipeg Beach,1,49,74,5,68,0,197,336
Selkirk--Interlake/Selkirk--Interlake,58,Oak Point,0,33,98,1,32,0,164,289
Selkirk--Interlake/Selkirk--Interlake,59,St. Laurent,1,39,63,0,13,0,116,209
Selkirk--Interlake/Selkirk--Interlake,60A,St. Laurent,0,87,36,0,12,3,138,302
Selkirk--Interlake/Selkirk--Interlake,60B,St. Laurent,0,58,46,5,22,1,132,272
Selkirk--Interlake/Selkirk--Interlake,61,Inwood,4,52,147,4,66,0,273,454
Selkirk--Interlake/Selkirk--Interlake,62,Erinview,1,32,141,7,38,1,220,335
Selkirk--Interlake/Selkirk--Interlake,63,Lake Francis,2,39,93,2,24,1,161,346
Selkirk--Interlake/Selkirk--Interlake,64,Reaburn,1,14,128,4,24,0,171,212
Selkirk--Interlake/Selkirk--Interlake,65A,Woodlands,5,19,86,6,20,1,137,280
Selkirk--Interlake/Selkirk--Interlake,65B,Woodlands,3,12,78,2,27,1,123,274
Selkirk--Interlake/Selkirk--Interlake,66,Woodlands,2,24,110,4,24,2,166,261
Selkirk--Interlake/Selkirk--Interlake,67,Marquette,0,9,56,3,15,0,83,101
Selkirk--Interlake/Selkirk--Interlake,68,Oswald,3,36,107,2,34,0,182,334
Selkirk--Interlake/Selkirk--Interlake,69,Rosser,2,16,137,7,11,0,173,333
Selkirk--Interlake/Selkirk--Interlake,70A,Warren,1,33,96,6,48,1,185,337
Selkirk--Interlake/Selkirk--Interlake,70B,Warren,1,40,95,5,39,1,181,324
Selkirk--Interlake/Selkirk--Interlake,71,Teulon,1,32,139,7,38,3,220,317
Selkirk--Interlake/Selkirk--Interlake,72A,Teulon,1,42,140,4,41,0,228,413
Selkirk--Interlake/Selkirk--Interlake,72B,Teulon,0,36,113,3,50,0,202,384
Selkirk--Interlake/Selkirk--Interlake,73,Teulon,0,24,64,5,21,0,114,203
Selkirk--Interlake/Selkirk--Interlake,74,Teulon,0,8,39,0,16,1,64,97
Selkirk--Interlake/Selkirk--Interlake,75,Teulon,0,18,96,1,18,0,133,209
Selkirk--Interlake/Selkirk--Interlake,76,Gunton,1,25,121,8,44,2,201,303
Selkirk--Interlake/Selkirk--Interlake,77,Balmoral,0,35,101,3,42,0,181,274
Selkirk--Interlake/Selkirk--Interlake,78,Balmoral,7,27,100,5,38,2,179,367
Selkirk--Interlake/Selkirk--Interlake,79,Argyle,2,29,170,3,38,1,243,456
Selkirk--Interlake/Selkirk--Interlake,80,Lait,2,25,89,6,22,1,145,232
Selkirk--Interlake/Selkirk--Interlake,81,Stonewall,2,35,111,6,27,0,181,273
Selkirk--Interlake/Selkirk--Interlake,82A,Stonewall,0,55,103,6,30,0,194,293
Selkirk--Interlake/Selkirk--Interlake,82B,Stonewall,1,51,93,5,13,0,163,263
Selkirk--Interlake/Selkirk--Interlake,83,Stonewall,1,51,122,9,51,0,234,556
Selkirk--Interlake/Selkirk--Interlake,84A,Stonewall,2,35,70,1,25,1,134,228
Selkirk--Interlake/Selkirk--Interlake,84B,Stonewall,1,43,95,5,20,0,164,259
Selkirk--Interlake/Selkirk--Interlake,85,Stonewall,0,51,116,3,35,1,206,290
Selkirk--Interlake/Selkirk--Interlake,86,Stonewall,1,45,84,6,35,2,173,304
Selkirk--Interlake/Selkirk--Interlake,87,Stonewall,0,53,150,8,53,1,265,477
Selkirk--Interlake/Selkirk--Interlake,88,Stonewall,5,54,126,7,55,3,250,484
Selkirk--Interlake/Selkirk--Interlake,89,Stonewall,6,38,89,4,37,3,177,299
Selkirk--Interlake/Selkirk--Interlake,90,Stony Mountain,1,62,146,12,41,0,262,405
Selkirk--Interlake/Selkirk--Interlake,91,Stony Mountain,1,41,178,3,45,0,268,442
Selkirk--Interlake/Selkirk--Interlake,92,Stony Mountain,1,58,151,12,41,2,265,385
Selkirk--Interlake/Selkirk--Interlake,93A,Stony Mountain,0,44,70,2,43,0,159,313
Selkirk--Interlake/Selkirk--Interlake,93B,Stony Mountain,0,31,83,4,45,1,164,327
Selkirk--Interlake/Selkirk--Interlake,94,Grosse Isle,4,45,109,3,37,3,201,343
Selkirk--Interlake/Selkirk--Interlake,95A,Rosser,1,10,71,1,14,0,97,281
Selkirk--Interlake/Selkirk--Interlake,95B,Rosser,2,17,66,3,9,0,97,306
Selkirk--Interlake/Selkirk--Interlake,96A,Gordon,4,32,61,3,17,0,117,244
Selkirk--Interlake/Selkirk--Interlake,96B,Gordon,0,24,57,6,25,0,112,228
Selkirk--Interlake/Selkirk--Interlake,97,Ponemah,0,43,90,7,65,1,206,311
Selkirk--Interlake/Selkirk--Interlake,98A,Matlock,0,47,86,4,65,0,202,296
Selkirk--Interlake/Selkirk--Interlake,98B,Matlock,0,45,86,8,64,1,204,309
Selkirk--Interlake/Selkirk--Interlake,99,Netley,4,27,127,9,41,1,209,339
Selkirk--Interlake/Selkirk--Interlake,100,Petersfield,1,26,89,4,48,1,169,248
Selkirk--Interlake/Selkirk--Interlake,101A,Petersfield,0,39,78,4,47,1,169,271
Selkirk--Interlake/Selkirk--Interlake,101B,Petersfield,0,39,85,4,38,1,167,276
Selkirk--Interlake/Selkirk--Interlake,102A,Clandeboye,5,43,102,5,43,0,198,298
Selkirk--Interlake/Selkirk--Interlake,102B,Clandeboye,0,37,85,7,46,2,177,287
Selkirk--Interlake/Selkirk--Interlake,103,Dynevor,2,30,53,10,81,3,179,288
Selkirk--Interlake/Selkirk--Interlake,104,Little Britain,4,33,99,15,47,0,198,409
Selkirk--Interlake/Selkirk--Interlake,105,Little Britain,2,27,97,6,53,0,185,343
Selkirk--Interlake/Selkirk--Interlake,106,Rossdale,3,44,125,5,60,1,238,396
Selkirk--Interlake/Selkirk--Interlake,107,St. Andrews,0,45,81,10,44,3,183,316
Selkirk--Interlake/Selkirk--Interlake,108,St. Andrews,0,19,86,2,43,1,151,265
Selkirk--Interlake/Selkirk--Interlake,109,St. Andrews,3,60,125,12,62,3,265,443
Selkirk--Interlake/Selkirk--Interlake,110,St. Andrews,0,43,123,3,69,0,238,441
Selkirk--Interlake/Selkirk--Interlake,111,St. Andrews,1,50,121,8,95,0,275,500
Selkirk--Interlake/Selkirk--Interlake,112A,St. Andrews,0,35,68,5,39,0,147,239
Selkirk--Interlake/Selkirk--Interlake,112B,St. Andrews,2,20,74,4,35,1,136,244
Selkirk--Interlake/Selkirk--Interlake,113,St. Andrews,2,35,46,2,56,0,141,292
Selkirk--Interlake/Selkirk--Interlake,114,St. Andrews,1,69,98,3,79,0,250,393
Selkirk--Interlake/Selkirk--Interlake,115A,St. Andrews,0,54,49,8,39,0,150,238
Selkirk--Interlake/Selkirk--Interlake,115B,St. Andrews,3,33,73,5,38,1,153,250
Selkirk--Interlake/Selkirk--Interlake,116,St. Andrews,3,51,75,5,50,0,184,370
Selkirk--Interlake/Selkirk--Interlake,117,St. Andrews,0,59,134,9,51,0,253,391
Selkirk--Interlake/Selkirk--Interlake,118,St. Andrews,5,62,105,11,54,0,237,415
Selkirk--Interlake/Selkirk--Interlake,119,Selkirk,2,38,58,10,95,0,203,416
Selkirk--Interlake/Selkirk--Interlake,120,Selkirk,1,26,44,2,106,0,179,349
Selkirk--Interlake/Selkirk--Interlake,121,Selkirk,0,35,47,3,49,2,136,289
Selkirk--Interlake/Selkirk--Interlake,122,Selkirk,1,42,69,1,88,2,203,347
Selkirk--Interlake/Selkirk--Interlake,123,Selkirk,2,26,52,8,116,1,205,402
Selkirk--Interlake/Selkirk--Interlake,124,Selkirk,1,34,51,9,80,0,175,322
Selkirk--Interlake/Selkirk--Interlake,125,Selkirk,3,19,44,4,70,0,140,321
Selkirk--Interlake/Selkirk--Interlake,126,Selkirk,2,52,88,2,92,2,238,382
Selkirk--Interlake/Selkirk--Interlake,127,Selkirk,2,51,62,3,78,1,197,345
Selkirk--Interlake/Selkirk--Interlake,128,Selkirk,1,31,68,8,98,5,211,425
Selkirk--Interlake/Selkirk--Interlake,129,Selkirk,1,58,81,9,75,6,230,407
Selkirk--Interlake/Selkirk--Interlake,130,Selkirk,1,45,67,6,83,1,203,277
Selkirk--Interlake/Selkirk--Interlake,131,Selkirk,2,41,50,4,103,2,202,374
Selkirk--Interlake/Selkirk--Interlake,132,Selkirk,2,36,56,6,68,0,168,412
Selkirk--Interlake/Selkirk--Interlake,133,Selkirk,1,53,54,5,107,2,222,415
Selkirk--Interlake/Selkirk--Interlake,134,Selkirk,3,53,71,9,67,0,203,374
Selkirk--Interlake/Selkirk--Interlake,135,Selkirk,2,47,76,5,85,2,217,386
Selkirk--Interlake/Selkirk--Interlake,136,Selkirk,2,49,85,7,58,0,201,332
Selkirk--Interlake/Selkirk--Interlake,137A,Selkirk,1,38,63,0,41,1,144,260
Selkirk--Interlake/Selkirk--Interlake,137B,Selkirk,1,46,60,6,58,0,171,254
Selkirk--Interlake/Selkirk--Interlake,138A,Wanasing Beach,0,70,82,1,44,0,197,324
Selkirk--Interlake/Selkirk--Interlake,138B,Wanasing Beach,0,71,83,6,63,2,225,352
Selkirk--Interlake/Selkirk--Interlake,138C,Wanasing Beach,1,50,65,7,34,1,158,220
Selkirk--Interlake/Selkirk--Interlake,139,Wanasing Beach,Merged with No. 138B,,,,,,,1
Selkirk--Interlake/Selkirk--Interlake,140,Wanasing Beach,Void,,,,,,,
Selkirk--Interlake/Selkirk--Interlake,141,Brightstone,Merged with No. 138C,,,,,,,41
Selkirk--Interlake/Selkirk--Interlake,142A,Dynevor,0,48,53,2,39,1,143,296
Selkirk--Interlake/Selkirk--Interlake,142B,Dynevor,1,51,56,3,49,0,160,298
Selkirk--Interlake/Selkirk--Interlake,143,Thalberg,0,23,147,5,56,2,233,344
Selkirk--Interlake/Selkirk--Interlake,144,Brokenhead 4,0,66,4,0,20,0,90,314
Selkirk--Interlake/Selkirk--Interlake,145,Libau,4,34,77,5,69,1,190,349
Selkirk--Interlake/Selkirk--Interlake,146,Walkleyburg,0,34,78,6,57,0,175,392
Selkirk--Interlake/Selkirk--Interlake,147A,Selkirk,1,28,74,6,52,0,161,284
Selkirk--Interlake/Selkirk--Interlake,147B,Selkirk,0,27,73,6,59,0,165,274
Selkirk--Interlake/Selkirk--Interlake,148,East Selkirk,0,23,51,1,46,1,122,191
Selkirk--Interlake/Selkirk--Interlake,149,East Selkirk,1,20,42,4,59,1,127,200
Selkirk--Interlake/Selkirk--Interlake,150A,East Selkirk,0,24,66,2,25,0,117,271
Selkirk--Interlake/Selkirk--Interlake,150B,East Selkirk,0,22,57,6,37,0,122,255
Selkirk--Interlake/Selkirk--Interlake,151,Highland Glen,2,41,90,9,83,1,226,419
Selkirk--Interlake/Selkirk--Interlake,152A,Garson,0,45,64,7,55,1,172,294
Selkirk--Interlake/Selkirk--Interlake,152B,Garson,2,38,86,9,50,1,186,284
Selkirk--Interlake/Selkirk--Interlake,153,Lockport,2,29,85,7,43,0,166,342
Selkirk--Interlake/Selkirk--Interlake,154,Gonor,0,26,55,3,21,0,105,194
Selkirk--Interlake/Selkirk--Interlake,155A,Narol,2,32,56,0,41,0,131,241
Selkirk--Interlake/Selkirk--Interlake,155B,Narol,3,27,68,1,37,2,138,258
Selkirk--Interlake/Selkirk--Interlake,156,Gonor,4,28,63,2,42,1,140,225
Selkirk--Interlake/Selkirk--Interlake,157,Narol,2,52,80,5,43,0,182,352
Selkirk--Interlake/Selkirk--Interlake,158,Narol,2,54,116,6,51,0,229,440
Selkirk--Interlake/Selkirk--Interlake,159,Narol,5,36,102,4,45,1,193,333
Selkirk--Interlake/Selkirk--Interlake,160A,Pine Ridge,6,33,74,2,80,1,196,336
Selkirk--Interlake/Selkirk--Interlake,160B,Pine Ridge,2,44,74,6,74,1,201,371
Selkirk--Interlake/Selkirk--Interlake,161,Springfield,7,56,108,8,35,1,215,343
Selkirk--Interlake/Selkirk--Interlake,162,Cooks Creek,1,23,73,3,38,0,138,233
Selkirk--Interlake/Selkirk--Interlake,163,Cooks Creek,6,67,110,9,40,0,232,356
Selkirk--Interlake/Selkirk--Interlake,164A,Cooks Creek,1,43,79,7,40,0,170,249
Selkirk--Interlake/Selkirk--Interlake,164B,Cooks Creek,1,51,93,13,40,0,198,282
Selkirk--Interlake/Selkirk--Interlake,165A,Sapton,1,48,107,8,51,0,215,354
Selkirk--Interlake/Selkirk--Interlake,165B,Sapton,2,42,98,10,51,3,206,301
Selkirk--Interlake/Selkirk--Interlake,166,Brokenhead,1,12,60,5,30,0,108,183
Selkirk--Interlake/Selkirk--Interlake,167,Ladywood,3,20,102,1,39,1,166,295
Selkirk--Interlake/Selkirk--Interlake,168,Tyndall,3,30,86,4,42,0,165,248
Selkirk--Interlake/Selkirk--Interlake,169,Tyndall,10,62,121,9,74,2,278,475
Selkirk--Interlake/Selkirk--Interlake,170,Cromwell,5,30,142,10,61,2,250,419
Selkirk--Interlake/Selkirk--Interlake,171,Cloverleaf,3,55,169,5,69,2,303,491
Selkirk--Interlake/Selkirk--Interlake,172,St. Ouens,2,31,106,5,38,1,183,323
Selkirk--Interlake/Selkirk--Interlake,173,Beauséjour,1,21,32,5,28,0,87,179
Selkirk--Interlake/Selkirk--Interlake,174,Beauséjour,3,25,63,6,34,1,132,259
Selkirk--Interlake/Selkirk--Interlake,175,Beauséjour,6,44,94,6,74,5,229,372
Selkirk--Interlake/Selkirk--Interlake,176A,Beauséjour,1,18,49,7,27,1,103,323
Selkirk--Interlake/Selkirk--Interlake,176B,Beauséjour,2,18,56,4,44,1,125,353
Selkirk--Interlake/Selkirk--Interlake,177,Beauséjour,2,56,100,2,49,2,211,302
Selkirk--Interlake/Selkirk--Interlake,178,Beauséjour,3,55,87,3,39,0,187,304
Selkirk--Interlake/Selkirk--Interlake,179,Beauséjour,1,59,120,3,47,0,230,383
Selkirk--Interlake/Selkirk--Interlake,500,Mobile poll/Bureau itinérant,1,10,3,1,10,1,26,45
Selkirk--Interlake/Selkirk--Interlake,501,Mobile poll/Bureau itinérant,0,8,9,1,9,0,27,38
Selkirk--Interlake/Selkirk--Interlake,502,Mobile poll/Bureau itinérant,9,20,11,7,26,10,83,231
Selkirk--Interlake/Selkirk--Interlake,503,Mobile poll/Bureau itinérant,1,26,17,5,16,2,67,182
Selkirk--Interlake/Selkirk--Interlake,504,Mobile poll/Bureau itinérant,0,6,17,0,17,1,41,96
Selkirk--Interlake/Selkirk--Interlake,600,Gypsumville,0,17,17,0,1,0,35,
Selkirk--Interlake/Selkirk--Interlake,601,Peguis,0,5,12,1,22,0,40,
Selkirk--Interlake/Selkirk--Interlake,602,Arborg,1,23,61,4,61,0,150,
Selkirk--Interlake/Selkirk--Interlake,603,Eriksdale,0,13,48,1,7,0,69,
Selkirk--Interlake/Selkirk--Interlake,604,Gimli,0,105,211,2,104,0,422,
Selkirk--Interlake/Selkirk--Interlake,605,St. Laurent--Woodlands,2,25,53,2,6,0,88,
Selkirk--Interlake/Selkirk--Interlake,606,Teulon,0,23,98,4,40,0,165,
Selkirk--Interlake/Selkirk--Interlake,607,Rockwood--Rosser,2,69,255,7,59,0,392,
Selkirk--Interlake/Selkirk--Interlake,608,St. Andrew's,1,60,146,8,63,0,278,
Selkirk--Interlake/Selkirk--Interlake,609,Selkirk,2,58,134,2,101,0,297,
Selkirk--Interlake/Selkirk--Interlake,610,St. Clements,0,13,66,4,48,0,131,
Selkirk--Interlake/Selkirk--Interlake,611,Alexander--St. Clements,3,22,43,3,60,2,133,
Selkirk--Interlake/Selkirk--Interlake,612,Brokenhead--Springfield,3,52,160,8,87,3,313,
Selkirk--Interlake/Selkirk--Interlake,,Group 1/Groupe 1,0,24,22,1,12,2,61,138
Selkirk--Interlake/Selkirk--Interlake,,Group 2/Groupe 2,3,114,226,5,116,13,477,
