District,Poll Number,Poll Name,Paul DeVillers,Jen Hill,Mary Lou Kirby,Adrian Kooger,Peter Stock,Ian Woods,Rejected Ballots,Total Vote,Electors
Simcoe North/Simcoe-Nord,114,Oro-Medonte,104,40,18,3,144,2,2,313,458
Simcoe North/Simcoe-Nord,115,Oro-Medonte,101,37,19,7,110,0,0,274,402
Simcoe North/Simcoe-Nord,116A,Oro-Medonte,61,24,8,2,74,1,0,170,308
Simcoe North/Simcoe-Nord,116B,Oro-Medonte,62,21,8,1,98,0,0,190,316
Simcoe North/Simcoe-Nord,117,Oro-Medonte,130,27,16,3,119,0,1,296,444
Simcoe North/Simcoe-Nord,118,Oro-Medonte,115,38,5,4,118,1,0,281,359
Simcoe North/Simcoe-Nord,119,Oro-Medonte,92,19,23,4,152,1,1,292,406
Simcoe North/Simcoe-Nord,120,Oro-Medonte,52,12,14,5,89,1,3,176,256
Simcoe North/Simcoe-Nord,121,Oro-Medonte,163,15,25,0,103,0,0,306,478
Simcoe North/Simcoe-Nord,122,Oro-Medonte,165,36,39,0,119,0,1,360,589
Simcoe North/Simcoe-Nord,123A,Oro-Medonte,83,10,15,1,74,0,2,185,277
Simcoe North/Simcoe-Nord,123B,Oro-Medonte,114,11,9,0,109,0,0,243,375
Simcoe North/Simcoe-Nord,124,Oro-Medonte,Void,,,,,,,,
Simcoe North/Simcoe-Nord,125,Oro-Medonte,125,27,26,6,174,0,0,358,572
Simcoe North/Simcoe-Nord,126,Oro-Medonte,99,16,11,0,89,0,0,215,393
Simcoe North/Simcoe-Nord,127,Oro-Medonte,102,20,19,5,158,0,1,305,460
Simcoe North/Simcoe-Nord,128,Oro-Medonte,67,8,15,2,136,2,1,231,343
Simcoe North/Simcoe-Nord,129,Oro-Medonte,72,25,2,6,73,0,0,178,284
Simcoe North/Simcoe-Nord,130,Oro-Medonte,80,23,12,5,56,0,0,176,252
Simcoe North/Simcoe-Nord,131,Oro-Medonte,128,10,11,5,114,0,0,268,403
Simcoe North/Simcoe-Nord,132A,Oro-Medonte,45,10,10,2,86,0,0,153,299
Simcoe North/Simcoe-Nord,132B,Oro-Medonte,107,13,20,1,110,0,0,251,412
Simcoe North/Simcoe-Nord,133,Oro-Medonte,90,30,23,1,120,1,0,265,422
Simcoe North/Simcoe-Nord,134,Oro-Medonte,118,29,21,4,117,1,1,291,420
Simcoe North/Simcoe-Nord,135,Oro-Medonte,68,15,12,3,89,0,0,187,316
Simcoe North/Simcoe-Nord,136,Oro-Medonte,103,21,16,1,119,1,0,261,450
Simcoe North/Simcoe-Nord,137,Oro-Medonte,146,21,13,4,130,2,0,316,508
Simcoe North/Simcoe-Nord,138,Oro-Medonte,84,26,12,3,110,2,0,237,378
Simcoe North/Simcoe-Nord,139,Oro-Medonte,114,13,31,0,103,1,0,262,422
Simcoe North/Simcoe-Nord,140,Oro-Medonte,125,25,27,0,132,1,1,311,544
Simcoe North/Simcoe-Nord,141,Oro-Medonte,Void,,,,,,,,
Simcoe North/Simcoe-Nord,142,Oro-Medonte,83,17,15,1,92,1,1,210,381
Simcoe North/Simcoe-Nord,143,Orillia,135,43,14,6,86,1,0,285,554
Simcoe North/Simcoe-Nord,144,Orillia,76,25,5,1,72,0,1,180,275
Simcoe North/Simcoe-Nord,145,Orillia,74,19,7,1,35,0,0,136,329
Simcoe North/Simcoe-Nord,146,Orillia,111,20,11,3,100,1,2,248,451
Simcoe North/Simcoe-Nord,147,Orillia,126,17,18,2,113,1,0,277,531
Simcoe North/Simcoe-Nord,148,Orillia,100,16,10,1,57,0,0,184,339
Simcoe North/Simcoe-Nord,149,Orillia,168,27,11,5,134,1,1,347,549
Simcoe North/Simcoe-Nord,150,Orillia,113,8,17,0,57,1,1,197,284
Simcoe North/Simcoe-Nord,151,Orillia,89,33,17,2,74,0,0,215,429
Simcoe North/Simcoe-Nord,152,Orillia,109,14,12,1,58,0,0,194,302
Simcoe North/Simcoe-Nord,153,Orillia,65,23,4,1,49,0,1,143,322
Simcoe North/Simcoe-Nord,154,Orillia,71,33,15,2,65,1,1,188,338
Simcoe North/Simcoe-Nord,155,Orillia,57,22,17,2,52,0,3,153,296
Simcoe North/Simcoe-Nord,156,Orillia,57,32,22,0,48,2,3,164,373
Simcoe North/Simcoe-Nord,157,Orillia,60,39,6,2,44,0,0,151,336
Simcoe North/Simcoe-Nord,158,Orillia,102,20,12,4,89,2,1,230,421
Simcoe North/Simcoe-Nord,159,Orillia,91,44,15,1,94,0,0,245,486
Simcoe North/Simcoe-Nord,160,Orillia,65,29,10,4,75,1,3,187,384
Simcoe North/Simcoe-Nord,161,Orillia,50,32,17,5,50,2,1,157,403
Simcoe North/Simcoe-Nord,162,Orillia,26,25,5,1,44,1,0,102,242
Simcoe North/Simcoe-Nord,163,Orillia,78,37,9,7,115,2,2,250,501
Simcoe North/Simcoe-Nord,164,Orillia,86,33,16,0,82,1,1,219,421
Simcoe North/Simcoe-Nord,165,Orillia,89,33,6,3,86,0,0,217,379
Simcoe North/Simcoe-Nord,166,Orillia,64,28,19,4,54,0,0,169,382
Simcoe North/Simcoe-Nord,167,Orillia,81,26,15,1,78,1,1,203,372
Simcoe North/Simcoe-Nord,168,Orillia,55,42,26,1,64,2,1,191,394
Simcoe North/Simcoe-Nord,169,Orillia,88,41,11,3,61,3,3,210,420
Simcoe North/Simcoe-Nord,170,Orillia,105,28,16,3,120,0,1,273,475
Simcoe North/Simcoe-Nord,171,Orillia,123,53,24,2,125,0,1,328,538
Simcoe North/Simcoe-Nord,172,Orillia,93,23,13,2,89,3,2,225,372
Simcoe North/Simcoe-Nord,173,Orillia,99,23,9,1,93,0,2,227,462
Simcoe North/Simcoe-Nord,174,Orillia,79,34,12,6,47,0,1,179,346
Simcoe North/Simcoe-Nord,175,Orillia,64,24,8,4,82,2,1,185,333
Simcoe North/Simcoe-Nord,176,Orillia,122,15,14,0,103,1,1,256,428
Simcoe North/Simcoe-Nord,177,Orillia,82,32,18,7,71,0,3,213,406
Simcoe North/Simcoe-Nord,178,Orillia,101,43,23,3,77,0,1,248,430
Simcoe North/Simcoe-Nord,179,Orillia,126,29,20,1,90,2,9,277,402
Simcoe North/Simcoe-Nord,180,Orillia,91,35,20,0,42,0,0,188,320
Simcoe North/Simcoe-Nord,181,Orillia,84,23,28,0,51,0,2,188,398
Simcoe North/Simcoe-Nord,182,Orillia,37,34,13,2,51,0,0,137,455
Simcoe North/Simcoe-Nord,183,Orillia,48,29,21,3,45,0,0,146,418
Simcoe North/Simcoe-Nord,184,Orillia,57,23,12,7,57,0,0,156,275
Simcoe North/Simcoe-Nord,185,Orillia,125,9,7,0,96,0,4,241,413
Simcoe North/Simcoe-Nord,186,Orillia,50,26,12,3,49,0,0,140,255
Simcoe North/Simcoe-Nord,187,Orillia,140,17,18,6,108,1,4,294,442
Simcoe North/Simcoe-Nord,188,Orillia,111,14,13,0,84,1,4,227,392
Simcoe North/Simcoe-Nord,189,Orillia,74,29,12,4,57,1,0,177,395
Simcoe North/Simcoe-Nord,190,Orillia,69,24,12,0,74,0,2,181,345
Simcoe North/Simcoe-Nord,191,Orillia,43,25,6,4,38,0,1,117,206
Simcoe North/Simcoe-Nord,192,Orillia,46,37,3,1,50,0,0,137,357
Simcoe North/Simcoe-Nord,193,Orillia,54,31,4,1,58,2,1,151,342
Simcoe North/Simcoe-Nord,194,Orillia,66,35,17,1,84,0,0,203,550
Simcoe North/Simcoe-Nord,195,Orillia,48,46,6,4,73,1,1,179,389
Simcoe North/Simcoe-Nord,196,Orillia,87,19,16,2,79,0,0,203,368
Simcoe North/Simcoe-Nord,197,Orillia,72,38,13,6,85,0,4,218,388
Simcoe North/Simcoe-Nord,198,Orillia,89,16,11,3,62,1,0,182,332
Simcoe North/Simcoe-Nord,199,Ramara,102,24,15,0,122,0,0,263,404
Simcoe North/Simcoe-Nord,200,Ramara,118,39,32,1,71,1,1,263,433
Simcoe North/Simcoe-Nord,201,Ramara,80,56,14,4,20,1,2,177,405
Simcoe North/Simcoe-Nord,202,Ramara,91,23,13,5,87,0,0,219,369
Simcoe North/Simcoe-Nord,203,Ramara,75,22,8,2,77,1,0,185,367
Simcoe North/Simcoe-Nord,204,Ramara,26,22,2,3,78,0,0,131,245
Simcoe North/Simcoe-Nord,205,Ramara,70,21,12,7,91,0,1,202,334
Simcoe North/Simcoe-Nord,206,Ramara,65,19,10,10,60,0,0,164,274
Simcoe North/Simcoe-Nord,207,Ramara,105,37,21,18,106,2,1,290,390
Simcoe North/Simcoe-Nord,208,Ramara,98,14,10,4,100,0,0,226,358
Simcoe North/Simcoe-Nord,209,Ramara,97,22,23,5,123,0,1,271,403
Simcoe North/Simcoe-Nord,210,Ramara,91,27,12,6,77,1,0,214,376
Simcoe North/Simcoe-Nord,211,Ramara,144,15,7,0,170,0,0,336,483
Simcoe North/Simcoe-Nord,212,Ramara,106,21,12,3,53,0,0,195,374
Simcoe North/Simcoe-Nord,213,Ramara,177,11,15,2,155,2,1,363,540
Simcoe North/Simcoe-Nord,214,Ramara,112,23,18,1,132,0,0,286,496
Simcoe North/Simcoe-Nord,215,Ramara,60,14,10,9,81,0,1,175,291
Simcoe North/Simcoe-Nord,216,Ramara,Void,,,,,,,,
Simcoe North/Simcoe-Nord,217,Ramara,98,27,11,10,134,3,0,283,477
Simcoe North/Simcoe-Nord,500,Mobile poll/Bureau itinérant,23,4,5,1,28,2,1,64,105
Simcoe North/Simcoe-Nord,501,Mobile poll/Bureau itinérant,27,3,0,2,10,1,0,43,65
Simcoe North/Simcoe-Nord,600,Tiny,168,15,31,2,182,0,0,398,
Simcoe North/Simcoe-Nord,601,Penetanguishene,365,54,18,4,187,1,3,632,
Simcoe North/Simcoe-Nord,602,Midland,311,44,31,0,189,2,2,579,
Simcoe North/Simcoe-Nord,603,Midland,255,73,28,1,208,1,1,567,
Simcoe North/Simcoe-Nord,604,Tay,174,53,19,1,185,0,1,433,
Simcoe North/Simcoe-Nord,605,Severn,184,38,39,2,280,1,0,544,
Simcoe North/Simcoe-Nord,606,Oro-Medonte,110,26,16,0,153,0,1,306,
Simcoe North/Simcoe-Nord,607,Oro-Medonte,175,43,32,9,262,1,2,524,
Simcoe North/Simcoe-Nord,608,Orillia,319,98,45,19,402,2,4,889,
Simcoe North/Simcoe-Nord,609,Orillia,316,80,37,2,390,3,0,828,
Simcoe North/Simcoe-Nord,610,Ramara,144,56,18,4,185,0,1,408,
Simcoe North/Simcoe-Nord,,Group 1/Groupe 1,27,6,7,2,47,0,5,94,193
Simcoe North/Simcoe-Nord,,Group 2/Groupe 2,257,48,51,3,296,2,2,659,
