District,Poll Number,Poll Name,Patrick Cardinal,Maxime Côté,Peter Graham,Jeff Howard,Daniel Quinn,Francis Scarpaleggia,Rejected Ballots,Total Vote,Electors
Lac-Saint-Louis/Lac-Saint-Louis,21A,Pierrefonds,0,26,9,13,12,119,2,181,322
Lac-Saint-Louis/Lac-Saint-Louis,21B,Pierrefonds,1,20,10,13,5,128,1,178,331
Lac-Saint-Louis/Lac-Saint-Louis,22,Pierrefonds,5,41,23,41,14,150,1,275,469
Lac-Saint-Louis/Lac-Saint-Louis,23,Sainte-Geneviève,3,85,6,13,11,65,4,187,446
Lac-Saint-Louis/Lac-Saint-Louis,24,Sainte-Geneviève,3,60,8,13,14,76,3,177,474
Lac-Saint-Louis/Lac-Saint-Louis,25,Sainte-Geneviève,7,63,6,17,12,81,4,190,546
Lac-Saint-Louis/Lac-Saint-Louis,26,Sainte-Geneviève,6,83,10,9,10,79,2,199,544
Lac-Saint-Louis/Lac-Saint-Louis,27,Pierrefonds,3,44,8,22,15,114,2,208,423
Lac-Saint-Louis/Lac-Saint-Louis,28,Pierrefonds,6,31,14,28,24,156,2,261,405
Lac-Saint-Louis/Lac-Saint-Louis,29,Pierrefonds,3,42,10,17,11,98,0,181,329
Lac-Saint-Louis/Lac-Saint-Louis,30,Pierrefonds,4,49,8,25,14,134,5,239,424
Lac-Saint-Louis/Lac-Saint-Louis,31,Pierrefonds,5,32,8,36,15,175,0,271,548
Lac-Saint-Louis/Lac-Saint-Louis,32A,Pierrefonds,2,14,6,10,4,69,0,105,283
Lac-Saint-Louis/Lac-Saint-Louis,32B,Pierrefonds,0,17,6,12,7,65,0,107,268
Lac-Saint-Louis/Lac-Saint-Louis,33,Pierrefonds,3,32,9,23,14,172,3,256,466
Lac-Saint-Louis/Lac-Saint-Louis,34,Pierrefonds,3,16,4,13,4,86,2,128,239
Lac-Saint-Louis/Lac-Saint-Louis,35,Pierrefonds,0,23,5,30,14,157,1,230,396
Lac-Saint-Louis/Lac-Saint-Louis,36,Pierrefonds,6,52,6,25,9,165,1,264,449
Lac-Saint-Louis/Lac-Saint-Louis,37,Pierrefonds,5,33,16,24,14,149,1,242,377
Lac-Saint-Louis/Lac-Saint-Louis,38,Pierrefonds,10,48,6,32,15,139,1,251,421
Lac-Saint-Louis/Lac-Saint-Louis,39,Pierrefonds,2,39,4,25,12,168,0,250,418
Lac-Saint-Louis/Lac-Saint-Louis,40,Kirkland,1,28,11,39,14,224,0,317,561
Lac-Saint-Louis/Lac-Saint-Louis,41,Kirkland,2,23,11,22,11,212,4,285,540
Lac-Saint-Louis/Lac-Saint-Louis,42,Kirkland,2,23,8,50,18,166,1,268,442
Lac-Saint-Louis/Lac-Saint-Louis,43A,Kirkland,0,21,4,18,10,157,0,210,376
Lac-Saint-Louis/Lac-Saint-Louis,43B,Kirkland,6,13,1,20,12,165,2,219,407
Lac-Saint-Louis/Lac-Saint-Louis,44A,Kirkland,2,6,1,17,8,139,1,174,310
Lac-Saint-Louis/Lac-Saint-Louis,44B,Kirkland,2,9,2,24,6,136,2,181,319
Lac-Saint-Louis/Lac-Saint-Louis,45,Kirkland,1,16,5,16,15,136,2,191,392
Lac-Saint-Louis/Lac-Saint-Louis,46,Pointe-Claire,2,19,8,21,14,170,1,235,428
Lac-Saint-Louis/Lac-Saint-Louis,47,Pointe-Claire,5,13,10,27,26,163,2,246,476
Lac-Saint-Louis/Lac-Saint-Louis,48,Pointe-Claire,0,12,5,17,13,110,1,158,313
Lac-Saint-Louis/Lac-Saint-Louis,49,Pointe-Claire,3,3,14,32,27,193,0,272,427
Lac-Saint-Louis/Lac-Saint-Louis,50,Kirkland,2,2,2,8,5,53,0,72,120
Lac-Saint-Louis/Lac-Saint-Louis,51A,Kirkland,0,31,11,25,15,175,0,257,429
Lac-Saint-Louis/Lac-Saint-Louis,51B,Kirkland,0,11,5,28,6,159,0,209,340
Lac-Saint-Louis/Lac-Saint-Louis,52,Kirkland,6,32,15,40,19,204,2,318,506
Lac-Saint-Louis/Lac-Saint-Louis,53,Kirkland,5,15,6,29,20,226,1,302,477
Lac-Saint-Louis/Lac-Saint-Louis,54,Kirkland,4,12,10,28,17,168,1,240,421
Lac-Saint-Louis/Lac-Saint-Louis,55,Kirkland,3,11,6,27,13,185,2,247,426
Lac-Saint-Louis/Lac-Saint-Louis,56,Pointe-Claire,3,14,10,31,15,176,2,251,555
Lac-Saint-Louis/Lac-Saint-Louis,57,Pointe-Claire,1,11,9,40,19,152,1,233,472
Lac-Saint-Louis/Lac-Saint-Louis,58,Pointe-Claire,4,17,16,30,21,158,2,248,327
Lac-Saint-Louis/Lac-Saint-Louis,59A,Pointe-Claire,1,12,6,24,10,86,0,139,327
Lac-Saint-Louis/Lac-Saint-Louis,59B,Pointe-Claire,3,4,4,16,9,110,3,149,322
Lac-Saint-Louis/Lac-Saint-Louis,60,Pointe-Claire,6,8,7,20,19,77,1,138,384
Lac-Saint-Louis/Lac-Saint-Louis,61,Pointe-Claire,0,15,18,22,30,157,4,246,385
Lac-Saint-Louis/Lac-Saint-Louis,62,Pointe-Claire,2,14,23,23,29,169,2,262,390
Lac-Saint-Louis/Lac-Saint-Louis,63,Kirkland,2,19,18,26,21,159,2,247,410
Lac-Saint-Louis/Lac-Saint-Louis,64,Kirkland,2,28,13,34,8,162,1,248,478
Lac-Saint-Louis/Lac-Saint-Louis,65,Kirkland,2,27,8,14,19,166,3,239,401
Lac-Saint-Louis/Lac-Saint-Louis,66,Kirkland,3,27,9,15,5,155,2,216,320
Lac-Saint-Louis/Lac-Saint-Louis,67A,Kirkland,3,15,9,21,11,179,1,239,396
Lac-Saint-Louis/Lac-Saint-Louis,67B,Kirkland,3,13,4,24,9,174,0,227,356
Lac-Saint-Louis/Lac-Saint-Louis,68A,Kirkland,1,22,3,22,8,182,1,239,335
Lac-Saint-Louis/Lac-Saint-Louis,68B,Kirkland,2,17,9,17,15,160,2,222,354
Lac-Saint-Louis/Lac-Saint-Louis,69A,Kirkland,0,15,8,21,10,148,2,204,346
Lac-Saint-Louis/Lac-Saint-Louis,69B,Kirkland,3,15,4,19,10,135,1,187,331
Lac-Saint-Louis/Lac-Saint-Louis,70,Kirkland,5,24,10,21,23,159,2,244,405
Lac-Saint-Louis/Lac-Saint-Louis,71,Kirkland,3,32,10,25,14,155,4,243,409
Lac-Saint-Louis/Lac-Saint-Louis,72,Kirkland,1,23,5,21,15,149,0,214,401
Lac-Saint-Louis/Lac-Saint-Louis,73,Kirkland,3,14,10,34,19,151,0,231,443
Lac-Saint-Louis/Lac-Saint-Louis,74,Kirkland,5,21,12,30,20,185,6,279,450
Lac-Saint-Louis/Lac-Saint-Louis,75,Kirkland,5,28,14,27,15,165,1,255,414
Lac-Saint-Louis/Lac-Saint-Louis,76A,Kirkland,1,12,6,15,10,142,1,187,320
Lac-Saint-Louis/Lac-Saint-Louis,76B,Kirkland,1,6,9,20,5,115,0,156,296
Lac-Saint-Louis/Lac-Saint-Louis,77,Kirkland,3,25,13,36,18,218,1,314,531
Lac-Saint-Louis/Lac-Saint-Louis,78,Kirkland,0,20,10,27,16,248,0,321,555
Lac-Saint-Louis/Lac-Saint-Louis,79,Kirkland,1,13,10,39,23,210,1,297,462
Lac-Saint-Louis/Lac-Saint-Louis,80A,Kirkland,2,8,10,17,8,124,2,171,312
Lac-Saint-Louis/Lac-Saint-Louis,80B,Kirkland,3,5,9,14,9,122,0,162,281
Lac-Saint-Louis/Lac-Saint-Louis,81,Kirkland,5,12,10,41,10,149,1,228,427
Lac-Saint-Louis/Lac-Saint-Louis,82,Kirkland,0,10,13,45,21,227,1,317,505
Lac-Saint-Louis/Lac-Saint-Louis,83,Senneville,5,46,16,30,19,203,1,320,569
Lac-Saint-Louis/Lac-Saint-Louis,84,Sainte-Anne-de-Bellevue,1,42,10,21,29,171,0,274,526
Lac-Saint-Louis/Lac-Saint-Louis,85,Sainte-Anne-de-Bellevue,7,70,17,31,15,215,1,356,575
Lac-Saint-Louis/Lac-Saint-Louis,86,Baie-d'Urfé,4,13,18,41,18,204,1,299,480
Lac-Saint-Louis/Lac-Saint-Louis,87,Baie-d'Urfé,4,7,16,29,10,158,2,226,380
Lac-Saint-Louis/Lac-Saint-Louis,88,Baie-d'Urfé,4,20,18,35,9,190,1,277,471
Lac-Saint-Louis/Lac-Saint-Louis,89,Baie-d'Urfé,5,11,12,26,11,126,0,191,308
Lac-Saint-Louis/Lac-Saint-Louis,90,Baie-d'Urfé,5,6,27,40,26,185,4,293,494
Lac-Saint-Louis/Lac-Saint-Louis,91,Baie-d'Urfé,4,17,16,37,22,174,0,270,443
Lac-Saint-Louis/Lac-Saint-Louis,92,Baie-d'Urfé,4,24,19,30,31,125,3,236,381
Lac-Saint-Louis/Lac-Saint-Louis,93,Sainte-Anne-de-Bellevue,4,9,23,5,22,60,1,124,259
Lac-Saint-Louis/Lac-Saint-Louis,94,Sainte-Anne-de-Bellevue,2,28,16,12,21,96,1,176,312
Lac-Saint-Louis/Lac-Saint-Louis,95,Sainte-Anne-de-Bellevue,4,56,15,11,27,103,3,219,405
Lac-Saint-Louis/Lac-Saint-Louis,96,Sainte-Anne-de-Bellevue,7,61,14,21,23,91,3,220,325
Lac-Saint-Louis/Lac-Saint-Louis,97,Sainte-Anne-de-Bellevue,4,46,11,10,33,64,0,168,317
Lac-Saint-Louis/Lac-Saint-Louis,98,Sainte-Anne-de-Bellevue,4,68,26,35,31,131,1,296,561
Lac-Saint-Louis/Lac-Saint-Louis,99,Senneville,5,15,17,32,16,120,0,205,356
Lac-Saint-Louis/Lac-Saint-Louis,100,Beaconsfield,7,4,12,42,9,130,1,205,394
Lac-Saint-Louis/Lac-Saint-Louis,101A,Beaconsfield,2,10,11,27,15,126,1,192,309
Lac-Saint-Louis/Lac-Saint-Louis,101B,Beaconsfield,2,4,6,24,10,141,1,188,313
Lac-Saint-Louis/Lac-Saint-Louis,102,Beaconsfield,1,14,5,34,28,197,0,279,525
Lac-Saint-Louis/Lac-Saint-Louis,103,Beaconsfield,3,12,15,52,18,204,2,306,505
Lac-Saint-Louis/Lac-Saint-Louis,104,Beaconsfield,3,9,13,42,25,172,0,264,426
Lac-Saint-Louis/Lac-Saint-Louis,105,Beaconsfield,3,22,24,29,20,167,2,267,438
Lac-Saint-Louis/Lac-Saint-Louis,106,Beaconsfield,1,18,22,29,21,176,0,267,452
Lac-Saint-Louis/Lac-Saint-Louis,107,Beaconsfield,1,21,19,40,28,181,2,292,445
Lac-Saint-Louis/Lac-Saint-Louis,108,Beaconsfield,2,9,9,34,19,132,1,206,353
Lac-Saint-Louis/Lac-Saint-Louis,109,Beaconsfield,2,16,10,33,13,147,1,222,376
Lac-Saint-Louis/Lac-Saint-Louis,110,Beaconsfield,1,12,10,35,19,193,1,271,467
Lac-Saint-Louis/Lac-Saint-Louis,111,Beaconsfield,6,14,22,30,23,158,1,254,451
Lac-Saint-Louis/Lac-Saint-Louis,112,Beaconsfield,3,15,18,38,19,122,0,215,370
Lac-Saint-Louis/Lac-Saint-Louis,113,Beaconsfield,1,11,6,24,21,136,0,199,318
Lac-Saint-Louis/Lac-Saint-Louis,114,Beaconsfield,5,6,27,28,22,188,4,280,468
Lac-Saint-Louis/Lac-Saint-Louis,115,Beaconsfield,3,11,17,39,21,175,0,266,493
Lac-Saint-Louis/Lac-Saint-Louis,116,Beaconsfield,3,11,7,43,18,170,2,254,441
Lac-Saint-Louis/Lac-Saint-Louis,117A,Beaconsfield,3,9,8,28,15,145,2,210,349
Lac-Saint-Louis/Lac-Saint-Louis,117B,Beaconsfield,0,11,8,31,7,155,1,213,357
Lac-Saint-Louis/Lac-Saint-Louis,118,Beaconsfield,3,16,23,30,27,139,1,239,389
Lac-Saint-Louis/Lac-Saint-Louis,119,Beaconsfield,5,25,18,29,33,143,1,254,470
Lac-Saint-Louis/Lac-Saint-Louis,120,Beaconsfield,3,10,16,31,16,166,0,242,409
Lac-Saint-Louis/Lac-Saint-Louis,121,Beaconsfield,3,17,14,45,17,191,0,287,465
Lac-Saint-Louis/Lac-Saint-Louis,122,Beaconsfield,2,29,9,40,19,182,1,282,491
Lac-Saint-Louis/Lac-Saint-Louis,123,Beaconsfield,4,16,21,45,29,185,3,303,496
Lac-Saint-Louis/Lac-Saint-Louis,124,Beaconsfield,1,20,18,23,32,183,1,278,437
Lac-Saint-Louis/Lac-Saint-Louis,125,Pointe-Claire,2,56,19,19,30,114,1,241,394
Lac-Saint-Louis/Lac-Saint-Louis,126,Pointe-Claire,2,27,11,23,15,158,0,236,444
Lac-Saint-Louis/Lac-Saint-Louis,127,Pointe-Claire,3,39,16,24,27,209,4,322,468
Lac-Saint-Louis/Lac-Saint-Louis,128,Pointe-Claire,2,23,19,25,37,167,0,273,453
Lac-Saint-Louis/Lac-Saint-Louis,129,Pointe-Claire,4,19,14,41,30,158,2,268,454
Lac-Saint-Louis/Lac-Saint-Louis,130,Pointe-Claire,1,11,16,40,26,220,2,316,518
Lac-Saint-Louis/Lac-Saint-Louis,131,Pointe-Claire,3,16,19,31,34,184,0,287,465
Lac-Saint-Louis/Lac-Saint-Louis,132,Pointe-Claire,1,31,17,39,41,180,0,309,508
Lac-Saint-Louis/Lac-Saint-Louis,133,Pointe-Claire,8,75,7,11,24,130,3,258,425
Lac-Saint-Louis/Lac-Saint-Louis,134,Beaconsfield,2,38,11,25,35,160,0,271,426
Lac-Saint-Louis/Lac-Saint-Louis,135,Beaconsfield,5,21,21,40,19,183,0,289,473
Lac-Saint-Louis/Lac-Saint-Louis,136,Beaconsfield,3,12,16,51,4,166,1,253,463
Lac-Saint-Louis/Lac-Saint-Louis,137,Beaconsfield,0,26,9,25,16,187,2,265,444
Lac-Saint-Louis/Lac-Saint-Louis,138,Beaconsfield,4,11,20,33,18,170,0,256,443
Lac-Saint-Louis/Lac-Saint-Louis,139,Beaconsfield,1,7,20,25,28,165,2,248,414
Lac-Saint-Louis/Lac-Saint-Louis,140,Beaconsfield,2,19,12,43,10,154,2,242,426
Lac-Saint-Louis/Lac-Saint-Louis,141,Pointe-Claire,3,22,11,25,29,121,1,212,422
Lac-Saint-Louis/Lac-Saint-Louis,142,Pointe-Claire,5,22,10,30,21,154,0,242,505
Lac-Saint-Louis/Lac-Saint-Louis,143,Pointe-Claire,3,3,9,12,11,76,1,115,193
Lac-Saint-Louis/Lac-Saint-Louis,144A,Pointe-Claire,1,14,7,15,10,134,2,183,345
Lac-Saint-Louis/Lac-Saint-Louis,144B,Pointe-Claire,0,19,5,14,9,135,2,184,342
Lac-Saint-Louis/Lac-Saint-Louis,145A,Pointe-Claire,2,15,8,24,13,129,0,191,362
Lac-Saint-Louis/Lac-Saint-Louis,145B,Pointe-Claire,2,9,7,17,14,138,0,187,339
Lac-Saint-Louis/Lac-Saint-Louis,146,Pointe-Claire,4,19,5,15,21,112,1,177,332
Lac-Saint-Louis/Lac-Saint-Louis,147,Pointe-Claire,3,29,15,30,26,161,0,264,425
Lac-Saint-Louis/Lac-Saint-Louis,148,Pointe-Claire,2,8,16,37,26,192,0,281,470
Lac-Saint-Louis/Lac-Saint-Louis,149,Pointe-Claire,2,15,29,29,13,138,1,227,391
Lac-Saint-Louis/Lac-Saint-Louis,150,Pointe-Claire,6,17,24,42,21,147,0,257,425
Lac-Saint-Louis/Lac-Saint-Louis,151,Pointe-Claire,4,14,17,21,21,153,2,232,393
Lac-Saint-Louis/Lac-Saint-Louis,152,Pointe-Claire,2,11,30,39,30,161,2,275,427
Lac-Saint-Louis/Lac-Saint-Louis,153,Pointe-Claire,9,20,22,39,33,163,2,288,470
Lac-Saint-Louis/Lac-Saint-Louis,154,Pointe-Claire,6,17,26,24,32,172,0,277,439
Lac-Saint-Louis/Lac-Saint-Louis,155,Pointe-Claire,4,24,35,21,39,129,0,252,396
Lac-Saint-Louis/Lac-Saint-Louis,156,Pointe-Claire,2,17,16,18,26,130,3,212,442
Lac-Saint-Louis/Lac-Saint-Louis,157,Pointe-Claire,1,7,10,31,16,113,1,179,352
Lac-Saint-Louis/Lac-Saint-Louis,158,Pointe-Claire,3,15,19,16,18,141,1,213,360
Lac-Saint-Louis/Lac-Saint-Louis,159,Pointe-Claire,9,20,20,28,26,192,1,296,487
Lac-Saint-Louis/Lac-Saint-Louis,160,Pointe-Claire,2,8,2,22,15,172,4,225,419
Lac-Saint-Louis/Lac-Saint-Louis,161,Pointe-Claire,2,28,10,15,24,136,0,215,358
Lac-Saint-Louis/Lac-Saint-Louis,162,Pointe-Claire,2,25,13,35,32,169,0,276,484
Lac-Saint-Louis/Lac-Saint-Louis,163,Pointe-Claire,2,12,16,38,23,177,1,269,454
Lac-Saint-Louis/Lac-Saint-Louis,164,Pointe-Claire,1,16,12,30,18,151,1,229,374
Lac-Saint-Louis/Lac-Saint-Louis,165,Pointe-Claire,3,19,30,14,40,140,1,247,377
Lac-Saint-Louis/Lac-Saint-Louis,166,Pointe-Claire,4,33,33,28,37,146,2,283,471
Lac-Saint-Louis/Lac-Saint-Louis,167,Pointe-Claire,4,14,22,33,20,208,1,302,508
Lac-Saint-Louis/Lac-Saint-Louis,168,Pointe-Claire,0,3,6,7,9,40,0,65,106
Lac-Saint-Louis/Lac-Saint-Louis,169,Pointe-Claire,8,28,31,48,30,167,0,312,497
Lac-Saint-Louis/Lac-Saint-Louis,170,Pointe-Claire,2,13,11,30,10,99,1,166,361
Lac-Saint-Louis/Lac-Saint-Louis,171A,Pointe-Claire,0,11,3,14,8,106,1,143,286
Lac-Saint-Louis/Lac-Saint-Louis,171B,Pointe-Claire,0,12,5,18,5,112,0,152,309
Lac-Saint-Louis/Lac-Saint-Louis,172,Pointe-Claire,1,9,6,17,15,110,1,159,314
Lac-Saint-Louis/Lac-Saint-Louis,173,Pointe-Claire,2,45,23,25,29,175,1,300,500
Lac-Saint-Louis/Lac-Saint-Louis,400A,Sainte-Anne-de-Bellevue,3,12,1,3,3,41,1,64,172
Lac-Saint-Louis/Lac-Saint-Louis,400B,Sainte-Anne-de-Bellevue,1,5,1,12,2,30,1,52,172
Lac-Saint-Louis/Lac-Saint-Louis,400C,Sainte-Anne-de-Bellevue,3,6,2,8,7,54,0,80,144
Lac-Saint-Louis/Lac-Saint-Louis,500A,Mobile poll/Bureau itinérant,1,2,0,0,1,14,0,18,58
Lac-Saint-Louis/Lac-Saint-Louis,500B,Mobile poll/Bureau itinérant,1,2,2,9,1,25,2,42,57
Lac-Saint-Louis/Lac-Saint-Louis,501A,Mobile poll/Bureau itinérant,Merged with No. 500B,,,,,,,,42
Lac-Saint-Louis/Lac-Saint-Louis,501B,Mobile poll/Bureau itinérant,1,5,3,6,1,20,1,37,60
Lac-Saint-Louis/Lac-Saint-Louis,502A,Mobile poll/Bureau itinérant,0,3,2,7,1,30,1,44,95
Lac-Saint-Louis/Lac-Saint-Louis,502B,Mobile poll/Bureau itinérant,Merged with No. 500A,,,,,,,,17
Lac-Saint-Louis/Lac-Saint-Louis,600,Montréal,1,90,20,79,23,226,2,441,
Lac-Saint-Louis/Lac-Saint-Louis,601,Montréal,2,90,11,44,15,125,1,288,
Lac-Saint-Louis/Lac-Saint-Louis,602,Montréal,3,30,14,91,40,417,2,597,
Lac-Saint-Louis/Lac-Saint-Louis,603,Montréal,5,43,19,96,20,379,3,565,
Lac-Saint-Louis/Lac-Saint-Louis,604,Montréal,0,61,34,90,30,282,4,501,
Lac-Saint-Louis/Lac-Saint-Louis,605,Montréal,1,25,28,133,35,363,2,587,
Lac-Saint-Louis/Lac-Saint-Louis,606,Montréal,2,49,56,148,62,483,3,803,
Lac-Saint-Louis/Lac-Saint-Louis,607,Montréal,3,44,55,145,49,554,7,857,
Lac-Saint-Louis/Lac-Saint-Louis,608,Montréal,2,13,10,54,13,204,0,296,
Lac-Saint-Louis/Lac-Saint-Louis,,Group 1/Groupe 1,1,5,6,18,9,41,4,84,167
Lac-Saint-Louis/Lac-Saint-Louis,,Group 2/Groupe 2,3,44,44,155,73,462,13,794,
