District,Poll Number,Poll Name,Pierre J.C. Allard,Pierre Cayou Audette,Marie-Eve Bilodeau,Marcel Gagnon,Paul Giroux,Martial Toupin,Rejected Ballots,Total Vote,Electors
Saint-Maurice--Champlain/Saint-Maurice--Champlain,33,La Tuque,5,4,58,105,0,10,2,184,340
Saint-Maurice--Champlain/Saint-Maurice--Champlain,34,La Tuque,1,3,54,93,0,14,6,171,317
Saint-Maurice--Champlain/Saint-Maurice--Champlain,35,La Tuque,7,1,70,129,3,5,4,219,435
Saint-Maurice--Champlain/Saint-Maurice--Champlain,36,La Tuque,0,3,30,91,2,5,2,133,317
Saint-Maurice--Champlain/Saint-Maurice--Champlain,37,Hervey-Jonction,1,1,35,82,2,17,8,146,246
Saint-Maurice--Champlain/Saint-Maurice--Champlain,38,Notre-Dame-de-Montauban,1,5,27,90,8,6,2,139,222
Saint-Maurice--Champlain/Saint-Maurice--Champlain,39,Notre-Dame-de-Montauban,4,6,36,127,4,23,3,203,313
Saint-Maurice--Champlain/Saint-Maurice--Champlain,40,Notre-Dame-de-Montauban,1,0,9,42,3,1,0,56,134
Saint-Maurice--Champlain/Saint-Maurice--Champlain,41,Lac-aux-Sables,2,2,53,125,5,21,3,211,336
Saint-Maurice--Champlain/Saint-Maurice--Champlain,42,Lac-aux-Sables,5,4,83,224,4,33,0,353,551
Saint-Maurice--Champlain/Saint-Maurice--Champlain,43,Sainte-Thècle,3,1,62,159,2,32,1,260,432
Saint-Maurice--Champlain/Saint-Maurice--Champlain,44,Sainte-Thècle,4,1,74,118,1,24,2,224,368
Saint-Maurice--Champlain/Saint-Maurice--Champlain,45,Sainte-Thècle,3,2,81,168,2,22,8,286,436
Saint-Maurice--Champlain/Saint-Maurice--Champlain,46,Sainte-Thècle,3,3,36,103,0,11,4,160,282
Saint-Maurice--Champlain/Saint-Maurice--Champlain,47,Sainte-Thècle,7,3,71,206,2,34,8,331,572
Saint-Maurice--Champlain/Saint-Maurice--Champlain,48,Saint-Adelphe,8,9,84,117,2,26,6,252,427
Saint-Maurice--Champlain/Saint-Maurice--Champlain,49,Saint-Adelphe,3,3,107,102,1,21,6,243,365
Saint-Maurice--Champlain/Saint-Maurice--Champlain,50,Saint-Roch-de-Mékinac,0,1,43,78,1,5,5,133,278
Saint-Maurice--Champlain/Saint-Maurice--Champlain,51,Grandes-Piles,5,5,52,114,4,13,3,196,298
Saint-Maurice--Champlain/Saint-Maurice--Champlain,52,Saint-Tite,9,4,62,118,0,28,14,235,475
Saint-Maurice--Champlain/Saint-Maurice--Champlain,53,Saint-Tite,5,1,77,139,1,35,5,263,368
Saint-Maurice--Champlain/Saint-Maurice--Champlain,54,Saint-Tite,2,1,60,103,0,17,10,193,342
Saint-Maurice--Champlain/Saint-Maurice--Champlain,55,Saint-Tite,6,3,66,79,1,16,1,172,287
Saint-Maurice--Champlain/Saint-Maurice--Champlain,56,Saint-Tite,8,1,70,83,2,22,5,191,357
Saint-Maurice--Champlain/Saint-Maurice--Champlain,57,Saint-Tite,2,7,87,100,0,26,8,230,401
Saint-Maurice--Champlain/Saint-Maurice--Champlain,58,Saint-Tite,3,3,76,88,1,21,5,197,332
Saint-Maurice--Champlain/Saint-Maurice--Champlain,59,Saint-Tite,4,1,66,75,0,15,9,170,321
Saint-Maurice--Champlain/Saint-Maurice--Champlain,60,Saint-Tite,4,13,61,127,2,26,6,239,375
Saint-Maurice--Champlain/Saint-Maurice--Champlain,61,Hérouxville,0,1,38,60,3,18,5,125,229
Saint-Maurice--Champlain/Saint-Maurice--Champlain,62,Hérouxville,5,3,47,162,4,23,12,256,509
Saint-Maurice--Champlain/Saint-Maurice--Champlain,63,Hérouxville,3,4,56,111,1,23,6,204,331
Saint-Maurice--Champlain/Saint-Maurice--Champlain,64,Proulxville,6,5,66,68,1,27,9,182,297
Saint-Maurice--Champlain/Saint-Maurice--Champlain,65,Proulxville,5,2,93,117,2,29,13,261,424
Saint-Maurice--Champlain/Saint-Maurice--Champlain,66A,Saint-Jean-des-Piles,6,1,71,91,0,25,3,197,344
Saint-Maurice--Champlain/Saint-Maurice--Champlain,66B,Saint-Jean-des-Piles,4,5,69,68,2,13,7,168,269
Saint-Maurice--Champlain/Saint-Maurice--Champlain,67,Grand-Mère,5,4,62,151,2,27,7,258,485
Saint-Maurice--Champlain/Saint-Maurice--Champlain,68,Grand-Mère,8,5,48,110,1,25,3,200,399
Saint-Maurice--Champlain/Saint-Maurice--Champlain,69,Grand-Mère,11,7,81,187,3,22,8,319,537
Saint-Maurice--Champlain/Saint-Maurice--Champlain,70,Grand-Mère,10,8,90,164,2,27,7,308,523
Saint-Maurice--Champlain/Saint-Maurice--Champlain,71,Saint-Gérard-des-Laurentides,9,5,39,131,2,16,11,213,328
Saint-Maurice--Champlain/Saint-Maurice--Champlain,72,Saint-Gérard-des-Laurentides,5,7,60,136,2,23,10,243,446
Saint-Maurice--Champlain/Saint-Maurice--Champlain,73,Saint-Gérard-des-Laurentides,3,4,46,112,0,30,11,206,430
Saint-Maurice--Champlain/Saint-Maurice--Champlain,74,Shawinigan,11,6,102,215,4,44,21,403,620
Saint-Maurice--Champlain/Saint-Maurice--Champlain,75,Shawinigan,13,5,74,116,4,26,11,249,406
Saint-Maurice--Champlain/Saint-Maurice--Champlain,76,Saint-Gérard-des-Laurentides,9,6,65,157,3,22,15,277,489
Saint-Maurice--Champlain/Saint-Maurice--Champlain,77,Shawinigan,7,5,60,125,3,19,9,228,394
Saint-Maurice--Champlain/Saint-Maurice--Champlain,78,Shawinigan,4,3,82,144,5,13,5,256,383
Saint-Maurice--Champlain/Saint-Maurice--Champlain,79,Saint-Georges,15,4,63,151,3,24,7,267,491
Saint-Maurice--Champlain/Saint-Maurice--Champlain,80,Lac-à-la-Tortue,3,1,75,193,1,32,11,316,518
Saint-Maurice--Champlain/Saint-Maurice--Champlain,81,Lac-à-la-Tortue,2,2,38,96,2,24,3,167,417
Saint-Maurice--Champlain/Saint-Maurice--Champlain,82,Lac-à-la-Tortue,4,2,56,80,1,7,0,150,293
Saint-Maurice--Champlain/Saint-Maurice--Champlain,83,Saint-Georges,5,6,47,131,3,15,0,207,461
Saint-Maurice--Champlain/Saint-Maurice--Champlain,84,Saint-Georges,6,4,51,144,3,19,14,241,434
Saint-Maurice--Champlain/Saint-Maurice--Champlain,85,Saint-Georges,3,2,47,121,1,19,10,203,318
Saint-Maurice--Champlain/Saint-Maurice--Champlain,86,Saint-Georges,2,2,37,117,1,8,4,171,318
Saint-Maurice--Champlain/Saint-Maurice--Champlain,87,Grand-Mère,11,3,56,142,4,15,6,237,450
Saint-Maurice--Champlain/Saint-Maurice--Champlain,88,Saint-Georges,0,0,64,127,7,17,1,216,421
Saint-Maurice--Champlain/Saint-Maurice--Champlain,89,Saint-Georges,6,3,51,148,4,17,5,234,465
Saint-Maurice--Champlain/Saint-Maurice--Champlain,90,Lac-à-la-Tortue,5,1,36,119,2,12,5,180,447
Saint-Maurice--Champlain/Saint-Maurice--Champlain,91,Lac-à-la-Tortue,2,3,34,70,2,12,3,126,251
Saint-Maurice--Champlain/Saint-Maurice--Champlain,92,Lac-à-la-Tortue,6,2,41,126,2,12,5,194,485
Saint-Maurice--Champlain/Saint-Maurice--Champlain,93,Grand-Mère,8,0,43,82,0,7,5,145,299
Saint-Maurice--Champlain/Saint-Maurice--Champlain,94,Grand-Mère,6,2,31,88,1,11,4,143,295
Saint-Maurice--Champlain/Saint-Maurice--Champlain,95,Grand-Mère,5,6,38,97,2,7,9,164,317
Saint-Maurice--Champlain/Saint-Maurice--Champlain,96,Grand-Mère,10,2,69,126,1,12,3,223,387
Saint-Maurice--Champlain/Saint-Maurice--Champlain,97,Grand-Mère,5,7,51,134,1,14,3,215,430
Saint-Maurice--Champlain/Saint-Maurice--Champlain,98,Grand-Mère,3,1,51,74,2,19,3,153,433
Saint-Maurice--Champlain/Saint-Maurice--Champlain,99,Grand-Mère,1,1,36,66,4,13,4,125,397
Saint-Maurice--Champlain/Saint-Maurice--Champlain,100,Grand-Mère,2,2,59,100,1,17,7,188,427
Saint-Maurice--Champlain/Saint-Maurice--Champlain,101,Grand-Mère,7,0,42,80,6,7,4,146,349
Saint-Maurice--Champlain/Saint-Maurice--Champlain,102,Grand-Mère,10,3,80,94,2,10,4,203,426
Saint-Maurice--Champlain/Saint-Maurice--Champlain,103,Grand-Mère,0,6,62,104,2,10,9,193,361
Saint-Maurice--Champlain/Saint-Maurice--Champlain,104,Grand-Mère,2,3,52,81,4,13,4,159,310
Saint-Maurice--Champlain/Saint-Maurice--Champlain,105,Grand-Mère,5,2,45,64,1,11,5,133,302
Saint-Maurice--Champlain/Saint-Maurice--Champlain,106,Grand-Mère,3,4,85,137,0,21,4,254,446
Saint-Maurice--Champlain/Saint-Maurice--Champlain,107,Grand-Mère,10,4,66,94,1,11,4,190,317
Saint-Maurice--Champlain/Saint-Maurice--Champlain,108,Grand-Mère,4,4,72,123,3,21,6,233,442
Saint-Maurice--Champlain/Saint-Maurice--Champlain,109,Grand-Mère,6,5,60,129,3,20,5,228,382
Saint-Maurice--Champlain/Saint-Maurice--Champlain,110,Grand-Mère,5,1,71,114,2,7,7,207,366
Saint-Maurice--Champlain/Saint-Maurice--Champlain,111,Grand-Mère,5,3,71,92,1,8,7,187,380
Saint-Maurice--Champlain/Saint-Maurice--Champlain,112,Grand-Mère,3,4,50,93,1,12,5,168,372
Saint-Maurice--Champlain/Saint-Maurice--Champlain,113,Grand-Mère,7,3,59,129,8,14,10,230,470
Saint-Maurice--Champlain/Saint-Maurice--Champlain,114,Grand-Mère,4,2,68,118,4,8,2,206,459
Saint-Maurice--Champlain/Saint-Maurice--Champlain,115,Grand-Mère,4,0,50,80,4,5,4,147,296
Saint-Maurice--Champlain/Saint-Maurice--Champlain,116,Shawinigan,8,2,56,176,1,19,6,268,437
Saint-Maurice--Champlain/Saint-Maurice--Champlain,117,Shawinigan,5,3,50,151,7,17,4,237,489
Saint-Maurice--Champlain/Saint-Maurice--Champlain,118,Shawinigan,8,2,48,127,1,28,9,223,413
Saint-Maurice--Champlain/Saint-Maurice--Champlain,119,Shawinigan,9,4,59,136,3,21,12,244,367
Saint-Maurice--Champlain/Saint-Maurice--Champlain,120,Shawinigan,6,4,63,94,1,10,10,188,345
Saint-Maurice--Champlain/Saint-Maurice--Champlain,121,Shawinigan,1,4,95,107,1,14,9,231,520
Saint-Maurice--Champlain/Saint-Maurice--Champlain,122,Shawinigan,2,2,52,88,2,17,7,170,312
Saint-Maurice--Champlain/Saint-Maurice--Champlain,123,Shawinigan,6,2,50,155,2,21,8,244,396
Saint-Maurice--Champlain/Saint-Maurice--Champlain,124,Shawinigan,7,0,67,91,1,10,9,185,347
Saint-Maurice--Champlain/Saint-Maurice--Champlain,125,Shawinigan,2,4,46,93,2,10,5,162,350
Saint-Maurice--Champlain/Saint-Maurice--Champlain,126,Shawinigan,7,7,58,101,0,14,5,192,360
Saint-Maurice--Champlain/Saint-Maurice--Champlain,127,Shawinigan,3,6,78,142,2,7,12,250,413
Saint-Maurice--Champlain/Saint-Maurice--Champlain,128,Shawinigan,1,1,50,104,4,12,5,177,339
Saint-Maurice--Champlain/Saint-Maurice--Champlain,129,Shawinigan,2,2,43,73,3,21,6,150,303
Saint-Maurice--Champlain/Saint-Maurice--Champlain,130,Shawinigan,7,1,64,109,1,10,4,196,437
Saint-Maurice--Champlain/Saint-Maurice--Champlain,131,Shawinigan,9,4,28,72,2,8,8,131,320
Saint-Maurice--Champlain/Saint-Maurice--Champlain,132,Shawinigan,4,3,37,82,2,13,5,146,291
Saint-Maurice--Champlain/Saint-Maurice--Champlain,133,Shawinigan,9,3,48,83,1,16,9,169,398
Saint-Maurice--Champlain/Saint-Maurice--Champlain,134,Shawinigan,4,2,43,82,0,13,1,145,344
Saint-Maurice--Champlain/Saint-Maurice--Champlain,135,Shawinigan,2,5,52,89,4,10,5,167,378
Saint-Maurice--Champlain/Saint-Maurice--Champlain,136,Shawinigan,7,2,53,72,3,16,6,159,398
Saint-Maurice--Champlain/Saint-Maurice--Champlain,137,Shawinigan,1,0,50,84,2,18,10,165,404
Saint-Maurice--Champlain/Saint-Maurice--Champlain,138,Shawinigan,5,5,55,84,3,15,5,172,259
Saint-Maurice--Champlain/Saint-Maurice--Champlain,139,Shawinigan,2,3,76,90,1,17,7,196,433
Saint-Maurice--Champlain/Saint-Maurice--Champlain,140,Shawinigan,0,1,59,85,2,12,5,164,381
Saint-Maurice--Champlain/Saint-Maurice--Champlain,141,Shawinigan,0,2,47,89,5,9,8,160,354
Saint-Maurice--Champlain/Saint-Maurice--Champlain,142,Shawinigan,2,1,51,70,2,6,2,134,223
Saint-Maurice--Champlain/Saint-Maurice--Champlain,143,Shawinigan,3,1,50,87,0,11,7,159,402
Saint-Maurice--Champlain/Saint-Maurice--Champlain,144,Shawinigan,6,6,71,95,4,16,3,201,392
Saint-Maurice--Champlain/Saint-Maurice--Champlain,145,Shawinigan,3,6,53,76,5,12,5,160,327
Saint-Maurice--Champlain/Saint-Maurice--Champlain,146,Shawinigan,5,1,81,111,7,10,14,229,449
Saint-Maurice--Champlain/Saint-Maurice--Champlain,147,Shawinigan,5,3,90,105,4,11,6,224,441
Saint-Maurice--Champlain/Saint-Maurice--Champlain,148,Shawinigan,2,5,51,85,3,5,8,159,342
Saint-Maurice--Champlain/Saint-Maurice--Champlain,149,Shawinigan,2,6,53,103,4,12,9,189,344
Saint-Maurice--Champlain/Saint-Maurice--Champlain,150,Shawinigan-Sud,9,9,89,180,6,27,13,333,517
Saint-Maurice--Champlain/Saint-Maurice--Champlain,151,Shawinigan-Sud,7,12,67,117,1,25,6,235,430
Saint-Maurice--Champlain/Saint-Maurice--Champlain,152,Shawinigan-Sud,4,7,44,110,0,24,11,200,372
Saint-Maurice--Champlain/Saint-Maurice--Champlain,153,Shawinigan-Sud,6,6,84,153,6,34,11,300,504
Saint-Maurice--Champlain/Saint-Maurice--Champlain,154,Shawinigan-Sud,5,0,63,114,0,17,5,204,353
Saint-Maurice--Champlain/Saint-Maurice--Champlain,155,Shawinigan-Sud,3,3,61,102,4,13,3,189,323
Saint-Maurice--Champlain/Saint-Maurice--Champlain,156,Shawinigan-Sud,8,1,97,125,2,17,9,259,431
Saint-Maurice--Champlain/Saint-Maurice--Champlain,157,Shawinigan-Sud,8,1,61,85,1,17,5,178,299
Saint-Maurice--Champlain/Saint-Maurice--Champlain,158,Shawinigan-Sud,4,4,62,72,1,9,8,160,290
Saint-Maurice--Champlain/Saint-Maurice--Champlain,159,Shawinigan-Sud,1,1,56,80,7,13,7,165,303
Saint-Maurice--Champlain/Saint-Maurice--Champlain,160,Shawinigan-Sud,6,3,32,68,2,14,7,132,326
Saint-Maurice--Champlain/Saint-Maurice--Champlain,161,Shawinigan-Sud,3,1,52,46,1,6,3,112,235
Saint-Maurice--Champlain/Saint-Maurice--Champlain,162,Shawinigan-Sud,4,5,33,84,1,12,6,145,319
Saint-Maurice--Champlain/Saint-Maurice--Champlain,163,Shawinigan-Sud,4,4,24,98,0,12,6,148,377
Saint-Maurice--Champlain/Saint-Maurice--Champlain,164,Shawinigan-Sud,3,4,71,85,4,14,9,190,391
Saint-Maurice--Champlain/Saint-Maurice--Champlain,165,Shawinigan-Sud,10,4,81,127,2,18,6,248,428
Saint-Maurice--Champlain/Saint-Maurice--Champlain,166,Shawinigan-Sud,3,6,92,99,3,16,5,224,417
Saint-Maurice--Champlain/Saint-Maurice--Champlain,167,Shawinigan-Sud,6,6,75,125,0,23,9,244,389
Saint-Maurice--Champlain/Saint-Maurice--Champlain,168,Shawinigan-Sud,12,10,97,153,2,30,19,323,568
Saint-Maurice--Champlain/Saint-Maurice--Champlain,169,Shawinigan-Sud,9,9,108,162,4,24,12,328,542
Saint-Maurice--Champlain/Saint-Maurice--Champlain,170,Shawinigan-Sud,11,6,62,124,0,17,7,227,361
Saint-Maurice--Champlain/Saint-Maurice--Champlain,171,Shawinigan-Sud,1,2,64,96,0,20,0,183,385
Saint-Maurice--Champlain/Saint-Maurice--Champlain,172,Shawinigan-Sud,7,3,83,131,5,12,7,248,383
Saint-Maurice--Champlain/Saint-Maurice--Champlain,173,Shawinigan-Sud,6,4,45,87,2,13,9,166,258
Saint-Maurice--Champlain/Saint-Maurice--Champlain,174,Shawinigan-Sud,3,5,47,130,0,19,4,208,365
Saint-Maurice--Champlain/Saint-Maurice--Champlain,175,Notre-Dame-du-Mont-Carmel,4,4,59,125,6,25,6,229,431
Saint-Maurice--Champlain/Saint-Maurice--Champlain,176,Notre-Dame-du-Mont-Carmel,4,2,36,125,1,30,9,207,420
Saint-Maurice--Champlain/Saint-Maurice--Champlain,177,Notre-Dame-du-Mont-Carmel,7,5,62,136,3,21,12,246,477
Saint-Maurice--Champlain/Saint-Maurice--Champlain,178,Notre-Dame-du-Mont-Carmel,8,5,51,140,6,25,16,251,468
Saint-Maurice--Champlain/Saint-Maurice--Champlain,179,Notre-Dame-du-Mont-Carmel,6,4,34,125,3,22,7,201,362
Saint-Maurice--Champlain/Saint-Maurice--Champlain,180,Notre-Dame-du-Mont-Carmel,9,10,51,150,10,21,5,256,467
Saint-Maurice--Champlain/Saint-Maurice--Champlain,181,Notre-Dame-du-Mont-Carmel,8,7,39,107,1,13,3,178,337
Saint-Maurice--Champlain/Saint-Maurice--Champlain,182,Notre-Dame-du-Mont-Carmel,5,1,26,85,11,3,5,136,284
Saint-Maurice--Champlain/Saint-Maurice--Champlain,183,Notre-Dame-du-Mont-Carmel,3,7,41,125,3,15,10,204,397
Saint-Maurice--Champlain/Saint-Maurice--Champlain,184,Notre-Dame-du-Mont-Carmel,3,4,16,93,2,26,6,150,333
Saint-Maurice--Champlain/Saint-Maurice--Champlain,185,Saint-Maurice,8,6,36,134,2,55,5,246,439
Saint-Maurice--Champlain/Saint-Maurice--Champlain,186,Saint-Maurice,8,7,60,174,8,75,11,343,533
Saint-Maurice--Champlain/Saint-Maurice--Champlain,187,Saint-Maurice,3,2,77,136,0,42,6,266,389
Saint-Maurice--Champlain/Saint-Maurice--Champlain,188,Saint-Maurice,4,8,39,130,2,35,12,230,404
Saint-Maurice--Champlain/Saint-Maurice--Champlain,189,Saint-Stanislas,5,2,40,111,2,23,4,187,302
Saint-Maurice--Champlain/Saint-Maurice--Champlain,190,Saint-Stanislas,4,2,74,71,2,27,10,190,301
Saint-Maurice--Champlain/Saint-Maurice--Champlain,191,Saint-Prosper,10,3,88,170,4,40,2,317,462
Saint-Maurice--Champlain/Saint-Maurice--Champlain,192,Sainte-Anne-de-la-Pérade,2,4,55,114,3,34,3,215,354
Saint-Maurice--Champlain/Saint-Maurice--Champlain,193,Sainte-Anne-de-la-Pérade,4,6,70,104,2,19,5,210,351
Saint-Maurice--Champlain/Saint-Maurice--Champlain,194,Sainte-Anne-de-la-Pérade,4,9,72,81,1,23,2,192,316
Saint-Maurice--Champlain/Saint-Maurice--Champlain,195,Sainte-Anne-de-la-Pérade,9,5,48,118,4,14,4,202,348
Saint-Maurice--Champlain/Saint-Maurice--Champlain,196,Sainte-Anne-de-la-Pérade,2,7,83,117,6,22,3,240,401
Saint-Maurice--Champlain/Saint-Maurice--Champlain,197,Batiscan,8,14,73,144,3,18,8,268,450
Saint-Maurice--Champlain/Saint-Maurice--Champlain,198,Sainte-Geneviève-de-Batiscan,7,6,82,183,6,41,6,331,590
Saint-Maurice--Champlain/Saint-Maurice--Champlain,199,Saint-Stanislas,9,4,66,109,1,21,2,212,326
Saint-Maurice--Champlain/Saint-Maurice--Champlain,200,Saint-Narcisse,8,6,61,147,4,12,5,243,381
Saint-Maurice--Champlain/Saint-Maurice--Champlain,201,Saint-Narcisse,1,2,35,95,4,24,3,164,311
Saint-Maurice--Champlain/Saint-Maurice--Champlain,202,Saint-Narcisse,1,6,78,131,2,41,8,267,395
Saint-Maurice--Champlain/Saint-Maurice--Champlain,203,Saint-Narcisse,2,3,75,120,3,33,8,244,346
Saint-Maurice--Champlain/Saint-Maurice--Champlain,204,Sainte-Geneviève-de-Batiscan,7,6,37,105,1,19,3,178,300
Saint-Maurice--Champlain/Saint-Maurice--Champlain,205,Batiscan,11,6,50,135,4,14,4,224,353
Saint-Maurice--Champlain/Saint-Maurice--Champlain,206,Champlain,6,11,93,130,3,24,7,274,428
Saint-Maurice--Champlain/Saint-Maurice--Champlain,207,Champlain,5,7,83,147,0,10,10,262,392
Saint-Maurice--Champlain/Saint-Maurice--Champlain,208,Saint-Luc,2,2,23,84,2,19,0,132,204
Saint-Maurice--Champlain/Saint-Maurice--Champlain,209,Saint-Luc,5,1,27,81,3,31,4,152,260
Saint-Maurice--Champlain/Saint-Maurice--Champlain,210,Champlain,15,7,83,161,5,22,6,299,507
Saint-Maurice--Champlain/Saint-Maurice--Champlain,400,Shawinigan,5,0,107,56,0,7,2,177,228
Saint-Maurice--Champlain/Saint-Maurice--Champlain,500,Mobile poll/Bureau itinérant,0,2,38,17,2,3,2,64,149
Saint-Maurice--Champlain/Saint-Maurice--Champlain,501,Mobile poll/Bureau itinérant,0,0,9,10,0,2,0,21,53
Saint-Maurice--Champlain/Saint-Maurice--Champlain,502,Mobile poll/Bureau itinérant,1,0,3,4,0,4,1,13,40
Saint-Maurice--Champlain/Saint-Maurice--Champlain,600,Parent,0,2,4,13,0,1,0,20,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,601,La Tuque,4,0,47,82,1,21,3,158,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,602,La Tuque,3,7,234,308,4,34,9,599,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,603,Sainte-Thècle,2,4,74,130,0,12,3,225,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,604,Saint-Tite,5,2,134,139,2,40,6,328,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,605,Saint-Georges-de-Champlain,10,2,128,199,0,35,6,380,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,606,Grand-Mère,7,2,86,103,2,27,4,231,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,607,Grand-Mère,7,2,117,114,1,27,9,277,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,608,Grand-Mère,1,1,77,126,0,28,4,237,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,609,Shawinigan-Sud,8,2,81,129,2,33,12,267,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,610,Shawinigan-Sud,5,5,135,154,0,35,12,346,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,611,Notre-Dame-du-Mont-Carmel,3,0,40,98,0,10,3,154,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,612,Batiscan,6,4,71,104,2,24,2,213,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,613,Shawinigan-Sud,5,3,80,152,2,28,9,279,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,614,Saint-Narcisse,3,1,31,98,0,29,2,164,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,615,Radisson,6,3,124,197,2,46,9,387,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,616,Shawinigan,4,4,111,130,6,24,0,279,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,617,Shawinigan,3,1,139,207,3,34,16,403,
Saint-Maurice--Champlain/Saint-Maurice--Champlain,,Group 1/Groupe 1,6,4,58,49,5,30,6,158,353
Saint-Maurice--Champlain/Saint-Maurice--Champlain,,Group 2/Groupe 2,17,5,339,628,3,61,29,1082,
