District,Poll Number,Poll Name,Shawn McKee,Kelsey Pearson,Del Price,Gerry Ritz,Diane Stephan,Rejected Ballots,Total Vote,Electors
Battlefords--Lloydminster/Battlefords--Lloydminster,79,Lashburn,23,9,12,110,0,0,154,207
Battlefords--Lloydminster/Battlefords--Lloydminster,80,Lone Rock,25,3,15,105,0,0,148,248
Battlefords--Lloydminster/Battlefords--Lloydminster,81A,Lashburn,46,5,26,99,3,0,179,406
Battlefords--Lloydminster/Battlefords--Lloydminster,81B,Lashburn,32,5,23,102,1,0,163,325
Battlefords--Lloydminster/Battlefords--Lloydminster,82,Paynton,36,4,26,100,2,1,169,414
Battlefords--Lloydminster/Battlefords--Lloydminster,83,Little Pine and Lucky Man 116,32,1,56,2,1,1,93,261
Battlefords--Lloydminster/Battlefords--Lloydminster,84,Poundmaker,9,0,16,3,0,0,28,163
Battlefords--Lloydminster/Battlefords--Lloydminster,85,Cut Knife,10,1,7,64,0,1,83,139
Battlefords--Lloydminster/Battlefords--Lloydminster,86,Gallivan,9,1,9,56,3,0,78,147
Battlefords--Lloydminster/Battlefords--Lloydminster,87,Cut Knife,55,8,44,141,1,1,250,565
Battlefords--Lloydminster/Battlefords--Lloydminster,88,Sweet Grass,59,2,42,3,0,0,106,357
Battlefords--Lloydminster/Battlefords--Lloydminster,89,Delmas,27,4,25,108,1,0,165,271
Battlefords--Lloydminster/Battlefords--Lloydminster,90,Prongua,34,4,24,103,1,0,166,263
Battlefords--Lloydminster/Battlefords--Lloydminster,91,Garden Prairie,42,6,10,87,5,0,150,245
Battlefords--Lloydminster/Battlefords--Lloydminster,92,Battleford,24,3,8,53,2,0,90,205
Battlefords--Lloydminster/Battlefords--Lloydminster,93,Battleford,27,2,35,115,1,0,180,280
Battlefords--Lloydminster/Battlefords--Lloydminster,94A,Battleford,25,4,17,50,1,0,97,501
Battlefords--Lloydminster/Battlefords--Lloydminster,94B,Battleford,39,3,28,63,1,0,134,497
Battlefords--Lloydminster/Battlefords--Lloydminster,95,Battleford,30,7,16,52,2,1,108,187
Battlefords--Lloydminster/Battlefords--Lloydminster,96,Battleford,60,5,25,85,2,0,177,289
Battlefords--Lloydminster/Battlefords--Lloydminster,97,Battleford,57,9,26,85,2,0,179,313
Battlefords--Lloydminster/Battlefords--Lloydminster,98,Battleford,56,4,19,77,3,0,159,287
Battlefords--Lloydminster/Battlefords--Lloydminster,99,Battleford,46,6,17,89,1,0,159,291
Battlefords--Lloydminster/Battlefords--Lloydminster,100,Marsden,31,13,24,141,1,0,210,358
Battlefords--Lloydminster/Battlefords--Lloydminster,101,Marsden,21,2,2,78,2,0,105,149
Battlefords--Lloydminster/Battlefords--Lloydminster,102,Neilburg,36,8,17,113,3,1,178,311
Battlefords--Lloydminster/Battlefords--Lloydminster,103,Freemont,33,3,27,141,1,0,205,353
Battlefords--Lloydminster/Battlefords--Lloydminster,104,Senlac,17,2,10,94,1,1,125,195
Battlefords--Lloydminster/Battlefords--Lloydminster,105,Unity,9,4,25,104,0,0,142,260
Battlefords--Lloydminster/Battlefords--Lloydminster,106,Unity,13,4,29,71,2,0,119,214
Battlefords--Lloydminster/Battlefords--Lloydminster,107A,Unity,19,5,25,98,1,1,149,380
Battlefords--Lloydminster/Battlefords--Lloydminster,107B,Unity,26,5,34,82,1,0,148,377
Battlefords--Lloydminster/Battlefords--Lloydminster,108,Unity,22,0,31,76,2,1,132,215
Battlefords--Lloydminster/Battlefords--Lloydminster,109,Unity,27,1,35,92,0,1,156,259
Battlefords--Lloydminster/Battlefords--Lloydminster,110,Unity,19,2,14,65,2,1,103,190
Battlefords--Lloydminster/Battlefords--Lloydminster,111,Unity,24,3,14,40,0,0,81,228
Battlefords--Lloydminster/Battlefords--Lloydminster,112,Macklin,10,4,17,85,2,0,118,186
Battlefords--Lloydminster/Battlefords--Lloydminster,113A,Macklin,13,4,25,110,0,0,152,341
Battlefords--Lloydminster/Battlefords--Lloydminster,113B,Macklin,15,1,25,106,3,1,151,344
Battlefords--Lloydminster/Battlefords--Lloydminster,114,Macklin,9,3,38,168,3,0,221,394
Battlefords--Lloydminster/Battlefords--Lloydminster,115,Reward,13,2,20,96,2,0,133,228
Battlefords--Lloydminster/Battlefords--Lloydminster,116,Swarthmore,19,5,16,97,0,0,137,231
Battlefords--Lloydminster/Battlefords--Lloydminster,117,Cando,16,0,10,61,1,0,88,126
Battlefords--Lloydminster/Battlefords--Lloydminster,118,Mosquito 109,9,0,3,2,0,0,14,158
Battlefords--Lloydminster/Battlefords--Lloydminster,119,Red Pheasant,22,1,19,7,1,0,50,347
Battlefords--Lloydminster/Battlefords--Lloydminster,120,Wilkie,19,2,35,74,1,0,131,243
Battlefords--Lloydminster/Battlefords--Lloydminster,121,Wilkie,35,7,54,131,5,0,232,528
Battlefords--Lloydminster/Battlefords--Lloydminster,122,Wilkie,22,6,26,70,4,0,128,258
Battlefords--Lloydminster/Battlefords--Lloydminster,123,Scott,28,0,36,99,3,1,167,367
Battlefords--Lloydminster/Battlefords--Lloydminster,124,Landis,52,7,26,85,1,0,171,280
Battlefords--Lloydminster/Battlefords--Lloydminster,125,Cactus Lake,3,5,23,94,3,0,128,230
Battlefords--Lloydminster/Battlefords--Lloydminster,126,Denzil,8,3,18,124,1,0,154,273
Battlefords--Lloydminster/Battlefords--Lloydminster,127,Luseland,5,1,14,56,2,0,78,126
Battlefords--Lloydminster/Battlefords--Lloydminster,128,Luseland,17,3,39,60,2,2,123,202
Battlefords--Lloydminster/Battlefords--Lloydminster,129,Luseland,19,6,26,115,4,2,172,282
Battlefords--Lloydminster/Battlefords--Lloydminster,130,Tramping Lake,12,9,27,80,1,0,129,205
Battlefords--Lloydminster/Battlefords--Lloydminster,131,Kelfield,25,6,29,106,4,0,170,302
Battlefords--Lloydminster/Battlefords--Lloydminster,132,Major,16,4,23,107,0,0,150,246
Battlefords--Lloydminster/Battlefords--Lloydminster,133,Kerrobert,17,4,30,74,0,0,125,272
Battlefords--Lloydminster/Battlefords--Lloydminster,134,Kerrobert,25,9,53,102,1,0,190,450
Battlefords--Lloydminster/Battlefords--Lloydminster,135,Kerrobert,8,2,36,58,4,0,108,203
Battlefords--Lloydminster/Battlefords--Lloydminster,136,Plenty,12,6,41,172,5,0,236,381
Battlefords--Lloydminster/Battlefords--Lloydminster,137,Dodsland,3,4,16,71,0,0,94,179
Battlefords--Lloydminster/Battlefords--Lloydminster,138,Coleville,18,6,27,117,4,2,174,344
Battlefords--Lloydminster/Battlefords--Lloydminster,139,Smiley,9,1,7,68,1,1,87,197
Battlefords--Lloydminster/Battlefords--Lloydminster,140,Marengo,14,5,26,81,1,0,127,207
Battlefords--Lloydminster/Battlefords--Lloydminster,141,Alsask,20,6,15,50,2,0,93,140
Battlefords--Lloydminster/Battlefords--Lloydminster,142,Flaxcombe,20,4,12,73,2,0,111,202
Battlefords--Lloydminster/Battlefords--Lloydminster,143,Kindersley,15,5,26,128,2,3,179,290
Battlefords--Lloydminster/Battlefords--Lloydminster,144,Brock,22,4,26,97,2,1,152,258
Battlefords--Lloydminster/Battlefords--Lloydminster,145,Kindersley,17,1,12,34,3,0,67,195
Battlefords--Lloydminster/Battlefords--Lloydminster,146,Kindersley,18,3,28,79,5,0,133,288
Battlefords--Lloydminster/Battlefords--Lloydminster,147,Kindersley,24,2,30,85,2,1,144,296
Battlefords--Lloydminster/Battlefords--Lloydminster,148,Kindersley,23,4,27,119,3,0,176,300
Battlefords--Lloydminster/Battlefords--Lloydminster,149,Kindersley,25,6,30,48,1,1,111,276
Battlefords--Lloydminster/Battlefords--Lloydminster,150A,Kindersley,20,5,25,78,2,0,130,364
Battlefords--Lloydminster/Battlefords--Lloydminster,150B,Kindersley,27,8,28,67,8,0,138,455
Battlefords--Lloydminster/Battlefords--Lloydminster,151,Kindersley,26,5,44,95,3,0,173,288
Battlefords--Lloydminster/Battlefords--Lloydminster,152,Kindersley,12,3,23,72,2,0,112,261
Battlefords--Lloydminster/Battlefords--Lloydminster,153A,Kindersley,28,5,32,89,3,2,159,351
Battlefords--Lloydminster/Battlefords--Lloydminster,153B,Kindersley,14,6,42,94,3,1,160,314
Battlefords--Lloydminster/Battlefords--Lloydminster,500,Mobile poll/Bureau itinérant,7,1,6,3,2,0,19,26
Battlefords--Lloydminster/Battlefords--Lloydminster,501,Mobile poll/Bureau itinérant,6,1,0,15,2,0,24,29
Battlefords--Lloydminster/Battlefords--Lloydminster,502,Mobile poll/Bureau itinérant,8,2,4,3,0,4,21,44
Battlefords--Lloydminster/Battlefords--Lloydminster,503,Mobile poll/Bureau itinérant,34,6,24,24,0,6,94,197
Battlefords--Lloydminster/Battlefords--Lloydminster,504,Mobile poll/Bureau itinérant,18,3,38,42,9,6,116,209
Battlefords--Lloydminster/Battlefords--Lloydminster,505,Mobile poll/Bureau itinérant,5,2,12,12,1,1,33,42
Battlefords--Lloydminster/Battlefords--Lloydminster,506,Mobile poll/Bureau itinérant,6,3,9,20,2,1,41,113
Battlefords--Lloydminster/Battlefords--Lloydminster,600,Turtleford,15,5,15,95,1,0,131,
Battlefords--Lloydminster/Battlefords--Lloydminster,601,Turtleford,12,2,5,31,1,0,51,
Battlefords--Lloydminster/Battlefords--Lloydminster,602,Cochin,35,3,27,95,0,0,160,
Battlefords--Lloydminster/Battlefords--Lloydminster,603,North Battleford,83,3,49,165,1,2,303,
Battlefords--Lloydminster/Battlefords--Lloydminster,604,North Battleford,43,1,38,72,2,0,156,
Battlefords--Lloydminster/Battlefords--Lloydminster,605,Lloydminster,69,8,28,177,2,1,285,
Battlefords--Lloydminster/Battlefords--Lloydminster,606,Maidstone,12,2,7,81,0,1,103,
Battlefords--Lloydminster/Battlefords--Lloydminster,607,Battleford,45,5,22,165,1,1,239,
Battlefords--Lloydminster/Battlefords--Lloydminster,608,Unity,34,4,31,100,0,2,171,
Battlefords--Lloydminster/Battlefords--Lloydminster,609,Wilkie,30,4,22,63,0,0,119,
Battlefords--Lloydminster/Battlefords--Lloydminster,610,Kerrobert,10,3,15,77,4,0,109,
Battlefords--Lloydminster/Battlefords--Lloydminster,611,Kindersley,34,11,57,164,7,0,273,
Battlefords--Lloydminster/Battlefords--Lloydminster,,Group 1/Groupe 1,20,5,31,29,5,6,96,152
Battlefords--Lloydminster/Battlefords--Lloydminster,,Group 2/Groupe 2,64,6,56,158,5,2,291,
