District,Poll Number,Poll Name,Jennifer Burgis,Andrew Lewis,Gary Lunn,Mary Moreau,David Mulroney,Rejected Ballots,Total Vote,Electors
Saanich--Gulf Islands/Saanich--Gulf Islands,46,North Saanich,20,23,124,0,59,0,226,302
Saanich--Gulf Islands/Saanich--Gulf Islands,47,North Saanich,44,38,104,1,59,0,246,372
Saanich--Gulf Islands/Saanich--Gulf Islands,48,North Saanich,18,24,96,1,58,0,197,281
Saanich--Gulf Islands/Saanich--Gulf Islands,49,North Saanich,25,32,116,1,77,0,251,347
Saanich--Gulf Islands/Saanich--Gulf Islands,50,North Saanich,44,43,126,4,65,0,282,425
Saanich--Gulf Islands/Saanich--Gulf Islands,51,North Saanich,45,35,131,0,71,1,283,411
Saanich--Gulf Islands/Saanich--Gulf Islands,52,Sidney,33,24,138,1,70,0,266,448
Saanich--Gulf Islands/Saanich--Gulf Islands,53,Sidney,26,26,52,0,23,0,127,224
Saanich--Gulf Islands/Saanich--Gulf Islands,54,Sidney,37,32,101,0,55,3,228,355
Saanich--Gulf Islands/Saanich--Gulf Islands,55,Sidney,75,42,105,1,70,0,293,449
Saanich--Gulf Islands/Saanich--Gulf Islands,56,Sidney,46,45,122,0,69,1,283,436
Saanich--Gulf Islands/Saanich--Gulf Islands,57,Sidney,46,45,115,0,67,1,274,406
Saanich--Gulf Islands/Saanich--Gulf Islands,58,Sidney,47,59,119,5,67,1,298,427
Saanich--Gulf Islands/Saanich--Gulf Islands,59,Sidney,78,40,82,0,51,0,251,459
Saanich--Gulf Islands/Saanich--Gulf Islands,60,Sidney,48,65,96,5,64,0,278,406
Saanich--Gulf Islands/Saanich--Gulf Islands,61,Sidney,57,56,97,0,59,1,270,366
Saanich--Gulf Islands/Saanich--Gulf Islands,62,Sidney,29,35,95,0,52,0,211,291
Saanich--Gulf Islands/Saanich--Gulf Islands,63,Sidney,56,49,83,1,54,0,243,359
Saanich--Gulf Islands/Saanich--Gulf Islands,64,Sidney,19,20,92,1,62,0,194,255
Saanich--Gulf Islands/Saanich--Gulf Islands,65,Sidney,36,25,73,1,42,0,177,259
Saanich--Gulf Islands/Saanich--Gulf Islands,66,Sidney,39,24,87,2,56,0,208,293
Saanich--Gulf Islands/Saanich--Gulf Islands,67,Sidney,49,36,95,1,47,1,229,307
Saanich--Gulf Islands/Saanich--Gulf Islands,68,Sidney,45,36,150,2,81,6,320,468
Saanich--Gulf Islands/Saanich--Gulf Islands,69,Sidney,54,36,150,1,92,3,336,483
Saanich--Gulf Islands/Saanich--Gulf Islands,70,Sidney,59,48,82,0,50,1,240,392
Saanich--Gulf Islands/Saanich--Gulf Islands,71,Sidney,53,44,99,1,63,0,260,396
Saanich--Gulf Islands/Saanich--Gulf Islands,72,Sidney,64,35,80,0,56,0,235,399
Saanich--Gulf Islands/Saanich--Gulf Islands,73,Sidney,55,47,129,0,81,1,313,466
Saanich--Gulf Islands/Saanich--Gulf Islands,74,Sidney,41,16,111,3,54,0,225,325
Saanich--Gulf Islands/Saanich--Gulf Islands,75A,Central Saanich,53,31,60,0,38,0,182,281
Saanich--Gulf Islands/Saanich--Gulf Islands,75B,Central Saanich,39,28,55,1,37,0,160,277
Saanich--Gulf Islands/Saanich--Gulf Islands,76,Central Saanich,45,54,110,2,80,1,292,453
Saanich--Gulf Islands/Saanich--Gulf Islands,77A,Central Saanich,49,31,74,0,33,1,188,269
Saanich--Gulf Islands/Saanich--Gulf Islands,77B,Central Saanich,35,25,77,0,49,0,186,284
Saanich--Gulf Islands/Saanich--Gulf Islands,78,Central Saanich,57,31,97,0,48,0,233,358
Saanich--Gulf Islands/Saanich--Gulf Islands,79,Central Saanich,52,44,87,0,54,1,238,365
Saanich--Gulf Islands/Saanich--Gulf Islands,80,Central Saanich,72,33,114,0,65,1,285,435
Saanich--Gulf Islands/Saanich--Gulf Islands,81,Central Saanich,57,36,94,1,61,0,249,425
Saanich--Gulf Islands/Saanich--Gulf Islands,82,East Saanich 2,67,24,142,1,78,1,313,447
Saanich--Gulf Islands/Saanich--Gulf Islands,83,Central Saanich,50,21,108,3,71,0,253,398
Saanich--Gulf Islands/Saanich--Gulf Islands,84A,Central Saanich,54,11,61,0,35,1,162,313
Saanich--Gulf Islands/Saanich--Gulf Islands,84B,East Saanich 2,59,19,56,1,24,0,159,311
Saanich--Gulf Islands/Saanich--Gulf Islands,85,South Saanich 1,102,34,41,1,45,1,224,509
Saanich--Gulf Islands/Saanich--Gulf Islands,86,Central Saanich,70,41,103,1,68,1,284,441
Saanich--Gulf Islands/Saanich--Gulf Islands,87,Central Saanich,54,59,94,1,55,1,264,386
Saanich--Gulf Islands/Saanich--Gulf Islands,88,Central Saanich,73,43,112,0,73,0,301,468
Saanich--Gulf Islands/Saanich--Gulf Islands,89,Central Saanich,30,29,66,2,45,1,173,291
Saanich--Gulf Islands/Saanich--Gulf Islands,90,Central Saanich,61,31,99,2,72,0,265,358
Saanich--Gulf Islands/Saanich--Gulf Islands,91,Central Saanich,55,23,74,0,47,0,199,303
Saanich--Gulf Islands/Saanich--Gulf Islands,92,Central Saanich,76,44,116,1,60,0,297,417
Saanich--Gulf Islands/Saanich--Gulf Islands,93,East Saanich 2,35,31,73,0,64,0,203,310
Saanich--Gulf Islands/Saanich--Gulf Islands,94,Central Saanich,56,58,73,1,64,0,252,340
Saanich--Gulf Islands/Saanich--Gulf Islands,95,Central Saanich,56,62,111,0,68,2,299,441
Saanich--Gulf Islands/Saanich--Gulf Islands,96,Central Saanich,69,54,107,1,100,0,331,444
Saanich--Gulf Islands/Saanich--Gulf Islands,97,Central Saanich,35,36,80,0,60,1,212,333
Saanich--Gulf Islands/Saanich--Gulf Islands,98,Central Saanich,49,43,126,2,87,0,307,433
Saanich--Gulf Islands/Saanich--Gulf Islands,99,Central Saanich,55,38,92,2,92,1,280,417
Saanich--Gulf Islands/Saanich--Gulf Islands,100,Central Saanich,60,35,104,0,76,0,275,421
Saanich--Gulf Islands/Saanich--Gulf Islands,101,Central Saanich,47,67,180,4,83,0,381,550
Saanich--Gulf Islands/Saanich--Gulf Islands,102,Central Saanich,50,37,114,0,68,0,269,405
Saanich--Gulf Islands/Saanich--Gulf Islands,103,Central Saanich,36,34,82,0,68,0,220,288
Saanich--Gulf Islands/Saanich--Gulf Islands,104,Central Saanich,71,34,105,3,81,2,296,406
Saanich--Gulf Islands/Saanich--Gulf Islands,105,Central Saanich,66,40,159,3,84,0,352,507
Saanich--Gulf Islands/Saanich--Gulf Islands,106,Saanich,22,20,30,0,46,0,118,225
Saanich--Gulf Islands/Saanich--Gulf Islands,107,Saanich,22,29,138,3,89,0,281,397
Saanich--Gulf Islands/Saanich--Gulf Islands,108,Elk Lake,58,36,120,0,89,0,303,454
Saanich--Gulf Islands/Saanich--Gulf Islands,109,Cordova Bay,70,35,124,1,133,0,363,504
Saanich--Gulf Islands/Saanich--Gulf Islands,110,Saanich,63,52,93,0,98,1,307,437
Saanich--Gulf Islands/Saanich--Gulf Islands,111,Cordova Bay,39,33,150,1,107,0,330,430
Saanich--Gulf Islands/Saanich--Gulf Islands,112,Saanich,61,23,111,0,116,0,311,431
Saanich--Gulf Islands/Saanich--Gulf Islands,113,Cordova Bay,54,32,90,1,83,1,261,399
Saanich--Gulf Islands/Saanich--Gulf Islands,114,Cordova Bay,29,31,102,0,88,0,250,331
Saanich--Gulf Islands/Saanich--Gulf Islands,115,Saanich,54,29,79,0,84,2,248,358
Saanich--Gulf Islands/Saanich--Gulf Islands,116,Saanich,46,28,115,2,110,1,302,417
Saanich--Gulf Islands/Saanich--Gulf Islands,117,Cordova Bay,64,32,106,0,105,0,307,474
Saanich--Gulf Islands/Saanich--Gulf Islands,118,Saanich,37,28,94,1,70,0,230,369
Saanich--Gulf Islands/Saanich--Gulf Islands,119,Saanich,27,18,172,2,112,2,333,492
Saanich--Gulf Islands/Saanich--Gulf Islands,120,Royal Oak,30,34,165,0,124,1,354,463
Saanich--Gulf Islands/Saanich--Gulf Islands,121,Cordova Bay,52,42,120,1,97,2,314,469
Saanich--Gulf Islands/Saanich--Gulf Islands,122,Saanich,19,17,98,0,95,0,229,358
Saanich--Gulf Islands/Saanich--Gulf Islands,123,Saanich,43,24,144,3,127,3,344,461
Saanich--Gulf Islands/Saanich--Gulf Islands,124,Saanich,41,24,40,0,27,0,132,202
Saanich--Gulf Islands/Saanich--Gulf Islands,125,Saanich,27,23,103,0,83,1,237,324
Saanich--Gulf Islands/Saanich--Gulf Islands,126,Saanich,21,18,95,0,86,0,220,331
Saanich--Gulf Islands/Saanich--Gulf Islands,127,Saanich,32,22,124,0,112,0,290,406
Saanich--Gulf Islands/Saanich--Gulf Islands,128,Saanich,16,15,78,0,58,0,167,245
Saanich--Gulf Islands/Saanich--Gulf Islands,129,Royal Oak,37,21,146,1,107,1,313,433
Saanich--Gulf Islands/Saanich--Gulf Islands,130,Saanich,59,26,90,2,73,1,251,386
Saanich--Gulf Islands/Saanich--Gulf Islands,131,Saanich,18,16,133,1,144,2,314,475
Saanich--Gulf Islands/Saanich--Gulf Islands,132,Saanich,89,34,108,1,104,2,338,532
Saanich--Gulf Islands/Saanich--Gulf Islands,133,Saanich,45,37,96,1,63,0,242,389
Saanich--Gulf Islands/Saanich--Gulf Islands,134,Gordon Head,71,52,59,1,74,0,257,373
Saanich--Gulf Islands/Saanich--Gulf Islands,135,Saanich,101,19,70,1,73,2,266,449
Saanich--Gulf Islands/Saanich--Gulf Islands,136A,Saanich,48,32,82,0,74,0,236,338
Saanich--Gulf Islands/Saanich--Gulf Islands,136B,Saanich,58,22,57,1,86,0,224,335
Saanich--Gulf Islands/Saanich--Gulf Islands,137,Saanich,51,24,92,0,61,1,229,351
Saanich--Gulf Islands/Saanich--Gulf Islands,138,Saanich,70,31,66,1,54,1,223,373
Saanich--Gulf Islands/Saanich--Gulf Islands,139,Saanich,54,51,75,0,71,0,251,362
Saanich--Gulf Islands/Saanich--Gulf Islands,140A,Lake Hill,46,18,73,2,64,1,204,335
Saanich--Gulf Islands/Saanich--Gulf Islands,140B,Lake Hill,40,19,85,0,53,0,197,315
Saanich--Gulf Islands/Saanich--Gulf Islands,141,Saanich,56,22,54,2,42,0,176,342
Saanich--Gulf Islands/Saanich--Gulf Islands,142,Saanich,42,19,35,1,46,0,143,303
Saanich--Gulf Islands/Saanich--Gulf Islands,143,Lake Hill,84,44,81,2,79,0,290,455
Saanich--Gulf Islands/Saanich--Gulf Islands,144,Saanich,39,45,89,0,92,0,265,377
Saanich--Gulf Islands/Saanich--Gulf Islands,145,Saanich,73,29,70,3,88,0,263,397
Saanich--Gulf Islands/Saanich--Gulf Islands,146,Saanich,73,43,103,1,103,0,323,490
Saanich--Gulf Islands/Saanich--Gulf Islands,147,Gordon Head,43,39,81,1,79,1,244,366
Saanich--Gulf Islands/Saanich--Gulf Islands,148,Gordon Head,68,45,62,2,84,2,263,395
Saanich--Gulf Islands/Saanich--Gulf Islands,149,Saanich,43,53,86,1,100,2,285,397
Saanich--Gulf Islands/Saanich--Gulf Islands,150,Saanich,54,50,72,0,62,0,238,367
Saanich--Gulf Islands/Saanich--Gulf Islands,151,Saanich,59,36,81,0,78,0,254,364
Saanich--Gulf Islands/Saanich--Gulf Islands,152,Gordon Head,46,30,109,0,79,1,265,384
Saanich--Gulf Islands/Saanich--Gulf Islands,153,Saanich,88,32,61,2,55,0,238,443
Saanich--Gulf Islands/Saanich--Gulf Islands,154,Saanich,61,35,74,1,88,0,259,369
Saanich--Gulf Islands/Saanich--Gulf Islands,155,Saanich,58,41,55,1,66,1,222,538
Saanich--Gulf Islands/Saanich--Gulf Islands,156,Saanich,44,52,71,0,41,0,208,327
Saanich--Gulf Islands/Saanich--Gulf Islands,157,Saanich,79,37,85,2,69,0,272,434
Saanich--Gulf Islands/Saanich--Gulf Islands,158,Saanich,86,32,96,1,97,1,313,457
Saanich--Gulf Islands/Saanich--Gulf Islands,159,Lake Hill,49,54,81,0,107,1,292,427
Saanich--Gulf Islands/Saanich--Gulf Islands,160,Saanich,71,44,121,0,107,0,343,484
Saanich--Gulf Islands/Saanich--Gulf Islands,161,Saanich,55,38,107,0,94,1,295,454
Saanich--Gulf Islands/Saanich--Gulf Islands,162,Saanich,33,10,39,1,49,1,133,276
Saanich--Gulf Islands/Saanich--Gulf Islands,163,Saanich,51,31,73,1,90,0,246,392
Saanich--Gulf Islands/Saanich--Gulf Islands,164,Saanich,59,53,52,1,103,0,268,410
Saanich--Gulf Islands/Saanich--Gulf Islands,165,Saanich,63,52,66,1,100,0,282,466
Saanich--Gulf Islands/Saanich--Gulf Islands,166,Saanich,59,35,78,0,76,0,248,406
Saanich--Gulf Islands/Saanich--Gulf Islands,167,Saanich,62,54,69,0,78,2,265,406
Saanich--Gulf Islands/Saanich--Gulf Islands,168,Saanich,124,76,85,1,90,2,378,526
Saanich--Gulf Islands/Saanich--Gulf Islands,169,Saanich,88,34,48,0,45,1,216,375
Saanich--Gulf Islands/Saanich--Gulf Islands,170,Saanich,81,36,46,1,73,1,238,375
Saanich--Gulf Islands/Saanich--Gulf Islands,171,Saanich,75,55,57,1,61,1,250,392
Saanich--Gulf Islands/Saanich--Gulf Islands,172,Saanich,86,26,31,0,61,0,204,374
Saanich--Gulf Islands/Saanich--Gulf Islands,173,Saanich,70,39,48,1,41,0,199,384
Saanich--Gulf Islands/Saanich--Gulf Islands,174,Lake Hill,86,45,66,0,86,0,283,431
Saanich--Gulf Islands/Saanich--Gulf Islands,175,Saanich,67,71,74,0,74,1,287,420
Saanich--Gulf Islands/Saanich--Gulf Islands,176,Saanich,63,43,66,2,80,0,254,381
Saanich--Gulf Islands/Saanich--Gulf Islands,177,Saanich,54,44,86,1,84,1,270,406
Saanich--Gulf Islands/Saanich--Gulf Islands,178,Saanich,83,37,90,1,109,0,320,465
Saanich--Gulf Islands/Saanich--Gulf Islands,179,Saanich,54,37,76,1,56,0,224,377
Saanich--Gulf Islands/Saanich--Gulf Islands,180,Saanich,38,27,60,3,44,0,172,299
Saanich--Gulf Islands/Saanich--Gulf Islands,181,Gordon Head,50,29,28,1,47,0,155,286
Saanich--Gulf Islands/Saanich--Gulf Islands,182,Saanich,37,16,84,0,68,1,206,278
Saanich--Gulf Islands/Saanich--Gulf Islands,183,Saanich,27,22,44,1,42,2,138,288
Saanich--Gulf Islands/Saanich--Gulf Islands,184,Saanich,71,39,51,3,89,0,253,400
Saanich--Gulf Islands/Saanich--Gulf Islands,185A,Saanich,31,29,37,0,34,1,132,219
Saanich--Gulf Islands/Saanich--Gulf Islands,185B,Mobile poll/Bureau itinérant,47,4,97,5,42,0,195,103
Saanich--Gulf Islands/Saanich--Gulf Islands,186,Saanich,55,14,13,0,41,0,123,223
Saanich--Gulf Islands/Saanich--Gulf Islands,187,Saanich,48,20,29,0,63,0,160,266
Saanich--Gulf Islands/Saanich--Gulf Islands,188,Gordon Head,51,31,42,2,84,0,210,370
Saanich--Gulf Islands/Saanich--Gulf Islands,189,Saanich,43,33,80,1,78,1,236,373
Saanich--Gulf Islands/Saanich--Gulf Islands,190,Saanich,47,16,64,1,66,1,195,319
Saanich--Gulf Islands/Saanich--Gulf Islands,191,Saanich,56,33,63,1,83,0,236,357
Saanich--Gulf Islands/Saanich--Gulf Islands,192,Saanich,47,43,74,1,126,1,292,468
Saanich--Gulf Islands/Saanich--Gulf Islands,193,Gordon Head,40,45,74,0,104,0,263,400
Saanich--Gulf Islands/Saanich--Gulf Islands,194,Gordon Head,24,45,94,1,66,0,230,335
Saanich--Gulf Islands/Saanich--Gulf Islands,195,Gordon Head,83,39,65,0,111,2,300,475
Saanich--Gulf Islands/Saanich--Gulf Islands,196,Saanich,77,38,93,1,98,0,307,434
Saanich--Gulf Islands/Saanich--Gulf Islands,197,Saanich,62,42,55,2,105,1,267,389
Saanich--Gulf Islands/Saanich--Gulf Islands,198,Gordon Head,20,26,82,0,74,0,202,318
Saanich--Gulf Islands/Saanich--Gulf Islands,199,Saanich,43,39,108,1,97,0,288,391
Saanich--Gulf Islands/Saanich--Gulf Islands,200,Gordon Head,35,43,98,2,121,0,299,464
Saanich--Gulf Islands/Saanich--Gulf Islands,201,Saanich,51,37,101,0,70,0,259,396
Saanich--Gulf Islands/Saanich--Gulf Islands,202,Saanich,85,32,37,0,64,0,218,421
Saanich--Gulf Islands/Saanich--Gulf Islands,203,Saanich,54,25,43,4,56,0,182,309
Saanich--Gulf Islands/Saanich--Gulf Islands,204,Saanich,39,15,19,1,30,0,104,195
Saanich--Gulf Islands/Saanich--Gulf Islands,205,Saanich,72,26,30,2,35,1,166,339
Saanich--Gulf Islands/Saanich--Gulf Islands,206,Lake Hill,71,28,44,2,54,2,201,320
Saanich--Gulf Islands/Saanich--Gulf Islands,207,Lake Hill,89,40,64,0,65,0,258,408
Saanich--Gulf Islands/Saanich--Gulf Islands,208,Saanich,96,48,41,0,56,2,243,373
Saanich--Gulf Islands/Saanich--Gulf Islands,209,Saanich,82,61,45,0,87,1,276,431
Saanich--Gulf Islands/Saanich--Gulf Islands,210,Saanich,74,49,32,0,35,0,190,357
Saanich--Gulf Islands/Saanich--Gulf Islands,211,Lake Hill,88,42,75,0,98,0,303,459
Saanich--Gulf Islands/Saanich--Gulf Islands,212,Saanich,93,37,66,1,65,1,263,384
Saanich--Gulf Islands/Saanich--Gulf Islands,213,Saanich,66,33,85,0,90,1,275,405
Saanich--Gulf Islands/Saanich--Gulf Islands,214A,Saanich,26,24,35,1,37,0,123,202
Saanich--Gulf Islands/Saanich--Gulf Islands,214B,Mobile poll/Bureau itinérant,Merged with No. 185B,,,,,,,165
Saanich--Gulf Islands/Saanich--Gulf Islands,215,Saanich,110,38,98,1,88,1,336,477
Saanich--Gulf Islands/Saanich--Gulf Islands,216,Saanich,90,46,46,1,54,0,237,389
Saanich--Gulf Islands/Saanich--Gulf Islands,217,Saanich,67,42,44,1,64,0,218,330
Saanich--Gulf Islands/Saanich--Gulf Islands,218,Saanich,73,19,63,1,68,0,224,335
Saanich--Gulf Islands/Saanich--Gulf Islands,500,Mobile poll/Bureau itinérant,10,9,9,1,9,1,39,67
Saanich--Gulf Islands/Saanich--Gulf Islands,501,Mobile poll/Bureau itinérant,16,5,32,3,15,6,77,99
Saanich--Gulf Islands/Saanich--Gulf Islands,502,Mobile poll/Bureau itinérant,27,12,83,1,79,4,206,269
Saanich--Gulf Islands/Saanich--Gulf Islands,600,Ganges,179,208,213,2,81,2,685,
Saanich--Gulf Islands/Saanich--Gulf Islands,601,North Saanich,91,92,343,1,155,1,683,
Saanich--Gulf Islands/Saanich--Gulf Islands,602,Sidney,107,79,329,3,114,0,632,
Saanich--Gulf Islands/Saanich--Gulf Islands,603,Central Saanich,122,68,364,1,146,1,702,
Saanich--Gulf Islands/Saanich--Gulf Islands,604,Central Saanich,44,37,142,0,67,0,290,
Saanich--Gulf Islands/Saanich--Gulf Islands,605,Royal Oak,65,24,257,0,156,2,504,
Saanich--Gulf Islands/Saanich--Gulf Islands,606,Lake Hill,130,50,183,4,137,2,506,
Saanich--Gulf Islands/Saanich--Gulf Islands,607,Gordon Head,141,71,253,2,205,3,675,
Saanich--Gulf Islands/Saanich--Gulf Islands,608,Lake Hill,157,57,182,3,98,2,499,
Saanich--Gulf Islands/Saanich--Gulf Islands,609,Lake Hill,135,67,224,4,168,3,601,
Saanich--Gulf Islands/Saanich--Gulf Islands,,Group 1/Groupe 1,25,24,79,1,46,2,177,370
Saanich--Gulf Islands/Saanich--Gulf Islands,,Group 2/Groupe 2,250,202,531,3,278,13,1277,
